D_TEMPORAL_0;D_LUG_NAC_PADRON_0;D_TERRITORIO_0;D_SEXO_0;INDICATOR;OBS_VALUE;FREQ
2021;54887;2603;3690;Población municipal;120.0;A
2021;54887;2604;3691;Población municipal;390.0;A
2021;54887;2604;3689;Población municipal;207.0;A
2021;54887;2604;3690;Población municipal;183.0;A
2021;54887;2605;3691;Población municipal;20.0;A
2021;54887;2605;3689;Población municipal;12.0;A
2021;54887;2605;3690;Población municipal;8.0;A
2021;54887;2607;3691;Población municipal;295.0;A
2021;54887;2607;3689;Población municipal;150.0;A
2021;54887;2607;3690;Población municipal;145.0;A
2021;54887;2608;3691;Población municipal;21.0;A
2021;54887;2608;3689;Población municipal;11.0;A
2021;54887;2608;3690;Población municipal;10.0;A
2021;54887;2609;3691;Población municipal;13.0;A
2021;54887;2609;3689;Población municipal;9.0;A
2021;54887;2609;3690;Población municipal;4.0;A
2021;54887;2610;3691;Población municipal;1332.0;A
2021;54887;2610;3689;Población municipal;686.0;A
2021;54887;2610;3690;Población municipal;646.0;A
2021;54887;2611;3691;Población municipal;6.0;A
2021;54887;2611;3690;Población municipal;6.0;A
2021;54887;2612;3691;Población municipal;98.0;A
2021;54887;2612;3689;Población municipal;54.0;A
2021;54887;2612;3690;Población municipal;44.0;A
2021;54887;2614;3691;Población municipal;78.0;A
2021;54887;2614;3689;Población municipal;43.0;A
2021;54887;2614;3690;Población municipal;35.0;A
2021;54887;2616;3691;Población municipal;1621.0;A
2021;54887;2616;3689;Población municipal;755.0;A
2021;54887;2616;3690;Población municipal;866.0;A
2021;54887;2617;3691;Población municipal;19.0;A
2021;54887;2617;3689;Población municipal;4.0;A
2021;54887;2617;3690;Población municipal;15.0;A
2021;54887;2621;3691;Población municipal;184.0;A
2021;54887;2621;3689;Población municipal;91.0;A
2021;54887;2621;3690;Población municipal;93.0;A
2021;54887;2622;3691;Población municipal;319.0;A
2021;54887;2622;3689;Población municipal;179.0;A
2021;54887;2622;3690;Población municipal;140.0;A
2021;54887;2623;3691;Población municipal;796.0;A
2021;54887;2623;3689;Población municipal;362.0;A
2021;54887;2623;3690;Población municipal;434.0;A
2021;54887;2624;3691;Población municipal;374.0;A
2021;54887;2624;3689;Población municipal;252.0;A
2021;54887;2624;3690;Población municipal;122.0;A
2021;54887;2625;3691;Población municipal;36.0;A
2021;54887;2625;3689;Población municipal;19.0;A
2021;54887;2625;3690;Población municipal;17.0;A
2021;54887;2626;3691;Población municipal;92.0;A
2021;54887;2626;3689;Población municipal;59.0;A
2021;54887;2626;3690;Población municipal;33.0;A
2021;54887;2627;3691;Población municipal;174.0;A
2021;54887;2627;3689;Población municipal;77.0;A
2021;54887;2627;3690;Población municipal;97.0;A
2021;54887;2704;3691;Población municipal;18.0;A
2021;54887;2704;3689;Población municipal;11.0;A
2021;54887;2704;3690;Población municipal;7.0;A
2021;54887;2629;3691;Población municipal;6827.0;A
2021;54887;2629;3689;Población municipal;3455.0;A
2021;54887;2629;3690;Población municipal;3372.0;A
2021;54887;2630;3691;Población municipal;43.0;A
2021;54887;2630;3689;Población municipal;24.0;A
2021;54887;2630;3690;Población municipal;19.0;A
2021;54887;2698;3691;Población municipal;108.0;A
2021;54887;2698;3689;Población municipal;56.0;A
2021;54887;2698;3690;Población municipal;52.0;A
2021;54887;2632;3691;Población municipal;137.0;A
2021;54887;2632;3689;Población municipal;75.0;A
2021;54887;2632;3690;Población municipal;62.0;A
2021;54887;2633;3691;Población municipal;43.0;A
2021;54887;2633;3689;Población municipal;19.0;A
2021;54887;2633;3690;Población municipal;24.0;A
2021;54887;2634;3691;Población municipal;1024.0;A
2021;54887;2634;3689;Población municipal;468.0;A
2021;54887;2634;3690;Población municipal;556.0;A
2021;54887;2635;3691;Población municipal;139.0;A
2021;54887;2635;3689;Población municipal;73.0;A
2021;54887;2635;3690;Población municipal;66.0;A
2021;54887;2636;3691;Población municipal;1573.0;A
2021;54887;2636;3689;Población municipal;768.0;A
2021;54887;2636;3690;Población municipal;805.0;A
2021;54887;2637;3691;Población municipal;132.0;A
2021;54887;2637;3689;Población municipal;71.0;A
2021;54887;2637;3690;Población municipal;61.0;A
2021;54887;2639;3691;Población municipal;719.0;A
2021;54887;2639;3689;Población municipal;331.0;A
2021;54887;2639;3690;Población municipal;388.0;A
2021;54887;2640;3691;Población municipal;34.0;A
2021;54887;2640;3689;Población municipal;20.0;A
2021;54887;2640;3690;Población municipal;14.0;A
2021;54887;2641;3691;Población municipal;39.0;A
2021;54887;2641;3689;Población municipal;20.0;A
2021;54887;2641;3690;Población municipal;19.0;A
2021;54887;2642;3691;Población municipal;576.0;A
2021;54887;2642;3689;Población municipal;262.0;A
2021;54887;2642;3690;Población municipal;314.0;A
2021;54887;2643;3691;Población municipal;48.0;A
2021;54887;2643;3689;Población municipal;26.0;A
2021;54887;2643;3690;Población municipal;22.0;A
2021;54887;2705;3691;Población municipal;111.0;A
2021;54887;2705;3689;Población municipal;63.0;A
2021;54887;2705;3690;Población municipal;48.0;A
2021;54887;2646;3691;Población municipal;109.0;A
2021;54887;2646;3689;Población municipal;49.0;A
2021;54887;2646;3690;Población municipal;60.0;A
2021;54887;2647;3691;Población municipal;379.0;A
2021;54887;2647;3689;Población municipal;198.0;A
2021;54887;2647;3690;Población municipal;181.0;A
2021;54887;2648;3691;Población municipal;67.0;A
2021;54887;2648;3689;Población municipal;41.0;A
2021;54887;2648;3690;Población municipal;26.0;A
2021;54887;2650;3691;Población municipal;9.0;A
2021;54887;2650;3689;Población municipal;6.0;A
2021;54887;2650;3690;Población municipal;3.0;A
2021;54887;2651;3691;Población municipal;600.0;A
2021;54887;2651;3689;Población municipal;369.0;A
2021;54887;2651;3690;Población municipal;231.0;A
2021;54887;2652;3691;Población municipal;39.0;A
2021;54887;2652;3689;Población municipal;21.0;A
2021;54887;2652;3690;Población municipal;18.0;A
2021;54887;2653;3691;Población municipal;143.0;A
2021;54887;2653;3689;Población municipal;72.0;A
2021;54887;2653;3690;Población municipal;71.0;A
2021;54887;2654;3691;Población municipal;259.0;A
2021;54887;2654;3689;Población municipal;134.0;A
2021;54887;2654;3690;Población municipal;125.0;A
2021;54887;2656;3691;Población municipal;70.0;A
2021;54887;2656;3689;Población municipal;36.0;A
2021;54887;2656;3690;Población municipal;34.0;A
2021;54887;2657;3691;Población municipal;81.0;A
2021;54887;2657;3689;Población municipal;40.0;A
2021;54887;2657;3690;Población municipal;41.0;A
2021;54887;2659;3691;Población municipal;71.0;A
2021;54887;2659;3689;Población municipal;40.0;A
2021;54887;2659;3690;Población municipal;31.0;A
2021;54887;2660;3691;Población municipal;83.0;A
2021;54887;2660;3689;Población municipal;39.0;A
2021;54887;2660;3690;Población municipal;44.0;A
2021;54887;2662;3691;Población municipal;1699.0;A
2021;54887;2662;3689;Población municipal;811.0;A
2021;54887;2662;3690;Población municipal;888.0;A
2021;54887;2663;3691;Población municipal;47.0;A
2021;54887;2663;3689;Población municipal;22.0;A
2021;54887;2663;3690;Población municipal;25.0;A
2021;54887;2664;3691;Población municipal;1165.0;A
2021;54887;2664;3689;Población municipal;587.0;A
2021;54887;2664;3690;Población municipal;578.0;A
2021;54887;2665;3691;Población municipal;38.0;A
2021;54887;2665;3689;Población municipal;18.0;A
2021;54887;2665;3690;Población municipal;20.0;A
2021;54887;2666;3691;Población municipal;121.0;A
2021;54887;2666;3689;Población municipal;67.0;A
2021;54887;2666;3690;Población municipal;54.0;A
2021;54887;2696;3691;Población municipal;180.0;A
2021;54887;2696;3689;Población municipal;85.0;A
2021;54887;2696;3690;Población municipal;95.0;A
2021;54887;2667;3691;Población municipal;38.0;A
2021;54887;2667;3689;Población municipal;18.0;A
2021;54887;2667;3690;Población municipal;20.0;A
2021;54887;280350;3691;Población municipal;642.0;A
2021;54887;280350;3689;Población municipal;347.0;A
2021;54887;280350;3690;Población municipal;295.0;A
2021;54887;2668;3691;Población municipal;86.0;A
2021;54887;2668;3689;Población municipal;51.0;A
2021;54887;2668;3690;Población municipal;35.0;A
2021;54887;2669;3691;Población municipal;30.0;A
2021;54887;2669;3689;Población municipal;11.0;A
2021;54887;2669;3690;Población municipal;19.0;A
2021;54887;2670;3691;Población municipal;33.0;A
2021;54887;2670;3689;Población municipal;17.0;A
2021;54887;2670;3690;Población municipal;16.0;A
2021;54887;2671;3691;Población municipal;215.0;A
2021;54887;2671;3689;Población municipal;102.0;A
2021;54887;2671;3690;Población municipal;113.0;A
2021;54887;2709;3691;Población municipal;61.0;A
2021;54887;2709;3689;Población municipal;26.0;A
2021;54887;2709;3690;Población municipal;35.0;A
2021;54887;2697;3691;Población municipal;103.0;A
2021;54887;2697;3689;Población municipal;54.0;A
2021;54887;2697;3690;Población municipal;49.0;A
2021;54887;2702;3691;Población municipal;116.0;A
2021;54887;2702;3689;Población municipal;49.0;A
2021;54887;2702;3690;Población municipal;67.0;A
2021;54887;2672;3691;Población municipal;90.0;A
2021;54887;2672;3689;Población municipal;56.0;A
2021;54887;2672;3690;Población municipal;34.0;A
2021;54887;2706;3691;Población municipal;764.0;A
2021;54887;2706;3689;Población municipal;377.0;A
2021;54887;2706;3690;Población municipal;387.0;A
2021;54887;2673;3691;Población municipal;353.0;A
2021;54887;2673;3689;Población municipal;181.0;A
2021;54887;2673;3690;Población municipal;172.0;A
2021;54887;2674;3691;Población municipal;43.0;A
2021;54887;2674;3689;Población municipal;25.0;A
2021;54887;2674;3690;Población municipal;18.0;A
2021;54887;2638;3691;Población municipal;529.0;A
2021;54887;2638;3689;Población municipal;255.0;A
2021;54887;2638;3690;Población municipal;274.0;A
2021;54887;2703;3691;Población municipal;95.0;A
2021;54887;2703;3689;Población municipal;49.0;A
2021;54887;2703;3690;Población municipal;46.0;A
2021;54887;2676;3691;Población municipal;15.0;A
2021;54887;2676;3689;Población municipal;5.0;A
2021;54887;2676;3690;Población municipal;10.0;A
2021;54887;2677;3691;Población municipal;88.0;A
2021;54887;2677;3689;Población municipal;38.0;A
2021;54887;2677;3690;Población municipal;50.0;A
2021;54887;2678;3691;Población municipal;68.0;A
2021;54887;2678;3689;Población municipal;34.0;A
2021;54887;2678;3690;Población municipal;34.0;A
2021;54887;2681;3691;Población municipal;439.0;A
2021;54887;2681;3689;Población municipal;257.0;A
2021;54887;2681;3690;Población municipal;182.0;A
2021;54887;2708;3691;Población municipal;106.0;A
2021;54887;2708;3689;Población municipal;87.0;A
2021;54887;2708;3690;Población municipal;19.0;A
2021;54887;2682;3691;Población municipal;1422.0;A
2021;54887;2682;3689;Población municipal;666.0;A
2021;54887;2682;3690;Población municipal;756.0;A
2021;54887;2683;3691;Población municipal;260.0;A
2021;54887;2683;3689;Población municipal;120.0;A
2021;54887;2683;3690;Población municipal;140.0;A
2021;54887;2797;3691;Población municipal;54875.0;A
2021;54887;2797;3689;Población municipal;26532.0;A
2021;54887;2797;3690;Población municipal;28343.0;A
2021;54887;2714;3691;Población municipal;74.0;A
2021;54887;2714;3689;Población municipal;36.0;A
2021;54887;2714;3690;Población municipal;38.0;A
2021;54887;2715;3691;Población municipal;1163.0;A
2021;54887;2715;3689;Población municipal;526.0;A
2021;54887;2715;3690;Población municipal;637.0;A
2021;54887;2716;3691;Población municipal;40.0;A
2021;54887;2716;3689;Población municipal;22.0;A
2021;54887;2716;3690;Población municipal;18.0;A
2021;54887;2717;3691;Población municipal;53.0;A
2021;54887;2717;3689;Población municipal;26.0;A
2021;54887;2717;3690;Población municipal;27.0;A
2021;54887;2718;3691;Población municipal;5112.0;A
2021;54887;2718;3689;Población municipal;2136.0;A
2021;54887;2718;3690;Población municipal;2976.0;A
2021;54887;2719;3691;Población municipal;177.0;A
2021;54887;2719;3689;Población municipal;80.0;A
2021;54887;2719;3690;Población municipal;97.0;A
2021;54887;2720;3691;Población municipal;356.0;A
2021;54887;2720;3689;Población municipal;169.0;A
2021;54887;2720;3690;Población municipal;187.0;A
2021;54887;2721;3691;Población municipal;37.0;A
2021;54887;2721;3689;Población municipal;16.0;A
2021;54887;2721;3690;Población municipal;21.0;A
2021;54887;2722;3691;Población municipal;12.0;A
2021;54887;2722;3689;Población municipal;3.0;A
2021;54887;2722;3690;Población municipal;9.0;A
2021;54887;2723;3691;Población municipal;3371.0;A
2021;54887;2723;3689;Población municipal;1758.0;A
2021;54887;2723;3690;Población municipal;1613.0;A
2021;54887;2724;3691;Población municipal;293.0;A
2021;54887;2724;3689;Población municipal;134.0;A
2021;54887;2724;3690;Población municipal;159.0;A
2021;54887;2725;3691;Población municipal;11.0;A
2021;54887;2725;3689;Población municipal;5.0;A
2021;54887;2725;3690;Población municipal;6.0;A
2021;54887;2726;3691;Población municipal;1443.0;A
2021;54887;2726;3689;Población municipal;657.0;A
2021;54887;2726;3690;Población municipal;786.0;A
2021;54887;2727;3691;Población municipal;967.0;A
2021;54887;2727;3689;Población municipal;463.0;A
2021;54887;2727;3690;Población municipal;504.0;A
2021;54887;2728;3691;Población municipal;23.0;A
2021;54887;2728;3689;Población municipal;10.0;A
2021;54887;2728;3690;Población municipal;13.0;A
2021;54887;2729;3691;Población municipal;29.0;A
2021;54887;2729;3689;Población municipal;9.0;A
2021;54887;2729;3690;Población municipal;20.0;A
2021;54887;2730;3691;Población municipal;68.0;A
