D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_NACIONALIDAD_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2011;3143;3691;4781;4306;Población municipal;8424102.0;A
2011;3143;3691;4781;4172;Población municipal;1373160.0;A
2011;3143;3691;4781;4159;Población municipal;474899.0;A
2011;3143;3691;4781;4154;Población municipal;84520.0;A
2011;3143;3691;4781;4155;Población municipal;93547.0;A
2011;3143;3691;4781;4156;Población municipal;100286.0;A
2011;3143;3691;4781;4157;Población municipal;97879.0;A
2011;3143;3691;4781;4158;Población municipal;98667.0;A
2011;3143;3691;4781;4165;Población municipal;460166.0;A
2011;3143;3691;4781;4160;Población municipal;95891.0;A
2011;3143;3691;4781;4161;Población municipal;93853.0;A
2011;3143;3691;4781;4162;Población municipal;92219.0;A
2011;3143;3691;4781;4163;Población municipal;89000.0;A
2011;3143;3691;4781;4164;Población municipal;89203.0;A
2011;3143;3691;4781;4171;Población municipal;438095.0;A
2011;3143;3691;4781;4166;Población municipal;89582.0;A
2011;3143;3691;4781;4167;Población municipal;87884.0;A
2011;3143;3691;4781;4168;Población municipal;86050.0;A
2011;3143;3691;4781;4169;Población municipal;87483.0;A
2011;3143;3691;4781;4170;Población municipal;87096.0;A
2011;3143;3691;4781;4191;Población municipal;1607548.0;A
2011;3143;3691;4781;4178;Población municipal;474295.0;A
2011;3143;3691;4781;4173;Población municipal;89326.0;A
2011;3143;3691;4781;4174;Población municipal;90714.0;A
2011;3143;3691;4781;4175;Población municipal;95450.0;A
2011;3143;3691;4781;4176;Población municipal;99287.0;A
2011;3143;3691;4781;4177;Población municipal;99518.0;A
2011;3143;3691;4781;4184;Población municipal;523326.0;A
2011;3143;3691;4781;4179;Población municipal;100979.0;A
2011;3143;3691;4781;4180;Población municipal;102787.0;A
2011;3143;3691;4781;4181;Población municipal;103991.0;A
2011;3143;3691;4781;4182;Población municipal;106430.0;A
2011;3143;3691;4781;4183;Población municipal;109139.0;A
2011;3143;3691;4781;4190;Población municipal;609927.0;A
2011;3143;3691;4781;4185;Población municipal;112570.0;A
2011;3143;3691;4781;4186;Población municipal;117484.0;A
2011;3143;3691;4781;4187;Población municipal;121489.0;A
2011;3143;3691;4781;4188;Población municipal;127370.0;A
2011;3143;3691;4781;4189;Población municipal;131014.0;A
2011;3143;3691;4781;4210;Población municipal;2109624.0;A
2011;3143;3691;4781;4197;Población municipal;714238.0;A
2011;3143;3691;4781;4192;Población municipal;138257.0;A
2011;3143;3691;4781;4193;Población municipal;139813.0;A
2011;3143;3691;4781;4194;Población municipal;144150.0;A
2011;3143;3691;4781;4195;Población municipal;145541.0;A
2011;3143;3691;4781;4196;Población municipal;146477.0;A
2011;3143;3691;4781;4203;Población municipal;707887.0;A
2011;3143;3691;4781;4198;Población municipal;145212.0;A
2011;3143;3691;4781;4199;Población municipal;143302.0;A
2011;3143;3691;4781;4200;Población municipal;140636.0;A
2011;3143;3691;4781;4201;Población municipal;140703.0;A
2011;3143;3691;4781;4202;Población municipal;138034.0;A
2011;3143;3691;4781;4209;Población municipal;687499.0;A
2011;3143;3691;4781;4204;Población municipal;137913.0;A
2011;3143;3691;4781;4205;Población municipal;137409.0;A
2011;3143;3691;4781;4206;Población municipal;137694.0;A
2011;3143;3691;4781;4207;Población municipal;139637.0;A
2011;3143;3691;4781;4208;Población municipal;134846.0;A
2011;3143;3691;4781;4235;Población municipal;2052732.0;A
2011;3143;3691;4781;4216;Población municipal;641112.0;A
2011;3143;3691;4781;4211;Población municipal;134374.0;A
2011;3143;3691;4781;4212;Población municipal;137286.0;A
2011;3143;3691;4781;4213;Población municipal;129121.0;A
2011;3143;3691;4781;4214;Población municipal;121748.0;A
2011;3143;3691;4781;4215;Población municipal;118583.0;A
2011;3143;3691;4781;4222;Población municipal;555914.0;A
2011;3143;3691;4781;4217;Población municipal;119406.0;A
2011;3143;3691;4781;4218;Población municipal;114800.0;A
2011;3143;3691;4781;4219;Población municipal;113479.0;A
2011;3143;3691;4781;4220;Población municipal;109259.0;A
2011;3143;3691;4781;4221;Población municipal;98970.0;A
2011;3143;3691;4781;4228;Población municipal;451777.0;A
2011;3143;3691;4781;4223;Población municipal;96351.0;A
2011;3143;3691;4781;4224;Población municipal;90531.0;A
2011;3143;3691;4781;4225;Población municipal;91563.0;A
2011;3143;3691;4781;4226;Población municipal;89889.0;A
2011;3143;3691;4781;4227;Población municipal;83443.0;A
2011;3143;3691;4781;4234;Población municipal;403929.0;A
2011;3143;3691;4781;4229;Población municipal;76696.0;A
2011;3143;3691;4781;4230;Población municipal;82874.0;A
2011;3143;3691;4781;4231;Población municipal;88595.0;A
2011;3143;3691;4781;4232;Población municipal;81095.0;A
2011;3143;3691;4781;4233;Población municipal;74669.0;A
2011;3143;3691;4781;4305;Población municipal;1281038.0;A
2011;3143;3691;4781;4241;Población municipal;357340.0;A
2011;3143;3691;4781;4236;Población municipal;81564.0;A
2011;3143;3691;4781;4237;Población municipal;76233.0;A
2011;3143;3691;4781;4238;Población municipal;77823.0;A
2011;3143;3691;4781;4239;Población municipal;64659.0;A
2011;3143;3691;4781;4240;Población municipal;57061.0;A
2011;3143;3691;4781;4247;Población municipal;302922.0;A
2011;3143;3691;4781;4242;Población municipal;72282.0;A
2011;3143;3691;4781;4243;Población municipal;53163.0;A
2011;3143;3691;4781;4244;Población municipal;54857.0;A
2011;3143;3691;4781;4245;Población municipal;59440.0;A
2011;3143;3691;4781;4246;Población municipal;63180.0;A
2011;3143;3691;4781;4253;Población municipal;282057.0;A
2011;3143;3691;4781;4248;Población municipal;60344.0;A
2011;3143;3691;4781;4249;Población municipal;56941.0;A
2011;3143;3691;4781;4250;Población municipal;58403.0;A
2011;3143;3691;4781;4251;Población municipal;55622.0;A
2011;3143;3691;4781;4252;Población municipal;50747.0;A
2011;3143;3691;4781;4259;Población municipal;194345.0;A
2011;3143;3691;4781;4254;Población municipal;47803.0;A
2011;3143;3691;4781;4255;Población municipal;43114.0;A
2011;3143;3691;4781;4256;Población municipal;39219.0;A
2011;3143;3691;4781;4257;Población municipal;33476.0;A
2011;3143;3691;4781;4258;Población municipal;30733.0;A
2011;3143;3691;4781;4265;Población municipal;101296.0;A
2011;3143;3691;4781;4260;Población municipal;26846.0;A
2011;3143;3691;4781;4261;Población municipal;23476.0;A
2011;3143;3691;4781;4262;Población municipal;20114.0;A
2011;3143;3691;4781;4263;Población municipal;17254.0;A
2011;3143;3691;4781;4264;Población municipal;13606.0;A
2011;3143;3691;4781;4271;Población municipal;33315.0;A
2011;3143;3691;4781;4266;Población municipal;11135.0;A
2011;3143;3691;4781;4267;Población municipal;7767.0;A
2011;3143;3691;4781;4268;Población municipal;6150.0;A
2011;3143;3691;4781;4269;Población municipal;4726.0;A
2011;3143;3691;4781;4270;Población municipal;3537.0;A
2011;3143;3691;4781;4277;Población municipal;8378.0;A
2011;3143;3691;4781;4272;Población municipal;2837.0;A
