ID;COD;NAME;DESCRIPTION;PARENTCODE;ORDER
4656;Total;(Total) Salario;Salario;;0
281485;TOT;(TOT) Salario bruto anual;Salario bruto anual;;1
281486;EATC;(EATC) Salario por unidad de tiempo (equivalente anual a tiempo completo);Salario por unidad de tiempo (equivalente anual a tiempo completo);;2
_Z;No aplica;No aplica;No aplica;;
