D_MACROECO_0;D_TEMPORAL_0;D_ESTADO_DATO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
93064;2007;40123;3143;Tasa interanual. Precio corriente;7.346706542;A
93052;2021;69512;3143;Tasa interanual. Precio corriente;4.910718629;A
93052;2020;40125;3143;Tasa interanual. Precio corriente;2.510341419;A
93052;2019;40124;3143;Tasa interanual. Precio corriente;1.795791355;A
93052;2018;40123;3143;Tasa interanual. Precio corriente;-2.664720169;A
93052;2017;40123;3143;Tasa interanual. Precio corriente;7.904234256;A
93052;2016;40123;3143;Tasa interanual. Precio corriente;11.350935316;A
93052;2015;40123;3143;Tasa interanual. Precio corriente;-0.747567498;A
93052;2014;40123;3143;Tasa interanual. Precio corriente;11.437713143;A
93052;2013;40123;3143;Tasa interanual. Precio corriente;-2.073407945;A
93052;2012;40123;3143;Tasa interanual. Precio corriente;-11.611227438;A
93052;2011;40123;3143;Tasa interanual. Precio corriente;-0.042087397;A
93052;2010;40123;3143;Tasa interanual. Precio corriente;11.682425771;A
93052;2009;40123;3143;Tasa interanual. Precio corriente;1.299635398;A
93052;2008;40123;3143;Tasa interanual. Precio corriente;-5.01375679;A
93052;2007;40123;3143;Tasa interanual. Precio corriente;3.80785542;A
93053;2021;69512;3143;Tasa interanual. Precio corriente;1.844713166;A
93053;2020;40125;3143;Tasa interanual. Precio corriente;-1.951435497;A
93053;2019;40124;3143;Tasa interanual. Precio corriente;3.027224446;A
93053;2018;40123;3143;Tasa interanual. Precio corriente;6.062637144;A
93053;2017;40123;3143;Tasa interanual. Precio corriente;5.911993246;A
93053;2016;40123;3143;Tasa interanual. Precio corriente;7.275640648;A
93053;2015;40123;3143;Tasa interanual. Precio corriente;1.789417408;A
93053;2014;40123;3143;Tasa interanual. Precio corriente;0.219651479;A
93053;2013;40123;3143;Tasa interanual. Precio corriente;-5.611036381;A
93053;2012;40123;3143;Tasa interanual. Precio corriente;-4.942142762;A
93053;2011;40123;3143;Tasa interanual. Precio corriente;-1.2674607;A
93053;2010;40123;3143;Tasa interanual. Precio corriente;-1.393909434;A
93053;2009;40123;3143;Tasa interanual. Precio corriente;-8.653295092;A
93053;2008;40123;3143;Tasa interanual. Precio corriente;5.203315546;A
93053;2007;40123;3143;Tasa interanual. Precio corriente;3.240853981;A
93054;2021;69512;3143;Tasa interanual. Precio corriente;-0.535163382;A
93054;2020;40125;3143;Tasa interanual. Precio corriente;-3.914454014;A
93054;2019;40124;3143;Tasa interanual. Precio corriente;2.891543827;A
93054;2018;40123;3143;Tasa interanual. Precio corriente;6.830500655;A
93054;2017;40123;3143;Tasa interanual. Precio corriente;5.995807255;A
93054;2016;40123;3143;Tasa interanual. Precio corriente;7.093489292;A
93054;2015;40123;3143;Tasa interanual. Precio corriente;1.001125193;A
93054;2014;40123;3143;Tasa interanual. Precio corriente;-0.04427272;A
93054;2013;40123;3143;Tasa interanual. Precio corriente;-3.818502118;A
93054;2012;40123;3143;Tasa interanual. Precio corriente;-8.168166976;A
93054;2011;40123;3143;Tasa interanual. Precio corriente;-2.02571897;A
93054;2010;40123;3143;Tasa interanual. Precio corriente;-2.284260846;A
93054;2009;40123;3143;Tasa interanual. Precio corriente;-10.335000819;A
93054;2008;40123;3143;Tasa interanual. Precio corriente;4.779698309;A
93054;2007;40123;3143;Tasa interanual. Precio corriente;3.219309423;A
93055;2021;69512;3143;Tasa interanual. Precio corriente;10.126486798;A
93055;2020;40125;3143;Tasa interanual. Precio corriente;-5.62370386;A
93055;2019;40124;3143;Tasa interanual. Precio corriente;8.203671536;A
93055;2018;40123;3143;Tasa interanual. Precio corriente;14.52160413;A
93055;2017;40123;3143;Tasa interanual. Precio corriente;2.723998621;A
93055;2016;40123;3143;Tasa interanual. Precio corriente;8.325078541;A
93055;2015;40123;3143;Tasa interanual. Precio corriente;15.675713954;A
93055;2014;40123;3143;Tasa interanual. Precio corriente;-5.272533705;A
93055;2013;40123;3143;Tasa interanual. Precio corriente;-12.099534054;A
93055;2012;40123;3143;Tasa interanual. Precio corriente;-26.605590668;A
93055;2011;40123;3143;Tasa interanual. Precio corriente;-16.682306945;A
93055;2010;40123;3143;Tasa interanual. Precio corriente;-16.48245211;A
93055;2009;40123;3143;Tasa interanual. Precio corriente;-25.043242824;A
93055;2008;40123;3143;Tasa interanual. Precio corriente;-9.363148178;A
93055;2007;40123;3143;Tasa interanual. Precio corriente;5.863829407;A
93057;2021;69512;3143;Tasa interanual. Precio corriente;8.436658357;A
93057;2020;40125;3143;Tasa interanual. Precio corriente;-5.96697667;A
93057;2019;40124;3143;Tasa interanual. Precio corriente;6.763404247;A
93057;2018;40123;3143;Tasa interanual. Precio corriente;3.195499706;A
93057;2017;40123;3143;Tasa interanual. Precio corriente;4.190272402;A
93057;2016;40123;3143;Tasa interanual. Precio corriente;0.555214881;A
93057;2015;40123;3143;Tasa interanual. Precio corriente;6.877232539;A
93057;2014;40123;3143;Tasa interanual. Precio corriente;1.950083685;A
93057;2013;40123;3143;Tasa interanual. Precio corriente;-2.718640833;A
93057;2012;40123;3143;Tasa interanual. Precio corriente;-6.663032956;A
93057;2011;40123;3143;Tasa interanual. Precio corriente;-0.187454686;A
93057;2010;40123;3143;Tasa interanual. Precio corriente;-0.317557393;A
93057;2009;40123;3143;Tasa interanual. Precio corriente;1.75821046;A
93057;2008;40123;3143;Tasa interanual. Precio corriente;8.087888711;A
93057;2007;40123;3143;Tasa interanual. Precio corriente;8.498334942;A
93056;2021;69512;3143;Tasa interanual. Precio corriente;9.208993183;A
93056;2020;40125;3143;Tasa interanual. Precio corriente;-14.836858169;A
93056;2019;40124;3143;Tasa interanual. Precio corriente;8.198207219;A
93056;2018;40123;3143;Tasa interanual. Precio corriente;2.148045539;A
93056;2017;40123;3143;Tasa interanual. Precio corriente;5.68648047;A
93056;2016;40123;3143;Tasa interanual. Precio corriente;-0.010534825;A
93056;2015;40123;3143;Tasa interanual. Precio corriente;10.097449579;A
93056;2014;40123;3143;Tasa interanual. Precio corriente;2.070215604;A
93056;2013;40123;3143;Tasa interanual. Precio corriente;-4.963250223;A
93056;2012;40123;3143;Tasa interanual. Precio corriente;-7.113778629;A
93056;2011;40123;3143;Tasa interanual. Precio corriente;3.013181355;A
93056;2010;40123;3143;Tasa interanual. Precio corriente;-2.601515975;A
93056;2009;40123;3143;Tasa interanual. Precio corriente;-2.509953831;A
93056;2008;40123;3143;Tasa interanual. Precio corriente;10.701518792;A
93056;2007;40123;3143;Tasa interanual. Precio corriente;9.562388283;A
93058;2021;69512;3143;Tasa interanual. Precio corriente;27.720477438;A
93058;2020;40125;3143;Tasa interanual. Precio corriente;8.984200343;A
93058;2019;40124;3143;Tasa interanual. Precio corriente;16.615997305;A
93058;2018;40123;3143;Tasa interanual. Precio corriente;8.492071045;A
93058;2017;40123;3143;Tasa interanual. Precio corriente;8.113584467;A
93058;2016;40123;3143;Tasa interanual. Precio corriente;3.830663558;A
93058;2015;40123;3143;Tasa interanual. Precio corriente;6.97118742;A
93058;2014;40123;3143;Tasa interanual. Precio corriente;2.731196225;A
93058;2013;40123;3143;Tasa interanual. Precio corriente;-6.859198649;A
93058;2012;40123;3143;Tasa interanual. Precio corriente;-7.696577632;A
93058;2011;40123;3143;Tasa interanual. Precio corriente;0.175033718;A
93058;2010;40123;3143;Tasa interanual. Precio corriente;-2.285252472;A
93058;2009;40123;3143;Tasa interanual. Precio corriente;4.903510249;A
93058;2008;40123;3143;Tasa interanual. Precio corriente;7.33225497;A
93058;2007;40123;3143;Tasa interanual. Precio corriente;6.758887544;A
93059;2021;69512;3143;Tasa interanual. Precio corriente;-0.050886721;A
93059;2020;40125;3143;Tasa interanual. Precio corriente;-2.673594575;A
93059;2019;40124;3143;Tasa interanual. Precio corriente;0.883697955;A
93059;2018;40123;3143;Tasa interanual. Precio corriente;-1.125203092;A
93059;2017;40123;3143;Tasa interanual. Precio corriente;-1.04312238;A
93059;2016;40123;3143;Tasa interanual. Precio corriente;-1.784601771;A
93059;2015;40123;3143;Tasa interanual. Precio corriente;2.135869235;A
93059;2014;40123;3143;Tasa interanual. Precio corriente;-0.273417713;A
93059;2013;40123;3143;Tasa interanual. Precio corriente;-5.082862589;A
93059;2012;40123;3143;Tasa interanual. Precio corriente;-9.622537971;A
93059;2011;40123;3143;Tasa interanual. Precio corriente;-0.356458773;A
93059;2010;40123;3143;Tasa interanual. Precio corriente;0.641978264;A
93059;2009;40123;3143;Tasa interanual. Precio corriente;-1.602223476;A
93059;2008;40123;3143;Tasa interanual. Precio corriente;7.255276794;A
93059;2007;40123;3143;Tasa interanual. Precio corriente;8.704146944;A
93060;2021;69512;3143;Tasa interanual. Precio corriente;-3.76562681;A
93060;2020;40125;3143;Tasa interanual. Precio corriente;0.367673687;A
93060;2019;40124;3143;Tasa interanual. Precio corriente;12.517264157;A
93060;2018;40123;3143;Tasa interanual. Precio corriente;7.452822145;A
93060;2017;40123;3143;Tasa interanual. Precio corriente;11.388249306;A
93060;2016;40123;3143;Tasa interanual. Precio corriente;8.094227328;A
93060;2015;40123;3143;Tasa interanual. Precio corriente;0.643393903;A
93060;2014;40123;3143;Tasa interanual. Precio corriente;3.938989348;A
93060;2013;40123;3143;Tasa interanual. Precio corriente;-6.358632874;A
93060;2012;40123;3143;Tasa interanual. Precio corriente;-11.236429433;A
93060;2011;40123;3143;Tasa interanual. Precio corriente;-2.179889885;A
93060;2010;40123;3143;Tasa interanual. Precio corriente;-3.845830922;A
93060;2009;40123;3143;Tasa interanual. Precio corriente;-15.549436019;A
93060;2008;40123;3143;Tasa interanual. Precio corriente;-6.784326685;A
93060;2007;40123;3143;Tasa interanual. Precio corriente;-0.559194107;A
93061;2021;69512;3143;Tasa interanual. Precio corriente;9.233969069;A
93061;2020;40125;3143;Tasa interanual. Precio corriente;-8.059651967;A
93061;2019;40124;3143;Tasa interanual. Precio corriente;12.837299222;A
93061;2018;40123;3143;Tasa interanual. Precio corriente;8.183366343;A
93061;2017;40123;3143;Tasa interanual. Precio corriente;8.091713299;A
93061;2016;40123;3143;Tasa interanual. Precio corriente;-1.223909821;A
93061;2015;40123;3143;Tasa interanual. Precio corriente;8.249770043;A
93061;2014;40123;3143;Tasa interanual. Precio corriente;6.38761403;A
93061;2013;40123;3143;Tasa interanual. Precio corriente;-0.382410214;A
93061;2012;40123;3143;Tasa interanual. Precio corriente;-6.310812884;A
93061;2011;40123;3143;Tasa interanual. Precio corriente;-1.093909744;A
93061;2010;40123;3143;Tasa interanual. Precio corriente;-1.670844509;A
93061;2009;40123;3143;Tasa interanual. Precio corriente;2.797768358;A
93061;2008;40123;3143;Tasa interanual. Precio corriente;1.677280767;A
93061;2007;40123;3143;Tasa interanual. Precio corriente;8.541939237;A
93062;2021;69512;3143;Tasa interanual. Precio corriente;8.393344066;A
93062;2020;40125;3143;Tasa interanual. Precio corriente;0.176926069;A
93062;2019;40124;3143;Tasa interanual. Precio corriente;4.905672776;A
93062;2018;40123;3143;Tasa interanual. Precio corriente;3.424644511;A
93062;2017;40123;3143;Tasa interanual. Precio corriente;2.103300312;A
93062;2016;40123;3143;Tasa interanual. Precio corriente;1.258323757;A
93062;2015;40123;3143;Tasa interanual. Precio corriente;5.690992975;A
93062;2014;40123;3143;Tasa interanual. Precio corriente;0.940470092;A
93062;2013;40123;3143;Tasa interanual. Precio corriente;-1.39801612;A
93062;2012;40123;3143;Tasa interanual. Precio corriente;-5.897845499;A
93062;2011;40123;3143;Tasa interanual. Precio corriente;-1.500312176;A
93062;2010;40123;3143;Tasa interanual. Precio corriente;0.499171422;A
93062;2009;40123;3143;Tasa interanual. Precio corriente;5.837571852;A
93062;2008;40123;3143;Tasa interanual. Precio corriente;9.07630679;A
93062;2007;40123;3143;Tasa interanual. Precio corriente;7.8971452;A
93063;2021;69512;3143;Tasa interanual. Precio corriente;-0.056293854;A
93063;2020;40125;3143;Tasa interanual. Precio corriente;-13.169267267;A
93063;2019;40124;3143;Tasa interanual. Precio corriente;1.482506506;A
93063;2018;40123;3143;Tasa interanual. Precio corriente;-1.360422273;A
93063;2017;40123;3143;Tasa interanual. Precio corriente;6.634332156;A
93063;2016;40123;3143;Tasa interanual. Precio corriente;0.67846363;A
93063;2015;40123;3143;Tasa interanual. Precio corriente;3.664588958;A
93063;2014;40123;3143;Tasa interanual. Precio corriente;2.643931401;A
93063;2013;40123;3143;Tasa interanual. Precio corriente;-1.865282772;A
93063;2012;40123;3143;Tasa interanual. Precio corriente;-7.14741758;A
93063;2011;40123;3143;Tasa interanual. Precio corriente;-2.649849344;A
93063;2010;40123;3143;Tasa interanual. Precio corriente;5.980266964;A
93063;2009;40123;3143;Tasa interanual. Precio corriente;-2.805866472;A
93063;2008;40123;3143;Tasa interanual. Precio corriente;4.634180029;A
93063;2007;40123;3143;Tasa interanual. Precio corriente;9.774087598;A
93014;2021;69512;3143;Tasa interanual. Precio corriente;6.686838818;A
93014;2020;40125;3143;Tasa interanual. Precio corriente;-11.220987503;A
93014;2019;40124;3143;Tasa interanual. Precio corriente;0.324627034;A
93014;2018;40123;3143;Tasa interanual. Precio corriente;2.071821188;A
93014;2017;40123;3143;Tasa interanual. Precio corriente;6.113975551;A
93014;2016;40123;3143;Tasa interanual. Precio corriente;3.636024396;A
93014;2015;40123;3143;Tasa interanual. Precio corriente;2.824179938;A
93014;2014;40123;3143;Tasa interanual. Precio corriente;-0.118314874;A
93014;2013;40123;3143;Tasa interanual. Precio corriente;-1.310725223;A
93014;2012;40123;3143;Tasa interanual. Precio corriente;0.415762418;A
93014;2011;40123;3143;Tasa interanual. Precio corriente;0.592713696;A
93014;2010;40123;3143;Tasa interanual. Precio corriente;-1.656148093;A
93014;2009;40123;3143;Tasa interanual. Precio corriente;-3.093749218;A
93014;2008;40123;3143;Tasa interanual. Precio corriente;4.234953168;A
93014;2007;40123;3143;Tasa interanual. Precio corriente;8.656952982;A
93022;2021;69512;3143;Tasa interanual. Precio corriente;21.972020094;A
93022;2020;40125;3143;Tasa interanual. Precio corriente;-20.743541448;A
93022;2019;40124;3143;Tasa interanual. Precio corriente;0.230150967;A
93022;2018;40123;3143;Tasa interanual. Precio corriente;6.849606423;A
93022;2017;40123;3143;Tasa interanual. Precio corriente;5.857354205;A
93022;2016;40123;3143;Tasa interanual. Precio corriente;1.859951741;A
93022;2015;40123;3143;Tasa interanual. Precio corriente;7.005449955;A
93022;2014;40123;3143;Tasa interanual. Precio corriente;4.568721543;A
93022;2013;40123;3143;Tasa interanual. Precio corriente;10.367386135;A
93022;2012;40123;3143;Tasa interanual. Precio corriente;7.053343176;A
93022;2011;40123;3143;Tasa interanual. Precio corriente;-5.983180573;A
93022;2010;40123;3143;Tasa interanual. Precio corriente;28.252669575;A
93022;2009;40123;3143;Tasa interanual. Precio corriente;-22.605397153;A
93022;2008;40123;3143;Tasa interanual. Precio corriente;-16.305963176;A
93022;2007;40123;3143;Tasa interanual. Precio corriente;0.627557326;A
93025;2021;69512;3143;Tasa interanual. Precio corriente;8.638074151;A
93025;2020;40125;3143;Tasa interanual. Precio corriente;-9.633555973;A
93025;2019;40124;3143;Tasa interanual. Precio corriente;2.87269482;A
93025;2018;40123;3143;Tasa interanual. Precio corriente;3.406389888;A
93025;2017;40123;3143;Tasa interanual. Precio corriente;5.349411789;A
93025;2016;40123;3143;Tasa interanual. Precio corriente;2.729621672;A
93025;2015;40123;3143;Tasa interanual. Precio corriente;4.870954437;A
93025;2014;40123;3143;Tasa interanual. Precio corriente;1.106609808;A
93025;2013;40123;3143;Tasa interanual. Precio corriente;-1.223154762;A
93025;2012;40123;3143;Tasa interanual. Precio corriente;-2.981976206;A
93025;2011;40123;3143;Tasa interanual. Precio corriente;-1.105792032;A
93025;2010;40123;3143;Tasa interanual. Precio corriente;0.298281107;A
93025;2009;40123;3143;Tasa interanual. Precio corriente;-4.780774899;A
93025;2008;40123;3143;Tasa interanual. Precio corriente;2.261130646;A
93025;2007;40123;3143;Tasa interanual. Precio corriente;7.176416553;A
