D_MACROECO_0;D_TEMPORAL_0;D_ESTADO_DATO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
93046;2010;40123;3143;Valor;51393.0;A
93046;2009;40123;3143;Valor;49726.0;A
93046;2008;40123;3143;Valor;50863.0;A
93046;2007;40123;3143;Valor;53743.0;A
93047;2021;69512;3143;Valor;32375.0;A
93047;2020;40125;3143;Valor;31428.0;A
93047;2019;40124;3143;Valor;32962.0;A
93047;2018;40123;3143;Valor;30921.0;A
93047;2017;40123;3143;Valor;28385.0;A
93047;2016;40123;3143;Valor;25730.0;A
93047;2015;40123;3143;Valor;24341.0;A
93047;2014;40123;3143;Valor;22137.0;A
93047;2013;40123;3143;Valor;21032.0;A
93047;2012;40123;3143;Valor;20002.0;A
93047;2011;40123;3143;Valor;20638.0;A
93047;2010;40123;3143;Valor;20875.0;A
93047;2009;40123;3143;Valor;22096.0;A
93047;2008;40123;3143;Valor;25331.0;A
93047;2007;40123;3143;Valor;25445.0;A
93048;2021;69512;3143;Valor;338723.0;A
93048;2020;40125;3143;Valor;325771.0;A
93048;2019;40124;3143;Valor;360888.0;A
93048;2018;40123;3143;Valor;338268.0;A
93048;2017;40123;3143;Valor;321767.0;A
93048;2016;40123;3143;Valor;307230.0;A
93048;2015;40123;3143;Valor;300443.0;A
93048;2014;40123;3143;Valor;287051.0;A
93048;2013;40123;3143;Valor;276046.0;A
93048;2012;40123;3143;Valor;269907.0;A
93048;2011;40123;3143;Valor;276466.0;A
93048;2010;40123;3143;Valor;285387.0;A
93048;2009;40123;3143;Valor;292583.0;A
93048;2008;40123;3143;Valor;300055.0;A
93048;2007;40123;3143;Valor;295989.0;A
93049;2021;69512;3143;Valor;800855.0;A
93049;2020;40125;3143;Valor;733255.0;A
93049;2019;40124;3143;Valor;761247.0;A
93049;2018;40123;3143;Valor;752884.0;A
93049;2017;40123;3143;Valor;730272.0;A
93049;2016;40123;3143;Valor;715311.0;A
93049;2015;40123;3143;Valor;714839.0;A
93049;2014;40123;3143;Valor;685860.0;A
93049;2013;40123;3143;Valor;678569.0;A
93049;2012;40123;3143;Valor;698465.0;A
93049;2011;40123;3143;Valor;709344.0;A
93049;2010;40123;3143;Valor;717493.0;A
93049;2009;40123;3143;Valor;704368.0;A
93049;2008;40123;3143;Valor;678302.0;A
93049;2007;40123;3143;Valor;671969.0;A
93050;2021;69512;3143;Valor;278230.0;A
93050;2020;40125;3143;Valor;267633.0;A
93050;2019;40124;3143;Valor;324481.0;A
93050;2018;40123;3143;Valor;328828.0;A
93050;2017;40123;3143;Valor;331289.0;A
93050;2016;40123;3143;Valor;317962.0;A
93050;2015;40123;3143;Valor;327039.0;A
93050;2014;40123;3143;Valor;322223.0;A
93050;2013;40123;3143;Valor;311140.0;A
93050;2012;40123;3143;Valor;307517.0;A
93050;2011;40123;3143;Valor;323249.0;A
93050;2010;40123;3143;Valor;340926.0;A
93050;2009;40123;3143;Valor;337838.0;A
93050;2008;40123;3143;Valor;351347.0;A
93050;2007;40123;3143;Valor;360134.0;A
93051;2021;69512;3143;Valor;3181374.0;A
93051;2020;40125;3143;Valor;2954744.0;A
93051;2019;40124;3143;Valor;3267036.0;A
93051;2018;40123;3143;Valor;3169481.0;A
93051;2017;40123;3143;Valor;3105452.0;A
93051;2016;40123;3143;Valor;2994562.0;A
93051;2015;40123;3143;Valor;2930693.0;A
93051;2014;40123;3143;Valor;2803713.0;A
93051;2013;40123;3143;Valor;2732720.0;A
93051;2012;40123;3143;Valor;2809637.0;A
93051;2011;40123;3143;Valor;2953497.0;A
93051;2010;40123;3143;Valor;3038957.0;A
93051;2009;40123;3143;Valor;3108540.0;A
93051;2008;40123;3143;Valor;3321527.0;A
93051;2007;40123;3143;Valor;3380028.0;A
93026;2021;69512;3143;Valor;219044.0;A
93026;2020;40125;3143;Valor;211291.0;A
93026;2019;40124;3143;Valor;207399.0;A
93026;2018;40123;3143;Valor;206704.0;A
93026;2017;40123;3143;Valor;213078.0;A
93026;2016;40123;3143;Valor;203678.0;A
93026;2015;40123;3143;Valor;178280.0;A
93026;2014;40123;3143;Valor;183824.0;A
93026;2013;40123;3143;Valor;161104.0;A
93026;2012;40123;3143;Valor;166878.0;A
93026;2011;40123;3143;Valor;172175.0;A
93026;2010;40123;3143;Valor;180077.0;A
93026;2009;40123;3143;Valor;164393.0;A
93026;2008;40123;3143;Valor;166071.0;A
93026;2007;40123;3143;Valor;178278.0;A
93027;2021;69512;3143;Valor;220557.0;A
93027;2020;40125;3143;Valor;220584.0;A
93027;2019;40124;3143;Valor;229027.0;A
93027;2018;40123;3143;Valor;223507.0;A
93027;2017;40123;3143;Valor;213212.0;A
93027;2016;40123;3143;Valor;201402.0;A
93027;2015;40123;3143;Valor;185048.0;A
93027;2014;40123;3143;Valor;180852.0;A
93027;2013;40123;3143;Valor;182172.0;A
93027;2012;40123;3143;Valor;196202.0;A
93027;2011;40123;3143;Valor;212372.0;A
93027;2010;40123;3143;Valor;219380.0;A
93027;2009;40123;3143;Valor;228664.0;A
93027;2008;40123;3143;Valor;258931.0;A
93027;2007;40123;3143;Valor;261521.0;A
93028;2021;69512;3143;Valor;175416.0;A
93028;2020;40125;3143;Valor;178134.0;A
93028;2019;40124;3143;Valor;188044.0;A
93028;2018;40123;3143;Valor;183451.0;A
93028;2017;40123;3143;Valor;174246.0;A
93028;2016;40123;3143;Valor;164237.0;A
93028;2015;40123;3143;Valor;150793.0;A
93028;2014;40123;3143;Valor;147480.0;A
93028;2013;40123;3143;Valor;149140.0;A
93028;2012;40123;3143;Valor;158420.0;A
93028;2011;40123;3143;Valor;174736.0;A
93028;2010;40123;3143;Valor;183633.0;A
93028;2009;40123;3143;Valor;193181.0;A
93028;2008;40123;3143;Valor;222049.0;A
93028;2007;40123;3143;Valor;224956.0;A
93029;2021;69512;3143;Valor;178413.0;A
93029;2020;40125;3143;Valor;160731.0;A
93029;2019;40124;3143;Valor;178777.0;A
93029;2018;40123;3143;Valor;163547.0;A
93029;2017;40123;3143;Valor;143910.0;A
93029;2016;40123;3143;Valor;140374.0;A
93029;2015;40123;3143;Valor;130257.0;A
93029;2014;40123;3143;Valor;112906.0;A
93029;2013;40123;3143;Valor;111076.0;A
93029;2012;40123;3143;Valor;129950.0;A
93029;2011;40123;3143;Valor;177415.0;A
93029;2010;40123;3143;Valor;208844.0;A
93029;2009;40123;3143;Valor;244345.0;A
93029;2008;40123;3143;Valor;376134.0;A
93029;2007;40123;3143;Valor;447578.0;A
93031;2021;69512;3143;Valor;2084017.0;A
93031;2020;40125;3143;Valor;1909976.0;A
93031;2019;40124;3143;Valor;2159483.0;A
93031;2018;40123;3143;Valor;2093611.0;A
93031;2017;40123;3143;Valor;2051291.0;A
93031;2016;40123;3143;Valor;1973552.0;A
93031;2015;40123;3143;Valor;1973975.0;A
93031;2014;40123;3143;Valor;1867616.0;A
93031;2013;40123;3143;Valor;1828737.0;A
93031;2012;40123;3143;Valor;1876527.0;A
93031;2011;40123;3143;Valor;1958262.0;A
93031;2010;40123;3143;Valor;1981272.0;A
93031;2009;40123;3143;Valor;1991889.0;A
93031;2008;40123;3143;Valor;2030305.0;A
93031;2007;40123;3143;Valor;2001605.0;A
93030;2021;69512;3143;Valor;684109.0;A
93030;2020;40125;3143;Valor;604786.0;A
93030;2019;40124;3143;Valor;744128.0;A
93030;2018;40123;3143;Valor;702439.0;A
93030;2017;40123;3143;Valor;696136.0;A
93030;2016;40123;3143;Valor;661801.0;A
93030;2015;40123;3143;Valor;659266.0;A
93030;2014;40123;3143;Valor;605620.0;A
93030;2013;40123;3143;Valor;592307.0;A
93030;2012;40123;3143;Valor;616082.0;A
93030;2011;40123;3143;Valor;656550.0;A
93030;2010;40123;3143;Valor;651928.0;A
93030;2009;40123;3143;Valor;671044.0;A
93030;2008;40123;3143;Valor;709681.0;A
93030;2007;40123;3143;Valor;677089.0;A
93032;2021;69512;3143;Valor;53042.0;A
93032;2020;40125;3143;Valor;47274.0;A
93032;2019;40124;3143;Valor;46516.0;A
93032;2018;40123;3143;Valor;42050.0;A
93032;2017;40123;3143;Valor;38900.0;A
93032;2016;40123;3143;Valor;34753.0;A
93032;2015;40123;3143;Valor;32010.0;A
93032;2014;40123;3143;Valor;30176.0;A
93032;2013;40123;3143;Valor;29089.0;A
93032;2012;40123;3143;Valor;31796.0;A
93032;2011;40123;3143;Valor;33522.0;A
93032;2010;40123;3143;Valor;34694.0;A
93032;2009;40123;3143;Valor;38055.0;A
93032;2008;40123;3143;Valor;36093.0;A
93032;2007;40123;3143;Valor;35657.0;A
93033;2021;69512;3143;Valor;40151.0;A
93033;2020;40125;3143;Valor;39209.0;A
93033;2019;40124;3143;Valor;39623.0;A
93033;2018;40123;3143;Valor;39788.0;A
93033;2017;40123;3143;Valor;40354.0;A
93033;2016;40123;3143;Valor;40477.0;A
93033;2015;40123;3143;Valor;40310.0;A
93033;2014;40123;3143;Valor;40093.0;A
93033;2013;40123;3143;Valor;40486.0;A
93033;2012;40123;3143;Valor;44135.0;A
93033;2011;40123;3143;Valor;45788.0;A
93033;2010;40123;3143;Valor;45919.0;A
93033;2009;40123;3143;Valor;45902.0;A
93033;2008;40123;3143;Valor;47487.0;A
93033;2007;40123;3143;Valor;50150.0;A
93034;2021;69512;3143;Valor;19267.0;A
93034;2020;40125;3143;Valor;19124.0;A
93034;2019;40124;3143;Valor;20855.0;A
93034;2018;40123;3143;Valor;19413.0;A
93034;2017;40123;3143;Valor;17976.0;A
93034;2016;40123;3143;Valor;16179.0;A
93034;2015;40123;3143;Valor;14390.0;A
93034;2014;40123;3143;Valor;13955.0;A
93034;2013;40123;3143;Valor;13752.0;A
93034;2012;40123;3143;Valor;13952.0;A
93034;2011;40123;3143;Valor;15618.0;A
93034;2010;40123;3143;Valor;15696.0;A
93034;2009;40123;3143;Valor;17148.0;A
93034;2008;40123;3143;Valor;20215.0;A
93034;2007;40123;3143;Valor;20447.0;A
93035;2021;69512;3143;Valor;291896.0;A
93035;2020;40125;3143;Valor;275570.0;A
93035;2019;40124;3143;Valor;304514.0;A
93035;2018;40123;3143;Valor;284870.0;A
93035;2017;40123;3143;Valor;267314.0;A
93035;2016;40123;3143;Valor;254854.0;A
93035;2015;40123;3143;Valor;252916.0;A
93035;2014;40123;3143;Valor;236755.0;A
93035;2013;40123;3143;Valor;225752.0;A
93035;2012;40123;3143;Valor;225070.0;A
93035;2011;40123;3143;Valor;232949.0;A
93035;2010;40123;3143;Valor;235862.0;A
93035;2009;40123;3143;Valor;241886.0;A
93035;2008;40123;3143;Valor;247823.0;A
93035;2007;40123;3143;Valor;247531.0;A
93036;2021;69512;3143;Valor;768305.0;A
93036;2020;40125;3143;Valor;699743.0;A
93036;2019;40124;3143;Valor;728299.0;A
93036;2018;40123;3143;Valor;722169.0;A
93036;2017;40123;3143;Valor;700927.0;A
93036;2016;40123;3143;Valor;687199.0;A
93036;2015;40123;3143;Valor;689675.0;A
93036;2014;40123;3143;Valor;661233.0;A
93036;2013;40123;3143;Valor;656164.0;A
93036;2012;40123;3143;Valor;677223.0;A
93036;2011;40123;3143;Valor;688048.0;A
93036;2010;40123;3143;Valor;696616.0;A
93036;2009;40123;3143;Valor;681779.0;A
93036;2008;40123;3143;Valor;656202.0;A
93036;2007;40123;3143;Valor;649904.0;A
93037;2021;69512;3143;Valor;227247.0;A
93037;2020;40125;3143;Valor;224270.0;A
93037;2019;40124;3143;Valor;275548.0;A
93037;2018;40123;3143;Valor;282882.0;A
93037;2017;40123;3143;Valor;289684.0;A
93037;2016;40123;3143;Valor;278289.0;A
93037;2015;40123;3143;Valor;285408.0;A
93037;2014;40123;3143;Valor;279784.0;A
93037;2013;40123;3143;Valor;271187.0;A
93037;2012;40123;3143;Valor;268269.0;A
93037;2011;40123;3143;Valor;285787.0;A
93037;2010;40123;3143;Valor;300557.0;A
93037;2009;40123;3143;Valor;296075.0;A
93037;2008;40123;3143;Valor;312804.0;A
93037;2007;40123;3143;Valor;320827.0;A
93038;2021;69512;3143;Valor;2702031.0;A
93038;2020;40125;3143;Valor;2502582.0;A
93038;2019;40124;3143;Valor;2774686.0;A
93038;2018;40123;3143;Valor;2687369.0;A
93038;2017;40123;3143;Valor;2621491.0;A
93038;2016;40123;3143;Valor;2519006.0;A
93038;2015;40123;3143;Valor;2467560.0;A
93038;2014;40123;3143;Valor;2345198.0;A
93038;2013;40123;3143;Valor;2283089.0;A
93038;2012;40123;3143;Valor;2369557.0;A
93038;2011;40123;3143;Valor;2520224.0;A
93038;2010;40123;3143;Valor;2589573.0;A
93038;2009;40123;3143;Valor;2629291.0;A
93038;2008;40123;3143;Valor;2831441.0;A
93038;2007;40123;3143;Valor;2888982.0;A
