D_MACROECO_0;D_TEMPORAL_0;D_ESTADO_DATO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
93016;2008;40123;3143;Valor;40433368;A
93016;2007;40123;3143;Valor;42905287;A
93013;2021;69512;3143;Valor;181327474;A
93013;2020;40125;3143;Valor;167147726;A
93013;2019;40124;3143;Valor;181223821;A
93013;2018;40123;3143;Valor;177463190;A
93013;2017;40123;3143;Valor;170047621;A
93013;2016;40123;3143;Valor;162158936;A
93013;2015;40123;3143;Valor;158836071;A
93013;2014;40123;3143;Valor;153690949;A
93013;2013;40123;3143;Valor;151625180;A
93013;2012;40123;3143;Valor;156215451;A
93013;2011;40123;3143;Valor;164119517;A
93013;2010;40123;3143;Valor;167922950;A
93013;2009;40123;3143;Valor;167389259;A
93013;2008;40123;3143;Valor;178397037;A
93013;2007;40123;3143;Valor;174286866;A
93015;2021;69512;3143;Valor;67376303;A
93015;2020;40125;3143;Valor;56344541;A
93015;2019;40124;3143;Valor;74039747;A
93015;2018;40123;3143;Valor;72964945;A
93015;2017;40123;3143;Valor;70167980;A
93015;2016;40123;3143;Valor;63909870;A
93015;2015;40123;3143;Valor;60371083;A
93015;2014;40123;3143;Valor;60114578;A
93015;2013;40123;3143;Valor;58999420;A
93015;2012;40123;3143;Valor;58618037;A
93015;2011;40123;3143;Valor;56447142;A
93015;2010;40123;3143;Valor;50735245;A
93015;2009;40123;3143;Valor;45907384;A
93015;2008;40123;3143;Valor;51463756;A
93015;2007;40123;3143;Valor;49253601;A
93019;2021;69512;3143;Valor;78766399;A
93019;2020;40125;3143;Valor;67067018;A
93019;2019;40124;3143;Valor;82162534;A
93019;2018;40123;3143;Valor;82160905;A
93019;2017;40123;3143;Valor;77491392;A
93019;2016;40123;3143;Valor;71607375;A
93019;2015;40123;3143;Valor;68849907;A
93019;2014;40123;3143;Valor;70431942;A
93019;2013;40123;3143;Valor;68820236;A
93019;2012;40123;3143;Valor;71273159;A
93019;2011;40123;3143;Valor;72593815;A
93019;2010;40123;3143;Valor;69030783;A
93019;2009;40123;3143;Valor;64114214;A
93019;2008;40123;3143;Valor;73188200;A
93019;2007;40123;3143;Valor;70332115;A
93023;2021;69512;3143;Valor;169937378;A
93023;2020;40125;3143;Valor;156425249;A
93023;2019;40124;3143;Valor;173101034;A
93023;2018;40123;3143;Valor;168267230;A
93023;2017;40123;3143;Valor;162724209;A
93023;2016;40123;3143;Valor;154461431;A
93023;2015;40123;3143;Valor;150357247;A
93023;2014;40123;3143;Valor;143373585;A
93023;2013;40123;3143;Valor;141804364;A
93023;2012;40123;3143;Valor;143560329;A
93023;2011;40123;3143;Valor;147972844;A
93023;2010;40123;3143;Valor;149627412;A
93023;2009;40123;3143;Valor;149182429;A
93023;2008;40123;3143;Valor;156672593;A
93023;2007;40123;3143;Valor;153208352;A
93077;2021;69512;3143;Valor;152138555;A
93077;2020;40125;3143;Valor;141253969;A
93077;2019;40124;3143;Valor;155008147;A
93077;2018;40123;3143;Valor;150444446;A
93077;2017;40123;3143;Valor;145815205;A
93077;2016;40123;3143;Valor;138465951;A
93077;2015;40123;3143;Valor;134989728;A
93077;2014;40123;3143;Valor;128939540;A
93077;2013;40123;3143;Valor;127962704;A
93077;2012;40123;3143;Valor;130478387;A
93077;2011;40123;3143;Valor;134715356;A
93077;2010;40123;3143;Valor;135779361;A
93077;2009;40123;3143;Valor;138137657;A
93077;2008;40123;3143;Valor;142799582;A
93077;2007;40123;3143;Valor;136550860;A
93065;2021;69512;3143;Valor;10863763;A
93065;2020;40125;3143;Valor;10635084;A
93065;2019;40124;3143;Valor;9180775.0;A
93065;2018;40123;3143;Valor;10473425;A
93065;2017;40123;3143;Valor;10526904;A
93065;2016;40123;3143;Valor;9448411.0;A
93065;2015;40123;3143;Valor;9381168.0;A
93065;2014;40123;3143;Valor;6964730.0;A
93065;2013;40123;3143;Valor;7266458.0;A
93065;2012;40123;3143;Valor;5886781.0;A
93065;2011;40123;3143;Valor;6546941.0;A
93065;2010;40123;3143;Valor;6969452.0;A
93065;2009;40123;3143;Valor;6498767.0;A
93065;2008;40123;3143;Valor;7251808.0;A
93065;2007;40123;3143;Valor;7956575.0;A
93066;2021;69512;3143;Valor;17931684;A
93066;2020;40125;3143;Valor;14939624;A
93066;2019;40124;3143;Valor;17585661;A
93066;2018;40123;3143;Valor;17413121;A
93066;2017;40123;3143;Valor;17213159;A
93066;2016;40123;3143;Valor;15794379;A
93066;2015;40123;3143;Valor;15527511;A
93066;2014;40123;3143;Valor;15105539;A
93066;2013;40123;3143;Valor;15008733;A
93066;2012;40123;3143;Valor;15853378;A
93066;2011;40123;3143;Valor;16160550;A
93066;2010;40123;3143;Valor;15741051;A
93066;2009;40123;3143;Valor;14333818;A
93066;2008;40123;3143;Valor;16384626;A
93066;2007;40123;3143;Valor;15506616;A
93067;2021;69512;3143;Valor;11721601;A
93067;2020;40125;3143;Valor;10156363;A
93067;2019;40124;3143;Valor;11761470;A
93067;2018;40123;3143;Valor;11637881;A
93067;2017;40123;3143;Valor;11561193;A
93067;2016;40123;3143;Valor;10437682;A
93067;2015;40123;3143;Valor;10165406;A
93067;2014;40123;3143;Valor;9669878.0;A
93067;2013;40123;3143;Valor;9561270.0;A
93067;2012;40123;3143;Valor;10382942;A
93067;2011;40123;3143;Valor;10745829;A
93067;2010;40123;3143;Valor;10898648;A
93067;2009;40123;3143;Valor;9823858.0;A
93067;2008;40123;3143;Valor;12171985;A
93067;2007;40123;3143;Valor;11838375;A
93068;2021;69512;3143;Valor;9904914.0;A
93068;2020;40125;3143;Valor;9382598.0;A
93068;2019;40124;3143;Valor;10519821;A
93068;2018;40123;3143;Valor;9438155.0;A
93068;2017;40123;3143;Valor;8882721.0;A
93068;2016;40123;3143;Valor;8469776.0;A
93068;2015;40123;3143;Valor;8253576.0;A
93068;2014;40123;3143;Valor;7777176.0;A
93068;2013;40123;3143;Valor;7872429.0;A
93068;2012;40123;3143;Valor;9109654.0;A
93068;2011;40123;3143;Valor;10895082;A
93068;2010;40123;3143;Valor;13107640;A
93068;2009;40123;3143;Valor;16790102;A
93068;2008;40123;3143;Valor;19696104;A
93068;2007;40123;3143;Valor;19547460;A
93070;2021;69512;3143;Valor;113438194;A
93070;2020;40125;3143;Valor;106296663;A
93070;2019;40124;3143;Valor;117721890;A
93070;2018;40123;3143;Valor;113119745;A
93070;2017;40123;3143;Valor;109192421;A
93070;2016;40123;3143;Valor;104753385;A
93070;2015;40123;3143;Valor;101827473;A
93070;2014;40123;3143;Valor;99092095;A
93070;2013;40123;3143;Valor;97815084;A
93070;2012;40123;3143;Valor;99628574;A
93070;2011;40123;3143;Valor;101112783;A
93070;2010;40123;3143;Valor;99961218;A
93070;2009;40123;3143;Valor;100514970;A
93070;2008;40123;3143;Valor;99467044;A
93070;2007;40123;3143;Valor;93540209;A
93069;2021;69512;3143;Valor;32981737;A
93069;2020;40125;3143;Valor;28330513;A
93069;2019;40124;3143;Valor;37238300;A
93069;2018;40123;3143;Valor;35788691;A
93069;2017;40123;3143;Valor;34629280;A
93069;2016;40123;3143;Valor;32672993;A
93069;2015;40123;3143;Valor;31226756;A
93069;2014;40123;3143;Valor;29908444;A
93069;2013;40123;3143;Valor;29249296;A
93069;2012;40123;3143;Valor;30076991;A
93069;2011;40123;3143;Valor;30395127;A
93069;2010;40123;3143;Valor;29905783;A
93069;2009;40123;3143;Valor;30580078;A
93069;2008;40123;3143;Valor;30795857;A
93069;2007;40123;3143;Valor;29748623;A
93071;2021;69512;3143;Valor;3032952.0;A
93071;2020;40125;3143;Valor;2870857.0;A
93071;2019;40124;3143;Valor;2950114.0;A
93071;2018;40123;3143;Valor;2786379.0;A
93071;2017;40123;3143;Valor;2738540.0;A
93071;2016;40123;3143;Valor;2691289.0;A
93071;2015;40123;3143;Valor;2632507.0;A
93071;2014;40123;3143;Valor;2651621.0;A
93071;2013;40123;3143;Valor;2848255.0;A
93071;2012;40123;3143;Valor;3044703.0;A
93071;2011;40123;3143;Valor;3074309.0;A
93071;2010;40123;3143;Valor;3178617.0;A
93071;2009;40123;3143;Valor;3294935.0;A
93071;2008;40123;3143;Valor;3242103.0;A
93071;2007;40123;3143;Valor;3033538.0;A
93072;2021;69512;3143;Valor;5189366.0;A
93072;2020;40125;3143;Valor;5293915.0;A
93072;2019;40124;3143;Valor;5028558.0;A
93072;2018;40123;3143;Valor;5128469.0;A
93072;2017;40123;3143;Valor;4682267.0;A
93072;2016;40123;3143;Valor;4439214.0;A
93072;2015;40123;3143;Valor;4367860.0;A
93072;2014;40123;3143;Valor;4367421.0;A
93072;2013;40123;3143;Valor;4012928.0;A
93072;2012;40123;3143;Valor;4701230.0;A
93072;2011;40123;3143;Valor;4562798.0;A
93072;2010;40123;3143;Valor;4818169.0;A
93072;2009;40123;3143;Valor;6380483.0;A
93072;2008;40123;3143;Valor;6011018.0;A
93072;2007;40123;3143;Valor;5468450.0;A
93073;2021;69512;3143;Valor;20920347;A
93073;2020;40125;3143;Valor;20562796;A
93073;2019;40124;3143;Valor;20563177;A
93073;2018;40123;3143;Valor;19911071;A
93073;2017;40123;3143;Valor;19372728;A
93073;2016;40123;3143;Valor;18974276;A
93073;2015;40123;3143;Valor;18553665;A
93073;2014;40123;3143;Valor;18833806;A
93073;2013;40123;3143;Valor;18806178;A
93073;2012;40123;3143;Valor;18586623;A
93073;2011;40123;3143;Valor;17846716;A
93073;2010;40123;3143;Valor;17112219;A
93073;2009;40123;3143;Valor;15320044;A
93073;2008;40123;3143;Valor;16290333;A
93073;2007;40123;3143;Valor;15036224;A
93074;2021;69512;3143;Valor;9455222.0;A
93074;2020;40125;3143;Valor;9161030.0;A
93074;2019;40124;3143;Valor;11298441;A
93074;2018;40123;3143;Valor;10487705;A
93074;2017;40123;3143;Valor;9982099.0;A
93074;2016;40123;3143;Valor;9221777.0;A
93074;2015;40123;3143;Valor;9202570.0;A
93074;2014;40123;3143;Valor;8749898.0;A
93074;2013;40123;3143;Valor;8284709.0;A
93074;2012;40123;3143;Valor;8329234.0;A
93074;2011;40123;3143;Valor;8857548.0;A
93074;2010;40123;3143;Valor;8802348.0;A
93074;2009;40123;3143;Valor;8822063.0;A
93074;2008;40123;3143;Valor;8675302.0;A
93074;2007;40123;3143;Valor;8425002.0;A
93075;2021;69512;3143;Valor;36331826;A
93075;2020;40125;3143;Valor;34445595;A
93075;2019;40124;3143;Valor;33382993;A
93075;2018;40123;3143;Valor;32059864;A
93075;2017;40123;3143;Valor;31014871;A
93075;2016;40123;3143;Valor;30276334;A
93075;2015;40123;3143;Valor;29478693;A
93075;2014;40123;3143;Valor;28437907;A
93075;2013;40123;3143;Valor;28518299;A
93075;2012;40123;3143;Valor;28650815;A
93075;2011;40123;3143;Valor;29994848;A
93075;2010;40123;3143;Valor;29846409;A
93075;2009;40123;3143;Valor;29631705;A
93075;2008;40123;3143;Valor;28006153;A
93075;2007;40123;3143;Valor;25824231;A
93076;2021;69512;3143;Valor;5526744.0;A
93076;2020;40125;3143;Valor;5631957.0;A
93076;2019;40124;3143;Valor;7260307.0;A
93076;2018;40123;3143;Valor;6957566.0;A
93076;2017;40123;3143;Valor;6772636.0;A
93076;2016;40123;3143;Valor;6477502.0;A
93076;2015;40123;3143;Valor;6365422.0;A
93076;2014;40123;3143;Valor;6142998.0;A
93076;2013;40123;3143;Valor;6095419.0;A
93076;2012;40123;3143;Valor;6238978.0;A
93076;2011;40123;3143;Valor;6381437.0;A
93076;2010;40123;3143;Valor;6297673.0;A
93076;2009;40123;3143;Valor;6485662.0;A
93076;2008;40123;3143;Valor;6446278.0;A
93076;2007;40123;3143;Valor;6004141.0;A
93021;2021;69512;3143;Valor;17798823;A
93021;2020;40125;3143;Valor;15171280;A
93021;2019;40124;3143;Valor;18092887;A
93021;2018;40123;3143;Valor;17822784;A
93021;2017;40123;3143;Valor;16909004;A
93021;2016;40123;3143;Valor;15995480;A
93021;2015;40123;3143;Valor;15367519;A
93021;2014;40123;3143;Valor;14434045;A
93021;2013;40123;3143;Valor;13841660;A
93021;2012;40123;3143;Valor;13081942;A
93021;2011;40123;3143;Valor;13257488;A
93021;2010;40123;3143;Valor;13848051;A
93021;2009;40123;3143;Valor;11044772;A
93021;2008;40123;3143;Valor;13873011;A
93021;2007;40123;3143;Valor;16657492;A
93024;2021;69512;3143;Valor;169937378;A
93024;2020;40125;3143;Valor;156425249;A
93024;2019;40124;3143;Valor;173101034;A
93024;2018;40123;3143;Valor;168267230;A
93024;2017;40123;3143;Valor;162724209;A
93024;2016;40123;3143;Valor;154461431;A
93024;2015;40123;3143;Valor;150357247;A
93024;2014;40123;3143;Valor;143373585;A
93024;2013;40123;3143;Valor;141804364;A
93024;2012;40123;3143;Valor;143560329;A
93024;2011;40123;3143;Valor;147972844;A
93024;2010;40123;3143;Valor;149627412;A
93024;2009;40123;3143;Valor;149182429;A
93024;2008;40123;3143;Valor;156672593;A
93024;2007;40123;3143;Valor;153208352;A
93064;2021;69512;3143;Valor;78096534;A
93064;2020;40125;3143;Valor;72491732;A
93064;2019;40124;3143;Valor;76527130;A
93064;2018;40123;3143;Valor;71988019;A
93064;2017;40123;3143;Valor;69227174;A
93064;2016;40123;3143;Valor;66311012;A
93064;2015;40123;3143;Valor;65018422;A
93064;2014;40123;3143;Valor;61002070;A
93064;2013;40123;3143;Valor;60023221;A
93064;2012;40123;3143;Valor;62264845;A
93064;2011;40123;3143;Valor;67834135;A
93064;2010;40123;3143;Valor;69098151;A
93064;2009;40123;3143;Valor;70426564;A
93064;2008;40123;3143;Valor;72725362;A
93064;2007;40123;3143;Valor;69541191;A
93052;2021;69512;3143;Valor;2480252.0;A
93052;2020;40125;3143;Valor;2364155.0;A
93052;2019;40124;3143;Valor;2306260.0;A
93052;2018;40123;3143;Valor;2265575.0;A
93052;2017;40123;3143;Valor;2327599.0;A
93052;2016;40123;3143;Valor;2157097.0;A
93052;2015;40123;3143;Valor;1937206.0;A
93052;2014;40123;3143;Valor;1951797.0;A
93052;2013;40123;3143;Valor;1751469.0;A
93052;2012;40123;3143;Valor;1788553.0;A
93052;2011;40123;3143;Valor;2023507.0;A
93052;2010;40123;3143;Valor;2024359.0;A
93052;2009;40123;3143;Valor;1812603.0;A
93052;2008;40123;3143;Valor;1789348.0;A
93052;2007;40123;3143;Valor;1883797.0;A
93053;2021;69512;3143;Valor;7895766.0;A
93053;2020;40125;3143;Valor;7752750.0;A
93053;2019;40124;3143;Valor;7907051.0;A
93053;2018;40123;3143;Valor;7674720.0;A
93053;2017;40123;3143;Valor;7236026.0;A
93053;2016;40123;3143;Valor;6832112.0;A
93053;2015;40123;3143;Valor;6368745.0;A
93053;2014;40123;3143;Valor;6256785.0;A
93053;2013;40123;3143;Valor;6243072.0;A
93053;2012;40123;3143;Valor;6614197.0;A
93053;2011;40123;3143;Valor;6958075.0;A
93053;2010;40123;3143;Valor;7047398.0;A
93053;2009;40123;3143;Valor;7147021.0;A
93053;2008;40123;3143;Valor;7824060.0;A
93053;2007;40123;3143;Valor;7437085.0;A
93054;2021;69512;3143;Valor;5892654.0;A
93054;2020;40125;3143;Valor;5924359.0;A
93054;2019;40124;3143;Valor;6165713.0;A
93054;2018;40123;3143;Valor;5992439.0;A
93054;2017;40123;3143;Valor;5609296.0;A
93054;2016;40123;3143;Valor;5291998.0;A
93054;2015;40123;3143;Valor;4941475.0;A
93054;2014;40123;3143;Valor;4892495.0;A
93054;2013;40123;3143;Valor;4894662.0;A
93054;2012;40123;3143;Valor;5088985.0;A
93054;2011;40123;3143;Valor;5541635.0;A
93054;2010;40123;3143;Valor;5656214.0;A
93054;2009;40123;3143;Valor;5788437.0;A
93054;2008;40123;3143;Valor;6455626.0;A
93054;2007;40123;3143;Valor;6161142.0;A
93055;2021;69512;3143;Valor;5431152.0;A
93055;2020;40125;3143;Valor;4931740.0;A
93055;2019;40124;3143;Valor;5225613.0;A
93055;2018;40123;3143;Valor;4829423.0;A
93055;2017;40123;3143;Valor;4217041.0;A
93055;2016;40123;3143;Valor;4105215.0;A
93055;2015;40123;3143;Valor;3789718.0;A
93055;2014;40123;3143;Valor;3276157.0;A
93055;2013;40123;3143;Valor;3458508.0;A
93055;2012;40123;3143;Valor;3934573.0;A
93055;2011;40123;3143;Valor;5360862.0;A
93055;2010;40123;3143;Valor;6434242.0;A
93055;2009;40123;3143;Valor;7704060.0;A
93055;2008;40123;3143;Valor;10278006;A
93055;2007;40123;3143;Valor;11339765;A
93057;2021;69512;3143;Valor;62289364;A
93057;2020;40125;3143;Valor;57443087;A
93057;2019;40124;3143;Valor;61088206;A
93057;2018;40123;3143;Valor;57218301;A
93057;2017;40123;3143;Valor;55446508;A
93057;2016;40123;3143;Valor;53216588;A
93057;2015;40123;3143;Valor;52922753;A
93057;2014;40123;3143;Valor;49517331;A
93057;2013;40123;3143;Valor;48570172;A
93057;2012;40123;3143;Valor;49927522;A
93057;2011;40123;3143;Valor;53491691;A
93057;2010;40123;3143;Valor;53592152;A
93057;2009;40123;3143;Valor;53762880;A
93057;2008;40123;3143;Valor;52833948;A
93057;2007;40123;3143;Valor;48880544;A
93056;2021;69512;3143;Valor;16642175;A
93056;2020;40125;3143;Valor;15238832;A
93056;2019;40124;3143;Valor;17893694;A
93056;2018;40123;3143;Valor;16537884;A
93056;2017;40123;3143;Valor;16190113;A
93056;2016;40123;3143;Valor;15319001;A
93056;2015;40123;3143;Valor;15320615;A
93056;2014;40123;3143;Valor;13915504;A
93056;2013;40123;3143;Valor;13633266;A
93056;2012;40123;3143;Valor;14345257;A
93056;2011;40123;3143;Valor;15443902;A
93056;2010;40123;3143;Valor;14992161;A
93056;2009;40123;3143;Valor;15392602;A
93056;2008;40123;3143;Valor;15788896;A
93056;2007;40123;3143;Valor;14262583;A
93058;2021;69512;3143;Valor;2664852.0;A
93058;2020;40125;3143;Valor;2086472.0;A
93058;2019;40124;3143;Valor;1914472.0;A
93058;2018;40123;3143;Valor;1641689.0;A
93058;2017;40123;3143;Valor;1513188.0;A
93058;2016;40123;3143;Valor;1399628.0;A
93058;2015;40123;3143;Valor;1347991.0;A
93058;2014;40123;3143;Valor;1260144.0;A
93058;2013;40123;3143;Valor;1226642.0;A
93058;2012;40123;3143;Valor;1316976.0;A
93058;2011;40123;3143;Valor;1426790.0;A
93058;2010;40123;3143;Valor;1424297.0;A
93058;2009;40123;3143;Valor;1457607.0;A
93058;2008;40123;3143;Valor;1389474.0;A
93058;2007;40123;3143;Valor;1294554.0;A
93059;2021;69512;3143;Valor;2250915.0;A
93059;2020;40125;3143;Valor;2252061.0;A
93059;2019;40124;3143;Valor;2313926.0;A
93059;2018;40123;3143;Valor;2293657.0;A
93059;2017;40123;3143;Valor;2319759.0;A
93059;2016;40123;3143;Valor;2344212.0;A
93059;2015;40123;3143;Valor;2386807.0;A
93059;2014;40123;3143;Valor;2336894.0;A
93059;2013;40123;3143;Valor;2343301.0;A
93059;2012;40123;3143;Valor;2468786.0;A
93059;2011;40123;3143;Valor;2731639.0;A
93059;2010;40123;3143;Valor;2741411.0;A
93059;2009;40123;3143;Valor;2723924.0;A
93059;2008;40123;3143;Valor;2768278.0;A
93059;2007;40123;3143;Valor;2581018.0;A
93060;2021;69512;3143;Valor;506750.0;A
93060;2020;40125;3143;Valor;526579.0;A
93060;2019;40124;3143;Valor;524650.0;A
93060;2018;40123;3143;Valor;466284.0;A
93060;2017;40123;3143;Valor;433943.0;A
93060;2016;40123;3143;Valor;389577.0;A
93060;2015;40123;3143;Valor;360405.0;A
93060;2014;40123;3143;Valor;358101.0;A
93060;2013;40123;3143;Valor;344530.0;A
93060;2012;40123;3143;Valor;367925.0;A
93060;2011;40123;3143;Valor;414500.0;A
93060;2010;40123;3143;Valor;423737.0;A
93060;2009;40123;3143;Valor;440685.0;A
93060;2008;40123;3143;Valor;521826.0;A
93060;2007;40123;3143;Valor;559805.0;A
93061;2021;69512;3143;Valor;7481854.0;A
93061;2020;40125;3143;Valor;6849384.0;A
93061;2019;40124;3143;Valor;7449813.0;A
93061;2018;40123;3143;Valor;6602261.0;A
93061;2017;40123;3143;Valor;6102843.0;A
93061;2016;40123;3143;Valor;5645986.0;A
93061;2015;40123;3143;Valor;5715944.0;A
93061;2014;40123;3143;Valor;5280329.0;A
93061;2013;40123;3143;Valor;4963293.0;A
93061;2012;40123;3143;Valor;4982346.0;A
93061;2011;40123;3143;Valor;5317952.0;A
93061;2010;40123;3143;Valor;5376769.0;A
93061;2009;40123;3143;Valor;5468133.0;A
93061;2008;40123;3143;Valor;5319311.0;A
93061;2007;40123;3143;Valor;5231563.0;A
93062;2021;69512;3143;Valor;29122792;A
93062;2020;40125;3143;Valor;26867694;A
93062;2019;40124;3143;Valor;26820242;A
93062;2018;40123;3143;Valor;25566055;A
93062;2017;40123;3143;Valor;24719500;A
93062;2016;40123;3143;Valor;24210285;A
93062;2015;40123;3143;Valor;23909427;A
93062;2014;40123;3143;Valor;22622010;A
93062;2013;40123;3143;Valor;22411239;A
93062;2012;40123;3143;Valor;22728994;A
93062;2011;40123;3143;Valor;24153532;A
93062;2010;40123;3143;Valor;24521430;A
93062;2009;40123;3143;Valor;24399634;A
93062;2008;40123;3143;Valor;23053849;A
93062;2007;40123;3143;Valor;21135524;A
93063;2021;69512;3143;Valor;3620026.0;A
93063;2020;40125;3143;Valor;3622065.0;A
93063;2019;40124;3143;Valor;4171409.0;A
93063;2018;40123;3143;Valor;4110471.0;A
93063;2017;40123;3143;Valor;4167162.0;A
93063;2016;40123;3143;Valor;3907899.0;A
93063;2015;40123;3143;Valor;3881564.0;A
93063;2014;40123;3143;Valor;3744349.0;A
93063;2013;40123;3143;Valor;3647901.0;A
93063;2012;40123;3143;Valor;3717238.0;A
93063;2011;40123;3143;Valor;4003376.0;A
93063;2010;40123;3143;Valor;4112347.0;A
93063;2009;40123;3143;Valor;3880295.0;A
93063;2008;40123;3143;Valor;3992314.0;A
93063;2007;40123;3143;Valor;3815497.0;A
93014;2021;69512;3143;Valor;73528676;A
93014;2020;40125;3143;Valor;68920100;A
93014;2019;40124;3143;Valor;77631073;A
93014;2018;40123;3143;Valor;77379877;A
93014;2017;40123;3143;Valor;75809245;A
93014;2016;40123;3143;Valor;71441339;A
93014;2015;40123;3143;Valor;68934851;A
93014;2014;40123;3143;Valor;67041479;A
93014;2013;40123;3143;Valor;67120893;A
93014;2012;40123;3143;Valor;68012348;A
93014;2011;40123;3143;Valor;67730749;A
93014;2010;40123;3143;Valor;67331665;A
93014;2009;40123;3143;Valor;68465556;A
93014;2008;40123;3143;Valor;70651331;A
93014;2007;40123;3143;Valor;67780844;A
93022;2021;69512;3143;Valor;18312168;A
93022;2020;40125;3143;Valor;15013417;A
93022;2019;40124;3143;Valor;18942831;A
93022;2018;40123;3143;Valor;18899334;A
93022;2017;40123;3143;Valor;17687790;A
93022;2016;40123;3143;Valor;16709080;A
93022;2015;40123;3143;Valor;16403974;A
93022;2014;40123;3143;Valor;15330036;A
93022;2013;40123;3143;Valor;14660250;A
93022;2012;40123;3143;Valor;13283136;A
93022;2011;40123;3143;Valor;12407960;A
93022;2010;40123;3143;Valor;13197596;A
93022;2009;40123;3143;Valor;10290309;A
93022;2008;40123;3143;Valor;13295900;A
93022;2007;40123;3143;Valor;15886317;A
93025;2021;69512;3143;Valor;169937378;A
93025;2020;40125;3143;Valor;156425249;A
93025;2019;40124;3143;Valor;173101034;A
93025;2018;40123;3143;Valor;168267230;A
93025;2017;40123;3143;Valor;162724209;A
93025;2016;40123;3143;Valor;154461431;A
93025;2015;40123;3143;Valor;150357247;A
93025;2014;40123;3143;Valor;143373585;A
93025;2013;40123;3143;Valor;141804364;A
93025;2012;40123;3143;Valor;143560329;A
93025;2011;40123;3143;Valor;147972844;A
