D_TERRITORIO_0;D_TEMPORAL_0;D_CNAE_O9_CRA_NEW_0;D_ESTADO_DATO_0;INDICATOR;OBS_VALUE;FREQ
3143;2012;273236;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273237;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273160;40123;Valor Añadido Bruto a precios básicos. IVE;104.228929158;A
3143;2012;273238;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273239;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273161;40123;Valor Añadido Bruto a precios básicos. IVE;95.088028384;A
3143;2012;273240;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273241;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273259;40123;Valor Añadido Bruto a precios básicos. IVE;96.395574961;A
3143;2012;273162;40123;Valor Añadido Bruto a precios básicos. IVE;89.814709992;A
3143;2012;273242;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273243;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273163;40123;Valor Añadido Bruto a precios básicos. IVE;100.868404251;A
3143;2012;273244;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273245;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273246;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273164;40123;Valor Añadido Bruto a precios básicos. IVE;99.35530023;A
3143;2012;273247;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273260;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2012;273261;40123;Valor Añadido Bruto a precios básicos. IVE;97.356848504;A
3143;2012;273252;40123;Valor Añadido Bruto a precios básicos. IVE;91.459640108;A
3143;2012;273258;40123;Valor Añadido Bruto a precios básicos. IVE;96.717682619;A
3143;2011;273165;40123;Valor Añadido Bruto a precios básicos. IVE;90.133604433;A
3143;2011;273129;40123;Valor Añadido Bruto a precios básicos. IVE;90.133604433;A
3143;2011;273167;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273168;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273169;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273166;40123;Valor Añadido Bruto a precios básicos. IVE;109.093694077;A
3143;2011;273248;40123;Valor Añadido Bruto a precios básicos. IVE;108.071705982;A
3143;2011;273130;40123;Valor Añadido Bruto a precios básicos. IVE;179.229042098;A
3143;2011;273170;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273131;40123;Valor Añadido Bruto a precios básicos. IVE;112.487827481;A
3143;2011;273171;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273172;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273173;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273174;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273175;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273176;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273177;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273178;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273132;40123;Valor Añadido Bruto a precios básicos. IVE;102.660426492;A
3143;2011;273179;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273133;40123;Valor Añadido Bruto a precios básicos. IVE;143.695174117;A
3143;2011;273180;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273181;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273182;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273134;40123;Valor Añadido Bruto a precios básicos. IVE;151.268276852;A
3143;2011;273183;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273184;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273135;40123;Valor Añadido Bruto a precios básicos. IVE;119.336042804;A
3143;2011;273185;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273136;40123;Valor Añadido Bruto a precios básicos. IVE;111.083759096;A
3143;2011;273186;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273189;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273188;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273187;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273137;40123;Valor Añadido Bruto a precios básicos. IVE;65.162387047;A
3143;2011;273190;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273191;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273138;40123;Valor Añadido Bruto a precios básicos. IVE;79.884982628;A
3143;2011;273192;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273139;40123;Valor Añadido Bruto a precios básicos. IVE;93.619362385;A
3143;2011;273193;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273140;40123;Valor Añadido Bruto a precios básicos. IVE;118.700905204;A
3143;2011;273194;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273141;40123;Valor Añadido Bruto a precios básicos. IVE;90.843148198;A
3143;2011;273195;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273196;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273197;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273142;40123;Valor Añadido Bruto a precios básicos. IVE;116.612237539;A
3143;2011;273198;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273199;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273200;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273143;40123;Valor Añadido Bruto a precios básicos. IVE;104.978521348;A
3143;2011;273201;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273202;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273144;40123;Valor Añadido Bruto a precios básicos. IVE;113.149358809;A
3143;2011;273203;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273204;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273249;40123;Valor Añadido Bruto a precios básicos. IVE;118.589214283;A
3143;2011;273145;40123;Valor Añadido Bruto a precios básicos. IVE;118.589214283;A
3143;2011;273205;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273251;40123;Valor Añadido Bruto a precios básicos. IVE;98.349889332;A
3143;2011;273250;40123;Valor Añadido Bruto a precios básicos. IVE;95.877421418;A
3143;2011;273146;40123;Valor Añadido Bruto a precios básicos. IVE;92.064802418;A
3143;2011;273206;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273207;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273208;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273147;40123;Valor Añadido Bruto a precios básicos. IVE;94.626217962;A
3143;2011;273209;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273210;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273211;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273212;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273148;40123;Valor Añadido Bruto a precios básicos. IVE;103.607129667;A
3143;2011;273213;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273214;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273253;40123;Valor Añadido Bruto a precios básicos. IVE;91.40879091;A
3143;2011;273149;40123;Valor Añadido Bruto a precios básicos. IVE;127.875389634;A
3143;2011;273215;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273216;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273150;40123;Valor Añadido Bruto a precios básicos. IVE;85.461543187;A
3143;2011;273217;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273151;40123;Valor Añadido Bruto a precios básicos. IVE;92.92060755;A
3143;2011;273218;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273254;40123;Valor Añadido Bruto a precios básicos. IVE;121.895942572;A
3143;2011;273152;40123;Valor Añadido Bruto a precios básicos. IVE;121.895942572;A
3143;2011;273219;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273220;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273221;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273255;40123;Valor Añadido Bruto a precios básicos. IVE;94.64442983;A
3143;2011;273153;40123;Valor Añadido Bruto a precios básicos. IVE;94.64442983;A
3143;2011;273222;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273256;40123;Valor Añadido Bruto a precios básicos. IVE;95.446257481;A
3143;2011;273154;40123;Valor Añadido Bruto a precios básicos. IVE;87.168242835;A
3143;2011;273223;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273224;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273155;40123;Valor Añadido Bruto a precios básicos. IVE;101.924140349;A
3143;2011;273225;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273156;40123;Valor Añadido Bruto a precios básicos. IVE;118.300033798;A
3143;2011;273226;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273227;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273228;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273157;40123;Valor Añadido Bruto a precios básicos. IVE;98.188529848;A
3143;2011;273229;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273230;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273231;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273232;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273233;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273234;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273257;40123;Valor Añadido Bruto a precios básicos. IVE;101.680778633;A
3143;2011;273158;40123;Valor Añadido Bruto a precios básicos. IVE;96.477000251;A
3143;2011;273235;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273159;40123;Valor Añadido Bruto a precios básicos. IVE;107.770754198;A
3143;2011;273236;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273237;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273160;40123;Valor Añadido Bruto a precios básicos. IVE;105.071814147;A
3143;2011;273238;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273239;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273161;40123;Valor Añadido Bruto a precios básicos. IVE;94.165284388;A
3143;2011;273240;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273241;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273259;40123;Valor Añadido Bruto a precios básicos. IVE;99.523008435;A
3143;2011;273162;40123;Valor Añadido Bruto a precios básicos. IVE;90.616706399;A
3143;2011;273242;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273243;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273163;40123;Valor Añadido Bruto a precios básicos. IVE;102.338844493;A
3143;2011;273244;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273245;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273246;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273164;40123;Valor Añadido Bruto a precios básicos. IVE;110.650442924;A
3143;2011;273247;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273260;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2011;273261;40123;Valor Añadido Bruto a precios básicos. IVE;100.388921214;A
3143;2011;273252;40123;Valor Añadido Bruto a precios básicos. IVE;95.39414257;A
3143;2011;273258;40123;Valor Añadido Bruto a precios básicos. IVE;99.831683126;A
3143;2010;273165;40123;Valor Añadido Bruto a precios básicos. IVE;86.635680478;A
3143;2010;273129;40123;Valor Añadido Bruto a precios básicos. IVE;86.635680478;A
3143;2010;273167;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273168;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273169;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273166;40123;Valor Añadido Bruto a precios básicos. IVE;111.225095153;A
3143;2010;273248;40123;Valor Añadido Bruto a precios básicos. IVE;113.51541805;A
3143;2010;273130;40123;Valor Añadido Bruto a precios básicos. IVE;156.247553872;A
3143;2010;273170;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273131;40123;Valor Añadido Bruto a precios básicos. IVE;116.044076518;A
3143;2010;273171;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273172;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273173;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273174;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273175;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273176;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273177;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273178;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273132;40123;Valor Añadido Bruto a precios básicos. IVE;110.228164482;A
3143;2010;273179;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273133;40123;Valor Añadido Bruto a precios básicos. IVE;143.278903067;A
3143;2010;273180;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273181;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273182;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273134;40123;Valor Añadido Bruto a precios básicos. IVE;109.131204642;A
3143;2010;273183;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273184;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273135;40123;Valor Añadido Bruto a precios básicos. IVE;128.066946208;A
3143;2010;273185;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273136;40123;Valor Añadido Bruto a precios básicos. IVE;139.770810537;A
3143;2010;273186;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273189;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273188;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273187;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273137;40123;Valor Añadido Bruto a precios básicos. IVE;84.796328622;A
3143;2010;273190;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273191;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273138;40123;Valor Añadido Bruto a precios básicos. IVE;104.036379182;A
3143;2010;273192;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273139;40123;Valor Añadido Bruto a precios básicos. IVE;150.42649638;A
3143;2010;273193;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273140;40123;Valor Añadido Bruto a precios básicos. IVE;115.060579149;A
3143;2010;273194;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273141;40123;Valor Añadido Bruto a precios básicos. IVE;86.173885884;A
3143;2010;273195;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273196;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273197;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273142;40123;Valor Añadido Bruto a precios básicos. IVE;141.593645897;A
3143;2010;273198;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273199;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273200;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273143;40123;Valor Añadido Bruto a precios básicos. IVE;102.188983318;A
3143;2010;273201;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273202;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273144;40123;Valor Añadido Bruto a precios básicos. IVE;107.401333991;A
3143;2010;273203;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273204;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273249;40123;Valor Añadido Bruto a precios básicos. IVE;138.68409558;A
3143;2010;273145;40123;Valor Añadido Bruto a precios básicos. IVE;138.68409558;A
3143;2010;273205;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273251;40123;Valor Añadido Bruto a precios básicos. IVE;97.586576287;A
3143;2010;273250;40123;Valor Añadido Bruto a precios básicos. IVE;95.532642795;A
3143;2010;273146;40123;Valor Añadido Bruto a precios básicos. IVE;92.836587773;A
3143;2010;273206;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273207;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273208;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273147;40123;Valor Añadido Bruto a precios básicos. IVE;91.836937633;A
3143;2010;273209;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273210;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273211;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273212;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273148;40123;Valor Añadido Bruto a precios básicos. IVE;102.606626479;A
3143;2010;273213;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273214;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273253;40123;Valor Añadido Bruto a precios básicos. IVE;92.772753248;A
3143;2010;273149;40123;Valor Añadido Bruto a precios básicos. IVE;142.229720089;A
3143;2010;273215;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273216;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273150;40123;Valor Añadido Bruto a precios básicos. IVE;88.231063921;A
3143;2010;273217;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273151;40123;Valor Añadido Bruto a precios básicos. IVE;83.798705582;A
3143;2010;273218;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273254;40123;Valor Añadido Bruto a precios básicos. IVE;121.842290319;A
3143;2010;273152;40123;Valor Añadido Bruto a precios básicos. IVE;121.842290319;A
3143;2010;273219;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273220;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273221;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273255;40123;Valor Añadido Bruto a precios básicos. IVE;94.087411597;A
3143;2010;273153;40123;Valor Añadido Bruto a precios básicos. IVE;94.087411597;A
3143;2010;273222;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273256;40123;Valor Añadido Bruto a precios básicos. IVE;94.976369263;A
3143;2010;273154;40123;Valor Añadido Bruto a precios básicos. IVE;84.099035799;A
3143;2010;273223;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273224;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273155;40123;Valor Añadido Bruto a precios básicos. IVE;110.300417587;A
3143;2010;273225;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273156;40123;Valor Añadido Bruto a precios básicos. IVE;102.917661411;A
3143;2010;273226;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273227;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273228;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273157;40123;Valor Añadido Bruto a precios básicos. IVE;100.870954688;A
3143;2010;273229;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273230;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273231;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273232;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273233;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273234;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273257;40123;Valor Añadido Bruto a precios básicos. IVE;99.895350472;A
3143;2010;273158;40123;Valor Añadido Bruto a precios básicos. IVE;94.616724808;A
3143;2010;273235;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273159;40123;Valor Añadido Bruto a precios básicos. IVE;103.06430297;A
3143;2010;273236;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273237;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273160;40123;Valor Añadido Bruto a precios básicos. IVE;108.325571905;A
3143;2010;273238;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273239;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273161;40123;Valor Añadido Bruto a precios básicos. IVE;88.091111167;A
3143;2010;273240;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273241;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273259;40123;Valor Añadido Bruto a precios básicos. IVE;98.89071594;A
3143;2010;273162;40123;Valor Añadido Bruto a precios básicos. IVE;93.439812076;A
3143;2010;273242;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273243;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273163;40123;Valor Añadido Bruto a precios básicos. IVE;93.342385348;A
3143;2010;273244;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273245;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273246;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273164;40123;Valor Añadido Bruto a precios básicos. IVE;120.737177394;A
3143;2010;273247;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273260;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2010;273261;40123;Valor Añadido Bruto a precios básicos. IVE;101.23713138;A
3143;2010;273252;40123;Valor Añadido Bruto a precios básicos. IVE;100.50791726;A
3143;2010;273258;40123;Valor Añadido Bruto a precios básicos. IVE;101.076123738;A
3143;2009;273165;40123;Valor Añadido Bruto a precios básicos. IVE;87.170935208;A
3143;2009;273129;40123;Valor Añadido Bruto a precios básicos. IVE;87.170935208;A
3143;2009;273167;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273168;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273169;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273166;40123;Valor Añadido Bruto a precios básicos. IVE;103.202545349;A
3143;2009;273248;40123;Valor Añadido Bruto a precios básicos. IVE;105.89055628;A
3143;2009;273130;40123;Valor Añadido Bruto a precios básicos. IVE;89.710842095;A
3143;2009;273170;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273131;40123;Valor Añadido Bruto a precios básicos. IVE;114.007597957;A
3143;2009;273171;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273172;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273173;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273174;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273175;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273176;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273177;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273178;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273132;40123;Valor Añadido Bruto a precios básicos. IVE;102.738461157;A
3143;2009;273179;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273133;40123;Valor Añadido Bruto a precios básicos. IVE;155.416648065;A
3143;2009;273180;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273181;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273182;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273134;40123;Valor Añadido Bruto a precios básicos. IVE;63.12449378;A
3143;2009;273183;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273184;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273135;40123;Valor Añadido Bruto a precios básicos. IVE;170.225179904;A
3143;2009;273185;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273136;40123;Valor Añadido Bruto a precios básicos. IVE;149.35707464;A
3143;2009;273186;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273189;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273188;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273187;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273137;40123;Valor Añadido Bruto a precios básicos. IVE;82.462161886;A
3143;2009;273190;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273191;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273138;40123;Valor Añadido Bruto a precios básicos. IVE;118.001003555;A
3143;2009;273192;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273139;40123;Valor Añadido Bruto a precios básicos. IVE;111.576685407;A
3143;2009;273193;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273140;40123;Valor Añadido Bruto a precios básicos. IVE;127.82798277;A
3143;2009;273194;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273141;40123;Valor Añadido Bruto a precios básicos. IVE;76.759359666;A
3143;2009;273195;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273196;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273197;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273142;40123;Valor Añadido Bruto a precios básicos. IVE;130.414457178;A
3143;2009;273198;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273199;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273200;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273143;40123;Valor Añadido Bruto a precios básicos. IVE;96.759515344;A
3143;2009;273201;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273202;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273144;40123;Valor Añadido Bruto a precios básicos. IVE;102.799785353;A
3143;2009;273203;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273204;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273249;40123;Valor Añadido Bruto a precios básicos. IVE;169.741464298;A
3143;2009;273145;40123;Valor Añadido Bruto a precios básicos. IVE;169.741464298;A
3143;2009;273205;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273251;40123;Valor Añadido Bruto a precios básicos. IVE;97.570050504;A
3143;2009;273250;40123;Valor Añadido Bruto a precios básicos. IVE;96.760597779;A
3143;2009;273146;40123;Valor Añadido Bruto a precios básicos. IVE;94.006165708;A
3143;2009;273206;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273207;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273208;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273147;40123;Valor Añadido Bruto a precios básicos. IVE;91.774267205;A
3143;2009;273209;40123;Valor Añadido Bruto a precios básicos. IVE;;A
3143;2009;273210;40123;Valor Añadido Bruto a precios básicos. IVE;;A
