OBS_STATUS;TERRITORIO;CAT_HOTELES;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES61;264447;2020;EMPLEO_MEDIO;11152.111271801;A
A;ES61;264447;2019;EMPLEO_MEDIO;25772.47264236;A
A;ES61;264447;2018;EMPLEO_MEDIO;25012.700409374;A
A;ES61;264447;2017;EMPLEO_MEDIO;24449.74161193;A
A;ES61;264447;2016;EMPLEO_MEDIO;23370.749463;A
A;ES61;264447;2015;EMPLEO_MEDIO;21524.091968293;A
A;ES61;264447;2014;EMPLEO_MEDIO;19987.79909127;A
A;ES61;264447;2013;EMPLEO_MEDIO;19090.87749997;A
A;ES61;264447;2012;EMPLEO_MEDIO;19100.76250006;A
A;ES61;264447;2011;EMPLEO_MEDIO;20012.509166697;A
A;ES61;264447;2010;EMPLEO_MEDIO;20001.100833303;A
A;ES61;264447;2009;EMPLEO_MEDIO;20286.869166677;A
A;ES61;264447;2008;EMPLEO_MEDIO;22422.503333397;A
A;ES61;264446;2020;EMPLEO_MEDIO;2780.056108891;A
A;ES61;264446;2019;EMPLEO_MEDIO;5924.345328156;A
A;ES61;264446;2018;EMPLEO_MEDIO;5494.83948693;A
A;ES61;264446;2017;EMPLEO_MEDIO;5231.76333179;A
A;ES61;264446;2016;EMPLEO_MEDIO;5083.44321672;A
A;ES61;264446;2015;EMPLEO_MEDIO;4979.60824082;A
A;ES61;264446;2014;EMPLEO_MEDIO;5221.78225134;A
A;ES61;264446;2013;EMPLEO_MEDIO;5270.54249996;A
A;ES61;264446;2012;EMPLEO_MEDIO;5690.39500005;A
A;ES61;264446;2011;EMPLEO_MEDIO;6136.12166663;A
A;ES61;264446;2010;EMPLEO_MEDIO;6138.55666664;A
A;ES61;264446;2009;EMPLEO_MEDIO;6729.9633333;A
A;ES61;264446;2008;EMPLEO_MEDIO;7355.07500001;A
A;ES61;62148;2020;EMPLEO_MEDIO;897.416104977;A
A;ES61;62148;2019;EMPLEO_MEDIO;1663.088575331;A
A;ES61;62148;2018;EMPLEO_MEDIO;1700.93990108;A
A;ES61;62148;2017;EMPLEO_MEDIO;1596.460727509;A
A;ES61;62148;2016;EMPLEO_MEDIO;1555.365434613;A
A;ES61;62148;2015;EMPLEO_MEDIO;1524.379010768;A
A;ES61;62148;2014;EMPLEO_MEDIO;1549.983693897;A
A;ES61;62148;2013;EMPLEO_MEDIO;1685.822500017;A
A;ES61;62148;2012;EMPLEO_MEDIO;1817.359999993;A
A;ES61;62148;2011;EMPLEO_MEDIO;2016.93833333;A
A;ES61;62148;2010;EMPLEO_MEDIO;1917.65666667;A
A;ES61;62148;2009;EMPLEO_MEDIO;1835.49916667;A
A;ES61;62148;2008;EMPLEO_MEDIO;2097.37916666;A
A;ES61;62145;2020;EMPLEO_MEDIO;385.667820897;A
A;ES61;62145;2019;EMPLEO_MEDIO;587.106644538;A
A;ES61;62145;2018;EMPLEO_MEDIO;580.524964975;A
A;ES61;62145;2017;EMPLEO_MEDIO;575.938533473;A
A;ES61;62145;2016;EMPLEO_MEDIO;590.226633758;A
A;ES61;62145;2015;EMPLEO_MEDIO;569.667703468;A
A;ES61;62145;2014;EMPLEO_MEDIO;551.565294523;A
A;ES61;62145;2013;EMPLEO_MEDIO;525.912500003;A
A;ES61;62145;2012;EMPLEO_MEDIO;577.871666664;A
A;ES61;62145;2011;EMPLEO_MEDIO;650.037499999;A
A;ES61;62145;2010;EMPLEO_MEDIO;675.269999993;A
A;ES61;62145;2009;EMPLEO_MEDIO;710.849166667;A
A;ES61;62145;2008;EMPLEO_MEDIO;777.799999994;A
A;ES61;264450;2020;EMPLEO_MEDIO;600.571752357;A
A;ES61;264450;2019;EMPLEO_MEDIO;961.529213334;A
A;ES61;264450;2018;EMPLEO_MEDIO;918.809058521;A
A;ES61;264450;2017;EMPLEO_MEDIO;896.370678454;A
A;ES61;264450;2016;EMPLEO_MEDIO;866.32138772;A
A;ES61;264450;2015;EMPLEO_MEDIO;868.601682892;A
A;ES61;264450;2014;EMPLEO_MEDIO;905.556833092;A
A;ES61;264450;2013;EMPLEO_MEDIO;904.124166674;A
A;ES61;264450;2012;EMPLEO_MEDIO;946.557500007;A
A;ES61;264450;2011;EMPLEO_MEDIO;996.547499997;A
A;ES61;264450;2010;EMPLEO_MEDIO;1042.125000004;A
A;ES61;264450;2009;EMPLEO_MEDIO;1064.555833341;A
A;ES61;264450;2008;EMPLEO_MEDIO;1176.696666656;A
A;ES61;264449;2020;EMPLEO_MEDIO;816.976719149;A
A;ES61;264449;2019;EMPLEO_MEDIO;1352.556807183;A
A;ES61;264449;2018;EMPLEO_MEDIO;1358.591632478;A
A;ES61;264449;2017;EMPLEO_MEDIO;1364.730153628;A
A;ES61;264449;2016;EMPLEO_MEDIO;1324.172411064;A
A;ES61;264449;2015;EMPLEO_MEDIO;1346.903253956;A
A;ES61;264449;2014;EMPLEO_MEDIO;1270.594261643;A
A;ES61;264449;2013;EMPLEO_MEDIO;1247.403333337;A
A;ES61;264449;2012;EMPLEO_MEDIO;1251.035833337;A
A;ES61;264449;2011;EMPLEO_MEDIO;1282.744166663;A
A;ES61;264449;2010;EMPLEO_MEDIO;1331.9925;A
A;ES61;264449;2009;EMPLEO_MEDIO;1428.11166667;A
A;ES61;264449;2008;EMPLEO_MEDIO;1475.74833333;A
A;ES61;62149;2020;EMPLEO_MEDIO;16632.799778072;A
A;ES61;62149;2019;EMPLEO_MEDIO;36261.099210902;A
A;ES61;62149;2018;EMPLEO_MEDIO;35066.405453358;A
A;ES61;62149;2017;EMPLEO_MEDIO;34115.005036784;A
A;ES61;62149;2016;EMPLEO_MEDIO;32790.278546875;A
A;ES61;62149;2015;EMPLEO_MEDIO;30813.251860197;A
A;ES61;62149;2014;EMPLEO_MEDIO;29487.281425765;A
A;ES61;62149;2013;EMPLEO_MEDIO;28724.682499961;A
A;ES61;62149;2012;EMPLEO_MEDIO;29383.982500111;A
A;ES61;62149;2011;EMPLEO_MEDIO;31094.898333316;A
A;ES61;62149;2010;EMPLEO_MEDIO;31106.70166661;A
A;ES61;62149;2009;EMPLEO_MEDIO;32055.848333325;A
A;ES61;62149;2008;EMPLEO_MEDIO;35305.202500047;A
A;ES611;264447;2020;EMPLEO_MEDIO;987.724822102;A
A;ES611;264447;2019;EMPLEO_MEDIO;2610.227298006;A
A;ES611;264447;2018;EMPLEO_MEDIO;2572.73720163;A
A;ES611;264447;2017;EMPLEO_MEDIO;2659.55613217;A
A;ES611;264447;2016;EMPLEO_MEDIO;2554.19191807;A
A;ES611;264447;2015;EMPLEO_MEDIO;2204.1862002;A
A;ES611;264447;2014;EMPLEO_MEDIO;2033.23252533;A
A;ES611;264447;2013;EMPLEO_MEDIO;1760.4516667;A
A;ES611;264447;2012;EMPLEO_MEDIO;1688.32416663;A
A;ES611;264447;2011;EMPLEO_MEDIO;1710.46250003;A
A;ES611;264447;2010;EMPLEO_MEDIO;1752.39916667;A
A;ES611;264447;2009;EMPLEO_MEDIO;1679.3133333;A
A;ES611;264447;2008;EMPLEO_MEDIO;1903.6308333;A
A;ES611;264446;2020;EMPLEO_MEDIO;124.499074841;A
A;ES611;264446;2019;EMPLEO_MEDIO;231.648453407;A
A;ES611;264446;2018;EMPLEO_MEDIO;233.08809924;A
A;ES611;264446;2017;EMPLEO_MEDIO;211.54478579;A
A;ES611;264446;2016;EMPLEO_MEDIO;230.51176846;A
A;ES611;264446;2015;EMPLEO_MEDIO;257.01908911;A
A;ES611;264446;2014;EMPLEO_MEDIO;269.44248481;A
A;ES611;264446;2013;EMPLEO_MEDIO;426.39416667;A
A;ES611;264446;2012;EMPLEO_MEDIO;390.39416667;A
A;ES611;264446;2011;EMPLEO_MEDIO;433.59583333;A
A;ES611;264446;2010;EMPLEO_MEDIO;450.6275;A
A;ES611;264446;2009;EMPLEO_MEDIO;472.405;A
A;ES611;264446;2008;EMPLEO_MEDIO;575.03666667;A
A;ES611;62148;2020;EMPLEO_MEDIO;66.985686278;A
A;ES611;62148;2019;EMPLEO_MEDIO;95.209716667;A
A;ES611;62148;2018;EMPLEO_MEDIO;97.105425;A
A;ES611;62148;2017;EMPLEO_MEDIO;101.61793167;A
A;ES611;62148;2016;EMPLEO_MEDIO;102.92789833;A
A;ES611;62148;2015;EMPLEO_MEDIO;90.583873774;A
A;ES611;62148;2014;EMPLEO_MEDIO;99.257135;A
A;ES611;62148;2013;EMPLEO_MEDIO;107.48;A
A;ES611;62148;2012;EMPLEO_MEDIO;117.23583333;A
A;ES611;62148;2011;EMPLEO_MEDIO;128.7225;A
A;ES611;62148;2010;EMPLEO_MEDIO;115.4875;A
A;ES611;62148;2009;EMPLEO_MEDIO;108.25083333;A
A;ES611;62148;2008;EMPLEO_MEDIO;114.67333333;A
A;ES611;62145;2020;EMPLEO_MEDIO;25.416834848;A
A;ES611;62145;2019;EMPLEO_MEDIO;32.09347;A
A;ES611;62145;2018;EMPLEO_MEDIO;30.959566418;A
A;ES611;62145;2017;EMPLEO_MEDIO;24.517448333;A
A;ES611;62145;2016;EMPLEO_MEDIO;26.70268;A
A;ES611;62145;2015;EMPLEO_MEDIO;26.706313333;A
A;ES611;62145;2014;EMPLEO_MEDIO;16.152598333;A
A;ES611;62145;2013;EMPLEO_MEDIO;16.099166667;A
A;ES611;62145;2012;EMPLEO_MEDIO;18.31;A
A;ES611;62145;2011;EMPLEO_MEDIO;19.385833333;A
A;ES611;62145;2010;EMPLEO_MEDIO;43.876666667;A
A;ES611;62145;2009;EMPLEO_MEDIO;54.113333333;A
A;ES611;62145;2008;EMPLEO_MEDIO;53.51;A
A;ES611;264450;2020;EMPLEO_MEDIO;47.104952288;A
A;ES611;264450;2019;EMPLEO_MEDIO;68.456368333;A
A;ES611;264450;2018;EMPLEO_MEDIO;70.410305;A
A;ES611;264450;2017;EMPLEO_MEDIO;65.131159556;A
A;ES611;264450;2016;EMPLEO_MEDIO;61.669791667;A
A;ES611;264450;2015;EMPLEO_MEDIO;62.838443333;A
A;ES611;264450;2014;EMPLEO_MEDIO;63.670335;A
A;ES611;264450;2013;EMPLEO_MEDIO;66.984166667;A
A;ES611;264450;2012;EMPLEO_MEDIO;68.776666667;A
A;ES611;264450;2011;EMPLEO_MEDIO;75.1625;A
A;ES611;264450;2010;EMPLEO_MEDIO;82.136666667;A
A;ES611;264450;2009;EMPLEO_MEDIO;93.221666667;A
A;ES611;264450;2008;EMPLEO_MEDIO;98.295833333;A
A;ES611;264449;2020;EMPLEO_MEDIO;86.948088546;A
A;ES611;264449;2019;EMPLEO_MEDIO;101.034427542;A
A;ES611;264449;2018;EMPLEO_MEDIO;108.68028797;A
A;ES611;264449;2017;EMPLEO_MEDIO;142.66460485;A
A;ES611;264449;2016;EMPLEO_MEDIO;103.14148137;A
A;ES611;264449;2015;EMPLEO_MEDIO;117.12306218;A
A;ES611;264449;2014;EMPLEO_MEDIO;96.126349532;A
A;ES611;264449;2013;EMPLEO_MEDIO;68.5325;A
A;ES611;264449;2012;EMPLEO_MEDIO;83.019166667;A
A;ES611;264449;2011;EMPLEO_MEDIO;74.065;A
A;ES611;264449;2010;EMPLEO_MEDIO;95.038333333;A
A;ES611;264449;2009;EMPLEO_MEDIO;122.21166667;A
A;ES611;264449;2008;EMPLEO_MEDIO;198.27333333;A
A;ES611;62149;2020;EMPLEO_MEDIO;1338.679458903;A
A;ES611;62149;2019;EMPLEO_MEDIO;3138.669733955;A
A;ES611;62149;2018;EMPLEO_MEDIO;3112.980885258;A
A;ES611;62149;2017;EMPLEO_MEDIO;3205.032062369;A
A;ES611;62149;2016;EMPLEO_MEDIO;3079.145537897;A
A;ES611;62149;2015;EMPLEO_MEDIO;2758.45698193;A
A;ES611;62149;2014;EMPLEO_MEDIO;2577.881428005;A
A;ES611;62149;2013;EMPLEO_MEDIO;2445.941666704;A
A;ES611;62149;2012;EMPLEO_MEDIO;2366.059999964;A
A;ES611;62149;2011;EMPLEO_MEDIO;2441.394166693;A
A;ES611;62149;2010;EMPLEO_MEDIO;2539.565833337;A
A;ES611;62149;2009;EMPLEO_MEDIO;2529.5158333;A
A;ES611;62149;2008;EMPLEO_MEDIO;2943.419999963;A
A;ES612;264447;2020;EMPLEO_MEDIO;1896.628160538;A
A;ES612;264447;2019;EMPLEO_MEDIO;3931.044086611;A
A;ES612;264447;2018;EMPLEO_MEDIO;3919.50473238;A
A;ES612;264447;2017;EMPLEO_MEDIO;3818.97054419;A
A;ES612;264447;2016;EMPLEO_MEDIO;3668.46437894;A
A;ES612;264447;2015;EMPLEO_MEDIO;3365.95064257;A
A;ES612;264447;2014;EMPLEO_MEDIO;3202.27783352;A
A;ES612;264447;2013;EMPLEO_MEDIO;3230.35583337;A
A;ES612;264447;2012;EMPLEO_MEDIO;3184.35750003;A
A;ES612;264447;2011;EMPLEO_MEDIO;3481.8666667;A
A;ES612;264447;2010;EMPLEO_MEDIO;3546.42166667;A
A;ES612;264447;2009;EMPLEO_MEDIO;3880.91333337;A
A;ES612;264447;2008;EMPLEO_MEDIO;4297.9716667;A
A;ES612;264446;2020;EMPLEO_MEDIO;500.666727814;A
A;ES612;264446;2019;EMPLEO_MEDIO;842.140014767;A
A;ES612;264446;2018;EMPLEO_MEDIO;816.97537637;A
A;ES612;264446;2017;EMPLEO_MEDIO;794.30225354;A
A;ES612;264446;2016;EMPLEO_MEDIO;754.78561339;A
A;ES612;264446;2015;EMPLEO_MEDIO;723.89015945;A
A;ES612;264446;2014;EMPLEO_MEDIO;706.49149663;A
A;ES612;264446;2013;EMPLEO_MEDIO;740.6625;A
A;ES612;264446;2012;EMPLEO_MEDIO;816.62666667;A
A;ES612;264446;2011;EMPLEO_MEDIO;850.70083333;A
A;ES612;264446;2010;EMPLEO_MEDIO;859.5225;A
A;ES612;264446;2009;EMPLEO_MEDIO;833.78166667;A
A;ES612;264446;2008;EMPLEO_MEDIO;830.02416667;A
A;ES612;62148;2020;EMPLEO_MEDIO;145.746835961;A
A;ES612;62148;2019;EMPLEO_MEDIO;257.700868264;A
A;ES612;62148;2018;EMPLEO_MEDIO;258.84160864;A
A;ES612;62148;2017;EMPLEO_MEDIO;232.85773977;A
A;ES612;62148;2016;EMPLEO_MEDIO;236.92390484;A
A;ES612;62148;2015;EMPLEO_MEDIO;212.59756762;A
A;ES612;62148;2014;EMPLEO_MEDIO;190.38996275;A
A;ES612;62148;2013;EMPLEO_MEDIO;205.51166667;A
A;ES612;62148;2012;EMPLEO_MEDIO;234.45583333;A
A;ES612;62148;2011;EMPLEO_MEDIO;346.48416667;A
A;ES612;62148;2010;EMPLEO_MEDIO;351.00583333;A
A;ES612;62148;2009;EMPLEO_MEDIO;330.915;A
A;ES612;62148;2008;EMPLEO_MEDIO;362.20916667;A
A;ES612;62145;2020;EMPLEO_MEDIO;102.011103633;A
A;ES612;62145;2019;EMPLEO_MEDIO;126.800564813;A
A;ES612;62145;2018;EMPLEO_MEDIO;123.47720068;A
A;ES612;62145;2017;EMPLEO_MEDIO;127.02554468;A
A;ES612;62145;2016;EMPLEO_MEDIO;136.80094128;A
A;ES612;62145;2015;EMPLEO_MEDIO;135.34586073;A
A;ES612;62145;2014;EMPLEO_MEDIO;106.3705007;A
A;ES612;62145;2013;EMPLEO_MEDIO;118.30166667;A
A;ES612;62145;2012;EMPLEO_MEDIO;118.41083333;A
A;ES612;62145;2011;EMPLEO_MEDIO;127.73916667;A
A;ES612;62145;2010;EMPLEO_MEDIO;144.31083333;A
A;ES612;62145;2009;EMPLEO_MEDIO;132.8125;A
A;ES612;62145;2008;EMPLEO_MEDIO;162.78583333;A
A;ES612;264450;2020;EMPLEO_MEDIO;142.430328179;A
A;ES612;264450;2019;EMPLEO_MEDIO;209.469092781;A
A;ES612;264450;2018;EMPLEO_MEDIO;184.08824492;A
A;ES612;264450;2017;EMPLEO_MEDIO;166.60744018;A
A;ES612;264450;2016;EMPLEO_MEDIO;141.24029774;A
A;ES612;264450;2015;EMPLEO_MEDIO;145.01166841;A
A;ES612;264450;2014;EMPLEO_MEDIO;149.90861871;A
A;ES612;264450;2013;EMPLEO_MEDIO;154.75166667;A
A;ES612;264450;2012;EMPLEO_MEDIO;177.49416667;A
A;ES612;264450;2011;EMPLEO_MEDIO;172.79333333;A
A;ES612;264450;2010;EMPLEO_MEDIO;172.18166667;A
A;ES612;264450;2009;EMPLEO_MEDIO;194.33916667;A
A;ES612;264450;2008;EMPLEO_MEDIO;237.30333333;A
A;ES612;264449;2020;EMPLEO_MEDIO;265.023641887;A
A;ES612;264449;2019;EMPLEO_MEDIO;395.142219194;A
A;ES612;264449;2018;EMPLEO_MEDIO;359.47709956;A
A;ES612;264449;2017;EMPLEO_MEDIO;333.64096415;A
A;ES612;264449;2016;EMPLEO_MEDIO;280.42248918;A
A;ES612;264449;2015;EMPLEO_MEDIO;260.21419012;A
A;ES612;264449;2014;EMPLEO_MEDIO;250.0867465;A
A;ES612;264449;2013;EMPLEO_MEDIO;272.4825;A
A;ES612;264449;2012;EMPLEO_MEDIO;269.89333333;A
A;ES612;264449;2011;EMPLEO_MEDIO;234.39916667;A
A;ES612;264449;2010;EMPLEO_MEDIO;278.41583333;A
A;ES612;264449;2009;EMPLEO_MEDIO;260.155;A
A;ES612;264449;2008;EMPLEO_MEDIO;299.77833333;A
A;ES612;62149;2020;EMPLEO_MEDIO;3052.506798012;A
A;ES612;62149;2019;EMPLEO_MEDIO;5762.29684643;A
A;ES612;62149;2018;EMPLEO_MEDIO;5662.36426255;A
A;ES612;62149;2017;EMPLEO_MEDIO;5473.40448651;A
A;ES612;62149;2016;EMPLEO_MEDIO;5218.63762537;A
A;ES612;62149;2015;EMPLEO_MEDIO;4843.0100889;A
A;ES612;62149;2014;EMPLEO_MEDIO;4605.52515881;A
A;ES612;62149;2013;EMPLEO_MEDIO;4722.06583338;A
A;ES612;62149;2012;EMPLEO_MEDIO;4801.23833336;A
A;ES612;62149;2011;EMPLEO_MEDIO;5213.98333337;A
A;ES612;62149;2010;EMPLEO_MEDIO;5351.85833333;A
A;ES612;62149;2009;EMPLEO_MEDIO;5632.91666671;A
A;ES612;62149;2008;EMPLEO_MEDIO;6190.07250003;A
A;ES613;264447;2020;EMPLEO_MEDIO;338.552381475;A
A;ES613;264447;2019;EMPLEO_MEDIO;618.569368297;A
A;ES613;264447;2018;EMPLEO_MEDIO;560.939804096;A
A;ES613;264447;2017;EMPLEO_MEDIO;557.294827433;A
A;ES613;264447;2016;EMPLEO_MEDIO;564.575731223;A
A;ES613;264447;2015;EMPLEO_MEDIO;554.88696709;A
A;ES613;264447;2014;EMPLEO_MEDIO;550.39495558;A
A;ES613;264447;2013;EMPLEO_MEDIO;531.62083333;A
A;ES613;264447;2012;EMPLEO_MEDIO;581.46333333;A
A;ES613;264447;2011;EMPLEO_MEDIO;548.111666667;A
A;ES613;264447;2010;EMPLEO_MEDIO;492.26583333;A
A;ES613;264447;2009;EMPLEO_MEDIO;421.34166667;A
A;ES613;264447;2008;EMPLEO_MEDIO;447.615;A
A;ES613;264446;2020;EMPLEO_MEDIO;158.722281297;A
A;ES613;264446;2019;EMPLEO_MEDIO;339.197084237;A
A;ES613;264446;2018;EMPLEO_MEDIO;325.32271086;A
A;ES613;264446;2017;EMPLEO_MEDIO;321.56928698;A
A;ES613;264446;2016;EMPLEO_MEDIO;308.13560749;A
A;ES613;264446;2015;EMPLEO_MEDIO;274.47378303;A
A;ES613;264446;2014;EMPLEO_MEDIO;255.53673864;A
A;ES613;264446;2013;EMPLEO_MEDIO;240.9025;A
A;ES613;264446;2012;EMPLEO_MEDIO;265.97166667;A
A;ES613;264446;2011;EMPLEO_MEDIO;263.6475;A
A;ES613;264446;2010;EMPLEO_MEDIO;268.44916667;A
A;ES613;264446;2009;EMPLEO_MEDIO;272.8175;A
A;ES613;264446;2008;EMPLEO_MEDIO;279.54916667;A
A;ES613;62148;2020;EMPLEO_MEDIO;71.30156207;A
A;ES613;62148;2019;EMPLEO_MEDIO;153.175561385;A
A;ES613;62148;2018;EMPLEO_MEDIO;152.14634189;A
A;ES613;62148;2017;EMPLEO_MEDIO;149.97897333;A
A;ES613;62148;2016;EMPLEO_MEDIO;146.56046;A
A;ES613;62148;2015;EMPLEO_MEDIO;151.92307713;A
A;ES613;62148;2014;EMPLEO_MEDIO;153.17929574;A
A;ES613;62148;2013;EMPLEO_MEDIO;150.04666667;A
A;ES613;62148;2012;EMPLEO_MEDIO;157.595;A
A;ES613;62148;2011;EMPLEO_MEDIO;169.62333333;A
A;ES613;62148;2010;EMPLEO_MEDIO;137.89166667;A
A;ES613;62148;2009;EMPLEO_MEDIO;148.04;A
A;ES613;62148;2008;EMPLEO_MEDIO;176.33083333;A
A;ES613;62145;2020;EMPLEO_MEDIO;43.535300492;A
A;ES613;62145;2019;EMPLEO_MEDIO;78.058041667;A
A;ES613;62145;2018;EMPLEO_MEDIO;75.522626667;A
A;ES613;62145;2017;EMPLEO_MEDIO;74.074763333;A
A;ES613;62145;2016;EMPLEO_MEDIO;78.017995;A
A;ES613;62145;2015;EMPLEO_MEDIO;80.367611667;A
A;ES613;62145;2014;EMPLEO_MEDIO;84.052265474;A
A;ES613;62145;2013;EMPLEO_MEDIO;86.2925;A
A;ES613;62145;2012;EMPLEO_MEDIO;95.706666667;A
A;ES613;62145;2011;EMPLEO_MEDIO;104.43083333;A
A;ES613;62145;2010;EMPLEO_MEDIO;95.7225;A
A;ES613;62145;2009;EMPLEO_MEDIO;105.8075;A
A;ES613;62145;2008;EMPLEO_MEDIO;101.67333333;A
A;ES613;264450;2020;EMPLEO_MEDIO;49.758195184;A
A;ES613;264450;2019;EMPLEO_MEDIO;74.01229;A
A;ES613;264450;2018;EMPLEO_MEDIO;77.683968333;A
A;ES613;264450;2017;EMPLEO_MEDIO;96.964041667;A
A;ES613;264450;2016;EMPLEO_MEDIO;101.23949333;A
A;ES613;264450;2015;EMPLEO_MEDIO;101.51452624;A
A;ES613;264450;2014;EMPLEO_MEDIO;96.481268333;A
A;ES613;264450;2013;EMPLEO_MEDIO;96.449166667;A
A;ES613;264450;2012;EMPLEO_MEDIO;104.46583333;A
A;ES613;264450;2011;EMPLEO_MEDIO;109.77166667;A
A;ES613;264450;2010;EMPLEO_MEDIO;113.66583333;A
A;ES613;264450;2009;EMPLEO_MEDIO;119.28666667;A
A;ES613;264450;2008;EMPLEO_MEDIO;133.47833333;A
A;ES613;264449;2020;EMPLEO_MEDIO;62.633517913;A
A;ES613;264449;2019;EMPLEO_MEDIO;91.09991117;A
A;ES613;264449;2018;EMPLEO_MEDIO;91.394260381;A
A;ES613;264449;2017;EMPLEO_MEDIO;106.60685177;A
A;ES613;264449;2016;EMPLEO_MEDIO;103.04722903;A
A;ES613;264449;2015;EMPLEO_MEDIO;108.91917354;A
A;ES613;264449;2014;EMPLEO_MEDIO;101.68906622;A
A;ES613;264449;2013;EMPLEO_MEDIO;95.064166667;A
A;ES613;264449;2012;EMPLEO_MEDIO;92.603333333;A
A;ES613;264449;2011;EMPLEO_MEDIO;118.035;A
A;ES613;264449;2010;EMPLEO_MEDIO;116.18333333;A
A;ES613;264449;2009;EMPLEO_MEDIO;116.56333333;A
A;ES613;264449;2008;EMPLEO_MEDIO;112.27833333;A
A;ES613;62149;2020;EMPLEO_MEDIO;724.503238431;A
A;ES613;62149;2019;EMPLEO_MEDIO;1354.112256756;A
A;ES613;62149;2018;EMPLEO_MEDIO;1283.009712227;A
A;ES613;62149;2017;EMPLEO_MEDIO;1306.488744513;A
A;ES613;62149;2016;EMPLEO_MEDIO;1301.576516073;A
A;ES613;62149;2015;EMPLEO_MEDIO;1272.085138697;A
A;ES613;62149;2014;EMPLEO_MEDIO;1241.333589987;A
A;ES613;62149;2013;EMPLEO_MEDIO;1200.375833334;A
A;ES613;62149;2012;EMPLEO_MEDIO;1297.80583333;A
A;ES613;62149;2011;EMPLEO_MEDIO;1313.619999997;A
A;ES613;62149;2010;EMPLEO_MEDIO;1224.17833333;A
A;ES613;62149;2009;EMPLEO_MEDIO;1183.85666667;A
A;ES613;62149;2008;EMPLEO_MEDIO;1250.92499999;A
A;ES614;264447;2020;EMPLEO_MEDIO;918.822665197;A
A;ES614;264447;2019;EMPLEO_MEDIO;2101.703324865;A
A;ES614;264447;2018;EMPLEO_MEDIO;2062.40132551;A
A;ES614;264447;2017;EMPLEO_MEDIO;1944.74738403;A
A;ES614;264447;2016;EMPLEO_MEDIO;1785.95716151;A
A;ES614;264447;2015;EMPLEO_MEDIO;1746.36931122;A
A;ES614;264447;2014;EMPLEO_MEDIO;1644.7570175;A
A;ES614;264447;2013;EMPLEO_MEDIO;1602.26583337;A
A;ES614;264447;2012;EMPLEO_MEDIO;1568.86166667;A
A;ES614;264447;2011;EMPLEO_MEDIO;1702.9825;A
A;ES614;264447;2010;EMPLEO_MEDIO;1767.25166663;A
A;ES614;264447;2009;EMPLEO_MEDIO;1772.41749997;A
A;ES614;264447;2008;EMPLEO_MEDIO;1846.71833337;A
A;ES614;264446;2020;EMPLEO_MEDIO;366.861783832;A
A;ES614;264446;2019;EMPLEO_MEDIO;824.250467151;A
A;ES614;264446;2018;EMPLEO_MEDIO;876.26022114;A
A;ES614;264446;2017;EMPLEO_MEDIO;774.31946751;A
A;ES614;264446;2016;EMPLEO_MEDIO;814.94193663;A
A;ES614;264446;2015;EMPLEO_MEDIO;818.4008657;A
A;ES614;264446;2014;EMPLEO_MEDIO;726.62541073;A
A;ES614;264446;2013;EMPLEO_MEDIO;677.50833333;A
A;ES614;264446;2012;EMPLEO_MEDIO;760.86;A
A;ES614;264446;2011;EMPLEO_MEDIO;849.78666667;A
A;ES614;264446;2010;EMPLEO_MEDIO;900.63416667;A
A;ES614;264446;2009;EMPLEO_MEDIO;1017.8033333;A
A;ES614;264446;2008;EMPLEO_MEDIO;910.83916667;A
A;ES614;62148;2020;EMPLEO_MEDIO;144.309070276;A
A;ES614;62148;2019;EMPLEO_MEDIO;274.790096051;A
A;ES614;62148;2018;EMPLEO_MEDIO;306.37229855;A
A;ES614;62148;2017;EMPLEO_MEDIO;296.34041502;A
A;ES614;62148;2016;EMPLEO_MEDIO;301.01942797;A
A;ES614;62148;2015;EMPLEO_MEDIO;315.05153188;A
A;ES614;62148;2014;EMPLEO_MEDIO;300.15599211;A
A;ES614;62148;2013;EMPLEO_MEDIO;282.13916667;A
A;ES614;62148;2012;EMPLEO_MEDIO;295.25916667;A
A;ES614;62148;2011;EMPLEO_MEDIO;336.32833333;A
A;ES614;62148;2010;EMPLEO_MEDIO;357.3225;A
A;ES614;62148;2009;EMPLEO_MEDIO;377.42416667;A
A;ES614;62148;2008;EMPLEO_MEDIO;358.40583333;A
A;ES614;62145;2020;EMPLEO_MEDIO;46.771925555;A
A;ES614;62145;2019;EMPLEO_MEDIO;76.03662954;A
A;ES614;62145;2018;EMPLEO_MEDIO;82.489229385;A
A;ES614;62145;2017;EMPLEO_MEDIO;94.26821925;A
A;ES614;62145;2016;EMPLEO_MEDIO;100.65351568;A
A;ES614;62145;2015;EMPLEO_MEDIO;91.155267695;A
A;ES614;62145;2014;EMPLEO_MEDIO;108.88206236;A
A;ES614;62145;2013;EMPLEO_MEDIO;85.750833333;A
A;ES614;62145;2012;EMPLEO_MEDIO;97.226666667;A
A;ES614;62145;2011;EMPLEO_MEDIO;130.60583333;A
A;ES614;62145;2010;EMPLEO_MEDIO;113.77583333;A
A;ES614;62145;2009;EMPLEO_MEDIO;117.67166667;A
A;ES614;62145;2008;EMPLEO_MEDIO;136.11;A
A;ES614;264450;2020;EMPLEO_MEDIO;69.777805216;A
A;ES614;264450;2019;EMPLEO_MEDIO;118.001173932;A
A;ES614;264450;2018;EMPLEO_MEDIO;140.30456286;A
