OBS_STATUS;TERRITORIO;CAT_HOTELES;TEMPORAL;RESITUR;INDICATOR;OBS_VALUE;FREQ
A;ES618;264447;2014;55698;VIAJEROS;1688031.147844096;A
A;ES618;264447;2014;55565;VIAJEROS;793387.897023239;A
A;ES618;264447;2014;55697;VIAJEROS;894643.250820857;A
A;ES618;264447;2013;55698;VIAJEROS;1459309.568582;A
A;ES618;264447;2013;55565;VIAJEROS;690287.698582;A
A;ES618;264447;2013;55697;VIAJEROS;769021.87;A
A;ES618;264447;2012;55698;VIAJEROS;1465639.6;A
A;ES618;264447;2012;55565;VIAJEROS;720369.1;A
A;ES618;264447;2012;55697;VIAJEROS;745270.5;A
A;ES618;264447;2011;55698;VIAJEROS;1461563.65;A
A;ES618;264447;2011;55565;VIAJEROS;733667.31;A
A;ES618;264447;2011;55697;VIAJEROS;727896.34;A
A;ES618;264447;2010;55698;VIAJEROS;1392024.43;A
A;ES618;264447;2010;55565;VIAJEROS;737548.33;A
A;ES618;264447;2010;55697;VIAJEROS;654476.1;A
A;ES618;264447;2009;55698;VIAJEROS;1275778.27;A
A;ES618;264447;2009;55565;VIAJEROS;738152.95;A
A;ES618;264447;2009;55697;VIAJEROS;537625.32;A
A;ES618;264447;2008;55698;VIAJEROS;1259114.23;A
A;ES618;264447;2008;55565;VIAJEROS;715271.29;A
A;ES618;264447;2008;55697;VIAJEROS;543842.94;A
A;ES618;264446;2020;55698;VIAJEROS;180184.545502084;A
A;ES618;264446;2020;55565;VIAJEROS;119994.905287178;A
A;ES618;264446;2020;55697;VIAJEROS;60189.640214906;A
A;ES618;264446;2019;55698;VIAJEROS;625898.370019483;A
A;ES618;264446;2019;55565;VIAJEROS;270372.547213113;A
A;ES618;264446;2019;55697;VIAJEROS;355525.82280637;A
A;ES618;264446;2018;55698;VIAJEROS;590256.057453187;A
A;ES618;264446;2018;55565;VIAJEROS;269079.68918996;A
A;ES618;264446;2018;55697;VIAJEROS;321176.368263227;A
A;ES618;264446;2017;55698;VIAJEROS;571476.397799965;A
A;ES618;264446;2017;55565;VIAJEROS;260306.50104484;A
A;ES618;264446;2017;55697;VIAJEROS;311169.896755125;A
A;ES618;264446;2016;55698;VIAJEROS;541993.79526189;A
A;ES618;264446;2016;55565;VIAJEROS;265773.89015403;A
A;ES618;264446;2016;55697;VIAJEROS;276219.90510786;A
A;ES618;264446;2015;55698;VIAJEROS;487724.814186083;A
A;ES618;264446;2015;55565;VIAJEROS;255382.06241074;A
A;ES618;264446;2015;55697;VIAJEROS;232342.751775343;A
A;ES618;264446;2014;55698;VIAJEROS;468107.514528066;A
A;ES618;264446;2014;55565;VIAJEROS;251146.9479866;A
A;ES618;264446;2014;55697;VIAJEROS;216960.566541466;A
A;ES618;264446;2013;55698;VIAJEROS;462006.7;A
A;ES618;264446;2013;55565;VIAJEROS;237897.44;A
A;ES618;264446;2013;55697;VIAJEROS;224109.26;A
A;ES618;264446;2012;55698;VIAJEROS;504434.61;A
A;ES618;264446;2012;55565;VIAJEROS;251583.16;A
A;ES618;264446;2012;55697;VIAJEROS;252851.45;A
A;ES618;264446;2011;55698;VIAJEROS;553434.82;A
A;ES618;264446;2011;55565;VIAJEROS;287615.94;A
A;ES618;264446;2011;55697;VIAJEROS;265818.88;A
A;ES618;264446;2010;55698;VIAJEROS;493678.82;A
A;ES618;264446;2010;55565;VIAJEROS;272396.67;A
A;ES618;264446;2010;55697;VIAJEROS;221282.15;A
A;ES618;264446;2009;55698;VIAJEROS;452209.79;A
A;ES618;264446;2009;55565;VIAJEROS;264480.31;A
A;ES618;264446;2009;55697;VIAJEROS;187729.48;A
A;ES618;264446;2008;55698;VIAJEROS;510861.02;A
A;ES618;264446;2008;55565;VIAJEROS;288542.81;A
A;ES618;264446;2008;55697;VIAJEROS;222318.21;A
A;ES618;62148;2020;55698;VIAJEROS;48702.138718933;A
A;ES618;62148;2020;55565;VIAJEROS;32038.108937885;A
A;ES618;62148;2020;55697;VIAJEROS;16664.029781048;A
A;ES618;62148;2019;55698;VIAJEROS;181195.657918172;A
A;ES618;62148;2019;55565;VIAJEROS;95797.157572814;A
A;ES618;62148;2019;55697;VIAJEROS;85398.500345358;A
A;ES618;62148;2018;55698;VIAJEROS;170000.697995631;A
A;ES618;62148;2018;55565;VIAJEROS;79269.59581253;A
A;ES618;62148;2018;55697;VIAJEROS;90731.102183101;A
A;ES618;62148;2017;55698;VIAJEROS;145140.48350874;A
A;ES618;62148;2017;55565;VIAJEROS;76923.433693808;A
A;ES618;62148;2017;55697;VIAJEROS;68217.049814932;A
A;ES618;62148;2016;55698;VIAJEROS;154053.102907724;A
A;ES618;62148;2016;55565;VIAJEROS;76767.06382848;A
A;ES618;62148;2016;55697;VIAJEROS;77286.039079244;A
A;ES618;62148;2015;55698;VIAJEROS;168284.943648493;A
A;ES618;62148;2015;55565;VIAJEROS;82650.92632477;A
A;ES618;62148;2015;55697;VIAJEROS;85634.017323723;A
A;ES618;62148;2014;55698;VIAJEROS;137191.43727707;A
A;ES618;62148;2014;55565;VIAJEROS;72333.56412849;A
A;ES618;62148;2014;55697;VIAJEROS;64857.87314858;A
A;ES618;62148;2013;55698;VIAJEROS;127479.06;A
A;ES618;62148;2013;55565;VIAJEROS;61435.93;A
A;ES618;62148;2013;55697;VIAJEROS;66043.13;A
A;ES618;62148;2012;55698;VIAJEROS;127050.43;A
A;ES618;62148;2012;55565;VIAJEROS;61559.38;A
A;ES618;62148;2012;55697;VIAJEROS;65491.05;A
A;ES618;62148;2011;55698;VIAJEROS;124339.69;A
A;ES618;62148;2011;55565;VIAJEROS;68866.76;A
A;ES618;62148;2011;55697;VIAJEROS;55472.93;A
A;ES618;62148;2010;55698;VIAJEROS;139091.8;A
A;ES618;62148;2010;55565;VIAJEROS;72816.83;A
A;ES618;62148;2010;55697;VIAJEROS;66274.97;A
A;ES618;62148;2009;55698;VIAJEROS;133804.55;A
A;ES618;62148;2009;55565;VIAJEROS;68241.31;A
A;ES618;62148;2009;55697;VIAJEROS;65563.24;A
A;ES618;62148;2008;55698;VIAJEROS;154140.07;A
A;ES618;62148;2008;55565;VIAJEROS;81714.98;A
A;ES618;62148;2008;55697;VIAJEROS;72425.09;A
A;ES618;62145;2020;55698;VIAJEROS;41285.201409183;A
A;ES618;62145;2020;55565;VIAJEROS;26017.835382143;A
A;ES618;62145;2020;55697;VIAJEROS;15267.36602704;A
A;ES618;62145;2019;55698;VIAJEROS;105946.328159916;A
A;ES618;62145;2019;55565;VIAJEROS;52163.190427959;A
A;ES618;62145;2019;55697;VIAJEROS;53783.137731957;A
A;ES618;62145;2018;55698;VIAJEROS;100406.394022295;A
A;ES618;62145;2018;55565;VIAJEROS;50067.913718781;A
A;ES618;62145;2018;55697;VIAJEROS;50338.480303514;A
A;ES618;62145;2017;55698;VIAJEROS;84249.962233048;A
A;ES618;62145;2017;55565;VIAJEROS;41345.735938914;A
A;ES618;62145;2017;55697;VIAJEROS;42904.226294134;A
A;ES618;62145;2016;55698;VIAJEROS;88264.188891118;A
A;ES618;62145;2016;55565;VIAJEROS;44964.252346033;A
A;ES618;62145;2016;55697;VIAJEROS;43299.936545085;A
A;ES618;62145;2015;55698;VIAJEROS;77947.764899493;A
A;ES618;62145;2015;55565;VIAJEROS;43261.92463122;A
A;ES618;62145;2015;55697;VIAJEROS;34685.840268273;A
A;ES618;62145;2014;55698;VIAJEROS;61071.846168443;A
A;ES618;62145;2014;55565;VIAJEROS;31383.37057869;A
A;ES618;62145;2014;55697;VIAJEROS;29688.475589753;A
A;ES618;62145;2013;55698;VIAJEROS;57138.35;A
A;ES618;62145;2013;55565;VIAJEROS;31379.61;A
A;ES618;62145;2013;55697;VIAJEROS;25758.74;A
A;ES618;62145;2012;55698;VIAJEROS;62531.78;A
A;ES618;62145;2012;55565;VIAJEROS;36272.64;A
A;ES618;62145;2012;55697;VIAJEROS;26259.14;A
A;ES618;62145;2011;55698;VIAJEROS;77386.12;A
A;ES618;62145;2011;55565;VIAJEROS;43308.16;A
A;ES618;62145;2011;55697;VIAJEROS;34077.96;A
A;ES618;62145;2010;55698;VIAJEROS;80596.13;A
A;ES618;62145;2010;55565;VIAJEROS;47182.61;A
A;ES618;62145;2010;55697;VIAJEROS;33413.52;A
A;ES618;62145;2009;55698;VIAJEROS;86936.31;A
A;ES618;62145;2009;55565;VIAJEROS;52447.56;A
A;ES618;62145;2009;55697;VIAJEROS;34488.75;A
A;ES618;62145;2008;55698;VIAJEROS;104689.68;A
A;ES618;62145;2008;55565;VIAJEROS;63227.12;A
A;ES618;62145;2008;55697;VIAJEROS;41462.56;A
A;ES618;264450;2020;55698;VIAJEROS;60845.300528918;A
A;ES618;264450;2020;55565;VIAJEROS;38434.897228277;A
A;ES618;264450;2020;55697;VIAJEROS;22410.403300641;A
A;ES618;264450;2019;55698;VIAJEROS;171093.703792574;A
A;ES618;264450;2019;55565;VIAJEROS;86509.395618387;A
A;ES618;264450;2019;55697;VIAJEROS;84584.308174187;A
A;ES618;264450;2018;55698;VIAJEROS;166787.67252438;A
A;ES618;264450;2018;55565;VIAJEROS;72914.612293274;A
A;ES618;264450;2018;55697;VIAJEROS;93873.060231106;A
A;ES618;264450;2017;55698;VIAJEROS;178419.929911894;A
A;ES618;264450;2017;55565;VIAJEROS;77349.06259732;A
A;ES618;264450;2017;55697;VIAJEROS;101070.867314574;A
A;ES618;264450;2016;55698;VIAJEROS;166329.286216397;A
A;ES618;264450;2016;55565;VIAJEROS;76631.830918276;A
A;ES618;264450;2016;55697;VIAJEROS;89697.455298121;A
A;ES618;264450;2015;55698;VIAJEROS;148564.367816218;A
A;ES618;264450;2015;55565;VIAJEROS;74226.642594798;A
A;ES618;264450;2015;55697;VIAJEROS;74337.72522142;A
A;ES618;264450;2014;55698;VIAJEROS;108537.47279873;A
A;ES618;264450;2014;55565;VIAJEROS;68636.880819824;A
A;ES618;264450;2014;55697;VIAJEROS;39900.591978906;A
A;ES618;264450;2013;55698;VIAJEROS;88796.87;A
A;ES618;264450;2013;55565;VIAJEROS;47700.41;A
A;ES618;264450;2013;55697;VIAJEROS;41096.46;A
A;ES618;264450;2012;55698;VIAJEROS;81705.77;A
A;ES618;264450;2012;55565;VIAJEROS;42901.96;A
A;ES618;264450;2012;55697;VIAJEROS;38803.81;A
A;ES618;264450;2011;55698;VIAJEROS;93738.75;A
A;ES618;264450;2011;55565;VIAJEROS;51403.7;A
A;ES618;264450;2011;55697;VIAJEROS;42335.05;A
A;ES618;264450;2010;55698;VIAJEROS;102545.24;A
A;ES618;264450;2010;55565;VIAJEROS;59929.38;A
A;ES618;264450;2010;55697;VIAJEROS;42615.86;A
A;ES618;264450;2009;55698;VIAJEROS;103252.41;A
A;ES618;264450;2009;55565;VIAJEROS;72076.61;A
A;ES618;264450;2009;55697;VIAJEROS;31175.8;A
A;ES618;264450;2008;55698;VIAJEROS;125213.79;A
A;ES618;264450;2008;55565;VIAJEROS;71824.25;A
A;ES618;264450;2008;55697;VIAJEROS;53389.54;A
A;ES618;264449;2020;55698;VIAJEROS;79709.255606959;A
A;ES618;264449;2020;55565;VIAJEROS;48817.043768996;A
A;ES618;264449;2020;55697;VIAJEROS;30892.211837963;A
A;ES618;264449;2019;55698;VIAJEROS;317122.25742304;A
A;ES618;264449;2019;55565;VIAJEROS;134313.614728982;A
A;ES618;264449;2019;55697;VIAJEROS;182808.642694058;A
A;ES618;264449;2018;55698;VIAJEROS;271376.931962357;A
A;ES618;264449;2018;55565;VIAJEROS;103818.007747532;A
A;ES618;264449;2018;55697;VIAJEROS;167558.924214825;A
A;ES618;264449;2017;55698;VIAJEROS;284879.544803585;A
A;ES618;264449;2017;55565;VIAJEROS;123037.529876696;A
A;ES618;264449;2017;55697;VIAJEROS;161842.014926889;A
A;ES618;264449;2016;55698;VIAJEROS;242939.899627823;A
A;ES618;264449;2016;55565;VIAJEROS;115433.333749653;A
A;ES618;264449;2016;55697;VIAJEROS;127506.56587817;A
A;ES618;264449;2015;55698;VIAJEROS;191128.325506276;A
A;ES618;264449;2015;55565;VIAJEROS;91256.917509296;A
A;ES618;264449;2015;55697;VIAJEROS;99871.40799698;A
A;ES618;264449;2014;55698;VIAJEROS;126264.15608854;A
A;ES618;264449;2014;55565;VIAJEROS;74966.213972128;A
A;ES618;264449;2014;55697;VIAJEROS;51297.942116412;A
A;ES618;264449;2013;55698;VIAJEROS;151485.35;A
A;ES618;264449;2013;55565;VIAJEROS;85182.9;A
A;ES618;264449;2013;55697;VIAJEROS;66302.45;A
A;ES618;264449;2012;55698;VIAJEROS;180956.28;A
A;ES618;264449;2012;55565;VIAJEROS;89691.34;A
A;ES618;264449;2012;55697;VIAJEROS;91264.94;A
A;ES618;264449;2011;55698;VIAJEROS;149559.56;A
A;ES618;264449;2011;55565;VIAJEROS;79911.79;A
A;ES618;264449;2011;55697;VIAJEROS;69647.77;A
A;ES618;264449;2010;55698;VIAJEROS;135134.6;A
A;ES618;264449;2010;55565;VIAJEROS;80913.45;A
A;ES618;264449;2010;55697;VIAJEROS;54221.15;A
A;ES618;264449;2009;55698;VIAJEROS;106202.44;A
A;ES618;264449;2009;55565;VIAJEROS;53763.44;A
A;ES618;264449;2009;55697;VIAJEROS;52439.0;A
A;ES618;264449;2008;55698;VIAJEROS;123084.1;A
A;ES618;264449;2008;55565;VIAJEROS;61701.9;A
A;ES618;264449;2008;55697;VIAJEROS;61382.2;A
A;ES618;62150;2020;55698;VIAJEROS;3444.0;A
A;ES618;62150;2020;55565;VIAJEROS;3175.0;A
A;ES618;62150;2020;55697;VIAJEROS;269.0;A
A;ES618;62149;2020;55698;VIAJEROS;1121928.327954963;A
A;ES618;62149;2020;55565;VIAJEROS;728629.15825247;A
A;ES618;62149;2020;55697;VIAJEROS;393299.169702493;A
A;ES618;62149;2019;55698;VIAJEROS;3666536.338096294;A
A;ES618;62149;2019;55565;VIAJEROS;1637311.304712886;A
A;ES618;62149;2019;55697;VIAJEROS;2029225.033383408;A
A;ES618;62149;2018;55698;VIAJEROS;3485832.431490546;A
A;ES618;62149;2018;55565;VIAJEROS;1556747.912643386;A
A;ES618;62149;2018;55697;VIAJEROS;1929084.51884716;A
A;ES618;62149;2017;55698;VIAJEROS;3368154.963170676;A
A;ES618;62149;2017;55565;VIAJEROS;1494605.314627344;A
A;ES618;62149;2017;55697;VIAJEROS;1873549.648543332;A
A;ES618;62149;2016;55698;VIAJEROS;3209952.511784332;A
A;ES618;62149;2016;55565;VIAJEROS;1542996.883823052;A
A;ES618;62149;2016;55697;VIAJEROS;1666955.62796128;A
A;ES618;62149;2015;55698;VIAJEROS;2935060.279655127;A
A;ES618;62149;2015;55565;VIAJEROS;1444655.182225126;A
A;ES618;62149;2015;55697;VIAJEROS;1490405.097430001;A
A;ES618;62149;2014;55698;VIAJEROS;2589203.574704945;A
A;ES618;62149;2014;55565;VIAJEROS;1291854.874508971;A
A;ES618;62149;2014;55697;VIAJEROS;1297348.700195974;A
A;ES618;62149;2013;55698;VIAJEROS;2346215.898582;A
A;ES618;62149;2013;55565;VIAJEROS;1153883.988582;A
A;ES618;62149;2013;55697;VIAJEROS;1192331.91;A
A;ES618;62149;2012;55698;VIAJEROS;2422318.47;A
A;ES618;62149;2012;55565;VIAJEROS;1202377.58;A
A;ES618;62149;2012;55697;VIAJEROS;1219940.89;A
A;ES618;62149;2011;55698;VIAJEROS;2460022.59;A
A;ES618;62149;2011;55565;VIAJEROS;1264773.66;A
A;ES618;62149;2011;55697;VIAJEROS;1195248.93;A
A;ES618;62149;2010;55698;VIAJEROS;2343071.02;A
A;ES618;62149;2010;55565;VIAJEROS;1270787.27;A
A;ES618;62149;2010;55697;VIAJEROS;1072283.75;A
A;ES618;62149;2009;55698;VIAJEROS;2158183.77;A
A;ES618;62149;2009;55565;VIAJEROS;1249162.18;A
A;ES618;62149;2009;55697;VIAJEROS;909021.59;A
A;ES618;62149;2008;55698;VIAJEROS;2277102.89;A
A;ES618;62149;2008;55565;VIAJEROS;1282282.35;A
A;ES618;62149;2008;55697;VIAJEROS;994820.54;A
P;ES61;264447;2021;55698;VIAJEROS;6811236.43789693;A
P;ES61;264447;2021;55565;VIAJEROS;4829077.886470996;A
P;ES61;264447;2021;55697;VIAJEROS;1982158.551425934;A
P;ES61;264446;2021;55698;VIAJEROS;2193869.886583921;A
P;ES61;264446;2021;55565;VIAJEROS;1623170.989237493;A
P;ES61;264446;2021;55697;VIAJEROS;570698.897346428;A
P;ES61;62148;2021;55698;VIAJEROS;803130.874039446;A
P;ES61;62148;2021;55565;VIAJEROS;644593.770440627;A
P;ES61;62148;2021;55697;VIAJEROS;158537.103598819;A
P;ES61;62145;2021;55698;VIAJEROS;353939.271042761;A
P;ES61;62145;2021;55565;VIAJEROS;276796.924066381;A
P;ES61;62145;2021;55697;VIAJEROS;77142.34697638;A
P;ES61;264450;2021;55698;VIAJEROS;419138.086173953;A
P;ES61;264450;2021;55565;VIAJEROS;342265.730928936;A
P;ES61;264450;2021;55697;VIAJEROS;76872.355245017;A
P;ES61;264449;2021;55698;VIAJEROS;649496.309877114;A
P;ES61;264449;2021;55565;VIAJEROS;524799.854375045;A
P;ES61;264449;2021;55697;VIAJEROS;124696.455502069;A
P;ES61;62149;2021;55698;VIAJEROS;11230811;A
P;ES61;62149;2021;55565;VIAJEROS;8240705.155519478;A
P;ES61;62149;2021;55697;VIAJEROS;2990105.710094647;A
P;ES611;264447;2021;55698;VIAJEROS;689927.153134643;A
P;ES611;264447;2021;55565;VIAJEROS;601806.875294182;A
P;ES611;264447;2021;55697;VIAJEROS;88120.277840461;A
P;ES611;264446;2021;55698;VIAJEROS;104952.863395307;A
P;ES611;264446;2021;55565;VIAJEROS;88369.539763618;A
P;ES611;264446;2021;55697;VIAJEROS;16583.323631689;A
P;ES611;62148;2021;55698;VIAJEROS;78220.700254544;A
P;ES611;62148;2021;55565;VIAJEROS;66440.065852601;A
P;ES611;62148;2021;55697;VIAJEROS;11780.634401943;A
P;ES611;62145;2021;55698;VIAJEROS;18563.216216212;A
P;ES611;62145;2021;55565;VIAJEROS;15124.389961388;A
P;ES611;62145;2021;55697;VIAJEROS;3438.826254824;A
P;ES611;264450;2021;55698;VIAJEROS;39129.402482391;A
P;ES611;264450;2021;55565;VIAJEROS;33345.787816145;A
P;ES611;264450;2021;55697;VIAJEROS;5783.614666246;A
P;ES611;264449;2021;55698;VIAJEROS;46336.466880203;A
P;ES611;264449;2021;55565;VIAJEROS;38275.078944695;A
P;ES611;264449;2021;55697;VIAJEROS;8061.387935508;A
P;ES611;62149;2021;55698;VIAJEROS;977129.8023633;A
P;ES611;62149;2021;55565;VIAJEROS;843361.737632629;A
P;ES611;62149;2021;55697;VIAJEROS;133768.064730671;A
P;ES612;264447;2021;55698;VIAJEROS;1061285.279364377;A
P;ES612;264447;2021;55565;VIAJEROS;842805.127812274;A
P;ES612;264447;2021;55697;VIAJEROS;218480.151552103;A
P;ES612;264446;2021;55698;VIAJEROS;350836.682962932;A
P;ES612;264446;2021;55565;VIAJEROS;287206.286465383;A
P;ES612;264446;2021;55697;VIAJEROS;63630.396497549;A
P;ES612;62148;2021;55698;VIAJEROS;104670.24714264;A
P;ES612;62148;2021;55565;VIAJEROS;89734.802117272;A
P;ES612;62148;2021;55697;VIAJEROS;14935.445025368;A
P;ES612;62145;2021;55698;VIAJEROS;78958.357869564;A
P;ES612;62145;2021;55565;VIAJEROS;67204.108920263;A
P;ES612;62145;2021;55697;VIAJEROS;11754.248949301;A
P;ES612;264450;2021;55698;VIAJEROS;89998.672624976;A
P;ES612;264450;2021;55565;VIAJEROS;78254.677562118;A
P;ES612;264450;2021;55697;VIAJEROS;11743.995062858;A
P;ES612;264449;2021;55698;VIAJEROS;209547.066824304;A
P;ES612;264449;2021;55565;VIAJEROS;171077.109936909;A
P;ES612;264449;2021;55697;VIAJEROS;38469.956887395;A
P;ES612;62149;2021;55698;VIAJEROS;1895296.306788793;A
P;ES612;62149;2021;55565;VIAJEROS;1536282.112814219;A
P;ES612;62149;2021;55697;VIAJEROS;359014.193974574;A
P;ES613;264447;2021;55698;VIAJEROS;322804.519035656;A
P;ES613;264447;2021;55565;VIAJEROS;234488.945119106;A
P;ES613;264447;2021;55697;VIAJEROS;88315.57391655;A
P;ES613;264446;2021;55698;VIAJEROS;123960.305488945;A
P;ES613;264446;2021;55565;VIAJEROS;101157.664130268;A
P;ES613;264446;2021;55697;VIAJEROS;22802.641358677;A
P;ES613;62148;2021;55698;VIAJEROS;55252.295538026;A
P;ES613;62148;2021;55565;VIAJEROS;45786.36352881;A
P;ES613;62148;2021;55697;VIAJEROS;9465.932009216;A
P;ES613;62145;2021;55698;VIAJEROS;44467.903574003;A
P;ES613;62145;2021;55565;VIAJEROS;31812.564770672;A
P;ES613;62145;2021;55697;VIAJEROS;12655.338803331;A
P;ES613;264450;2021;55698;VIAJEROS;33526.042965703;A
P;ES613;264450;2021;55565;VIAJEROS;28560.977256554;A
P;ES613;264450;2021;55697;VIAJEROS;4965.065709149;A
P;ES613;264449;2021;55698;VIAJEROS;32813.984945476;A
P;ES613;264449;2021;55565;VIAJEROS;26596.503318612;A
P;ES613;264449;2021;55697;VIAJEROS;6217.481626864;A
P;ES613;62149;2021;55698;VIAJEROS;612825.051547809;A
P;ES613;62149;2021;55565;VIAJEROS;468403.018124022;A
P;ES613;62149;2021;55697;VIAJEROS;144422.033423787;A
P;ES614;264447;2021;55698;VIAJEROS;780718.647903028;A
P;ES614;264447;2021;55565;VIAJEROS;582074.067897862;A
P;ES614;264447;2021;55697;VIAJEROS;198644.580005166;A
P;ES614;264446;2021;55698;VIAJEROS;281101.538098233;A
P;ES614;264446;2021;55565;VIAJEROS;208539.917141088;A
P;ES614;264446;2021;55697;VIAJEROS;72561.620957145;A
P;ES614;62148;2021;55698;VIAJEROS;118724.666128642;A
P;ES614;62148;2021;55565;VIAJEROS;102592.383139294;A
P;ES614;62148;2021;55697;VIAJEROS;16132.282989348;A
P;ES614;62145;2021;55698;VIAJEROS;74636.416576971;A
P;ES614;62145;2021;55565;VIAJEROS;61818.387268181;A
P;ES614;62145;2021;55697;VIAJEROS;12818.02930879;A
P;ES614;264450;2021;55698;VIAJEROS;57114.875958989;A
P;ES614;264450;2021;55565;VIAJEROS;45114.574334202;A
P;ES614;264450;2021;55697;VIAJEROS;12000.301624787;A
P;ES614;264449;2021;55698;VIAJEROS;99373.958465775;A
P;ES614;264449;2021;55565;VIAJEROS;81883.396234277;A
P;ES614;264449;2021;55697;VIAJEROS;17490.562231498;A
P;ES614;62149;2021;55698;VIAJEROS;1411670.103131638;A
P;ES614;62149;2021;55565;VIAJEROS;1082022.726014904;A
P;ES614;62149;2021;55697;VIAJEROS;329647.377116734;A
P;ES615;264447;2021;55698;VIAJEROS;545511.140469123;A
P;ES615;264447;2021;55565;VIAJEROS;469165.803166744;A
P;ES615;264447;2021;55697;VIAJEROS;76345.337302379;A
P;ES615;264446;2021;55698;VIAJEROS;70407.054512111;A
P;ES615;264446;2021;55565;VIAJEROS;63268.298662776;A
P;ES615;264446;2021;55697;VIAJEROS;7138.755849335;A
P;ES615;62148;2021;55698;VIAJEROS;73690.208991532;A
P;ES615;62148;2021;55565;VIAJEROS;68151.475035541;A
P;ES615;62148;2021;55697;VIAJEROS;5538.733955991;A
P;ES615;62145;2021;55698;VIAJEROS;7814.137979899;A
P;ES615;62145;2021;55565;VIAJEROS;7706.823584693;A
P;ES615;62145;2021;55697;VIAJEROS;107.314395206;A
P;ES615;264450;2021;55698;VIAJEROS;34013.01053059;A
P;ES615;264450;2021;55565;VIAJEROS;32171.157034385;A
P;ES615;264450;2021;55697;VIAJEROS;1841.853496205;A
P;ES615;264449;2021;55698;VIAJEROS;37187.512136642;A
P;ES615;264449;2021;55565;VIAJEROS;34192.687658213;A
P;ES615;264449;2021;55697;VIAJEROS;2994.824478429;A
P;ES615;62149;2021;55698;VIAJEROS;768623.064619897;A
P;ES615;62149;2021;55565;VIAJEROS;674656.245142352;A
P;ES615;62149;2021;55697;VIAJEROS;93966.819477545;A
P;ES616;264447;2021;55698;VIAJEROS;183619.292753255;A
P;ES616;264447;2021;55565;VIAJEROS;167365.009272242;A
P;ES616;264447;2021;55697;VIAJEROS;16254.283481013;A
P;ES616;264446;2021;55698;VIAJEROS;119380.370698991;A
P;ES616;264446;2021;55565;VIAJEROS;112320.383356403;A
P;ES616;264446;2021;55697;VIAJEROS;7059.987342588;A
P;ES616;62148;2021;55698;VIAJEROS;33730.098313069;A
P;ES616;62148;2021;55565;VIAJEROS;31925.234608219;A
P;ES616;62148;2021;55697;VIAJEROS;1804.86370485;A
P;ES616;62145;2021;55698;VIAJEROS;11478.259217972;A
P;ES616;62145;2021;55565;VIAJEROS;11042.661678957;A
P;ES616;62145;2021;55697;VIAJEROS;435.597539015;A
P;ES616;264450;2021;55698;VIAJEROS;24735.828964438;A
P;ES616;264450;2021;55565;VIAJEROS;23285.400936843;A
P;ES616;264450;2021;55697;VIAJEROS;1450.428027595;A
P;ES616;264449;2021;55698;VIAJEROS;18584.539684393;A
P;ES616;264449;2021;55565;VIAJEROS;17897.693079845;A
P;ES616;264449;2021;55697;VIAJEROS;686.846604548;A
P;ES616;62149;2021;55698;VIAJEROS;391528.389632118;A
P;ES616;62149;2021;55565;VIAJEROS;363836.382932509;A
P;ES616;62149;2021;55697;VIAJEROS;27692.006699609;A
P;ES617;264447;2021;55698;VIAJEROS;2027764.463997035;A
P;ES617;264447;2021;55565;VIAJEROS;1121972.495010028;A
P;ES617;264447;2021;55697;VIAJEROS;905791.968987007;A
P;ES617;264446;2021;55698;VIAJEROS;852460.812411591;A
P;ES617;264446;2021;55565;VIAJEROS;559363.708163608;A
P;ES617;264446;2021;55697;VIAJEROS;293097.104247983;A
P;ES617;62148;2021;55698;VIAJEROS;269937.498588308;A
P;ES617;62148;2021;55565;VIAJEROS;188994.569253877;A
P;ES617;62148;2021;55697;VIAJEROS;80942.929334431;A
P;ES617;62145;2021;55698;VIAJEROS;60789.035789716;A
P;ES617;62145;2021;55565;VIAJEROS;43379.857612014;A
P;ES617;62145;2021;55697;VIAJEROS;17409.178177702;A
P;ES617;264450;2021;55698;VIAJEROS;70640.79305451;A
P;ES617;264450;2021;55565;VIAJEROS;50702.066323485;A
P;ES617;264450;2021;55697;VIAJEROS;19938.726731025;A
P;ES617;264449;2021;55698;VIAJEROS;98469.368805599;A
P;ES617;264449;2021;55565;VIAJEROS;73883.909147666;A
P;ES617;264449;2021;55697;VIAJEROS;24585.459657933;A
P;ES617;62149;2021;55698;VIAJEROS;3380061.972646759;A
P;ES617;62149;2021;55565;VIAJEROS;2038296.605510678;A
P;ES617;62149;2021;55697;VIAJEROS;1341765.367136081;A
P;ES618;264447;2021;55698;VIAJEROS;1199605.941239813;A
P;ES618;264447;2021;55565;VIAJEROS;809399.562898558;A
P;ES618;264447;2021;55697;VIAJEROS;390206.378341255;A
P;ES618;264446;2021;55698;VIAJEROS;290770.259015811;A
P;ES618;264446;2021;55565;VIAJEROS;202945.191554349;A
P;ES618;264446;2021;55697;VIAJEROS;87825.067461462;A
P;ES618;62148;2021;55698;VIAJEROS;68905.159082685;A
P;ES618;62148;2021;55565;VIAJEROS;50968.876905013;A
P;ES618;62148;2021;55697;VIAJEROS;17936.282177672;A
P;ES618;62145;2021;55698;VIAJEROS;57231.943818424;A
P;ES618;62145;2021;55565;VIAJEROS;38708.130270213;A
P;ES618;62145;2021;55697;VIAJEROS;18523.813548211;A
P;ES618;264450;2021;55698;VIAJEROS;69979.459592356;A
P;ES618;264450;2021;55565;VIAJEROS;50831.089665204;A
P;ES618;264450;2021;55697;VIAJEROS;19148.369927152;A
