OBS_STATUS;PUNTOS_TURISTICOS;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;55108;2010;GRAD_OCUP_PLAZ;29.843872065850874;A
A;55108;2009;GRAD_OCUP_PLAZ;32.26210324805923;A
A;55108;2008;GRAD_OCUP_PLAZ;34.97373936869031;A
A;70667;2020;GRAD_OCUP_PLAZ;31.769190931188778;A
A;70667;2019;GRAD_OCUP_PLAZ;55.96213404528008;A
A;70667;2018;GRAD_OCUP_PLAZ;58.49845010345726;A
A;70667;2017;GRAD_OCUP_PLAZ;59.14880322988039;A
A;70667;2016;GRAD_OCUP_PLAZ;59.344039974045586;A
A;70667;2015;GRAD_OCUP_PLAZ;52.10181065793066;A
A;70667;2014;GRAD_OCUP_PLAZ;51.60218936972059;A
A;70667;2013;GRAD_OCUP_PLAZ;50.451619392597244;A
A;70667;2012;GRAD_OCUP_PLAZ;48.22486599140297;A
A;70667;2011;GRAD_OCUP_PLAZ;48.0470506028677;A
A;70667;2010;GRAD_OCUP_PLAZ;49.75485179377393;A
A;70667;2009;GRAD_OCUP_PLAZ;47.99424377490324;A
A;70667;2008;GRAD_OCUP_PLAZ;53.684931226130395;A
A;269774;2020;GRAD_OCUP_PLAZ;23.009999999997927;A
A;269774;2019;GRAD_OCUP_PLAZ;46.879717680286284;A
A;70669;2020;GRAD_OCUP_PLAZ;42.440000000000566;A
A;70669;2019;GRAD_OCUP_PLAZ;52.53082335943305;A
A;70669;2018;GRAD_OCUP_PLAZ;54.32360981744624;A
A;70669;2017;GRAD_OCUP_PLAZ;52.854289970080465;A
A;70669;2013;GRAD_OCUP_PLAZ;35.90177852607719;A
A;70669;2012;GRAD_OCUP_PLAZ;29.581935429233415;A
A;70669;2011;GRAD_OCUP_PLAZ;28.926006233971705;A
A;70669;2010;GRAD_OCUP_PLAZ;31.8646038616538;A
A;70669;2009;GRAD_OCUP_PLAZ;35.43672169236113;A
A;70669;2008;GRAD_OCUP_PLAZ;46.4523665253647;A
A;70670;2020;GRAD_OCUP_PLAZ;17.702802582784365;A
A;70670;2019;GRAD_OCUP_PLAZ;29.962844077928942;A
A;70670;2018;GRAD_OCUP_PLAZ;28.20180879436294;A
A;70670;2017;GRAD_OCUP_PLAZ;33.06627455578429;A
A;70670;2016;GRAD_OCUP_PLAZ;24.205957576540335;A
A;70670;2015;GRAD_OCUP_PLAZ;26.090298322802536;A
A;70670;2014;GRAD_OCUP_PLAZ;25.11111153357827;A
A;70670;2013;GRAD_OCUP_PLAZ;22.6924633824911;A
A;70670;2012;GRAD_OCUP_PLAZ;17.84877821769078;A
A;70670;2011;GRAD_OCUP_PLAZ;22.765417165771513;A
A;70670;2009;GRAD_OCUP_PLAZ;19.421416785085587;A
A;70670;2008;GRAD_OCUP_PLAZ;26.5605007329678;A
A;55109;2020;GRAD_OCUP_PLAZ;49.23999999997537;A
A;55109;2019;GRAD_OCUP_PLAZ;52.7168444404234;A
A;55109;2018;GRAD_OCUP_PLAZ;53.30457998119982;A
A;55109;2017;GRAD_OCUP_PLAZ;49.60505821614596;A
A;55109;2016;GRAD_OCUP_PLAZ;48.231844471427266;A
A;55109;2015;GRAD_OCUP_PLAZ;39.37698419620009;A
A;55109;2014;GRAD_OCUP_PLAZ;37.162976757794716;A
A;55109;2013;GRAD_OCUP_PLAZ;34.169392597674054;A
A;70671;2020;GRAD_OCUP_PLAZ;43.28000000000909;A
A;70671;2019;GRAD_OCUP_PLAZ;65.30563455207243;A
A;70671;2018;GRAD_OCUP_PLAZ;60.74206098464927;A
A;70671;2017;GRAD_OCUP_PLAZ;61.61197093899628;A
A;70671;2016;GRAD_OCUP_PLAZ;60.49312026596238;A
A;70671;2015;GRAD_OCUP_PLAZ;61.02369229381589;A
A;70671;2014;GRAD_OCUP_PLAZ;52.72824520065595;A
A;70671;2013;GRAD_OCUP_PLAZ;52.366287179691184;A
A;70671;2012;GRAD_OCUP_PLAZ;51.0440823771219;A
A;70671;2011;GRAD_OCUP_PLAZ;53.59907670367335;A
A;70671;2010;GRAD_OCUP_PLAZ;57.16214252852837;A
A;70671;2008;GRAD_OCUP_PLAZ;55.821578767395714;A
A;70672;2020;GRAD_OCUP_PLAZ;40.12999999999965;A
A;70672;2019;GRAD_OCUP_PLAZ;65.86192250635985;A
A;70672;2018;GRAD_OCUP_PLAZ;65.02091183586168;A
A;70672;2017;GRAD_OCUP_PLAZ;67.77397502529944;A
A;70672;2016;GRAD_OCUP_PLAZ;64.11504297244498;A
A;70672;2015;GRAD_OCUP_PLAZ;61.68632501112628;A
A;70672;2014;GRAD_OCUP_PLAZ;57.56424611963656;A
A;70672;2013;GRAD_OCUP_PLAZ;55.03034392778393;A
A;70672;2011;GRAD_OCUP_PLAZ;51.48128046682601;A
A;70672;2010;GRAD_OCUP_PLAZ;52.151544318088405;A
A;70672;2009;GRAD_OCUP_PLAZ;59.710326730773325;A
A;70672;2008;GRAD_OCUP_PLAZ;56.16269384476745;A
A;70673;2020;GRAD_OCUP_PLAZ;35.959999999985705;A
A;70673;2019;GRAD_OCUP_PLAZ;54.0175707060816;A
A;70673;2018;GRAD_OCUP_PLAZ;52.16426865862007;A
A;70673;2017;GRAD_OCUP_PLAZ;50.7939220786178;A
A;70673;2013;GRAD_OCUP_PLAZ;42.92317054680789;A
A;55110;2020;GRAD_OCUP_PLAZ;46.129999999989614;A
A;55110;2019;GRAD_OCUP_PLAZ;60.819089105043055;A
A;55110;2018;GRAD_OCUP_PLAZ;62.42114798200884;A
A;55110;2017;GRAD_OCUP_PLAZ;65.05511693230709;A
A;55110;2016;GRAD_OCUP_PLAZ;62.58435447293229;A
A;55110;2015;GRAD_OCUP_PLAZ;55.85307492819402;A
A;55110;2014;GRAD_OCUP_PLAZ;51.14620722922233;A
A;55110;2013;GRAD_OCUP_PLAZ;51.18915460650427;A
A;70674;2020;GRAD_OCUP_PLAZ;32.00000000000489;A
A;70674;2019;GRAD_OCUP_PLAZ;52.04024380404408;A
A;70674;2018;GRAD_OCUP_PLAZ;51.580521890069264;A
A;70674;2017;GRAD_OCUP_PLAZ;53.09203046549253;A
A;70674;2016;GRAD_OCUP_PLAZ;50.83598343586608;A
A;70674;2015;GRAD_OCUP_PLAZ;49.2614435370442;A
A;70674;2014;GRAD_OCUP_PLAZ;45.974128899280586;A
A;70674;2013;GRAD_OCUP_PLAZ;45.69445271701554;A
A;70674;2012;GRAD_OCUP_PLAZ;43.0795750741888;A
A;70674;2011;GRAD_OCUP_PLAZ;41.257913495318576;A
A;70674;2010;GRAD_OCUP_PLAZ;40.09866817689596;A
A;70674;2009;GRAD_OCUP_PLAZ;37.93035894436571;A
A;70674;2008;GRAD_OCUP_PLAZ;40.49826352909097;A
A;70675;2020;GRAD_OCUP_PLAZ;34.96801013893061;A
A;70675;2019;GRAD_OCUP_PLAZ;48.563681924627645;A
A;70675;2018;GRAD_OCUP_PLAZ;46.757020716048345;A
A;70675;2017;GRAD_OCUP_PLAZ;48.234633261273984;A
A;70675;2016;GRAD_OCUP_PLAZ;46.68106964149166;A
A;70675;2015;GRAD_OCUP_PLAZ;42.62229725265583;A
A;70675;2014;GRAD_OCUP_PLAZ;43.33692782677663;A
A;70675;2013;GRAD_OCUP_PLAZ;40.90405530778037;A
A;70675;2012;GRAD_OCUP_PLAZ;46.59126547998083;A
A;70675;2011;GRAD_OCUP_PLAZ;49.14050964124655;A
A;70675;2010;GRAD_OCUP_PLAZ;44.27329503759011;A
A;70675;2009;GRAD_OCUP_PLAZ;44.129190084367806;A
A;70675;2008;GRAD_OCUP_PLAZ;44.741560412194396;A
A;278910;2020;GRAD_OCUP_PLAZ;35.53801067733694;A
A;278910;2019;GRAD_OCUP_PLAZ;50.02744680456399;A
A;278911;2020;GRAD_OCUP_PLAZ;51.16000000004847;A
A;278911;2019;GRAD_OCUP_PLAZ;62.62902983358657;A
A;278911;2018;GRAD_OCUP_PLAZ;57.384274189663266;A
A;55111;2020;GRAD_OCUP_PLAZ;40.81000000000765;A
A;55111;2019;GRAD_OCUP_PLAZ;47.80556888982445;A
A;55111;2018;GRAD_OCUP_PLAZ;47.33596128434924;A
A;55111;2017;GRAD_OCUP_PLAZ;46.61480121311476;A
A;55111;2016;GRAD_OCUP_PLAZ;46.817571427919;A
A;55111;2015;GRAD_OCUP_PLAZ;42.36917440821303;A
A;55111;2014;GRAD_OCUP_PLAZ;38.216893836153375;A
A;55111;2013;GRAD_OCUP_PLAZ;40.43516151084949;A
A;55111;2011;GRAD_OCUP_PLAZ;43.945301920684;A
A;55111;2010;GRAD_OCUP_PLAZ;43.71520141631672;A
A;55111;2009;GRAD_OCUP_PLAZ;45.83139980622528;A
A;55112;2019;GRAD_OCUP_PLAZ;39.56677388794488;A
A;838202;2020;GRAD_OCUP_PLAZ;32.41999999998632;A
A;55113;2020;GRAD_OCUP_PLAZ;35.86373985461551;A
A;55113;2019;GRAD_OCUP_PLAZ;61.871341134573136;A
A;55113;2018;GRAD_OCUP_PLAZ;61.43473469572523;A
A;55113;2017;GRAD_OCUP_PLAZ;60.81444145529273;A
A;55113;2016;GRAD_OCUP_PLAZ;60.350840582650825;A
A;55113;2015;GRAD_OCUP_PLAZ;59.29679035206336;A
A;55113;2014;GRAD_OCUP_PLAZ;56.43446848090136;A
A;55113;2013;GRAD_OCUP_PLAZ;52.161336653255646;A
A;55113;2012;GRAD_OCUP_PLAZ;51.23775142422304;A
A;55113;2011;GRAD_OCUP_PLAZ;51.99132876406786;A
A;55113;2010;GRAD_OCUP_PLAZ;49.67244058462798;A
A;55113;2009;GRAD_OCUP_PLAZ;51.141869124687574;A
A;55113;2008;GRAD_OCUP_PLAZ;55.4582094464508;A
A;55114;2020;GRAD_OCUP_PLAZ;39.17984717724968;A
A;55114;2019;GRAD_OCUP_PLAZ;58.48934092347041;A
A;55114;2018;GRAD_OCUP_PLAZ;56.84386405976962;A
A;55114;2017;GRAD_OCUP_PLAZ;55.69647478415812;A
A;55114;2016;GRAD_OCUP_PLAZ;54.951172285009314;A
A;55114;2015;GRAD_OCUP_PLAZ;51.66154105938217;A
A;55114;2014;GRAD_OCUP_PLAZ;50.635901890305576;A
A;55114;2013;GRAD_OCUP_PLAZ;49.207796907134025;A
A;55114;2011;GRAD_OCUP_PLAZ;45.41775376073529;A
A;55114;2010;GRAD_OCUP_PLAZ;46.462009503824625;A
A;55114;2009;GRAD_OCUP_PLAZ;43.10391374586967;A
A;55114;2008;GRAD_OCUP_PLAZ;57.78980346392675;A
A;55115;2020;GRAD_OCUP_PLAZ;37.7884818518998;A
A;55115;2019;GRAD_OCUP_PLAZ;64.1384197904074;A
A;55115;2018;GRAD_OCUP_PLAZ;61.027445240080525;A
A;55115;2017;GRAD_OCUP_PLAZ;63.198276481149804;A
A;55115;2016;GRAD_OCUP_PLAZ;62.784491089282156;A
A;55115;2015;GRAD_OCUP_PLAZ;60.77484220180217;A
A;55115;2014;GRAD_OCUP_PLAZ;58.410939463080226;A
A;55115;2013;GRAD_OCUP_PLAZ;55.94012864984083;A
A;55115;2012;GRAD_OCUP_PLAZ;53.58506379680006;A
A;55115;2011;GRAD_OCUP_PLAZ;54.56449121158278;A
A;55115;2010;GRAD_OCUP_PLAZ;51.74816766489655;A
A;55115;2009;GRAD_OCUP_PLAZ;51.687385227966544;A
A;55115;2008;GRAD_OCUP_PLAZ;55.954962563162844;A
A;70676;2020;GRAD_OCUP_PLAZ;46.41999999998077;A
A;70676;2019;GRAD_OCUP_PLAZ;53.73325727513674;A
A;70676;2018;GRAD_OCUP_PLAZ;61.34973167449635;A
A;70676;2017;GRAD_OCUP_PLAZ;60.17269129821263;A
A;70676;2014;GRAD_OCUP_PLAZ;51.110022805769404;A
A;70676;2013;GRAD_OCUP_PLAZ;47.84189742127731;A
A;70676;2012;GRAD_OCUP_PLAZ;44.83097993101544;A
A;70676;2011;GRAD_OCUP_PLAZ;54.95506668547417;A
A;70676;2010;GRAD_OCUP_PLAZ;53.05759257017782;A
A;70677;2020;GRAD_OCUP_PLAZ;39.07000000000702;A
A;70677;2019;GRAD_OCUP_PLAZ;52.74336159667392;A
A;70677;2018;GRAD_OCUP_PLAZ;54.143317618626526;A
A;70677;2017;GRAD_OCUP_PLAZ;50.33345594445308;A
A;70677;2016;GRAD_OCUP_PLAZ;51.88831915896601;A
A;70677;2015;GRAD_OCUP_PLAZ;51.045162379032654;A
A;70677;2013;GRAD_OCUP_PLAZ;48.01744620543755;A
A;70678;2019;GRAD_OCUP_PLAZ;60.831937143993336;A
A;282055;2020;GRAD_OCUP_PLAZ;43.91706816778087;A
A;282055;2019;GRAD_OCUP_PLAZ;56.46483777832418;A
A;70679;2020;GRAD_OCUP_PLAZ;38.90999999998938;A
A;70679;2019;GRAD_OCUP_PLAZ;53.50713246724145;A
A;70679;2012;GRAD_OCUP_PLAZ;34.88307612685631;A
A;70679;2009;GRAD_OCUP_PLAZ;31.040855883841665;A
A;70679;2008;GRAD_OCUP_PLAZ;34.806702163679404;A
A;55117;2019;GRAD_OCUP_PLAZ;67.56194070821115;A
A;70680;2020;GRAD_OCUP_PLAZ;24.139803313219353;A
A;302612;2019;GRAD_OCUP_PLAZ;62.36993741768743;A
A;269776;2019;GRAD_OCUP_PLAZ;49.52142100615778;A
A;278109;2020;GRAD_OCUP_PLAZ;35.1851272484903;A
A;278109;2019;GRAD_OCUP_PLAZ;46.47444770615415;A
A;70681;2020;GRAD_OCUP_PLAZ;35.249999999990024;A
A;70681;2019;GRAD_OCUP_PLAZ;37.70924230353227;A
A;70681;2018;GRAD_OCUP_PLAZ;38.22552984970273;A
A;70681;2017;GRAD_OCUP_PLAZ;36.286893620234494;A
A;70681;2016;GRAD_OCUP_PLAZ;33.71200331590352;A
A;70681;2015;GRAD_OCUP_PLAZ;26.782116842066067;A
A;70681;2014;GRAD_OCUP_PLAZ;28.25112957380827;A
A;70681;2013;GRAD_OCUP_PLAZ;28.364879358391253;A
A;70681;2012;GRAD_OCUP_PLAZ;29.790222642093987;A
A;70681;2011;GRAD_OCUP_PLAZ;28.12194175975979;A
A;70681;2010;GRAD_OCUP_PLAZ;26.710487688977494;A
A;269777;2020;GRAD_OCUP_PLAZ;35.49869567480131;A
A;269777;2019;GRAD_OCUP_PLAZ;32.3918533150146;A
A;70682;2020;GRAD_OCUP_PLAZ;31.70061540437083;A
A;70682;2019;GRAD_OCUP_PLAZ;47.92133302818313;A
A;70682;2012;GRAD_OCUP_PLAZ;39.275455893213795;A
A;70682;2010;GRAD_OCUP_PLAZ;38.92440039551451;A
A;70682;2009;GRAD_OCUP_PLAZ;41.16451427372688;A
A;70682;2008;GRAD_OCUP_PLAZ;47.15703202201612;A
A;70683;2020;GRAD_OCUP_PLAZ;27.56000000001971;A
A;70683;2019;GRAD_OCUP_PLAZ;40.794277747288305;A
A;70683;2018;GRAD_OCUP_PLAZ;40.526085727562105;A
A;70683;2017;GRAD_OCUP_PLAZ;39.87233945745149;A
A;70683;2016;GRAD_OCUP_PLAZ;38.25358517205487;A
A;70683;2015;GRAD_OCUP_PLAZ;35.90082027538778;A
A;70683;2014;GRAD_OCUP_PLAZ;37.047732278702945;A
A;70683;2013;GRAD_OCUP_PLAZ;32.94398368644148;A
A;70683;2012;GRAD_OCUP_PLAZ;29.925530974542045;A
A;70684;2020;GRAD_OCUP_PLAZ;26.95000000000895;A
A;70684;2019;GRAD_OCUP_PLAZ;51.77041377618599;A
A;70684;2018;GRAD_OCUP_PLAZ;47.079530397459585;A
A;70684;2014;GRAD_OCUP_PLAZ;40.654386477761186;A
A;70684;2013;GRAD_OCUP_PLAZ;36.59906245372491;A
A;70684;2012;GRAD_OCUP_PLAZ;36.1862562367712;A
A;70685;2020;GRAD_OCUP_PLAZ;41.499999999996625;A
A;70685;2019;GRAD_OCUP_PLAZ;75.74271709519613;A
A;70685;2018;GRAD_OCUP_PLAZ;66.61208422705705;A
A;70685;2017;GRAD_OCUP_PLAZ;72.57867493309493;A
A;70685;2016;GRAD_OCUP_PLAZ;70.81783588243063;A
A;70685;2015;GRAD_OCUP_PLAZ;66.10405337342178;A
A;70685;2014;GRAD_OCUP_PLAZ;66.24739714966273;A
A;70685;2013;GRAD_OCUP_PLAZ;66.63081332136935;A
A;70685;2011;GRAD_OCUP_PLAZ;69.65896467502661;A
A;70685;2010;GRAD_OCUP_PLAZ;59.62555613293126;A
A;70685;2009;GRAD_OCUP_PLAZ;56.882046257981365;A
A;70685;2008;GRAD_OCUP_PLAZ;65.82615313701592;A
A;70686;2020;GRAD_OCUP_PLAZ;29.870000000003394;A
A;70686;2019;GRAD_OCUP_PLAZ;60.70699872269787;A
A;70686;2018;GRAD_OCUP_PLAZ;64.76837658537345;A
A;70686;2017;GRAD_OCUP_PLAZ;69.64678476425986;A
A;70686;2016;GRAD_OCUP_PLAZ;65.53374842453816;A
A;70686;2015;GRAD_OCUP_PLAZ;64.64369151018522;A
A;70686;2014;GRAD_OCUP_PLAZ;53.99725169173605;A
A;70686;2013;GRAD_OCUP_PLAZ;47.15758848170721;A
A;70686;2009;GRAD_OCUP_PLAZ;42.45482630520532;A
A;70686;2008;GRAD_OCUP_PLAZ;45.90720024361774;A
A;70687;2020;GRAD_OCUP_PLAZ;30.64999999999813;A
A;70687;2019;GRAD_OCUP_PLAZ;62.68683340934317;A
A;70687;2018;GRAD_OCUP_PLAZ;62.54213407562535;A
A;70687;2017;GRAD_OCUP_PLAZ;64.79392098634186;A
A;70687;2016;GRAD_OCUP_PLAZ;64.9095890120256;A
A;70687;2015;GRAD_OCUP_PLAZ;60.481710149936774;A
A;70687;2014;GRAD_OCUP_PLAZ;57.109167124836624;A
A;70687;2013;GRAD_OCUP_PLAZ;53.99338729118041;A
A;70687;2012;GRAD_OCUP_PLAZ;52.88859965869345;A
A;70687;2011;GRAD_OCUP_PLAZ;54.31807462346092;A
A;70687;2010;GRAD_OCUP_PLAZ;56.03007634107201;A
A;70687;2009;GRAD_OCUP_PLAZ;54.13315753396664;A
A;70687;2008;GRAD_OCUP_PLAZ;62.01095913679318;A
A;70688;2020;GRAD_OCUP_PLAZ;31.43947585712959;A
A;70688;2019;GRAD_OCUP_PLAZ;65.08504214546082;A
A;70688;2018;GRAD_OCUP_PLAZ;64.32112524957091;A
A;70688;2017;GRAD_OCUP_PLAZ;65.65938966672424;A
A;70688;2016;GRAD_OCUP_PLAZ;64.8789964165799;A
A;70688;2015;GRAD_OCUP_PLAZ;62.46610446403134;A
A;70688;2014;GRAD_OCUP_PLAZ;59.79864780772687;A
A;70688;2013;GRAD_OCUP_PLAZ;55.88010285569855;A
A;70688;2012;GRAD_OCUP_PLAZ;52.271794156441175;A
A;70688;2011;GRAD_OCUP_PLAZ;50.6456048571696;A
A;70688;2010;GRAD_OCUP_PLAZ;47.73978455881287;A
A;70688;2009;GRAD_OCUP_PLAZ;44.79004879263477;A
A;70688;2008;GRAD_OCUP_PLAZ;48.91391528059853;A
A;55120;2020;GRAD_OCUP_PLAZ;31.045727047125048;A
A;55120;2019;GRAD_OCUP_PLAZ;52.940471515586424;A
A;55120;2018;GRAD_OCUP_PLAZ;51.583764138011645;A
A;55120;2017;GRAD_OCUP_PLAZ;53.13490162758272;A
A;55120;2016;GRAD_OCUP_PLAZ;53.580767829801374;A
A;55120;2015;GRAD_OCUP_PLAZ;54.15016402768568;A
A;55120;2014;GRAD_OCUP_PLAZ;51.520802055870774;A
A;55120;2013;GRAD_OCUP_PLAZ;50.8619091825476;A
A;55120;2012;GRAD_OCUP_PLAZ;48.83978203202474;A
A;55120;2011;GRAD_OCUP_PLAZ;49.27913843998483;A
A;55120;2010;GRAD_OCUP_PLAZ;44.35442703627605;A
A;55120;2009;GRAD_OCUP_PLAZ;42.285459962086605;A
A;55120;2008;GRAD_OCUP_PLAZ;48.74237786798468;A
A;70689;2020;GRAD_OCUP_PLAZ;40.06933582817287;A
A;70689;2019;GRAD_OCUP_PLAZ;63.0685340695386;A
A;70689;2018;GRAD_OCUP_PLAZ;63.28425330470361;A
A;70689;2017;GRAD_OCUP_PLAZ;63.12575803475955;A
A;70689;2016;GRAD_OCUP_PLAZ;63.361455267596334;A
A;70689;2015;GRAD_OCUP_PLAZ;60.45475625179626;A
A;70689;2014;GRAD_OCUP_PLAZ;54.90025725687012;A
A;70689;2013;GRAD_OCUP_PLAZ;56.19994348839752;A
A;70689;2012;GRAD_OCUP_PLAZ;51.39597171963536;A
A;70689;2011;GRAD_OCUP_PLAZ;52.641201517652284;A
A;70689;2010;GRAD_OCUP_PLAZ;51.235396231475605;A
A;70689;2009;GRAD_OCUP_PLAZ;50.54908869653354;A
A;70689;2008;GRAD_OCUP_PLAZ;54.93455168814778;A
A;55121;2020;GRAD_OCUP_PLAZ;31.069999999995254;A
A;55121;2019;GRAD_OCUP_PLAZ;50.159668315747425;A
A;55121;2018;GRAD_OCUP_PLAZ;50.413374891969404;A
A;55121;2017;GRAD_OCUP_PLAZ;57.64802810423;A
A;55121;2016;GRAD_OCUP_PLAZ;51.06093244111735;A
A;55121;2015;GRAD_OCUP_PLAZ;53.90434903868444;A
A;55121;2014;GRAD_OCUP_PLAZ;48.61500833180957;A
A;55121;2013;GRAD_OCUP_PLAZ;45.45710975686384;A
A;55121;2012;GRAD_OCUP_PLAZ;44.371947530996444;A
A;55121;2010;GRAD_OCUP_PLAZ;35.96906301993453;A
A;55121;2009;GRAD_OCUP_PLAZ;36.2085787479254;A
A;55121;2008;GRAD_OCUP_PLAZ;42.62090658589913;A
A;70690;2020;GRAD_OCUP_PLAZ;35.04430873462403;A
A;70690;2019;GRAD_OCUP_PLAZ;71.8940039257129;A
A;70690;2018;GRAD_OCUP_PLAZ;74.11912383696354;A
A;70690;2017;GRAD_OCUP_PLAZ;74.86263165941011;A
A;70690;2016;GRAD_OCUP_PLAZ;77.16038062526752;A
A;70690;2015;GRAD_OCUP_PLAZ;73.18794319085532;A
A;70690;2014;GRAD_OCUP_PLAZ;72.60188405019613;A
A;70690;2013;GRAD_OCUP_PLAZ;73.83882268712703;A
A;70690;2012;GRAD_OCUP_PLAZ;69.83794177403611;A
A;70690;2011;GRAD_OCUP_PLAZ;64.10060741353011;A
A;70690;2010;GRAD_OCUP_PLAZ;61.30703839870234;A
A;70690;2009;GRAD_OCUP_PLAZ;63.48599939298846;A
A;70690;2008;GRAD_OCUP_PLAZ;67.12178765365269;A
A;55122;2019;GRAD_OCUP_PLAZ;55.13232211202885;A
A;70691;2020;GRAD_OCUP_PLAZ;36.60663683138429;A
A;70691;2019;GRAD_OCUP_PLAZ;69.18742582020347;A
A;70691;2018;GRAD_OCUP_PLAZ;67.56533416264989;A
A;70691;2017;GRAD_OCUP_PLAZ;65.35155157476795;A
A;70691;2016;GRAD_OCUP_PLAZ;62.65263854124766;A
A;70691;2015;GRAD_OCUP_PLAZ;60.064352085781145;A
A;70691;2014;GRAD_OCUP_PLAZ;55.702626999648565;A
A;70691;2013;GRAD_OCUP_PLAZ;52.062432212155684;A
A;70691;2012;GRAD_OCUP_PLAZ;51.9438829961055;A
A;70691;2011;GRAD_OCUP_PLAZ;54.248829334411255;A
A;70691;2010;GRAD_OCUP_PLAZ;50.23054758063845;A
A;70691;2009;GRAD_OCUP_PLAZ;48.516112946394976;A
A;70691;2008;GRAD_OCUP_PLAZ;51.8371519144286;A
P;70665;2021;GRAD_OCUP_PLAZ;48.36596287679006;A
P;55107;2021;GRAD_OCUP_PLAZ;40.91238427192035;A
P;55108;2021;GRAD_OCUP_PLAZ;47.33060712907026;A
P;70667;2021;GRAD_OCUP_PLAZ;49.842557956221434;A
P;70669;2021;GRAD_OCUP_PLAZ;36.458353166405495;A
P;55109;2021;GRAD_OCUP_PLAZ;56.713295608392656;A
P;70671;2021;GRAD_OCUP_PLAZ;51.13105085561562;A
P;70672;2021;GRAD_OCUP_PLAZ;61.11041055556373;A
P;70673;2021;GRAD_OCUP_PLAZ;61.481763255052165;A
P;55110;2021;GRAD_OCUP_PLAZ;56.67903925556876;A
P;70674;2021;GRAD_OCUP_PLAZ;45.0164087954125;A
P;70675;2021;GRAD_OCUP_PLAZ;43.84928919508156;A
P;278910;2021;GRAD_OCUP_PLAZ;50.44948331896045;A
P;55111;2021;GRAD_OCUP_PLAZ;51.997478897910725;A
P;55113;2021;GRAD_OCUP_PLAZ;40.185083212688326;A
P;55114;2021;GRAD_OCUP_PLAZ;49.64725803067752;A
P;55115;2021;GRAD_OCUP_PLAZ;46.72499502701392;A
P;70676;2021;GRAD_OCUP_PLAZ;26.800234548454736;A
P;70679;2021;GRAD_OCUP_PLAZ;45.804999427702725;A
P;278109;2021;GRAD_OCUP_PLAZ;38.92032769762902;A
P;70681;2021;GRAD_OCUP_PLAZ;37.55735311461219;A
P;269777;2021;GRAD_OCUP_PLAZ;36.58418847430066;A
P;70682;2021;GRAD_OCUP_PLAZ;41.2566688871458;A
P;70683;2021;GRAD_OCUP_PLAZ;36.26948053146362;A
P;70684;2021;GRAD_OCUP_PLAZ;31.04718757341451;A
P;70685;2021;GRAD_OCUP_PLAZ;57.32106292527575;A
P;70686;2021;GRAD_OCUP_PLAZ;54.81791364175643;A
P;70687;2021;GRAD_OCUP_PLAZ;38.31338477125445;A
P;70688;2021;GRAD_OCUP_PLAZ;46.49795994803547;A
P;55120;2021;GRAD_OCUP_PLAZ;44.64306057700708;A
P;70689;2021;GRAD_OCUP_PLAZ;51.838587872856216;A
P;55121;2021;GRAD_OCUP_PLAZ;38.964172698042375;A
P;70690;2021;GRAD_OCUP_PLAZ;53.45809066470341;A
P;55122;2021;GRAD_OCUP_PLAZ;44.94758265809558;A
P;70691;2021;GRAD_OCUP_PLAZ;43.743258418319456;A
A;70665;2020;GRAC_OCUP_PLAZ_FIN_SEMA;43.46999999999593;A
A;70665;2019;GRAC_OCUP_PLAZ_FIN_SEMA;65.70500037679781;A
A;70665;2018;GRAC_OCUP_PLAZ_FIN_SEMA;66.5579371511164;A
A;70665;2017;GRAC_OCUP_PLAZ_FIN_SEMA;67.49932359694478;A
A;70665;2016;GRAC_OCUP_PLAZ_FIN_SEMA;60.05786033862261;A
A;70665;2015;GRAC_OCUP_PLAZ_FIN_SEMA;58.165248931694784;A
A;70665;2014;GRAC_OCUP_PLAZ_FIN_SEMA;52.67099756984072;A
A;70665;2013;GRAC_OCUP_PLAZ_FIN_SEMA;47.69368790810356;A
A;70665;2012;GRAC_OCUP_PLAZ_FIN_SEMA;43.86198625300238;A
A;70665;2011;GRAC_OCUP_PLAZ_FIN_SEMA;48.79047378826172;A
A;70665;2010;GRAC_OCUP_PLAZ_FIN_SEMA;47.6786755518308;A
A;70665;2009;GRAC_OCUP_PLAZ_FIN_SEMA;46.96523138187112;A
A;70665;2008;GRAC_OCUP_PLAZ_FIN_SEMA;30.893263916377514;A
A;70666;2020;GRAC_OCUP_PLAZ_FIN_SEMA;28.500000000015547;A
A;70666;2018;GRAC_OCUP_PLAZ_FIN_SEMA;31.22488508814461;A
A;70666;2017;GRAC_OCUP_PLAZ_FIN_SEMA;37.040717790545706;A
A;70666;2015;GRAC_OCUP_PLAZ_FIN_SEMA;32.20378276738218;A
A;70666;2014;GRAC_OCUP_PLAZ_FIN_SEMA;30.185548720790653;A
A;70666;2013;GRAC_OCUP_PLAZ_FIN_SEMA;24.87876790964537;A
A;70668;2020;GRAC_OCUP_PLAZ_FIN_SEMA;18.870000000005422;A
A;70668;2019;GRAC_OCUP_PLAZ_FIN_SEMA;52.22188363917513;A
A;70668;2014;GRAC_OCUP_PLAZ_FIN_SEMA;43.43750696796199;A
A;55107;2020;GRAC_OCUP_PLAZ_FIN_SEMA;35.59999999999725;A
A;55107;2019;GRAC_OCUP_PLAZ_FIN_SEMA;49.007502414988515;A
