OBS_STATUS;PARQUES_TURISMO;RESITUR;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;55537;516711;2008;VIAJEROS;9460.57;A
A;55537;516712;2020;VIAJEROS;134.435211055;A
A;55537;516712;2019;VIAJEROS;800.148962858;A
A;55537;516712;2018;VIAJEROS;1596.851967377;A
A;55537;516712;2017;VIAJEROS;1921.786480142;A
A;55537;516712;2016;VIAJEROS;1943.184385947;A
A;55537;516712;2014;VIAJEROS;187.393929325;A
A;55537;516712;2012;VIAJEROS;207.28;A
A;55537;516712;2011;VIAJEROS;616.46;A
A;55537;516712;2010;VIAJEROS;100.37;A
A;55537;516712;2009;VIAJEROS;207.66;A
A;55537;516712;2008;VIAJEROS;111.93;A
A;55537;55571;2020;VIAJEROS;2930.95754777;A
A;55537;55571;2019;VIAJEROS;15863.13432725;A
A;55537;55571;2018;VIAJEROS;17293.17036787;A
A;55537;55571;2017;VIAJEROS;16779.97813318;A
A;55537;55571;2016;VIAJEROS;15053.43955544;A
A;55537;55571;2015;VIAJEROS;9540.05458545;A
A;55537;55571;2014;VIAJEROS;10120.30301656;A
A;55537;55571;2013;VIAJEROS;8778.69;A
A;55537;55571;2012;VIAJEROS;7319.78;A
A;55537;55571;2011;VIAJEROS;6892.81;A
A;55537;55571;2010;VIAJEROS;5522.08;A
A;55537;55571;2009;VIAJEROS;6067.67;A
A;55537;55571;2008;VIAJEROS;4682.55;A
A;55537;516713;2020;VIAJEROS;647.447073451;A
A;55537;516713;2019;VIAJEROS;13768.838406843;A
A;55537;516713;2018;VIAJEROS;11379.536909421;A
A;55537;516713;2017;VIAJEROS;9617.499727859;A
A;55537;516713;2016;VIAJEROS;8587.234321728;A
A;55537;516713;2015;VIAJEROS;6862.97457984;A
A;55537;516713;2014;VIAJEROS;5080.755801632;A
A;55537;516713;2013;VIAJEROS;3151.04;A
A;55537;516713;2012;VIAJEROS;2139.24;A
A;55537;516713;2011;VIAJEROS;4032.79;A
A;55537;516713;2010;VIAJEROS;1308.6;A
A;55537;516713;2009;VIAJEROS;1160.4;A
A;55537;516713;2008;VIAJEROS;855.11;A
A;55537;516715;2020;VIAJEROS;1767.771958979;A
A;55537;516715;2019;VIAJEROS;8591.405974101;A
A;55537;516715;2018;VIAJEROS;9678.249738237;A
A;55537;516715;2017;VIAJEROS;11056.550965946;A
A;55537;516715;2016;VIAJEROS;11063.466556069;A
A;55537;516715;2015;VIAJEROS;8040.370307246;A
A;55537;516715;2014;VIAJEROS;5989.542184915;A
A;55537;516715;2013;VIAJEROS;5135.99;A
A;55537;516715;2012;VIAJEROS;2542.39;A
A;55537;516715;2011;VIAJEROS;3557.39;A
A;55537;516715;2010;VIAJEROS;5209.67;A
A;55537;516715;2009;VIAJEROS;5581.16;A
A;55537;516715;2008;VIAJEROS;5865.37;A
A;55537;55574;2020;VIAJEROS;12417.327894206;A
A;55537;55574;2019;VIAJEROS;91950.189061127;A
A;55537;55574;2018;VIAJEROS;98899.76945941;A
A;55537;55574;2017;VIAJEROS;91969.28373098;A
A;55537;55574;2016;VIAJEROS;78563.851811;A
A;55537;55574;2015;VIAJEROS;49811.42033659;A
A;55537;55574;2014;VIAJEROS;46763.90982672;A
A;55537;55574;2013;VIAJEROS;46035.16;A
A;55537;55574;2012;VIAJEROS;30042.75;A
A;55537;55574;2011;VIAJEROS;24885.84;A
A;55537;55574;2010;VIAJEROS;27125.07;A
A;55537;55574;2009;VIAJEROS;33320.87;A
A;55537;55574;2008;VIAJEROS;57350.16;A
A;55537;516716;2020;VIAJEROS;253.44211431;A
A;55537;516716;2019;VIAJEROS;10295.808866355;A
A;55537;516716;2018;VIAJEROS;11958.756728165;A
A;55537;516716;2017;VIAJEROS;9612.887994166;A
A;55537;516716;2016;VIAJEROS;8384.173944642;A
A;55537;516716;2015;VIAJEROS;6561.582258724;A
A;55537;516716;2014;VIAJEROS;6028.14921218;A
A;55537;516716;2013;VIAJEROS;3662.0;A
A;55537;516716;2012;VIAJEROS;5748.33;A
A;55537;516716;2011;VIAJEROS;3844.07;A
A;55537;516716;2010;VIAJEROS;491.13;A
A;55537;516716;2009;VIAJEROS;454.49;A
A;55537;516716;2008;VIAJEROS;403.29;A
A;55537;516717;2020;VIAJEROS;1290.299581312;A
A;55537;516717;2019;VIAJEROS;6574.040496385;A
A;55537;516717;2018;VIAJEROS;10843.992318253;A
A;55537;516717;2017;VIAJEROS;21443.784486241;A
A;55537;516717;2016;VIAJEROS;13205.296915167;A
A;55537;516717;2015;VIAJEROS;9526.998502531;A
A;55537;516717;2014;VIAJEROS;9603.673443717;A
A;55537;516717;2013;VIAJEROS;9176.09;A
A;55537;516717;2012;VIAJEROS;5122.62;A
A;55537;516717;2011;VIAJEROS;1990.67;A
A;55537;516717;2010;VIAJEROS;1930.6;A
A;55537;516717;2009;VIAJEROS;1347.09;A
A;55537;516717;2008;VIAJEROS;2076.16;A
A;55537;516718;2020;VIAJEROS;6139.456948559;A
A;55537;516718;2019;VIAJEROS;13926.880828635;A
A;55537;516718;2018;VIAJEROS;14492.498041045;A
A;55537;516718;2017;VIAJEROS;13548.207178352;A
A;55537;516718;2016;VIAJEROS;12424.736746655;A
A;55537;516718;2015;VIAJEROS;9614.027244382;A
A;55537;516718;2014;VIAJEROS;7039.268538735;A
A;55537;516718;2013;VIAJEROS;6773.47;A
A;55537;516718;2012;VIAJEROS;8195.46;A
A;55537;516718;2011;VIAJEROS;6289.77;A
A;55537;516718;2010;VIAJEROS;3335.37;A
A;55537;516718;2009;VIAJEROS;2870.49;A
A;55537;516718;2008;VIAJEROS;3148.14;A
A;55537;516719;2020;VIAJEROS;275.55533214;A
A;55537;516719;2019;VIAJEROS;1763.521171262;A
A;55537;516719;2018;VIAJEROS;2293.336444963;A
A;55537;516719;2017;VIAJEROS;2101.506849763;A
A;55537;516719;2016;VIAJEROS;1693.417082985;A
A;55537;516719;2015;VIAJEROS;1571.68650935;A
A;55537;516719;2014;VIAJEROS;3626.293414432;A
A;55537;516719;2013;VIAJEROS;3934.93;A
A;55537;516719;2012;VIAJEROS;1326.98;A
A;55537;516719;2011;VIAJEROS;1606.59;A
A;55537;516719;2010;VIAJEROS;1435.03;A
A;55537;516719;2009;VIAJEROS;935.72;A
A;55537;516719;2008;VIAJEROS;885.08;A
A;55537;516720;2020;VIAJEROS;769.71074241;A
A;55537;516720;2019;VIAJEROS;2391.09364094;A
A;55537;516720;2018;VIAJEROS;2101.014170508;A
A;55537;516720;2017;VIAJEROS;2459.158136195;A
A;55537;516720;2016;VIAJEROS;1852.949638396;A
A;55537;516720;2015;VIAJEROS;1911.51432745;A
A;55537;516720;2014;VIAJEROS;2073.800618537;A
A;55537;516720;2013;VIAJEROS;2363.28;A
A;55537;516720;2012;VIAJEROS;2451.11;A
A;55537;516720;2011;VIAJEROS;1392.48;A
A;55537;516720;2010;VIAJEROS;1371.18;A
A;55537;516720;2009;VIAJEROS;1107.31;A
A;55537;516720;2008;VIAJEROS;755.92;A
A;55537;516721;2020;VIAJEROS;1034.342129074;A
A;55537;516721;2019;VIAJEROS;3327.476436313;A
A;55537;516721;2018;VIAJEROS;3029.058184379;A
A;55537;516721;2017;VIAJEROS;3189.488834053;A
A;55537;516721;2016;VIAJEROS;3137.67123188;A
A;55537;516721;2015;VIAJEROS;4066.567060596;A
A;55537;516721;2014;VIAJEROS;3178.893892337;A
A;55537;516721;2013;VIAJEROS;1955.43;A
A;55537;516721;2012;VIAJEROS;1543.82;A
A;55537;516721;2011;VIAJEROS;2296.84;A
A;55537;516721;2010;VIAJEROS;1837.73;A
A;55537;516721;2009;VIAJEROS;1903.49;A
A;55537;516721;2008;VIAJEROS;1373.55;A
A;55537;516722;2020;VIAJEROS;1977.781795579;A
A;55537;516722;2019;VIAJEROS;6106.910039872;A
A;55537;516722;2018;VIAJEROS;5787.75149252;A
A;55537;516722;2017;VIAJEROS;6162.791344092;A
A;55537;516722;2016;VIAJEROS;6437.638723588;A
A;55537;516722;2015;VIAJEROS;4248.377769118;A
A;55537;516722;2014;VIAJEROS;5587.516282492;A
A;55537;516722;2013;VIAJEROS;4771.39;A
A;55537;516722;2012;VIAJEROS;4702.0;A
A;55537;516722;2011;VIAJEROS;5275.23;A
A;55537;516722;2010;VIAJEROS;3447.57;A
A;55537;516722;2009;VIAJEROS;5018.27;A
A;55537;516722;2008;VIAJEROS;3445.52;A
A;55537;516723;2020;VIAJEROS;404.527406902;A
A;55537;516723;2019;VIAJEROS;515.392265663;A
A;55537;516723;2018;VIAJEROS;553.410892312;A
A;55537;516723;2017;VIAJEROS;766.288243166;A
A;55537;516723;2016;VIAJEROS;465.469232281;A
A;55537;516723;2015;VIAJEROS;286.745203343;A
A;55537;516723;2014;VIAJEROS;406.393623775;A
A;55537;516723;2013;VIAJEROS;594.89;A
A;55537;516723;2012;VIAJEROS;180.42;A
A;55537;516723;2011;VIAJEROS;247.05;A
A;55537;516723;2010;VIAJEROS;322.71;A
A;55537;516723;2009;VIAJEROS;431.11;A
A;55537;516723;2008;VIAJEROS;362.96;A
A;55537;516724;2020;VIAJEROS;773.574176208;A
A;55537;516724;2019;VIAJEROS;4362.359633167;A
A;55537;516724;2018;VIAJEROS;3729.88634503;A
A;55537;516724;2017;VIAJEROS;3229.726675792;A
A;55537;516724;2016;VIAJEROS;3176.826793826;A
A;55537;516724;2015;VIAJEROS;2759.776134439;A
A;55537;516724;2014;VIAJEROS;2374.489002565;A
A;55537;516724;2013;VIAJEROS;2621.87;A
A;55537;516724;2012;VIAJEROS;1932.35;A
A;55537;516724;2011;VIAJEROS;2900.87;A
A;55537;516724;2010;VIAJEROS;2318.61;A
A;55537;516724;2009;VIAJEROS;2201.33;A
A;55537;516724;2008;VIAJEROS;2366.57;A
A;55537;516725;2020;VIAJEROS;6252.33621055;A
A;55537;516725;2019;VIAJEROS;11959.150223542;A
A;55537;516725;2018;VIAJEROS;10570.533774864;A
A;55537;516725;2017;VIAJEROS;10254.282814851;A
A;55537;516725;2016;VIAJEROS;8474.823336104;A
A;55537;516725;2015;VIAJEROS;7114.123150122;A
A;55537;516725;2014;VIAJEROS;7638.350293514;A
A;55537;516725;2013;VIAJEROS;6978.21;A
A;55537;516725;2012;VIAJEROS;5068.1;A
A;55537;516725;2011;VIAJEROS;6210.43;A
A;55537;516725;2010;VIAJEROS;5830.15;A
A;55537;516725;2009;VIAJEROS;5785.57;A
A;55537;516725;2008;VIAJEROS;6601.14;A
A;55537;516726;2020;VIAJEROS;6703.350762847;A
A;55537;516726;2019;VIAJEROS;15564.943709718;A
A;55537;516726;2018;VIAJEROS;12562.259844687;A
A;55537;516726;2017;VIAJEROS;11378.933955443;A
A;55537;516726;2016;VIAJEROS;10250.941618407;A
A;55537;516726;2015;VIAJEROS;8689.556294466;A
A;55537;516726;2014;VIAJEROS;8686.220430165;A
A;55537;516726;2013;VIAJEROS;6604.65;A
A;55537;516726;2012;VIAJEROS;5515.39;A
A;55537;516726;2011;VIAJEROS;6773.99;A
A;55537;516726;2010;VIAJEROS;5535.76;A
A;55537;516726;2009;VIAJEROS;5758.76;A
A;55537;516726;2008;VIAJEROS;6462.91;A
A;55537;516727;2020;VIAJEROS;3917.109963369;A
A;55537;516727;2019;VIAJEROS;18806.918524649;A
A;55537;516727;2018;VIAJEROS;15284.62663792;A
A;55537;516727;2017;VIAJEROS;12925.061192244;A
A;55537;516727;2016;VIAJEROS;12432.395844601;A
A;55537;516727;2015;VIAJEROS;7705.47105487;A
A;55537;516727;2014;VIAJEROS;11090.366044811;A
A;55537;516727;2013;VIAJEROS;14082.96;A
A;55537;516727;2012;VIAJEROS;4498.61;A
A;55537;516727;2011;VIAJEROS;6620.49;A
A;55537;516727;2010;VIAJEROS;6415.06;A
A;55537;516727;2009;VIAJEROS;8935.05;A
A;55537;516727;2008;VIAJEROS;8946.46;A
A;55538;55698;2020;VIAJEROS;993557.633463107;A
A;55538;55698;2019;VIAJEROS;2204701.532874828;A
A;55538;55698;2018;VIAJEROS;2047451.449332871;A
A;55538;55698;2017;VIAJEROS;1987391.374856576;A
A;55538;55698;2016;VIAJEROS;1936088.231039557;A
A;55538;55698;2015;VIAJEROS;1823076.960843574;A
A;55538;55698;2014;VIAJEROS;1660322.27183726;A
A;55538;55698;2013;VIAJEROS;1685144.62;A
A;55538;55698;2012;VIAJEROS;1480236.17;A
A;55538;55698;2011;VIAJEROS;1712578.93;A
A;55538;55698;2010;VIAJEROS;1755595.53;A
A;55538;55698;2009;VIAJEROS;1888841.19;A
A;55538;55698;2008;VIAJEROS;2027523.08;A
A;55538;55565;2020;VIAJEROS;817677.168739736;A
A;55538;55565;2019;VIAJEROS;1427767.932237583;A
A;55538;55565;2018;VIAJEROS;1301142.477498853;A
A;55538;55565;2017;VIAJEROS;1235847.131227327;A
A;55538;55565;2016;VIAJEROS;1230713.981828442;A
A;55538;55565;2015;VIAJEROS;1228059.992224888;A
A;55538;55565;2014;VIAJEROS;1133510.079260452;A
A;55538;55565;2013;VIAJEROS;1127897.22;A
A;55538;55565;2012;VIAJEROS;980436.09;A
A;55538;55565;2011;VIAJEROS;1158652.11;A
A;55538;55565;2010;VIAJEROS;1236433.94;A
A;55538;55565;2009;VIAJEROS;1367761.95;A
A;55538;55565;2008;VIAJEROS;1436416.12;A
A;55538;55697;2020;VIAJEROS;175880.464723371;A
A;55538;55697;2019;VIAJEROS;776933.600637245;A
A;55538;55697;2018;VIAJEROS;746308.971834018;A
A;55538;55697;2017;VIAJEROS;751544.243629249;A
A;55538;55697;2016;VIAJEROS;705374.249211115;A
A;55538;55697;2015;VIAJEROS;595016.968618686;A
A;55538;55697;2014;VIAJEROS;526812.192576808;A
A;55538;55697;2013;VIAJEROS;557247.4;A
A;55538;55697;2012;VIAJEROS;499800.08;A
A;55538;55697;2011;VIAJEROS;553926.82;A
A;55538;55697;2010;VIAJEROS;519161.59;A
A;55538;55697;2009;VIAJEROS;521079.24;A
A;55538;55697;2008;VIAJEROS;591106.96;A
A;55538;55577;2020;VIAJEROS;21357.396947696;A
A;55538;55577;2019;VIAJEROS;229456.566263114;A
A;55538;55577;2018;VIAJEROS;247915.8821861;A
A;55538;55577;2017;VIAJEROS;262102.9144375;A
A;55538;55577;2016;VIAJEROS;249768.7507468;A
A;55538;55577;2015;VIAJEROS;218004.5221065;A
A;55538;55577;2014;VIAJEROS;198716.8906473;A
A;55538;55577;2013;VIAJEROS;210731.2;A
A;55538;55577;2012;VIAJEROS;200460.23;A
A;55538;55577;2011;VIAJEROS;212461.4;A
A;55538;55577;2010;VIAJEROS;211817.66;A
A;55538;55577;2009;VIAJEROS;221623.98;A
A;55538;55577;2008;VIAJEROS;240479.56;A
A;55538;516705;2020;VIAJEROS;1119.785110535;A
A;55538;516705;2019;VIAJEROS;9432.551402893;A
A;55538;516705;2018;VIAJEROS;9212.88614017;A
A;55538;516705;2017;VIAJEROS;8743.592592735;A
A;55538;516705;2016;VIAJEROS;8416.18345221;A
A;55538;516705;2015;VIAJEROS;8208.28235137;A
A;55538;516705;2014;VIAJEROS;8233.83818075;A
A;55538;516705;2013;VIAJEROS;8237.64;A
A;55538;516705;2012;VIAJEROS;6922.04;A
A;55538;516705;2011;VIAJEROS;9120.99;A
A;55538;516705;2010;VIAJEROS;8622.97;A
A;55538;516705;2009;VIAJEROS;6025.28;A
A;55538;516705;2008;VIAJEROS;6206.68;A
A;55538;516706;2020;VIAJEROS;4390.018297213;A
A;55538;516706;2019;VIAJEROS;19009.423237815;A
A;55538;516706;2018;VIAJEROS;20486.61611353;A
A;55538;516706;2017;VIAJEROS;18938.77720366;A
A;55538;516706;2016;VIAJEROS;18196.05896992;A
A;55538;516706;2015;VIAJEROS;14732.250099;A
A;55538;516706;2014;VIAJEROS;13595.39375492;A
A;55538;516706;2013;VIAJEROS;15408.33;A
A;55538;516706;2012;VIAJEROS;13424.21;A
A;55538;516706;2011;VIAJEROS;14081.71;A
A;55538;516706;2010;VIAJEROS;11163.89;A
A;55538;516706;2009;VIAJEROS;13239.75;A
A;55538;516706;2008;VIAJEROS;16355.88;A
A;55538;516707;2020;VIAJEROS;1469.748726285;A
A;55538;516707;2019;VIAJEROS;7248.03648562;A
A;55538;516707;2018;VIAJEROS;7125.840542282;A
A;55538;516707;2017;VIAJEROS;6021.998947242;A
A;55538;516707;2016;VIAJEROS;10916.209538302;A
A;55538;516707;2015;VIAJEROS;6064.931492207;A
A;55538;516707;2014;VIAJEROS;4621.757782933;A
A;55538;516707;2013;VIAJEROS;4917.53;A
A;55538;516707;2012;VIAJEROS;3897.44;A
A;55538;516707;2011;VIAJEROS;4929.53;A
A;55538;516707;2010;VIAJEROS;6601.45;A
A;55538;516707;2009;VIAJEROS;5857.39;A
A;55538;516707;2008;VIAJEROS;6386.47;A
A;55538;516708;2020;VIAJEROS;1418.354714654;A
A;55538;516708;2019;VIAJEROS;4383.753144889;A
A;55538;516708;2018;VIAJEROS;4192.41668508;A
A;55538;516708;2017;VIAJEROS;3940.330010632;A
A;55538;516708;2016;VIAJEROS;3949.677555789;A
A;55538;516708;2015;VIAJEROS;3835.1846155;A
A;55538;516708;2014;VIAJEROS;3239.665134173;A
A;55538;516708;2013;VIAJEROS;4039.84;A
A;55538;516708;2012;VIAJEROS;3606.48;A
A;55538;516708;2011;VIAJEROS;3385.04;A
A;55538;516708;2010;VIAJEROS;7221.82;A
A;55538;516708;2009;VIAJEROS;5489.8;A
A;55538;516708;2008;VIAJEROS;4844.99;A
A;55538;55568;2020;VIAJEROS;15752.715638262;A
A;55538;55568;2019;VIAJEROS;65373.016322667;A
A;55538;55568;2018;VIAJEROS;56421.6114579;A
A;55538;55568;2017;VIAJEROS;54360.64222373;A
A;55538;55568;2016;VIAJEROS;53873.75709057;A
A;55538;55568;2015;VIAJEROS;44187.50507762;A
A;55538;55568;2014;VIAJEROS;38040.19723102;A
A;55538;55568;2013;VIAJEROS;47161.96;A
A;55538;55568;2012;VIAJEROS;37543.45;A
A;55538;55568;2011;VIAJEROS;41279.43;A
A;55538;55568;2010;VIAJEROS;37901.13;A
A;55538;55568;2009;VIAJEROS;35041.03;A
A;55538;55568;2008;VIAJEROS;38516.85;A
A;55538;516709;2020;VIAJEROS;911.459243148;A
A;55538;516709;2019;VIAJEROS;2708.098178936;A
A;55538;516709;2018;VIAJEROS;1819.590676215;A
A;55538;516709;2017;VIAJEROS;2006.659345203;A
A;55538;516709;2016;VIAJEROS;2690.917624106;A
A;55538;516709;2015;VIAJEROS;2362.369960346;A
A;55538;516709;2014;VIAJEROS;2214.715162488;A
A;55538;516709;2013;VIAJEROS;2076.93;A
A;55538;516709;2012;VIAJEROS;1282.13;A
A;55538;516709;2011;VIAJEROS;1244.71;A
A;55538;516709;2010;VIAJEROS;1592.27;A
A;55538;516709;2009;VIAJEROS;1391.0;A
A;55538;516709;2008;VIAJEROS;2142.23;A
A;55538;516710;2020;VIAJEROS;1612.786917424;A
A;55538;516710;2019;VIAJEROS;9410.529374137;A
A;55538;516710;2018;VIAJEROS;7783.37030032;A
A;55538;516710;2017;VIAJEROS;8770.02381855;A
A;55538;516710;2016;VIAJEROS;7633.00408692;A
A;55538;516710;2015;VIAJEROS;7652.770669305;A
A;55538;516710;2014;VIAJEROS;5202.442367666;A
A;55538;516710;2013;VIAJEROS;5281.36;A
