TEMPORAL;SEXO;MES;TERRITORIO;TIPOMOVIMIEN;INDICATOR;OBS_VALUE;FREQ
2019;F;55918;515892;515926;NUME_MOVI;3450.0;A
2019;F;55919;ES614;515926;NUME_MOVI;525.0;A
2019;F;55919;ES617;515926;NUME_MOVI;800.0;A
2019;F;55919;ES618;515926;NUME_MOVI;600.0;A
2019;F;55919;515892;515926;NUME_MOVI;2975.0;A
2019;F;55920;ES611;515926;NUME_MOVI;4800.0;A
2019;F;55920;ES612;515926;NUME_MOVI;5925.0;A
2019;F;55920;ES613;515926;NUME_MOVI;3950.0;A
2019;F;55920;ES614;515926;NUME_MOVI;5825.0;A
2019;F;55920;ES615;515926;NUME_MOVI;2675.0;A
2019;F;55920;ES616;515926;NUME_MOVI;3200.0;A
2019;F;55920;ES617;515926;NUME_MOVI;12500.0;A
2019;F;55920;ES618;515926;NUME_MOVI;11375.0;A
2019;F;55920;515892;515926;NUME_MOVI;50600.0;A
2019;_T;55908;ES611;515926;NUME_MOVI;1000.0;A
2019;_T;55908;ES612;515926;NUME_MOVI;1275.0;A
2019;_T;55908;ES613;515926;NUME_MOVI;1050.0;A
2019;_T;55908;ES614;515926;NUME_MOVI;1025.0;A
2019;_T;55908;ES615;515926;NUME_MOVI;550.0;A
2019;_T;55908;ES616;515926;NUME_MOVI;600.0;A
2019;_T;55908;ES617;515926;NUME_MOVI;2550.0;A
2019;_T;55908;ES618;515926;NUME_MOVI;1500.0;A
2019;_T;55908;515892;515926;NUME_MOVI;9625.0;A
2019;_T;55909;ES611;515926;NUME_MOVI;875.0;A
2019;_T;55909;ES612;515926;NUME_MOVI;1225.0;A
2019;_T;55909;ES613;515926;NUME_MOVI;700.0;A
2019;_T;55909;ES614;515926;NUME_MOVI;900.0;A
2019;_T;55909;ES616;515926;NUME_MOVI;525.0;A
2019;_T;55909;ES617;515926;NUME_MOVI;2500.0;A
2019;_T;55909;ES618;515926;NUME_MOVI;2050.0;A
2019;_T;55909;515892;515926;NUME_MOVI;9325.0;A
2019;_T;55910;ES611;515926;NUME_MOVI;1100.0;A
2019;_T;55910;ES612;515926;NUME_MOVI;1450.0;A
2019;_T;55910;ES613;515926;NUME_MOVI;650.0;A
2019;_T;55910;ES614;515926;NUME_MOVI;1075.0;A
2019;_T;55910;ES616;515926;NUME_MOVI;900.0;A
2019;_T;55910;ES617;515926;NUME_MOVI;2475.0;A
2019;_T;55910;ES618;515926;NUME_MOVI;1800.0;A
2019;_T;55910;515892;515926;NUME_MOVI;9800.0;A
2019;_T;55911;ES611;515926;NUME_MOVI;1300.0;A
2019;_T;55911;ES612;515926;NUME_MOVI;1525.0;A
2019;_T;55911;ES613;515926;NUME_MOVI;1200.0;A
2019;_T;55911;ES614;515926;NUME_MOVI;1100.0;A
2019;_T;55911;ES615;515926;NUME_MOVI;850.0;A
2019;_T;55911;ES616;515926;NUME_MOVI;825.0;A
2019;_T;55911;ES617;515926;NUME_MOVI;2500.0;A
2019;_T;55911;ES618;515926;NUME_MOVI;2550.0;A
2019;_T;55911;515892;515926;NUME_MOVI;11900.0;A
2019;_T;55912;ES611;515926;NUME_MOVI;725.0;A
2019;_T;55912;ES612;515926;NUME_MOVI;1825.0;A
2019;_T;55912;ES613;515926;NUME_MOVI;950.0;A
2019;_T;55912;ES614;515926;NUME_MOVI;925.0;A
2019;_T;55912;ES615;515926;NUME_MOVI;575.0;A
2019;_T;55912;ES616;515926;NUME_MOVI;775.0;A
2019;_T;55912;ES617;515926;NUME_MOVI;2350.0;A
2019;_T;55912;ES618;515926;NUME_MOVI;2075.0;A
2019;_T;55912;515892;515926;NUME_MOVI;10250.0;A
2019;_T;55913;ES611;515926;NUME_MOVI;1050.0;A
2019;_T;55913;ES612;515926;NUME_MOVI;1250.0;A
2019;_T;55913;ES613;515926;NUME_MOVI;950.0;A
2019;_T;55913;ES614;515926;NUME_MOVI;1375.0;A
2019;_T;55913;ES615;515926;NUME_MOVI;675.0;A
2019;_T;55913;ES616;515926;NUME_MOVI;750.0;A
2019;_T;55913;ES617;515926;NUME_MOVI;2825.0;A
2019;_T;55913;ES618;515926;NUME_MOVI;2300.0;A
2019;_T;55913;515892;515926;NUME_MOVI;11250.0;A
2019;_T;55914;ES611;515926;NUME_MOVI;825.0;A
2019;_T;55914;ES612;515926;NUME_MOVI;1100.0;A
2019;_T;55914;ES613;515926;NUME_MOVI;850.0;A
2019;_T;55914;ES614;515926;NUME_MOVI;1525.0;A
2019;_T;55914;ES615;515926;NUME_MOVI;700.0;A
2019;_T;55914;ES616;515926;NUME_MOVI;975.0;A
2019;_T;55914;ES617;515926;NUME_MOVI;2450.0;A
2019;_T;55914;ES618;515926;NUME_MOVI;1850.0;A
2019;_T;55914;515892;515926;NUME_MOVI;10325.0;A
2019;_T;55915;ES611;515926;NUME_MOVI;525.0;A
2019;_T;55915;ES612;515926;NUME_MOVI;650.0;A
2019;_T;55915;ES614;515926;NUME_MOVI;675.0;A
2019;_T;55915;ES616;515926;NUME_MOVI;700.0;A
2019;_T;55915;ES617;515926;NUME_MOVI;1525.0;A
2019;_T;55915;ES618;515926;NUME_MOVI;1400.0;A
2019;_T;55915;515892;515926;NUME_MOVI;6425.0;A
2019;_T;55916;ES611;515926;NUME_MOVI;950.0;A
2019;_T;55916;ES612;515926;NUME_MOVI;1150.0;A
2019;_T;55916;ES613;515926;NUME_MOVI;1050.0;A
2019;_T;55916;ES614;515926;NUME_MOVI;1375.0;A
2019;_T;55916;ES615;515926;NUME_MOVI;550.0;A
2019;_T;55916;ES616;515926;NUME_MOVI;875.0;A
2019;_T;55916;ES617;515926;NUME_MOVI;2800.0;A
2019;_T;55916;ES618;515926;NUME_MOVI;2800.0;A
2019;_T;55916;515892;515926;NUME_MOVI;11625.0;A
2019;_T;55917;ES611;515926;NUME_MOVI;1200.0;A
2019;_T;55917;ES612;515926;NUME_MOVI;1400.0;A
2019;_T;55917;ES613;515926;NUME_MOVI;1100.0;A
2019;_T;55917;ES614;515926;NUME_MOVI;1550.0;A
2019;_T;55917;ES615;515926;NUME_MOVI;750.0;A
2019;_T;55917;ES616;515926;NUME_MOVI;1075.0;A
2019;_T;55917;ES617;515926;NUME_MOVI;2875.0;A
2019;_T;55917;ES618;515926;NUME_MOVI;2900.0;A
2019;_T;55917;515892;515926;NUME_MOVI;12850.0;A
2019;_T;55918;ES611;515926;NUME_MOVI;725.0;A
2019;_T;55918;ES612;515926;NUME_MOVI;1175.0;A
2019;_T;55918;ES613;515926;NUME_MOVI;825.0;A
2019;_T;55918;ES614;515926;NUME_MOVI;1150.0;A
2019;_T;55918;ES615;515926;NUME_MOVI;500.0;A
2019;_T;55918;ES617;515926;NUME_MOVI;2050.0;A
2019;_T;55918;ES618;515926;NUME_MOVI;1825.0;A
2019;_T;55918;515892;515926;NUME_MOVI;8750.0;A
2019;_T;55919;ES611;515926;NUME_MOVI;550.0;A
2019;_T;55919;ES612;515926;NUME_MOVI;925.0;A
2019;_T;55919;ES614;515926;NUME_MOVI;1250.0;A
2019;_T;55919;ES615;515926;NUME_MOVI;500.0;A
2019;_T;55919;ES617;515926;NUME_MOVI;1650.0;A
2019;_T;55919;ES618;515926;NUME_MOVI;1300.0;A
2019;_T;55919;515892;515926;NUME_MOVI;7200.0;A
2019;_T;55920;ES611;515926;NUME_MOVI;10825.0;A
2019;_T;55920;ES612;515926;NUME_MOVI;14950.0;A
2019;_T;55920;ES613;515926;NUME_MOVI;10275.0;A
2019;_T;55920;ES614;515926;NUME_MOVI;13925.0;A
2019;_T;55920;ES615;515926;NUME_MOVI;6875.0;A
2019;_T;55920;ES616;515926;NUME_MOVI;8950.0;A
2019;_T;55920;ES617;515926;NUME_MOVI;28550.0;A
2019;_T;55920;ES618;515926;NUME_MOVI;24350.0;A
2019;_T;55920;515892;515926;NUME_MOVI;119325.0;A
2020;M;55908;ES612;515926;NUME_MOVI;650.0;A
2020;M;55908;ES613;515926;NUME_MOVI;625.0;A
2020;M;55908;ES614;515926;NUME_MOVI;850.0;A
2020;M;55908;ES617;515926;NUME_MOVI;2100.0;A
2020;M;55908;ES618;515926;NUME_MOVI;800.0;A
2020;M;55908;515892;515926;NUME_MOVI;6150.0;A
2020;M;55909;ES611;515926;NUME_MOVI;575.0;A
2020;M;55909;ES612;515926;NUME_MOVI;750.0;A
2020;M;55909;ES616;515926;NUME_MOVI;675.0;A
2020;M;55909;ES617;515926;NUME_MOVI;1350.0;A
2020;M;55909;ES618;515926;NUME_MOVI;1100.0;A
2020;M;55909;515892;515926;NUME_MOVI;5475.0;A
2020;M;55910;ES611;515926;NUME_MOVI;525.0;A
2020;M;55910;ES612;515926;NUME_MOVI;800.0;A
2020;M;55910;ES614;515926;NUME_MOVI;875.0;A
2020;M;55910;ES617;515926;NUME_MOVI;1225.0;A
2020;M;55910;ES618;515926;NUME_MOVI;1175.0;A
2020;M;55910;515892;515926;NUME_MOVI;5600.0;A
2020;M;55911;515892;515926;NUME_MOVI;2350.0;A
2020;M;55912;ES612;515926;NUME_MOVI;675.0;A
2020;M;55912;ES614;515926;NUME_MOVI;600.0;A
2020;M;55912;ES617;515926;NUME_MOVI;975.0;A
2020;M;55912;ES618;515926;NUME_MOVI;825.0;A
2020;M;55912;515892;515926;NUME_MOVI;4800.0;A
2020;M;55913;ES611;515926;NUME_MOVI;700.0;A
2020;M;55913;ES612;515926;NUME_MOVI;1075.0;A
2020;M;55913;ES614;515926;NUME_MOVI;600.0;A
2020;M;55913;ES615;515926;NUME_MOVI;525.0;A
2020;M;55913;ES616;515926;NUME_MOVI;700.0;A
2020;M;55913;ES617;515926;NUME_MOVI;1425.0;A
2020;M;55913;ES618;515926;NUME_MOVI;1000.0;A
2020;M;55913;515892;515926;NUME_MOVI;6525.0;A
2020;M;55914;ES612;515926;NUME_MOVI;850.0;A
2020;M;55914;ES613;515926;NUME_MOVI;500.0;A
2020;M;55914;ES614;515926;NUME_MOVI;875.0;A
2020;M;55914;ES615;515926;NUME_MOVI;675.0;A
2020;M;55914;ES617;515926;NUME_MOVI;1725.0;A
2020;M;55914;ES618;515926;NUME_MOVI;1100.0;A
2020;M;55914;515892;515926;NUME_MOVI;6575.0;A
2020;M;55915;ES612;515926;NUME_MOVI;525.0;A
2020;M;55915;ES617;515926;NUME_MOVI;750.0;A
2020;M;55915;ES618;515926;NUME_MOVI;750.0;A
2020;M;55915;515892;515926;NUME_MOVI;3500.0;A
2020;M;55916;ES612;515926;NUME_MOVI;675.0;A
2020;M;55916;ES614;515926;NUME_MOVI;775.0;A
2020;M;55916;ES617;515926;NUME_MOVI;1400.0;A
2020;M;55916;ES618;515926;NUME_MOVI;1175.0;A
2020;M;55916;515892;515926;NUME_MOVI;5400.0;A
2020;M;55917;ES612;515926;NUME_MOVI;525.0;A
2020;M;55917;ES613;515926;NUME_MOVI;525.0;A
2020;M;55917;ES614;515926;NUME_MOVI;825.0;A
2020;M;55917;ES616;515926;NUME_MOVI;575.0;A
2020;M;55917;ES617;515926;NUME_MOVI;1550.0;A
2020;M;55917;ES618;515926;NUME_MOVI;1000.0;A
2020;M;55917;515892;515926;NUME_MOVI;5825.0;A
2020;M;55918;ES611;515926;NUME_MOVI;525.0;A
2020;M;55918;ES612;515926;NUME_MOVI;875.0;A
2020;M;55918;ES613;515926;NUME_MOVI;575.0;A
2020;M;55918;ES614;515926;NUME_MOVI;725.0;A
2020;M;55918;ES617;515926;NUME_MOVI;1125.0;A
2020;M;55918;ES618;515926;NUME_MOVI;1125.0;A
2020;M;55918;515892;515926;NUME_MOVI;5825.0;A
2020;M;55919;ES612;515926;NUME_MOVI;575.0;A
2020;M;55919;ES617;515926;NUME_MOVI;900.0;A
2020;M;55919;ES618;515926;NUME_MOVI;675.0;A
2020;M;55919;515892;515926;NUME_MOVI;3825.0;A
2020;M;55920;ES611;515926;NUME_MOVI;5325.0;A
2020;M;55920;ES612;515926;NUME_MOVI;8300.0;A
2020;M;55920;ES613;515926;NUME_MOVI;5325.0;A
2020;M;55920;ES614;515926;NUME_MOVI;7725.0;A
2020;M;55920;ES615;515926;NUME_MOVI;3975.0;A
2020;M;55920;ES616;515926;NUME_MOVI;4800.0;A
2020;M;55920;ES617;515926;NUME_MOVI;14975.0;A
2020;M;55920;ES618;515926;NUME_MOVI;11150.0;A
2020;M;55920;515892;515926;NUME_MOVI;61850.0;A
2020;F;55908;ES617;515926;NUME_MOVI;1000.0;A
2020;F;55908;ES618;515926;NUME_MOVI;825.0;A
2020;F;55908;515892;515926;NUME_MOVI;3375.0;A
2020;F;55909;ES612;515926;NUME_MOVI;575.0;A
2020;F;55909;ES617;515926;NUME_MOVI;925.0;A
2020;F;55909;ES618;515926;NUME_MOVI;750.0;A
2020;F;55909;515892;515926;NUME_MOVI;3650.0;A
2020;F;55910;ES617;515926;NUME_MOVI;750.0;A
2020;F;55910;ES618;515926;NUME_MOVI;850.0;A
2020;F;55910;515892;515926;NUME_MOVI;3275.0;A
2020;F;55911;515892;515926;NUME_MOVI;800.0;A
2020;F;55912;ES617;515926;NUME_MOVI;650.0;A
2020;F;55912;ES618;515926;NUME_MOVI;800.0;A
2020;F;55912;515892;515926;NUME_MOVI;3375.0;A
2020;F;55913;ES612;515926;NUME_MOVI;750.0;A
2020;F;55913;ES617;515926;NUME_MOVI;875.0;A
2020;F;55913;ES618;515926;NUME_MOVI;775.0;A
2020;F;55913;515892;515926;NUME_MOVI;3975.0;A
2020;F;55914;ES612;515926;NUME_MOVI;575.0;A
2020;F;55914;ES614;515926;NUME_MOVI;675.0;A
2020;F;55914;ES616;515926;NUME_MOVI;500.0;A
2020;F;55914;ES617;515926;NUME_MOVI;950.0;A
2020;F;55914;ES618;515926;NUME_MOVI;875.0;A
2020;F;55914;515892;515926;NUME_MOVI;4525.0;A
2020;F;55915;ES617;515926;NUME_MOVI;725.0;A
2020;F;55915;515892;515926;NUME_MOVI;2550.0;A
2020;F;55916;ES617;515926;NUME_MOVI;775.0;A
2020;F;55916;ES618;515926;NUME_MOVI;1125.0;A
2020;F;55916;515892;515926;NUME_MOVI;3550.0;A
2020;F;55917;ES611;515926;NUME_MOVI;500.0;A
2020;F;55917;ES614;515926;NUME_MOVI;525.0;A
2020;F;55917;ES617;515926;NUME_MOVI;825.0;A
2020;F;55917;ES618;515926;NUME_MOVI;1075.0;A
2020;F;55917;515892;515926;NUME_MOVI;4025.0;A
2020;F;55918;ES617;515926;NUME_MOVI;650.0;A
2020;F;55918;ES618;515926;NUME_MOVI;800.0;A
2020;F;55918;515892;515926;NUME_MOVI;3475.0;A
2020;F;55919;ES612;515926;NUME_MOVI;600.0;A
2020;F;55919;ES617;515926;NUME_MOVI;850.0;A
2020;F;55919;ES618;515926;NUME_MOVI;675.0;A
2020;F;55919;515892;515926;NUME_MOVI;3025.0;A
2020;F;55920;ES611;515926;NUME_MOVI;3875.0;A
2020;F;55920;ES612;515926;NUME_MOVI;5325.0;A
2020;F;55920;ES613;515926;NUME_MOVI;2700.0;A
2020;F;55920;ES614;515926;NUME_MOVI;4400.0;A
2020;F;55920;ES615;515926;NUME_MOVI;2250.0;A
2020;F;55920;ES616;515926;NUME_MOVI;2500.0;A
2020;F;55920;ES617;515926;NUME_MOVI;9175.0;A
2020;F;55920;ES618;515926;NUME_MOVI;9025.0;A
2020;F;55920;515892;515926;NUME_MOVI;39600.0;A
2020;_T;55908;ES611;515926;NUME_MOVI;625.0;A
2020;_T;55908;ES612;515926;NUME_MOVI;1000.0;A
2020;_T;55908;ES613;515926;NUME_MOVI;875.0;A
2020;_T;55908;ES614;515926;NUME_MOVI;1200.0;A
2020;_T;55908;ES615;515926;NUME_MOVI;525.0;A
2020;_T;55908;ES617;515926;NUME_MOVI;3100.0;A
2020;_T;55908;ES618;515926;NUME_MOVI;1625.0;A
2020;_T;55908;515892;515926;NUME_MOVI;9525.0;A
2020;_T;55909;ES611;515926;NUME_MOVI;975.0;A
2020;_T;55909;ES612;515926;NUME_MOVI;1325.0;A
2020;_T;55909;ES613;515926;NUME_MOVI;500.0;A
2020;_T;55909;ES614;515926;NUME_MOVI;775.0;A
2020;_T;55909;ES616;515926;NUME_MOVI;925.0;A
2020;_T;55909;ES617;515926;NUME_MOVI;2275.0;A
2020;_T;55909;ES618;515926;NUME_MOVI;1850.0;A
2020;_T;55909;515892;515926;NUME_MOVI;9125.0;A
2020;_T;55910;ES611;515926;NUME_MOVI;800.0;A
2020;_T;55910;ES612;515926;NUME_MOVI;1175.0;A
2020;_T;55910;ES613;515926;NUME_MOVI;625.0;A
2020;_T;55910;ES614;515926;NUME_MOVI;1225.0;A
2020;_T;55910;ES616;515926;NUME_MOVI;550.0;A
2020;_T;55910;ES617;515926;NUME_MOVI;1975.0;A
2020;_T;55910;ES618;515926;NUME_MOVI;2025.0;A
2020;_T;55910;515892;515926;NUME_MOVI;8875.0;A
2020;_T;55911;ES617;515926;NUME_MOVI;650.0;A
2020;_T;55911;515892;515926;NUME_MOVI;3150.0;A
2020;_T;55912;ES611;515926;NUME_MOVI;950.0;A
2020;_T;55912;ES612;515926;NUME_MOVI;1075.0;A
2020;_T;55912;ES613;515926;NUME_MOVI;700.0;A
2020;_T;55912;ES614;515926;NUME_MOVI;1075.0;A
2020;_T;55912;ES615;515926;NUME_MOVI;600.0;A
2020;_T;55912;ES616;515926;NUME_MOVI;500.0;A
2020;_T;55912;ES617;515926;NUME_MOVI;1625.0;A
2020;_T;55912;ES618;515926;NUME_MOVI;1625.0;A
2020;_T;55912;515892;515926;NUME_MOVI;8175.0;A
2020;_T;55913;ES611;515926;NUME_MOVI;1000.0;A
2020;_T;55913;ES612;515926;NUME_MOVI;1825.0;A
2020;_T;55913;ES613;515926;NUME_MOVI;675.0;A
2020;_T;55913;ES614;515926;NUME_MOVI;1000.0;A
2020;_T;55913;ES615;515926;NUME_MOVI;800.0;A
2020;_T;55913;ES616;515926;NUME_MOVI;1050.0;A
2020;_T;55913;ES617;515926;NUME_MOVI;2300.0;A
2020;_T;55913;ES618;515926;NUME_MOVI;1775.0;A
2020;_T;55913;515892;515926;NUME_MOVI;10500.0;A
2020;_T;55914;ES611;515926;NUME_MOVI;825.0;A
2020;_T;55914;ES612;515926;NUME_MOVI;1425.0;A
2020;_T;55914;ES613;515926;NUME_MOVI;650.0;A
2020;_T;55914;ES614;515926;NUME_MOVI;1550.0;A
2020;_T;55914;ES615;515926;NUME_MOVI;1050.0;A
2020;_T;55914;ES616;515926;NUME_MOVI;900.0;A
2020;_T;55914;ES617;515926;NUME_MOVI;2675.0;A
2020;_T;55914;ES618;515926;NUME_MOVI;1975.0;A
2020;_T;55914;515892;515926;NUME_MOVI;11100.0;A
2020;_T;55915;ES612;515926;NUME_MOVI;1000.0;A
2020;_T;55915;ES613;515926;NUME_MOVI;600.0;A
2020;_T;55915;ES614;515926;NUME_MOVI;600.0;A
2020;_T;55915;ES617;515926;NUME_MOVI;1475.0;A
2020;_T;55915;ES618;515926;NUME_MOVI;1175.0;A
2020;_T;55915;515892;515926;NUME_MOVI;6050.0;A
2020;_T;55916;ES611;515926;NUME_MOVI;775.0;A
2020;_T;55916;ES612;515926;NUME_MOVI;1000.0;A
2020;_T;55916;ES613;515926;NUME_MOVI;800.0;A
2020;_T;55916;ES614;515926;NUME_MOVI;1075.0;A
2020;_T;55916;ES616;515926;NUME_MOVI;500.0;A
