TEMPORAL;TERRITORIO;DURACEMPREND;ANOCELEBRMATRIM;MULTIVARIABL;INDICATOR;OBS_VALUE;FREQ
2020;ES614;516609;5086;516632;SUPERVIVIENTES;2925.0;A
2020;ES614;516609;5087;516632;SUPERVIVIENTES;2875.0;A
2020;ES614;516609;5088;516632;SUPERVIVIENTES;3150.0;A
2020;ES614;516609;5089;516632;SUPERVIVIENTES;3625.0;A
2020;ES614;516609;5090;516632;SUPERVIVIENTES;3900.0;A
2020;ES614;516609;5091;516632;SUPERVIVIENTES;4175.0;A
2020;ES614;516609;5092;516632;SUPERVIVIENTES;3575.0;A
2020;ES614;516609;5093;516632;SUPERVIVIENTES;3600.0;A
2020;ES614;516610;5083;516632;SUPERVIVIENTES;3125.0;A
2020;ES614;516610;5084;516632;SUPERVIVIENTES;2625.0;A
2020;ES614;516610;5085;516632;SUPERVIVIENTES;2600.0;A
2020;ES614;516610;5086;516632;SUPERVIVIENTES;2625.0;A
2020;ES614;516610;5087;516632;SUPERVIVIENTES;2550.0;A
2020;ES614;516610;5088;516632;SUPERVIVIENTES;2700.0;A
2020;ES614;516610;5089;516632;SUPERVIVIENTES;3275.0;A
2020;ES614;516610;5090;516632;SUPERVIVIENTES;3500.0;A
2020;ES614;516610;5091;516632;SUPERVIVIENTES;3500.0;A
2020;ES614;516610;5092;516632;SUPERVIVIENTES;3250.0;A
2020;ES614;516611;5083;516632;SUPERVIVIENTES;2675.0;A
2020;ES614;516611;5084;516632;SUPERVIVIENTES;2350.0;A
2020;ES614;516611;5085;516632;SUPERVIVIENTES;2225.0;A
2020;ES614;516611;5086;516632;SUPERVIVIENTES;2325.0;A
2020;ES614;516611;5087;516632;SUPERVIVIENTES;2400.0;A
2020;ES614;516611;5088;516632;SUPERVIVIENTES;2500.0;A
2020;ES614;516611;5089;516632;SUPERVIVIENTES;2700.0;A
2020;ES614;516611;5090;516632;SUPERVIVIENTES;3250.0;A
2020;ES614;516611;5091;516632;SUPERVIVIENTES;3200.0;A
2020;ES614;516612;5083;516632;SUPERVIVIENTES;2400.0;A
2020;ES614;516612;5084;516632;SUPERVIVIENTES;2050.0;A
2020;ES614;516612;5085;516632;SUPERVIVIENTES;2050.0;A
2020;ES614;516612;5086;516632;SUPERVIVIENTES;2050.0;A
2020;ES614;516612;5087;516632;SUPERVIVIENTES;2300.0;A
2020;ES614;516612;5088;516632;SUPERVIVIENTES;2375.0;A
2020;ES614;516612;5089;516632;SUPERVIVIENTES;2450.0;A
2020;ES614;516612;5090;516632;SUPERVIVIENTES;2800.0;A
2020;ES614;516613;5083;516632;SUPERVIVIENTES;2200.0;A
2020;ES614;516613;5084;516632;SUPERVIVIENTES;1825.0;A
2020;ES614;516613;5085;516632;SUPERVIVIENTES;1750.0;A
2020;ES614;516613;5086;516632;SUPERVIVIENTES;1900.0;A
2020;ES614;516613;5087;516632;SUPERVIVIENTES;2100.0;A
2020;ES614;516613;5088;516632;SUPERVIVIENTES;2100.0;A
2020;ES614;516613;5089;516632;SUPERVIVIENTES;2275.0;A
2020;ES614;516614;5083;516632;SUPERVIVIENTES;2175.0;A
2020;ES614;516614;5084;516632;SUPERVIVIENTES;1750.0;A
2020;ES614;516614;5085;516632;SUPERVIVIENTES;1650.0;A
2020;ES614;516614;5086;516632;SUPERVIVIENTES;1775.0;A
2020;ES614;516614;5087;516632;SUPERVIVIENTES;1925.0;A
2020;ES614;516614;5088;516632;SUPERVIVIENTES;2000.0;A
2020;ES614;516615;5083;516632;SUPERVIVIENTES;2050.0;A
2020;ES614;516615;5084;516632;SUPERVIVIENTES;1500.0;A
2020;ES614;516615;5085;516632;SUPERVIVIENTES;1575.0;A
2020;ES614;516615;5086;516632;SUPERVIVIENTES;1675.0;A
2020;ES614;516615;5087;516632;SUPERVIVIENTES;1775.0;A
2020;ES615;516633;5083;516632;SUPERVIVIENTES;5350.0;A
2020;ES615;516633;5084;516632;SUPERVIVIENTES;4850.0;A
2020;ES615;516633;5085;516632;SUPERVIVIENTES;5725.0;A
2020;ES615;516633;5086;516632;SUPERVIVIENTES;5175.0;A
2020;ES615;516633;5087;516632;SUPERVIVIENTES;5050.0;A
2020;ES615;516633;5088;516632;SUPERVIVIENTES;6100.0;A
2020;ES615;516633;5089;516632;SUPERVIVIENTES;6400.0;A
2020;ES615;516633;5090;516632;SUPERVIVIENTES;7300.0;A
2020;ES615;516633;5091;516632;SUPERVIVIENTES;8100.0;A
2020;ES615;516633;5092;516632;SUPERVIVIENTES;6725.0;A
2020;ES615;516633;5093;516632;SUPERVIVIENTES;7000.0;A
2020;ES615;516633;5094;516632;SUPERVIVIENTES;6850.0;A
2020;ES615;516633;5095;516632;SUPERVIVIENTES;6825.0;A
2020;ES615;516633;5096;516632;SUPERVIVIENTES;7000.0;A
2020;ES615;516633;5097;516632;SUPERVIVIENTES;6225.0;A
2020;ES615;516606;5083;516632;SUPERVIVIENTES;3125.0;A
2020;ES615;516606;5084;516632;SUPERVIVIENTES;2950.0;A
2020;ES615;516606;5085;516632;SUPERVIVIENTES;3075.0;A
2020;ES615;516606;5086;516632;SUPERVIVIENTES;2875.0;A
2020;ES615;516606;5087;516632;SUPERVIVIENTES;2400.0;A
2020;ES615;516606;5088;516632;SUPERVIVIENTES;2600.0;A
2020;ES615;516606;5089;516632;SUPERVIVIENTES;2900.0;A
2020;ES615;516606;5090;516632;SUPERVIVIENTES;3050.0;A
2020;ES615;516606;5091;516632;SUPERVIVIENTES;3800.0;A
2020;ES615;516606;5092;516632;SUPERVIVIENTES;3375.0;A
2020;ES615;516606;5093;516632;SUPERVIVIENTES;3100.0;A
2020;ES615;516606;5094;516632;SUPERVIVIENTES;2950.0;A
2020;ES615;516606;5095;516632;SUPERVIVIENTES;3500.0;A
2020;ES615;516606;5096;516632;SUPERVIVIENTES;3550.0;A
2020;ES615;516607;5083;516632;SUPERVIVIENTES;2375.0;A
2020;ES615;516607;5084;516632;SUPERVIVIENTES;2075.0;A
2020;ES615;516607;5085;516632;SUPERVIVIENTES;2100.0;A
2020;ES615;516607;5086;516632;SUPERVIVIENTES;1875.0;A
2020;ES615;516607;5087;516632;SUPERVIVIENTES;1675.0;A
2020;ES615;516607;5088;516632;SUPERVIVIENTES;1925.0;A
2020;ES615;516607;5089;516632;SUPERVIVIENTES;2250.0;A
2020;ES615;516607;5090;516632;SUPERVIVIENTES;2175.0;A
2020;ES615;516607;5091;516632;SUPERVIVIENTES;2875.0;A
2020;ES615;516607;5092;516632;SUPERVIVIENTES;2450.0;A
2020;ES615;516607;5093;516632;SUPERVIVIENTES;2425.0;A
2020;ES615;516607;5094;516632;SUPERVIVIENTES;2000.0;A
2020;ES615;516607;5095;516632;SUPERVIVIENTES;2475.0;A
2020;ES615;516608;5083;516632;SUPERVIVIENTES;1950.0;A
2020;ES615;516608;5084;516632;SUPERVIVIENTES;1450.0;A
2020;ES615;516608;5085;516632;SUPERVIVIENTES;1775.0;A
2020;ES615;516608;5086;516632;SUPERVIVIENTES;1550.0;A
2020;ES615;516608;5087;516632;SUPERVIVIENTES;1200.0;A
2020;ES615;516608;5088;516632;SUPERVIVIENTES;1550.0;A
2020;ES615;516608;5089;516632;SUPERVIVIENTES;1900.0;A
2020;ES615;516608;5090;516632;SUPERVIVIENTES;1675.0;A
2020;ES615;516608;5091;516632;SUPERVIVIENTES;2400.0;A
2020;ES615;516608;5092;516632;SUPERVIVIENTES;2150.0;A
2020;ES615;516608;5093;516632;SUPERVIVIENTES;1975.0;A
2020;ES615;516608;5094;516632;SUPERVIVIENTES;1700.0;A
2020;ES615;516609;5083;516632;SUPERVIVIENTES;1550.0;A
2020;ES615;516609;5084;516632;SUPERVIVIENTES;1250.0;A
2020;ES615;516609;5085;516632;SUPERVIVIENTES;1525.0;A
2020;ES615;516609;5086;516632;SUPERVIVIENTES;1275.0;A
2020;ES615;516609;5087;516632;SUPERVIVIENTES;950.0;A
2020;ES615;516609;5088;516632;SUPERVIVIENTES;1375.0;A
2020;ES615;516609;5089;516632;SUPERVIVIENTES;1650.0;A
2020;ES615;516609;5090;516632;SUPERVIVIENTES;1475.0;A
2020;ES615;516609;5091;516632;SUPERVIVIENTES;2150.0;A
2020;ES615;516609;5092;516632;SUPERVIVIENTES;2050.0;A
2020;ES615;516609;5093;516632;SUPERVIVIENTES;1725.0;A
2020;ES615;516610;5083;516632;SUPERVIVIENTES;1375.0;A
2020;ES615;516610;5084;516632;SUPERVIVIENTES;1025.0;A
2020;ES615;516610;5085;516632;SUPERVIVIENTES;1325.0;A
2020;ES615;516610;5086;516632;SUPERVIVIENTES;1100.0;A
2020;ES615;516610;5087;516632;SUPERVIVIENTES;900.0;A
2020;ES615;516610;5088;516632;SUPERVIVIENTES;1150.0;A
2020;ES615;516610;5089;516632;SUPERVIVIENTES;1475.0;A
2020;ES615;516610;5090;516632;SUPERVIVIENTES;1275.0;A
2020;ES615;516610;5091;516632;SUPERVIVIENTES;1850.0;A
2020;ES615;516610;5092;516632;SUPERVIVIENTES;1750.0;A
2020;ES615;516611;5083;516632;SUPERVIVIENTES;1225.0;A
2020;ES615;516611;5084;516632;SUPERVIVIENTES;825.0;A
2020;ES615;516611;5085;516632;SUPERVIVIENTES;1100.0;A
2020;ES615;516611;5086;516632;SUPERVIVIENTES;975.0;A
2020;ES615;516611;5087;516632;SUPERVIVIENTES;800.0;A
2020;ES615;516611;5088;516632;SUPERVIVIENTES;1100.0;A
2020;ES615;516611;5089;516632;SUPERVIVIENTES;1350.0;A
2020;ES615;516611;5090;516632;SUPERVIVIENTES;1250.0;A
2020;ES615;516611;5091;516632;SUPERVIVIENTES;1600.0;A
2020;ES615;516612;5083;516632;SUPERVIVIENTES;1025.0;A
2020;ES615;516612;5084;516632;SUPERVIVIENTES;750.0;A
2020;ES615;516612;5085;516632;SUPERVIVIENTES;1050.0;A
2020;ES615;516612;5086;516632;SUPERVIVIENTES;825.0;A
2020;ES615;516612;5087;516632;SUPERVIVIENTES;775.0;A
2020;ES615;516612;5088;516632;SUPERVIVIENTES;975.0;A
2020;ES615;516612;5089;516632;SUPERVIVIENTES;1250.0;A
2020;ES615;516612;5090;516632;SUPERVIVIENTES;1150.0;A
2020;ES615;516613;5083;516632;SUPERVIVIENTES;975.0;A
2020;ES615;516613;5084;516632;SUPERVIVIENTES;675.0;A
2020;ES615;516613;5085;516632;SUPERVIVIENTES;1000.0;A
2020;ES615;516613;5086;516632;SUPERVIVIENTES;750.0;A
2020;ES615;516613;5087;516632;SUPERVIVIENTES;675.0;A
2020;ES615;516613;5088;516632;SUPERVIVIENTES;925.0;A
2020;ES615;516613;5089;516632;SUPERVIVIENTES;1125.0;A
2020;ES615;516614;5083;516632;SUPERVIVIENTES;900.0;A
2020;ES615;516614;5084;516632;SUPERVIVIENTES;550.0;A
2020;ES615;516614;5085;516632;SUPERVIVIENTES;925.0;A
2020;ES615;516614;5086;516632;SUPERVIVIENTES;700.0;A
2020;ES615;516614;5087;516632;SUPERVIVIENTES;675.0;A
2020;ES615;516614;5088;516632;SUPERVIVIENTES;825.0;A
2020;ES615;516615;5083;516632;SUPERVIVIENTES;850.0;A
2020;ES615;516615;5084;516632;SUPERVIVIENTES;550.0;A
2020;ES615;516615;5085;516632;SUPERVIVIENTES;825.0;A
2020;ES615;516615;5086;516632;SUPERVIVIENTES;625.0;A
2020;ES615;516615;5087;516632;SUPERVIVIENTES;575.0;A
2020;ES616;516633;5083;516632;SUPERVIVIENTES;7150.0;A
2020;ES616;516633;5084;516632;SUPERVIVIENTES;6450.0;A
2020;ES616;516633;5085;516632;SUPERVIVIENTES;6325.0;A
2020;ES616;516633;5086;516632;SUPERVIVIENTES;7000.0;A
2020;ES616;516633;5087;516632;SUPERVIVIENTES;8100.0;A
2020;ES616;516633;5088;516632;SUPERVIVIENTES;8750.0;A
2020;ES616;516633;5089;516632;SUPERVIVIENTES;8025.0;A
2020;ES616;516633;5090;516632;SUPERVIVIENTES;9600.0;A
2020;ES616;516633;5091;516632;SUPERVIVIENTES;9675.0;A
2020;ES616;516633;5092;516632;SUPERVIVIENTES;9075.0;A
2020;ES616;516633;5093;516632;SUPERVIVIENTES;9075.0;A
2020;ES616;516633;5094;516632;SUPERVIVIENTES;8225.0;A
2020;ES616;516633;5095;516632;SUPERVIVIENTES;8850.0;A
2020;ES616;516633;5096;516632;SUPERVIVIENTES;8875.0;A
2020;ES616;516633;5097;516632;SUPERVIVIENTES;7300.0;A
2020;ES616;516606;5083;516632;SUPERVIVIENTES;4325.0;A
2020;ES616;516606;5084;516632;SUPERVIVIENTES;3425.0;A
2020;ES616;516606;5085;516632;SUPERVIVIENTES;3400.0;A
2020;ES616;516606;5086;516632;SUPERVIVIENTES;3525.0;A
2020;ES616;516606;5087;516632;SUPERVIVIENTES;3925.0;A
2020;ES616;516606;5088;516632;SUPERVIVIENTES;4050.0;A
2020;ES616;516606;5089;516632;SUPERVIVIENTES;3650.0;A
2020;ES616;516606;5090;516632;SUPERVIVIENTES;4150.0;A
2020;ES616;516606;5091;516632;SUPERVIVIENTES;4675.0;A
2020;ES616;516606;5092;516632;SUPERVIVIENTES;3900.0;A
2020;ES616;516606;5093;516632;SUPERVIVIENTES;4400.0;A
2020;ES616;516606;5094;516632;SUPERVIVIENTES;4000.0;A
2020;ES616;516606;5095;516632;SUPERVIVIENTES;4550.0;A
2020;ES616;516606;5096;516632;SUPERVIVIENTES;4675.0;A
2020;ES616;516607;5083;516632;SUPERVIVIENTES;3600.0;A
2020;ES616;516607;5084;516632;SUPERVIVIENTES;2550.0;A
2020;ES616;516607;5085;516632;SUPERVIVIENTES;2600.0;A
2020;ES616;516607;5086;516632;SUPERVIVIENTES;2575.0;A
2020;ES616;516607;5087;516632;SUPERVIVIENTES;3050.0;A
2020;ES616;516607;5088;516632;SUPERVIVIENTES;2975.0;A
2020;ES616;516607;5089;516632;SUPERVIVIENTES;2925.0;A
2020;ES616;516607;5090;516632;SUPERVIVIENTES;3150.0;A
2020;ES616;516607;5091;516632;SUPERVIVIENTES;3550.0;A
2020;ES616;516607;5092;516632;SUPERVIVIENTES;3075.0;A
2020;ES616;516607;5093;516632;SUPERVIVIENTES;3525.0;A
2020;ES616;516607;5094;516632;SUPERVIVIENTES;3175.0;A
2020;ES616;516607;5095;516632;SUPERVIVIENTES;3700.0;A
2020;ES616;516608;5083;516632;SUPERVIVIENTES;2800.0;A
2020;ES616;516608;5084;516632;SUPERVIVIENTES;2225.0;A
2020;ES616;516608;5085;516632;SUPERVIVIENTES;2075.0;A
2020;ES616;516608;5086;516632;SUPERVIVIENTES;1950.0;A
2020;ES616;516608;5087;516632;SUPERVIVIENTES;2625.0;A
2020;ES616;516608;5088;516632;SUPERVIVIENTES;2475.0;A
2020;ES616;516608;5089;516632;SUPERVIVIENTES;2600.0;A
2020;ES616;516608;5090;516632;SUPERVIVIENTES;2475.0;A
2020;ES616;516608;5091;516632;SUPERVIVIENTES;2800.0;A
2020;ES616;516608;5092;516632;SUPERVIVIENTES;2675.0;A
2020;ES616;516608;5093;516632;SUPERVIVIENTES;3025.0;A
2020;ES616;516608;5094;516632;SUPERVIVIENTES;2625.0;A
2020;ES616;516609;5083;516632;SUPERVIVIENTES;2050.0;A
2020;ES616;516609;5084;516632;SUPERVIVIENTES;1800.0;A
2020;ES616;516609;5085;516632;SUPERVIVIENTES;1700.0;A
2020;ES616;516609;5086;516632;SUPERVIVIENTES;1650.0;A
2020;ES616;516609;5087;516632;SUPERVIVIENTES;2275.0;A
2020;ES616;516609;5088;516632;SUPERVIVIENTES;2050.0;A
2020;ES616;516609;5089;516632;SUPERVIVIENTES;2275.0;A
2020;ES616;516609;5090;516632;SUPERVIVIENTES;2075.0;A
2020;ES616;516609;5091;516632;SUPERVIVIENTES;2500.0;A
2020;ES616;516609;5092;516632;SUPERVIVIENTES;2300.0;A
2020;ES616;516609;5093;516632;SUPERVIVIENTES;2550.0;A
2020;ES616;516610;5083;516632;SUPERVIVIENTES;1825.0;A
2020;ES616;516610;5084;516632;SUPERVIVIENTES;1450.0;A
2020;ES616;516610;5085;516632;SUPERVIVIENTES;1475.0;A
2020;ES616;516610;5086;516632;SUPERVIVIENTES;1500.0;A
2020;ES616;516610;5087;516632;SUPERVIVIENTES;1850.0;A
2020;ES616;516610;5088;516632;SUPERVIVIENTES;1825.0;A
2020;ES616;516610;5089;516632;SUPERVIVIENTES;2075.0;A
2020;ES616;516610;5090;516632;SUPERVIVIENTES;1775.0;A
2020;ES616;516610;5091;516632;SUPERVIVIENTES;2225.0;A
2020;ES616;516610;5092;516632;SUPERVIVIENTES;2225.0;A
2020;ES616;516611;5083;516632;SUPERVIVIENTES;1625.0;A
2020;ES616;516611;5084;516632;SUPERVIVIENTES;1150.0;A
2020;ES616;516611;5085;516632;SUPERVIVIENTES;1200.0;A
2020;ES616;516611;5086;516632;SUPERVIVIENTES;1400.0;A
2020;ES616;516611;5087;516632;SUPERVIVIENTES;1600.0;A
2020;ES616;516611;5088;516632;SUPERVIVIENTES;1625.0;A
2020;ES616;516611;5089;516632;SUPERVIVIENTES;1850.0;A
2020;ES616;516611;5090;516632;SUPERVIVIENTES;1550.0;A
2020;ES616;516611;5091;516632;SUPERVIVIENTES;2025.0;A
2020;ES616;516612;5083;516632;SUPERVIVIENTES;1400.0;A
2020;ES616;516612;5084;516632;SUPERVIVIENTES;975.0;A
2020;ES616;516612;5085;516632;SUPERVIVIENTES;1150.0;A
2020;ES616;516612;5086;516632;SUPERVIVIENTES;1325.0;A
2020;ES616;516612;5087;516632;SUPERVIVIENTES;1450.0;A
2020;ES616;516612;5088;516632;SUPERVIVIENTES;1550.0;A
2020;ES616;516612;5089;516632;SUPERVIVIENTES;1625.0;A
2020;ES616;516612;5090;516632;SUPERVIVIENTES;1400.0;A
2020;ES616;516613;5083;516632;SUPERVIVIENTES;1275.0;A
2020;ES616;516613;5084;516632;SUPERVIVIENTES;975.0;A
2020;ES616;516613;5085;516632;SUPERVIVIENTES;1075.0;A
2020;ES616;516613;5086;516632;SUPERVIVIENTES;1250.0;A
2020;ES616;516613;5087;516632;SUPERVIVIENTES;1400.0;A
2020;ES616;516613;5088;516632;SUPERVIVIENTES;1400.0;A
2020;ES616;516613;5089;516632;SUPERVIVIENTES;1500.0;A
2020;ES616;516614;5083;516632;SUPERVIVIENTES;1225.0;A
2020;ES616;516614;5084;516632;SUPERVIVIENTES;900.0;A
2020;ES616;516614;5085;516632;SUPERVIVIENTES;1025.0;A
2020;ES616;516614;5086;516632;SUPERVIVIENTES;1175.0;A
2020;ES616;516614;5087;516632;SUPERVIVIENTES;1350.0;A
2020;ES616;516614;5088;516632;SUPERVIVIENTES;1325.0;A
2020;ES616;516615;5083;516632;SUPERVIVIENTES;1200.0;A
2020;ES616;516615;5084;516632;SUPERVIVIENTES;825.0;A
2020;ES616;516615;5085;516632;SUPERVIVIENTES;925.0;A
2020;ES616;516615;5086;516632;SUPERVIVIENTES;1125.0;A
2020;ES616;516615;5087;516632;SUPERVIVIENTES;1275.0;A
2020;ES617;516633;5083;516632;SUPERVIVIENTES;20400.0;A
2020;ES617;516633;5084;516632;SUPERVIVIENTES;22000.0;A
2020;ES617;516633;5085;516632;SUPERVIVIENTES;20375.0;A
2020;ES617;516633;5086;516632;SUPERVIVIENTES;18875.0;A
2020;ES617;516633;5087;516632;SUPERVIVIENTES;20950.0;A
2020;ES617;516633;5088;516632;SUPERVIVIENTES;23075.0;A
2020;ES617;516633;5089;516632;SUPERVIVIENTES;26275.0;A
2020;ES617;516633;5090;516632;SUPERVIVIENTES;28150.0;A
2020;ES617;516633;5091;516632;SUPERVIVIENTES;31925.0;A
2020;ES617;516633;5092;516632;SUPERVIVIENTES;29300.0;A
2020;ES617;516633;5093;516632;SUPERVIVIENTES;28000.0;A
2020;ES617;516633;5094;516632;SUPERVIVIENTES;28450.0;A
2020;ES617;516633;5095;516632;SUPERVIVIENTES;31675.0;A
2020;ES617;516633;5096;516632;SUPERVIVIENTES;29525.0;A
2020;ES617;516633;5097;516632;SUPERVIVIENTES;24775.0;A
2020;ES617;516606;5083;516632;SUPERVIVIENTES;13550.0;A
2020;ES617;516606;5084;516632;SUPERVIVIENTES;13825.0;A
2020;ES617;516606;5085;516632;SUPERVIVIENTES;12200.0;A
2020;ES617;516606;5086;516632;SUPERVIVIENTES;10550.0;A
2020;ES617;516606;5087;516632;SUPERVIVIENTES;11750.0;A
2020;ES617;516606;5088;516632;SUPERVIVIENTES;12050.0;A
2020;ES617;516606;5089;516632;SUPERVIVIENTES;14000.0;A
2020;ES617;516606;5090;516632;SUPERVIVIENTES;14025.0;A
2020;ES617;516606;5091;516632;SUPERVIVIENTES;16925.0;A
2020;ES617;516606;5092;516632;SUPERVIVIENTES;15875.0;A
2020;ES617;516606;5093;516632;SUPERVIVIENTES;15475.0;A
2020;ES617;516606;5094;516632;SUPERVIVIENTES;14575.0;A
2020;ES617;516606;5095;516632;SUPERVIVIENTES;18200.0;A
2020;ES617;516606;5096;516632;SUPERVIVIENTES;18150.0;A
2020;ES617;516607;5083;516632;SUPERVIVIENTES;10375.0;A
2020;ES617;516607;5084;516632;SUPERVIVIENTES;9900.0;A
2020;ES617;516607;5085;516632;SUPERVIVIENTES;8900.0;A
2020;ES617;516607;5086;516632;SUPERVIVIENTES;7350.0;A
2020;ES617;516607;5087;516632;SUPERVIVIENTES;8350.0;A
2020;ES617;516607;5088;516632;SUPERVIVIENTES;8775.0;A
2020;ES617;516607;5089;516632;SUPERVIVIENTES;10500.0;A
2020;ES617;516607;5090;516632;SUPERVIVIENTES;9875.0;A
2020;ES617;516607;5091;516632;SUPERVIVIENTES;12550.0;A
2020;ES617;516607;5092;516632;SUPERVIVIENTES;11700.0;A
2020;ES617;516607;5093;516632;SUPERVIVIENTES;11050.0;A
2020;ES617;516607;5094;516632;SUPERVIVIENTES;11000.0;A
2020;ES617;516607;5095;516632;SUPERVIVIENTES;13200.0;A
2020;ES617;516608;5083;516632;SUPERVIVIENTES;7775.0;A
2020;ES617;516608;5084;516632;SUPERVIVIENTES;7175.0;A
2020;ES617;516608;5085;516632;SUPERVIVIENTES;6775.0;A
2020;ES617;516608;5086;516632;SUPERVIVIENTES;5775.0;A
2020;ES617;516608;5087;516632;SUPERVIVIENTES;6750.0;A
2020;ES617;516608;5088;516632;SUPERVIVIENTES;7050.0;A
2020;ES617;516608;5089;516632;SUPERVIVIENTES;8375.0;A
2020;ES617;516608;5090;516632;SUPERVIVIENTES;8550.0;A
2020;ES617;516608;5091;516632;SUPERVIVIENTES;9900.0;A
2020;ES617;516608;5092;516632;SUPERVIVIENTES;9175.0;A
2020;ES617;516608;5093;516632;SUPERVIVIENTES;8975.0;A
2020;ES617;516608;5094;516632;SUPERVIVIENTES;8850.0;A
2020;ES617;516609;5083;516632;SUPERVIVIENTES;6300.0;A
2020;ES617;516609;5084;516632;SUPERVIVIENTES;5725.0;A
2020;ES617;516609;5085;516632;SUPERVIVIENTES;5350.0;A
2020;ES617;516609;5086;516632;SUPERVIVIENTES;4775.0;A
2020;ES617;516609;5087;516632;SUPERVIVIENTES;5500.0;A
2020;ES617;516609;5088;516632;SUPERVIVIENTES;5900.0;A
2020;ES617;516609;5089;516632;SUPERVIVIENTES;7150.0;A
2020;ES617;516609;5090;516632;SUPERVIVIENTES;7350.0;A
2020;ES617;516609;5091;516632;SUPERVIVIENTES;8325.0;A
2020;ES617;516609;5092;516632;SUPERVIVIENTES;7700.0;A
2020;ES617;516609;5093;516632;SUPERVIVIENTES;7500.0;A
2020;ES617;516610;5083;516632;SUPERVIVIENTES;5525.0;A
2020;ES617;516610;5084;516632;SUPERVIVIENTES;4875.0;A
2020;ES617;516610;5085;516632;SUPERVIVIENTES;4700.0;A
2020;ES617;516610;5086;516632;SUPERVIVIENTES;4150.0;A
2020;ES617;516610;5087;516632;SUPERVIVIENTES;4675.0;A
2020;ES617;516610;5088;516632;SUPERVIVIENTES;5150.0;A
2020;ES617;516610;5089;516632;SUPERVIVIENTES;6375.0;A
2020;ES617;516610;5090;516632;SUPERVIVIENTES;6350.0;A
2020;ES617;516610;5091;516632;SUPERVIVIENTES;7175.0;A
2020;ES617;516610;5092;516632;SUPERVIVIENTES;6825.0;A
2020;ES617;516611;5083;516632;SUPERVIVIENTES;4725.0;A
2020;ES617;516611;5084;516632;SUPERVIVIENTES;4275.0;A
2020;ES617;516611;5085;516632;SUPERVIVIENTES;4175.0;A
2020;ES617;516611;5086;516632;SUPERVIVIENTES;3675.0;A
2020;ES617;516611;5087;516632;SUPERVIVIENTES;4025.0;A
2020;ES617;516611;5088;516632;SUPERVIVIENTES;4700.0;A
2020;ES617;516611;5089;516632;SUPERVIVIENTES;5550.0;A
2020;ES617;516611;5090;516632;SUPERVIVIENTES;5800.0;A
2020;ES617;516611;5091;516632;SUPERVIVIENTES;6300.0;A
2020;ES617;516612;5083;516632;SUPERVIVIENTES;4150.0;A
2020;ES617;516612;5084;516632;SUPERVIVIENTES;3800.0;A
2020;ES617;516612;5085;516632;SUPERVIVIENTES;3925.0;A
2020;ES617;516612;5086;516632;SUPERVIVIENTES;3400.0;A
2020;ES617;516612;5087;516632;SUPERVIVIENTES;3700.0;A
2020;ES617;516612;5088;516632;SUPERVIVIENTES;4325.0;A
2020;ES617;516612;5089;516632;SUPERVIVIENTES;5075.0;A
2020;ES617;516612;5090;516632;SUPERVIVIENTES;4975.0;A
2020;ES617;516613;5083;516632;SUPERVIVIENTES;3675.0;A
2020;ES617;516613;5084;516632;SUPERVIVIENTES;3550.0;A
2020;ES617;516613;5085;516632;SUPERVIVIENTES;3650.0;A
2020;ES617;516613;5086;516632;SUPERVIVIENTES;3100.0;A
2020;ES617;516613;5087;516632;SUPERVIVIENTES;3425.0;A
2020;ES617;516613;5088;516632;SUPERVIVIENTES;3950.0;A
2020;ES617;516613;5089;516632;SUPERVIVIENTES;4650.0;A
2020;ES617;516614;5083;516632;SUPERVIVIENTES;3200.0;A
2020;ES617;516614;5084;516632;SUPERVIVIENTES;3275.0;A
2020;ES617;516614;5085;516632;SUPERVIVIENTES;3400.0;A
2020;ES617;516614;5086;516632;SUPERVIVIENTES;2800.0;A
2020;ES617;516614;5087;516632;SUPERVIVIENTES;3175.0;A
2020;ES617;516614;5088;516632;SUPERVIVIENTES;3625.0;A
2020;ES617;516615;5083;516632;SUPERVIVIENTES;3050.0;A
2020;ES617;516615;5084;516632;SUPERVIVIENTES;3025.0;A
2020;ES617;516615;5085;516632;SUPERVIVIENTES;3200.0;A
2020;ES617;516615;5086;516632;SUPERVIVIENTES;2625.0;A
2020;ES617;516615;5087;516632;SUPERVIVIENTES;2850.0;A
2020;ES618;516633;5083;516632;SUPERVIVIENTES;18975.0;A
2020;ES618;516633;5084;516632;SUPERVIVIENTES;19475.0;A
2020;ES618;516633;5085;516632;SUPERVIVIENTES;16950.0;A
2020;ES618;516633;5086;516632;SUPERVIVIENTES;17375.0;A
2020;ES618;516633;5087;516632;SUPERVIVIENTES;17475.0;A
2020;ES618;516633;5088;516632;SUPERVIVIENTES;19525.0;A
2020;ES618;516633;5089;516632;SUPERVIVIENTES;21425.0;A
2020;ES618;516633;5090;516632;SUPERVIVIENTES;23725.0;A
2020;ES618;516633;5091;516632;SUPERVIVIENTES;25075.0;A
2020;ES618;516633;5092;516632;SUPERVIVIENTES;23550.0;A
2020;ES618;516633;5093;516632;SUPERVIVIENTES;23100.0;A
2020;ES618;516633;5094;516632;SUPERVIVIENTES;21100.0;A
2020;ES618;516633;5095;516632;SUPERVIVIENTES;26250.0;A
2020;ES618;516633;5096;516632;SUPERVIVIENTES;24450.0;A
2020;ES618;516633;5097;516632;SUPERVIVIENTES;20175.0;A
