TEMPORAL;SEXO;AA_TIPODEHOGAR;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2020;_T;515757;515892;NUME_AUTO;86825.0;A
2020;_T;515758;ES611;NUME_AUTO;1750.0;A
2020;_T;515758;ES612;NUME_AUTO;1700.0;A
2020;_T;515758;ES613;NUME_AUTO;850.0;A
2020;_T;515758;ES614;NUME_AUTO;2000.0;A
2020;_T;515758;ES615;NUME_AUTO;725.0;A
2020;_T;515758;ES616;NUME_AUTO;900.0;A
2020;_T;515758;ES617;NUME_AUTO;2800.0;A
2020;_T;515758;ES618;NUME_AUTO;2650.0;A
2020;_T;515758;515892;NUME_AUTO;13525.0;A
2020;_T;515759;ES611;NUME_AUTO;26275.0;A
2020;_T;515759;ES612;NUME_AUTO;29525.0;A
2020;_T;515759;ES613;NUME_AUTO;22975.0;A
2020;_T;515759;ES614;NUME_AUTO;29650.0;A
2020;_T;515759;ES615;NUME_AUTO;14825.0;A
2020;_T;515759;ES616;NUME_AUTO;19000.0;A
2020;_T;515759;ES617;NUME_AUTO;52950.0;A
2020;_T;515759;ES618;NUME_AUTO;52800.0;A
2020;_T;515759;515892;NUME_AUTO;250100.0;A
2020;_T;515761;ES611;NUME_AUTO;13000.0;A
2020;_T;515761;ES612;NUME_AUTO;14175.0;A
2020;_T;515761;ES613;NUME_AUTO;10650.0;A
2020;_T;515761;ES614;NUME_AUTO;17500.0;A
2020;_T;515761;ES615;NUME_AUTO;7700.0;A
2020;_T;515761;ES616;NUME_AUTO;9875.0;A
2020;_T;515761;ES617;NUME_AUTO;28725.0;A
2020;_T;515761;ES618;NUME_AUTO;21875.0;A
2020;_T;515761;515892;NUME_AUTO;125050.0;A
2020;_T;515762;ES611;NUME_AUTO;13275.0;A
2020;_T;515762;ES612;NUME_AUTO;15350.0;A
2020;_T;515762;ES613;NUME_AUTO;12325.0;A
2020;_T;515762;ES614;NUME_AUTO;12150.0;A
2020;_T;515762;ES615;NUME_AUTO;7125.0;A
2020;_T;515762;ES616;NUME_AUTO;9125.0;A
2020;_T;515762;ES617;NUME_AUTO;24225.0;A
2020;_T;515762;ES618;NUME_AUTO;30925.0;A
2020;_T;515762;515892;NUME_AUTO;125050.0;A
2020;_T;515760;ES611;NUME_AUTO;28225.0;A
2020;_T;515760;ES612;NUME_AUTO;26600.0;A
2020;_T;515760;ES613;NUME_AUTO;26475.0;A
2020;_T;515760;ES614;NUME_AUTO;25200.0;A
2020;_T;515760;ES615;NUME_AUTO;11325.0;A
2020;_T;515760;ES616;NUME_AUTO;19550.0;A
2020;_T;515760;ES617;NUME_AUTO;53400.0;A
2020;_T;515760;ES618;NUME_AUTO;54100.0;A
2020;_T;515760;515892;NUME_AUTO;246075.0;A
2020;_T;515763;ES611;NUME_AUTO;19025.0;A
2020;_T;515763;ES612;NUME_AUTO;19375.0;A
2020;_T;515763;ES613;NUME_AUTO;18525.0;A
2020;_T;515763;ES614;NUME_AUTO;16925.0;A
2020;_T;515763;ES615;NUME_AUTO;8025.0;A
2020;_T;515763;ES616;NUME_AUTO;14275.0;A
2020;_T;515763;ES617;NUME_AUTO;34225.0;A
2020;_T;515763;ES618;NUME_AUTO;37150.0;A
2020;_T;515763;515892;NUME_AUTO;168325.0;A
2020;_T;515764;ES611;NUME_AUTO;9200.0;A
2020;_T;515764;ES612;NUME_AUTO;7225.0;A
2020;_T;515764;ES613;NUME_AUTO;7950.0;A
2020;_T;515764;ES614;NUME_AUTO;8275.0;A
2020;_T;515764;ES615;NUME_AUTO;3300.0;A
2020;_T;515764;ES616;NUME_AUTO;5275.0;A
2020;_T;515764;ES617;NUME_AUTO;19175.0;A
2020;_T;515764;ES618;NUME_AUTO;16950.0;A
2020;_T;515764;515892;NUME_AUTO;77750.0;A
2020;_T;516585;ES611;NUME_AUTO;1300.0;A
2020;_T;516585;ES612;NUME_AUTO;1125.0;A
2020;_T;516585;ES614;NUME_AUTO;1975.0;A
2020;_T;516585;ES617;NUME_AUTO;5300.0;A
2020;_T;516585;ES618;NUME_AUTO;2175.0;A
2020;_T;516585;515892;NUME_AUTO;13225.0;A
2020;_T;515755;ES611;NUME_AUTO;66975.0;A
2020;_T;515755;ES612;NUME_AUTO;70000.0;A
2020;_T;515755;ES613;NUME_AUTO;56650.0;A
2020;_T;515755;ES614;NUME_AUTO;72450.0;A
2020;_T;515755;ES615;NUME_AUTO;33275.0;A
2020;_T;515755;ES616;NUME_AUTO;45800.0;A
2020;_T;515755;ES617;NUME_AUTO;135075.0;A
2020;_T;515755;ES618;NUME_AUTO;125275.0;A
2020;_T;515755;515892;NUME_AUTO;609750.0;A
