TIME_PERIOD;REF_AREA;D_CLASEDEPENSION_0;INDICATOR;OBS_VALUE;FREQ;D_SEXO_0;D_EDAD_0;D_PCSSA_JUBVIUDEDAD_0
2015;2496;5691;NUM_PEN;154.0;A;_Z;_Z;_Z
2015;2496;5692;NUM_PEN;892.0;A;_Z;_Z;_Z
2015;2496;5693;NUM_PEN;400.0;A;_Z;_Z;_Z
2015;2496;275092;NUM_PEN;73.0;A;_Z;_Z;_Z
2015;2497;5691;NUM_PEN;155.0;A;_Z;_Z;_Z
2015;2497;5692;NUM_PEN;526.0;A;_Z;_Z;_Z
2015;2497;5693;NUM_PEN;263.0;A;_Z;_Z;_Z
2015;2497;275092;NUM_PEN;77.0;A;_Z;_Z;_Z
2015;2498;5691;NUM_PEN;17.0;A;_Z;_Z;_Z
2015;2498;5692;NUM_PEN;120.0;A;_Z;_Z;_Z
2015;2498;5693;NUM_PEN;30.0;A;_Z;_Z;_Z
2015;2499;5691;NUM_PEN;15.0;A;_Z;_Z;_Z
2015;2499;5692;NUM_PEN;84.0;A;_Z;_Z;_Z
2015;2499;5693;NUM_PEN;35.0;A;_Z;_Z;_Z
2015;2499;275092;NUM_PEN;13.0;A;_Z;_Z;_Z
2015;2500;5691;NUM_PEN;393.0;A;_Z;_Z;_Z
2015;2500;5692;NUM_PEN;2342.0;A;_Z;_Z;_Z
2015;2500;5693;NUM_PEN;1147.0;A;_Z;_Z;_Z
2015;2500;275092;NUM_PEN;224.0;A;_Z;_Z;_Z
2015;2699;5691;NUM_PEN;26.0;A;_Z;_Z;_Z
2015;2699;5692;NUM_PEN;201.0;A;_Z;_Z;_Z
2015;2699;5693;NUM_PEN;72.0;A;_Z;_Z;_Z
2015;2699;275092;NUM_PEN;10.0;A;_Z;_Z;_Z
2015;2501;5691;NUM_PEN;24.0;A;_Z;_Z;_Z
2015;2501;5692;NUM_PEN;100.0;A;_Z;_Z;_Z
2015;2501;5693;NUM_PEN;77.0;A;_Z;_Z;_Z
2015;2501;275092;NUM_PEN;18.0;A;_Z;_Z;_Z
2015;2503;5691;NUM_PEN;88.0;A;_Z;_Z;_Z
2015;2503;5692;NUM_PEN;299.0;A;_Z;_Z;_Z
2015;2503;5693;NUM_PEN;124.0;A;_Z;_Z;_Z
2015;2503;275092;NUM_PEN;21.0;A;_Z;_Z;_Z
2015;2504;5691;NUM_PEN;464.0;A;_Z;_Z;_Z
2015;2504;5692;NUM_PEN;1611.0;A;_Z;_Z;_Z
2015;2504;5693;NUM_PEN;703.0;A;_Z;_Z;_Z
2015;2504;275092;NUM_PEN;222.0;A;_Z;_Z;_Z
2015;2505;5691;NUM_PEN;490.0;A;_Z;_Z;_Z
2015;2505;5692;NUM_PEN;1435.0;A;_Z;_Z;_Z
2015;2505;5693;NUM_PEN;679.0;A;_Z;_Z;_Z
2015;2505;275092;NUM_PEN;127.0;A;_Z;_Z;_Z
2015;2506;5691;NUM_PEN;439.0;A;_Z;_Z;_Z
2015;2506;5692;NUM_PEN;2150.0;A;_Z;_Z;_Z
2015;2506;5693;NUM_PEN;1055.0;A;_Z;_Z;_Z
2015;2506;275092;NUM_PEN;212.0;A;_Z;_Z;_Z
2015;2507;5691;NUM_PEN;33.0;A;_Z;_Z;_Z
2015;2507;5692;NUM_PEN;167.0;A;_Z;_Z;_Z
2015;2507;5693;NUM_PEN;42.0;A;_Z;_Z;_Z
2015;2507;275092;NUM_PEN;6.0;A;_Z;_Z;_Z
2015;2508;5691;NUM_PEN;12.0;A;_Z;_Z;_Z
2015;2508;5692;NUM_PEN;64.0;A;_Z;_Z;_Z
2015;2508;5693;NUM_PEN;29.0;A;_Z;_Z;_Z
2015;2508;275092;NUM_PEN;5.0;A;_Z;_Z;_Z
2015;2511;5691;NUM_PEN;86.0;A;_Z;_Z;_Z
2015;2511;5692;NUM_PEN;400.0;A;_Z;_Z;_Z
2015;2511;5693;NUM_PEN;185.0;A;_Z;_Z;_Z
2015;2511;275092;NUM_PEN;55.0;A;_Z;_Z;_Z
2015;2512;5691;NUM_PEN;50.0;A;_Z;_Z;_Z
2015;2512;5692;NUM_PEN;238.0;A;_Z;_Z;_Z
2015;2512;5693;NUM_PEN;93.0;A;_Z;_Z;_Z
2015;2512;275092;NUM_PEN;10.0;A;_Z;_Z;_Z
2015;2513;5691;NUM_PEN;53.0;A;_Z;_Z;_Z
2015;2513;5692;NUM_PEN;438.0;A;_Z;_Z;_Z
2015;2513;5693;NUM_PEN;142.0;A;_Z;_Z;_Z
2015;2513;275092;NUM_PEN;25.0;A;_Z;_Z;_Z
2015;2514;5691;NUM_PEN;27.0;A;_Z;_Z;_Z
2015;2514;5692;NUM_PEN;98.0;A;_Z;_Z;_Z
2015;2514;5693;NUM_PEN;47.0;A;_Z;_Z;_Z
2015;2514;275092;NUM_PEN;8.0;A;_Z;_Z;_Z
2015;2516;5691;NUM_PEN;7.0;A;_Z;_Z;_Z
2015;2516;5692;NUM_PEN;33.0;A;_Z;_Z;_Z
2015;2516;5693;NUM_PEN;18.0;A;_Z;_Z;_Z
2015;2517;5691;NUM_PEN;9.0;A;_Z;_Z;_Z
2015;2517;5692;NUM_PEN;32.0;A;_Z;_Z;_Z
2015;2517;5693;NUM_PEN;20.0;A;_Z;_Z;_Z
2015;2517;275092;NUM_PEN;10.0;A;_Z;_Z;_Z
2015;2518;5691;NUM_PEN;23.0;A;_Z;_Z;_Z
2015;2518;5692;NUM_PEN;126.0;A;_Z;_Z;_Z
2015;2518;5693;NUM_PEN;54.0;A;_Z;_Z;_Z
2015;2519;5691;NUM_PEN;38.0;A;_Z;_Z;_Z
2015;2519;5692;NUM_PEN;254.0;A;_Z;_Z;_Z
2015;2519;5693;NUM_PEN;91.0;A;_Z;_Z;_Z
2015;2519;275092;NUM_PEN;13.0;A;_Z;_Z;_Z
2015;2520;5691;NUM_PEN;93.0;A;_Z;_Z;_Z
2015;2520;5692;NUM_PEN;468.0;A;_Z;_Z;_Z
2015;2520;5693;NUM_PEN;194.0;A;_Z;_Z;_Z
2015;2520;275092;NUM_PEN;44.0;A;_Z;_Z;_Z
2015;2602;5691;NUM_PEN;33.0;A;_Z;_Z;_Z
2015;2602;5692;NUM_PEN;108.0;A;_Z;_Z;_Z
2015;2602;5693;NUM_PEN;56.0;A;_Z;_Z;_Z
2015;2602;275092;NUM_PEN;10.0;A;_Z;_Z;_Z
2015;2521;5691;NUM_PEN;13.0;A;_Z;_Z;_Z
2015;2521;5692;NUM_PEN;100.0;A;_Z;_Z;_Z
2015;2521;5693;NUM_PEN;45.0;A;_Z;_Z;_Z
2015;2521;275092;NUM_PEN;11.0;A;_Z;_Z;_Z
2015;2522;5691;NUM_PEN;58.0;A;_Z;_Z;_Z
2015;2522;5692;NUM_PEN;245.0;A;_Z;_Z;_Z
2015;2522;5693;NUM_PEN;91.0;A;_Z;_Z;_Z
2015;2522;275092;NUM_PEN;10.0;A;_Z;_Z;_Z
2015;2523;5691;NUM_PEN;102.0;A;_Z;_Z;_Z
2015;2523;5692;NUM_PEN;594.0;A;_Z;_Z;_Z
2015;2523;5693;NUM_PEN;283.0;A;_Z;_Z;_Z
2015;2523;275092;NUM_PEN;45.0;A;_Z;_Z;_Z
2015;2524;5691;NUM_PEN;8.0;A;_Z;_Z;_Z
2015;2524;5692;NUM_PEN;38.0;A;_Z;_Z;_Z
2015;2524;5693;NUM_PEN;20.0;A;_Z;_Z;_Z
2015;2526;5691;NUM_PEN;15.0;A;_Z;_Z;_Z
2015;2526;5692;NUM_PEN;48.0;A;_Z;_Z;_Z
2015;2526;5693;NUM_PEN;37.0;A;_Z;_Z;_Z
2015;2526;275092;NUM_PEN;5.0;A;_Z;_Z;_Z
2015;2527;5692;NUM_PEN;24.0;A;_Z;_Z;_Z
2015;2527;5693;NUM_PEN;12.0;A;_Z;_Z;_Z
2015;2527;275092;NUM_PEN;7.0;A;_Z;_Z;_Z
2015;2528;5691;NUM_PEN;5.0;A;_Z;_Z;_Z
2015;2528;5692;NUM_PEN;59.0;A;_Z;_Z;_Z
2015;2528;5693;NUM_PEN;19.0;A;_Z;_Z;_Z
2015;2529;5691;NUM_PEN;31.0;A;_Z;_Z;_Z
2015;2529;5692;NUM_PEN;325.0;A;_Z;_Z;_Z
2015;2529;5693;NUM_PEN;127.0;A;_Z;_Z;_Z
2015;2529;275092;NUM_PEN;17.0;A;_Z;_Z;_Z
2015;2530;5691;NUM_PEN;76.0;A;_Z;_Z;_Z
2015;2530;5692;NUM_PEN;547.0;A;_Z;_Z;_Z
2015;2530;5693;NUM_PEN;182.0;A;_Z;_Z;_Z
2015;2530;275092;NUM_PEN;33.0;A;_Z;_Z;_Z
2015;2531;5691;NUM_PEN;164.0;A;_Z;_Z;_Z
2015;2531;5692;NUM_PEN;428.0;A;_Z;_Z;_Z
2015;2531;5693;NUM_PEN;201.0;A;_Z;_Z;_Z
2015;2531;275092;NUM_PEN;67.0;A;_Z;_Z;_Z
2015;2544;5691;NUM_PEN;177.0;A;_Z;_Z;_Z
2015;2544;5692;NUM_PEN;625.0;A;_Z;_Z;_Z
2015;2544;5693;NUM_PEN;256.0;A;_Z;_Z;_Z
2015;2544;275092;NUM_PEN;48.0;A;_Z;_Z;_Z
2015;2546;5691;NUM_PEN;56.0;A;_Z;_Z;_Z
2015;2546;5692;NUM_PEN;288.0;A;_Z;_Z;_Z
2015;2546;5693;NUM_PEN;107.0;A;_Z;_Z;_Z
2015;2546;275092;NUM_PEN;8.0;A;_Z;_Z;_Z
2015;2548;5691;NUM_PEN;309.0;A;_Z;_Z;_Z
2015;2548;5692;NUM_PEN;912.0;A;_Z;_Z;_Z
2015;2548;5693;NUM_PEN;427.0;A;_Z;_Z;_Z
2015;2548;275092;NUM_PEN;95.0;A;_Z;_Z;_Z
2015;2532;5691;NUM_PEN;107.0;A;_Z;_Z;_Z
2015;2532;5692;NUM_PEN;260.0;A;_Z;_Z;_Z
2015;2532;5693;NUM_PEN;118.0;A;_Z;_Z;_Z
2015;2532;275092;NUM_PEN;21.0;A;_Z;_Z;_Z
2015;2533;5691;NUM_PEN;15.0;A;_Z;_Z;_Z
2015;2533;5692;NUM_PEN;119.0;A;_Z;_Z;_Z
2015;2533;5693;NUM_PEN;47.0;A;_Z;_Z;_Z
2015;2533;275092;NUM_PEN;8.0;A;_Z;_Z;_Z
2015;2534;5691;NUM_PEN;89.0;A;_Z;_Z;_Z
2015;2534;5692;NUM_PEN;358.0;A;_Z;_Z;_Z
2015;2534;5693;NUM_PEN;120.0;A;_Z;_Z;_Z
2015;2534;275092;NUM_PEN;41.0;A;_Z;_Z;_Z
2015;2535;5691;NUM_PEN;38.0;A;_Z;_Z;_Z
2015;2535;5692;NUM_PEN;273.0;A;_Z;_Z;_Z
2015;2535;5693;NUM_PEN;104.0;A;_Z;_Z;_Z
2015;2535;275092;NUM_PEN;27.0;A;_Z;_Z;_Z
2015;2537;5691;NUM_PEN;70.0;A;_Z;_Z;_Z
2015;2537;5692;NUM_PEN;508.0;A;_Z;_Z;_Z
2015;2537;5693;NUM_PEN;199.0;A;_Z;_Z;_Z
2015;2537;275092;NUM_PEN;26.0;A;_Z;_Z;_Z
2015;2538;5691;NUM_PEN;35.0;A;_Z;_Z;_Z
2015;2538;5692;NUM_PEN;203.0;A;_Z;_Z;_Z
2015;2538;5693;NUM_PEN;72.0;A;_Z;_Z;_Z
2015;2538;275092;NUM_PEN;18.0;A;_Z;_Z;_Z
2015;2707;5691;NUM_PEN;65.0;A;_Z;_Z;_Z
2015;2707;5692;NUM_PEN;315.0;A;_Z;_Z;_Z
2015;2707;5693;NUM_PEN;141.0;A;_Z;_Z;_Z
2015;2707;275092;NUM_PEN;16.0;A;_Z;_Z;_Z
2015;2541;5691;NUM_PEN;96.0;A;_Z;_Z;_Z
2015;2541;5692;NUM_PEN;747.0;A;_Z;_Z;_Z
2015;2541;5693;NUM_PEN;313.0;A;_Z;_Z;_Z
2015;2541;275092;NUM_PEN;60.0;A;_Z;_Z;_Z
2015;2542;5691;NUM_PEN;163.0;A;_Z;_Z;_Z
2015;2542;5692;NUM_PEN;471.0;A;_Z;_Z;_Z
2015;2542;5693;NUM_PEN;191.0;A;_Z;_Z;_Z
2015;2542;275092;NUM_PEN;47.0;A;_Z;_Z;_Z
2015;2549;5691;NUM_PEN;63.0;A;_Z;_Z;_Z
2015;2549;5692;NUM_PEN;213.0;A;_Z;_Z;_Z
2015;2549;5693;NUM_PEN;83.0;A;_Z;_Z;_Z
2015;2549;275092;NUM_PEN;27.0;A;_Z;_Z;_Z
2015;2550;5691;NUM_PEN;14.0;A;_Z;_Z;_Z
2015;2550;5692;NUM_PEN;97.0;A;_Z;_Z;_Z
2015;2550;5693;NUM_PEN;41.0;A;_Z;_Z;_Z
2015;2550;275092;NUM_PEN;13.0;A;_Z;_Z;_Z
2015;2551;5691;NUM_PEN;27.0;A;_Z;_Z;_Z
2015;2551;5692;NUM_PEN;132.0;A;_Z;_Z;_Z
2015;2551;5693;NUM_PEN;53.0;A;_Z;_Z;_Z
2015;2551;275092;NUM_PEN;6.0;A;_Z;_Z;_Z
2015;2553;5691;NUM_PEN;90.0;A;_Z;_Z;_Z
2015;2553;5692;NUM_PEN;384.0;A;_Z;_Z;_Z
2015;2553;5693;NUM_PEN;138.0;A;_Z;_Z;_Z
2015;2553;275092;NUM_PEN;23.0;A;_Z;_Z;_Z
2015;2554;5691;NUM_PEN;38.0;A;_Z;_Z;_Z
2015;2554;5692;NUM_PEN;142.0;A;_Z;_Z;_Z
2015;2554;5693;NUM_PEN;50.0;A;_Z;_Z;_Z
2015;2554;275092;NUM_PEN;14.0;A;_Z;_Z;_Z
2015;2555;5691;NUM_PEN;44.0;A;_Z;_Z;_Z
2015;2555;5692;NUM_PEN;172.0;A;_Z;_Z;_Z
2015;2555;5693;NUM_PEN;101.0;A;_Z;_Z;_Z
2015;2555;275092;NUM_PEN;18.0;A;_Z;_Z;_Z
2015;2556;5691;NUM_PEN;18.0;A;_Z;_Z;_Z
2015;2556;5692;NUM_PEN;115.0;A;_Z;_Z;_Z
2015;2556;5693;NUM_PEN;37.0;A;_Z;_Z;_Z
2015;2556;275092;NUM_PEN;5.0;A;_Z;_Z;_Z
2015;2557;5691;NUM_PEN;12.0;A;_Z;_Z;_Z
2015;2557;5692;NUM_PEN;51.0;A;_Z;_Z;_Z
2015;2557;5693;NUM_PEN;14.0;A;_Z;_Z;_Z
2015;2558;5691;NUM_PEN;244.0;A;_Z;_Z;_Z
2015;2558;5692;NUM_PEN;879.0;A;_Z;_Z;_Z
2015;2558;5693;NUM_PEN;417.0;A;_Z;_Z;_Z
2015;2558;275092;NUM_PEN;79.0;A;_Z;_Z;_Z
2015;2559;5691;NUM_PEN;18.0;A;_Z;_Z;_Z
2015;2559;5692;NUM_PEN;111.0;A;_Z;_Z;_Z
2015;2559;5693;NUM_PEN;49.0;A;_Z;_Z;_Z
2015;2559;275092;NUM_PEN;12.0;A;_Z;_Z;_Z
2015;2561;5691;NUM_PEN;9.0;A;_Z;_Z;_Z
2015;2561;5692;NUM_PEN;77.0;A;_Z;_Z;_Z
2015;2561;5693;NUM_PEN;29.0;A;_Z;_Z;_Z
2015;2561;275092;NUM_PEN;8.0;A;_Z;_Z;_Z
2015;2563;5691;NUM_PEN;43.0;A;_Z;_Z;_Z
2015;2563;5692;NUM_PEN;177.0;A;_Z;_Z;_Z
2015;2563;5693;NUM_PEN;60.0;A;_Z;_Z;_Z
2015;2563;275092;NUM_PEN;11.0;A;_Z;_Z;_Z
2015;2565;5691;NUM_PEN;45.0;A;_Z;_Z;_Z
2015;2565;5692;NUM_PEN;172.0;A;_Z;_Z;_Z
2015;2565;5693;NUM_PEN;67.0;A;_Z;_Z;_Z
2015;2565;275092;NUM_PEN;8.0;A;_Z;_Z;_Z
2015;2566;5691;NUM_PEN;150.0;A;_Z;_Z;_Z
2015;2566;5692;NUM_PEN;629.0;A;_Z;_Z;_Z
2015;2566;5693;NUM_PEN;258.0;A;_Z;_Z;_Z
2015;2566;275092;NUM_PEN;40.0;A;_Z;_Z;_Z
2015;2700;5691;NUM_PEN;418.0;A;_Z;_Z;_Z
2015;2700;5692;NUM_PEN;1059.0;A;_Z;_Z;_Z
2015;2700;5693;NUM_PEN;486.0;A;_Z;_Z;_Z
2015;2700;275092;NUM_PEN;120.0;A;_Z;_Z;_Z
2015;2569;5691;NUM_PEN;23.0;A;_Z;_Z;_Z
2015;2569;5692;NUM_PEN;176.0;A;_Z;_Z;_Z
2015;2569;5693;NUM_PEN;109.0;A;_Z;_Z;_Z
2015;2569;275092;NUM_PEN;11.0;A;_Z;_Z;_Z
2015;2570;5691;NUM_PEN;8.0;A;_Z;_Z;_Z
2015;2570;5692;NUM_PEN;79.0;A;_Z;_Z;_Z
2015;2570;5693;NUM_PEN;28.0;A;_Z;_Z;_Z
2015;2571;5691;NUM_PEN;158.0;A;_Z;_Z;_Z
2015;2571;5692;NUM_PEN;494.0;A;_Z;_Z;_Z
2015;2571;5693;NUM_PEN;168.0;A;_Z;_Z;_Z
2015;2571;275092;NUM_PEN;40.0;A;_Z;_Z;_Z
2015;2572;5691;NUM_PEN;14.0;A;_Z;_Z;_Z
2015;2572;5692;NUM_PEN;207.0;A;_Z;_Z;_Z
2015;2572;5693;NUM_PEN;63.0;A;_Z;_Z;_Z
2015;2572;275092;NUM_PEN;6.0;A;_Z;_Z;_Z
2015;2573;5691;NUM_PEN;16.0;A;_Z;_Z;_Z
2015;2573;5692;NUM_PEN;98.0;A;_Z;_Z;_Z
2015;2573;5693;NUM_PEN;33.0;A;_Z;_Z;_Z
2015;2574;5691;NUM_PEN;4394.0;A;_Z;_Z;_Z
2015;2574;5692;NUM_PEN;28303.0;A;_Z;_Z;_Z
2015;2574;5693;NUM_PEN;12377.0;A;_Z;_Z;_Z
2015;2574;275092;NUM_PEN;2312.0;A;_Z;_Z;_Z
2015;2575;5691;NUM_PEN;95.0;A;_Z;_Z;_Z
2015;2575;5692;NUM_PEN;315.0;A;_Z;_Z;_Z
2015;2575;5693;NUM_PEN;117.0;A;_Z;_Z;_Z
2015;2575;275092;NUM_PEN;31.0;A;_Z;_Z;_Z
2015;2576;5691;NUM_PEN;474.0;A;_Z;_Z;_Z
2015;2576;5692;NUM_PEN;1998.0;A;_Z;_Z;_Z
2015;2576;5693;NUM_PEN;1057.0;A;_Z;_Z;_Z
2015;2576;275092;NUM_PEN;265.0;A;_Z;_Z;_Z
2015;2701;5691;NUM_PEN;45.0;A;_Z;_Z;_Z
2015;2701;5692;NUM_PEN;226.0;A;_Z;_Z;_Z
2015;2701;5693;NUM_PEN;94.0;A;_Z;_Z;_Z
2015;2701;275092;NUM_PEN;19.0;A;_Z;_Z;_Z
2015;2580;5691;NUM_PEN;109.0;A;_Z;_Z;_Z
2015;2580;5692;NUM_PEN;392.0;A;_Z;_Z;_Z
2015;2580;5693;NUM_PEN;209.0;A;_Z;_Z;_Z
2015;2580;275092;NUM_PEN;29.0;A;_Z;_Z;_Z
2015;2581;5691;NUM_PEN;78.0;A;_Z;_Z;_Z
2015;2581;5692;NUM_PEN;428.0;A;_Z;_Z;_Z
2015;2581;5693;NUM_PEN;165.0;A;_Z;_Z;_Z
2015;2581;275092;NUM_PEN;39.0;A;_Z;_Z;_Z
2015;2582;5691;NUM_PEN;92.0;A;_Z;_Z;_Z
2015;2582;5692;NUM_PEN;276.0;A;_Z;_Z;_Z
2015;2582;5693;NUM_PEN;82.0;A;_Z;_Z;_Z
2015;2582;275092;NUM_PEN;25.0;A;_Z;_Z;_Z
2015;2583;5691;NUM_PEN;23.0;A;_Z;_Z;_Z
2015;2583;5692;NUM_PEN;79.0;A;_Z;_Z;_Z
2015;2583;5693;NUM_PEN;35.0;A;_Z;_Z;_Z
2015;2584;5691;NUM_PEN;30.0;A;_Z;_Z;_Z
2015;2584;5692;NUM_PEN;198.0;A;_Z;_Z;_Z
2015;2584;5693;NUM_PEN;89.0;A;_Z;_Z;_Z
2015;2584;275092;NUM_PEN;13.0;A;_Z;_Z;_Z
2015;2585;5691;NUM_PEN;149.0;A;_Z;_Z;_Z
2015;2585;5692;NUM_PEN;1204.0;A;_Z;_Z;_Z
2015;2585;5693;NUM_PEN;526.0;A;_Z;_Z;_Z
2015;2585;275092;NUM_PEN;123.0;A;_Z;_Z;_Z
2015;2586;5691;NUM_PEN;52.0;A;_Z;_Z;_Z
2015;2586;5692;NUM_PEN;166.0;A;_Z;_Z;_Z
2015;2586;5693;NUM_PEN;88.0;A;_Z;_Z;_Z
2015;2586;275092;NUM_PEN;22.0;A;_Z;_Z;_Z
2015;2587;5691;NUM_PEN;334.0;A;_Z;_Z;_Z
2015;2587;5692;NUM_PEN;1276.0;A;_Z;_Z;_Z
2015;2587;5693;NUM_PEN;563.0;A;_Z;_Z;_Z
2015;2587;275092;NUM_PEN;91.0;A;_Z;_Z;_Z
2015;2588;5691;NUM_PEN;263.0;A;_Z;_Z;_Z
2015;2588;5692;NUM_PEN;950.0;A;_Z;_Z;_Z
2015;2588;5693;NUM_PEN;361.0;A;_Z;_Z;_Z
2015;2588;275092;NUM_PEN;82.0;A;_Z;_Z;_Z
2015;2589;5691;NUM_PEN;435.0;A;_Z;_Z;_Z
2015;2589;5692;NUM_PEN;1752.0;A;_Z;_Z;_Z
2015;2589;5693;NUM_PEN;788.0;A;_Z;_Z;_Z
2015;2589;275092;NUM_PEN;121.0;A;_Z;_Z;_Z
2015;2590;5691;NUM_PEN;29.0;A;_Z;_Z;_Z
2015;2590;5692;NUM_PEN;159.0;A;_Z;_Z;_Z
2015;2590;5693;NUM_PEN;66.0;A;_Z;_Z;_Z
2015;2590;275092;NUM_PEN;5.0;A;_Z;_Z;_Z
2015;2592;5691;NUM_PEN;214.0;A;_Z;_Z;_Z
2015;2592;5692;NUM_PEN;852.0;A;_Z;_Z;_Z
2015;2592;5693;NUM_PEN;322.0;A;_Z;_Z;_Z
2015;2592;275092;NUM_PEN;74.0;A;_Z;_Z;_Z
2015;2594;5691;NUM_PEN;59.0;A;_Z;_Z;_Z
2015;2594;5692;NUM_PEN;181.0;A;_Z;_Z;_Z
2015;2594;5693;NUM_PEN;83.0;A;_Z;_Z;_Z
2015;2594;275092;NUM_PEN;20.0;A;_Z;_Z;_Z
2015;2595;5691;NUM_PEN;24.0;A;_Z;_Z;_Z
2015;2595;5692;NUM_PEN;144.0;A;_Z;_Z;_Z
2015;2595;5693;NUM_PEN;93.0;A;_Z;_Z;_Z
2015;2595;275092;NUM_PEN;7.0;A;_Z;_Z;_Z
2015;2596;5691;NUM_PEN;19.0;A;_Z;_Z;_Z
2015;2596;5692;NUM_PEN;83.0;A;_Z;_Z;_Z
2015;2596;5693;NUM_PEN;48.0;A;_Z;_Z;_Z
2015;2598;5691;NUM_PEN;60.0;A;_Z;_Z;_Z
2015;2598;5692;NUM_PEN;205.0;A;_Z;_Z;_Z
2015;2598;5693;NUM_PEN;90.0;A;_Z;_Z;_Z
2015;2598;275092;NUM_PEN;15.0;A;_Z;_Z;_Z
2015;2599;5692;NUM_PEN;23.0;A;_Z;_Z;_Z
2015;2599;5693;NUM_PEN;15.0;A;_Z;_Z;_Z
2015;2603;5691;NUM_PEN;142.0;A;_Z;_Z;_Z
2015;2603;5692;NUM_PEN;392.0;A;_Z;_Z;_Z
2015;2603;5693;NUM_PEN;122.0;A;_Z;_Z;_Z
2015;2603;275092;NUM_PEN;29.0;A;_Z;_Z;_Z
2015;2604;5691;NUM_PEN;84.0;A;_Z;_Z;_Z
2015;2604;5692;NUM_PEN;466.0;A;_Z;_Z;_Z
2015;2604;5693;NUM_PEN;226.0;A;_Z;_Z;_Z
2015;2604;275092;NUM_PEN;34.0;A;_Z;_Z;_Z
2015;2605;5691;NUM_PEN;22.0;A;_Z;_Z;_Z
2015;2605;5692;NUM_PEN;80.0;A;_Z;_Z;_Z
2015;2605;5693;NUM_PEN;47.0;A;_Z;_Z;_Z
2015;2605;275092;NUM_PEN;6.0;A;_Z;_Z;_Z
2015;2607;5691;NUM_PEN;66.0;A;_Z;_Z;_Z
2015;2607;5692;NUM_PEN;452.0;A;_Z;_Z;_Z
2015;2607;5693;NUM_PEN;169.0;A;_Z;_Z;_Z
2015;2607;275092;NUM_PEN;22.0;A;_Z;_Z;_Z
2015;2608;5692;NUM_PEN;56.0;A;_Z;_Z;_Z
2015;2608;5693;NUM_PEN;18.0;A;_Z;_Z;_Z
2015;2609;5691;NUM_PEN;5.0;A;_Z;_Z;_Z
2015;2609;5692;NUM_PEN;29.0;A;_Z;_Z;_Z
2015;2609;5693;NUM_PEN;13.0;A;_Z;_Z;_Z
2015;2610;5691;NUM_PEN;599.0;A;_Z;_Z;_Z
2015;2610;5692;NUM_PEN;2646.0;A;_Z;_Z;_Z
2015;2610;5693;NUM_PEN;1182.0;A;_Z;_Z;_Z
2015;2610;275092;NUM_PEN;259.0;A;_Z;_Z;_Z
2015;2611;5691;NUM_PEN;7.0;A;_Z;_Z;_Z
2015;2611;5692;NUM_PEN;74.0;A;_Z;_Z;_Z
2015;2611;5693;NUM_PEN;36.0;A;_Z;_Z;_Z
2015;2612;5691;NUM_PEN;9.0;A;_Z;_Z;_Z
2015;2612;5692;NUM_PEN;67.0;A;_Z;_Z;_Z
2015;2612;5693;NUM_PEN;32.0;A;_Z;_Z;_Z
2015;2614;5691;NUM_PEN;64.0;A;_Z;_Z;_Z
2015;2614;5692;NUM_PEN;252.0;A;_Z;_Z;_Z
2015;2614;5693;NUM_PEN;99.0;A;_Z;_Z;_Z
2015;2614;275092;NUM_PEN;16.0;A;_Z;_Z;_Z
2015;2616;5691;NUM_PEN;517.0;A;_Z;_Z;_Z
2015;2616;5692;NUM_PEN;1897.0;A;_Z;_Z;_Z
2015;2616;5693;NUM_PEN;845.0;A;_Z;_Z;_Z
2015;2616;275092;NUM_PEN;198.0;A;_Z;_Z;_Z
2015;2617;5692;NUM_PEN;91.0;A;_Z;_Z;_Z
2015;2617;5693;NUM_PEN;29.0;A;_Z;_Z;_Z
2015;2621;5691;NUM_PEN;153.0;A;_Z;_Z;_Z
2015;2621;5692;NUM_PEN;780.0;A;_Z;_Z;_Z
2015;2621;5693;NUM_PEN;277.0;A;_Z;_Z;_Z
2015;2621;275092;NUM_PEN;44.0;A;_Z;_Z;_Z
2015;2622;5691;NUM_PEN;81.0;A;_Z;_Z;_Z
2015;2622;5692;NUM_PEN;373.0;A;_Z;_Z;_Z
2015;2622;5693;NUM_PEN;170.0;A;_Z;_Z;_Z
2015;2622;275092;NUM_PEN;24.0;A;_Z;_Z;_Z
2015;2623;5691;NUM_PEN;179.0;A;_Z;_Z;_Z
2015;2623;5692;NUM_PEN;690.0;A;_Z;_Z;_Z
2015;2623;5693;NUM_PEN;278.0;A;_Z;_Z;_Z
2015;2623;275092;NUM_PEN;55.0;A;_Z;_Z;_Z
2015;2624;5691;NUM_PEN;194.0;A;_Z;_Z;_Z
2015;2624;5692;NUM_PEN;1143.0;A;_Z;_Z;_Z
2015;2624;5693;NUM_PEN;454.0;A;_Z;_Z;_Z
2015;2624;275092;NUM_PEN;73.0;A;_Z;_Z;_Z
2015;2625;5691;NUM_PEN;65.0;A;_Z;_Z;_Z
2015;2625;5692;NUM_PEN;392.0;A;_Z;_Z;_Z
2015;2625;5693;NUM_PEN;135.0;A;_Z;_Z;_Z
2015;2625;275092;NUM_PEN;19.0;A;_Z;_Z;_Z
2015;2626;5691;NUM_PEN;38.0;A;_Z;_Z;_Z
2015;2626;5692;NUM_PEN;234.0;A;_Z;_Z;_Z
2015;2626;5693;NUM_PEN;80.0;A;_Z;_Z;_Z
2015;2626;275092;NUM_PEN;15.0;A;_Z;_Z;_Z
