TIME_PERIOD;REF_AREA;D_SEXO_0;D_PCSSA_JUBVIUDEDAD_0;INDICATOR;OBS_VALUE;FREQ;D_CLASEDEPENSION_0;D_EDAD_0
2015;2610;M;212544;NUM_PEN_PERS;1394.0;A;_Z;_Z
2015;2610;F;212544;NUM_PEN_PERS;736.0;A;_Z;_Z
2015;2611;_T;212544;NUM_PEN_PERS;59.0;A;_Z;_Z
2015;2611;M;212544;NUM_PEN_PERS;42.0;A;_Z;_Z
2015;2611;F;212544;NUM_PEN_PERS;17.0;A;_Z;_Z
2015;2612;_T;212544;NUM_PEN_PERS;59.0;A;_Z;_Z
2015;2612;M;212544;NUM_PEN_PERS;45.0;A;_Z;_Z
2015;2612;F;212544;NUM_PEN_PERS;14.0;A;_Z;_Z
2015;2614;_T;212544;NUM_PEN_PERS;214.0;A;_Z;_Z
2015;2614;M;212544;NUM_PEN_PERS;146.0;A;_Z;_Z
2015;2614;F;212544;NUM_PEN_PERS;68.0;A;_Z;_Z
2015;2616;_T;212544;NUM_PEN_PERS;1617.0;A;_Z;_Z
2015;2616;M;212544;NUM_PEN_PERS;1172.0;A;_Z;_Z
2015;2616;F;212544;NUM_PEN_PERS;445.0;A;_Z;_Z
2015;2617;_T;212544;NUM_PEN_PERS;71.0;A;_Z;_Z
2015;2617;M;212544;NUM_PEN_PERS;43.0;A;_Z;_Z
2015;2617;F;212544;NUM_PEN_PERS;28.0;A;_Z;_Z
2015;2621;_T;212544;NUM_PEN_PERS;569.0;A;_Z;_Z
2015;2621;M;212544;NUM_PEN_PERS;322.0;A;_Z;_Z
2015;2621;F;212544;NUM_PEN_PERS;247.0;A;_Z;_Z
2015;2622;_T;212544;NUM_PEN_PERS;298.0;A;_Z;_Z
2015;2622;M;212544;NUM_PEN_PERS;176.0;A;_Z;_Z
2015;2622;F;212544;NUM_PEN_PERS;122.0;A;_Z;_Z
2015;2623;_T;212544;NUM_PEN_PERS;591.0;A;_Z;_Z
2015;2623;M;212544;NUM_PEN_PERS;416.0;A;_Z;_Z
2015;2623;F;212544;NUM_PEN_PERS;175.0;A;_Z;_Z
2015;2624;_T;212544;NUM_PEN_PERS;823.0;A;_Z;_Z
2015;2624;M;212544;NUM_PEN_PERS;468.0;A;_Z;_Z
2015;2624;F;212544;NUM_PEN_PERS;355.0;A;_Z;_Z
2015;2625;_T;212544;NUM_PEN_PERS;309.0;A;_Z;_Z
2015;2625;M;212544;NUM_PEN_PERS;193.0;A;_Z;_Z
2015;2625;F;212544;NUM_PEN_PERS;116.0;A;_Z;_Z
2015;2626;_T;212544;NUM_PEN_PERS;186.0;A;_Z;_Z
2015;2626;M;212544;NUM_PEN_PERS;108.0;A;_Z;_Z
2015;2626;F;212544;NUM_PEN_PERS;78.0;A;_Z;_Z
2015;2627;_T;212544;NUM_PEN_PERS;335.0;A;_Z;_Z
2015;2627;M;212544;NUM_PEN_PERS;232.0;A;_Z;_Z
2015;2627;F;212544;NUM_PEN_PERS;103.0;A;_Z;_Z
2015;2704;_T;212544;NUM_PEN_PERS;132.0;A;_Z;_Z
2015;2704;M;212544;NUM_PEN_PERS;77.0;A;_Z;_Z
2015;2704;F;212544;NUM_PEN_PERS;55.0;A;_Z;_Z
2015;2629;_T;212544;NUM_PEN_PERS;4580.0;A;_Z;_Z
2015;2629;M;212544;NUM_PEN_PERS;3349.0;A;_Z;_Z
2015;2629;F;212544;NUM_PEN_PERS;1231.0;A;_Z;_Z
2015;2630;_T;212544;NUM_PEN_PERS;98.0;A;_Z;_Z
2015;2630;M;212544;NUM_PEN_PERS;60.0;A;_Z;_Z
2015;2630;F;212544;NUM_PEN_PERS;38.0;A;_Z;_Z
2015;2698;_T;212544;NUM_PEN_PERS;170.0;A;_Z;_Z
2015;2698;M;212544;NUM_PEN_PERS;106.0;A;_Z;_Z
2015;2698;F;212544;NUM_PEN_PERS;64.0;A;_Z;_Z
2015;2632;_T;212544;NUM_PEN_PERS;168.0;A;_Z;_Z
2015;2632;M;212544;NUM_PEN_PERS;103.0;A;_Z;_Z
2015;2632;F;212544;NUM_PEN_PERS;65.0;A;_Z;_Z
2015;2633;_T;212544;NUM_PEN_PERS;79.0;A;_Z;_Z
2015;2633;M;212544;NUM_PEN_PERS;44.0;A;_Z;_Z
2015;2633;F;212544;NUM_PEN_PERS;35.0;A;_Z;_Z
2015;2634;_T;212544;NUM_PEN_PERS;950.0;A;_Z;_Z
2015;2634;M;212544;NUM_PEN_PERS;670.0;A;_Z;_Z
2015;2634;F;212544;NUM_PEN_PERS;280.0;A;_Z;_Z
2015;2635;_T;212544;NUM_PEN_PERS;219.0;A;_Z;_Z
2015;2635;M;212544;NUM_PEN_PERS;144.0;A;_Z;_Z
2015;2635;F;212544;NUM_PEN_PERS;75.0;A;_Z;_Z
2015;2636;_T;212544;NUM_PEN_PERS;400.0;A;_Z;_Z
2015;2636;M;212544;NUM_PEN_PERS;313.0;A;_Z;_Z
2015;2636;F;212544;NUM_PEN_PERS;87.0;A;_Z;_Z
2015;2637;_T;212544;NUM_PEN_PERS;117.0;A;_Z;_Z
2015;2637;M;212544;NUM_PEN_PERS;91.0;A;_Z;_Z
2015;2637;F;212544;NUM_PEN_PERS;26.0;A;_Z;_Z
2015;2639;_T;212544;NUM_PEN_PERS;767.0;A;_Z;_Z
2015;2639;M;212544;NUM_PEN_PERS;463.0;A;_Z;_Z
2015;2639;F;212544;NUM_PEN_PERS;304.0;A;_Z;_Z
2015;2640;_T;212544;NUM_PEN_PERS;26.0;A;_Z;_Z
2015;2640;M;212544;NUM_PEN_PERS;17.0;A;_Z;_Z
2015;2640;F;212544;NUM_PEN_PERS;9.0;A;_Z;_Z
2015;2641;_T;212544;NUM_PEN_PERS;227.0;A;_Z;_Z
2015;2641;M;212544;NUM_PEN_PERS;123.0;A;_Z;_Z
2015;2641;F;212544;NUM_PEN_PERS;104.0;A;_Z;_Z
2015;2642;_T;212544;NUM_PEN_PERS;823.0;A;_Z;_Z
2015;2642;M;212544;NUM_PEN_PERS;545.0;A;_Z;_Z
2015;2642;F;212544;NUM_PEN_PERS;278.0;A;_Z;_Z
2015;2643;_T;212544;NUM_PEN_PERS;164.0;A;_Z;_Z
2015;2643;M;212544;NUM_PEN_PERS;127.0;A;_Z;_Z
2015;2643;F;212544;NUM_PEN_PERS;37.0;A;_Z;_Z
2015;2705;_T;212544;NUM_PEN_PERS;154.0;A;_Z;_Z
2015;2705;M;212544;NUM_PEN_PERS;93.0;A;_Z;_Z
2015;2705;F;212544;NUM_PEN_PERS;61.0;A;_Z;_Z
2015;2646;_T;212544;NUM_PEN_PERS;91.0;A;_Z;_Z
2015;2646;M;212544;NUM_PEN_PERS;73.0;A;_Z;_Z
2015;2646;F;212544;NUM_PEN_PERS;18.0;A;_Z;_Z
2015;2647;_T;212544;NUM_PEN_PERS;1170.0;A;_Z;_Z
2015;2647;M;212544;NUM_PEN_PERS;685.0;A;_Z;_Z
2015;2647;F;212544;NUM_PEN_PERS;485.0;A;_Z;_Z
2015;2648;_T;212544;NUM_PEN_PERS;156.0;A;_Z;_Z
2015;2648;M;212544;NUM_PEN_PERS;104.0;A;_Z;_Z
2015;2648;F;212544;NUM_PEN_PERS;52.0;A;_Z;_Z
2015;2650;_T;212544;NUM_PEN_PERS;37.0;A;_Z;_Z
2015;2650;M;212544;NUM_PEN_PERS;26.0;A;_Z;_Z
2015;2650;F;212544;NUM_PEN_PERS;11.0;A;_Z;_Z
2015;2651;_T;212544;NUM_PEN_PERS;142.0;A;_Z;_Z
2015;2651;M;212544;NUM_PEN_PERS;101.0;A;_Z;_Z
2015;2651;F;212544;NUM_PEN_PERS;41.0;A;_Z;_Z
2015;2652;_T;212544;NUM_PEN_PERS;41.0;A;_Z;_Z
2015;2652;M;212544;NUM_PEN_PERS;30.0;A;_Z;_Z
2015;2652;F;212544;NUM_PEN_PERS;11.0;A;_Z;_Z
2015;2653;_T;212544;NUM_PEN_PERS;336.0;A;_Z;_Z
2015;2653;M;212544;NUM_PEN_PERS;235.0;A;_Z;_Z
2015;2653;F;212544;NUM_PEN_PERS;101.0;A;_Z;_Z
2015;2654;_T;212544;NUM_PEN_PERS;345.0;A;_Z;_Z
2015;2654;M;212544;NUM_PEN_PERS;251.0;A;_Z;_Z
2015;2654;F;212544;NUM_PEN_PERS;94.0;A;_Z;_Z
2015;2656;_T;212544;NUM_PEN_PERS;254.0;A;_Z;_Z
2015;2656;M;212544;NUM_PEN_PERS;162.0;A;_Z;_Z
2015;2656;F;212544;NUM_PEN_PERS;92.0;A;_Z;_Z
2015;2657;_T;212544;NUM_PEN_PERS;130.0;A;_Z;_Z
2015;2657;M;212544;NUM_PEN_PERS;88.0;A;_Z;_Z
2015;2657;F;212544;NUM_PEN_PERS;42.0;A;_Z;_Z
2015;2659;_T;212544;NUM_PEN_PERS;33.0;A;_Z;_Z
2015;2659;M;212544;NUM_PEN_PERS;24.0;A;_Z;_Z
2015;2659;F;212544;NUM_PEN_PERS;9.0;A;_Z;_Z
2015;2660;_T;212544;NUM_PEN_PERS;360.0;A;_Z;_Z
2015;2660;M;212544;NUM_PEN_PERS;206.0;A;_Z;_Z
2015;2660;F;212544;NUM_PEN_PERS;154.0;A;_Z;_Z
2015;2662;_T;212544;NUM_PEN_PERS;1040.0;A;_Z;_Z
2015;2662;M;212544;NUM_PEN_PERS;812.0;A;_Z;_Z
2015;2662;F;212544;NUM_PEN_PERS;228.0;A;_Z;_Z
2015;2663;_T;212544;NUM_PEN_PERS;74.0;A;_Z;_Z
2015;2663;M;212544;NUM_PEN_PERS;50.0;A;_Z;_Z
2015;2663;F;212544;NUM_PEN_PERS;24.0;A;_Z;_Z
2015;2664;_T;212544;NUM_PEN_PERS;1436.0;A;_Z;_Z
2015;2664;M;212544;NUM_PEN_PERS;927.0;A;_Z;_Z
2015;2664;F;212544;NUM_PEN_PERS;509.0;A;_Z;_Z
2015;2665;_T;212544;NUM_PEN_PERS;44.0;A;_Z;_Z
2015;2665;M;212544;NUM_PEN_PERS;26.0;A;_Z;_Z
2015;2665;F;212544;NUM_PEN_PERS;18.0;A;_Z;_Z
2015;2666;_T;212544;NUM_PEN_PERS;66.0;A;_Z;_Z
2015;2666;M;212544;NUM_PEN_PERS;48.0;A;_Z;_Z
2015;2666;F;212544;NUM_PEN_PERS;18.0;A;_Z;_Z
2015;2696;_T;212544;NUM_PEN_PERS;106.0;A;_Z;_Z
2015;2696;M;212544;NUM_PEN_PERS;64.0;A;_Z;_Z
2015;2696;F;212544;NUM_PEN_PERS;42.0;A;_Z;_Z
2015;2667;_T;212544;NUM_PEN_PERS;175.0;A;_Z;_Z
2015;2667;M;212544;NUM_PEN_PERS;113.0;A;_Z;_Z
2015;2667;F;212544;NUM_PEN_PERS;62.0;A;_Z;_Z
2015;2668;_T;212544;NUM_PEN_PERS;117.0;A;_Z;_Z
2015;2668;M;212544;NUM_PEN_PERS;74.0;A;_Z;_Z
2015;2668;F;212544;NUM_PEN_PERS;43.0;A;_Z;_Z
2015;2669;_T;212544;NUM_PEN_PERS;102.0;A;_Z;_Z
2015;2669;M;212544;NUM_PEN_PERS;59.0;A;_Z;_Z
2015;2669;F;212544;NUM_PEN_PERS;43.0;A;_Z;_Z
2015;2670;_T;212544;NUM_PEN_PERS;53.0;A;_Z;_Z
2015;2670;M;212544;NUM_PEN_PERS;41.0;A;_Z;_Z
2015;2670;F;212544;NUM_PEN_PERS;12.0;A;_Z;_Z
2015;2671;_T;212544;NUM_PEN_PERS;320.0;A;_Z;_Z
2015;2671;M;212544;NUM_PEN_PERS;209.0;A;_Z;_Z
2015;2671;F;212544;NUM_PEN_PERS;111.0;A;_Z;_Z
2015;2709;_T;212544;NUM_PEN_PERS;252.0;A;_Z;_Z
2015;2709;M;212544;NUM_PEN_PERS;138.0;A;_Z;_Z
2015;2709;F;212544;NUM_PEN_PERS;114.0;A;_Z;_Z
2015;2697;_T;212544;NUM_PEN_PERS;189.0;A;_Z;_Z
2015;2697;M;212544;NUM_PEN_PERS;103.0;A;_Z;_Z
2015;2697;F;212544;NUM_PEN_PERS;86.0;A;_Z;_Z
2015;2702;_T;212544;NUM_PEN_PERS;313.0;A;_Z;_Z
2015;2702;M;212544;NUM_PEN_PERS;213.0;A;_Z;_Z
2015;2702;F;212544;NUM_PEN_PERS;100.0;A;_Z;_Z
2015;2672;_T;212544;NUM_PEN_PERS;124.0;A;_Z;_Z
2015;2672;M;212544;NUM_PEN_PERS;83.0;A;_Z;_Z
2015;2672;F;212544;NUM_PEN_PERS;41.0;A;_Z;_Z
2015;2706;_T;212544;NUM_PEN_PERS;505.0;A;_Z;_Z
2015;2706;M;212544;NUM_PEN_PERS;341.0;A;_Z;_Z
2015;2706;F;212544;NUM_PEN_PERS;164.0;A;_Z;_Z
2015;2673;_T;212544;NUM_PEN_PERS;262.0;A;_Z;_Z
2015;2673;M;212544;NUM_PEN_PERS;199.0;A;_Z;_Z
2015;2673;F;212544;NUM_PEN_PERS;63.0;A;_Z;_Z
2015;2674;_T;212544;NUM_PEN_PERS;71.0;A;_Z;_Z
2015;2674;M;212544;NUM_PEN_PERS;47.0;A;_Z;_Z
2015;2674;F;212544;NUM_PEN_PERS;24.0;A;_Z;_Z
2015;2638;_T;212544;NUM_PEN_PERS;556.0;A;_Z;_Z
2015;2638;M;212544;NUM_PEN_PERS;410.0;A;_Z;_Z
2015;2638;F;212544;NUM_PEN_PERS;146.0;A;_Z;_Z
2015;2703;_T;212544;NUM_PEN_PERS;116.0;A;_Z;_Z
2015;2703;M;212544;NUM_PEN_PERS;74.0;A;_Z;_Z
2015;2703;F;212544;NUM_PEN_PERS;42.0;A;_Z;_Z
2015;2676;_T;212544;NUM_PEN_PERS;92.0;A;_Z;_Z
2015;2676;M;212544;NUM_PEN_PERS;58.0;A;_Z;_Z
2015;2676;F;212544;NUM_PEN_PERS;34.0;A;_Z;_Z
2015;2677;_T;212544;NUM_PEN_PERS;233.0;A;_Z;_Z
2015;2677;M;212544;NUM_PEN_PERS;137.0;A;_Z;_Z
2015;2677;F;212544;NUM_PEN_PERS;96.0;A;_Z;_Z
2015;2678;_T;212544;NUM_PEN_PERS;86.0;A;_Z;_Z
2015;2678;M;212544;NUM_PEN_PERS;54.0;A;_Z;_Z
2015;2678;F;212544;NUM_PEN_PERS;32.0;A;_Z;_Z
2015;2681;_T;212544;NUM_PEN_PERS;278.0;A;_Z;_Z
2015;2681;M;212544;NUM_PEN_PERS;169.0;A;_Z;_Z
2015;2681;F;212544;NUM_PEN_PERS;109.0;A;_Z;_Z
2015;2708;_T;212544;NUM_PEN_PERS;146.0;A;_Z;_Z
2015;2708;M;212544;NUM_PEN_PERS;92.0;A;_Z;_Z
2015;2708;F;212544;NUM_PEN_PERS;54.0;A;_Z;_Z
2015;2682;_T;212544;NUM_PEN_PERS;1345.0;A;_Z;_Z
2015;2682;M;212544;NUM_PEN_PERS;905.0;A;_Z;_Z
2015;2682;F;212544;NUM_PEN_PERS;440.0;A;_Z;_Z
2015;2683;_T;212544;NUM_PEN_PERS;391.0;A;_Z;_Z
2015;2683;M;212544;NUM_PEN_PERS;283.0;A;_Z;_Z
2015;2683;F;212544;NUM_PEN_PERS;108.0;A;_Z;_Z
2015;ES615;_T;212544;NUM_PEN_PERS;45351.0;A;_Z;_Z
2015;ES615;M;212544;NUM_PEN_PERS;34185.0;A;_Z;_Z
2015;ES615;F;212544;NUM_PEN_PERS;11163.0;A;_Z;_Z
2015;2714;_T;212544;NUM_PEN_PERS;71.0;A;_Z;_Z
2015;2714;M;212544;NUM_PEN_PERS;55.0;A;_Z;_Z
2015;2714;F;212544;NUM_PEN_PERS;16.0;A;_Z;_Z
2015;2715;_T;212544;NUM_PEN_PERS;1107.0;A;_Z;_Z
2015;2715;M;212544;NUM_PEN_PERS;905.0;A;_Z;_Z
2015;2715;F;212544;NUM_PEN_PERS;202.0;A;_Z;_Z
2015;2716;_T;212544;NUM_PEN_PERS;100.0;A;_Z;_Z
2015;2716;M;212544;NUM_PEN_PERS;82.0;A;_Z;_Z
2015;2716;F;212544;NUM_PEN_PERS;18.0;A;_Z;_Z
2015;2717;_T;212544;NUM_PEN_PERS;234.0;A;_Z;_Z
2015;2717;M;212544;NUM_PEN_PERS;185.0;A;_Z;_Z
2015;2717;F;212544;NUM_PEN_PERS;49.0;A;_Z;_Z
2015;2718;_T;212544;NUM_PEN_PERS;1691.0;A;_Z;_Z
2015;2718;M;212544;NUM_PEN_PERS;1228.0;A;_Z;_Z
2015;2718;F;212544;NUM_PEN_PERS;463.0;A;_Z;_Z
2015;2719;_T;212544;NUM_PEN_PERS;459.0;A;_Z;_Z
2015;2719;M;212544;NUM_PEN_PERS;371.0;A;_Z;_Z
2015;2719;F;212544;NUM_PEN_PERS;88.0;A;_Z;_Z
2015;2720;_T;212544;NUM_PEN_PERS;687.0;A;_Z;_Z
2015;2720;M;212544;NUM_PEN_PERS;488.0;A;_Z;_Z
2015;2720;F;212544;NUM_PEN_PERS;198.0;A;_Z;_Z
2015;2721;_T;212544;NUM_PEN_PERS;359.0;A;_Z;_Z
2015;2721;M;212544;NUM_PEN_PERS;242.0;A;_Z;_Z
2015;2721;F;212544;NUM_PEN_PERS;117.0;A;_Z;_Z
2015;2722;_T;212544;NUM_PEN_PERS;140.0;A;_Z;_Z
2015;2722;M;212544;NUM_PEN_PERS;126.0;A;_Z;_Z
2015;2722;F;212544;NUM_PEN_PERS;14.0;A;_Z;_Z
2015;2723;_T;212544;NUM_PEN_PERS;1637.0;A;_Z;_Z
2015;2723;M;212544;NUM_PEN_PERS;1193.0;A;_Z;_Z
2015;2723;F;212544;NUM_PEN_PERS;444.0;A;_Z;_Z
2015;2724;_T;212544;NUM_PEN_PERS;568.0;A;_Z;_Z
2015;2724;M;212544;NUM_PEN_PERS;343.0;A;_Z;_Z
2015;2724;F;212544;NUM_PEN_PERS;225.0;A;_Z;_Z
2015;2725;_T;212544;NUM_PEN_PERS;57.0;A;_Z;_Z
2015;2725;M;212544;NUM_PEN_PERS;47.0;A;_Z;_Z
2015;2725;F;212544;NUM_PEN_PERS;10.0;A;_Z;_Z
2015;2726;_T;212544;NUM_PEN_PERS;1624.0;A;_Z;_Z
2015;2726;M;212544;NUM_PEN_PERS;1083.0;A;_Z;_Z
2015;2726;F;212544;NUM_PEN_PERS;541.0;A;_Z;_Z
2015;2727;_T;212544;NUM_PEN_PERS;556.0;A;_Z;_Z
2015;2727;M;212544;NUM_PEN_PERS;406.0;A;_Z;_Z
2015;2727;F;212544;NUM_PEN_PERS;150.0;A;_Z;_Z
2015;2728;_T;212544;NUM_PEN_PERS;94.0;A;_Z;_Z
2015;2728;M;212544;NUM_PEN_PERS;68.0;A;_Z;_Z
2015;2728;F;212544;NUM_PEN_PERS;26.0;A;_Z;_Z
2015;2729;_T;212544;NUM_PEN_PERS;119.0;A;_Z;_Z
2015;2729;M;212544;NUM_PEN_PERS;92.0;A;_Z;_Z
2015;2729;F;212544;NUM_PEN_PERS;27.0;A;_Z;_Z
2015;2730;_T;212544;NUM_PEN_PERS;457.0;A;_Z;_Z
2015;2730;M;212544;NUM_PEN_PERS;385.0;A;_Z;_Z
2015;2730;F;212544;NUM_PEN_PERS;72.0;A;_Z;_Z
2015;2731;_T;212544;NUM_PEN_PERS;224.0;A;_Z;_Z
2015;2731;M;212544;NUM_PEN_PERS;203.0;A;_Z;_Z
2015;2731;F;212544;NUM_PEN_PERS;21.0;A;_Z;_Z
2015;2732;_T;212544;NUM_PEN_PERS;88.0;A;_Z;_Z
2015;2732;M;212544;NUM_PEN_PERS;72.0;A;_Z;_Z
2015;2732;F;212544;NUM_PEN_PERS;16.0;A;_Z;_Z
2015;2733;_T;212544;NUM_PEN_PERS;59.0;A;_Z;_Z
2015;2733;M;212544;NUM_PEN_PERS;42.0;A;_Z;_Z
2015;2733;F;212544;NUM_PEN_PERS;17.0;A;_Z;_Z
2015;2734;_T;212544;NUM_PEN_PERS;1243.0;A;_Z;_Z
2015;2734;M;212544;NUM_PEN_PERS;928.0;A;_Z;_Z
2015;2734;F;212544;NUM_PEN_PERS;315.0;A;_Z;_Z
2015;2735;_T;212544;NUM_PEN_PERS;21.0;A;_Z;_Z
2015;2735;M;212544;NUM_PEN_PERS;20.0;A;_Z;_Z
2015;2736;_T;212544;NUM_PEN_PERS;283.0;A;_Z;_Z
2015;2736;M;212544;NUM_PEN_PERS;233.0;A;_Z;_Z
2015;2736;F;212544;NUM_PEN_PERS;50.0;A;_Z;_Z
2015;2743;_T;212544;NUM_PEN_PERS;258.0;A;_Z;_Z
2015;2743;M;212544;NUM_PEN_PERS;168.0;A;_Z;_Z
2015;2743;F;212544;NUM_PEN_PERS;90.0;A;_Z;_Z
2015;2737;_T;212544;NUM_PEN_PERS;65.0;A;_Z;_Z
2015;2737;M;212544;NUM_PEN_PERS;42.0;A;_Z;_Z
2015;2737;F;212544;NUM_PEN_PERS;23.0;A;_Z;_Z
2015;2738;_T;212544;NUM_PEN_PERS;464.0;A;_Z;_Z
2015;2738;M;212544;NUM_PEN_PERS;375.0;A;_Z;_Z
2015;2738;F;212544;NUM_PEN_PERS;89.0;A;_Z;_Z
2015;2739;_T;212544;NUM_PEN_PERS;30.0;A;_Z;_Z
2015;2739;M;212544;NUM_PEN_PERS;24.0;A;_Z;_Z
2015;2739;F;212544;NUM_PEN_PERS;6.0;A;_Z;_Z
2015;2740;_T;212544;NUM_PEN_PERS;6.0;A;_Z;_Z
2015;2740;M;212544;NUM_PEN_PERS;5.0;A;_Z;_Z
2015;2741;_T;212544;NUM_PEN_PERS;57.0;A;_Z;_Z
2015;2741;M;212544;NUM_PEN_PERS;46.0;A;_Z;_Z
2015;2741;F;212544;NUM_PEN_PERS;11.0;A;_Z;_Z
2015;2742;_T;212544;NUM_PEN_PERS;202.0;A;_Z;_Z
2015;2742;M;212544;NUM_PEN_PERS;158.0;A;_Z;_Z
2015;2742;F;212544;NUM_PEN_PERS;44.0;A;_Z;_Z
2015;2744;_T;212544;NUM_PEN_PERS;165.0;A;_Z;_Z
2015;2744;M;212544;NUM_PEN_PERS;119.0;A;_Z;_Z
2015;2744;F;212544;NUM_PEN_PERS;46.0;A;_Z;_Z
2015;2745;_T;212544;NUM_PEN_PERS;257.0;A;_Z;_Z
2015;2745;M;212544;NUM_PEN_PERS;163.0;A;_Z;_Z
2015;2745;F;212544;NUM_PEN_PERS;94.0;A;_Z;_Z
2015;2746;_T;212544;NUM_PEN_PERS;65.0;A;_Z;_Z
2015;2746;M;212544;NUM_PEN_PERS;45.0;A;_Z;_Z
2015;2746;F;212544;NUM_PEN_PERS;20.0;A;_Z;_Z
2015;2747;_T;212544;NUM_PEN_PERS;146.0;A;_Z;_Z
2015;2747;M;212544;NUM_PEN_PERS;112.0;A;_Z;_Z
2015;2747;F;212544;NUM_PEN_PERS;33.0;A;_Z;_Z
2015;2748;_T;212544;NUM_PEN_PERS;970.0;A;_Z;_Z
2015;2748;M;212544;NUM_PEN_PERS;824.0;A;_Z;_Z
2015;2748;F;212544;NUM_PEN_PERS;146.0;A;_Z;_Z
2015;2749;_T;212544;NUM_PEN_PERS;25.0;A;_Z;_Z
2015;2749;M;212544;NUM_PEN_PERS;21.0;A;_Z;_Z
2015;2750;_T;212544;NUM_PEN_PERS;88.0;A;_Z;_Z
2015;2750;M;212544;NUM_PEN_PERS;65.0;A;_Z;_Z
2015;2750;F;212544;NUM_PEN_PERS;23.0;A;_Z;_Z
2015;2751;_T;212544;NUM_PEN_PERS;134.0;A;_Z;_Z
2015;2751;M;212544;NUM_PEN_PERS;100.0;A;_Z;_Z
2015;2751;F;212544;NUM_PEN_PERS;34.0;A;_Z;_Z
2015;2752;_T;212544;NUM_PEN_PERS;54.0;A;_Z;_Z
2015;2752;M;212544;NUM_PEN_PERS;42.0;A;_Z;_Z
2015;2752;F;212544;NUM_PEN_PERS;12.0;A;_Z;_Z
2015;2753;_T;212544;NUM_PEN_PERS;434.0;A;_Z;_Z
2015;2753;M;212544;NUM_PEN_PERS;287.0;A;_Z;_Z
2015;2753;F;212544;NUM_PEN_PERS;147.0;A;_Z;_Z
2015;2754;_T;212544;NUM_PEN_PERS;12757.0;A;_Z;_Z
2015;2754;M;212544;NUM_PEN_PERS;9817.0;A;_Z;_Z
2015;2754;F;212544;NUM_PEN_PERS;2939.0;A;_Z;_Z
2015;2755;_T;212544;NUM_PEN_PERS;1576.0;A;_Z;_Z
2015;2755;M;212544;NUM_PEN_PERS;1271.0;A;_Z;_Z
2015;2755;F;212544;NUM_PEN_PERS;305.0;A;_Z;_Z
2015;2756;_T;212544;NUM_PEN_PERS;212.0;A;_Z;_Z
2015;2756;M;212544;NUM_PEN_PERS;157.0;A;_Z;_Z
2015;2756;F;212544;NUM_PEN_PERS;55.0;A;_Z;_Z
2015;2757;_T;212544;NUM_PEN_PERS;1726.0;A;_Z;_Z
2015;2757;M;212544;NUM_PEN_PERS;1295.0;A;_Z;_Z
2015;2757;F;212544;NUM_PEN_PERS;431.0;A;_Z;_Z
2015;2758;_T;212544;NUM_PEN_PERS;23.0;A;_Z;_Z
2015;2758;M;212544;NUM_PEN_PERS;15.0;A;_Z;_Z
2015;2758;F;212544;NUM_PEN_PERS;8.0;A;_Z;_Z
2015;2759;_T;212544;NUM_PEN_PERS;241.0;A;_Z;_Z
2015;2759;M;212544;NUM_PEN_PERS;138.0;A;_Z;_Z
2015;2759;F;212544;NUM_PEN_PERS;103.0;A;_Z;_Z
2015;2760;_T;212544;NUM_PEN_PERS;307.0;A;_Z;_Z
2015;2760;M;212544;NUM_PEN_PERS;172.0;A;_Z;_Z
2015;2760;F;212544;NUM_PEN_PERS;135.0;A;_Z;_Z
2015;2761;_T;212544;NUM_PEN_PERS;56.0;A;_Z;_Z
2015;2761;M;212544;NUM_PEN_PERS;36.0;A;_Z;_Z
2015;2761;F;212544;NUM_PEN_PERS;20.0;A;_Z;_Z
2015;2762;_T;212544;NUM_PEN_PERS;433.0;A;_Z;_Z
2015;2762;M;212544;NUM_PEN_PERS;355.0;A;_Z;_Z
2015;2762;F;212544;NUM_PEN_PERS;78.0;A;_Z;_Z
2015;2763;_T;212544;NUM_PEN_PERS;1398.0;A;_Z;_Z
2015;2763;M;212544;NUM_PEN_PERS;1015.0;A;_Z;_Z
2015;2763;F;212544;NUM_PEN_PERS;383.0;A;_Z;_Z
2015;2764;_T;212544;NUM_PEN_PERS;27.0;A;_Z;_Z
2015;2764;M;212544;NUM_PEN_PERS;26.0;A;_Z;_Z
2015;2765;_T;212544;NUM_PEN_PERS;549.0;A;_Z;_Z
2015;2765;M;212544;NUM_PEN_PERS;482.0;A;_Z;_Z
2015;2765;F;212544;NUM_PEN_PERS;67.0;A;_Z;_Z
2015;2766;_T;212544;NUM_PEN_PERS;361.0;A;_Z;_Z
2015;2766;M;212544;NUM_PEN_PERS;300.0;A;_Z;_Z
2015;2766;F;212544;NUM_PEN_PERS;61.0;A;_Z;_Z
2015;2767;_T;212544;NUM_PEN_PERS;938.0;A;_Z;_Z
2015;2767;M;212544;NUM_PEN_PERS;723.0;A;_Z;_Z
2015;2767;F;212544;NUM_PEN_PERS;215.0;A;_Z;_Z
2015;2768;_T;212544;NUM_PEN_PERS;762.0;A;_Z;_Z
2015;2768;M;212544;NUM_PEN_PERS;524.0;A;_Z;_Z
2015;2768;F;212544;NUM_PEN_PERS;238.0;A;_Z;_Z
2015;2769;_T;212544;NUM_PEN_PERS;539.0;A;_Z;_Z
2015;2769;M;212544;NUM_PEN_PERS;301.0;A;_Z;_Z
2015;2769;F;212544;NUM_PEN_PERS;238.0;A;_Z;_Z
2015;2770;_T;212544;NUM_PEN_PERS;160.0;A;_Z;_Z
