TEMPORAL;TERRITORIO;VARIABLE;MONSALARIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2017;ES611;281665;281485;_T;TOTAL;ASAL_PER;546450.0;A
2017;ES611;281665;281485;M;TOTAL;ASAL_PER;147450.0;A
2017;ES611;281665;281485;F;TOTAL;ASAL_PER;125775.0;A
2017;ES611;281665;281486;_T;TOTAL;ASAL_PER;546450.0;A
2017;ES611;281665;281486;M;TOTAL;ASAL_PER;147450.0;A
2017;ES611;281665;281486;F;TOTAL;ASAL_PER;125775.0;A
2017;ES611;281666;281485;_T;TOTAL;ASAL_PER;27100.0;A
2017;ES611;281666;281485;M;TOTAL;ASAL_PER;7400.0;A
2017;ES611;281666;281485;F;TOTAL;ASAL_PER;6150.0;A
2017;ES611;281666;281486;_T;TOTAL;ASAL_PER;27100.0;A
2017;ES611;281666;281486;M;TOTAL;ASAL_PER;7400.0;A
2017;ES611;281666;281486;F;TOTAL;ASAL_PER;6150.0;A
2017;ES611;281667;281485;_T;TOTAL;ASAL_PER;31400.0;A
2017;ES611;281667;281485;M;TOTAL;ASAL_PER;9000.0;A
2017;ES611;281667;281485;F;TOTAL;ASAL_PER;6700.0;A
2017;ES611;281667;281486;_T;TOTAL;ASAL_PER;31400.0;A
2017;ES611;281667;281486;M;TOTAL;ASAL_PER;9000.0;A
2017;ES611;281667;281486;F;TOTAL;ASAL_PER;6700.0;A
2017;ES611;281668;281485;_T;TOTAL;ASAL_PER;75000.0;A
2017;ES611;281668;281485;M;TOTAL;ASAL_PER;20475.0;A
2017;ES611;281668;281485;F;TOTAL;ASAL_PER;17025.0;A
2017;ES611;281668;281486;_T;TOTAL;ASAL_PER;75000.0;A
2017;ES611;281668;281486;M;TOTAL;ASAL_PER;20475.0;A
2017;ES611;281668;281486;F;TOTAL;ASAL_PER;17025.0;A
2017;ES611;281664;281485;_T;TOTAL;ASAL_PER;679950.0;A
2017;ES611;281664;281485;M;TOTAL;ASAL_PER;184325.0;A
2017;ES611;281664;281485;F;TOTAL;ASAL_PER;155650.0;A
2017;ES611;281664;281486;_T;TOTAL;ASAL_PER;679950.0;A
2017;ES611;281664;281486;M;TOTAL;ASAL_PER;184325.0;A
2017;ES611;281664;281486;F;TOTAL;ASAL_PER;155650.0;A
2017;ES612;281665;281485;_T;TOTAL;ASAL_PER;933300.0;A
2017;ES612;281665;281485;M;TOTAL;ASAL_PER;253950.0;A
2017;ES612;281665;281485;F;TOTAL;ASAL_PER;212700.0;A
2017;ES612;281665;281486;_T;TOTAL;ASAL_PER;933300.0;A
2017;ES612;281665;281486;M;TOTAL;ASAL_PER;253950.0;A
2017;ES612;281665;281486;F;TOTAL;ASAL_PER;212700.0;A
2017;ES612;281666;281485;_T;TOTAL;ASAL_PER;32600.0;A
2017;ES612;281666;281485;M;TOTAL;ASAL_PER;9725.0;A
2017;ES612;281666;281485;F;TOTAL;ASAL_PER;6575.0;A
2017;ES612;281666;281486;_T;TOTAL;ASAL_PER;32600.0;A
2017;ES612;281666;281486;M;TOTAL;ASAL_PER;9725.0;A
2017;ES612;281666;281486;F;TOTAL;ASAL_PER;6575.0;A
2017;ES612;281667;281485;_T;TOTAL;ASAL_PER;53950.0;A
2017;ES612;281667;281485;M;TOTAL;ASAL_PER;15850.0;A
2017;ES612;281667;281485;F;TOTAL;ASAL_PER;11125.0;A
2017;ES612;281667;281486;_T;TOTAL;ASAL_PER;53950.0;A
2017;ES612;281667;281486;M;TOTAL;ASAL_PER;15850.0;A
2017;ES612;281667;281486;F;TOTAL;ASAL_PER;11125.0;A
2017;ES612;281668;281485;_T;TOTAL;ASAL_PER;109100.0;A
2017;ES612;281668;281485;M;TOTAL;ASAL_PER;31825.0;A
2017;ES612;281668;281485;F;TOTAL;ASAL_PER;22725.0;A
2017;ES612;281668;281486;_T;TOTAL;ASAL_PER;109100.0;A
2017;ES612;281668;281486;M;TOTAL;ASAL_PER;31825.0;A
2017;ES612;281668;281486;F;TOTAL;ASAL_PER;22725.0;A
2017;ES612;281664;281485;_T;TOTAL;ASAL_PER;1128950.0;A
2017;ES612;281664;281485;M;TOTAL;ASAL_PER;311350.0;A
2017;ES612;281664;281485;F;TOTAL;ASAL_PER;253125.0;A
2017;ES612;281664;281486;_T;TOTAL;ASAL_PER;1128950.0;A
2017;ES612;281664;281486;M;TOTAL;ASAL_PER;311350.0;A
2017;ES612;281664;281486;F;TOTAL;ASAL_PER;253125.0;A
2017;ES613;281665;281485;_T;TOTAL;ASAL_PER;650050.0;A
2017;ES613;281665;281485;M;TOTAL;ASAL_PER;169550.0;A
2017;ES613;281665;281485;F;TOTAL;ASAL_PER;155475.0;A
2017;ES613;281665;281486;_T;TOTAL;ASAL_PER;650050.0;A
2017;ES613;281665;281486;M;TOTAL;ASAL_PER;169550.0;A
2017;ES613;281665;281486;F;TOTAL;ASAL_PER;155475.0;A
2017;ES613;281666;281485;_T;TOTAL;ASAL_PER;26750.0;A
2017;ES613;281666;281485;M;TOTAL;ASAL_PER;8700.0;A
2017;ES613;281666;281485;F;TOTAL;ASAL_PER;4675.0;A
2017;ES613;281666;281486;_T;TOTAL;ASAL_PER;26750.0;A
2017;ES613;281666;281486;M;TOTAL;ASAL_PER;8700.0;A
2017;ES613;281666;281486;F;TOTAL;ASAL_PER;4675.0;A
2017;ES613;281667;281485;_T;TOTAL;ASAL_PER;36800.0;A
2017;ES613;281667;281485;M;TOTAL;ASAL_PER;10125.0;A
2017;ES613;281667;281485;F;TOTAL;ASAL_PER;8275.0;A
2017;ES613;281667;281486;_T;TOTAL;ASAL_PER;36800.0;A
2017;ES613;281667;281486;M;TOTAL;ASAL_PER;10125.0;A
2017;ES613;281667;281486;F;TOTAL;ASAL_PER;8275.0;A
2017;ES613;281668;281485;_T;TOTAL;ASAL_PER;94500.0;A
2017;ES613;281668;281485;M;TOTAL;ASAL_PER;26775.0;A
2017;ES613;281668;281485;F;TOTAL;ASAL_PER;20475.0;A
2017;ES613;281668;281486;_T;TOTAL;ASAL_PER;94500.0;A
2017;ES613;281668;281486;M;TOTAL;ASAL_PER;26775.0;A
2017;ES613;281668;281486;F;TOTAL;ASAL_PER;20475.0;A
2017;ES613;281664;281485;_T;TOTAL;ASAL_PER;808100.0;A
2017;ES613;281664;281485;M;TOTAL;ASAL_PER;215150.0;A
2017;ES613;281664;281485;F;TOTAL;ASAL_PER;188900.0;A
2017;ES613;281664;281486;_T;TOTAL;ASAL_PER;808100.0;A
2017;ES613;281664;281486;M;TOTAL;ASAL_PER;215150.0;A
2017;ES613;281664;281486;F;TOTAL;ASAL_PER;188900.0;A
2017;ES614;281665;281485;_T;TOTAL;ASAL_PER;623150.0;A
2017;ES614;281665;281485;M;TOTAL;ASAL_PER;161000.0;A
2017;ES614;281665;281485;F;TOTAL;ASAL_PER;150575.0;A
2017;ES614;281665;281486;_T;TOTAL;ASAL_PER;623150.0;A
2017;ES614;281665;281486;M;TOTAL;ASAL_PER;161000.0;A
2017;ES614;281665;281486;F;TOTAL;ASAL_PER;150575.0;A
2017;ES614;281666;281485;_T;TOTAL;ASAL_PER;31650.0;A
2017;ES614;281666;281485;M;TOTAL;ASAL_PER;9050.0;A
2017;ES614;281666;281485;F;TOTAL;ASAL_PER;6775.0;A
2017;ES614;281666;281486;_T;TOTAL;ASAL_PER;31650.0;A
2017;ES614;281666;281486;M;TOTAL;ASAL_PER;9050.0;A
2017;ES614;281666;281486;F;TOTAL;ASAL_PER;6775.0;A
2017;ES614;281667;281485;_T;TOTAL;ASAL_PER;46900.0;A
2017;ES614;281667;281485;M;TOTAL;ASAL_PER;13400.0;A
2017;ES614;281667;281485;F;TOTAL;ASAL_PER;10050.0;A
2017;ES614;281667;281486;_T;TOTAL;ASAL_PER;46900.0;A
2017;ES614;281667;281486;M;TOTAL;ASAL_PER;13400.0;A
2017;ES614;281667;281486;F;TOTAL;ASAL_PER;10050.0;A
2017;ES614;281668;281485;_T;TOTAL;ASAL_PER;92950.0;A
2017;ES614;281668;281485;M;TOTAL;ASAL_PER;26325.0;A
2017;ES614;281668;281485;F;TOTAL;ASAL_PER;20150.0;A
2017;ES614;281668;281486;_T;TOTAL;ASAL_PER;92950.0;A
2017;ES614;281668;281486;M;TOTAL;ASAL_PER;26325.0;A
2017;ES614;281668;281486;F;TOTAL;ASAL_PER;20150.0;A
2017;ES614;281664;281485;_T;TOTAL;ASAL_PER;794650.0;A
2017;ES614;281664;281485;M;TOTAL;ASAL_PER;209775.0;A
2017;ES614;281664;281485;F;TOTAL;ASAL_PER;187550.0;A
2017;ES614;281664;281486;_T;TOTAL;ASAL_PER;794650.0;A
2017;ES614;281664;281486;M;TOTAL;ASAL_PER;209775.0;A
2017;ES614;281664;281486;F;TOTAL;ASAL_PER;187550.0;A
2017;ES615;281665;281485;_T;TOTAL;ASAL_PER;491250.0;A
