TEMPORAL;TERRITORIO;VARIABLE;MONSALARIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2017;ES611;281646;281485;_T;TOTAL;ASAL_PER;198900.0;A
2017;ES611;281646;281485;M;TOTAL;ASAL_PER;56525.0;A
2017;ES611;281646;281485;F;TOTAL;ASAL_PER;42925.0;A
2017;ES611;281646;281486;_T;TOTAL;ASAL_PER;198900.0;A
2017;ES611;281646;281486;M;TOTAL;ASAL_PER;56525.0;A
2017;ES611;281646;281486;F;TOTAL;ASAL_PER;42925.0;A
2017;ES611;281647;281485;_T;TOTAL;ASAL_PER;81400.0;A
2017;ES611;281647;281485;M;TOTAL;ASAL_PER;21800.0;A
2017;ES611;281647;281485;F;TOTAL;ASAL_PER;18900.0;A
2017;ES611;281647;281486;_T;TOTAL;ASAL_PER;81400.0;A
2017;ES611;281647;281486;M;TOTAL;ASAL_PER;21800.0;A
2017;ES611;281647;281486;F;TOTAL;ASAL_PER;18900.0;A
2017;ES611;281648;281485;_T;TOTAL;ASAL_PER;193500.0;A
2017;ES611;281648;281485;M;TOTAL;ASAL_PER;55250.0;A
2017;ES611;281648;281485;F;TOTAL;ASAL_PER;41500.0;A
2017;ES611;281648;281486;_T;TOTAL;ASAL_PER;193500.0;A
2017;ES611;281648;281486;M;TOTAL;ASAL_PER;55250.0;A
2017;ES611;281648;281486;F;TOTAL;ASAL_PER;41500.0;A
2017;ES611;281649;281485;_T;TOTAL;ASAL_PER;83250.0;A
2017;ES611;281649;281485;M;TOTAL;ASAL_PER;20250.0;A
2017;ES611;281649;281485;F;TOTAL;ASAL_PER;21375.0;A
2017;ES611;281649;281486;_T;TOTAL;ASAL_PER;83250.0;A
2017;ES611;281649;281486;M;TOTAL;ASAL_PER;20250.0;A
2017;ES611;281649;281486;F;TOTAL;ASAL_PER;21375.0;A
2017;ES611;281650;281485;_T;TOTAL;ASAL_PER;122900.0;A
2017;ES611;281650;281485;M;TOTAL;ASAL_PER;30500.0;A
2017;ES611;281650;281485;F;TOTAL;ASAL_PER;30950.0;A
2017;ES611;281650;281486;_T;TOTAL;ASAL_PER;122900.0;A
2017;ES611;281650;281486;M;TOTAL;ASAL_PER;30500.0;A
2017;ES611;281650;281486;F;TOTAL;ASAL_PER;30950.0;A
2017;ES611;281645;281485;_T;TOTAL;ASAL_PER;679950.0;A
2017;ES611;281645;281485;M;TOTAL;ASAL_PER;184325.0;A
2017;ES611;281645;281485;F;TOTAL;ASAL_PER;155650.0;A
2017;ES611;281645;281486;_T;TOTAL;ASAL_PER;679950.0;A
2017;ES611;281645;281486;M;TOTAL;ASAL_PER;184325.0;A
