TEMPORAL;TERRITORIO;VARIABLE;MONSALARIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2017;ES611;281701;281485;_T;TOTAL;ASAL_PER;129450.0;A
2017;ES611;281701;281485;M;TOTAL;ASAL_PER;45525.0;A
2017;ES611;281701;281485;F;TOTAL;ASAL_PER;19200.0;A
2017;ES611;281701;281486;_T;TOTAL;ASAL_PER;129450.0;A
2017;ES611;281701;281486;M;TOTAL;ASAL_PER;45525.0;A
2017;ES611;281701;281486;F;TOTAL;ASAL_PER;19200.0;A
2017;ES611;281702;281485;_T;TOTAL;ASAL_PER;41600.0;A
2017;ES611;281702;281485;M;TOTAL;ASAL_PER;16150.0;A
2017;ES611;281702;281485;F;TOTAL;ASAL_PER;4650.0;A
2017;ES611;281702;281486;_T;TOTAL;ASAL_PER;41600.0;A
2017;ES611;281702;281486;M;TOTAL;ASAL_PER;16150.0;A
2017;ES611;281702;281486;F;TOTAL;ASAL_PER;4650.0;A
2017;ES611;281703;281485;_T;TOTAL;ASAL_PER;56500.0;A
2017;ES611;281703;281485;M;TOTAL;ASAL_PER;26000.0;A
2017;ES611;281703;281485;F;TOTAL;ASAL_PER;2250.0;A
2017;ES611;281703;281486;_T;TOTAL;ASAL_PER;56500.0;A
2017;ES611;281703;281486;M;TOTAL;ASAL_PER;26000.0;A
2017;ES611;281703;281486;F;TOTAL;ASAL_PER;2250.0;A
2017;ES611;281704;281485;_T;TOTAL;ASAL_PER;217150.0;A
2017;ES611;281704;281485;M;TOTAL;ASAL_PER;46500.0;A
2017;ES611;281704;281485;F;TOTAL;ASAL_PER;62075.0;A
2017;ES611;281704;281486;_T;TOTAL;ASAL_PER;217150.0;A
2017;ES611;281704;281486;M;TOTAL;ASAL_PER;46500.0;A
2017;ES611;281704;281486;F;TOTAL;ASAL_PER;62075.0;A
2017;ES611;281705;281485;_T;TOTAL;ASAL_PER;111700.0;A
2017;ES611;281705;281485;M;TOTAL;ASAL_PER;18000.0;A
2017;ES611;281705;281485;F;TOTAL;ASAL_PER;37850.0;A
