TEMPORAL;TERRITORIO;VARIABLE;MONSALARIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2017;ES611;281660;281485;_T;TOTAL;ASAL_PER;209300.0;A
2017;ES611;281660;281485;M;TOTAL;ASAL_PER;56675.0;A
2017;ES611;281660;281485;F;TOTAL;ASAL_PER;47975.0;A
2017;ES611;281660;281486;_T;TOTAL;ASAL_PER;209300.0;A
2017;ES611;281660;281486;M;TOTAL;ASAL_PER;56675.0;A
2017;ES611;281660;281486;F;TOTAL;ASAL_PER;47975.0;A
2017;ES611;281661;281485;_T;TOTAL;ASAL_PER;307950.0;A
2017;ES611;281661;281485;M;TOTAL;ASAL_PER;84550.0;A
2017;ES611;281661;281485;F;TOTAL;ASAL_PER;69425.0;A
2017;ES611;281661;281486;_T;TOTAL;ASAL_PER;307950.0;A
2017;ES611;281661;281486;M;TOTAL;ASAL_PER;84550.0;A
2017;ES611;281661;281486;F;TOTAL;ASAL_PER;69425.0;A
2017;ES611;281662;281485;_T;TOTAL;ASAL_PER;162700.0;A
2017;ES611;281662;281485;M;TOTAL;ASAL_PER;43100.0;A
2017;ES611;281662;281485;F;TOTAL;ASAL_PER;38250.0;A
2017;ES611;281662;281486;_T;TOTAL;ASAL_PER;162700.0;A
2017;ES611;281662;281486;M;TOTAL;ASAL_PER;43100.0;A
2017;ES611;281662;281486;F;TOTAL;ASAL_PER;38250.0;A
2017;ES611;281659;281485;_T;TOTAL;ASAL_PER;679950.0;A
2017;ES611;281659;281485;M;TOTAL;ASAL_PER;184325.0;A
2017;ES611;281659;281485;F;TOTAL;ASAL_PER;155650.0;A
2017;ES611;281659;281486;_T;TOTAL;ASAL_PER;679950.0;A
2017;ES611;281659;281486;M;TOTAL;ASAL_PER;184325.0;A
2017;ES611;281659;281486;F;TOTAL;ASAL_PER;155650.0;A
2017;ES612;281660;281485;_T;TOTAL;ASAL_PER;333050.0;A
2017;ES612;281660;281485;M;TOTAL;ASAL_PER;86625.0;A
2017;ES612;281660;281485;F;TOTAL;ASAL_PER;79900.0;A
2017;ES612;281660;281486;_T;TOTAL;ASAL_PER;333050.0;A
2017;ES612;281660;281486;M;TOTAL;ASAL_PER;86625.0;A
2017;ES612;281660;281486;F;TOTAL;ASAL_PER;79900.0;A
2017;ES612;281661;281485;_T;TOTAL;ASAL_PER;459900.0;A
2017;ES612;281661;281485;M;TOTAL;ASAL_PER;128225.0;A
2017;ES612;281661;281485;F;TOTAL;ASAL_PER;101725.0;A
2017;ES612;281661;281486;_T;TOTAL;ASAL_PER;459900.0;A
2017;ES612;281661;281486;M;TOTAL;ASAL_PER;128225.0;A
2017;ES612;281661;281486;F;TOTAL;ASAL_PER;101725.0;A
2017;ES612;281662;281485;_T;TOTAL;ASAL_PER;336000.0;A
2017;ES612;281662;281485;M;TOTAL;ASAL_PER;96500.0;A
2017;ES612;281662;281485;F;TOTAL;ASAL_PER;71500.0;A
2017;ES612;281662;281486;_T;TOTAL;ASAL_PER;336000.0;A
2017;ES612;281662;281486;M;TOTAL;ASAL_PER;96500.0;A
2017;ES612;281662;281486;F;TOTAL;ASAL_PER;71500.0;A
2017;ES612;281659;281485;_T;TOTAL;ASAL_PER;1128950.0;A
2017;ES612;281659;281485;M;TOTAL;ASAL_PER;311350.0;A
2017;ES612;281659;281485;F;TOTAL;ASAL_PER;253125.0;A
2017;ES612;281659;281486;_T;TOTAL;ASAL_PER;1128950.0;A
2017;ES612;281659;281486;M;TOTAL;ASAL_PER;311350.0;A
2017;ES612;281659;281486;F;TOTAL;ASAL_PER;253125.0;A
2017;ES613;281660;281485;_T;TOTAL;ASAL_PER;252050.0;A
2017;ES613;281660;281485;M;TOTAL;ASAL_PER;66300.0;A
2017;ES613;281660;281485;F;TOTAL;ASAL_PER;59725.0;A
2017;ES613;281660;281486;_T;TOTAL;ASAL_PER;252050.0;A
2017;ES613;281660;281486;M;TOTAL;ASAL_PER;66300.0;A
2017;ES613;281660;281486;F;TOTAL;ASAL_PER;59725.0;A
2017;ES613;281661;281485;_T;TOTAL;ASAL_PER;340100.0;A
2017;ES613;281661;281485;M;TOTAL;ASAL_PER;89525.0;A
2017;ES613;281661;281485;F;TOTAL;ASAL_PER;80525.0;A
2017;ES613;281661;281486;_T;TOTAL;ASAL_PER;340100.0;A
2017;ES613;281661;281486;M;TOTAL;ASAL_PER;89525.0;A
2017;ES613;281661;281486;F;TOTAL;ASAL_PER;80525.0;A
2017;ES613;281662;281485;_T;TOTAL;ASAL_PER;215950.0;A
2017;ES613;281662;281485;M;TOTAL;ASAL_PER;59325.0;A
2017;ES613;281662;281485;F;TOTAL;ASAL_PER;48650.0;A
2017;ES613;281662;281486;_T;TOTAL;ASAL_PER;215950.0;A
2017;ES613;281662;281486;M;TOTAL;ASAL_PER;59325.0;A
2017;ES613;281662;281486;F;TOTAL;ASAL_PER;48650.0;A
2017;ES613;281659;281485;_T;TOTAL;ASAL_PER;808100.0;A
2017;ES613;281659;281485;M;TOTAL;ASAL_PER;215150.0;A
2017;ES613;281659;281485;F;TOTAL;ASAL_PER;188900.0;A
2017;ES613;281659;281486;_T;TOTAL;ASAL_PER;808100.0;A
2017;ES613;281659;281486;M;TOTAL;ASAL_PER;215150.0;A
2017;ES613;281659;281486;F;TOTAL;ASAL_PER;188900.0;A
2017;ES614;281660;281485;_T;TOTAL;ASAL_PER;258150.0;A
2017;ES614;281660;281485;M;TOTAL;ASAL_PER;68350.0;A
2017;ES614;281660;281485;F;TOTAL;ASAL_PER;60725.0;A
2017;ES614;281660;281486;_T;TOTAL;ASAL_PER;258150.0;A
2017;ES614;281660;281486;M;TOTAL;ASAL_PER;68350.0;A
2017;ES614;281660;281486;F;TOTAL;ASAL_PER;60725.0;A
2017;ES614;281661;281485;_T;TOTAL;ASAL_PER;318350.0;A
2017;ES614;281661;281485;M;TOTAL;ASAL_PER;84075.0;A
2017;ES614;281661;281485;F;TOTAL;ASAL_PER;75100.0;A
2017;ES614;281661;281486;_T;TOTAL;ASAL_PER;318350.0;A
2017;ES614;281661;281486;M;TOTAL;ASAL_PER;84075.0;A
2017;ES614;281661;281486;F;TOTAL;ASAL_PER;75100.0;A
2017;ES614;281662;281485;_T;TOTAL;ASAL_PER;218150.0;A
2017;ES614;281662;281485;M;TOTAL;ASAL_PER;57350.0;A
2017;ES614;281662;281485;F;TOTAL;ASAL_PER;51725.0;A
2017;ES614;281662;281486;_T;TOTAL;ASAL_PER;218150.0;A
2017;ES614;281662;281486;M;TOTAL;ASAL_PER;57350.0;A
2017;ES614;281662;281486;F;TOTAL;ASAL_PER;51725.0;A
2017;ES614;281659;281485;_T;TOTAL;ASAL_PER;794650.0;A
2017;ES614;281659;281485;M;TOTAL;ASAL_PER;209775.0;A
2017;ES614;281659;281485;F;TOTAL;ASAL_PER;187550.0;A
2017;ES614;281659;281486;_T;TOTAL;ASAL_PER;794650.0;A
2017;ES614;281659;281486;M;TOTAL;ASAL_PER;209775.0;A
2017;ES614;281659;281486;F;TOTAL;ASAL_PER;187550.0;A
2017;ES615;281660;281485;_T;TOTAL;ASAL_PER;179100.0;A
2017;ES615;281660;281485;M;TOTAL;ASAL_PER;41750.0;A
2017;ES615;281660;281485;F;TOTAL;ASAL_PER;47800.0;A
2017;ES615;281660;281486;_T;TOTAL;ASAL_PER;179100.0;A
2017;ES615;281660;281486;M;TOTAL;ASAL_PER;41750.0;A
2017;ES615;281660;281486;F;TOTAL;ASAL_PER;47800.0;A
2017;ES615;281661;281485;_T;TOTAL;ASAL_PER;276200.0;A
2017;ES615;281661;281485;M;TOTAL;ASAL_PER;69600.0;A
2017;ES615;281661;281485;F;TOTAL;ASAL_PER;68500.0;A
2017;ES615;281661;281486;_T;TOTAL;ASAL_PER;276200.0;A
2017;ES615;281661;281486;M;TOTAL;ASAL_PER;69600.0;A
2017;ES615;281661;281486;F;TOTAL;ASAL_PER;68500.0;A
2017;ES615;281662;281485;_T;TOTAL;ASAL_PER;130450.0;A
2017;ES615;281662;281485;M;TOTAL;ASAL_PER;37525.0;A
2017;ES615;281662;281485;F;TOTAL;ASAL_PER;27700.0;A
2017;ES615;281662;281486;_T;TOTAL;ASAL_PER;130450.0;A
2017;ES615;281662;281486;M;TOTAL;ASAL_PER;37525.0;A
2017;ES615;281662;281486;F;TOTAL;ASAL_PER;27700.0;A
2017;ES615;281659;281485;_T;TOTAL;ASAL_PER;585750.0;A
2017;ES615;281659;281485;M;TOTAL;ASAL_PER;148875.0;A
2017;ES615;281659;281485;F;TOTAL;ASAL_PER;144000.0;A
2017;ES615;281659;281486;_T;TOTAL;ASAL_PER;585750.0;A
2017;ES615;281659;281486;M;TOTAL;ASAL_PER;148875.0;A
2017;ES615;281659;281486;F;TOTAL;ASAL_PER;144000.0;A
2017;ES616;281660;281485;_T;TOTAL;ASAL_PER;179500.0;A
2017;ES616;281660;281485;M;TOTAL;ASAL_PER;49225.0;A
2017;ES616;281660;281485;F;TOTAL;ASAL_PER;40525.0;A
2017;ES616;281660;281486;_T;TOTAL;ASAL_PER;179500.0;A
2017;ES616;281660;281486;M;TOTAL;ASAL_PER;49225.0;A
2017;ES616;281660;281486;F;TOTAL;ASAL_PER;40525.0;A
2017;ES616;281661;281485;_T;TOTAL;ASAL_PER;251850.0;A
2017;ES616;281661;281485;M;TOTAL;ASAL_PER;71450.0;A
2017;ES616;281661;281485;F;TOTAL;ASAL_PER;54475.0;A
2017;ES616;281661;281486;_T;TOTAL;ASAL_PER;251850.0;A
2017;ES616;281661;281486;M;TOTAL;ASAL_PER;71450.0;A
2017;ES616;281661;281486;F;TOTAL;ASAL_PER;54475.0;A
2017;ES616;281662;281485;_T;TOTAL;ASAL_PER;147600.0;A
2017;ES616;281662;281485;M;TOTAL;ASAL_PER;40900.0;A
2017;ES616;281662;281485;F;TOTAL;ASAL_PER;32900.0;A
2017;ES616;281662;281486;_T;TOTAL;ASAL_PER;147600.0;A
2017;ES616;281662;281486;M;TOTAL;ASAL_PER;40900.0;A
2017;ES616;281662;281486;F;TOTAL;ASAL_PER;32900.0;A
2017;ES616;281659;281485;_T;TOTAL;ASAL_PER;578950.0;A
2017;ES616;281659;281485;M;TOTAL;ASAL_PER;161575.0;A
2017;ES616;281659;281485;F;TOTAL;ASAL_PER;127900.0;A
2017;ES616;281659;281486;_T;TOTAL;ASAL_PER;578950.0;A
2017;ES616;281659;281486;M;TOTAL;ASAL_PER;161575.0;A
2017;ES616;281659;281486;F;TOTAL;ASAL_PER;127900.0;A
2017;ES617;281660;281485;_T;TOTAL;ASAL_PER;543350.0;A
2017;ES617;281660;281485;M;TOTAL;ASAL_PER;137325.0;A
2017;ES617;281660;281485;F;TOTAL;ASAL_PER;134350.0;A
2017;ES617;281660;281486;_T;TOTAL;ASAL_PER;543350.0;A
2017;ES617;281660;281486;M;TOTAL;ASAL_PER;137325.0;A
2017;ES617;281660;281486;F;TOTAL;ASAL_PER;134350.0;A
2017;ES617;281661;281485;_T;TOTAL;ASAL_PER;619200.0;A
2017;ES617;281661;281485;M;TOTAL;ASAL_PER;163200.0;A
2017;ES617;281661;281485;F;TOTAL;ASAL_PER;146400.0;A
2017;ES617;281661;281486;_T;TOTAL;ASAL_PER;619200.0;A
2017;ES617;281661;281486;M;TOTAL;ASAL_PER;163200.0;A
2017;ES617;281661;281486;F;TOTAL;ASAL_PER;146400.0;A
2017;ES617;281662;281485;_T;TOTAL;ASAL_PER;488900.0;A
2017;ES617;281662;281485;M;TOTAL;ASAL_PER;131600.0;A
2017;ES617;281662;281485;F;TOTAL;ASAL_PER;112850.0;A
2017;ES617;281662;281486;_T;TOTAL;ASAL_PER;488900.0;A
2017;ES617;281662;281486;M;TOTAL;ASAL_PER;131600.0;A
2017;ES617;281662;281486;F;TOTAL;ASAL_PER;112850.0;A
2017;ES617;281659;281485;_T;TOTAL;ASAL_PER;1651450.0;A
2017;ES617;281659;281485;M;TOTAL;ASAL_PER;432125.0;A
2017;ES617;281659;281485;F;TOTAL;ASAL_PER;393600.0;A
2017;ES617;281659;281486;_T;TOTAL;ASAL_PER;1651450.0;A
2017;ES617;281659;281486;M;TOTAL;ASAL_PER;432125.0;A
2017;ES617;281659;281486;F;TOTAL;ASAL_PER;393600.0;A
2017;ES618;281660;281485;_T;TOTAL;ASAL_PER;644750.0;A
2017;ES618;281660;281485;M;TOTAL;ASAL_PER;168475.0;A
2017;ES618;281660;281485;F;TOTAL;ASAL_PER;153900.0;A
2017;ES618;281660;281486;_T;TOTAL;ASAL_PER;644750.0;A
2017;ES618;281660;281486;M;TOTAL;ASAL_PER;168475.0;A
2017;ES618;281660;281486;F;TOTAL;ASAL_PER;153900.0;A
2017;ES618;281661;281485;_T;TOTAL;ASAL_PER;754700.0;A
2017;ES618;281661;281485;M;TOTAL;ASAL_PER;200900.0;A
2017;ES618;281661;281485;F;TOTAL;ASAL_PER;176450.0;A
2017;ES618;281661;281486;_T;TOTAL;ASAL_PER;754700.0;A
2017;ES618;281661;281486;M;TOTAL;ASAL_PER;200900.0;A
2017;ES618;281661;281486;F;TOTAL;ASAL_PER;176450.0;A
2017;ES618;281662;281485;_T;TOTAL;ASAL_PER;588800.0;A
2017;ES618;281662;281485;M;TOTAL;ASAL_PER;162575.0;A
2017;ES618;281662;281485;F;TOTAL;ASAL_PER;131825.0;A
2017;ES618;281662;281486;_T;TOTAL;ASAL_PER;588800.0;A
2017;ES618;281662;281486;M;TOTAL;ASAL_PER;162575.0;A
2017;ES618;281662;281486;F;TOTAL;ASAL_PER;131825.0;A
2017;ES618;281659;281485;_T;TOTAL;ASAL_PER;1988250.0;A
2017;ES618;281659;281485;M;TOTAL;ASAL_PER;531950.0;A
2017;ES618;281659;281485;F;TOTAL;ASAL_PER;462175.0;A
2017;ES618;281659;281486;_T;TOTAL;ASAL_PER;1988250.0;A
2017;ES618;281659;281486;M;TOTAL;ASAL_PER;531950.0;A
2017;ES618;281659;281486;F;TOTAL;ASAL_PER;462175.0;A
2017;ES61;281660;281485;_T;TOTAL;ASAL_PER;1872500.0;A
2017;ES61;281660;281485;M;TOTAL;ASAL_PER;488025.0;A
2017;ES61;281660;281485;F;TOTAL;ASAL_PER;448225.0;A
2017;ES61;281660;281486;_T;TOTAL;ASAL_PER;1872500.0;A
2017;ES61;281660;281486;M;TOTAL;ASAL_PER;488025.0;A
2017;ES61;281660;281486;F;TOTAL;ASAL_PER;448225.0;A
2017;ES61;281661;281485;_T;TOTAL;ASAL_PER;2638800.0;A
2017;ES61;281661;281485;M;TOTAL;ASAL_PER;710675.0;A
2017;ES61;281661;281485;F;TOTAL;ASAL_PER;608725.0;A
2017;ES61;281661;281486;_T;TOTAL;ASAL_PER;2638800.0;A
2017;ES61;281661;281486;M;TOTAL;ASAL_PER;710675.0;A
2017;ES61;281661;281486;F;TOTAL;ASAL_PER;608725.0;A
2017;ES61;281662;281485;_T;TOTAL;ASAL_PER;1632700.0;A
2017;ES61;281662;281485;M;TOTAL;ASAL_PER;455725.0;A
2017;ES61;281662;281485;F;TOTAL;ASAL_PER;360625.0;A
2017;ES61;281662;281486;_T;TOTAL;ASAL_PER;1632700.0;A
2017;ES61;281662;281486;M;TOTAL;ASAL_PER;455725.0;A
2017;ES61;281662;281486;F;TOTAL;ASAL_PER;360625.0;A
2017;ES61;281659;281485;_T;TOTAL;ASAL_PER;6144000.0;A
2017;ES61;281659;281485;M;TOTAL;ASAL_PER;1654425.0;A
2017;ES61;281659;281485;F;TOTAL;ASAL_PER;1417575.0;A
2017;ES61;281659;281486;_T;TOTAL;ASAL_PER;6144000.0;A
2017;ES61;281659;281486;M;TOTAL;ASAL_PER;1654425.0;A
