TEMPORAL;TERRITORIO;VARIABLE;SEXO;MONSALARIO;EDAD;INDICATOR;OBS_VALUE;FREQ
2018;ES61;281592;_T;281486;TOTAL;SALA_MEDI_EUR;63403.0;A
2018;ES61;281592;M;281485;TOTAL;SALA_MEDI_EUR;16239.0;A
2018;ES61;281592;M;281486;TOTAL;SALA_MEDI_EUR;22253.0;A
2018;ES61;281592;F;281485;TOTAL;SALA_MEDI_EUR;12537.0;A
2018;ES61;281592;F;281486;TOTAL;SALA_MEDI_EUR;19961.0;A
2019;ES611;281593;_T;281485;TOTAL;SALA_MEDI_EUR;104888.0;A
2019;ES611;281593;_T;281486;TOTAL;SALA_MEDI_EUR;137621.0;A
2019;ES611;281593;M;281485;TOTAL;SALA_MEDI_EUR;37251.0;A
2019;ES611;281593;M;281486;TOTAL;SALA_MEDI_EUR;47236.0;A
2019;ES611;281593;F;281485;TOTAL;SALA_MEDI_EUR;32665.0;A
2019;ES611;281593;F;281486;TOTAL;SALA_MEDI_EUR;44506.0;A
2019;ES611;281594;_T;281485;TOTAL;SALA_MEDI_EUR;53172.0;A
2019;ES611;281594;_T;281486;TOTAL;SALA_MEDI_EUR;100705.0;A
2019;ES611;281594;M;281485;TOTAL;SALA_MEDI_EUR;19228.0;A
2019;ES611;281594;M;281486;TOTAL;SALA_MEDI_EUR;34187.0;A
2019;ES611;281594;F;281485;TOTAL;SALA_MEDI_EUR;15912.0;A
2019;ES611;281594;F;281486;TOTAL;SALA_MEDI_EUR;32834.0;A
2019;ES611;281592;_T;281485;TOTAL;SALA_MEDI_EUR;95167.0;A
2019;ES611;281592;_T;281486;TOTAL;SALA_MEDI_EUR;130506.0;A
2019;ES611;281592;M;281485;TOTAL;SALA_MEDI_EUR;33059.0;A
2019;ES611;281592;M;281486;TOTAL;SALA_MEDI_EUR;44127.0;A
2019;ES611;281592;F;281485;TOTAL;SALA_MEDI_EUR;30322.0;A
2019;ES611;281592;F;281486;TOTAL;SALA_MEDI_EUR;42851.0;A
2019;ES612;281593;_T;281485;TOTAL;SALA_MEDI_EUR;215782.0;A
2019;ES612;281593;_T;281486;TOTAL;SALA_MEDI_EUR;295874.0;A
2019;ES612;281593;M;281485;TOTAL;SALA_MEDI_EUR;83156.0;A
2019;ES612;281593;M;281486;TOTAL;SALA_MEDI_EUR;107164.0;A
2019;ES612;281593;F;281485;TOTAL;SALA_MEDI_EUR;59969.0;A
2019;ES612;281593;F;281486;TOTAL;SALA_MEDI_EUR;89534.0;A
2019;ES612;281594;_T;281485;TOTAL;SALA_MEDI_EUR;111867.0;A
2019;ES612;281594;_T;281486;TOTAL;SALA_MEDI_EUR;237549.0;A
2019;ES612;281594;M;281485;TOTAL;SALA_MEDI_EUR;43778.0;A
2019;ES612;281594;M;281486;TOTAL;SALA_MEDI_EUR;82581.0;A
2019;ES612;281594;F;281485;TOTAL;SALA_MEDI_EUR;30404.0;A
2019;ES612;281594;F;281486;TOTAL;SALA_MEDI_EUR;75957.0;A
2019;ES612;281592;_T;281485;TOTAL;SALA_MEDI_EUR;211982.0;A
2019;ES612;281592;_T;281486;TOTAL;SALA_MEDI_EUR;293524.0;A
2019;ES612;281592;M;281485;TOTAL;SALA_MEDI_EUR;81541.0;A
2019;ES612;281592;M;281486;TOTAL;SALA_MEDI_EUR;106024.0;A
2019;ES612;281592;F;281485;TOTAL;SALA_MEDI_EUR;59044.0;A
2019;ES612;281592;F;281486;TOTAL;SALA_MEDI_EUR;89110.0;A
2019;ES613;281593;_T;281485;TOTAL;SALA_MEDI_EUR;100095.0;A
2019;ES613;281593;_T;281486;TOTAL;SALA_MEDI_EUR;139584.0;A
2019;ES613;281593;M;281485;TOTAL;SALA_MEDI_EUR;37263.0;A
2019;ES613;281593;M;281486;TOTAL;SALA_MEDI_EUR;49212.0;A
2019;ES613;281593;F;281485;TOTAL;SALA_MEDI_EUR;29344.0;A
2019;ES613;281593;F;281486;TOTAL;SALA_MEDI_EUR;43768.0;A
2019;ES613;281594;_T;281485;TOTAL;SALA_MEDI_EUR;50366.0;A
2019;ES613;281594;_T;281486;TOTAL;SALA_MEDI_EUR;108753.0;A
2019;ES613;281594;M;281485;TOTAL;SALA_MEDI_EUR;17884.0;A
2019;ES613;281594;M;281486;TOTAL;SALA_MEDI_EUR;37184.0;A
2019;ES613;281594;F;281485;TOTAL;SALA_MEDI_EUR;15575.0;A
2019;ES613;281594;F;281486;TOTAL;SALA_MEDI_EUR;35221.0;A
2019;ES613;281592;_T;281485;TOTAL;SALA_MEDI_EUR;98303.0;A
2019;ES613;281592;_T;281486;TOTAL;SALA_MEDI_EUR;138477.0;A
2019;ES613;281592;M;281485;TOTAL;SALA_MEDI_EUR;36501.0;A
2019;ES613;281592;M;281486;TOTAL;SALA_MEDI_EUR;48742.0;A
2019;ES613;281592;F;281485;TOTAL;SALA_MEDI_EUR;28907.0;A
2019;ES613;281592;F;281486;TOTAL;SALA_MEDI_EUR;43497.0;A
2019;ES614;281593;_T;281485;TOTAL;SALA_MEDI_EUR;112074.0;A
2019;ES614;281593;_T;281486;TOTAL;SALA_MEDI_EUR;152131.0;A
2019;ES614;281593;M;281485;TOTAL;SALA_MEDI_EUR;40312.0;A
2019;ES614;281593;M;281486;TOTAL;SALA_MEDI_EUR;52781.0;A
2019;ES614;281593;F;281485;TOTAL;SALA_MEDI_EUR;34383.0;A
2019;ES614;281593;F;281486;TOTAL;SALA_MEDI_EUR;48636.0;A
2019;ES614;281594;_T;281485;TOTAL;SALA_MEDI_EUR;55749.0;A
2019;ES614;281594;_T;281486;TOTAL;SALA_MEDI_EUR;112460.0;A
2019;ES614;281594;M;281485;TOTAL;SALA_MEDI_EUR;18407.0;A
2019;ES614;281594;M;281486;TOTAL;SALA_MEDI_EUR;36918.0;A
2019;ES614;281594;F;281485;TOTAL;SALA_MEDI_EUR;18779.0;A
2019;ES614;281594;F;281486;TOTAL;SALA_MEDI_EUR;38137.0;A
2019;ES614;281592;_T;281485;TOTAL;SALA_MEDI_EUR;107244.0;A
2019;ES614;281592;_T;281486;TOTAL;SALA_MEDI_EUR;148702.0;A
2019;ES614;281592;M;281485;TOTAL;SALA_MEDI_EUR;38119.0;A
2019;ES614;281592;M;281486;TOTAL;SALA_MEDI_EUR;51186.0;A
2019;ES614;281592;F;281485;TOTAL;SALA_MEDI_EUR;33327.0;A
2019;ES614;281592;F;281486;TOTAL;SALA_MEDI_EUR;47923.0;A
2019;ES615;281593;_T;281485;TOTAL;SALA_MEDI_EUR;99032.0;A
2019;ES615;281593;_T;281486;TOTAL;SALA_MEDI_EUR;137497.0;A
2019;ES615;281593;M;281485;TOTAL;SALA_MEDI_EUR;38395.0;A
2019;ES615;281593;M;281486;TOTAL;SALA_MEDI_EUR;49907.0;A
2019;ES615;281593;F;281485;TOTAL;SALA_MEDI_EUR;27363.0;A
2019;ES615;281593;F;281486;TOTAL;SALA_MEDI_EUR;41559.0;A
2019;ES615;281594;_T;281485;TOTAL;SALA_MEDI_EUR;43916.0;A
2019;ES615;281594;_T;281486;TOTAL;SALA_MEDI_EUR;98997.0;A
2019;ES615;281594;M;281485;TOTAL;SALA_MEDI_EUR;17600.0;A
2019;ES615;281594;M;281486;TOTAL;SALA_MEDI_EUR;34630.0;A
2019;ES615;281594;F;281485;TOTAL;SALA_MEDI_EUR;11910.0;A
2019;ES615;281594;F;281486;TOTAL;SALA_MEDI_EUR;31343.0;A
2019;ES615;281592;_T;281485;TOTAL;SALA_MEDI_EUR;91184.0;A
2019;ES615;281592;_T;281486;TOTAL;SALA_MEDI_EUR;132297.0;A
2019;ES615;281592;M;281485;TOTAL;SALA_MEDI_EUR;36051.0;A
2019;ES615;281592;M;281486;TOTAL;SALA_MEDI_EUR;48145.0;A
2019;ES615;281592;F;281485;TOTAL;SALA_MEDI_EUR;24630.0;A
2019;ES615;281592;F;281486;TOTAL;SALA_MEDI_EUR;39964.0;A
2019;ES616;281593;_T;281485;TOTAL;SALA_MEDI_EUR;97609.0;A
2019;ES616;281593;_T;281486;TOTAL;SALA_MEDI_EUR;135344.0;A
2019;ES616;281593;M;281485;TOTAL;SALA_MEDI_EUR;34533.0;A
2019;ES616;281593;M;281486;TOTAL;SALA_MEDI_EUR;46212.0;A
2019;ES616;281593;F;281485;TOTAL;SALA_MEDI_EUR;30448.0;A
2019;ES616;281593;F;281486;TOTAL;SALA_MEDI_EUR;43976.0;A
2019;ES616;281594;_T;281485;TOTAL;SALA_MEDI_EUR;48480.0;A
2019;ES616;281594;_T;281486;TOTAL;SALA_MEDI_EUR;106474.0;A
2019;ES616;281594;M;281485;TOTAL;SALA_MEDI_EUR;15933.0;A
2019;ES616;281594;M;281486;TOTAL;SALA_MEDI_EUR;33378.0;A
2019;ES616;281594;F;281485;TOTAL;SALA_MEDI_EUR;16487.0;A
2019;ES616;281594;F;281486;TOTAL;SALA_MEDI_EUR;38402.0;A
2019;ES616;281592;_T;281485;TOTAL;SALA_MEDI_EUR;95963.0;A
2019;ES616;281592;_T;281486;TOTAL;SALA_MEDI_EUR;134318.0;A
2019;ES616;281592;M;281485;TOTAL;SALA_MEDI_EUR;33689.0;A
2019;ES616;281592;M;281486;TOTAL;SALA_MEDI_EUR;45628.0;A
2019;ES616;281592;F;281485;TOTAL;SALA_MEDI_EUR;30188.0;A
2019;ES616;281592;F;281486;TOTAL;SALA_MEDI_EUR;43873.0;A
2019;ES617;281593;_T;281485;TOTAL;SALA_MEDI_EUR;156759.0;A
2019;ES617;281593;_T;281486;TOTAL;SALA_MEDI_EUR;212055.0;A
2019;ES617;281593;M;281485;TOTAL;SALA_MEDI_EUR;57143.0;A
2019;ES617;281593;M;281486;TOTAL;SALA_MEDI_EUR;73771.0;A
2019;ES617;281593;F;281485;TOTAL;SALA_MEDI_EUR;47238.0;A
2019;ES617;281593;F;281486;TOTAL;SALA_MEDI_EUR;67521.0;A
2019;ES617;281594;_T;281485;TOTAL;SALA_MEDI_EUR;105648.0;A
2019;ES617;281594;_T;281486;TOTAL;SALA_MEDI_EUR;188736.0;A
2019;ES617;281594;M;281485;TOTAL;SALA_MEDI_EUR;37047.0;A
2019;ES617;281594;M;281486;TOTAL;SALA_MEDI_EUR;64709.0;A
2019;ES617;281594;F;281485;TOTAL;SALA_MEDI_EUR;33311.0;A
2019;ES617;281594;F;281486;TOTAL;SALA_MEDI_EUR;61100.0;A
2019;ES617;281592;_T;281485;TOTAL;SALA_MEDI_EUR;149877.0;A
2019;ES617;281592;_T;281486;TOTAL;SALA_MEDI_EUR;209212.0;A
2019;ES617;281592;M;281485;TOTAL;SALA_MEDI_EUR;54421.0;A
2019;ES617;281592;M;281486;TOTAL;SALA_MEDI_EUR;72729.0;A
2019;ES617;281592;F;281485;TOTAL;SALA_MEDI_EUR;45373.0;A
2019;ES617;281592;F;281486;TOTAL;SALA_MEDI_EUR;66665.0;A
2019;ES618;281593;_T;281485;TOTAL;SALA_MEDI_EUR;166284.0;A
2019;ES618;281593;_T;281486;TOTAL;SALA_MEDI_EUR;218229.0;A
2019;ES618;281593;M;281485;TOTAL;SALA_MEDI_EUR;63056.0;A
2019;ES618;281593;M;281486;TOTAL;SALA_MEDI_EUR;78435.0;A
2019;ES618;281593;F;281485;TOTAL;SALA_MEDI_EUR;47547.0;A
2019;ES618;281593;F;281486;TOTAL;SALA_MEDI_EUR;66866.0;A
2019;ES618;281594;_T;281485;TOTAL;SALA_MEDI_EUR;87735.0;A
2019;ES618;281594;_T;281486;TOTAL;SALA_MEDI_EUR;169912.0;A
2019;ES618;281594;M;281485;TOTAL;SALA_MEDI_EUR;35152.0;A
2019;ES618;281594;M;281486;TOTAL;SALA_MEDI_EUR;59890.0;A
2019;ES618;281594;F;281485;TOTAL;SALA_MEDI_EUR;22437.0;A
2019;ES618;281594;F;281486;TOTAL;SALA_MEDI_EUR;52845.0;A
2019;ES618;281592;_T;281485;TOTAL;SALA_MEDI_EUR;162750.0;A
2019;ES618;281592;_T;281486;TOTAL;SALA_MEDI_EUR;215961.0;A
2019;ES618;281592;M;281485;TOTAL;SALA_MEDI_EUR;61640.0;A
2019;ES618;281592;M;281486;TOTAL;SALA_MEDI_EUR;77461.0;A
2019;ES618;281592;F;281485;TOTAL;SALA_MEDI_EUR;46590.0;A
2019;ES618;281592;F;281486;TOTAL;SALA_MEDI_EUR;66316.0;A
2019;ES61;281593;_T;281485;TOTAL;SALA_MEDI_EUR;47375.0;A
2019;ES61;281593;_T;281486;TOTAL;SALA_MEDI_EUR;67282.0;A
2019;ES61;281593;M;281485;TOTAL;SALA_MEDI_EUR;17762.0;A
2019;ES61;281593;M;281486;TOTAL;SALA_MEDI_EUR;23643.0;A
2019;ES61;281593;F;281485;TOTAL;SALA_MEDI_EUR;13733.0;A
2019;ES61;281593;F;281486;TOTAL;SALA_MEDI_EUR;21157.0;A
2019;ES61;281594;_T;281485;TOTAL;SALA_MEDI_EUR;26288.0;A
2019;ES61;281594;_T;281486;TOTAL;SALA_MEDI_EUR;53099.0;A
2019;ES61;281594;M;281485;TOTAL;SALA_MEDI_EUR;9652.0;A
2019;ES61;281594;M;281486;TOTAL;SALA_MEDI_EUR;17878.0;A
2019;ES61;281594;F;281485;TOTAL;SALA_MEDI_EUR;7813.0;A
2019;ES61;281594;F;281486;TOTAL;SALA_MEDI_EUR;17509.0;A
2019;ES61;281592;_T;281485;TOTAL;SALA_MEDI_EUR;45383.0;A
2019;ES61;281592;_T;281486;TOTAL;SALA_MEDI_EUR;65941.0;A
2019;ES61;281592;M;281485;TOTAL;SALA_MEDI_EUR;16976.0;A
2019;ES61;281592;M;281486;TOTAL;SALA_MEDI_EUR;23085.0;A
2019;ES61;281592;F;281485;TOTAL;SALA_MEDI_EUR;13192.0;A
2019;ES61;281592;F;281486;TOTAL;SALA_MEDI_EUR;20824.0;A
2020;ES611;281593;_T;281485;TOTAL;SALA_MEDI_EUR;110322.0;A
2020;ES611;281593;_T;281486;TOTAL;SALA_MEDI_EUR;142191.0;A
2020;ES611;281593;M;281485;TOTAL;SALA_MEDI_EUR;39037.0;A
2020;ES611;281593;M;281486;TOTAL;SALA_MEDI_EUR;48762.0;A
2020;ES611;281593;F;281485;TOTAL;SALA_MEDI_EUR;34497.0;A
2020;ES611;281593;F;281486;TOTAL;SALA_MEDI_EUR;46024.0;A
2020;ES611;281594;_T;281485;TOTAL;SALA_MEDI_EUR;54447.0;A
2020;ES611;281594;_T;281486;TOTAL;SALA_MEDI_EUR;102649.0;A
2020;ES611;281594;M;281485;TOTAL;SALA_MEDI_EUR;20205.0;A
2020;ES611;281594;M;281486;TOTAL;SALA_MEDI_EUR;35066.0;A
2020;ES611;281594;F;281485;TOTAL;SALA_MEDI_EUR;15677.0;A
2020;ES611;281594;F;281486;TOTAL;SALA_MEDI_EUR;33209.0;A
2020;ES611;281592;_T;281485;TOTAL;SALA_MEDI_EUR;99861.0;A
2020;ES611;281592;_T;281486;TOTAL;SALA_MEDI_EUR;134594.0;A
2020;ES611;281592;M;281485;TOTAL;SALA_MEDI_EUR;34659.0;A
2020;ES611;281592;M;281486;TOTAL;SALA_MEDI_EUR;45499.0;A
2020;ES611;281592;F;281485;TOTAL;SALA_MEDI_EUR;31849.0;A
2020;ES611;281592;F;281486;TOTAL;SALA_MEDI_EUR;44204.0;A
2020;ES612;281593;_T;281485;TOTAL;SALA_MEDI_EUR;227651.0;A
2020;ES612;281593;_T;281486;TOTAL;SALA_MEDI_EUR;306480.0;A
2020;ES612;281593;M;281485;TOTAL;SALA_MEDI_EUR;86550.0;A
2020;ES612;281593;M;281486;TOTAL;SALA_MEDI_EUR;110790.0;A
2020;ES612;281593;F;281485;TOTAL;SALA_MEDI_EUR;64476.0;A
2020;ES612;281593;F;281486;TOTAL;SALA_MEDI_EUR;92932.0;A
2020;ES612;281594;_T;281485;TOTAL;SALA_MEDI_EUR;122306.0;A
2020;ES612;281594;_T;281486;TOTAL;SALA_MEDI_EUR;255539.0;A
2020;ES612;281594;M;281485;TOTAL;SALA_MEDI_EUR;46814.0;A
2020;ES612;281594;M;281486;TOTAL;SALA_MEDI_EUR;87744.0;A
2020;ES612;281594;F;281485;TOTAL;SALA_MEDI_EUR;34129.0;A
2020;ES612;281594;F;281486;TOTAL;SALA_MEDI_EUR;82710.0;A
2020;ES612;281592;_T;281485;TOTAL;SALA_MEDI_EUR;223849.0;A
2020;ES612;281592;_T;281486;TOTAL;SALA_MEDI_EUR;304427.0;A
2020;ES612;281592;M;281485;TOTAL;SALA_MEDI_EUR;84775.0;A
2020;ES612;281592;M;281486;TOTAL;SALA_MEDI_EUR;109658.0;A
2020;ES612;281592;F;281485;TOTAL;SALA_MEDI_EUR;63698.0;A
2020;ES612;281592;F;281486;TOTAL;SALA_MEDI_EUR;92686.0;A
2020;ES613;281593;_T;281485;TOTAL;SALA_MEDI_EUR;105212.0;A
2020;ES613;281593;_T;281486;TOTAL;SALA_MEDI_EUR;143242.0;A
2020;ES613;281593;M;281485;TOTAL;SALA_MEDI_EUR;38623.0;A
2020;ES613;281593;M;281486;TOTAL;SALA_MEDI_EUR;49940.0;A
2020;ES613;281593;F;281485;TOTAL;SALA_MEDI_EUR;31399.0;A
2020;ES613;281593;F;281486;TOTAL;SALA_MEDI_EUR;45488.0;A
2020;ES613;281594;_T;281485;TOTAL;SALA_MEDI_EUR;52342.0;A
2020;ES613;281594;_T;281486;TOTAL;SALA_MEDI_EUR;113810.0;A
2020;ES613;281594;M;281485;TOTAL;SALA_MEDI_EUR;19172.0;A
2020;ES613;281594;M;281486;TOTAL;SALA_MEDI_EUR;38880.0;A
2020;ES613;281594;F;281485;TOTAL;SALA_MEDI_EUR;15517.0;A
2020;ES613;281594;F;281486;TOTAL;SALA_MEDI_EUR;36878.0;A
2020;ES613;281592;_T;281485;TOTAL;SALA_MEDI_EUR;103306.0;A
2020;ES613;281592;_T;281486;TOTAL;SALA_MEDI_EUR;142175.0;A
2020;ES613;281592;M;281485;TOTAL;SALA_MEDI_EUR;37851.0;A
2020;ES613;281592;M;281486;TOTAL;SALA_MEDI_EUR;49501.0;A
2020;ES613;281592;F;281485;TOTAL;SALA_MEDI_EUR;30896.0;A
2020;ES613;281592;F;281486;TOTAL;SALA_MEDI_EUR;45213.0;A
2020;ES614;281593;_T;281485;TOTAL;SALA_MEDI_EUR;118799.0;A
2020;ES614;281593;_T;281486;TOTAL;SALA_MEDI_EUR;157843.0;A
2020;ES614;281593;M;281485;TOTAL;SALA_MEDI_EUR;42118.0;A
2020;ES614;281593;M;281486;TOTAL;SALA_MEDI_EUR;54377.0;A
2020;ES614;281593;F;281485;TOTAL;SALA_MEDI_EUR;37060.0;A
2020;ES614;281593;F;281486;TOTAL;SALA_MEDI_EUR;50844.0;A
2020;ES614;281594;_T;281485;TOTAL;SALA_MEDI_EUR;59402.0;A
2020;ES614;281594;_T;281486;TOTAL;SALA_MEDI_EUR;119659.0;A
2020;ES614;281594;M;281485;TOTAL;SALA_MEDI_EUR;19054.0;A
2020;ES614;281594;M;281486;TOTAL;SALA_MEDI_EUR;38513.0;A
2020;ES614;281594;F;281485;TOTAL;SALA_MEDI_EUR;20679.0;A
2020;ES614;281594;F;281486;TOTAL;SALA_MEDI_EUR;41493.0;A
2020;ES614;281592;_T;281485;TOTAL;SALA_MEDI_EUR;113787.0;A
2020;ES614;281592;_T;281486;TOTAL;SALA_MEDI_EUR;154568.0;A
2020;ES614;281592;M;281485;TOTAL;SALA_MEDI_EUR;39809.0;A
2020;ES614;281592;M;281486;TOTAL;SALA_MEDI_EUR;52780.0;A
2020;ES614;281592;F;281485;TOTAL;SALA_MEDI_EUR;36003.0;A
2020;ES614;281592;F;281486;TOTAL;SALA_MEDI_EUR;50240.0;A
2020;ES615;281593;_T;281485;TOTAL;SALA_MEDI_EUR;103608.0;A
2020;ES615;281593;_T;281486;TOTAL;SALA_MEDI_EUR;141197.0;A
2020;ES615;281593;M;281485;TOTAL;SALA_MEDI_EUR;39546.0;A
2020;ES615;281593;M;281486;TOTAL;SALA_MEDI_EUR;50749.0;A
2020;ES615;281593;F;281485;TOTAL;SALA_MEDI_EUR;29287.0;A
2020;ES615;281593;F;281486;TOTAL;SALA_MEDI_EUR;43208.0;A
2020;ES615;281594;_T;281485;TOTAL;SALA_MEDI_EUR;48254.0;A
2020;ES615;281594;_T;281486;TOTAL;SALA_MEDI_EUR;102258.0;A
2020;ES615;281594;M;281485;TOTAL;SALA_MEDI_EUR;18205.0;A
2020;ES615;281594;M;281486;TOTAL;SALA_MEDI_EUR;35998.0;A
2020;ES615;281594;F;281485;TOTAL;SALA_MEDI_EUR;14076.0;A
2020;ES615;281594;F;281486;TOTAL;SALA_MEDI_EUR;32187.0;A
2020;ES615;281592;_T;281485;TOTAL;SALA_MEDI_EUR;96378.0;A
2020;ES615;281592;_T;281486;TOTAL;SALA_MEDI_EUR;136145.0;A
2020;ES615;281592;M;281485;TOTAL;SALA_MEDI_EUR;37144.0;A
2020;ES615;281592;M;281486;TOTAL;SALA_MEDI_EUR;49032.0;A
2020;ES615;281592;F;281485;TOTAL;SALA_MEDI_EUR;26967.0;A
2020;ES615;281592;F;281486;TOTAL;SALA_MEDI_EUR;41624.0;A
2020;ES616;281593;_T;281485;TOTAL;SALA_MEDI_EUR;100285.0;A
2020;ES616;281593;_T;281486;TOTAL;SALA_MEDI_EUR;138787.0;A
2020;ES616;281593;M;281485;TOTAL;SALA_MEDI_EUR;35005.0;A
2020;ES616;281593;M;281486;TOTAL;SALA_MEDI_EUR;47073.0;A
2020;ES616;281593;F;281485;TOTAL;SALA_MEDI_EUR;31776.0;A
2020;ES616;281593;F;281486;TOTAL;SALA_MEDI_EUR;45427.0;A
2020;ES616;281594;_T;281485;TOTAL;SALA_MEDI_EUR;48026.0;A
2020;ES616;281594;_T;281486;TOTAL;SALA_MEDI_EUR;107794.0;A
2020;ES616;281594;M;281485;TOTAL;SALA_MEDI_EUR;16381.0;A
2020;ES616;281594;M;281486;TOTAL;SALA_MEDI_EUR;34426.0;A
2020;ES616;281594;F;281485;TOTAL;SALA_MEDI_EUR;15502.0;A
2020;ES616;281594;F;281486;TOTAL;SALA_MEDI_EUR;37980.0;A
2020;ES616;281592;_T;281485;TOTAL;SALA_MEDI_EUR;98495.0;A
2020;ES616;281592;_T;281486;TOTAL;SALA_MEDI_EUR;137668.0;A
2020;ES616;281592;M;281485;TOTAL;SALA_MEDI_EUR;34123.0;A
2020;ES616;281592;M;281486;TOTAL;SALA_MEDI_EUR;46470.0;A
2020;ES616;281592;F;281485;TOTAL;SALA_MEDI_EUR;31459.0;A
2020;ES616;281592;F;281486;TOTAL;SALA_MEDI_EUR;45282.0;A
2020;ES617;281593;_T;281485;TOTAL;SALA_MEDI_EUR;165602.0;A
2020;ES617;281593;_T;281486;TOTAL;SALA_MEDI_EUR;219608.0;A
2020;ES617;281593;M;281485;TOTAL;SALA_MEDI_EUR;60168.0;A
2020;ES617;281593;M;281486;TOTAL;SALA_MEDI_EUR;76746.0;A
2020;ES617;281593;F;281485;TOTAL;SALA_MEDI_EUR;50102.0;A
2020;ES617;281593;F;281486;TOTAL;SALA_MEDI_EUR;69568.0;A
2020;ES617;281594;_T;281485;TOTAL;SALA_MEDI_EUR;103931.0;A
2020;ES617;281594;_T;281486;TOTAL;SALA_MEDI_EUR;191825.0;A
2020;ES617;281594;M;281485;TOTAL;SALA_MEDI_EUR;36538.0;A
2020;ES617;281594;M;281486;TOTAL;SALA_MEDI_EUR;65528.0;A
2020;ES617;281594;F;281485;TOTAL;SALA_MEDI_EUR;32678.0;A
2020;ES617;281594;F;281486;TOTAL;SALA_MEDI_EUR;62340.0;A
2020;ES617;281592;_T;281485;TOTAL;SALA_MEDI_EUR;157487.0;A
2020;ES617;281592;_T;281486;TOTAL;SALA_MEDI_EUR;215862.0;A
2020;ES617;281592;M;281485;TOTAL;SALA_MEDI_EUR;56977.0;A
2020;ES617;281592;M;281486;TOTAL;SALA_MEDI_EUR;75246.0;A
2020;ES617;281592;F;281485;TOTAL;SALA_MEDI_EUR;47882.0;A
2020;ES617;281592;F;281486;TOTAL;SALA_MEDI_EUR;68570.0;A
2020;ES618;281593;_T;281485;TOTAL;SALA_MEDI_EUR;175326.0;A
2020;ES618;281593;_T;281486;TOTAL;SALA_MEDI_EUR;226972.0;A
2020;ES618;281593;M;281485;TOTAL;SALA_MEDI_EUR;65655.0;A
2020;ES618;281593;M;281486;TOTAL;SALA_MEDI_EUR;81219.0;A
2020;ES618;281593;F;281485;TOTAL;SALA_MEDI_EUR;50971.0;A
2020;ES618;281593;F;281486;TOTAL;SALA_MEDI_EUR;69900.0;A
2020;ES618;281594;_T;281485;TOTAL;SALA_MEDI_EUR;94547.0;A
2020;ES618;281594;_T;281486;TOTAL;SALA_MEDI_EUR;177741.0;A
2020;ES618;281594;M;281485;TOTAL;SALA_MEDI_EUR;35968.0;A
2020;ES618;281594;M;281486;TOTAL;SALA_MEDI_EUR;61967.0;A
2020;ES618;281594;F;281485;TOTAL;SALA_MEDI_EUR;26198.0;A
2020;ES618;281594;F;281486;TOTAL;SALA_MEDI_EUR;55913.0;A
2020;ES618;281592;_T;281485;TOTAL;SALA_MEDI_EUR;171458.0;A
2020;ES618;281592;_T;281486;TOTAL;SALA_MEDI_EUR;224561.0;A
2020;ES618;281592;M;281485;TOTAL;SALA_MEDI_EUR;64051.0;A
2020;ES618;281592;M;281486;TOTAL;SALA_MEDI_EUR;80153.0;A
2020;ES618;281592;F;281485;TOTAL;SALA_MEDI_EUR;49976.0;A
2020;ES618;281592;F;281486;TOTAL;SALA_MEDI_EUR;69343.0;A
2020;ES61;281593;_T;281485;TOTAL;SALA_MEDI_EUR;49591.0;A
2020;ES61;281593;_T;281486;TOTAL;SALA_MEDI_EUR;69441.0;A
2020;ES61;281593;M;281485;TOTAL;SALA_MEDI_EUR;18349.0;A
2020;ES61;281593;M;281486;TOTAL;SALA_MEDI_EUR;24279.0;A
2020;ES61;281593;F;281485;TOTAL;SALA_MEDI_EUR;14626.0;A
2020;ES61;281593;F;281486;TOTAL;SALA_MEDI_EUR;21962.0;A
2020;ES61;281594;_T;281485;TOTAL;SALA_MEDI_EUR;27801.0;A
2020;ES61;281594;_T;281486;TOTAL;SALA_MEDI_EUR;55007.0;A
2020;ES61;281594;M;281485;TOTAL;SALA_MEDI_EUR;10003.0;A
2020;ES61;281594;M;281486;TOTAL;SALA_MEDI_EUR;18506.0;A
2020;ES61;281594;F;281485;TOTAL;SALA_MEDI_EUR;8457.0;A
2020;ES61;281594;F;281486;TOTAL;SALA_MEDI_EUR;18148.0;A
2020;ES61;281592;_T;281485;TOTAL;SALA_MEDI_EUR;47569.0;A
2020;ES61;281592;_T;281486;TOTAL;SALA_MEDI_EUR;68099.0;A
2020;ES61;281592;M;281485;TOTAL;SALA_MEDI_EUR;17529.0;A
2020;ES61;281592;M;281486;TOTAL;SALA_MEDI_EUR;23712.0;A
2020;ES61;281592;F;281485;TOTAL;SALA_MEDI_EUR;14097.0;A
2020;ES61;281592;F;281486;TOTAL;SALA_MEDI_EUR;21635.0;A
2017;ES611;281593;_T;281485;TOTAL;PRIM_CUAR_EUR;33131.0;A
2017;ES611;281593;_T;281486;TOTAL;PRIM_CUAR_EUR;86368.0;A
2017;ES611;281593;M;281485;TOTAL;PRIM_CUAR_EUR;11704.0;A
2017;ES611;281593;M;281486;TOTAL;PRIM_CUAR_EUR;29964.0;A
2017;ES611;281593;F;281485;TOTAL;PRIM_CUAR_EUR;10433.0;A
2017;ES611;281593;F;281486;TOTAL;PRIM_CUAR_EUR;27650.0;A
2017;ES611;281594;_T;281485;TOTAL;PRIM_CUAR_EUR;18359.0;A
2017;ES611;281594;_T;281486;TOTAL;PRIM_CUAR_EUR;69658.0;A
