TEMPORAL;TERRITORIO;DURACMATRIM;INDICATOR;OBS_VALUE;FREQ
2008;ES613;5114;DIV;27.12644829;A
2008;ES613;5126;DIV;74.022880374;A
2008;ES613;5137;DIV;69.857144028;A
2008;ES613;5148;DIV;70.428337866;A
2008;ES613;5159;DIV;57.847439088;A
2008;ES613;5170;DIV;55.697268522;A
2008;ES613;5181;DIV;68.2781673;A
2008;ES613;5192;DIV;62.802663798;A
2008;ES613;5203;DIV;55.395284256;A
2008;ES613;5214;DIV;64.818229578;A
2008;ES613;5116;DIV;41.806602588;A
2008;ES613;5117;DIV;56.18477262;A
2008;ES613;5118;DIV;33.526044942;A
2008;ES613;5119;DIV;52.590230112;A
2008;ES613;5120;DIV;53.379718476;A
2008;ES613;5121;DIV;52.808524638;A
2008;ES613;5122;DIV;76.609639992;A
2008;ES613;5123;DIV;53.950912314;A
2008;ES613;5124;DIV;41.15171901;A
2008;ES613;5125;DIV;46.325238246;A
2008;ES613;5127;DIV;42.512401212;A
2008;ES613;5128;DIV;48.1225095;A
2008;ES613;5129;DIV;30.855595584;A
2008;ES613;5130;DIV;26.908153764;A
2008;ES613;5131;DIV;31.07389011;A
2008;ES613;5132;DIV;45.888649194;A
2008;ES613;5133;DIV;30.502696272;A
2008;ES613;5134;DIV;30.502696272;A
2008;ES613;5135;DIV;32.081673;A
2008;ES613;5136;DIV;22.440433152;A
2008;ES613;5138;DIV;29.847812694;A
2008;ES613;5139;DIV;12.446293992;A
2008;ES613;5140;DIV;9.422945322;A
2008;ES613;5141;DIV;7.407379542;A
2008;ES613;5142;DIV;8.196867906;A
2008;ES613;5143;DIV;10.212433686;A
2008;ES613;5144;DIV;11.00192205;A
2008;ES613;5145;DIV;6.617891178;A
2008;ES613;5146;DIV;3.812837034;A
2008;ES613;5147;DIV;9.204650796;A
2008;ES613;5149;DIV;4.602325398;A
2008;ES613;5150;DIV;5.828402814;A
2008;ES613;5151;DIV;3.594542508;A
2008;ES613;5152;DIV;3.02334867;A
2008;ES613;5153;DIV;1.00778289;A
2008;ES613;5154;DIV;2.805054144;A
2008;ES613;5155;DIV;1.797271254;A
2008;ES613;5156;DIV;3.594542508;A
2008;ES613;5158;DIV;2.805054144;A
2008;ES613;5162;DIV;1.797271254;A
2008;ES613;5166;DIV;1.00778289;A
2008;ES614;5215;DIV;2172.357568834;A
2008;ES614;5114;DIV;32.337295446;A
2008;ES614;5126;DIV;68.09119086;A
2008;ES614;5137;DIV;77.81850384;A
2008;ES614;5148;DIV;98.720186322;A
2008;ES614;5159;DIV;79.788047286;A
2008;ES614;5170;DIV;76.505474876;A
2008;ES614;5181;DIV;105.81462972;A
2008;ES614;5192;DIV;101.607487712;A
2008;ES614;5203;DIV;80.839832788;A
2008;ES614;5214;DIV;72.291521214;A
2008;ES614;5116;DIV;65.458321279;A
2008;ES614;5117;DIV;59.147608266;A
2008;ES614;5118;DIV;78.736261784;A
2008;ES614;5119;DIV;82.675348676;A
2008;ES614;5120;DIV;63.093506812;A
2008;ES614;5121;DIV;54.417979334;A
2008;ES614;5122;DIV;71.239735713;A
2008;ES614;5123;DIV;74.790363238;A
2008;ES614;5124;DIV;58.229850322;A
2008;ES614;5125;DIV;64.406535776;A
2008;ES614;5127;DIV;65.197077816;A
2008;ES614;5128;DIV;49.42710694;A
2008;ES614;5129;DIV;60.85590825;A
2008;ES614;5130;DIV;44.034151872;A
2008;ES614;5131;DIV;47.711995302;A
2008;ES614;5132;DIV;49.025024266;A
2008;ES614;5133;DIV;40.349496788;A
2008;ES614;5134;DIV;38.245925784;A
2008;ES614;5135;DIV;31.151482386;A
2008;ES614;5136;DIV;40.744767808;A
2008;ES614;5138;DIV;28.652640362;A
2008;ES614;5139;DIV;30.890238924;A
2008;ES614;5140;DIV;24.184254892;A
2008;ES614;5141;DIV;21.819440426;A
2008;ES614;5142;DIV;20.111140442;A
2008;ES614;5143;DIV;15.113456394;A
2008;ES614;5144;DIV;16.299269454;A
2008;ES614;5145;DIV;12.353370908;A
2008;ES614;5146;DIV;17.612298418;A
2008;ES614;5147;DIV;3.416599968;A
2008;ES614;5149;DIV;10.645070924;A
2008;ES614;5150;DIV;11.040341944;A
2008;ES614;5151;DIV;4.46838547;A
2008;ES614;5152;DIV;8.54149992;A
2008;ES614;5153;DIV;3.416599968;A
2008;ES614;5154;DIV;1.051785502;A
2008;ES614;5155;DIV;1.051785502;A
2008;ES614;5156;DIV;1.708299984;A
2008;ES614;5157;DIV;2.760085486;A
2008;ES614;5158;DIV;1.708299984;A
2008;ES614;5160;DIV;1.051785502;A
2008;ES614;5168;DIV;1.708299984;A
2008;ES615;5215;DIV;1165.944181717;A
2008;ES615;5114;DIV;14.177038596;A
2008;ES615;5126;DIV;43.768675595;A
2008;ES615;5137;DIV;39.239485797;A
2008;ES615;5148;DIV;36.680156297;A
2008;ES615;5159;DIV;34.583981171;A
2008;ES615;5170;DIV;59.225378941;A
2008;ES615;5181;DIV;52.0947547;A
2008;ES615;5192;DIV;32.02465167;A
2008;ES615;5203;DIV;62.601218818;A
2008;ES615;5214;DIV;41.588290582;A
2008;ES615;5116;DIV;45.090445288;A
2008;ES615;5117;DIV;53.205999678;A
2008;ES615;5118;DIV;37.833506218;A
2008;ES615;5119;DIV;28.480392021;A
2008;ES615;5120;DIV;33.093791705;A
2008;ES615;5121;DIV;31.898336841;A
2008;ES615;5122;DIV;29.633741942;A
2008;ES615;5123;DIV;55.554804463;A
2008;ES615;5124;DIV;30.913406692;A
2008;ES615;5125;DIV;35.484701433;A
2008;ES615;5127;DIV;31.898336842;A
2008;ES615;5128;DIV;33.178001591;A
2008;ES615;5129;DIV;29.549532056;A
2008;ES615;5130;DIV;27.200727271;A
2008;ES615;5131;DIV;15.37249346;A
2008;ES615;5132;DIV;18.958858052;A
2008;ES615;5133;DIV;27.158622328;A
2008;ES615;5134;DIV;22.461012758;A
2008;ES615;5135;DIV;29.549532056;A
2008;ES615;5136;DIV;15.330388517;A
2008;ES615;5138;DIV;14.177038596;A
2008;ES615;5139;DIV;8.326079105;A
2008;ES615;5140;DIV;16.567948324;A
2008;ES615;5141;DIV;7.088519298;A
2008;ES615;5142;DIV;11.786128868;A
2008;ES615;5143;DIV;2.348804785;A
2008;ES615;5144;DIV;12.981583732;A
2008;ES615;5145;DIV;16.525843381;A
2008;ES615;5146;DIV;2.390909728;A
2008;ES615;5147;DIV;7.088519298;A
2008;ES615;5149;DIV;4.69760957;A
2008;ES615;5150;DIV;2.390909728;A
2008;ES615;5151;DIV;2.348804785;A
2008;ES615;5153;DIV;2.348804785;A
2008;ES615;5157;DIV;2.348804785;A
2008;ES615;5160;DIV;2.348804785;A
2008;ES615;5161;DIV;2.348804785;A
2008;ES616;5215;DIV;1297.204501345;A
2008;ES616;5114;DIV;14.672441983;A
2008;ES616;5126;DIV;42.192290846;A
2008;ES616;5137;DIV;55.236516531;A
2008;ES616;5148;DIV;53.903010576;A
2008;ES616;5159;DIV;51.077975473;A
2008;ES616;5170;DIV;50.84287892;A
2008;ES616;5181;DIV;62.378115885;A
2008;ES616;5192;DIV;48.881156667;A
2008;ES616;5203;DIV;53.039697726;A
2008;ES616;5214;DIV;55.864732829;A
2008;ES616;5116;DIV;44.410445693;A
2008;ES616;5117;DIV;40.72209774;A
2008;ES616;5118;DIV;49.197203049;A
2008;ES616;5119;DIV;56.02275602;A
2008;ES616;5120;DIV;33.033231919;A
2008;ES616;5121;DIV;49.197203049;A
2008;ES616;5122;DIV;38.055085828;A
2008;ES616;5123;DIV;46.684337861;A
2008;ES616;5124;DIV;40.251904634;A
2008;ES616;5125;DIV;50.137589261;A
2008;ES616;5127;DIV;37.191772978;A
2008;ES616;5128;DIV;45.273758543;A
2008;ES616;5129;DIV;21.262898401;A
2008;ES616;5130;DIV;20.322512189;A
2008;ES616;5131;DIV;36.721579872;A
2008;ES616;5132;DIV;19.066079595;A
2008;ES616;5133;DIV;21.420921592;A
2008;ES616;5134;DIV;27.14806516;A
2008;ES616;5135;DIV;15.770851386;A
2008;ES616;5136;DIV;11.377213774;A
2008;ES616;5138;DIV;9.415491521;A
2008;ES616;5139;DIV;17.497477086;A
2008;ES616;5140;DIV;11.377213773;A
2008;ES616;5141;DIV;14.202248877;A
2008;ES616;5142;DIV;6.120263312;A
2008;ES616;5143;DIV;4.158541059;A
2008;ES616;5144;DIV;8.081985565;A
2008;ES616;5145;DIV;5.256950462;A
2008;ES616;5146;DIV;8.081985565;A
2008;ES616;5147;DIV;1.961722253;A
2008;ES616;5149;DIV;3.295228209;A
2008;ES616;5150;DIV;1.098409403;A
2008;ES616;5151;DIV;3.923444506;A
2008;ES616;5152;DIV;2.196818806;A
2008;ES616;5153;DIV;1.098409403;A
2008;ES616;5156;DIV;1.098409403;A
2008;ES616;5157;DIV;3.060131656;A
2008;ES616;5161;DIV;1.961722253;A
2008;ES616;5167;DIV;1.961722253;A
2008;ES617;5215;DIV;4187.089941605;A
2008;ES617;5114;DIV;56.06787909;A
2008;ES617;5126;DIV;133.120162114;A
2008;ES617;5137;DIV;214.501892594;A
2008;ES617;5148;DIV;220.985889798;A
2008;ES617;5159;DIV;204.635052724;A
2008;ES617;5170;DIV;187.016040272;A
2008;ES617;5181;DIV;171.379576636;A
2008;ES617;5192;DIV;169.608390383;A
2008;ES617;5203;DIV;179.457779069;A
2008;ES617;5214;DIV;157.011288378;A
2008;ES617;5116;DIV;162.992795536;A
2008;ES617;5117;DIV;123.23587106;A
2008;ES617;5118;DIV;132.679464975;A
2008;ES617;5119;DIV;136.238767836;A
2008;ES617;5120;DIV;135.621610502;A
2008;ES617;5121;DIV;136.872855525;A
2008;ES617;5122;DIV;106.039583734;A
2008;ES617;5123;DIV;152.915113932;A
2008;ES617;5124;DIV;125.852507565;A
2008;ES617;5125;DIV;94.076569418;A
2008;ES617;5127;DIV;108.867582802;A
2008;ES617;5128;DIV;123.75581229;A
2008;ES617;5129;DIV;91.345786454;A
2008;ES617;5130;DIV;74.99494938;A
2008;ES617;5131;DIV;64.608689109;A
2008;ES617;5132;DIV;72.784107646;A
2008;ES617;5133;DIV;66.282659258;A
2008;ES617;5134;DIV;67.64805074;A
2008;ES617;5135;DIV;67.859413303;A
2008;ES617;5136;DIV;50.971704644;A
2008;ES617;5138;DIV;36.911995053;A
2008;ES617;5139;DIV;56.10776155;A
2008;ES617;5140;DIV;50.337616955;A
2008;ES617;5141;DIV;24.023244736;A
2008;ES617;5142;DIV;31.044634354;A
2008;ES617;5143;DIV;38.797327765;A
2008;ES617;5144;DIV;21.812403002;A
2008;ES617;5145;DIV;23.697735714;A
2008;ES617;5146;DIV;32.50724194;A
2008;ES617;5147;DIV;14.156925695;A
2008;ES617;5149;DIV;10.906201501;A
2008;ES617;5150;DIV;8.809506226;A
2008;ES617;5151;DIV;11.637505294;A
2008;ES617;5152;DIV;9.752172582;A
2008;ES617;5153;DIV;6.501448388;A
2008;ES617;5154;DIV;7.655477307;A
2008;ES617;5155;DIV;2.096695275;A
2008;ES617;5156;DIV;4.404753113;A
2008;ES617;5158;DIV;2.096695275;A
2008;ES617;5160;DIV;2.308057838;A
2008;ES617;5167;DIV;2.096695275;A
2008;ES618;5215;DIV;4876.788948975;A
2008;ES618;5114;DIV;87.963839308;A
2008;ES618;5126;DIV;143.236498486;A
2008;ES618;5137;DIV;200.952025384;A
2008;ES618;5148;DIV;190.722713772;A
2008;ES618;5159;DIV;202.29702858;A
2008;ES618;5170;DIV;173.97908824;A
2008;ES618;5181;DIV;178.297673112;A
2008;ES618;5192;DIV;208.20775532;A
2008;ES618;5203;DIV;206.048462884;A
2008;ES618;5214;DIV;170.72193128;A
2008;ES618;5116;DIV;196.066289944;A
2008;ES618;5117;DIV;162.615475492;A
2008;ES618;5118;DIV;155.588665922;A
2008;ES618;5119;DIV;162.597257186;A
2008;ES618;5120;DIV;170.685494668;A
2008;ES618;5121;DIV;151.306517662;A
2008;ES618;5122;DIV;182.314464395;A
2008;ES618;5123;DIV;187.4291202;A
2008;ES618;5124;DIV;134.846467414;A
2008;ES618;5125;DIV;139.412190958;A
2008;ES618;5127;DIV;125.111433146;A
2008;ES618;5128;DIV;122.174288082;A
2008;ES618;5129;DIV;98.70564657;A
2008;ES618;5130;DIV;96.56457244;A
2008;ES618;5131;DIV;83.078103868;A
2008;ES618;5132;DIV;90.599190782;A
2008;ES618;5133;DIV;94.63420037;A
2008;ES618;5134;DIV;80.36987917;A
2008;ES618;5135;DIV;98.687428264;A
2008;ES618;5136;DIV;89.23596928;A
2008;ES618;5138;DIV;72.52878036;A
2008;ES618;5139;DIV;45.308704544;A
2008;ES618;5140;DIV;47.733353958;A
2008;ES618;5141;DIV;59.307668766;A
2008;ES618;5142;DIV;36.936891778;A
2008;ES618;5143;DIV;41.786190606;A
2008;ES618;5144;DIV;34.512242364;A
2008;ES618;5145;DIV;42.865836824;A
2008;ES618;5146;DIV;12.141465376;A
2008;ES618;5147;DIV;28.583297318;A
2008;ES618;5149;DIV;18.070410422;A
2008;ES618;5150;DIV;10.512886896;A
2008;ES618;5151;DIV;5.663588068;A
2008;ES618;5152;DIV;5.663588068;A
2008;ES618;5153;DIV;5.928945046;A
2008;ES618;5154;DIV;8.35359446;A
2008;ES618;5155;DIV;4.849298828;A
2008;ES618;5156;DIV;4.58394185;A
2008;ES618;5157;DIV;1.079646218;A
2008;ES618;5158;DIV;1.079646218;A
2008;ES618;5162;DIV;4.849298828;A
2007;ES61;5215;DIV;21609.099999161;A
2007;ES61;5114;DIV;327.856238438;A
2007;ES61;5126;DIV;757.541477271;A
2007;ES61;5137;DIV;832.005349482;A
2007;ES61;5148;DIV;942.514001764;A
2007;ES61;5159;DIV;951.931457469;A
2007;ES61;5170;DIV;910.719464346;A
2007;ES61;5181;DIV;909.04865446;A
2007;ES61;5192;DIV;951.687456607;A
2007;ES61;5203;DIV;928.095156406;A
2007;ES61;5214;DIV;787.600495952;A
2007;ES61;5116;DIV;696.937238155;A
2007;ES61;5117;DIV;687.193750314;A
2007;ES61;5118;DIV;726.208744395;A
2007;ES61;5119;DIV;761.040458264;A
2007;ES61;5120;DIV;759.954007424;A
2007;ES61;5121;DIV;768.516208215;A
2007;ES61;5122;DIV;808.80890957;A
2007;ES61;5123;DIV;684.205351592;A
2007;ES61;5124;DIV;623.709457644;A
2007;ES61;5125;DIV;594.608308335;A
2007;ES61;5127;DIV;557.631034764;A
2007;ES61;5128;DIV;462.986826324;A
2007;ES61;5129;DIV;443.190739737;A
2007;ES61;5130;DIV;456.045030559;A
2007;ES61;5131;DIV;415.627826679;A
2007;ES61;5132;DIV;357.869713678;A
2007;ES61;5133;DIV;419.35257521;A
2007;ES61;5134;DIV;412.127766589;A
2007;ES61;5135;DIV;355.655386479;A
2007;ES61;5136;DIV;330.631617018;A
2007;ES61;5138;DIV;279.844874069;A
2007;ES61;5139;DIV;245.093675982;A
2007;ES61;5140;DIV;226.170255386;A
2007;ES61;5141;DIV;203.30151255;A
2007;ES61;5142;DIV;157.209441874;A
2007;ES61;5143;DIV;121.669291447;A
2007;ES61;5144;DIV;100.422856974;A
2007;ES61;5145;DIV;122.945077709;A
2007;ES61;5146;DIV;73.35473757;A
2007;ES61;5147;DIV;64.045099113;A
2007;ES61;5149;DIV;76.122830533;A
2007;ES61;5150;DIV;48.715354504;A
2007;ES61;5151;DIV;63.468901529;A
2007;ES61;5152;DIV;35.319988639;A
2007;ES61;5153;DIV;40.034032728;A
2007;ES61;5154;DIV;24.361735566;A
2007;ES61;5155;DIV;23.91044707;A
2007;ES61;5156;DIV;18.617356953;A
2007;ES61;5157;DIV;11.450529544;A
2007;ES61;5158;DIV;16.044827419;A
2007;ES61;5160;DIV;5.038062284;A
2007;ES61;5161;DIV;9.048036062;A
2007;ES61;5162;DIV;4.676839659;A
2007;ES61;5163;DIV;7.774079014;A
2007;ES61;5164;DIV;1.128899756;A
2007;ES61;5165;DIV;1.697142857;A
2007;ES61;5167;DIV;2.650684151;A
2007;ES61;5169;DIV;3.682725079;A
2007;ES611;5215;DIV;1642.139999901;A
2007;ES611;5114;DIV;29.716273972;A
2007;ES611;5126;DIV;49.807232874;A
2007;ES611;5137;DIV;61.906191776;A
2007;ES611;5148;DIV;80.252876706;A
2007;ES611;5159;DIV;71.642465748;A
2007;ES611;5170;DIV;74.512602734;A
2007;ES611;5181;DIV;76.455123283;A
2007;ES611;5192;DIV;79.325260269;A
2007;ES611;5203;DIV;65.592986297;A
2007;ES611;5214;DIV;50.734849311;A
2007;ES611;5116;DIV;48.990575339;A
2007;ES611;5117;DIV;56.67336986;A
2007;ES611;5118;DIV;35.258301367;A
2007;ES611;5119;DIV;66.718849311;A
2007;ES611;5120;DIV;79.01605479;A
2007;ES611;5121;DIV;67.844712325;A
2007;ES611;5122;DIV;74.092438353;A
2007;ES611;5123;DIV;48.68136986;A
2007;ES611;5124;DIV;39.254301367;A
2007;ES611;5125;DIV;47.246301367;A
2007;ES611;5127;DIV;33.204821916;A
2007;ES611;5128;DIV;37.819232874;A
2007;ES611;5129;DIV;23.777753423;A
2007;ES611;5130;DIV;35.456547944;A
2007;ES611;5131;DIV;22.033479451;A
2007;ES611;5132;DIV;20.907616437;A
2007;ES611;5133;DIV;23.468547944;A
2007;ES611;5134;DIV;40.887616437;A
2007;ES611;5135;DIV;49.188821916;A
2007;ES611;5136;DIV;32.078958902;A
2007;ES611;5138;DIV;16.602410958;A
2007;ES611;5139;DIV;7.175342465;A
2007;ES611;5140;DIV;17.728273972;A
2007;ES611;5141;DIV;12.606410958;A
2007;ES611;5142;DIV;8.301205479;A
2007;ES611;5143;DIV;9.427068493;A
2007;ES611;5144;DIV;5.431068493;A
2007;ES611;5145;DIV;1.435068493;A
2007;ES611;5146;DIV;2.870136986;A
2007;ES611;5147;DIV;3.996;A
2007;ES611;5149;DIV;5.431068493;A
2007;ES611;5151;DIV;8.301205479;A
2007;ES611;5152;DIV;3.996;A
2007;ES611;5155;DIV;5.431068493;A
2007;ES611;5156;DIV;1.435068493;A
2007;ES611;5158;DIV;3.996;A
2007;ES611;5161;DIV;5.431068493;A
2007;ES612;5215;DIV;3287.229999146;A
2007;ES612;5114;DIV;39.754759493;A
2007;ES612;5126;DIV;114.246006212;A
2007;ES612;5137;DIV;133.990946454;A
2007;ES612;5148;DIV;140.031079208;A
2007;ES612;5159;DIV;160.786949697;A
2007;ES612;5170;DIV;129.664074208;A
2007;ES612;5181;DIV;140.031079208;A
2007;ES612;5192;DIV;152.165995937;A
2007;ES612;5203;DIV;135.275891835;A
2007;ES612;5214;DIV;107.645118827;A
2007;ES612;5116;DIV;109.80855495;A
2007;ES612;5117;DIV;115.83775746;A
2007;ES612;5118;DIV;106.777558329;A
2007;ES612;5119;DIV;103.746561709;A
2007;ES612;5120;DIV;113.707112069;A
2007;ES612;5121;DIV;122.789171689;A
2007;ES612;5122;DIV;107.184012968;A
2007;ES612;5123;DIV;110.665185205;A
2007;ES612;5124;DIV;98.991374335;A
2007;ES612;5125;DIV;99.002304579;A
2007;ES612;5127;DIV;94.675432333;A
2007;ES612;5128;DIV;65.705062724;A
2007;ES612;5129;DIV;54.053112343;A
2007;ES612;5130;DIV;63.541626601;A
2007;ES612;5131;DIV;64.84843247;A
2007;ES612;5132;DIV;50.154555224;A
2007;ES612;5133;DIV;74.808982831;A
2007;ES612;5134;DIV;67.879429091;A
2007;ES612;5135;DIV;64.859362714;A
2007;ES612;5136;DIV;48.408503984;A
2007;ES612;5138;DIV;50.154555224;A
2007;ES612;5139;DIV;29.40961498;A
2007;ES612;5140;DIV;30.694560361;A
2007;ES612;5141;DIV;28.102809111;A
2007;ES612;5142;DIV;23.786867109;A
2007;ES612;5143;DIV;19.449064619;A
2007;ES612;5144;DIV;15.561437744;A
2007;ES612;5145;DIV;17.735804111;A
2007;ES612;5146;DIV;10.377935244;A
2007;ES612;5147;DIV;8.214499121;A
2007;ES612;5149;DIV;11.673810869;A
2007;ES612;5150;DIV;6.490308369;A
2007;ES612;5151;DIV;9.938689873;A
2007;ES612;5152;DIV;3.459311748;A
2007;ES612;5153;DIV;8.653744492;A
2007;ES612;5154;DIV;4.755187373;A
2007;ES612;5155;DIV;6.490308369;A
2007;ES612;5156;DIV;1.295875625;A
2007;ES612;5157;DIV;2.163436123;A
2007;ES612;5158;DIV;2.163436123;A
2007;ES612;5162;DIV;3.459311748;A
2007;ES612;5169;DIV;2.163436123;A
2007;ES613;5215;DIV;1853.999999925;A
2007;ES613;5114;DIV;40.97142857;A
2007;ES613;5126;DIV;58.274285713;A
2007;ES613;5137;DIV;63.365714284;A
2007;ES613;5148;DIV;85.731428568;A
2007;ES613;5159;DIV;103.731428568;A
2007;ES613;5170;DIV;74.639999997;A
2007;ES613;5181;DIV;70.94285714;A
2007;ES613;5192;DIV;60.365714284;A
2007;ES613;5203;DIV;74.759999998;A
2007;ES613;5214;DIV;52.577142856;A
2007;ES613;5116;DIV;64.94285714;A
2007;ES613;5117;DIV;62.94285714;A
2007;ES613;5118;DIV;67.639999997;A
2007;ES613;5119;DIV;65.548571426;A
2007;ES613;5120;DIV;50.365714284;A
2007;ES613;5121;DIV;86.519999996;A
2007;ES613;5122;DIV;63.851428569;A
2007;ES613;5123;DIV;52.365714284;A
2007;ES613;5124;DIV;46.062857141;A
2007;ES613;5125;DIV;49.851428569;A
2007;ES613;5127;DIV;53.548571426;A
2007;ES613;5128;DIV;44.457142855;A
2007;ES613;5129;DIV;47.577142856;A
2007;ES613;5130;DIV;53.245714283;A
2007;ES613;5131;DIV;30.668571427;A
2007;ES613;5132;DIV;40.759999998;A
2007;ES613;5133;DIV;32.062857141;A
2007;ES613;5134;DIV;28.365714284;A
2007;ES613;5135;DIV;27.879999999;A
2007;ES613;5136;DIV;18.577142856;A
2007;ES613;5138;DIV;23.97142857;A
2007;ES613;5139;DIV;25.274285713;A
2007;ES613;5140;DIV;18.577142856;A
2007;ES613;5141;DIV;18.182857142;A
2007;ES613;5142;DIV;14.485714285;A
2007;ES613;5143;DIV;6.091428571;A
2007;ES613;5144;DIV;16.485714285;A
2007;ES613;5145;DIV;9.091428571;A
2007;ES613;5146;DIV;3.394285714;A
2007;ES613;5147;DIV;6.788571428;A
2007;ES613;5149;DIV;11.788571428;A
2007;ES613;5150;DIV;4.394285714;A
2007;ES613;5151;DIV;5.697142857;A
2007;ES613;5152;DIV;2.697142857;A
2007;ES613;5153;DIV;7.091428571;A
2007;ES613;5154;DIV;2.0;A
2007;ES613;5155;DIV;1.697142857;A
2007;ES613;5157;DIV;1.0;A
2007;ES613;5160;DIV;1.0;A
2007;ES613;5165;DIV;1.697142857;A
2007;ES614;5215;DIV;2389.41000052;A
2007;ES614;5114;DIV;47.540593283;A
2007;ES614;5126;DIV;79.582443495;A
2007;ES614;5137;DIV;95.471575767;A
2007;ES614;5148;DIV;100.377563991;A
2007;ES614;5159;DIV;87.917398832;A
2007;ES614;5170;DIV;91.736755144;A
2007;ES614;5181;DIV;92.602069232;A
2007;ES614;5192;DIV;101.590999436;A
2007;ES614;5203;DIV;110.97031884;A
2007;ES614;5214;DIV;86.524913407;A
2007;ES614;5116;DIV;75.974426404;A
2007;ES614;5117;DIV;83.91899254;A
2007;ES614;5118;DIV;92.907922744;A
2007;ES614;5119;DIV;91.863558676;A
2007;ES614;5120;DIV;79.793782716;A
2007;ES614;5121;DIV;83.834456852;A
2007;ES614;5122;DIV;70.593513292;A
2007;ES614;5123;DIV;74.370601759;A
2007;ES614;5124;DIV;85.744135008;A
2007;ES614;5125;DIV;62.037240131;A
2007;ES614;5127;DIV;69.50688138;A
2007;ES614;5128;DIV;53.617749108;A
2007;ES614;5129;DIV;49.492539283;A
2007;ES614;5130;DIV;42.761408592;A
2007;ES614;5131;DIV;52.531117196;A
2007;ES614;5132;DIV;41.980630192;A
2007;ES614;5133;DIV;52.921506396;A
2007;ES614;5134;DIV;40.809462592;A
2007;ES614;5135;DIV;40.809462592;A
2007;ES614;5136;DIV;29.130075832;A
2007;ES614;5138;DIV;27.958908232;A
2007;ES614;5139;DIV;22.272141608;A
2007;ES614;5140;DIV;21.924020252;A
2007;ES614;5141;DIV;8.683076692;A
2007;ES614;5142;DIV;25.352987364;A
2007;ES614;5143;DIV;13.63133276;A
2007;ES614;5144;DIV;6.42527718;A
2007;ES614;5145;DIV;18.927710184;A
2007;ES614;5146;DIV;7.944566136;A
2007;ES614;5147;DIV;9.463855092;A
2007;ES614;5149;DIV;5.296377424;A
2007;ES614;5150;DIV;6.03488798;A
2007;ES614;5151;DIV;7.944566136;A
2007;ES614;5152;DIV;8.292687492;A
2007;ES614;5153;DIV;7.59644478;A
2007;ES614;5154;DIV;7.59644478;A
2007;ES614;5155;DIV;2.648188712;A
2007;ES614;5156;DIV;2.257799512;A
2007;ES614;5157;DIV;1.519288956;A
2007;ES614;5158;DIV;6.077155824;A
2007;ES614;5164;DIV;1.128899756;A
2007;ES614;5169;DIV;1.519288956;A
2007;ES615;5215;DIV;1393.309999774;A
2007;ES615;5114;DIV;13.968927668;A
2007;ES615;5126;DIV;41.938738896;A
2007;ES615;5137;DIV;44.469102413;A
2007;ES615;5148;DIV;64.791900279;A
2007;ES615;5159;DIV;53.38529202;A
2007;ES615;5170;DIV;57.216787674;A
2007;ES615;5181;DIV;62.261536762;A
2007;ES615;5192;DIV;61.016327436;A
2007;ES615;5203;DIV;71.193704315;A
2007;ES615;5214;DIV;44.509047278;A
2007;ES615;5116;DIV;41.938738896;A
2007;ES615;5117;DIV;31.785328936;A
2007;ES615;5118;DIV;52.124104749;A
2007;ES615;5119;DIV;35.584868698;A
2007;ES615;5120;DIV;54.678435184;A
2007;ES615;5121;DIV;29.238987473;A
2007;ES615;5122;DIV;63.546690953;A
2007;ES615;5123;DIV;69.980450882;A
2007;ES615;5124;DIV;43.223893087;A
2007;ES615;5125;DIV;36.862033916;A
2007;ES615;5127;DIV;48.292609094;A
2007;ES615;5128;DIV;38.139199134;A
2007;ES615;5129;DIV;29.238987473;A
2007;ES615;5130;DIV;29.246976446;A
2007;ES615;5131;DIV;33.070483127;A
2007;ES615;5132;DIV;15.254081859;A
2007;ES615;5133;DIV;40.717496489;A
2007;ES615;5134;DIV;22.885117276;A
2007;ES615;5135;DIV;16.523258104;A
2007;ES615;5136;DIV;30.516152691;A
2007;ES615;5138;DIV;15.270059805;A
2007;ES615;5139;DIV;15.246092886;A
2007;ES615;5140;DIV;6.361859171;A
2007;ES615;5141;DIV;22.893106248;A
2007;ES615;5142;DIV;10.177376879;A
2007;ES615;5143;DIV;6.361859171;A
2007;ES615;5144;DIV;6.353870198;A
2007;ES615;5145;DIV;7.623046443;A
2007;ES615;5146;DIV;3.807528735;A
2007;ES615;5147;DIV;10.177376879;A
2007;ES615;5149;DIV;1.269176245;A
2007;ES615;5151;DIV;1.269176245;A
2007;ES615;5152;DIV;1.269176245;A
2007;ES615;5155;DIV;3.815517708;A
2007;ES615;5156;DIV;1.269176245;A
2007;ES615;5158;DIV;2.546341463;A
2007;ES616;5215;DIV;1422.190000204;A
2007;ES616;5114;DIV;36.602126602;A
2007;ES616;5126;DIV;63.257401955;A
2007;ES616;5137;DIV;50.745156195;A
2007;ES616;5148;DIV;46.34234989;A
2007;ES616;5159;DIV;60.615718172;A
2007;ES616;5170;DIV;65.899085738;A
2007;ES616;5181;DIV;49.451339012;A
2007;ES616;5192;DIV;78.82458742;A
2007;ES616;5203;DIV;58.593918272;A
2007;ES616;5214;DIV;46.885944501;A
2007;ES616;5116;DIV;34.50403743;A
2007;ES616;5117;DIV;44.787855329;A
2007;ES616;5118;DIV;44.450888679;A
2007;ES616;5119;DIV;43.570327418;A
2007;ES616;5120;DIV;45.33144994;A
2007;ES616;5121;DIV;36.939093252;A
