TEMPORAL;TERRITORIO;EDAD;EDADC2;INDICATOR;OBS_VALUE;FREQ
2018;ES613;Y40-44;4832;DIV;1.312;A
2018;ES613;Y40-44;4839;DIV;14.432;A
2018;ES613;Y40-44;4845;DIV;75.845;A
2018;ES613;Y40-44;4851;DIV;124.9754;A
2018;ES613;Y40-44;4858;DIV;29.3386;A
2018;ES613;Y40-44;4864;DIV;3.5732;A
2018;ES613;Y45-49;4948;DIV;260.4468;A
2018;ES613;Y45-49;4832;DIV;1.312;A
2018;ES613;Y45-49;4839;DIV;7.872;A
2018;ES613;Y45-49;4845;DIV;25.0398;A
2018;ES613;Y45-49;4851;DIV;102.9224;A
2018;ES613;Y45-49;4858;DIV;99.5728;A
2018;ES613;Y45-49;4864;DIV;16.6932;A
2018;ES613;Y45-49;4870;DIV;4.4106;A
2018;ES613;Y45-49;4882;DIV;1.312;A
2018;ES613;Y45-49;4888;DIV;1.312;A
2018;ES613;Y50-54;4948;DIV;254.0556;A
2018;ES613;Y50-54;4839;DIV;1.312;A
2018;ES613;Y50-54;4845;DIV;1.312;A
2018;ES613;Y50-54;4851;DIV;24.5652;A
2018;ES613;Y50-54;4858;DIV;111.2416;A
2018;ES613;Y50-54;4864;DIV;98.3452;A
2018;ES613;Y50-54;4870;DIV;12.3944;A
2018;ES613;Y50-54;4876;DIV;4.8852;A
2018;ES613;Y55-59;4948;DIV;157.5814;A
2018;ES613;Y55-59;4845;DIV;1.312;A
2018;ES613;Y55-59;4851;DIV;7.872;A
2018;ES613;Y55-59;4858;DIV;24.677;A
2018;ES613;Y55-59;4864;DIV;55.3002;A
2018;ES613;Y55-59;4870;DIV;60.911;A
2018;ES613;Y55-59;4876;DIV;5.7226;A
2018;ES613;Y55-59;4888;DIV;1.7866;A
2018;ES613;Y60-64;4948;DIV;73.6682;A
2018;ES613;Y60-64;4839;DIV;1.7866;A
2018;ES613;Y60-64;4845;DIV;1.7866;A
2018;ES613;Y60-64;4851;DIV;2.624;A
2018;ES613;Y60-64;4858;DIV;8.8212;A
2018;ES613;Y60-64;4864;DIV;5.248;A
2018;ES613;Y60-64;4870;DIV;27.8874;A
2018;ES613;Y60-64;4876;DIV;21.5784;A
2018;ES613;Y60-64;4882;DIV;3.936;A
2018;ES613;Y65-69;4948;DIV;42.9058;A
2018;ES613;Y65-69;4870;DIV;6.1972;A
2018;ES613;Y65-69;4876;DIV;23.9514;A
2018;ES613;Y65-69;4882;DIV;11.4452;A
2018;ES613;Y65-69;4888;DIV;1.312;A
2018;ES613;Y70-74;4948;DIV;23.4768;A
2018;ES613;Y70-74;4851;DIV;1.312;A
2018;ES613;Y70-74;4876;DIV;3.0986;A
2018;ES613;Y70-74;4882;DIV;12.3944;A
2018;ES613;Y70-74;4888;DIV;6.6718;A
2018;ES613;Y65-100;4948;DIV;7.5092;A
2018;ES613;Y65-100;4882;DIV;2.624;A
2018;ES613;Y65-100;4888;DIV;3.5732;A
2018;ES613;Y65-100;4947;DIV;1.312;A
2018;ES614;TOTAL;4948;DIV;1684.5826;A
2018;ES614;TOTAL;4826;DIV;2.7379;A
2018;ES614;TOTAL;4832;DIV;58.1681;A
2018;ES614;TOTAL;4839;DIV;171.638;A
2018;ES614;TOTAL;4845;DIV;282.3058;A
2018;ES614;TOTAL;4851;DIV;332.196;A
2018;ES614;TOTAL;4858;DIV;313.8955;A
2018;ES614;TOTAL;4864;DIV;233.8733;A
2018;ES614;TOTAL;4870;DIV;123.0129;A
2018;ES614;TOTAL;4876;DIV;92.1596;A
2018;ES614;TOTAL;4882;DIV;44.1425;A
2018;ES614;TOTAL;4888;DIV;20.302;A
2018;ES614;TOTAL;4947;DIV;10.151;A
2018;ES614;Y25-29;4948;DIV;40.2037;A
2018;ES614;Y25-29;4826;DIV;2.7379;A
2018;ES614;Y25-29;4832;DIV;12.8889;A
2018;ES614;Y25-29;4839;DIV;17.5641;A
2018;ES614;Y25-29;4845;DIV;2.3376;A
2018;ES614;Y25-29;4851;DIV;2.3376;A
2018;ES614;Y25-29;4858;DIV;2.3376;A
2018;ES614;Y30-34;4948;DIV;83.8817;A
2018;ES614;Y30-34;4832;DIV;20.302;A
2018;ES614;Y30-34;4839;DIV;41.7407;A
2018;ES614;Y30-34;4845;DIV;19.5014;A
2018;ES614;Y30-34;4851;DIV;2.3376;A
2018;ES614;Y35-39;4948;DIV;279.6321;A
2018;ES614;Y35-39;4832;DIV;17.5641;A
2018;ES614;Y35-39;4839;DIV;83.0811;A
2018;ES614;Y35-39;4845;DIV;121.2833;A
2018;ES614;Y35-39;4851;DIV;46.0156;A
2018;ES614;Y35-39;4858;DIV;11.688;A
2018;ES614;Y40-44;4948;DIV;303.3442;A
2018;ES614;Y40-44;4832;DIV;2.7379;A
2018;ES614;Y40-44;4839;DIV;24.5769;A
2018;ES614;Y40-44;4845;DIV;89.2933;A
2018;ES614;Y40-44;4851;DIV;141.1208;A
2018;ES614;Y40-44;4858;DIV;43.2777;A
2018;ES614;Y40-44;4864;DIV;2.3376;A
2018;ES614;Y45-49;4948;DIV;334.5336;A
2018;ES614;Y45-49;4832;DIV;4.6752;A
2018;ES614;Y45-49;4839;DIV;2.3376;A
2018;ES614;Y45-49;4845;DIV;45.215;A
2018;ES614;Y45-49;4851;DIV;115.0069;A
2018;ES614;Y45-49;4858;DIV;144.6593;A
2018;ES614;Y45-49;4864;DIV;19.9017;A
2018;ES614;Y45-49;4870;DIV;2.7379;A
2018;ES614;Y50-54;4948;DIV;224.0584;A
2018;ES614;Y50-54;4839;DIV;2.3376;A
2018;ES614;Y50-54;4845;DIV;4.6752;A
2018;ES614;Y50-54;4851;DIV;17.9644;A
2018;ES614;Y50-54;4858;DIV;80.3432;A
2018;ES614;Y50-54;4864;DIV;108.1867;A
2018;ES614;Y50-54;4870;DIV;7.8134;A
2018;ES614;Y50-54;4876;DIV;2.7379;A
2018;ES614;Y55-59;4948;DIV;191.2678;A
2018;ES614;Y55-59;4851;DIV;2.3376;A
2018;ES614;Y55-59;4858;DIV;21.839;A
2018;ES614;Y55-59;4864;DIV;88.6211;A
2018;ES614;Y55-59;4870;DIV;70.2564;A
2018;ES614;Y55-59;4876;DIV;5.4758;A
2018;ES614;Y55-59;4882;DIV;2.7379;A
2018;ES614;Y60-64;4948;DIV;100.3733;A
2018;ES614;Y60-64;4851;DIV;2.3376;A
2018;ES614;Y60-64;4858;DIV;4.6752;A
2018;ES614;Y60-64;4864;DIV;9.7507;A
2018;ES614;Y60-64;4870;DIV;34.7921;A
2018;ES614;Y60-64;4876;DIV;43.3419;A
2018;ES614;Y60-64;4882;DIV;5.4758;A
2018;ES614;Y65-69;4948;DIV;57.0314;A
2018;ES614;Y65-69;4858;DIV;2.7379;A
2018;ES614;Y65-69;4870;DIV;5.0755;A
2018;ES614;Y65-69;4876;DIV;35.5285;A
2018;ES614;Y65-69;4882;DIV;10.9516;A
2018;ES614;Y65-69;4888;DIV;2.7379;A
2018;ES614;Y70-74;4948;DIV;43.3419;A
2018;ES614;Y70-74;4851;DIV;2.7379;A
2018;ES614;Y70-74;4864;DIV;5.0755;A
2018;ES614;Y70-74;4876;DIV;5.0755;A
2018;ES614;Y70-74;4882;DIV;19.9017;A
2018;ES614;Y70-74;4888;DIV;7.8134;A
2018;ES614;Y70-74;4947;DIV;2.7379;A
2018;ES614;Y65-100;4948;DIV;26.9145;A
2018;ES614;Y65-100;4858;DIV;2.3376;A
2018;ES614;Y65-100;4870;DIV;2.3376;A
2018;ES614;Y65-100;4882;DIV;5.0755;A
2018;ES614;Y65-100;4888;DIV;9.7507;A
2018;ES614;Y65-100;4947;DIV;7.4131;A
2018;ES615;TOTAL;4948;DIV;986.218;A
2018;ES615;TOTAL;4826;DIV;6.116;A
2018;ES615;TOTAL;4832;DIV;9.174;A
2018;ES615;TOTAL;4839;DIV;77.733;A
2018;ES615;TOTAL;4845;DIV;173.588;A
2018;ES615;TOTAL;4851;DIV;213.455;A
2018;ES615;TOTAL;4858;DIV;222.629;A
2018;ES615;TOTAL;4864;DIV;148.519;A
2018;ES615;TOTAL;4870;DIV;99.139;A
2018;ES615;TOTAL;4876;DIV;18.461;A
2018;ES615;TOTAL;4882;DIV;11.288;A
2018;ES615;TOTAL;4888;DIV;3.058;A
2018;ES615;TOTAL;4947;DIV;3.058;A
2018;ES615;Y25-29;4948;DIV;3.058;A
2018;ES615;Y25-29;4839;DIV;3.058;A
2018;ES615;Y30-34;4948;DIV;58.328;A
2018;ES615;Y30-34;4832;DIV;3.058;A
2018;ES615;Y30-34;4839;DIV;40.924;A
2018;ES615;Y30-34;4845;DIV;10.231;A
2018;ES615;Y30-34;4870;DIV;4.115;A
2018;ES615;Y35-39;4948;DIV;146.066;A
2018;ES615;Y35-39;4832;DIV;6.116;A
2018;ES615;Y35-39;4839;DIV;24.577;A
2018;ES615;Y35-39;4845;DIV;79.621;A
2018;ES615;Y35-39;4851;DIV;29.636;A
2018;ES615;Y35-39;4858;DIV;3.058;A
2018;ES615;Y35-39;4870;DIV;3.058;A
2018;ES615;Y40-44;4948;DIV;179.591;A
2018;ES615;Y40-44;4839;DIV;9.174;A
2018;ES615;Y40-44;4845;DIV;63.274;A
2018;ES615;Y40-44;4851;DIV;62.217;A
2018;ES615;Y40-44;4858;DIV;38.81;A
2018;ES615;Y40-44;4864;DIV;3.058;A
2018;ES615;Y40-44;4870;DIV;3.058;A
2018;ES615;Y45-49;4948;DIV;206.395;A
2018;ES615;Y45-49;4845;DIV;13.289;A
2018;ES615;Y45-49;4851;DIV;87.851;A
2018;ES615;Y45-49;4858;DIV;85.85;A
2018;ES615;Y45-49;4864;DIV;13.289;A
2018;ES615;Y45-49;4870;DIV;3.058;A
2018;ES615;Y45-49;4876;DIV;3.058;A
2018;ES615;Y50-54;4948;DIV;194.163;A
2018;ES615;Y50-54;4826;DIV;6.116;A
2018;ES615;Y50-54;4845;DIV;7.173;A
2018;ES615;Y50-54;4851;DIV;22.463;A
2018;ES615;Y50-54;4858;DIV;62.217;A
2018;ES615;Y50-54;4864;DIV;76.789;A
2018;ES615;Y50-54;4870;DIV;19.405;A
2018;ES615;Y55-59;4948;DIV;99.252;A
2018;ES615;Y55-59;4851;DIV;4.115;A
2018;ES615;Y55-59;4858;DIV;19.405;A
2018;ES615;Y55-59;4864;DIV;32.807;A
2018;ES615;Y55-59;4870;DIV;38.81;A
2018;ES615;Y55-59;4876;DIV;4.115;A
2018;ES615;Y60-64;4948;DIV;68.672;A
2018;ES615;Y60-64;4851;DIV;7.173;A
2018;ES615;Y60-64;4858;DIV;10.231;A
2018;ES615;Y60-64;4864;DIV;18.461;A
2018;ES615;Y60-64;4870;DIV;24.577;A
2018;ES615;Y60-64;4876;DIV;4.115;A
2018;ES615;Y60-64;4882;DIV;4.115;A
2018;ES615;Y65-69;4948;DIV;17.404;A
2018;ES615;Y65-69;4858;DIV;3.058;A
2018;ES615;Y65-69;4864;DIV;4.115;A
2018;ES615;Y65-69;4870;DIV;3.058;A
2018;ES615;Y65-69;4876;DIV;7.173;A
2018;ES615;Y70-74;4948;DIV;10.231;A
2018;ES615;Y70-74;4882;DIV;7.173;A
2018;ES615;Y70-74;4888;DIV;3.058;A
2018;ES615;Y65-100;4948;DIV;3.058;A
2018;ES615;Y65-100;4947;DIV;3.058;A
2018;ES616;TOTAL;4948;DIV;1108.2069;A
2018;ES616;TOTAL;4826;DIV;7.1541;A
2018;ES616;TOTAL;4832;DIV;35.9967;A
2018;ES616;TOTAL;4839;DIV;157.8899;A
2018;ES616;TOTAL;4845;DIV;161.104;A
2018;ES616;TOTAL;4851;DIV;210.5514;A
2018;ES616;TOTAL;4858;DIV;187.6373;A
2018;ES616;TOTAL;4864;DIV;174.639;A
2018;ES616;TOTAL;4870;DIV;94.5867;A
2018;ES616;TOTAL;4876;DIV;49.579;A
2018;ES616;TOTAL;4882;DIV;17.2961;A
2018;ES616;TOTAL;4888;DIV;9.4634;A
2018;ES616;TOTAL;4947;DIV;2.3093;A
2018;ES616;Y25-29;4948;DIV;16.3913;A
2018;ES616;Y25-29;4826;DIV;4.8448;A
2018;ES616;Y25-29;4832;DIV;6.9279;A
2018;ES616;Y25-29;4839;DIV;4.6186;A
2018;ES616;Y30-34;4948;DIV;102.4667;A
2018;ES616;Y30-34;4826;DIV;2.3093;A
2018;ES616;Y30-34;4832;DIV;19.3792;A
2018;ES616;Y30-34;4839;DIV;59.3159;A
2018;ES616;Y30-34;4845;DIV;16.6175;A
2018;ES616;Y30-34;4858;DIV;2.5355;A
2018;ES616;Y30-34;4864;DIV;2.3093;A
2018;ES616;Y35-39;4948;DIV;163.1871;A
2018;ES616;Y35-39;4832;DIV;2.3093;A
2018;ES616;Y35-39;4839;DIV;75.0286;A
2018;ES616;Y35-39;4845;DIV;64.6131;A
2018;ES616;Y35-39;4851;DIV;18.7006;A
2018;ES616;Y35-39;4858;DIV;2.5355;A
2018;ES616;Y40-44;4948;DIV;180.7567;A
2018;ES616;Y40-44;4832;DIV;7.3803;A
2018;ES616;Y40-44;4839;DIV;9.2372;A
2018;ES616;Y40-44;4845;DIV;66.0176;A
2018;ES616;Y40-44;4851;DIV;77.1117;A
2018;ES616;Y40-44;4858;DIV;16.1651;A
2018;ES616;Y40-44;4870;DIV;2.3093;A
2018;ES616;Y40-44;4876;DIV;2.5355;A
2018;ES616;Y45-49;4948;DIV;198.7787;A
2018;ES616;Y45-49;4839;DIV;9.6896;A
2018;ES616;Y45-49;4845;DIV;6.9279;A
2018;ES616;Y45-49;4851;DIV;88.6582;A
2018;ES616;Y45-49;4858;DIV;77.1117;A
2018;ES616;Y45-49;4864;DIV;14.082;A
2018;ES616;Y45-49;4870;DIV;2.3093;A
2018;ES616;Y50-54;4948;DIV;169.1156;A
2018;ES616;Y50-54;4845;DIV;4.6186;A
2018;ES616;Y50-54;4851;DIV;21.2361;A
2018;ES616;Y50-54;4858;DIV;60.4469;A
2018;ES616;Y50-54;4864;DIV;68.5058;A
2018;ES616;Y50-54;4870;DIV;7.1541;A
2018;ES616;Y50-54;4876;DIV;7.1541;A
2018;ES616;Y55-59;4948;DIV;164.7232;A
2018;ES616;Y55-59;4851;DIV;2.3093;A
2018;ES616;Y55-59;4858;DIV;28.8426;A
2018;ES616;Y55-59;4864;DIV;75.2075;A
2018;ES616;Y55-59;4870;DIV;56.0545;A
2018;ES616;Y55-59;4876;DIV;2.3093;A
2018;ES616;Y60-64;4948;DIV;73.5768;A
2018;ES616;Y60-64;4845;DIV;2.3093;A
2018;ES616;Y60-64;4851;DIV;2.5355;A
2018;ES616;Y60-64;4864;DIV;11.9989;A
2018;ES616;Y60-64;4870;DIV;26.7595;A
2018;ES616;Y60-64;4876;DIV;27.4381;A
2018;ES616;Y60-64;4882;DIV;2.5355;A
2018;ES616;Y65-69;4948;DIV;22.3671;A
2018;ES616;Y65-69;4864;DIV;2.5355;A
2018;ES616;Y65-69;4876;DIV;7.6065;A
2018;ES616;Y65-69;4882;DIV;12.2251;A
2018;ES616;Y70-74;4948;DIV;7.3803;A
2018;ES616;Y70-74;4876;DIV;2.5355;A
2018;ES616;Y70-74;4882;DIV;2.5355;A
2018;ES616;Y70-74;4888;DIV;2.3093;A
2018;ES616;Y65-100;4948;DIV;9.4634;A
2018;ES616;Y65-100;4888;DIV;7.1541;A
2018;ES616;Y65-100;4947;DIV;2.3093;A
2018;ES617;TOTAL;4948;DIV;3718.358;A
2018;ES617;TOTAL;4826;DIV;21.406;A
2018;ES617;TOTAL;4832;DIV;131.4838;A
2018;ES617;TOTAL;4839;DIV;369.3343;A
2018;ES617;TOTAL;4845;DIV;608.7563;A
2018;ES617;TOTAL;4851;DIV;765.6259;A
2018;ES617;TOTAL;4858;DIV;752.2697;A
2018;ES617;TOTAL;4864;DIV;503.6329;A
2018;ES617;TOTAL;4870;DIV;283.2562;A
2018;ES617;TOTAL;4876;DIV;157.6707;A
2018;ES617;TOTAL;4882;DIV;77.0963;A
2018;ES617;TOTAL;4888;DIV;34.2843;A
2018;ES617;TOTAL;4947;DIV;13.5416;A
2018;ES617;Y25-29;4948;DIV;70.5466;A
2018;ES617;Y25-29;4826;DIV;13.5416;A
2018;ES617;Y25-29;4832;DIV;27.9557;A
2018;ES617;Y25-29;4839;DIV;15.5077;A
2018;ES617;Y25-29;4845;DIV;5.6772;A
2018;ES617;Y25-29;4851;DIV;3.9322;A
2018;ES617;Y25-29;4858;DIV;3.9322;A
2018;ES617;Y30-34;4948;DIV;250.2985;A
2018;ES617;Y30-34;4826;DIV;5.8983;A
2018;ES617;Y30-34;4832;DIV;40.8459;A
2018;ES617;Y30-34;4839;DIV;126.2369;A
2018;ES617;Y30-34;4845;DIV;55.26;A
2018;ES617;Y30-34;4851;DIV;11.5755;A
2018;ES617;Y30-34;4858;DIV;8.5158;A
2018;ES617;Y30-34;4864;DIV;1.9661;A
2018;ES617;Y35-39;4948;DIV;516.7918;A
2018;ES617;Y35-39;4832;DIV;29.0493;A
2018;ES617;Y35-39;4839;DIV;139.3482;A
2018;ES617;Y35-39;4845;DIV;237.6532;A
2018;ES617;Y35-39;4851;DIV;91.3012;A
2018;ES617;Y35-39;4858;DIV;14.6352;A
2018;ES617;Y35-39;4864;DIV;1.9661;A
2018;ES617;Y35-39;4882;DIV;2.8386;A
2018;ES617;Y40-44;4948;DIV;760.5882;A
2018;ES617;Y40-44;4826;DIV;1.9661;A
2018;ES617;Y40-44;4832;DIV;18.1252;A
2018;ES617;Y40-44;4839;DIV;53.515;A
2018;ES617;Y40-44;4845;DIV;208.3828;A
2018;ES617;Y40-44;4851;DIV;366.7644;A
2018;ES617;Y40-44;4858;DIV;96.327;A
2018;ES617;Y40-44;4864;DIV;10.703;A
2018;ES617;Y40-44;4876;DIV;2.8386;A
2018;ES617;Y40-44;4882;DIV;1.9661;A
2018;ES617;Y45-49;4948;DIV;714.0532;A
2018;ES617;Y45-49;4832;DIV;11.5755;A
2018;ES617;Y45-49;4839;DIV;21.406;A
2018;ES617;Y45-49;4845;DIV;57.2261;A
2018;ES617;Y45-49;4851;DIV;202.7175;A
2018;ES617;Y45-49;4858;DIV;350.5815;A
2018;ES617;Y45-49;4864;DIV;55.0389;A
2018;ES617;Y45-49;4870;DIV;10.703;A
2018;ES617;Y45-49;4876;DIV;2.8386;A
2018;ES617;Y45-49;4882;DIV;1.9661;A
2018;ES617;Y50-54;4948;DIV;580.753;A
2018;ES617;Y50-54;4832;DIV;1.9661;A
2018;ES617;Y50-54;4839;DIV;4.8047;A
2018;ES617;Y50-54;4845;DIV;29.0493;A
2018;ES617;Y50-54;4851;DIV;49.3617;A
2018;ES617;Y50-54;4858;DIV;205.3231;A
2018;ES617;Y50-54;4864;DIV;241.3286;A
2018;ES617;Y50-54;4870;DIV;36.4715;A
2018;ES617;Y50-54;4876;DIV;12.448;A
2018;ES617;Y55-59;4948;DIV;371.5096;A
2018;ES617;Y55-59;4839;DIV;5.6772;A
2018;ES617;Y55-59;4845;DIV;8.7369;A
2018;ES617;Y55-59;4851;DIV;22.4996;A
2018;ES617;Y55-59;4858;DIV;40.8459;A
2018;ES617;Y55-59;4864;DIV;152.4476;A
2018;ES617;Y55-59;4870;DIV;119.245;A
2018;ES617;Y55-59;4876;DIV;17.2527;A
2018;ES617;Y55-59;4882;DIV;4.8047;A
2018;ES617;Y60-64;4948;DIV;219.7015;A
2018;ES617;Y60-64;4839;DIV;2.8386;A
2018;ES617;Y60-64;4845;DIV;4.8047;A
2018;ES617;Y60-64;4851;DIV;13.5416;A
2018;ES617;Y60-64;4858;DIV;20.5335;A
2018;ES617;Y60-64;4864;DIV;23.8024;A
2018;ES617;Y60-64;4870;DIV;94.7793;A
2018;ES617;Y60-64;4876;DIV;50.6645;A
2018;ES617;Y60-64;4882;DIV;5.8983;A
2018;ES617;Y60-64;4888;DIV;2.8386;A
2018;ES617;Y65-69;4948;DIV;126.8883;A
2018;ES617;Y65-69;4845;DIV;1.9661;A
2018;ES617;Y65-69;4858;DIV;7.6433;A
2018;ES617;Y65-69;4864;DIV;13.5416;A
2018;ES617;Y65-69;4870;DIV;13.5416;A
2018;ES617;Y65-69;4876;DIV;51.537;A
2018;ES617;Y65-69;4882;DIV;36.6926;A
2018;ES617;Y65-69;4888;DIV;1.9661;A
2018;ES617;Y70-74;4948;DIV;59.4014;A
2018;ES617;Y70-74;4832;DIV;1.9661;A
2018;ES617;Y70-74;4851;DIV;1.9661;A
2018;ES617;Y70-74;4858;DIV;3.9322;A
2018;ES617;Y70-74;4870;DIV;5.6772;A
2018;ES617;Y70-74;4876;DIV;12.448;A
2018;ES617;Y70-74;4882;DIV;12.448;A
2018;ES617;Y70-74;4888;DIV;18.9977;A
2018;ES617;Y70-74;4947;DIV;1.9661;A
2018;ES617;Y65-100;4948;DIV;47.8259;A
2018;ES617;Y65-100;4851;DIV;1.9661;A
2018;ES617;Y65-100;4864;DIV;2.8386;A
2018;ES617;Y65-100;4870;DIV;2.8386;A
2018;ES617;Y65-100;4876;DIV;7.6433;A
2018;ES617;Y65-100;4882;DIV;10.4819;A
2018;ES617;Y65-100;4888;DIV;10.4819;A
2018;ES617;Y65-100;4947;DIV;11.5755;A
2018;ES618;TOTAL;4948;DIV;4085.2617;A
2018;ES618;TOTAL;4826;DIV;19.7635;A
2018;ES618;TOTAL;4832;DIV;93.7167;A
2018;ES618;TOTAL;4839;DIV;383.0445;A
2018;ES618;TOTAL;4845;DIV;697.2649;A
2018;ES618;TOTAL;4851;DIV;932.9578;A
2018;ES618;TOTAL;4858;DIV;799.5188;A
2018;ES618;TOTAL;4864;DIV;575.8816;A
2018;ES618;TOTAL;4870;DIV;312.055;A
2018;ES618;TOTAL;4876;DIV;139.59;A
2018;ES618;TOTAL;4882;DIV;90.8889;A
2018;ES618;TOTAL;4888;DIV;27.4968;A
2018;ES618;TOTAL;4947;DIV;13.0832;A
2018;ES618;Y15-19;4948;DIV;8.0107;A
2018;ES618;Y15-19;4826;DIV;4.4073;A
2018;ES618;Y15-19;4832;DIV;1.4691;A
2018;ES618;Y15-19;4851;DIV;2.1343;A
2018;ES618;Y25-29;4948;DIV;63.9469;A
2018;ES618;Y25-29;4826;DIV;10.9489;A
2018;ES618;Y25-29;4832;DIV;26.1664;A
2018;ES618;Y25-29;4839;DIV;14.5523;A
2018;ES618;Y25-29;4845;DIV;7.2068;A
2018;ES618;Y25-29;4851;DIV;2.1343;A
2018;ES618;Y25-29;4858;DIV;1.4691;A
2018;ES618;Y25-29;4864;DIV;1.4691;A
2018;ES618;Y30-34;4948;DIV;241.9005;A
2018;ES618;Y30-34;4826;DIV;1.4691;A
2018;ES618;Y30-34;4832;DIV;42.1878;A
2018;ES618;Y30-34;4839;DIV;139.5079;A
2018;ES618;Y30-34;4845;DIV;43.5182;A
2018;ES618;Y30-34;4851;DIV;10.145;A
2018;ES618;Y30-34;4858;DIV;5.0725;A
2018;ES618;Y35-39;4948;DIV;589.4941;A
2018;ES618;Y35-39;4832;DIV;7.3455;A
2018;ES618;Y35-39;4839;DIV;161.0179;A
2018;ES618;Y35-39;4845;DIV;288.94;A
2018;ES618;Y35-39;4851;DIV;109.489;A
2018;ES618;Y35-39;4858;DIV;18.2944;A
2018;ES618;Y35-39;4864;DIV;2.9382;A
2018;ES618;Y35-39;4876;DIV;1.4691;A
2018;ES618;Y40-44;4948;DIV;886.9175;A
2018;ES618;Y40-44;4826;DIV;1.4691;A
2018;ES618;Y40-44;4832;DIV;10.8102;A
2018;ES618;Y40-44;4839;DIV;45.2647;A
2018;ES618;Y40-44;4845;DIV;270.8126;A
2018;ES618;Y40-44;4851;DIV;457.7478;A
2018;ES618;Y40-44;4858;DIV;89.199;A
2018;ES618;Y40-44;4864;DIV;11.6141;A
2018;ES618;Y45-49;4948;DIV;784.9948;A
2018;ES618;Y45-49;4832;DIV;3.6034;A
2018;ES618;Y45-49;4839;DIV;15.3562;A
2018;ES618;Y45-49;4845;DIV;53.2754;A
2018;ES618;Y45-49;4851;DIV;279.2111;A
2018;ES618;Y45-49;4858;DIV;355.0495;A
2018;ES618;Y45-49;4864;DIV;63.4204;A
2018;ES618;Y45-49;4870;DIV;10.0063;A
2018;ES618;Y45-49;4876;DIV;5.0725;A
2018;ES618;Y50-54;4948;DIV;662.5585;A
2018;ES618;Y50-54;4839;DIV;5.8764;A
2018;ES618;Y50-54;4845;DIV;21.8978;A
2018;ES618;Y50-54;4851;DIV;59.0131;A
2018;ES618;Y50-54;4858;DIV;243.7857;A
2018;ES618;Y50-54;4864;DIV;268.4547;A
2018;ES618;Y50-54;4870;DIV;54.1897;A
2018;ES618;Y50-54;4876;DIV;9.3411;A
2018;ES618;Y55-59;4948;DIV;429.6651;A
2018;ES618;Y55-59;4826;DIV;1.4691;A
2018;ES618;Y55-59;4839;DIV;1.4691;A
2018;ES618;Y55-59;4845;DIV;5.0725;A
2018;ES618;Y55-59;4851;DIV;8.0107;A
2018;ES618;Y55-59;4858;DIV;67.689;A
2018;ES618;Y55-59;4864;DIV;193.6693;A
2018;ES618;Y55-59;4870;DIV;136.5414;A
2018;ES618;Y55-59;4876;DIV;15.744;A
2018;ES618;Y60-64;4948;DIV;212.878;A
2018;ES618;Y60-64;4832;DIV;2.1343;A
2018;ES618;Y60-64;4845;DIV;2.1343;A
2018;ES618;Y60-64;4851;DIV;1.4691;A
2018;ES618;Y60-64;4858;DIV;13.0832;A
2018;ES618;Y60-64;4864;DIV;25.5012;A
2018;ES618;Y60-64;4870;DIV;90.3624;A
2018;ES618;Y60-64;4876;DIV;61.7843;A
2018;ES618;Y60-64;4882;DIV;14.2749;A
2018;ES618;Y60-64;4888;DIV;2.1343;A
2018;ES618;Y65-69;4948;DIV;107.3264;A
2018;ES618;Y65-69;4845;DIV;2.9382;A
2018;ES618;Y65-69;4851;DIV;3.6034;A
2018;ES618;Y65-69;4858;DIV;5.8764;A
2018;ES618;Y65-69;4864;DIV;5.8764;A
2018;ES618;Y65-69;4870;DIV;17.3518;A
2018;ES618;Y65-69;4876;DIV;31.9041;A
2018;ES618;Y65-69;4882;DIV;34.7036;A
2018;ES618;Y65-69;4888;DIV;3.6034;A
2018;ES618;Y65-69;4947;DIV;1.4691;A
2018;ES618;Y70-74;4948;DIV;67.1342;A
2018;ES618;Y70-74;4845;DIV;1.4691;A
2018;ES618;Y70-74;4864;DIV;2.9382;A
2018;ES618;Y70-74;4870;DIV;1.4691;A
2018;ES618;Y70-74;4876;DIV;10.6715;A
2018;ES618;Y70-74;4882;DIV;36.8379;A
2018;ES618;Y70-74;4888;DIV;13.7484;A
2018;ES618;Y65-100;4948;DIV;30.435;A
2018;ES618;Y65-100;4870;DIV;2.1343;A
2018;ES618;Y65-100;4876;DIV;3.6034;A
2018;ES618;Y65-100;4882;DIV;5.0725;A
2018;ES618;Y65-100;4888;DIV;8.0107;A
2018;ES618;Y65-100;4947;DIV;11.6141;A
2017;ES61;TOTAL;4948;DIV;17436.6101;A
2017;ES61;TOTAL;4826;DIV;66.0443;A
2017;ES61;TOTAL;4832;DIV;586.8701;A
2017;ES61;TOTAL;4839;DIV;1827.9195;A
2017;ES61;TOTAL;4845;DIV;3106.1038;A
2017;ES61;TOTAL;4851;DIV;3762.1997;A
2017;ES61;TOTAL;4858;DIV;3208.5019;A
2017;ES61;TOTAL;4864;DIV;2345.2793;A
2017;ES61;TOTAL;4870;DIV;1352.5886;A
2017;ES61;TOTAL;4876;DIV;643.1303;A
2017;ES61;TOTAL;4882;DIV;360.1707;A
2017;ES61;TOTAL;4888;DIV;113.7597;A
2017;ES61;TOTAL;4947;DIV;64.0422;A
2017;ES61;Y15-19;4948;DIV;29.7958;A
2017;ES61;Y15-19;4826;DIV;2.0472;A
2017;ES61;Y15-19;4832;DIV;17.2884;A
