OBS_STATUS;TERRITORIO;TEMPORAL;CNAE09;INDICATOR;OBS_VALUE;FREQ
A;2256;2018;7605;SOC_CONST;1.0;A
A;2256;2018;7663;SOC_CONST;1.0;A
A;2256;2018;7714;SOC_CONST;1.0;A
A;2256;2018;7716;SOC_CONST;1.0;A
A;2256;2018;7859;SOC_CONST;1.0;A
A;2256;2018;8032;SOC_CONST;1.0;A
A;2256;2018;8080;SOC_CONST;1.0;A
A;2256;2018;8256;SOC_CONST;3.0;A
A;2256;2018;8094;SOC_CONST;3.0;A
A;2256;2018;8451;SOC_CONST;1.0;A
A;2256;2018;8345;SOC_CONST;1.0;A
A;2256;2017;6949;SOC_CONST;8.0;A
A;2256;2017;7663;SOC_CONST;1.0;A
A;2256;2017;7714;SOC_CONST;1.0;A
A;2256;2017;7716;SOC_CONST;3.0;A
A;2256;2017;7859;SOC_CONST;3.0;A
A;2256;2017;6963;SOC_CONST;1.0;A
A;2256;2017;7888;SOC_CONST;1.0;A
A;2256;2017;7889;SOC_CONST;2.0;A
A;2256;2017;7958;SOC_CONST;2.0;A
A;2256;2017;8346;SOC_CONST;1.0;A
A;2256;2017;8255;SOC_CONST;1.0;A
A;2256;2016;6949;SOC_CONST;10.0;A
A;2256;2016;7663;SOC_CONST;2.0;A
A;2256;2016;7714;SOC_CONST;2.0;A
A;2256;2016;7716;SOC_CONST;3.0;A
A;2256;2016;7859;SOC_CONST;3.0;A
A;2256;2016;303235;SOC_CONST;1.0;A
A;2256;2016;8031;SOC_CONST;1.0;A
A;2256;2016;8032;SOC_CONST;3.0;A
A;2256;2016;8080;SOC_CONST;3.0;A
A;2256;2016;8256;SOC_CONST;1.0;A
A;2256;2016;8094;SOC_CONST;1.0;A
A;2256;2015;6949;SOC_CONST;5.0;A
A;2256;2015;7058;SOC_CONST;1.0;A
A;2256;2015;7605;SOC_CONST;1.0;A
A;2256;2015;7716;SOC_CONST;2.0;A
A;2256;2015;7859;SOC_CONST;2.0;A
A;2256;2015;7889;SOC_CONST;1.0;A
A;2256;2015;7958;SOC_CONST;1.0;A
A;2256;2015;8256;SOC_CONST;1.0;A
A;2256;2015;8094;SOC_CONST;1.0;A
A;2256;2014;6949;SOC_CONST;13.0;A
A;2256;2014;6981;SOC_CONST;1.0;A
A;2256;2014;7056;SOC_CONST;1.0;A
A;2256;2014;7058;SOC_CONST;1.0;A
A;2256;2014;7661;SOC_CONST;1.0;A
A;2256;2014;7663;SOC_CONST;4.0;A
A;2256;2014;7714;SOC_CONST;4.0;A
A;2256;2014;7716;SOC_CONST;1.0;A
A;2256;2014;7859;SOC_CONST;1.0;A
A;2256;2014;6963;SOC_CONST;2.0;A
A;2256;2014;7888;SOC_CONST;2.0;A
A;2256;2014;7889;SOC_CONST;1.0;A
A;2256;2014;7958;SOC_CONST;1.0;A
A;2256;2014;8256;SOC_CONST;1.0;A
A;2256;2014;8094;SOC_CONST;1.0;A
A;2256;2014;303236;SOC_CONST;1.0;A
A;2256;2014;8165;SOC_CONST;1.0;A
A;2256;2014;8451;SOC_CONST;1.0;A
A;2256;2014;8385;SOC_CONST;1.0;A
A;2256;2013;6949;SOC_CONST;11.0;A
A;2256;2013;7663;SOC_CONST;1.0;A
A;2256;2013;7714;SOC_CONST;1.0;A
A;2256;2013;7716;SOC_CONST;4.0;A
A;2256;2013;7859;SOC_CONST;4.0;A
A;2256;2013;6963;SOC_CONST;1.0;A
A;2256;2013;7888;SOC_CONST;1.0;A
A;2256;2013;7889;SOC_CONST;1.0;A
A;2256;2013;7958;SOC_CONST;1.0;A
A;2256;2013;8256;SOC_CONST;1.0;A
A;2256;2013;8094;SOC_CONST;1.0;A
A;2256;2013;303236;SOC_CONST;1.0;A
A;2256;2013;8165;SOC_CONST;1.0;A
A;2256;2013;8346;SOC_CONST;1.0;A
A;2256;2013;8255;SOC_CONST;1.0;A
A;2256;2013;8451;SOC_CONST;1.0;A
A;2256;2013;8345;SOC_CONST;1.0;A
A;2256;2012;6949;SOC_CONST;11.0;A
A;2256;2012;6981;SOC_CONST;1.0;A
A;2256;2012;7056;SOC_CONST;1.0;A
A;2256;2012;7058;SOC_CONST;1.0;A
A;2256;2012;7605;SOC_CONST;1.0;A
A;2256;2012;7663;SOC_CONST;2.0;A
A;2256;2012;7714;SOC_CONST;2.0;A
A;2256;2012;7716;SOC_CONST;1.0;A
A;2256;2012;7859;SOC_CONST;1.0;A
A;2256;2012;6963;SOC_CONST;2.0;A
A;2256;2012;7888;SOC_CONST;2.0;A
A;2256;2012;7889;SOC_CONST;1.0;A
A;2256;2012;7958;SOC_CONST;1.0;A
A;2256;2012;8256;SOC_CONST;3.0;A
A;2256;2012;8094;SOC_CONST;3.0;A
A;2256;2011;6949;SOC_CONST;12.0;A
A;2256;2011;7663;SOC_CONST;4.0;A
A;2256;2011;7714;SOC_CONST;4.0;A
A;2256;2011;7716;SOC_CONST;3.0;A
A;2256;2011;7859;SOC_CONST;3.0;A
A;2256;2011;6963;SOC_CONST;1.0;A
A;2256;2011;7888;SOC_CONST;1.0;A
A;2256;2011;8256;SOC_CONST;3.0;A
A;2256;2011;8094;SOC_CONST;3.0;A
A;2256;2011;8451;SOC_CONST;1.0;A
A;2256;2011;8303;SOC_CONST;1.0;A
A;2256;2010;6949;SOC_CONST;8.0;A
A;2256;2010;6981;SOC_CONST;3.0;A
A;2256;2010;7056;SOC_CONST;3.0;A
A;2256;2010;7058;SOC_CONST;1.0;A
A;2256;2010;7605;SOC_CONST;1.0;A
A;2256;2010;7663;SOC_CONST;1.0;A
A;2256;2010;7714;SOC_CONST;1.0;A
A;2256;2010;7716;SOC_CONST;1.0;A
A;2256;2010;7859;SOC_CONST;1.0;A
A;2256;2010;7889;SOC_CONST;2.0;A
A;2256;2010;7958;SOC_CONST;2.0;A
A;2256;2009;6949;SOC_CONST;17.0;A
A;2256;2009;6981;SOC_CONST;1.0;A
A;2256;2009;7056;SOC_CONST;1.0;A
A;2256;2009;7058;SOC_CONST;1.0;A
A;2256;2009;7605;SOC_CONST;1.0;A
A;2256;2009;7663;SOC_CONST;5.0;A
A;2256;2009;7714;SOC_CONST;5.0;A
A;2256;2009;7716;SOC_CONST;1.0;A
A;2256;2009;7859;SOC_CONST;1.0;A
A;2256;2009;7889;SOC_CONST;4.0;A
A;2256;2009;7958;SOC_CONST;4.0;A
A;2256;2009;8256;SOC_CONST;4.0;A
A;2256;2009;8094;SOC_CONST;4.0;A
A;2256;2009;8346;SOC_CONST;1.0;A
A;2256;2009;8255;SOC_CONST;1.0;A
A;2257;2020;6949;SOC_CONST;10.0;A
A;2257;2020;6981;SOC_CONST;1.0;A
A;2257;2020;7056;SOC_CONST;1.0;A
A;2257;2020;7058;SOC_CONST;1.0;A
A;2257;2020;7605;SOC_CONST;1.0;A
A;2257;2020;7663;SOC_CONST;1.0;A
A;2257;2020;7714;SOC_CONST;1.0;A
A;2257;2020;7716;SOC_CONST;3.0;A
A;2257;2020;7859;SOC_CONST;3.0;A
A;2257;2020;7889;SOC_CONST;3.0;A
A;2257;2020;7958;SOC_CONST;3.0;A
A;2257;2020;303235;SOC_CONST;1.0;A
A;2257;2020;8031;SOC_CONST;1.0;A
A;2257;2019;6949;SOC_CONST;9.0;A
A;2257;2019;7058;SOC_CONST;5.0;A
A;2257;2019;7627;SOC_CONST;5.0;A
A;2257;2019;7716;SOC_CONST;1.0;A
A;2257;2019;7859;SOC_CONST;1.0;A
A;2257;2019;8256;SOC_CONST;1.0;A
A;2257;2019;8094;SOC_CONST;1.0;A
A;2257;2019;303236;SOC_CONST;1.0;A
A;2257;2019;8165;SOC_CONST;1.0;A
A;2257;2019;8451;SOC_CONST;1.0;A
A;2257;2019;8303;SOC_CONST;1.0;A
A;2257;2018;6949;SOC_CONST;1.0;A
A;2257;2018;8256;SOC_CONST;1.0;A
A;2257;2018;8094;SOC_CONST;1.0;A
A;2257;2017;6949;SOC_CONST;4.0;A
A;2257;2017;7716;SOC_CONST;2.0;A
A;2257;2017;7859;SOC_CONST;2.0;A
A;2257;2017;6963;SOC_CONST;1.0;A
A;2257;2017;7888;SOC_CONST;1.0;A
A;2257;2017;7889;SOC_CONST;1.0;A
A;2257;2017;7958;SOC_CONST;1.0;A
A;2257;2016;6949;SOC_CONST;4.0;A
A;2257;2016;6981;SOC_CONST;1.0;A
A;2257;2016;7056;SOC_CONST;1.0;A
A;2257;2016;7663;SOC_CONST;1.0;A
A;2257;2016;7714;SOC_CONST;1.0;A
A;2257;2016;7716;SOC_CONST;1.0;A
A;2257;2016;7859;SOC_CONST;1.0;A
A;2257;2016;7889;SOC_CONST;1.0;A
A;2257;2016;7958;SOC_CONST;1.0;A
A;2257;2015;6949;SOC_CONST;9.0;A
A;2257;2015;7058;SOC_CONST;2.0;A
A;2257;2015;7109;SOC_CONST;1.0;A
A;2257;2015;7627;SOC_CONST;1.0;A
A;2257;2015;7663;SOC_CONST;1.0;A
A;2257;2015;7714;SOC_CONST;1.0;A
A;2257;2015;7716;SOC_CONST;4.0;A
A;2257;2015;7859;SOC_CONST;4.0;A
A;2257;2015;303236;SOC_CONST;2.0;A
A;2257;2015;8165;SOC_CONST;2.0;A
A;2257;2014;6949;SOC_CONST;4.0;A
A;2257;2014;7058;SOC_CONST;1.0;A
A;2257;2014;7605;SOC_CONST;1.0;A
A;2257;2014;7716;SOC_CONST;2.0;A
A;2257;2014;7859;SOC_CONST;2.0;A
A;2257;2014;8346;SOC_CONST;1.0;A
A;2257;2014;8255;SOC_CONST;1.0;A
A;2257;2013;6949;SOC_CONST;3.0;A
A;2257;2013;8032;SOC_CONST;1.0;A
A;2257;2013;8080;SOC_CONST;1.0;A
A;2257;2013;303236;SOC_CONST;1.0;A
A;2257;2013;8165;SOC_CONST;1.0;A
A;2257;2013;8451;SOC_CONST;1.0;A
A;2257;2013;8385;SOC_CONST;1.0;A
A;2257;2012;6949;SOC_CONST;5.0;A
A;2257;2012;7663;SOC_CONST;2.0;A
A;2257;2012;7714;SOC_CONST;2.0;A
A;2257;2012;7889;SOC_CONST;1.0;A
A;2257;2012;7958;SOC_CONST;1.0;A
A;2257;2012;8256;SOC_CONST;1.0;A
A;2257;2012;8094;SOC_CONST;1.0;A
A;2257;2012;303236;SOC_CONST;1.0;A
A;2257;2012;8165;SOC_CONST;1.0;A
A;2257;2011;6949;SOC_CONST;5.0;A
A;2257;2011;7663;SOC_CONST;1.0;A
A;2257;2011;7714;SOC_CONST;1.0;A
A;2257;2011;7716;SOC_CONST;1.0;A
A;2257;2011;7859;SOC_CONST;1.0;A
A;2257;2011;7889;SOC_CONST;1.0;A
A;2257;2011;7958;SOC_CONST;1.0;A
A;2257;2011;8451;SOC_CONST;2.0;A
A;2257;2011;8385;SOC_CONST;1.0;A
A;2257;2011;8426;SOC_CONST;1.0;A
A;2257;2010;6949;SOC_CONST;6.0;A
A;2257;2010;7716;SOC_CONST;3.0;A
A;2257;2010;7859;SOC_CONST;3.0;A
A;2257;2010;6963;SOC_CONST;1.0;A
A;2257;2010;7888;SOC_CONST;1.0;A
A;2257;2010;303236;SOC_CONST;1.0;A
A;2257;2010;8165;SOC_CONST;1.0;A
A;2257;2010;8451;SOC_CONST;1.0;A
A;2257;2010;8345;SOC_CONST;1.0;A
A;2257;2009;6949;SOC_CONST;4.0;A
A;2257;2009;7716;SOC_CONST;3.0;A
A;2257;2009;7859;SOC_CONST;3.0;A
A;2257;2009;303236;SOC_CONST;1.0;A
A;2257;2009;8165;SOC_CONST;1.0;A
A;2258;2019;6949;SOC_CONST;1.0;A
A;2258;2019;6963;SOC_CONST;1.0;A
A;2258;2019;7888;SOC_CONST;1.0;A
A;2258;2017;6949;SOC_CONST;1.0;A
A;2258;2017;7058;SOC_CONST;1.0;A
A;2258;2017;7605;SOC_CONST;1.0;A
A;2258;2016;6949;SOC_CONST;2.0;A
A;2258;2016;6981;SOC_CONST;1.0;A
A;2258;2016;7056;SOC_CONST;1.0;A
A;2258;2016;7058;SOC_CONST;1.0;A
A;2258;2016;7605;SOC_CONST;1.0;A
A;2258;2010;6949;SOC_CONST;1.0;A
A;2258;2010;7058;SOC_CONST;1.0;A
A;2258;2010;7109;SOC_CONST;1.0;A
A;2259;2015;6949;SOC_CONST;1.0;A
A;2259;2015;6963;SOC_CONST;1.0;A
A;2259;2015;7888;SOC_CONST;1.0;A
A;2259;2013;6949;SOC_CONST;1.0;A
A;2259;2013;7716;SOC_CONST;1.0;A
A;2259;2013;7859;SOC_CONST;1.0;A
A;9563;2020;6949;SOC_CONST;3.0;A
A;9563;2020;6981;SOC_CONST;1.0;A
A;9563;2020;7056;SOC_CONST;1.0;A
A;9563;2020;7058;SOC_CONST;1.0;A
A;9563;2020;7605;SOC_CONST;1.0;A
A;9563;2020;7716;SOC_CONST;1.0;A
A;9563;2020;7859;SOC_CONST;1.0;A
A;9563;2016;6949;SOC_CONST;4.0;A
A;9563;2016;6981;SOC_CONST;1.0;A
A;9563;2016;7056;SOC_CONST;1.0;A
A;9563;2016;6963;SOC_CONST;1.0;A
A;9563;2016;7888;SOC_CONST;1.0;A
A;9563;2016;7889;SOC_CONST;2.0;A
A;9563;2016;7958;SOC_CONST;2.0;A
A;2260;2019;6949;SOC_CONST;1.0;A
A;2260;2019;7889;SOC_CONST;1.0;A
A;2260;2019;7958;SOC_CONST;1.0;A
A;2260;2015;6949;SOC_CONST;1.0;A
A;2260;2015;8256;SOC_CONST;1.0;A
A;2260;2015;8094;SOC_CONST;1.0;A
A;2260;2014;6949;SOC_CONST;1.0;A
A;2260;2014;7663;SOC_CONST;1.0;A
A;2260;2014;7714;SOC_CONST;1.0;A
A;2260;2013;6949;SOC_CONST;1.0;A
A;2260;2013;7716;SOC_CONST;1.0;A
A;2260;2013;7859;SOC_CONST;1.0;A
A;2260;2011;6949;SOC_CONST;2.0;A
A;2260;2011;7663;SOC_CONST;1.0;A
A;2260;2011;7714;SOC_CONST;1.0;A
A;2260;2011;8256;SOC_CONST;1.0;A
A;2260;2011;8094;SOC_CONST;1.0;A
A;2260;2010;6949;SOC_CONST;1.0;A
A;2260;2010;7663;SOC_CONST;1.0;A
A;2260;2010;7714;SOC_CONST;1.0;A
A;2260;2009;6949;SOC_CONST;1.0;A
A;2260;2009;8256;SOC_CONST;1.0;A
A;2260;2009;8094;SOC_CONST;1.0;A
A;2261;2011;6949;SOC_CONST;1.0;A
A;2261;2011;7663;SOC_CONST;1.0;A
A;2261;2011;7714;SOC_CONST;1.0;A
A;2262;2015;6949;SOC_CONST;1.0;A
A;2262;2015;8451;SOC_CONST;1.0;A
A;2262;2015;8385;SOC_CONST;1.0;A
A;2262;2014;6949;SOC_CONST;1.0;A
A;2262;2014;6963;SOC_CONST;1.0;A
A;2262;2014;7888;SOC_CONST;1.0;A
A;2262;2013;6949;SOC_CONST;1.0;A
A;2262;2013;7889;SOC_CONST;1.0;A
A;2262;2013;7958;SOC_CONST;1.0;A
A;2262;2011;6949;SOC_CONST;2.0;A
A;2262;2011;7889;SOC_CONST;1.0;A
A;2262;2011;7958;SOC_CONST;1.0;A
A;2262;2011;8256;SOC_CONST;1.0;A
A;2262;2011;8094;SOC_CONST;1.0;A
A;2262;2009;6949;SOC_CONST;1.0;A
A;2262;2009;7058;SOC_CONST;1.0;A
A;2262;2009;7627;SOC_CONST;1.0;A
A;2264;2020;6949;SOC_CONST;3.0;A
A;2264;2020;6981;SOC_CONST;1.0;A
A;2264;2020;7056;SOC_CONST;1.0;A
A;2264;2020;7716;SOC_CONST;1.0;A
A;2264;2020;7859;SOC_CONST;1.0;A
A;2264;2020;303235;SOC_CONST;1.0;A
A;2264;2020;8031;SOC_CONST;1.0;A
A;2264;2019;6949;SOC_CONST;9.0;A
A;2264;2019;7663;SOC_CONST;3.0;A
A;2264;2019;7714;SOC_CONST;3.0;A
A;2264;2019;7716;SOC_CONST;2.0;A
A;2264;2019;7859;SOC_CONST;2.0;A
A;2264;2019;6963;SOC_CONST;1.0;A
A;2264;2019;7888;SOC_CONST;1.0;A
A;2264;2019;8256;SOC_CONST;1.0;A
A;2264;2019;8094;SOC_CONST;1.0;A
A;2264;2019;8346;SOC_CONST;1.0;A
A;2264;2019;8255;SOC_CONST;1.0;A
A;2264;2019;8451;SOC_CONST;1.0;A
A;2264;2019;8303;SOC_CONST;1.0;A
A;2264;2018;6949;SOC_CONST;5.0;A
A;2264;2018;7058;SOC_CONST;1.0;A
A;2264;2018;7605;SOC_CONST;1.0;A
A;2264;2018;7663;SOC_CONST;1.0;A
A;2264;2018;7714;SOC_CONST;1.0;A
A;2264;2018;7716;SOC_CONST;2.0;A
A;2264;2018;7859;SOC_CONST;2.0;A
A;2264;2018;6963;SOC_CONST;1.0;A
A;2264;2018;7888;SOC_CONST;1.0;A
A;2264;2017;6949;SOC_CONST;6.0;A
A;2264;2017;7058;SOC_CONST;1.0;A
A;2264;2017;7605;SOC_CONST;1.0;A
A;2264;2017;7663;SOC_CONST;2.0;A
A;2264;2017;7714;SOC_CONST;2.0;A
A;2264;2017;7716;SOC_CONST;1.0;A
A;2264;2017;7859;SOC_CONST;1.0;A
A;2264;2017;7889;SOC_CONST;1.0;A
A;2264;2017;7958;SOC_CONST;1.0;A
A;2264;2017;8346;SOC_CONST;1.0;A
A;2264;2017;8255;SOC_CONST;1.0;A
A;2264;2016;6949;SOC_CONST;6.0;A
A;2264;2016;7058;SOC_CONST;2.0;A
A;2264;2016;7605;SOC_CONST;2.0;A
A;2264;2016;7663;SOC_CONST;1.0;A
A;2264;2016;7714;SOC_CONST;1.0;A
A;2264;2016;7716;SOC_CONST;2.0;A
A;2264;2016;7859;SOC_CONST;2.0;A
A;2264;2016;7889;SOC_CONST;1.0;A
A;2264;2016;7958;SOC_CONST;1.0;A
A;2264;2015;6949;SOC_CONST;7.0;A
A;2264;2015;6981;SOC_CONST;1.0;A
A;2264;2015;7056;SOC_CONST;1.0;A
A;2264;2015;7058;SOC_CONST;1.0;A
A;2264;2015;7661;SOC_CONST;1.0;A
A;2264;2015;7663;SOC_CONST;1.0;A
A;2264;2015;7714;SOC_CONST;1.0;A
A;2264;2015;7716;SOC_CONST;3.0;A
A;2264;2015;7859;SOC_CONST;3.0;A
A;2264;2015;8256;SOC_CONST;1.0;A
A;2264;2015;8094;SOC_CONST;1.0;A
A;2264;2014;6949;SOC_CONST;8.0;A
A;2264;2014;7716;SOC_CONST;5.0;A
A;2264;2014;7859;SOC_CONST;5.0;A
A;2264;2014;7889;SOC_CONST;1.0;A
A;2264;2014;7958;SOC_CONST;1.0;A
A;2264;2014;8256;SOC_CONST;1.0;A
A;2264;2014;8094;SOC_CONST;1.0;A
A;2264;2014;8451;SOC_CONST;1.0;A
A;2264;2014;8303;SOC_CONST;1.0;A
A;2264;2013;6949;SOC_CONST;9.0;A
A;2264;2013;7058;SOC_CONST;1.0;A
A;2264;2013;7605;SOC_CONST;1.0;A
A;2264;2013;7663;SOC_CONST;1.0;A
A;2264;2013;7714;SOC_CONST;1.0;A
A;2264;2013;7716;SOC_CONST;3.0;A
A;2264;2013;7859;SOC_CONST;3.0;A
A;2264;2013;6963;SOC_CONST;2.0;A
A;2264;2013;7888;SOC_CONST;2.0;A
A;2264;2013;7889;SOC_CONST;1.0;A
A;2264;2013;7958;SOC_CONST;1.0;A
A;2264;2013;8451;SOC_CONST;1.0;A
A;2264;2013;8385;SOC_CONST;1.0;A
A;2264;2012;6949;SOC_CONST;4.0;A
A;2264;2012;7058;SOC_CONST;1.0;A
A;2264;2012;7605;SOC_CONST;1.0;A
A;2264;2012;7663;SOC_CONST;2.0;A
A;2264;2012;7714;SOC_CONST;2.0;A
A;2264;2012;7889;SOC_CONST;1.0;A
A;2264;2012;7958;SOC_CONST;1.0;A
A;2264;2011;6949;SOC_CONST;7.0;A
A;2264;2011;7058;SOC_CONST;1.0;A
A;2264;2011;7605;SOC_CONST;1.0;A
A;2264;2011;7716;SOC_CONST;3.0;A
A;2264;2011;7859;SOC_CONST;3.0;A
A;2264;2011;7889;SOC_CONST;1.0;A
A;2264;2011;7958;SOC_CONST;1.0;A
A;2264;2011;303236;SOC_CONST;1.0;A
A;2264;2011;8165;SOC_CONST;1.0;A
A;2264;2011;8346;SOC_CONST;1.0;A
A;2264;2011;8255;SOC_CONST;1.0;A
A;2264;2010;6949;SOC_CONST;4.0;A
A;2264;2010;7058;SOC_CONST;1.0;A
A;2264;2010;7605;SOC_CONST;1.0;A
A;2264;2010;7663;SOC_CONST;1.0;A
A;2264;2010;7714;SOC_CONST;1.0;A
A;2264;2010;7716;SOC_CONST;2.0;A
A;2264;2010;7859;SOC_CONST;2.0;A
A;2264;2009;6949;SOC_CONST;7.0;A
A;2264;2009;6981;SOC_CONST;1.0;A
A;2264;2009;7056;SOC_CONST;1.0;A
A;2264;2009;7663;SOC_CONST;2.0;A
A;2264;2009;7714;SOC_CONST;2.0;A
A;2264;2009;7889;SOC_CONST;2.0;A
A;2264;2009;7958;SOC_CONST;2.0;A
A;2264;2009;8256;SOC_CONST;1.0;A
A;2264;2009;8094;SOC_CONST;1.0;A
A;2264;2009;8451;SOC_CONST;1.0;A
A;2264;2009;8345;SOC_CONST;1.0;A
A;2267;2015;6949;SOC_CONST;1.0;A
A;2267;2015;6981;SOC_CONST;1.0;A
A;2267;2015;7056;SOC_CONST;1.0;A
A;2268;2017;6949;SOC_CONST;1.0;A
A;2268;2017;6963;SOC_CONST;1.0;A
A;2268;2017;7888;SOC_CONST;1.0;A
A;2268;2016;6949;SOC_CONST;1.0;A
A;2268;2016;7716;SOC_CONST;1.0;A
A;2268;2016;7859;SOC_CONST;1.0;A
A;2268;2011;6949;SOC_CONST;2.0;A
A;2268;2011;7716;SOC_CONST;2.0;A
A;2268;2011;7859;SOC_CONST;2.0;A
A;2269;2020;6949;SOC_CONST;14.0;A
A;2269;2020;7058;SOC_CONST;1.0;A
A;2269;2020;7605;SOC_CONST;1.0;A
A;2269;2020;7663;SOC_CONST;2.0;A
A;2269;2020;7714;SOC_CONST;2.0;A
A;2269;2020;7716;SOC_CONST;5.0;A
A;2269;2020;7859;SOC_CONST;5.0;A
A;2269;2020;7889;SOC_CONST;2.0;A
A;2269;2020;7958;SOC_CONST;2.0;A
A;2269;2020;8256;SOC_CONST;1.0;A
A;2269;2020;8094;SOC_CONST;1.0;A
A;2269;2020;303236;SOC_CONST;2.0;A
A;2269;2020;8165;SOC_CONST;2.0;A
A;2269;2020;8346;SOC_CONST;1.0;A
A;2269;2020;8255;SOC_CONST;1.0;A
A;2269;2019;6949;SOC_CONST;18.0;A
A;2269;2019;6981;SOC_CONST;3.0;A
A;2269;2019;7056;SOC_CONST;3.0;A
A;2269;2019;7663;SOC_CONST;3.0;A
A;2269;2019;7714;SOC_CONST;3.0;A
A;2269;2019;7716;SOC_CONST;7.0;A
A;2269;2019;7859;SOC_CONST;7.0;A
A;2269;2019;7889;SOC_CONST;3.0;A
A;2269;2019;7958;SOC_CONST;3.0;A
A;2269;2019;8032;SOC_CONST;1.0;A
A;2269;2019;8080;SOC_CONST;1.0;A
A;2269;2019;8256;SOC_CONST;1.0;A
A;2269;2019;8094;SOC_CONST;1.0;A
A;2269;2018;6949;SOC_CONST;23.0;A
A;2269;2018;6981;SOC_CONST;4.0;A
A;2269;2018;7056;SOC_CONST;4.0;A
A;2269;2018;7058;SOC_CONST;2.0;A
A;2269;2018;7605;SOC_CONST;2.0;A
A;2269;2018;7663;SOC_CONST;7.0;A
A;2269;2018;7714;SOC_CONST;7.0;A
A;2269;2018;7716;SOC_CONST;2.0;A
A;2269;2018;7859;SOC_CONST;2.0;A
A;2269;2018;6963;SOC_CONST;1.0;A
A;2269;2018;7888;SOC_CONST;1.0;A
A;2269;2018;7889;SOC_CONST;3.0;A
A;2269;2018;7958;SOC_CONST;3.0;A
A;2269;2018;8256;SOC_CONST;3.0;A
A;2269;2018;8094;SOC_CONST;3.0;A
A;2269;2018;8451;SOC_CONST;1.0;A
A;2269;2018;8345;SOC_CONST;1.0;A
A;2269;2017;6949;SOC_CONST;29.0;A
A;2269;2017;6981;SOC_CONST;6.0;A
A;2269;2017;7056;SOC_CONST;6.0;A
A;2269;2017;7058;SOC_CONST;2.0;A
A;2269;2017;7605;SOC_CONST;2.0;A
A;2269;2017;7663;SOC_CONST;5.0;A
A;2269;2017;7714;SOC_CONST;5.0;A
A;2269;2017;7716;SOC_CONST;9.0;A
A;2269;2017;7859;SOC_CONST;9.0;A
A;2269;2017;6963;SOC_CONST;1.0;A
A;2269;2017;7888;SOC_CONST;1.0;A
A;2269;2017;7889;SOC_CONST;2.0;A
A;2269;2017;7958;SOC_CONST;2.0;A
A;2269;2017;8256;SOC_CONST;2.0;A
A;2269;2017;8094;SOC_CONST;2.0;A
A;2269;2017;303236;SOC_CONST;1.0;A
A;2269;2017;8165;SOC_CONST;1.0;A
A;2269;2017;8451;SOC_CONST;1.0;A
A;2269;2017;8303;SOC_CONST;1.0;A
A;2269;2016;6949;SOC_CONST;30.0;A
A;2269;2016;6981;SOC_CONST;8.0;A
A;2269;2016;7056;SOC_CONST;8.0;A
A;2269;2016;7058;SOC_CONST;1.0;A
A;2269;2016;7605;SOC_CONST;1.0;A
A;2269;2016;7663;SOC_CONST;6.0;A
A;2269;2016;7714;SOC_CONST;6.0;A
A;2269;2016;7716;SOC_CONST;6.0;A
A;2269;2016;7859;SOC_CONST;6.0;A
A;2269;2016;6963;SOC_CONST;2.0;A
A;2269;2016;7888;SOC_CONST;2.0;A
A;2269;2016;7889;SOC_CONST;6.0;A
A;2269;2016;7958;SOC_CONST;6.0;A
A;2269;2016;8256;SOC_CONST;1.0;A
A;2269;2016;8094;SOC_CONST;1.0;A
A;2269;2015;6949;SOC_CONST;29.0;A
A;2269;2015;6981;SOC_CONST;7.0;A
A;2269;2015;7056;SOC_CONST;7.0;A
A;2269;2015;7058;SOC_CONST;1.0;A
A;2269;2015;7661;SOC_CONST;1.0;A
A;2269;2015;7663;SOC_CONST;3.0;A
A;2269;2015;7714;SOC_CONST;3.0;A
A;2269;2015;7716;SOC_CONST;6.0;A
A;2269;2015;7859;SOC_CONST;6.0;A
A;2269;2015;6963;SOC_CONST;2.0;A
A;2269;2015;7888;SOC_CONST;2.0;A
A;2269;2015;7889;SOC_CONST;4.0;A
A;2269;2015;7958;SOC_CONST;4.0;A
A;2269;2015;8032;SOC_CONST;1.0;A
A;2269;2015;8080;SOC_CONST;1.0;A
A;2269;2015;8256;SOC_CONST;4.0;A
A;2269;2015;8094;SOC_CONST;4.0;A
A;2269;2015;8451;SOC_CONST;1.0;A
A;2269;2015;8385;SOC_CONST;1.0;A
A;2269;2014;6949;SOC_CONST;24.0;A
A;2269;2014;7058;SOC_CONST;2.0;A
A;2269;2014;7109;SOC_CONST;1.0;A
A;2269;2014;7661;SOC_CONST;1.0;A
A;2269;2014;7663;SOC_CONST;4.0;A
A;2269;2014;7714;SOC_CONST;4.0;A
A;2269;2014;7716;SOC_CONST;7.0;A
A;2269;2014;7859;SOC_CONST;7.0;A
A;2269;2014;6963;SOC_CONST;2.0;A
A;2269;2014;7888;SOC_CONST;2.0;A
A;2269;2014;7889;SOC_CONST;3.0;A
A;2269;2014;7958;SOC_CONST;3.0;A
A;2269;2014;8032;SOC_CONST;1.0;A
A;2269;2014;8080;SOC_CONST;1.0;A
A;2269;2014;8256;SOC_CONST;1.0;A
A;2269;2014;8094;SOC_CONST;1.0;A
A;2269;2014;303236;SOC_CONST;3.0;A
A;2269;2014;8165;SOC_CONST;3.0;A
A;2269;2014;8451;SOC_CONST;1.0;A
A;2269;2014;8345;SOC_CONST;1.0;A
A;2269;2013;6949;SOC_CONST;18.0;A
A;2269;2013;6981;SOC_CONST;1.0;A
