TEMPORAL;TERRITORIO;FORMA_JUR_SOCMER;OBS_STATUS;INDICATOR;OBS_VALUE;FREQ
2021;ES61;46367;P;SOC_CONST;17516.0;A
2021;ES61;46360;P;SOC_CONST;38.0;A
2021;ES61;46364;P;SOC_CONST;17392.0;A
2021;ES61;46362;P;SOC_CONST;1.0;A
2021;ES61;46363;P;SOC_CONST;17391.0;A
2021;ES61;46365;P;SOC_CONST;86.0;A
2021;ES611;46367;P;SOC_CONST;1501.0;A
2021;ES611;46360;P;SOC_CONST;4.0;A
2021;ES611;46364;P;SOC_CONST;1492.0;A
2021;ES611;46363;P;SOC_CONST;1492.0;A
2021;ES611;46365;P;SOC_CONST;5.0;A
2021;ES612;46367;P;SOC_CONST;1702.0;A
2021;ES612;46360;P;SOC_CONST;4.0;A
2021;ES612;46364;P;SOC_CONST;1691.0;A
2021;ES612;46362;P;SOC_CONST;1.0;A
2021;ES612;46363;P;SOC_CONST;1690.0;A
2021;ES612;46365;P;SOC_CONST;7.0;A
2021;ES613;46367;P;SOC_CONST;1170.0;A
2021;ES613;46360;P;SOC_CONST;1.0;A
2021;ES613;46364;P;SOC_CONST;1166.0;A
2021;ES613;46363;P;SOC_CONST;1166.0;A
2021;ES613;46365;P;SOC_CONST;3.0;A
2021;ES614;46367;P;SOC_CONST;1602.0;A
2021;ES614;46360;P;SOC_CONST;1.0;A
2021;ES614;46364;P;SOC_CONST;1592.0;A
2021;ES614;46363;P;SOC_CONST;1592.0;A
2021;ES614;46365;P;SOC_CONST;9.0;A
2021;ES615;46367;P;SOC_CONST;663.0;A
2021;ES615;46364;P;SOC_CONST;663.0;A
2021;ES615;46363;P;SOC_CONST;663.0;A
2021;ES616;46367;P;SOC_CONST;588.0;A
2021;ES616;46360;P;SOC_CONST;2.0;A
2021;ES616;46364;P;SOC_CONST;581.0;A
2021;ES616;46363;P;SOC_CONST;581.0;A
2021;ES616;46365;P;SOC_CONST;5.0;A
2021;ES617;46367;P;SOC_CONST;5825.0;A
2021;ES617;46360;P;SOC_CONST;9.0;A
2021;ES617;46364;P;SOC_CONST;5795.0;A
2021;ES617;46363;P;SOC_CONST;5795.0;A
2021;ES617;46365;P;SOC_CONST;21.0;A
2021;ES618;46367;P;SOC_CONST;4465.0;A
2021;ES618;46360;P;SOC_CONST;17.0;A
2021;ES618;46364;P;SOC_CONST;4412.0;A
2021;ES618;46363;P;SOC_CONST;4412.0;A
2021;ES618;46365;P;SOC_CONST;36.0;A
2020;ES61;46367;A;SOC_CONST;13748.0;A
2020;ES61;46360;A;SOC_CONST;22.0;A
2020;ES61;46364;A;SOC_CONST;13660.0;A
2020;ES61;46362;A;SOC_CONST;5.0;A
2020;ES61;46363;A;SOC_CONST;13655.0;A
2020;ES61;46365;A;SOC_CONST;66.0;A
2020;ES611;46367;A;SOC_CONST;1233.0;A
2020;ES611;46360;A;SOC_CONST;3.0;A
2020;ES611;46364;A;SOC_CONST;1229.0;A
2020;ES611;46362;A;SOC_CONST;2.0;A
2020;ES611;46363;A;SOC_CONST;1227.0;A
2020;ES611;46365;A;SOC_CONST;1.0;A
2020;ES612;46367;A;SOC_CONST;1372.0;A
2020;ES612;46360;A;SOC_CONST;1.0;A
2020;ES612;46364;A;SOC_CONST;1364.0;A
2020;ES612;46363;A;SOC_CONST;1364.0;A
2020;ES612;46365;A;SOC_CONST;7.0;A
2020;ES613;46367;A;SOC_CONST;928.0;A
2020;ES613;46364;A;SOC_CONST;925.0;A
2020;ES613;46363;A;SOC_CONST;925.0;A
2020;ES613;46365;A;SOC_CONST;3.0;A
2020;ES614;46367;A;SOC_CONST;1229.0;A
2020;ES614;46360;A;SOC_CONST;3.0;A
2020;ES614;46364;A;SOC_CONST;1220.0;A
2020;ES614;46363;A;SOC_CONST;1220.0;A
2020;ES614;46365;A;SOC_CONST;6.0;A
2020;ES615;46367;A;SOC_CONST;650.0;A
2020;ES615;46364;A;SOC_CONST;648.0;A
2020;ES615;46363;A;SOC_CONST;648.0;A
2020;ES615;46365;A;SOC_CONST;2.0;A
2020;ES616;46367;A;SOC_CONST;543.0;A
2020;ES616;46364;A;SOC_CONST;540.0;A
2020;ES616;46363;A;SOC_CONST;540.0;A
2020;ES616;46365;A;SOC_CONST;3.0;A
2020;ES617;46367;A;SOC_CONST;4253.0;A
2020;ES617;46360;A;SOC_CONST;6.0;A
2020;ES617;46364;A;SOC_CONST;4234.0;A
2020;ES617;46362;A;SOC_CONST;3.0;A
2020;ES617;46363;A;SOC_CONST;4231.0;A
2020;ES617;46365;A;SOC_CONST;13.0;A
2020;ES618;46367;A;SOC_CONST;3540.0;A
2020;ES618;46360;A;SOC_CONST;9.0;A
2020;ES618;46364;A;SOC_CONST;3500.0;A
2020;ES618;46363;A;SOC_CONST;3500.0;A
2020;ES618;46365;A;SOC_CONST;31.0;A
2019;ES61;46367;A;SOC_CONST;15638.0;A
2019;ES61;46360;A;SOC_CONST;35.0;A
2019;ES61;46364;A;SOC_CONST;15526.0;A
2019;ES61;46362;A;SOC_CONST;1.0;A
2019;ES61;46363;A;SOC_CONST;15525.0;A
2019;ES61;46365;A;SOC_CONST;77.0;A
2019;ES611;46367;A;SOC_CONST;1333.0;A
2019;ES611;46360;A;SOC_CONST;8.0;A
2019;ES611;46364;A;SOC_CONST;1321.0;A
2019;ES611;46363;A;SOC_CONST;1321.0;A
2019;ES611;46365;A;SOC_CONST;4.0;A
2019;ES612;46367;A;SOC_CONST;1583.0;A
2019;ES612;46360;A;SOC_CONST;4.0;A
2019;ES612;46364;A;SOC_CONST;1575.0;A
2019;ES612;46362;A;SOC_CONST;1.0;A
2019;ES612;46363;A;SOC_CONST;1574.0;A
2019;ES612;46365;A;SOC_CONST;4.0;A
2019;ES613;46367;A;SOC_CONST;1008.0;A
2019;ES613;46360;A;SOC_CONST;3.0;A
2019;ES613;46364;A;SOC_CONST;1002.0;A
2019;ES613;46363;A;SOC_CONST;1002.0;A
2019;ES613;46365;A;SOC_CONST;3.0;A
2019;ES614;46367;A;SOC_CONST;1437.0;A
2019;ES614;46360;A;SOC_CONST;1.0;A
2019;ES614;46364;A;SOC_CONST;1416.0;A
2019;ES614;46363;A;SOC_CONST;1416.0;A
2019;ES614;46365;A;SOC_CONST;20.0;A
2019;ES615;46367;A;SOC_CONST;665.0;A
2019;ES615;46360;A;SOC_CONST;2.0;A
2019;ES615;46364;A;SOC_CONST;663.0;A
2019;ES615;46363;A;SOC_CONST;663.0;A
2019;ES616;46367;A;SOC_CONST;512.0;A
2019;ES616;46364;A;SOC_CONST;506.0;A
2019;ES616;46363;A;SOC_CONST;506.0;A
2019;ES616;46365;A;SOC_CONST;6.0;A
2019;ES617;46367;A;SOC_CONST;5248.0;A
2019;ES617;46360;A;SOC_CONST;7.0;A
2019;ES617;46364;A;SOC_CONST;5226.0;A
2019;ES617;46363;A;SOC_CONST;5226.0;A
2019;ES617;46365;A;SOC_CONST;15.0;A
2019;ES618;46367;A;SOC_CONST;3852.0;A
2019;ES618;46360;A;SOC_CONST;10.0;A
2019;ES618;46364;A;SOC_CONST;3817.0;A
2019;ES618;46363;A;SOC_CONST;3817.0;A
2019;ES618;46365;A;SOC_CONST;25.0;A
2018;ES61;46367;A;SOC_CONST;16121.0;A
2018;ES61;46360;A;SOC_CONST;28.0;A
2018;ES61;46364;A;SOC_CONST;15989.0;A
2018;ES61;46362;A;SOC_CONST;2.0;A
2018;ES61;46363;A;SOC_CONST;15987.0;A
2018;ES61;46365;A;SOC_CONST;104.0;A
2018;ES611;46367;A;SOC_CONST;1350.0;A
2018;ES611;46360;A;SOC_CONST;2.0;A
2018;ES611;46364;A;SOC_CONST;1342.0;A
2018;ES611;46363;A;SOC_CONST;1342.0;A
2018;ES611;46365;A;SOC_CONST;6.0;A
2018;ES612;46367;A;SOC_CONST;1533.0;A
2018;ES612;46360;A;SOC_CONST;2.0;A
2018;ES612;46364;A;SOC_CONST;1525.0;A
2018;ES612;46363;A;SOC_CONST;1525.0;A
2018;ES612;46365;A;SOC_CONST;6.0;A
2018;ES613;46367;A;SOC_CONST;1068.0;A
2018;ES613;46360;A;SOC_CONST;1.0;A
2018;ES613;46364;A;SOC_CONST;1052.0;A
2018;ES613;46363;A;SOC_CONST;1052.0;A
2018;ES613;46365;A;SOC_CONST;15.0;A
2018;ES614;46367;A;SOC_CONST;1589.0;A
2018;ES614;46360;A;SOC_CONST;4.0;A
2018;ES614;46364;A;SOC_CONST;1566.0;A
2018;ES614;46363;A;SOC_CONST;1566.0;A
2018;ES614;46365;A;SOC_CONST;19.0;A
2018;ES615;46367;A;SOC_CONST;671.0;A
2018;ES615;46364;A;SOC_CONST;667.0;A
2018;ES615;46363;A;SOC_CONST;667.0;A
2018;ES615;46365;A;SOC_CONST;4.0;A
2018;ES616;46367;A;SOC_CONST;548.0;A
2018;ES616;46364;A;SOC_CONST;545.0;A
2018;ES616;46363;A;SOC_CONST;545.0;A
2018;ES616;46365;A;SOC_CONST;3.0;A
2018;ES617;46367;A;SOC_CONST;5439.0;A
2018;ES617;46360;A;SOC_CONST;9.0;A
2018;ES617;46364;A;SOC_CONST;5418.0;A
2018;ES617;46362;A;SOC_CONST;2.0;A
2018;ES617;46363;A;SOC_CONST;5416.0;A
2018;ES617;46365;A;SOC_CONST;12.0;A
2018;ES618;46367;A;SOC_CONST;3923.0;A
2018;ES618;46360;A;SOC_CONST;10.0;A
2018;ES618;46364;A;SOC_CONST;3874.0;A
2018;ES618;46363;A;SOC_CONST;3874.0;A
2018;ES618;46365;A;SOC_CONST;39.0;A
2017;ES61;46367;A;SOC_CONST;15370.0;A
2017;ES61;46360;A;SOC_CONST;33.0;A
2017;ES61;46364;A;SOC_CONST;15307.0;A
2017;ES61;46362;A;SOC_CONST;5.0;A
2017;ES61;46363;A;SOC_CONST;15302.0;A
2017;ES61;46365;A;SOC_CONST;30.0;A
2017;ES611;46367;A;SOC_CONST;1491.0;A
2017;ES611;46360;A;SOC_CONST;3.0;A
2017;ES611;46364;A;SOC_CONST;1486.0;A
2017;ES611;46363;A;SOC_CONST;1486.0;A
2017;ES611;46365;A;SOC_CONST;2.0;A
2017;ES612;46367;A;SOC_CONST;1412.0;A
2017;ES612;46360;A;SOC_CONST;4.0;A
2017;ES612;46364;A;SOC_CONST;1405.0;A
2017;ES612;46363;A;SOC_CONST;1405.0;A
2017;ES612;46365;A;SOC_CONST;3.0;A
2017;ES613;46367;A;SOC_CONST;1048.0;A
2017;ES613;46364;A;SOC_CONST;1044.0;A
2017;ES613;46363;A;SOC_CONST;1044.0;A
2017;ES613;46365;A;SOC_CONST;4.0;A
2017;ES614;46367;A;SOC_CONST;1430.0;A
2017;ES614;46360;A;SOC_CONST;4.0;A
2017;ES614;46364;A;SOC_CONST;1422.0;A
2017;ES614;46362;A;SOC_CONST;2.0;A
2017;ES614;46363;A;SOC_CONST;1420.0;A
2017;ES614;46365;A;SOC_CONST;4.0;A
2017;ES615;46367;A;SOC_CONST;664.0;A
2017;ES615;46364;A;SOC_CONST;663.0;A
2017;ES615;46363;A;SOC_CONST;663.0;A
2017;ES615;46365;A;SOC_CONST;1.0;A
2017;ES616;46367;A;SOC_CONST;548.0;A
2017;ES616;46360;A;SOC_CONST;2.0;A
2017;ES616;46364;A;SOC_CONST;543.0;A
2017;ES616;46362;A;SOC_CONST;1.0;A
2017;ES616;46363;A;SOC_CONST;542.0;A
2017;ES616;46365;A;SOC_CONST;3.0;A
2017;ES617;46367;A;SOC_CONST;5111.0;A
2017;ES617;46360;A;SOC_CONST;11.0;A
2017;ES617;46364;A;SOC_CONST;5095.0;A
2017;ES617;46362;A;SOC_CONST;1.0;A
2017;ES617;46363;A;SOC_CONST;5094.0;A
2017;ES617;46365;A;SOC_CONST;5.0;A
2017;ES618;46367;A;SOC_CONST;3666.0;A
2017;ES618;46360;A;SOC_CONST;9.0;A
2017;ES618;46364;A;SOC_CONST;3649.0;A
2017;ES618;46362;A;SOC_CONST;1.0;A
2017;ES618;46363;A;SOC_CONST;3648.0;A
2017;ES618;46365;A;SOC_CONST;8.0;A
2016;ES61;46367;A;SOC_CONST;16734.0;A
2016;ES61;46360;A;SOC_CONST;36.0;A
2016;ES61;46364;A;SOC_CONST;16657.0;A
2016;ES61;46362;A;SOC_CONST;7.0;A
2016;ES61;46363;A;SOC_CONST;16650.0;A
2016;ES61;46365;A;SOC_CONST;41.0;A
2016;ES611;46367;A;SOC_CONST;1511.0;A
2016;ES611;46364;A;SOC_CONST;1510.0;A
2016;ES611;46363;A;SOC_CONST;1510.0;A
2016;ES611;46365;A;SOC_CONST;1.0;A
2016;ES612;46367;A;SOC_CONST;1624.0;A
2016;ES612;46360;A;SOC_CONST;3.0;A
2016;ES612;46364;A;SOC_CONST;1615.0;A
2016;ES612;46362;A;SOC_CONST;2.0;A
2016;ES612;46363;A;SOC_CONST;1613.0;A
2016;ES612;46365;A;SOC_CONST;6.0;A
2016;ES613;46367;A;SOC_CONST;1127.0;A
2016;ES613;46364;A;SOC_CONST;1124.0;A
2016;ES613;46362;A;SOC_CONST;1.0;A
2016;ES613;46363;A;SOC_CONST;1123.0;A
2016;ES613;46365;A;SOC_CONST;3.0;A
2016;ES614;46367;A;SOC_CONST;1507.0;A
2016;ES614;46360;A;SOC_CONST;6.0;A
2016;ES614;46364;A;SOC_CONST;1498.0;A
2016;ES614;46362;A;SOC_CONST;1.0;A
2016;ES614;46363;A;SOC_CONST;1497.0;A
2016;ES614;46365;A;SOC_CONST;3.0;A
2016;ES615;46367;A;SOC_CONST;728.0;A
2016;ES615;46364;A;SOC_CONST;726.0;A
2016;ES615;46363;A;SOC_CONST;726.0;A
2016;ES615;46365;A;SOC_CONST;2.0;A
2016;ES616;46367;A;SOC_CONST;653.0;A
2016;ES616;46360;A;SOC_CONST;2.0;A
2016;ES616;46364;A;SOC_CONST;651.0;A
2016;ES616;46363;A;SOC_CONST;651.0;A
2016;ES617;46367;A;SOC_CONST;5515.0;A
2016;ES617;46360;A;SOC_CONST;13.0;A
2016;ES617;46364;A;SOC_CONST;5497.0;A
2016;ES617;46362;A;SOC_CONST;1.0;A
2016;ES617;46363;A;SOC_CONST;5496.0;A
2016;ES617;46365;A;SOC_CONST;5.0;A
2016;ES618;46367;A;SOC_CONST;4069.0;A
2016;ES618;46360;A;SOC_CONST;12.0;A
2016;ES618;46364;A;SOC_CONST;4036.0;A
2016;ES618;46362;A;SOC_CONST;2.0;A
2016;ES618;46363;A;SOC_CONST;4034.0;A
2016;ES618;46365;A;SOC_CONST;21.0;A
2015;ES61;46367;A;SOC_CONST;15913.0;A
2015;ES61;46360;A;SOC_CONST;45.0;A
2015;ES61;46364;A;SOC_CONST;15820.0;A
2015;ES61;46362;A;SOC_CONST;11.0;A
2015;ES61;46363;A;SOC_CONST;15809.0;A
2015;ES61;46365;A;SOC_CONST;48.0;A
2015;ES611;46367;A;SOC_CONST;1515.0;A
2015;ES611;46360;A;SOC_CONST;8.0;A
2015;ES611;46364;A;SOC_CONST;1506.0;A
2015;ES611;46362;A;SOC_CONST;5.0;A
2015;ES611;46363;A;SOC_CONST;1501.0;A
2015;ES611;46365;A;SOC_CONST;1.0;A
2015;ES612;46367;A;SOC_CONST;1484.0;A
2015;ES612;46360;A;SOC_CONST;2.0;A
2015;ES612;46364;A;SOC_CONST;1478.0;A
2015;ES612;46362;A;SOC_CONST;1.0;A
2015;ES612;46363;A;SOC_CONST;1477.0;A
2015;ES612;46365;A;SOC_CONST;4.0;A
2015;ES613;46367;A;SOC_CONST;1098.0;A
2015;ES613;46360;A;SOC_CONST;4.0;A
2015;ES613;46364;A;SOC_CONST;1092.0;A
2015;ES613;46362;A;SOC_CONST;1.0;A
2015;ES613;46363;A;SOC_CONST;1091.0;A
2015;ES613;46365;A;SOC_CONST;2.0;A
2015;ES614;46367;A;SOC_CONST;1500.0;A
2015;ES614;46364;A;SOC_CONST;1498.0;A
2015;ES614;46362;A;SOC_CONST;1.0;A
2015;ES614;46363;A;SOC_CONST;1497.0;A
2015;ES614;46365;A;SOC_CONST;2.0;A
2015;ES615;46367;A;SOC_CONST;735.0;A
2015;ES615;46360;A;SOC_CONST;2.0;A
2015;ES615;46364;A;SOC_CONST;732.0;A
2015;ES615;46363;A;SOC_CONST;732.0;A
2015;ES615;46365;A;SOC_CONST;1.0;A
2015;ES616;46367;A;SOC_CONST;638.0;A
2015;ES616;46360;A;SOC_CONST;2.0;A
2015;ES616;46364;A;SOC_CONST;634.0;A
2015;ES616;46362;A;SOC_CONST;2.0;A
2015;ES616;46363;A;SOC_CONST;632.0;A
2015;ES616;46365;A;SOC_CONST;2.0;A
2015;ES617;46367;A;SOC_CONST;5191.0;A
2015;ES617;46360;A;SOC_CONST;14.0;A
2015;ES617;46364;A;SOC_CONST;5157.0;A
2015;ES617;46362;A;SOC_CONST;1.0;A
2015;ES617;46363;A;SOC_CONST;5156.0;A
2015;ES617;46365;A;SOC_CONST;20.0;A
2015;ES618;46367;A;SOC_CONST;3752.0;A
2015;ES618;46360;A;SOC_CONST;13.0;A
2015;ES618;46364;A;SOC_CONST;3723.0;A
2015;ES618;46363;A;SOC_CONST;3723.0;A
2015;ES618;46365;A;SOC_CONST;16.0;A
2014;ES61;46367;A;SOC_CONST;15579.0;A
2014;ES61;46360;A;SOC_CONST;47.0;A
2014;ES61;46364;A;SOC_CONST;15495.0;A
2014;ES61;46362;A;SOC_CONST;6.0;A
2014;ES61;46363;A;SOC_CONST;15489.0;A
2014;ES61;46365;A;SOC_CONST;37.0;A
2014;ES611;46367;A;SOC_CONST;1485.0;A
2014;ES611;46360;A;SOC_CONST;7.0;A
2014;ES611;46364;A;SOC_CONST;1478.0;A
2014;ES611;46363;A;SOC_CONST;1478.0;A
2014;ES612;46367;A;SOC_CONST;1436.0;A
2014;ES612;46360;A;SOC_CONST;3.0;A
2014;ES612;46364;A;SOC_CONST;1429.0;A
2014;ES612;46363;A;SOC_CONST;1429.0;A
2014;ES612;46365;A;SOC_CONST;4.0;A
2014;ES613;46367;A;SOC_CONST;1078.0;A
2014;ES613;46360;A;SOC_CONST;4.0;A
2014;ES613;46364;A;SOC_CONST;1071.0;A
2014;ES613;46363;A;SOC_CONST;1071.0;A
2014;ES613;46365;A;SOC_CONST;3.0;A
2014;ES614;46367;A;SOC_CONST;1523.0;A
2014;ES614;46360;A;SOC_CONST;6.0;A
2014;ES614;46364;A;SOC_CONST;1514.0;A
2014;ES614;46362;A;SOC_CONST;1.0;A
2014;ES614;46363;A;SOC_CONST;1513.0;A
2014;ES614;46365;A;SOC_CONST;3.0;A
2014;ES615;46367;A;SOC_CONST;764.0;A
2014;ES615;46364;A;SOC_CONST;763.0;A
2014;ES615;46363;A;SOC_CONST;763.0;A
2014;ES615;46365;A;SOC_CONST;1.0;A
2014;ES616;46367;A;SOC_CONST;638.0;A
2014;ES616;46360;A;SOC_CONST;1.0;A
2014;ES616;46364;A;SOC_CONST;636.0;A
2014;ES616;46362;A;SOC_CONST;1.0;A
2014;ES616;46363;A;SOC_CONST;635.0;A
2014;ES616;46365;A;SOC_CONST;1.0;A
2014;ES617;46367;A;SOC_CONST;4775.0;A
2014;ES617;46360;A;SOC_CONST;15.0;A
2014;ES617;46364;A;SOC_CONST;4757.0;A
2014;ES617;46362;A;SOC_CONST;2.0;A
2014;ES617;46363;A;SOC_CONST;4755.0;A
2014;ES617;46365;A;SOC_CONST;3.0;A
2014;ES618;46367;A;SOC_CONST;3880.0;A
2014;ES618;46360;A;SOC_CONST;11.0;A
2014;ES618;46364;A;SOC_CONST;3847.0;A
2014;ES618;46362;A;SOC_CONST;2.0;A
2014;ES618;46363;A;SOC_CONST;3845.0;A
2014;ES618;46365;A;SOC_CONST;22.0;A
2013;ES61;46367;A;SOC_CONST;15373.0;A
2013;ES61;46360;A;SOC_CONST;40.0;A
2013;ES61;46364;A;SOC_CONST;15276.0;A
2013;ES61;46362;A;SOC_CONST;21.0;A
2013;ES61;46363;A;SOC_CONST;15255.0;A
2013;ES61;46365;A;SOC_CONST;57.0;A
2013;ES611;46367;A;SOC_CONST;1470.0;A
2013;ES611;46360;A;SOC_CONST;7.0;A
2013;ES611;46364;A;SOC_CONST;1462.0;A
2013;ES611;46363;A;SOC_CONST;1462.0;A
2013;ES611;46365;A;SOC_CONST;1.0;A
2013;ES612;46367;A;SOC_CONST;1417.0;A
2013;ES612;46360;A;SOC_CONST;2.0;A
2013;ES612;46364;A;SOC_CONST;1409.0;A
2013;ES612;46362;A;SOC_CONST;2.0;A
2013;ES612;46363;A;SOC_CONST;1407.0;A
2013;ES612;46365;A;SOC_CONST;6.0;A
2013;ES613;46367;A;SOC_CONST;1198.0;A
2013;ES613;46360;A;SOC_CONST;4.0;A
2013;ES613;46364;A;SOC_CONST;1187.0;A
2013;ES613;46362;A;SOC_CONST;2.0;A
2013;ES613;46363;A;SOC_CONST;1185.0;A
2013;ES613;46365;A;SOC_CONST;7.0;A
2013;ES614;46367;A;SOC_CONST;1480.0;A
2013;ES614;46360;A;SOC_CONST;5.0;A
2013;ES614;46364;A;SOC_CONST;1472.0;A
2013;ES614;46362;A;SOC_CONST;2.0;A
2013;ES614;46363;A;SOC_CONST;1470.0;A
2013;ES614;46365;A;SOC_CONST;3.0;A
2013;ES615;46367;A;SOC_CONST;736.0;A
2013;ES615;46364;A;SOC_CONST;734.0;A
2013;ES615;46363;A;SOC_CONST;734.0;A
2013;ES615;46365;A;SOC_CONST;2.0;A
2013;ES616;46367;A;SOC_CONST;580.0;A
2013;ES616;46360;A;SOC_CONST;4.0;A
2013;ES616;46364;A;SOC_CONST;574.0;A
2013;ES616;46362;A;SOC_CONST;2.0;A
2013;ES616;46363;A;SOC_CONST;572.0;A
2013;ES616;46365;A;SOC_CONST;2.0;A
2013;ES617;46367;A;SOC_CONST;4671.0;A
2013;ES617;46360;A;SOC_CONST;7.0;A
2013;ES617;46364;A;SOC_CONST;4647.0;A
2013;ES617;46362;A;SOC_CONST;6.0;A
2013;ES617;46363;A;SOC_CONST;4641.0;A
2013;ES617;46365;A;SOC_CONST;17.0;A
2013;ES618;46367;A;SOC_CONST;3821.0;A
2013;ES618;46360;A;SOC_CONST;11.0;A
2013;ES618;46364;A;SOC_CONST;3791.0;A
2013;ES618;46362;A;SOC_CONST;7.0;A
2013;ES618;46363;A;SOC_CONST;3784.0;A
2013;ES618;46365;A;SOC_CONST;19.0;A
2012;ES61;46367;A;SOC_CONST;14461.0;A
2012;ES61;46360;A;SOC_CONST;66.0;A
2012;ES61;46364;A;SOC_CONST;14332.0;A
2012;ES61;46362;A;SOC_CONST;27.0;A
2012;ES61;46363;A;SOC_CONST;14305.0;A
2012;ES61;46365;A;SOC_CONST;63.0;A
2012;ES611;46367;A;SOC_CONST;1349.0;A
2012;ES611;46360;A;SOC_CONST;5.0;A
2012;ES611;46364;A;SOC_CONST;1342.0;A
2012;ES611;46363;A;SOC_CONST;1342.0;A
2012;ES611;46365;A;SOC_CONST;2.0;A
2012;ES612;46367;A;SOC_CONST;1411.0;A
2012;ES612;46360;A;SOC_CONST;10.0;A
2012;ES612;46364;A;SOC_CONST;1396.0;A
2012;ES612;46362;A;SOC_CONST;2.0;A
2012;ES612;46363;A;SOC_CONST;1394.0;A
2012;ES612;46365;A;SOC_CONST;5.0;A
2012;ES613;46367;A;SOC_CONST;1162.0;A
2012;ES613;46360;A;SOC_CONST;3.0;A
2012;ES613;46364;A;SOC_CONST;1155.0;A
2012;ES613;46363;A;SOC_CONST;1155.0;A
2012;ES613;46365;A;SOC_CONST;4.0;A
2012;ES614;46367;A;SOC_CONST;1456.0;A
2012;ES614;46360;A;SOC_CONST;10.0;A
2012;ES614;46364;A;SOC_CONST;1434.0;A
2012;ES614;46362;A;SOC_CONST;8.0;A
2012;ES614;46363;A;SOC_CONST;1426.0;A
2012;ES614;46365;A;SOC_CONST;12.0;A
2012;ES615;46367;A;SOC_CONST;718.0;A
2012;ES615;46364;A;SOC_CONST;715.0;A
2012;ES615;46362;A;SOC_CONST;1.0;A
2012;ES615;46363;A;SOC_CONST;714.0;A
2012;ES615;46365;A;SOC_CONST;3.0;A
2012;ES616;46367;A;SOC_CONST;567.0;A
2012;ES616;46360;A;SOC_CONST;3.0;A
2012;ES616;46364;A;SOC_CONST;564.0;A
2012;ES616;46362;A;SOC_CONST;2.0;A
2012;ES616;46363;A;SOC_CONST;562.0;A
2012;ES617;46367;A;SOC_CONST;4204.0;A
2012;ES617;46360;A;SOC_CONST;14.0;A
2012;ES617;46364;A;SOC_CONST;4174.0;A
2012;ES617;46362;A;SOC_CONST;5.0;A
2012;ES617;46363;A;SOC_CONST;4169.0;A
2012;ES617;46365;A;SOC_CONST;16.0;A
2012;ES618;46367;A;SOC_CONST;3594.0;A
2012;ES618;46360;A;SOC_CONST;21.0;A
2012;ES618;46364;A;SOC_CONST;3552.0;A
2012;ES618;46362;A;SOC_CONST;9.0;A
2012;ES618;46363;A;SOC_CONST;3543.0;A
2012;ES618;46365;A;SOC_CONST;21.0;A
2011;ES61;46367;A;SOC_CONST;14003.0;A
2011;ES61;46360;A;SOC_CONST;52.0;A
2011;ES61;46364;A;SOC_CONST;13888.0;A
2011;ES61;46362;A;SOC_CONST;58.0;A
2011;ES61;46363;A;SOC_CONST;13830.0;A
2011;ES61;46365;A;SOC_CONST;63.0;A
2011;ES611;46367;A;SOC_CONST;1267.0;A
2011;ES611;46360;A;SOC_CONST;4.0;A
2011;ES611;46364;A;SOC_CONST;1262.0;A
2011;ES611;46362;A;SOC_CONST;3.0;A
2011;ES611;46363;A;SOC_CONST;1259.0;A
2011;ES611;46365;A;SOC_CONST;1.0;A
2011;ES612;46367;A;SOC_CONST;1406.0;A
2011;ES612;46360;A;SOC_CONST;5.0;A
2011;ES612;46364;A;SOC_CONST;1399.0;A
2011;ES612;46362;A;SOC_CONST;6.0;A
2011;ES612;46363;A;SOC_CONST;1393.0;A
2011;ES612;46365;A;SOC_CONST;2.0;A
2011;ES613;46367;A;SOC_CONST;1064.0;A
2011;ES613;46360;A;SOC_CONST;5.0;A
2011;ES613;46364;A;SOC_CONST;1051.0;A
2011;ES613;46362;A;SOC_CONST;2.0;A
2011;ES613;46363;A;SOC_CONST;1049.0;A
2011;ES613;46365;A;SOC_CONST;8.0;A
2011;ES614;46367;A;SOC_CONST;1463.0;A
2011;ES614;46360;A;SOC_CONST;7.0;A
2011;ES614;46364;A;SOC_CONST;1452.0;A
2011;ES614;46362;A;SOC_CONST;12.0;A
2011;ES614;46363;A;SOC_CONST;1440.0;A
2011;ES614;46365;A;SOC_CONST;4.0;A
2011;ES615;46367;A;SOC_CONST;648.0;A
2011;ES615;46360;A;SOC_CONST;3.0;A
2011;ES615;46364;A;SOC_CONST;643.0;A
2011;ES615;46362;A;SOC_CONST;3.0;A
2011;ES615;46363;A;SOC_CONST;640.0;A
2011;ES615;46365;A;SOC_CONST;2.0;A
2011;ES616;46367;A;SOC_CONST;630.0;A
2011;ES616;46360;A;SOC_CONST;4.0;A
2011;ES616;46364;A;SOC_CONST;626.0;A
2011;ES616;46362;A;SOC_CONST;3.0;A
2011;ES616;46363;A;SOC_CONST;623.0;A
2011;ES617;46367;A;SOC_CONST;4113.0;A
2011;ES617;46360;A;SOC_CONST;16.0;A
2011;ES617;46364;A;SOC_CONST;4081.0;A
2011;ES617;46362;A;SOC_CONST;14.0;A
2011;ES617;46363;A;SOC_CONST;4067.0;A
2011;ES617;46365;A;SOC_CONST;16.0;A
2011;ES618;46367;A;SOC_CONST;3412.0;A
2011;ES618;46360;A;SOC_CONST;8.0;A
2011;ES618;46364;A;SOC_CONST;3374.0;A
2011;ES618;46362;A;SOC_CONST;15.0;A
2011;ES618;46363;A;SOC_CONST;3359.0;A
