D_TEMPORAL_0;D_TERRITORIO_0;D_IPC_RUBRICAS_0;INDICATOR;OBS_VALUE;FREQ
2021-01;2240;62032;Índice;101.516;M
2021-01;2240;62033;Índice;103.063;M
2021-01;2240;62034;Índice;105.464;M
2021-01;2240;62035;Índice;113.764;M
2021-01;2240;62036;Índice;110.764;M
2021-01;2240;62037;Índice;105.863;M
2021-01;2240;62038;Índice;108.494;M
2021-01;2240;62039;Índice;117.649;M
2021-01;2240;62040;Índice;109.91;M
2021-01;2240;62041;Índice;105.638;M
2021-01;2240;62042;Índice;99.38;M
2021-01;2240;62043;Índice;103.252;M
2021-01;2240;62044;Índice;84.133;M
2021-01;2240;62045;Índice;113.407;M
2021-01;2240;62046;Índice;99.908;M
2021-01;2240;62047;Índice;123.614;M
2021-01;2240;62048;Índice;105.457;M
2021-01;2240;62049;Índice;108.514;M
2021-01;2240;62050;Índice;100.881;M
2021-01;2240;62051;Índice;106.121;M
2021-01;2240;62052;Índice;101.906;M
2021-01;2240;62053;Índice;114.043;M
2021-01;2240;62054;Índice;106.938;M
2021-01;2240;62055;Índice;103.801;M
2021-01;2240;62056;Índice;94.0;M
2021-01;2240;62057;Índice;96.19;M
2021-01;2240;62058;Índice;93.976;M
2021-01;2240;62059;Índice;98.004;M
2021-01;2240;62060;Índice;97.609;M
2021-01;2240;62061;Índice;97.921;M
2021-01;2240;62062;Índice;92.005;M
2021-01;2240;62063;Índice;107.661;M
2021-01;2240;62064;Índice;104.819;M
2021-01;2240;62065;Índice;109.653;M
2021-01;2240;62066;Índice;103.74;M
2021-01;2240;62067;Índice;101.951;M
2021-01;2240;62068;Índice;95.654;M
2021-01;2240;62069;Índice;96.88;M
2021-01;2240;62070;Índice;98.583;M
2021-01;2240;62071;Índice;100.146;M
2021-01;2240;62072;Índice;108.261;M
2021-01;2240;62073;Índice;107.676;M
2021-01;2240;62074;Índice;100.38;M
2021-01;2240;62075;Índice;107.405;M
2021-01;2240;62076;Índice;102.435;M
2021-01;2240;62077;Índice;96.033;M
2021-01;2240;62078;Índice;100.327;M
2021-01;2240;62079;Índice;89.109;M
2021-01;2240;62080;Índice;109.072;M
2021-01;2240;62081;Índice;102.592;M
2021-01;2240;62082;Índice;106.324;M
2021-01;2240;62083;Índice;108.248;M
2021-01;2240;62084;Índice;99.337;M
2021-01;2240;62085;Índice;105.659;M
2021-01;2240;62086;Índice;97.733;M
2021-01;2240;62087;Índice;105.492;M
2021-01;2240;62088;Índice;106.832;M
2021-01;3143;62032;Índice;102.751;M
2021-01;3143;62033;Índice;100.968;M
2021-01;3143;62034;Índice;105.123;M
2021-01;3143;62035;Índice;113.481;M
2021-01;3143;62036;Índice;109.831;M
2021-01;3143;62037;Índice;106.621;M
2021-01;3143;62038;Índice;106.794;M
2021-01;3143;62039;Índice;116.723;M
2021-01;3143;62040;Índice;109.577;M
2021-01;3143;62041;Índice;102.464;M
2021-01;3143;62042;Índice;98.921;M
2021-01;3143;62043;Índice;103.62;M
2021-01;3143;62044;Índice;82.646;M
2021-01;3143;62045;Índice;113.892;M
2021-01;3143;62046;Índice;100.557;M
2021-01;3143;62047;Índice;125.577;M
2021-01;3143;62048;Índice;105.577;M
2021-01;3143;62049;Índice;109.077;M
2021-01;3143;62050;Índice;100.25;M
2021-01;3143;62051;Índice;107.836;M
2021-01;3143;62052;Índice;101.739;M
2021-01;3143;62053;Índice;110.751;M
2021-01;3143;62054;Índice;104.979;M
2021-01;3143;62055;Índice;103.089;M
2021-01;3143;62056;Índice;91.95;M
2021-01;3143;62057;Índice;95.653;M
2021-01;3143;62058;Índice;92.899;M
2021-01;3143;62059;Índice;96.358;M
2021-01;3143;62060;Índice;97.327;M
2021-01;3143;62061;Índice;97.373;M
2021-01;3143;62062;Índice;90.34;M
2021-01;3143;62063;Índice;106.552;M
2021-01;3143;62064;Índice;104.081;M
2021-01;3143;62065;Índice;111.711;M
2021-01;3143;62066;Índice;103.852;M
2021-01;3143;62067;Índice;101.624;M
2021-01;3143;62068;Índice;94.282;M
2021-01;3143;62069;Índice;96.928;M
2021-01;3143;62070;Índice;98.678;M
2021-01;3143;62071;Índice;98.731;M
2021-01;3143;62072;Índice;106.823;M
2021-01;3143;62073;Índice;107.829;M
2021-01;3143;62074;Índice;99.495;M
2021-01;3143;62075;Índice;106.871;M
2021-01;3143;62076;Índice;103.302;M
2021-01;3143;62077;Índice;100.071;M
2021-01;3143;62078;Índice;100.449;M
2021-01;3143;62079;Índice;86.655;M
2021-01;3143;62080;Índice;108.879;M
2021-01;3143;62081;Índice;104.06;M
2021-01;3143;62082;Índice;108.627;M
2021-01;3143;62083;Índice;108.952;M
2021-01;3143;62084;Índice;104.502;M
2021-01;3143;62085;Índice;103.877;M
2021-01;3143;62086;Índice;96.411;M
2021-01;3143;62087;Índice;105.631;M
2021-01;3143;62088;Índice;106.332;M
2021-02;2240;62032;Índice;101.626;M
2021-02;2240;62033;Índice;103.074;M
2021-02;2240;62034;Índice;105.507;M
2021-02;2240;62035;Índice;110.859;M
2021-02;2240;62036;Índice;110.368;M
2021-02;2240;62037;Índice;106.692;M
2021-02;2240;62038;Índice;108.351;M
2021-02;2240;62039;Índice;112.381;M
2021-02;2240;62040;Índice;109.819;M
2021-02;2240;62041;Índice;105.764;M
2021-02;2240;62042;Índice;98.511;M
2021-02;2240;62043;Índice;103.204;M
2021-02;2240;62044;Índice;84.86;M
2021-02;2240;62045;Índice;120.592;M
2021-02;2240;62046;Índice;100.016;M
2021-02;2240;62047;Índice;118.179;M
2021-02;2240;62048;Índice;105.247;M
2021-02;2240;62049;Índice;109.026;M
2021-02;2240;62050;Índice;100.46;M
2021-02;2240;62051;Índice;105.901;M
2021-02;2240;62052;Índice;101.994;M
2021-02;2240;62053;Índice;115.378;M
2021-02;2240;62054;Índice;107.449;M
2021-02;2240;62055;Índice;103.834;M
2021-02;2240;62056;Índice;92.491;M
2021-02;2240;62057;Índice;95.054;M
2021-02;2240;62058;Índice;92.843;M
2021-02;2240;62059;Índice;96.351;M
2021-02;2240;62060;Índice;96.056;M
2021-02;2240;62061;Índice;96.836;M
2021-02;2240;62062;Índice;90.225;M
2021-02;2240;62063;Índice;107.702;M
2021-02;2240;62064;Índice;104.876;M
2021-02;2240;62065;Índice;98.097;M
2021-02;2240;62066;Índice;103.953;M
2021-02;2240;62067;Índice;101.683;M
2021-02;2240;62068;Índice;95.551;M
2021-02;2240;62069;Índice;96.958;M
2021-02;2240;62070;Índice;98.646;M
2021-02;2240;62071;Índice;99.666;M
2021-02;2240;62072;Índice;109.399;M
2021-02;2240;62073;Índice;107.907;M
2021-02;2240;62074;Índice;100.171;M
2021-02;2240;62075;Índice;108.968;M
2021-02;2240;62076;Índice;102.461;M
2021-02;2240;62077;Índice;95.077;M
2021-02;2240;62078;Índice;100.292;M
2021-02;2240;62079;Índice;89.451;M
2021-02;2240;62080;Índice;109.172;M
2021-02;2240;62081;Índice;102.701;M
2021-02;2240;62082;Índice;106.361;M
2021-02;2240;62083;Índice;108.251;M
2021-02;2240;62084;Índice;99.313;M
2021-02;2240;62085;Índice;105.686;M
2021-02;2240;62086;Índice;97.416;M
2021-02;2240;62087;Índice;105.736;M
2021-02;2240;62088;Índice;106.82;M
2021-02;3143;62032;Índice;101.964;M
2021-02;3143;62033;Índice;100.865;M
2021-02;3143;62034;Índice;105.166;M
2021-02;3143;62035;Índice;111.349;M
2021-02;3143;62036;Índice;109.946;M
2021-02;3143;62037;Índice;107.855;M
2021-02;3143;62038;Índice;106.89;M
2021-02;3143;62039;Índice;112.016;M
2021-02;3143;62040;Índice;109.381;M
2021-02;3143;62041;Índice;102.2;M
2021-02;3143;62042;Índice;98.235;M
2021-02;3143;62043;Índice;103.287;M
2021-02;3143;62044;Índice;83.578;M
2021-02;3143;62045;Índice;121.778;M
2021-02;3143;62046;Índice;100.25;M
2021-02;3143;62047;Índice;119.502;M
2021-02;3143;62048;Índice;105.484;M
2021-02;3143;62049;Índice;109.747;M
2021-02;3143;62050;Índice;99.661;M
2021-02;3143;62051;Índice;107.465;M
2021-02;3143;62052;Índice;101.614;M
2021-02;3143;62053;Índice;111.771;M
2021-02;3143;62054;Índice;105.634;M
2021-02;3143;62055;Índice;103.116;M
2021-02;3143;62056;Índice;90.858;M
2021-02;3143;62057;Índice;94.79;M
2021-02;3143;62058;Índice;92.12;M
2021-02;3143;62059;Índice;95.562;M
2021-02;3143;62060;Índice;96.554;M
2021-02;3143;62061;Índice;96.125;M
2021-02;3143;62062;Índice;88.391;M
2021-02;3143;62063;Índice;106.552;M
2021-02;3143;62064;Índice;104.241;M
2021-02;3143;62065;Índice;98.177;M
2021-02;3143;62066;Índice;103.983;M
2021-02;3143;62067;Índice;101.564;M
2021-02;3143;62068;Índice;94.446;M
2021-02;3143;62069;Índice;97.057;M
2021-02;3143;62070;Índice;98.96;M
2021-02;3143;62071;Índice;98.07;M
2021-02;3143;62072;Índice;107.801;M
2021-02;3143;62073;Índice;108.439;M
2021-02;3143;62074;Índice;99.826;M
2021-02;3143;62075;Índice;108.376;M
2021-02;3143;62076;Índice;103.489;M
2021-02;3143;62077;Índice;99.58;M
2021-02;3143;62078;Índice;100.415;M
2021-02;3143;62079;Índice;86.741;M
2021-02;3143;62080;Índice;108.93;M
2021-02;3143;62081;Índice;104.168;M
2021-02;3143;62082;Índice;108.627;M
2021-02;3143;62083;Índice;108.952;M
2021-02;3143;62084;Índice;104.459;M
2021-02;3143;62085;Índice;103.744;M
2021-02;3143;62086;Índice;96.001;M
2021-02;3143;62087;Índice;105.949;M
2021-02;3143;62088;Índice;106.184;M
2021-03;2240;62032;Índice;101.58;M
2021-03;2240;62033;Índice;103.203;M
2021-03;2240;62034;Índice;105.339;M
2021-03;2240;62035;Índice;109.996;M
2021-03;2240;62036;Índice;110.621;M
2021-03;2240;62037;Índice;108.414;M
2021-03;2240;62038;Índice;108.355;M
2021-03;2240;62039;Índice;109.14;M
2021-03;2240;62040;Índice;109.866;M
2021-03;2240;62041;Índice;105.958;M
2021-03;2240;62042;Índice;98.593;M
2021-03;2240;62043;Índice;103.443;M
2021-03;2240;62044;Índice;85.925;M
2021-03;2240;62045;Índice;120.569;M
2021-03;2240;62046;Índice;100.09;M
2021-03;2240;62047;Índice;118.58;M
2021-03;2240;62048;Índice;105.584;M
2021-03;2240;62049;Índice;109.892;M
2021-03;2240;62050;Índice;100.749;M
2021-03;2240;62051;Índice;105.042;M
2021-03;2240;62052;Índice;102.127;M
2021-03;2240;62053;Índice;115.725;M
2021-03;2240;62054;Índice;107.056;M
2021-03;2240;62055;Índice;103.838;M
2021-03;2240;62056;Índice;97.491;M
2021-03;2240;62057;Índice;98.746;M
2021-03;2240;62058;Índice;97.44;M
2021-03;2240;62059;Índice;101.547;M
2021-03;2240;62060;Índice;100.697;M
2021-03;2240;62061;Índice;99.418;M
2021-03;2240;62062;Índice;95.312;M
2021-03;2240;62063;Índice;107.798;M
2021-03;2240;62064;Índice;104.908;M
2021-03;2240;62065;Índice;104.846;M
2021-03;2240;62066;Índice;104.004;M
2021-03;2240;62067;Índice;102.531;M
2021-03;2240;62068;Índice;96.674;M
2021-03;2240;62069;Índice;97.235;M
2021-03;2240;62070;Índice;98.956;M
2021-03;2240;62071;Índice;99.819;M
2021-03;2240;62072;Índice;109.459;M
2021-03;2240;62073;Índice;108.137;M
2021-03;2240;62074;Índice;100.236;M
2021-03;2240;62075;Índice;111.0;M
2021-03;2240;62076;Índice;102.492;M
2021-03;2240;62077;Índice;95.241;M
2021-03;2240;62078;Índice;100.122;M
2021-03;2240;62079;Índice;89.236;M
2021-03;2240;62080;Índice;109.387;M
2021-03;2240;62081;Índice;102.718;M
2021-03;2240;62082;Índice;106.361;M
2021-03;2240;62083;Índice;108.252;M
2021-03;2240;62084;Índice;99.313;M
2021-03;2240;62085;Índice;105.736;M
2021-03;2240;62086;Índice;97.239;M
2021-03;2240;62087;Índice;105.978;M
2021-03;2240;62088;Índice;106.937;M
2021-03;3143;62032;Índice;102.059;M
2021-03;3143;62033;Índice;101.289;M
2021-03;3143;62034;Índice;105.051;M
2021-03;3143;62035;Índice;109.688;M
2021-03;3143;62036;Índice;109.998;M
2021-03;3143;62037;Índice;110.283;M
2021-03;3143;62038;Índice;106.869;M
2021-03;3143;62039;Índice;108.712;M
2021-03;3143;62040;Índice;108.789;M
2021-03;3143;62041;Índice;102.338;M
2021-03;3143;62042;Índice;98.464;M
2021-03;3143;62043;Índice;103.412;M
2021-03;3143;62044;Índice;84.415;M
2021-03;3143;62045;Índice;121.536;M
2021-03;3143;62046;Índice;100.308;M
2021-03;3143;62047;Índice;121.176;M
2021-03;3143;62048;Índice;105.994;M
2021-03;3143;62049;Índice;111.269;M
2021-03;3143;62050;Índice;100.579;M
2021-03;3143;62051;Índice;106.578;M
2021-03;3143;62052;Índice;101.995;M
2021-03;3143;62053;Índice;113.024;M
2021-03;3143;62054;Índice;104.982;M
2021-03;3143;62055;Índice;103.116;M
2021-03;3143;62056;Índice;97.263;M
2021-03;3143;62057;Índice;98.846;M
2021-03;3143;62058;Índice;99.145;M
2021-03;3143;62059;Índice;103.874;M
2021-03;3143;62060;Índice;101.348;M
2021-03;3143;62061;Índice;98.68;M
2021-03;3143;62062;Índice;92.987;M
2021-03;3143;62063;Índice;106.574;M
2021-03;3143;62064;Índice;104.229;M
2021-03;3143;62065;Índice;105.542;M
2021-03;3143;62066;Índice;104.117;M
2021-03;3143;62067;Índice;102.329;M
2021-03;3143;62068;Índice;95.267;M
2021-03;3143;62069;Índice;96.932;M
2021-03;3143;62070;Índice;99.353;M
2021-03;3143;62071;Índice;98.099;M
2021-03;3143;62072;Índice;107.819;M
2021-03;3143;62073;Índice;108.637;M
2021-03;3143;62074;Índice;99.681;M
2021-03;3143;62075;Índice;110.515;M
2021-03;3143;62076;Índice;103.489;M
2021-03;3143;62077;Índice;99.114;M
2021-03;3143;62078;Índice;100.249;M
2021-03;3143;62079;Índice;86.795;M
2021-03;3143;62080;Índice;109.134;M
2021-03;3143;62081;Índice;104.214;M
2021-03;3143;62082;Índice;108.627;M
2021-03;3143;62083;Índice;108.952;M
2021-03;3143;62084;Índice;104.459;M
2021-03;3143;62085;Índice;103.977;M
2021-03;3143;62086;Índice;95.689;M
2021-03;3143;62087;Índice;106.098;M
2021-03;3143;62088;Índice;106.342;M
2021-04;2240;62032;Índice;102.082;M
2021-04;2240;62033;Índice;103.566;M
2021-04;2240;62034;Índice;105.563;M
2021-04;2240;62035;Índice;111.186;M
2021-04;2240;62036;Índice;110.734;M
2021-04;2240;62037;Índice;109.217;M
2021-04;2240;62038;Índice;108.772;M
2021-04;2240;62039;Índice;111.203;M
2021-04;2240;62040;Índice;110.094;M
2021-04;2240;62041;Índice;106.324;M
2021-04;2240;62042;Índice;98.718;M
2021-04;2240;62043;Índice;103.526;M
2021-04;2240;62044;Índice;88.371;M
2021-04;2240;62045;Índice;114.779;M
2021-04;2240;62046;Índice;98.798;M
2021-04;2240;62047;Índice;126.219;M
2021-04;2240;62048;Índice;105.231;M
2021-04;2240;62049;Índice;111.663;M
2021-04;2240;62050;Índice;101.291;M
2021-04;2240;62051;Índice;105.822;M
2021-04;2240;62052;Índice;102.345;M
2021-04;2240;62053;Índice;115.581;M
2021-04;2240;62054;Índice;107.049;M
2021-04;2240;62055;Índice;103.849;M
2021-04;2240;62056;Índice;103.966;M
2021-04;2240;62057;Índice;111.726;M
2021-04;2240;62058;Índice;113.929;M
2021-04;2240;62059;Índice;105.854;M
2021-04;2240;62060;Índice;107.27;M
2021-04;2240;62061;Índice;106.763;M
2021-04;2240;62062;Índice;103.356;M
2021-04;2240;62063;Índice;108.216;M
2021-04;2240;62064;Índice;104.936;M
2021-04;2240;62065;Índice;111.954;M
2021-04;2240;62066;Índice;104.118;M
2021-04;2240;62067;Índice;103.148;M
2021-04;2240;62068;Índice;97.953;M
2021-04;2240;62069;Índice;97.265;M
2021-04;2240;62070;Índice;99.38;M
2021-04;2240;62071;Índice;100.003;M
2021-04;2240;62072;Índice;109.492;M
2021-04;2240;62073;Índice;108.256;M
2021-04;2240;62074;Índice;100.222;M
2021-04;2240;62075;Índice;111.056;M
2021-04;2240;62076;Índice;102.497;M
2021-04;2240;62077;Índice;95.613;M
2021-04;2240;62078;Índice;100.232;M
2021-04;2240;62079;Índice;89.318;M
2021-04;2240;62080;Índice;109.36;M
2021-04;2240;62081;Índice;102.771;M
2021-04;2240;62082;Índice;106.361;M
2021-04;2240;62083;Índice;108.262;M
2021-04;2240;62084;Índice;99.313;M
2021-04;2240;62085;Índice;105.967;M
2021-04;2240;62086;Índice;97.586;M
2021-04;2240;62087;Índice;106.14;M
2021-04;2240;62088;Índice;107.083;M
2021-04;3143;62032;Índice;103.256;M
2021-04;3143;62033;Índice;101.471;M
2021-04;3143;62034;Índice;105.656;M
2021-04;3143;62035;Índice;110.937;M
2021-04;3143;62036;Índice;110.133;M
2021-04;3143;62037;Índice;111.627;M
2021-04;3143;62038;Índice;107.212;M
2021-04;3143;62039;Índice;110.617;M
2021-04;3143;62040;Índice;109.579;M
2021-04;3143;62041;Índice;102.713;M
2021-04;3143;62042;Índice;98.307;M
2021-04;3143;62043;Índice;103.539;M
2021-04;3143;62044;Índice;87.089;M
2021-04;3143;62045;Índice;116.7;M
2021-04;3143;62046;Índice;99.929;M
2021-04;3143;62047;Índice;129.565;M
2021-04;3143;62048;Índice;104.99;M
2021-04;3143;62049;Índice;112.391;M
2021-04;3143;62050;Índice;100.727;M
2021-04;3143;62051;Índice;107.636;M
2021-04;3143;62052;Índice;101.795;M
2021-04;3143;62053;Índice;112.468;M
2021-04;3143;62054;Índice;104.726;M
2021-04;3143;62055;Índice;103.125;M
2021-04;3143;62056;Índice;103.51;M
2021-04;3143;62057;Índice;112.648;M
2021-04;3143;62058;Índice;116.071;M
2021-04;3143;62059;Índice;108.506;M
2021-04;3143;62060;Índice;107.536;M
2021-04;3143;62061;Índice;105.721;M
2021-04;3143;62062;Índice;99.197;M
2021-04;3143;62063;Índice;106.574;M
2021-04;3143;62064;Índice;104.24;M
2021-04;3143;62065;Índice;114.028;M
2021-04;3143;62066;Índice;104.283;M
2021-04;3143;62067;Índice;102.421;M
2021-04;3143;62068;Índice;96.349;M
2021-04;3143;62069;Índice;96.698;M
2021-04;3143;62070;Índice;99.693;M
2021-04;3143;62071;Índice;98.592;M
2021-04;3143;62072;Índice;107.884;M
2021-04;3143;62073;Índice;108.905;M
2021-04;3143;62074;Índice;99.72;M
2021-04;3143;62075;Índice;110.447;M
2021-04;3143;62076;Índice;103.53;M
2021-04;3143;62077;Índice;99.999;M
2021-04;3143;62078;Índice;100.36;M
2021-04;3143;62079;Índice;86.716;M
2021-04;3143;62080;Índice;109.114;M
2021-04;3143;62081;Índice;104.227;M
2021-04;3143;62082;Índice;108.627;M
2021-04;3143;62083;Índice;108.952;M
2021-04;3143;62084;Índice;104.459;M
2021-04;3143;62085;Índice;103.889;M
2021-04;3143;62086;Índice;96.145;M
2021-04;3143;62087;Índice;106.357;M
2021-04;3143;62088;Índice;106.57;M
2021-05;2240;62032;Índice;102.075;M
2021-05;2240;62033;Índice;103.44;M
2021-05;2240;62034;Índice;105.44;M
2021-05;2240;62035;Índice;111.942;M
2021-05;2240;62036;Índice;110.92;M
2021-05;2240;62037;Índice;109.206;M
2021-05;2240;62038;Índice;108.817;M
2021-05;2240;62039;Índice;111.078;M
2021-05;2240;62040;Índice;109.742;M
2021-05;2240;62041;Índice;105.823;M
2021-05;2240;62042;Índice;98.611;M
2021-05;2240;62043;Índice;103.577;M
2021-05;2240;62044;Índice;91.703;M
2021-05;2240;62045;Índice;122.451;M
2021-05;2240;62046;Índice;99.049;M
2021-05;2240;62047;Índice;120.452;M
2021-05;2240;62048;Índice;105.521;M
2021-05;2240;62049;Índice;112.441;M
2021-05;2240;62050;Índice;101.899;M
2021-05;2240;62051;Índice;105.762;M
2021-05;2240;62052;Índice;102.44;M
2021-05;2240;62053;Índice;115.817;M
2021-05;2240;62054;Índice;106.952;M
2021-05;2240;62055;Índice;103.874;M
2021-05;2240;62056;Índice;105.323;M
2021-05;2240;62057;Índice;114.934;M
2021-05;2240;62058;Índice;117.335;M
2021-05;2240;62059;Índice;106.522;M
2021-05;2240;62060;Índice;109.189;M
2021-05;2240;62061;Índice;109.618;M
2021-05;2240;62062;Índice;105.343;M
2021-05;2240;62063;Índice;108.442;M
2021-05;2240;62064;Índice;104.955;M
2021-05;2240;62065;Índice;112.673;M
2021-05;2240;62066;Índice;104.251;M
2021-05;2240;62067;Índice;103.972;M
2021-05;2240;62068;Índice;99.276;M
2021-05;2240;62069;Índice;97.366;M
2021-05;2240;62070;Índice;99.928;M
2021-05;2240;62071;Índice;99.972;M
2021-05;2240;62072;Índice;109.571;M
2021-05;2240;62073;Índice;108.425;M
2021-05;2240;62074;Índice;100.27;M
2021-05;2240;62075;Índice;112.326;M
2021-05;2240;62076;Índice;102.495;M
2021-05;2240;62077;Índice;94.499;M
2021-05;2240;62078;Índice;100.21;M
2021-05;2240;62079;Índice;89.743;M
2021-05;2240;62080;Índice;109.394;M
2021-05;2240;62081;Índice;102.895;M
2021-05;2240;62082;Índice;106.361;M
2021-05;2240;62083;Índice;108.264;M
2021-05;2240;62084;Índice;99.313;M
2021-05;2240;62085;Índice;106.034;M
2021-05;2240;62086;Índice;96.878;M
2021-05;2240;62087;Índice;106.245;M
2021-05;2240;62088;Índice;107.316;M
2021-05;3143;62032;Índice;102.865;M
2021-05;3143;62033;Índice;101.319;M
2021-05;3143;62034;Índice;105.12;M
2021-05;3143;62035;Índice;111.31;M
2021-05;3143;62036;Índice;110.44;M
2021-05;3143;62037;Índice;111.647;M
2021-05;3143;62038;Índice;106.838;M
2021-05;3143;62039;Índice;111.274;M
2021-05;3143;62040;Índice;108.953;M
2021-05;3143;62041;Índice;101.979;M
2021-05;3143;62042;Índice;98.317;M
2021-05;3143;62043;Índice;103.379;M
2021-05;3143;62044;Índice;90.864;M
2021-05;3143;62045;Índice;127.212;M
2021-05;3143;62046;Índice;99.121;M
2021-05;3143;62047;Índice;119.121;M
2021-05;3143;62048;Índice;105.369;M
2021-05;3143;62049;Índice;111.667;M
2021-05;3143;62050;Índice;101.144;M
2021-05;3143;62051;Índice;107.818;M
2021-05;3143;62052;Índice;101.915;M
2021-05;3143;62053;Índice;112.447;M
2021-05;3143;62054;Índice;104.205;M
2021-05;3143;62055;Índice;103.129;M
2021-05;3143;62056;Índice;104.483;M
2021-05;3143;62057;Índice;116.326;M
2021-05;3143;62058;Índice;118.57;M
2021-05;3143;62059;Índice;109.091;M
2021-05;3143;62060;Índice;109.302;M
2021-05;3143;62061;Índice;108.555;M
2021-05;3143;62062;Índice;100.817;M
2021-05;3143;62063;Índice;106.7;M
2021-05;3143;62064;Índice;104.206;M
2021-05;3143;62065;Índice;114.885;M
2021-05;3143;62066;Índice;104.366;M
2021-05;3143;62067;Índice;103.474;M
2021-05;3143;62068;Índice;97.258;M
2021-05;3143;62069;Índice;97.258;M
2021-05;3143;62070;Índice;100.089;M
2021-05;3143;62071;Índice;98.383;M
2021-05;3143;62072;Índice;107.89;M
2021-05;3143;62073;Índice;109.065;M
2021-05;3143;62074;Índice;99.818;M
2021-05;3143;62075;Índice;111.663;M
2021-05;3143;62076;Índice;103.53;M
2021-05;3143;62077;Índice;98.926;M
2021-05;3143;62078;Índice;100.339;M
2021-05;3143;62079;Índice;87.535;M
2021-05;3143;62080;Índice;109.147;M
2021-05;3143;62081;Índice;104.009;M
2021-05;3143;62082;Índice;108.627;M
2021-05;3143;62083;Índice;108.952;M
2021-05;3143;62084;Índice;104.459;M
2021-05;3143;62085;Índice;104.044;M
2021-05;3143;62086;Índice;95.972;M
2021-05;3143;62087;Índice;106.438;M
2021-05;3143;62088;Índice;106.748;M
2021-06;2240;62032;Índice;102.014;M
2021-06;2240;62033;Índice;103.681;M
2021-06;2240;62034;Índice;105.571;M
2021-06;2240;62035;Índice;113.435;M
2021-06;2240;62036;Índice;110.919;M
2021-06;2240;62037;Índice;109.218;M
2021-06;2240;62038;Índice;108.81;M
2021-06;2240;62039;Índice;110.955;M
2021-06;2240;62040;Índice;110.308;M
2021-06;2240;62041;Índice;107.384;M
2021-06;2240;62042;Índice;98.605;M
2021-06;2240;62043;Índice;103.555;M
2021-06;2240;62044;Índice;95.577;M
2021-06;2240;62045;Índice;123.851;M
2021-06;2240;62046;Índice;99.206;M
2021-06;2240;62047;Índice;113.873;M
2021-06;2240;62048;Índice;105.388;M
2021-06;2240;62049;Índice;112.403;M
2021-06;2240;62050;Índice;101.667;M
2021-06;2240;62051;Índice;105.372;M
2021-06;2240;62052;Índice;102.893;M
2021-06;2240;62053;Índice;115.4;M
2021-06;2240;62054;Índice;106.38;M
2021-06;2240;62055;Índice;103.895;M
2021-06;2240;62056;Índice;104.045;M
2021-06;2240;62057;Índice;112.864;M
2021-06;2240;62058;Índice;116.055;M
2021-06;2240;62059;Índice;105.7;M
2021-06;2240;62060;Índice;108.162;M
2021-06;2240;62061;Índice;108.969;M
2021-06;2240;62062;Índice;104.131;M
2021-06;2240;62063;Índice;108.663;M
2021-06;2240;62064;Índice;105.016;M
2021-06;2240;62065;Índice;117.325;M
2021-06;2240;62066;Índice;104.279;M
2021-06;2240;62067;Índice;104.327;M
2021-06;2240;62068;Índice;99.497;M
2021-06;2240;62069;Índice;97.233;M
2021-06;2240;62070;Índice;100.137;M
2021-06;2240;62071;Índice;99.978;M
2021-06;2240;62072;Índice;109.61;M
2021-06;2240;62073;Índice;108.591;M
2021-06;2240;62074;Índice;100.465;M
2021-06;2240;62075;Índice;113.615;M
2021-06;2240;62076;Índice;102.471;M
2021-06;2240;62077;Índice;94.686;M
2021-06;2240;62078;Índice;100.219;M
2021-06;2240;62079;Índice;89.114;M
2021-06;2240;62080;Índice;109.714;M
2021-06;2240;62081;Índice;102.985;M
2021-06;2240;62082;Índice;106.361;M
2021-06;2240;62083;Índice;108.269;M
2021-06;2240;62084;Índice;99.313;M
2021-06;2240;62085;Índice;106.091;M
2021-06;2240;62086;Índice;97.517;M
2021-06;2240;62087;Índice;107.089;M
2021-06;2240;62088;Índice;107.512;M
2021-06;3143;62032;Índice;102.287;M
2021-06;3143;62033;Índice;101.397;M
2021-06;3143;62034;Índice;105.25;M
2021-06;3143;62035;Índice;112.251;M
2021-06;3143;62036;Índice;109.824;M
2021-06;3143;62037;Índice;111.662;M
2021-06;3143;62038;Índice;107.014;M
2021-06;3143;62039;Índice;111.171;M
2021-06;3143;62040;Índice;109.542;M
2021-06;3143;62041;Índice;104.382;M
2021-06;3143;62042;Índice;98.33;M
2021-06;3143;62043;Índice;103.081;M
2021-06;3143;62044;Índice;93.543;M
2021-06;3143;62045;Índice;126.406;M
2021-06;3143;62046;Índice;99.04;M
2021-06;3143;62047;Índice;110.925;M
2021-06;3143;62048;Índice;105.182;M
2021-06;3143;62049;Índice;111.712;M
2021-06;3143;62050;Índice;101.288;M
2021-06;3143;62051;Índice;107.187;M
2021-06;3143;62052;Índice;102.556;M
2021-06;3143;62053;Índice;113.361;M
2021-06;3143;62054;Índice;103.638;M
2021-06;3143;62055;Índice;103.129;M
2021-06;3143;62056;Índice;103.075;M
2021-06;3143;62057;Índice;114.107;M
2021-06;3143;62058;Índice;117.364;M
2021-06;3143;62059;Índice;107.559;M
2021-06;3143;62060;Índice;107.754;M
2021-06;3143;62061;Índice;108.014;M
2021-06;3143;62062;Índice;100.616;M
2021-06;3143;62063;Índice;106.7;M
2021-06;3143;62064;Índice;104.289;M
2021-06;3143;62065;Índice;120.159;M
2021-06;3143;62066;Índice;104.443;M
2021-06;3143;62067;Índice;103.881;M
