TIME_PERIOD,REF_AREA,D_DISTRIBUCION_MNP_0,INDICATOR,OBS_VALUE,FREQ,SEXO,D_MULTIPLICIDAD_SEXO_0,EDAD,D_REL_RESIDENANT_0
2009,ES613,70395,LATE_FETAL_DEATH,44.0,A,_Z,_Z,_Z,_Z
2009,ES613,70391,LATE_FETAL_DEATH,22.0,A,_Z,_Z,_Z,_Z
2009,ES613,70394,LATE_FETAL_DEATH,22.0,A,_Z,_Z,_Z,_Z
2009,ES614,70395,LATE_FETAL_DEATH,112.0,A,_Z,_Z,_Z,_Z
2009,ES614,70391,LATE_FETAL_DEATH,55.0,A,_Z,_Z,_Z,_Z
2009,ES614,70394,LATE_FETAL_DEATH,57.0,A,_Z,_Z,_Z,_Z
2009,ES615,70395,LATE_FETAL_DEATH,3.0,A,_Z,_Z,_Z,_Z
2009,ES615,70391,LATE_FETAL_DEATH,3.0,A,_Z,_Z,_Z,_Z
2009,ES616,70395,LATE_FETAL_DEATH,38.0,A,_Z,_Z,_Z,_Z
2009,ES616,70391,LATE_FETAL_DEATH,20.0,A,_Z,_Z,_Z,_Z
2009,ES616,70394,LATE_FETAL_DEATH,18.0,A,_Z,_Z,_Z,_Z
2009,ES617,70395,LATE_FETAL_DEATH,136.0,A,_Z,_Z,_Z,_Z
2009,ES617,70391,LATE_FETAL_DEATH,68.0,A,_Z,_Z,_Z,_Z
2009,ES617,70394,LATE_FETAL_DEATH,68.0,A,_Z,_Z,_Z,_Z
2009,ES618,70395,LATE_FETAL_DEATH,153.0,A,_Z,_Z,_Z,_Z
2009,ES618,70391,LATE_FETAL_DEATH,74.0,A,_Z,_Z,_Z,_Z
2009,ES618,70394,LATE_FETAL_DEATH,79.0,A,_Z,_Z,_Z,_Z
2009,ES61,70395,LATE_FETAL_DEATH,624.0,A,_Z,_Z,_Z,_Z
2009,ES61,70391,LATE_FETAL_DEATH,311.0,A,_Z,_Z,_Z,_Z
2009,ES61,70394,LATE_FETAL_DEATH,313.0,A,_Z,_Z,_Z,_Z
2008,ES611,70395,LATE_FETAL_DEATH,65.0,A,_Z,_Z,_Z,_Z
2008,ES611,70391,LATE_FETAL_DEATH,33.0,A,_Z,_Z,_Z,_Z
2008,ES611,70394,LATE_FETAL_DEATH,32.0,A,_Z,_Z,_Z,_Z
2008,ES612,70395,LATE_FETAL_DEATH,87.0,A,_Z,_Z,_Z,_Z
2008,ES612,70391,LATE_FETAL_DEATH,42.0,A,_Z,_Z,_Z,_Z
2008,ES612,70394,LATE_FETAL_DEATH,45.0,A,_Z,_Z,_Z,_Z
2008,ES613,70395,LATE_FETAL_DEATH,59.0,A,_Z,_Z,_Z,_Z
2008,ES613,70391,LATE_FETAL_DEATH,30.0,A,_Z,_Z,_Z,_Z
2008,ES613,70394,LATE_FETAL_DEATH,29.0,A,_Z,_Z,_Z,_Z
2008,ES614,70395,LATE_FETAL_DEATH,140.0,A,_Z,_Z,_Z,_Z
2008,ES614,70391,LATE_FETAL_DEATH,66.0,A,_Z,_Z,_Z,_Z
2008,ES614,70394,LATE_FETAL_DEATH,74.0,A,_Z,_Z,_Z,_Z
2008,ES616,70395,LATE_FETAL_DEATH,71.0,A,_Z,_Z,_Z,_Z
2008,ES616,70391,LATE_FETAL_DEATH,37.0,A,_Z,_Z,_Z,_Z
2008,ES616,70394,LATE_FETAL_DEATH,34.0,A,_Z,_Z,_Z,_Z
2008,ES617,70395,LATE_FETAL_DEATH,107.0,A,_Z,_Z,_Z,_Z
2008,ES617,70391,LATE_FETAL_DEATH,54.0,A,_Z,_Z,_Z,_Z
2008,ES617,70394,LATE_FETAL_DEATH,53.0,A,_Z,_Z,_Z,_Z
2008,ES618,70395,LATE_FETAL_DEATH,210.0,A,_Z,_Z,_Z,_Z
2008,ES618,70391,LATE_FETAL_DEATH,104.0,A,_Z,_Z,_Z,_Z
2008,ES618,70394,LATE_FETAL_DEATH,106.0,A,_Z,_Z,_Z,_Z
2008,ES61,70395,LATE_FETAL_DEATH,739.0,A,_Z,_Z,_Z,_Z
2008,ES61,70391,LATE_FETAL_DEATH,366.0,A,_Z,_Z,_Z,_Z
2008,ES61,70394,LATE_FETAL_DEATH,373.0,A,_Z,_Z,_Z,_Z
2007,ES611,70395,LATE_FETAL_DEATH,35.0,A,_Z,_Z,_Z,_Z
2007,ES611,70391,LATE_FETAL_DEATH,19.0,A,_Z,_Z,_Z,_Z
2007,ES611,70394,LATE_FETAL_DEATH,16.0,A,_Z,_Z,_Z,_Z
2007,ES612,70395,LATE_FETAL_DEATH,110.0,A,_Z,_Z,_Z,_Z
2007,ES612,70391,LATE_FETAL_DEATH,55.0,A,_Z,_Z,_Z,_Z
2007,ES612,70394,LATE_FETAL_DEATH,55.0,A,_Z,_Z,_Z,_Z
2007,ES613,70395,LATE_FETAL_DEATH,72.0,A,_Z,_Z,_Z,_Z
2007,ES613,70391,LATE_FETAL_DEATH,36.0,A,_Z,_Z,_Z,_Z
2007,ES613,70394,LATE_FETAL_DEATH,36.0,A,_Z,_Z,_Z,_Z
2007,ES614,70395,LATE_FETAL_DEATH,95.0,A,_Z,_Z,_Z,_Z
2007,ES614,70391,LATE_FETAL_DEATH,46.0,A,_Z,_Z,_Z,_Z
2007,ES614,70394,LATE_FETAL_DEATH,49.0,A,_Z,_Z,_Z,_Z
2007,ES615,70395,LATE_FETAL_DEATH,2.0,A,_Z,_Z,_Z,_Z
2007,ES615,70391,LATE_FETAL_DEATH,1.0,A,_Z,_Z,_Z,_Z
2007,ES615,70394,LATE_FETAL_DEATH,1.0,A,_Z,_Z,_Z,_Z
2007,ES616,70395,LATE_FETAL_DEATH,56.0,A,_Z,_Z,_Z,_Z
2007,ES616,70391,LATE_FETAL_DEATH,29.0,A,_Z,_Z,_Z,_Z
2007,ES616,70394,LATE_FETAL_DEATH,27.0,A,_Z,_Z,_Z,_Z
2007,ES617,70395,LATE_FETAL_DEATH,118.0,A,_Z,_Z,_Z,_Z
2007,ES617,70391,LATE_FETAL_DEATH,56.0,A,_Z,_Z,_Z,_Z
2007,ES617,70394,LATE_FETAL_DEATH,62.0,A,_Z,_Z,_Z,_Z
2007,ES618,70395,LATE_FETAL_DEATH,208.0,A,_Z,_Z,_Z,_Z
2007,ES618,70391,LATE_FETAL_DEATH,104.0,A,_Z,_Z,_Z,_Z
2007,ES618,70394,LATE_FETAL_DEATH,104.0,A,_Z,_Z,_Z,_Z
2007,ES61,70395,LATE_FETAL_DEATH,696.0,A,_Z,_Z,_Z,_Z
2007,ES61,70391,LATE_FETAL_DEATH,346.0,A,_Z,_Z,_Z,_Z
2007,ES61,70394,LATE_FETAL_DEATH,350.0,A,_Z,_Z,_Z,_Z
2006,ES611,70395,LATE_FETAL_DEATH,56.0,A,_Z,_Z,_Z,_Z
2006,ES611,70391,LATE_FETAL_DEATH,28.0,A,_Z,_Z,_Z,_Z
2006,ES611,70394,LATE_FETAL_DEATH,28.0,A,_Z,_Z,_Z,_Z
2006,ES612,70395,LATE_FETAL_DEATH,96.0,A,_Z,_Z,_Z,_Z
2006,ES612,70391,LATE_FETAL_DEATH,49.0,A,_Z,_Z,_Z,_Z
2006,ES612,70394,LATE_FETAL_DEATH,47.0,A,_Z,_Z,_Z,_Z
2006,ES613,70395,LATE_FETAL_DEATH,67.0,A,_Z,_Z,_Z,_Z
2006,ES613,70391,LATE_FETAL_DEATH,36.0,A,_Z,_Z,_Z,_Z
2006,ES613,70394,LATE_FETAL_DEATH,31.0,A,_Z,_Z,_Z,_Z
2006,ES614,70395,LATE_FETAL_DEATH,72.0,A,_Z,_Z,_Z,_Z
2006,ES614,70391,LATE_FETAL_DEATH,34.0,A,_Z,_Z,_Z,_Z
2006,ES614,70394,LATE_FETAL_DEATH,38.0,A,_Z,_Z,_Z,_Z
2006,ES615,70395,LATE_FETAL_DEATH,8.0,A,_Z,_Z,_Z,_Z
2006,ES615,70391,LATE_FETAL_DEATH,4.0,A,_Z,_Z,_Z,_Z
2006,ES615,70394,LATE_FETAL_DEATH,4.0,A,_Z,_Z,_Z,_Z
2006,ES616,70395,LATE_FETAL_DEATH,42.0,A,_Z,_Z,_Z,_Z
2006,ES616,70391,LATE_FETAL_DEATH,21.0,A,_Z,_Z,_Z,_Z
2006,ES616,70394,LATE_FETAL_DEATH,21.0,A,_Z,_Z,_Z,_Z
2006,ES617,70395,LATE_FETAL_DEATH,112.0,A,_Z,_Z,_Z,_Z
2006,ES617,70391,LATE_FETAL_DEATH,53.0,A,_Z,_Z,_Z,_Z
2006,ES617,70394,LATE_FETAL_DEATH,59.0,A,_Z,_Z,_Z,_Z
2006,ES618,70395,LATE_FETAL_DEATH,158.0,A,_Z,_Z,_Z,_Z
2006,ES618,70391,LATE_FETAL_DEATH,78.0,A,_Z,_Z,_Z,_Z
2006,ES618,70394,LATE_FETAL_DEATH,80.0,A,_Z,_Z,_Z,_Z
2006,ES61,70395,LATE_FETAL_DEATH,611.0,A,_Z,_Z,_Z,_Z
2006,ES61,70391,LATE_FETAL_DEATH,303.0,A,_Z,_Z,_Z,_Z
2006,ES61,70394,LATE_FETAL_DEATH,308.0,A,_Z,_Z,_Z,_Z
2005,ES611,70395,LATE_FETAL_DEATH,35.0,A,_Z,_Z,_Z,_Z
2005,ES611,70391,LATE_FETAL_DEATH,18.0,A,_Z,_Z,_Z,_Z
2005,ES611,70394,LATE_FETAL_DEATH,17.0,A,_Z,_Z,_Z,_Z
2005,ES612,70395,LATE_FETAL_DEATH,127.0,A,_Z,_Z,_Z,_Z
2005,ES612,70391,LATE_FETAL_DEATH,64.0,A,_Z,_Z,_Z,_Z
2005,ES612,70394,LATE_FETAL_DEATH,63.0,A,_Z,_Z,_Z,_Z
2005,ES613,70395,LATE_FETAL_DEATH,59.0,A,_Z,_Z,_Z,_Z
2005,ES613,70391,LATE_FETAL_DEATH,29.0,A,_Z,_Z,_Z,_Z
2005,ES613,70394,LATE_FETAL_DEATH,30.0,A,_Z,_Z,_Z,_Z
2005,ES614,70395,LATE_FETAL_DEATH,65.0,A,_Z,_Z,_Z,_Z
2005,ES614,70391,LATE_FETAL_DEATH,32.0,A,_Z,_Z,_Z,_Z
2005,ES614,70394,LATE_FETAL_DEATH,33.0,A,_Z,_Z,_Z,_Z
2005,ES615,70395,LATE_FETAL_DEATH,9.0,A,_Z,_Z,_Z,_Z
2005,ES615,70391,LATE_FETAL_DEATH,7.0,A,_Z,_Z,_Z,_Z
2005,ES615,70394,LATE_FETAL_DEATH,2.0,A,_Z,_Z,_Z,_Z
2005,ES616,70395,LATE_FETAL_DEATH,56.0,A,_Z,_Z,_Z,_Z
2005,ES616,70391,LATE_FETAL_DEATH,28.0,A,_Z,_Z,_Z,_Z
2005,ES616,70394,LATE_FETAL_DEATH,28.0,A,_Z,_Z,_Z,_Z
2005,ES617,70395,LATE_FETAL_DEATH,130.0,A,_Z,_Z,_Z,_Z
2005,ES617,70391,LATE_FETAL_DEATH,62.0,A,_Z,_Z,_Z,_Z
2005,ES617,70394,LATE_FETAL_DEATH,68.0,A,_Z,_Z,_Z,_Z
2005,ES618,70395,LATE_FETAL_DEATH,204.0,A,_Z,_Z,_Z,_Z
2005,ES618,70391,LATE_FETAL_DEATH,99.0,A,_Z,_Z,_Z,_Z
2005,ES618,70394,LATE_FETAL_DEATH,105.0,A,_Z,_Z,_Z,_Z
2005,ES61,70395,LATE_FETAL_DEATH,685.0,A,_Z,_Z,_Z,_Z
2005,ES61,70391,LATE_FETAL_DEATH,339.0,A,_Z,_Z,_Z,_Z
2005,ES61,70394,LATE_FETAL_DEATH,346.0,A,_Z,_Z,_Z,_Z
2004,ES611,70395,LATE_FETAL_DEATH,44.0,A,_Z,_Z,_Z,_Z
2004,ES611,70391,LATE_FETAL_DEATH,22.0,A,_Z,_Z,_Z,_Z
2004,ES611,70394,LATE_FETAL_DEATH,22.0,A,_Z,_Z,_Z,_Z
2004,ES612,70395,LATE_FETAL_DEATH,109.0,A,_Z,_Z,_Z,_Z
2004,ES612,70391,LATE_FETAL_DEATH,58.0,A,_Z,_Z,_Z,_Z
2004,ES612,70394,LATE_FETAL_DEATH,51.0,A,_Z,_Z,_Z,_Z
2004,ES613,70395,LATE_FETAL_DEATH,50.0,A,_Z,_Z,_Z,_Z
2004,ES613,70391,LATE_FETAL_DEATH,26.0,A,_Z,_Z,_Z,_Z
2004,ES613,70394,LATE_FETAL_DEATH,24.0,A,_Z,_Z,_Z,_Z
2004,ES614,70395,LATE_FETAL_DEATH,66.0,A,_Z,_Z,_Z,_Z
2004,ES614,70391,LATE_FETAL_DEATH,31.0,A,_Z,_Z,_Z,_Z
2004,ES614,70394,LATE_FETAL_DEATH,35.0,A,_Z,_Z,_Z,_Z
2004,ES615,70395,LATE_FETAL_DEATH,11.0,A,_Z,_Z,_Z,_Z
2004,ES615,70391,LATE_FETAL_DEATH,6.0,A,_Z,_Z,_Z,_Z
2004,ES615,70394,LATE_FETAL_DEATH,5.0,A,_Z,_Z,_Z,_Z
2004,ES616,70395,LATE_FETAL_DEATH,41.0,A,_Z,_Z,_Z,_Z
2004,ES616,70391,LATE_FETAL_DEATH,20.0,A,_Z,_Z,_Z,_Z
2004,ES616,70394,LATE_FETAL_DEATH,21.0,A,_Z,_Z,_Z,_Z
2004,ES617,70395,LATE_FETAL_DEATH,124.0,A,_Z,_Z,_Z,_Z
2004,ES617,70391,LATE_FETAL_DEATH,59.0,A,_Z,_Z,_Z,_Z
2004,ES617,70394,LATE_FETAL_DEATH,65.0,A,_Z,_Z,_Z,_Z
2004,ES618,70395,LATE_FETAL_DEATH,217.0,A,_Z,_Z,_Z,_Z
2004,ES618,70391,LATE_FETAL_DEATH,107.0,A,_Z,_Z,_Z,_Z
2004,ES618,70394,LATE_FETAL_DEATH,110.0,A,_Z,_Z,_Z,_Z
2004,ES61,70395,LATE_FETAL_DEATH,662.0,A,_Z,_Z,_Z,_Z
2004,ES61,70391,LATE_FETAL_DEATH,329.0,A,_Z,_Z,_Z,_Z
2004,ES61,70394,LATE_FETAL_DEATH,333.0,A,_Z,_Z,_Z,_Z
2003,ES611,70395,LATE_FETAL_DEATH,23.0,A,_Z,_Z,_Z,_Z
2003,ES611,70391,LATE_FETAL_DEATH,12.0,A,_Z,_Z,_Z,_Z
2003,ES611,70394,LATE_FETAL_DEATH,11.0,A,_Z,_Z,_Z,_Z
2003,ES612,70395,LATE_FETAL_DEATH,132.0,A,_Z,_Z,_Z,_Z
2003,ES612,70391,LATE_FETAL_DEATH,65.0,A,_Z,_Z,_Z,_Z
2003,ES612,70394,LATE_FETAL_DEATH,67.0,A,_Z,_Z,_Z,_Z
2003,ES613,70395,LATE_FETAL_DEATH,69.0,A,_Z,_Z,_Z,_Z
2003,ES613,70391,LATE_FETAL_DEATH,33.0,A,_Z,_Z,_Z,_Z
2003,ES613,70394,LATE_FETAL_DEATH,36.0,A,_Z,_Z,_Z,_Z
2003,ES614,70395,LATE_FETAL_DEATH,82.0,A,_Z,_Z,_Z,_Z
2003,ES614,70391,LATE_FETAL_DEATH,37.0,A,_Z,_Z,_Z,_Z
2003,ES614,70394,LATE_FETAL_DEATH,45.0,A,_Z,_Z,_Z,_Z
2003,ES615,70395,LATE_FETAL_DEATH,5.0,A,_Z,_Z,_Z,_Z
2003,ES615,70391,LATE_FETAL_DEATH,4.0,A,_Z,_Z,_Z,_Z
2003,ES615,70394,LATE_FETAL_DEATH,1.0,A,_Z,_Z,_Z,_Z
2003,ES616,70395,LATE_FETAL_DEATH,52.0,A,_Z,_Z,_Z,_Z
2003,ES616,70391,LATE_FETAL_DEATH,30.0,A,_Z,_Z,_Z,_Z
2003,ES616,70394,LATE_FETAL_DEATH,22.0,A,_Z,_Z,_Z,_Z
2003,ES617,70395,LATE_FETAL_DEATH,123.0,A,_Z,_Z,_Z,_Z
2003,ES617,70391,LATE_FETAL_DEATH,60.0,A,_Z,_Z,_Z,_Z
2003,ES617,70394,LATE_FETAL_DEATH,63.0,A,_Z,_Z,_Z,_Z
2003,ES618,70395,LATE_FETAL_DEATH,193.0,A,_Z,_Z,_Z,_Z
2003,ES618,70391,LATE_FETAL_DEATH,96.0,A,_Z,_Z,_Z,_Z
2003,ES618,70394,LATE_FETAL_DEATH,97.0,A,_Z,_Z,_Z,_Z
2003,ES61,70395,LATE_FETAL_DEATH,679.0,A,_Z,_Z,_Z,_Z
2003,ES61,70391,LATE_FETAL_DEATH,337.0,A,_Z,_Z,_Z,_Z
2003,ES61,70394,LATE_FETAL_DEATH,342.0,A,_Z,_Z,_Z,_Z
2002,ES611,70395,LATE_FETAL_DEATH,40.0,A,_Z,_Z,_Z,_Z
2002,ES611,70391,LATE_FETAL_DEATH,20.0,A,_Z,_Z,_Z,_Z
2002,ES611,70394,LATE_FETAL_DEATH,20.0,A,_Z,_Z,_Z,_Z
2002,ES612,70395,LATE_FETAL_DEATH,140.0,A,_Z,_Z,_Z,_Z
2002,ES612,70391,LATE_FETAL_DEATH,72.0,A,_Z,_Z,_Z,_Z
2002,ES612,70394,LATE_FETAL_DEATH,68.0,A,_Z,_Z,_Z,_Z
2002,ES613,70395,LATE_FETAL_DEATH,76.0,A,_Z,_Z,_Z,_Z
2002,ES613,70391,LATE_FETAL_DEATH,38.0,A,_Z,_Z,_Z,_Z
2002,ES613,70394,LATE_FETAL_DEATH,38.0,A,_Z,_Z,_Z,_Z
2002,ES614,70395,LATE_FETAL_DEATH,71.0,A,_Z,_Z,_Z,_Z
2002,ES614,70391,LATE_FETAL_DEATH,35.0,A,_Z,_Z,_Z,_Z
2002,ES614,70394,LATE_FETAL_DEATH,36.0,A,_Z,_Z,_Z,_Z
2002,ES615,70395,LATE_FETAL_DEATH,6.0,A,_Z,_Z,_Z,_Z
2002,ES615,70391,LATE_FETAL_DEATH,4.0,A,_Z,_Z,_Z,_Z
2002,ES615,70394,LATE_FETAL_DEATH,2.0,A,_Z,_Z,_Z,_Z
2002,ES616,70395,LATE_FETAL_DEATH,54.0,A,_Z,_Z,_Z,_Z
2002,ES616,70391,LATE_FETAL_DEATH,27.0,A,_Z,_Z,_Z,_Z
2002,ES616,70394,LATE_FETAL_DEATH,27.0,A,_Z,_Z,_Z,_Z
2002,ES617,70395,LATE_FETAL_DEATH,104.0,A,_Z,_Z,_Z,_Z
2002,ES617,70391,LATE_FETAL_DEATH,49.0,A,_Z,_Z,_Z,_Z
2002,ES617,70394,LATE_FETAL_DEATH,55.0,A,_Z,_Z,_Z,_Z
2002,ES618,70395,LATE_FETAL_DEATH,203.0,A,_Z,_Z,_Z,_Z
2002,ES618,70391,LATE_FETAL_DEATH,100.0,A,_Z,_Z,_Z,_Z
2002,ES618,70394,LATE_FETAL_DEATH,103.0,A,_Z,_Z,_Z,_Z
2002,ES61,70395,LATE_FETAL_DEATH,694.0,A,_Z,_Z,_Z,_Z
2002,ES61,70391,LATE_FETAL_DEATH,345.0,A,_Z,_Z,_Z,_Z
2002,ES61,70394,LATE_FETAL_DEATH,349.0,A,_Z,_Z,_Z,_Z
2001,ES611,70395,LATE_FETAL_DEATH,48.0,A,_Z,_Z,_Z,_Z
2001,ES611,70391,LATE_FETAL_DEATH,24.0,A,_Z,_Z,_Z,_Z
2001,ES611,70394,LATE_FETAL_DEATH,24.0,A,_Z,_Z,_Z,_Z
2001,ES612,70395,LATE_FETAL_DEATH,138.0,A,_Z,_Z,_Z,_Z
2001,ES612,70391,LATE_FETAL_DEATH,69.0,A,_Z,_Z,_Z,_Z
2001,ES612,70394,LATE_FETAL_DEATH,69.0,A,_Z,_Z,_Z,_Z
2001,ES613,70395,LATE_FETAL_DEATH,65.0,A,_Z,_Z,_Z,_Z
2001,ES613,70391,LATE_FETAL_DEATH,33.0,A,_Z,_Z,_Z,_Z
2001,ES613,70394,LATE_FETAL_DEATH,32.0,A,_Z,_Z,_Z,_Z
2001,ES614,70395,LATE_FETAL_DEATH,74.0,A,_Z,_Z,_Z,_Z
2001,ES614,70391,LATE_FETAL_DEATH,37.0,A,_Z,_Z,_Z,_Z
2001,ES614,70394,LATE_FETAL_DEATH,37.0,A,_Z,_Z,_Z,_Z
2001,ES615,70395,LATE_FETAL_DEATH,1.0,A,_Z,_Z,_Z,_Z
2001,ES615,70391,LATE_FETAL_DEATH,1.0,A,_Z,_Z,_Z,_Z
2001,ES616,70395,LATE_FETAL_DEATH,48.0,A,_Z,_Z,_Z,_Z
2001,ES616,70391,LATE_FETAL_DEATH,25.0,A,_Z,_Z,_Z,_Z
2001,ES616,70394,LATE_FETAL_DEATH,23.0,A,_Z,_Z,_Z,_Z
2001,ES617,70395,LATE_FETAL_DEATH,98.0,A,_Z,_Z,_Z,_Z
2001,ES617,70391,LATE_FETAL_DEATH,47.0,A,_Z,_Z,_Z,_Z
2001,ES617,70394,LATE_FETAL_DEATH,51.0,A,_Z,_Z,_Z,_Z
2001,ES618,70395,LATE_FETAL_DEATH,241.0,A,_Z,_Z,_Z,_Z
2001,ES618,70391,LATE_FETAL_DEATH,119.0,A,_Z,_Z,_Z,_Z
2001,ES618,70394,LATE_FETAL_DEATH,122.0,A,_Z,_Z,_Z,_Z
2001,ES61,70395,LATE_FETAL_DEATH,713.0,A,_Z,_Z,_Z,_Z
2001,ES61,70391,LATE_FETAL_DEATH,355.0,A,_Z,_Z,_Z,_Z
2001,ES61,70394,LATE_FETAL_DEATH,358.0,A,_Z,_Z,_Z,_Z
2000,ES611,70395,LATE_FETAL_DEATH,50.0,A,_Z,_Z,_Z,_Z
2000,ES611,70391,LATE_FETAL_DEATH,25.0,A,_Z,_Z,_Z,_Z
2000,ES611,70394,LATE_FETAL_DEATH,25.0,A,_Z,_Z,_Z,_Z
2000,ES612,70395,LATE_FETAL_DEATH,104.0,A,_Z,_Z,_Z,_Z
2000,ES612,70391,LATE_FETAL_DEATH,52.0,A,_Z,_Z,_Z,_Z
2000,ES612,70394,LATE_FETAL_DEATH,52.0,A,_Z,_Z,_Z,_Z
2000,ES613,70395,LATE_FETAL_DEATH,67.0,A,_Z,_Z,_Z,_Z
2000,ES613,70391,LATE_FETAL_DEATH,34.0,A,_Z,_Z,_Z,_Z
2000,ES613,70394,LATE_FETAL_DEATH,33.0,A,_Z,_Z,_Z,_Z
2000,ES614,70395,LATE_FETAL_DEATH,88.0,A,_Z,_Z,_Z,_Z
2000,ES614,70391,LATE_FETAL_DEATH,42.0,A,_Z,_Z,_Z,_Z
2000,ES614,70394,LATE_FETAL_DEATH,46.0,A,_Z,_Z,_Z,_Z
2000,ES615,70395,LATE_FETAL_DEATH,6.0,A,_Z,_Z,_Z,_Z
2000,ES615,70391,LATE_FETAL_DEATH,5.0,A,_Z,_Z,_Z,_Z
2000,ES615,70394,LATE_FETAL_DEATH,1.0,A,_Z,_Z,_Z,_Z
2000,ES616,70395,LATE_FETAL_DEATH,50.0,A,_Z,_Z,_Z,_Z
2000,ES616,70391,LATE_FETAL_DEATH,26.0,A,_Z,_Z,_Z,_Z
2000,ES616,70394,LATE_FETAL_DEATH,24.0,A,_Z,_Z,_Z,_Z
2000,ES617,70395,LATE_FETAL_DEATH,100.0,A,_Z,_Z,_Z,_Z
2000,ES617,70391,LATE_FETAL_DEATH,49.0,A,_Z,_Z,_Z,_Z
2000,ES617,70394,LATE_FETAL_DEATH,51.0,A,_Z,_Z,_Z,_Z
2000,ES618,70395,LATE_FETAL_DEATH,221.0,A,_Z,_Z,_Z,_Z
2000,ES618,70391,LATE_FETAL_DEATH,110.0,A,_Z,_Z,_Z,_Z
2000,ES618,70394,LATE_FETAL_DEATH,111.0,A,_Z,_Z,_Z,_Z
2000,ES61,70395,LATE_FETAL_DEATH,686.0,A,_Z,_Z,_Z,_Z
2000,ES61,70391,LATE_FETAL_DEATH,343.0,A,_Z,_Z,_Z,_Z
2000,ES61,70394,LATE_FETAL_DEATH,343.0,A,_Z,_Z,_Z,_Z
1999,ES611,70395,LATE_FETAL_DEATH,39.0,A,_Z,_Z,_Z,_Z
1999,ES611,70391,LATE_FETAL_DEATH,20.0,A,_Z,_Z,_Z,_Z
1999,ES611,70394,LATE_FETAL_DEATH,19.0,A,_Z,_Z,_Z,_Z
1999,ES612,70395,LATE_FETAL_DEATH,125.0,A,_Z,_Z,_Z,_Z
1999,ES612,70391,LATE_FETAL_DEATH,63.0,A,_Z,_Z,_Z,_Z
1999,ES612,70394,LATE_FETAL_DEATH,62.0,A,_Z,_Z,_Z,_Z
1999,ES613,70395,LATE_FETAL_DEATH,101.0,A,_Z,_Z,_Z,_Z
1999,ES613,70391,LATE_FETAL_DEATH,51.0,A,_Z,_Z,_Z,_Z
1999,ES613,70394,LATE_FETAL_DEATH,50.0,A,_Z,_Z,_Z,_Z
1999,ES614,70395,LATE_FETAL_DEATH,97.0,A,_Z,_Z,_Z,_Z
1999,ES614,70391,LATE_FETAL_DEATH,46.0,A,_Z,_Z,_Z,_Z
1999,ES614,70394,LATE_FETAL_DEATH,51.0,A,_Z,_Z,_Z,_Z
1999,ES615,70395,LATE_FETAL_DEATH,1.0,A,_Z,_Z,_Z,_Z
1999,ES615,70391,LATE_FETAL_DEATH,1.0,A,_Z,_Z,_Z,_Z
1999,ES616,70395,LATE_FETAL_DEATH,51.0,A,_Z,_Z,_Z,_Z
1999,ES616,70391,LATE_FETAL_DEATH,27.0,A,_Z,_Z,_Z,_Z
1999,ES616,70394,LATE_FETAL_DEATH,24.0,A,_Z,_Z,_Z,_Z
1999,ES617,70395,LATE_FETAL_DEATH,110.0,A,_Z,_Z,_Z,_Z
1999,ES617,70391,LATE_FETAL_DEATH,54.0,A,_Z,_Z,_Z,_Z
1999,ES617,70394,LATE_FETAL_DEATH,56.0,A,_Z,_Z,_Z,_Z
1999,ES618,70395,LATE_FETAL_DEATH,201.0,A,_Z,_Z,_Z,_Z
1999,ES618,70391,LATE_FETAL_DEATH,99.0,A,_Z,_Z,_Z,_Z
1999,ES618,70394,LATE_FETAL_DEATH,102.0,A,_Z,_Z,_Z,_Z
1999,ES61,70395,LATE_FETAL_DEATH,725.0,A,_Z,_Z,_Z,_Z
1999,ES61,70391,LATE_FETAL_DEATH,361.0,A,_Z,_Z,_Z,_Z
1999,ES61,70394,LATE_FETAL_DEATH,364.0,A,_Z,_Z,_Z,_Z
1998,ES611,70395,LATE_FETAL_DEATH,27.0,A,_Z,_Z,_Z,_Z
1998,ES611,70391,LATE_FETAL_DEATH,14.0,A,_Z,_Z,_Z,_Z
1998,ES611,70394,LATE_FETAL_DEATH,13.0,A,_Z,_Z,_Z,_Z
1998,ES612,70395,LATE_FETAL_DEATH,131.0,A,_Z,_Z,_Z,_Z
1998,ES612,70391,LATE_FETAL_DEATH,67.0,A,_Z,_Z,_Z,_Z
1998,ES612,70394,LATE_FETAL_DEATH,64.0,A,_Z,_Z,_Z,_Z
1998,ES613,70395,LATE_FETAL_DEATH,100.0,A,_Z,_Z,_Z,_Z
1998,ES613,70391,LATE_FETAL_DEATH,49.0,A,_Z,_Z,_Z,_Z
1998,ES613,70394,LATE_FETAL_DEATH,51.0,A,_Z,_Z,_Z,_Z
1998,ES614,70395,LATE_FETAL_DEATH,81.0,A,_Z,_Z,_Z,_Z
1998,ES614,70391,LATE_FETAL_DEATH,39.0,A,_Z,_Z,_Z,_Z
1998,ES614,70394,LATE_FETAL_DEATH,42.0,A,_Z,_Z,_Z,_Z
1998,ES615,70395,LATE_FETAL_DEATH,1.0,A,_Z,_Z,_Z,_Z
1998,ES615,70391,LATE_FETAL_DEATH,1.0,A,_Z,_Z,_Z,_Z
1998,ES616,70395,LATE_FETAL_DEATH,32.0,A,_Z,_Z,_Z,_Z
1998,ES616,70391,LATE_FETAL_DEATH,18.0,A,_Z,_Z,_Z,_Z
1998,ES616,70394,LATE_FETAL_DEATH,14.0,A,_Z,_Z,_Z,_Z
