TEMPORAL;TERRITORIO;MULTIPLICIDAD_SEXO;INDICATOR;OBS_VALUE;FREQ;SEXO;EDAD;DISTRIBUCION_MNP;REL_RESIDENANT
2020;ES61;69536;PART;63500.0;A;_Z;_Z;_Z;_Z
2020;ES61;69533;PART;32543.0;A;_Z;_Z;_Z;_Z
2020;ES61;69534;PART;30957.0;A;_Z;_Z;_Z;_Z
2020;ES61;69548;PART;1102.0;A;_Z;_Z;_Z;_Z
2020;ES61;69540;PART;1088.0;A;_Z;_Z;_Z;_Z
2020;ES61;69537;PART;343.0;A;_Z;_Z;_Z;_Z
2020;ES61;69538;PART;377.0;A;_Z;_Z;_Z;_Z
2020;ES61;69539;PART;368.0;A;_Z;_Z;_Z;_Z
2020;ES61;69545;PART;14.0;A;_Z;_Z;_Z;_Z
2020;ES61;69541;PART;4.0;A;_Z;_Z;_Z;_Z
2020;ES61;69542;PART;6.0;A;_Z;_Z;_Z;_Z
2020;ES61;69543;PART;2.0;A;_Z;_Z;_Z;_Z
2020;ES61;69544;PART;2.0;A;_Z;_Z;_Z;_Z
2020;ES61;69549;PART;64602.0;A;_Z;_Z;_Z;_Z
2020;ES611;69536;PART;6664.0;A;_Z;_Z;_Z;_Z
2020;ES611;69533;PART;3483.0;A;_Z;_Z;_Z;_Z
2020;ES611;69534;PART;3181.0;A;_Z;_Z;_Z;_Z
2020;ES611;69548;PART;113.0;A;_Z;_Z;_Z;_Z
2020;ES611;69540;PART;111.0;A;_Z;_Z;_Z;_Z
2020;ES611;69537;PART;32.0;A;_Z;_Z;_Z;_Z
2020;ES611;69538;PART;37.0;A;_Z;_Z;_Z;_Z
2020;ES611;69539;PART;42.0;A;_Z;_Z;_Z;_Z
2020;ES611;69545;PART;2.0;A;_Z;_Z;_Z;_Z
2020;ES611;69543;PART;2.0;A;_Z;_Z;_Z;_Z
2020;ES611;69549;PART;6777.0;A;_Z;_Z;_Z;_Z
2020;2241;69536;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2241;69533;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2241;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2241;69549;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2242;69536;PART;8.0;A;_Z;_Z;_Z;_Z
2020;2242;69533;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2242;69534;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2242;69549;PART;8.0;A;_Z;_Z;_Z;_Z
2020;2243;69536;PART;228.0;A;_Z;_Z;_Z;_Z
2020;2243;69533;PART;123.0;A;_Z;_Z;_Z;_Z
2020;2243;69534;PART;105.0;A;_Z;_Z;_Z;_Z
2020;2243;69548;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2243;69540;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2243;69538;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2243;69539;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2243;69549;PART;233.0;A;_Z;_Z;_Z;_Z
2020;2244;69536;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2244;69533;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2244;69549;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2245;69536;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2245;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2245;69534;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2245;69549;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2246;69536;PART;107.0;A;_Z;_Z;_Z;_Z
2020;2246;69533;PART;57.0;A;_Z;_Z;_Z;_Z
2020;2246;69534;PART;50.0;A;_Z;_Z;_Z;_Z
2020;2246;69549;PART;107.0;A;_Z;_Z;_Z;_Z
2020;2247;69536;PART;9.0;A;_Z;_Z;_Z;_Z
2020;2247;69533;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2247;69534;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2247;69549;PART;9.0;A;_Z;_Z;_Z;_Z
2020;2250;69536;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2250;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2250;69534;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2250;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2250;69540;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2250;69538;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2250;69549;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2251;69536;PART;33.0;A;_Z;_Z;_Z;_Z
2020;2251;69533;PART;15.0;A;_Z;_Z;_Z;_Z
2020;2251;69534;PART;18.0;A;_Z;_Z;_Z;_Z
2020;2251;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2251;69540;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2251;69537;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2251;69549;PART;34.0;A;_Z;_Z;_Z;_Z
2020;2253;69536;PART;1755.0;A;_Z;_Z;_Z;_Z
2020;2253;69533;PART;883.0;A;_Z;_Z;_Z;_Z
2020;2253;69534;PART;872.0;A;_Z;_Z;_Z;_Z
2020;2253;69548;PART;29.0;A;_Z;_Z;_Z;_Z
2020;2253;69540;PART;29.0;A;_Z;_Z;_Z;_Z
2020;2253;69537;PART;8.0;A;_Z;_Z;_Z;_Z
2020;2253;69538;PART;9.0;A;_Z;_Z;_Z;_Z
2020;2253;69539;PART;12.0;A;_Z;_Z;_Z;_Z
2020;2253;69549;PART;1784.0;A;_Z;_Z;_Z;_Z
2020;2256;69536;PART;28.0;A;_Z;_Z;_Z;_Z
2020;2256;69533;PART;15.0;A;_Z;_Z;_Z;_Z
2020;2256;69534;PART;13.0;A;_Z;_Z;_Z;_Z
2020;2256;69549;PART;28.0;A;_Z;_Z;_Z;_Z
2020;2257;69536;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2257;69533;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2257;69534;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2257;69549;PART;5.0;A;_Z;_Z;_Z;_Z
2020;9563;69536;PART;15.0;A;_Z;_Z;_Z;_Z
2020;9563;69533;PART;10.0;A;_Z;_Z;_Z;_Z
2020;9563;69534;PART;5.0;A;_Z;_Z;_Z;_Z
2020;9563;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;9563;69540;PART;1.0;A;_Z;_Z;_Z;_Z
2020;9563;69537;PART;1.0;A;_Z;_Z;_Z;_Z
2020;9563;69549;PART;16.0;A;_Z;_Z;_Z;_Z
2020;2260;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2260;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2260;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2262;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2262;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2262;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2263;69536;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2263;69533;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2263;69549;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2264;69536;PART;43.0;A;_Z;_Z;_Z;_Z
2020;2264;69533;PART;24.0;A;_Z;_Z;_Z;_Z
2020;2264;69534;PART;19.0;A;_Z;_Z;_Z;_Z
2020;2264;69549;PART;43.0;A;_Z;_Z;_Z;_Z
2020;2268;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2268;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2268;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2269;69536;PART;98.0;A;_Z;_Z;_Z;_Z
2020;2269;69533;PART;51.0;A;_Z;_Z;_Z;_Z
2020;2269;69534;PART;47.0;A;_Z;_Z;_Z;_Z
2020;2269;69548;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2269;69540;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2269;69538;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2269;69539;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2269;69549;PART;100.0;A;_Z;_Z;_Z;_Z
2020;2270;69536;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2270;69533;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2270;69534;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2270;69549;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2271;69536;PART;7.0;A;_Z;_Z;_Z;_Z
2020;2271;69533;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2271;69534;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2271;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2271;69540;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2271;69539;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2271;69549;PART;8.0;A;_Z;_Z;_Z;_Z
2020;2272;69536;PART;64.0;A;_Z;_Z;_Z;_Z
2020;2272;69533;PART;36.0;A;_Z;_Z;_Z;_Z
2020;2272;69534;PART;28.0;A;_Z;_Z;_Z;_Z
2020;2272;69549;PART;64.0;A;_Z;_Z;_Z;_Z
2020;2273;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2273;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2273;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2277;69536;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2277;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2277;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2277;69549;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2278;69536;PART;9.0;A;_Z;_Z;_Z;_Z
2020;2278;69533;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2278;69534;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2278;69549;PART;9.0;A;_Z;_Z;_Z;_Z
2020;2276;69536;PART;149.0;A;_Z;_Z;_Z;_Z
2020;2276;69533;PART;78.0;A;_Z;_Z;_Z;_Z
2020;2276;69534;PART;71.0;A;_Z;_Z;_Z;_Z
2020;2276;69548;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2276;69540;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2276;69537;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2276;69539;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2276;69549;PART;152.0;A;_Z;_Z;_Z;_Z
2020;2279;69536;PART;31.0;A;_Z;_Z;_Z;_Z
2020;2279;69533;PART;15.0;A;_Z;_Z;_Z;_Z
2020;2279;69534;PART;16.0;A;_Z;_Z;_Z;_Z
2020;2279;69548;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2279;69540;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2279;69539;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2279;69549;PART;33.0;A;_Z;_Z;_Z;_Z
2020;2347;69536;PART;1054.0;A;_Z;_Z;_Z;_Z
2020;2347;69533;PART;559.0;A;_Z;_Z;_Z;_Z
2020;2347;69534;PART;495.0;A;_Z;_Z;_Z;_Z
2020;2347;69548;PART;19.0;A;_Z;_Z;_Z;_Z
2020;2347;69540;PART;19.0;A;_Z;_Z;_Z;_Z
2020;2347;69537;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2347;69538;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2347;69539;PART;9.0;A;_Z;_Z;_Z;_Z
2020;2347;69549;PART;1073.0;A;_Z;_Z;_Z;_Z
2020;2282;69536;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2282;69534;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2282;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2282;69545;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2282;69543;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2282;69549;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2284;69536;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2284;69534;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2284;69549;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2285;69536;PART;22.0;A;_Z;_Z;_Z;_Z
2020;2285;69533;PART;14.0;A;_Z;_Z;_Z;_Z
2020;2285;69534;PART;8.0;A;_Z;_Z;_Z;_Z
2020;2285;69549;PART;22.0;A;_Z;_Z;_Z;_Z
2020;2286;69536;PART;14.0;A;_Z;_Z;_Z;_Z
2020;2286;69533;PART;7.0;A;_Z;_Z;_Z;_Z
2020;2286;69534;PART;7.0;A;_Z;_Z;_Z;_Z
2020;2286;69549;PART;14.0;A;_Z;_Z;_Z;_Z
2020;2287;69536;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2287;69533;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2287;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2287;69549;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2288;69536;PART;34.0;A;_Z;_Z;_Z;_Z
2020;2288;69533;PART;15.0;A;_Z;_Z;_Z;_Z
2020;2288;69534;PART;19.0;A;_Z;_Z;_Z;_Z
2020;2288;69549;PART;34.0;A;_Z;_Z;_Z;_Z
2020;2289;69536;PART;20.0;A;_Z;_Z;_Z;_Z
2020;2289;69533;PART;14.0;A;_Z;_Z;_Z;_Z
2020;2289;69534;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2289;69549;PART;20.0;A;_Z;_Z;_Z;_Z
2020;2290;69536;PART;86.0;A;_Z;_Z;_Z;_Z
2020;2290;69533;PART;45.0;A;_Z;_Z;_Z;_Z
2020;2290;69534;PART;41.0;A;_Z;_Z;_Z;_Z
2020;2290;69548;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2290;69540;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2290;69538;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2290;69539;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2290;69549;PART;88.0;A;_Z;_Z;_Z;_Z
2020;2291;69536;PART;14.0;A;_Z;_Z;_Z;_Z
2020;2291;69533;PART;7.0;A;_Z;_Z;_Z;_Z
2020;2291;69534;PART;7.0;A;_Z;_Z;_Z;_Z
2020;2291;69549;PART;14.0;A;_Z;_Z;_Z;_Z
2020;2292;69536;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2292;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2292;69534;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2292;69549;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2293;69536;PART;139.0;A;_Z;_Z;_Z;_Z
2020;2293;69533;PART;85.0;A;_Z;_Z;_Z;_Z
2020;2293;69534;PART;54.0;A;_Z;_Z;_Z;_Z
2020;2293;69548;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2293;69540;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2293;69537;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2293;69549;PART;141.0;A;_Z;_Z;_Z;_Z
2020;2294;69536;PART;148.0;A;_Z;_Z;_Z;_Z
2020;2294;69533;PART;78.0;A;_Z;_Z;_Z;_Z
2020;2294;69534;PART;70.0;A;_Z;_Z;_Z;_Z
2020;2294;69548;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2294;69540;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2294;69537;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2294;69538;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2294;69539;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2294;69549;PART;153.0;A;_Z;_Z;_Z;_Z
2020;2295;69536;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2295;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2295;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2295;69549;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2296;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2296;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2296;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2298;69536;PART;13.0;A;_Z;_Z;_Z;_Z
2020;2298;69533;PART;7.0;A;_Z;_Z;_Z;_Z
2020;2298;69534;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2298;69549;PART;13.0;A;_Z;_Z;_Z;_Z
2020;2299;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2299;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2299;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2300;69536;PART;9.0;A;_Z;_Z;_Z;_Z
2020;2300;69533;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2300;69534;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2300;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2300;69540;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2300;69538;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2300;69549;PART;10.0;A;_Z;_Z;_Z;_Z
2020;2301;69536;PART;7.0;A;_Z;_Z;_Z;_Z
2020;2301;69533;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2301;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2301;69549;PART;7.0;A;_Z;_Z;_Z;_Z
2020;2302;69536;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2302;69533;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2302;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2302;69549;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2303;69536;PART;40.0;A;_Z;_Z;_Z;_Z
2020;2303;69533;PART;19.0;A;_Z;_Z;_Z;_Z
2020;2303;69534;PART;21.0;A;_Z;_Z;_Z;_Z
2020;2303;69549;PART;40.0;A;_Z;_Z;_Z;_Z
2020;2304;69536;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2304;69533;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2304;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2304;69549;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2305;69536;PART;36.0;A;_Z;_Z;_Z;_Z
2020;2305;69533;PART;19.0;A;_Z;_Z;_Z;_Z
2020;2305;69534;PART;17.0;A;_Z;_Z;_Z;_Z
2020;2305;69549;PART;36.0;A;_Z;_Z;_Z;_Z
2020;2348;69536;PART;114.0;A;_Z;_Z;_Z;_Z
2020;2348;69533;PART;62.0;A;_Z;_Z;_Z;_Z
2020;2348;69534;PART;52.0;A;_Z;_Z;_Z;_Z
2020;2348;69548;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2348;69540;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2348;69538;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2348;69539;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2348;69549;PART;118.0;A;_Z;_Z;_Z;_Z
2020;2306;69536;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2306;69533;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2306;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2306;69549;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2307;69536;PART;381.0;A;_Z;_Z;_Z;_Z
2020;2307;69533;PART;217.0;A;_Z;_Z;_Z;_Z
2020;2307;69534;PART;164.0;A;_Z;_Z;_Z;_Z
2020;2307;69548;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2307;69540;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2307;69537;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2307;69538;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2307;69539;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2307;69549;PART;387.0;A;_Z;_Z;_Z;_Z
2020;2308;69536;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2308;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2308;69534;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2308;69549;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2310;69536;PART;43.0;A;_Z;_Z;_Z;_Z
2020;2310;69533;PART;25.0;A;_Z;_Z;_Z;_Z
2020;2310;69534;PART;18.0;A;_Z;_Z;_Z;_Z
2020;2310;69549;PART;43.0;A;_Z;_Z;_Z;_Z
2020;2311;69536;PART;11.0;A;_Z;_Z;_Z;_Z
2020;2311;69533;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2311;69534;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2311;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2311;69540;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2311;69538;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2311;69549;PART;12.0;A;_Z;_Z;_Z;_Z
2020;2312;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2312;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2312;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2313;69536;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2313;69534;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2313;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2313;69540;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2313;69537;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2313;69549;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2314;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2314;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2314;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2315;69536;PART;39.0;A;_Z;_Z;_Z;_Z
2020;2315;69533;PART;18.0;A;_Z;_Z;_Z;_Z
2020;2315;69534;PART;21.0;A;_Z;_Z;_Z;_Z
2020;2315;69549;PART;39.0;A;_Z;_Z;_Z;_Z
2020;2316;69536;PART;115.0;A;_Z;_Z;_Z;_Z
2020;2316;69533;PART;65.0;A;_Z;_Z;_Z;_Z
2020;2316;69534;PART;50.0;A;_Z;_Z;_Z;_Z
2020;2316;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2316;69540;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2316;69538;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2316;69549;PART;116.0;A;_Z;_Z;_Z;_Z
2020;2317;69536;PART;7.0;A;_Z;_Z;_Z;_Z
2020;2317;69533;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2317;69534;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2317;69549;PART;7.0;A;_Z;_Z;_Z;_Z
2020;2318;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2318;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2318;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2319;69536;PART;15.0;A;_Z;_Z;_Z;_Z
2020;2319;69533;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2319;69534;PART;9.0;A;_Z;_Z;_Z;_Z
2020;2319;69549;PART;15.0;A;_Z;_Z;_Z;_Z
2020;2320;69536;PART;881.0;A;_Z;_Z;_Z;_Z
2020;2320;69533;PART;462.0;A;_Z;_Z;_Z;_Z
2020;2320;69534;PART;419.0;A;_Z;_Z;_Z;_Z
2020;2320;69548;PART;15.0;A;_Z;_Z;_Z;_Z
2020;2320;69540;PART;15.0;A;_Z;_Z;_Z;_Z
2020;2320;69537;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2320;69538;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2320;69539;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2320;69549;PART;896.0;A;_Z;_Z;_Z;_Z
2020;2322;69536;PART;8.0;A;_Z;_Z;_Z;_Z
2020;2322;69533;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2322;69534;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2322;69549;PART;8.0;A;_Z;_Z;_Z;_Z
2020;2324;69536;PART;10.0;A;_Z;_Z;_Z;_Z
2020;2324;69533;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2324;69534;PART;5.0;A;_Z;_Z;_Z;_Z
2020;2324;69549;PART;10.0;A;_Z;_Z;_Z;_Z
2020;2326;69536;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2326;69533;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2326;69549;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2327;69536;PART;19.0;A;_Z;_Z;_Z;_Z
2020;2327;69533;PART;8.0;A;_Z;_Z;_Z;_Z
2020;2327;69534;PART;11.0;A;_Z;_Z;_Z;_Z
2020;2327;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2327;69540;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2327;69537;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2327;69549;PART;20.0;A;_Z;_Z;_Z;_Z
2020;2328;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2328;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2328;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2329;69536;PART;37.0;A;_Z;_Z;_Z;_Z
2020;2329;69533;PART;18.0;A;_Z;_Z;_Z;_Z
2020;2329;69534;PART;19.0;A;_Z;_Z;_Z;_Z
2020;2329;69549;PART;37.0;A;_Z;_Z;_Z;_Z
2020;2330;69536;PART;10.0;A;_Z;_Z;_Z;_Z
2020;2330;69533;PART;6.0;A;_Z;_Z;_Z;_Z
2020;2330;69534;PART;4.0;A;_Z;_Z;_Z;_Z
2020;2330;69549;PART;10.0;A;_Z;_Z;_Z;_Z
2020;2331;69536;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2331;69534;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2331;69549;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2332;69536;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2332;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2332;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2332;69549;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2333;69536;PART;21.0;A;_Z;_Z;_Z;_Z
2020;2333;69533;PART;10.0;A;_Z;_Z;_Z;_Z
2020;2333;69534;PART;11.0;A;_Z;_Z;_Z;_Z
2020;2333;69549;PART;21.0;A;_Z;_Z;_Z;_Z
2020;2346;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2346;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2346;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2334;69536;PART;37.0;A;_Z;_Z;_Z;_Z
2020;2334;69533;PART;22.0;A;_Z;_Z;_Z;_Z
2020;2334;69534;PART;15.0;A;_Z;_Z;_Z;_Z
2020;2334;69548;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2334;69540;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2334;69539;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2334;69549;PART;38.0;A;_Z;_Z;_Z;_Z
2020;2336;69536;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2336;69533;PART;2.0;A;_Z;_Z;_Z;_Z
2020;2336;69534;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2336;69549;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2337;69536;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2337;69533;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2337;69549;PART;1.0;A;_Z;_Z;_Z;_Z
2020;2339;69536;PART;3.0;A;_Z;_Z;_Z;_Z
2020;2339;69533;PART;2.0;A;_Z;_Z;_Z;_Z
