D_ESTADO_DATO_0;D_PARQUES_TURISMO_0;D_TEMPORAL_0;D_RESITUR_0;INDICATOR;OBS_VALUE;FREQ
40123;55136;2015;55698;Pernoctaciones;55023.122236646;A
40123;55136;2015;55565;Pernoctaciones;33064.342762642;A
40123;55136;2015;55697;Pernoctaciones;21958.779474004;A
40123;55136;2014;55698;Pernoctaciones;41365.447154139;A
40123;55136;2014;55565;Pernoctaciones;25904.336749395;A
40123;55136;2014;55697;Pernoctaciones;15461.110404744;A
40123;55136;2013;55698;Pernoctaciones;29409.443887607;A
40123;55136;2013;55565;Pernoctaciones;21053.32284467;A
40123;55136;2013;55697;Pernoctaciones;8356.121042937;A
40123;55140;2019;55698;Pernoctaciones;24925.871559633;A
40123;55140;2019;55565;Pernoctaciones;14938.084048535;A
40123;55140;2019;55697;Pernoctaciones;9987.787511098;A
40123;55140;2018;55698;Pernoctaciones;25670.166649416;A
40123;55140;2018;55565;Pernoctaciones;15221.980629152;A
40123;55140;2018;55697;Pernoctaciones;10448.186020264;A
40123;55140;2017;55698;Pernoctaciones;25784.697250637;A
40123;55140;2017;55565;Pernoctaciones;16242.929715407;A
40123;55140;2017;55697;Pernoctaciones;9541.76753523;A
40123;55140;2015;55698;Pernoctaciones;14977.511348425;A
40123;55140;2015;55565;Pernoctaciones;12857.324432567;A
40123;55140;2015;55697;Pernoctaciones;2120.186915858;A
40123;55140;2014;55698;Pernoctaciones;23245.052631475;A
40123;55140;2014;55565;Pernoctaciones;18230.270676617;A
40123;55140;2014;55697;Pernoctaciones;5014.781954858;A
40123;55140;2013;55698;Pernoctaciones;15596.287992843;A
40123;55140;2013;55565;Pernoctaciones;13516.632106829;A
40123;55140;2013;55697;Pernoctaciones;2079.655886014;A
40123;55142;2020;55698;Pernoctaciones;32623.010634705;A
40123;55142;2020;55565;Pernoctaciones;30457.93319705;A
40123;55142;2020;55697;Pernoctaciones;2165.077437655;A
40123;55142;2019;55698;Pernoctaciones;55709.948420558;A
40123;55142;2019;55565;Pernoctaciones;45198.35541727;A
40123;55142;2019;55697;Pernoctaciones;10511.593003288;A
40123;55142;2018;55698;Pernoctaciones;56267.259969468;A
40123;55142;2018;55565;Pernoctaciones;46781.878944577;A
40123;55142;2018;55697;Pernoctaciones;9485.381024891;A
40123;55142;2017;55698;Pernoctaciones;54006.577320591;A
40123;55142;2017;55565;Pernoctaciones;41830.909740061;A
40123;55142;2017;55697;Pernoctaciones;12175.66758053;A
40123;55142;2016;55698;Pernoctaciones;52150.446483536;A
40123;55142;2016;55565;Pernoctaciones;38045.215987476;A
40123;55142;2016;55697;Pernoctaciones;14105.23049606;A
40123;55142;2015;55698;Pernoctaciones;57558.063696253;A
40123;55142;2015;55565;Pernoctaciones;44914.501816615;A
40123;55142;2015;55697;Pernoctaciones;12643.561879638;A
40123;55142;2014;55698;Pernoctaciones;46862.397417296;A
40123;55142;2014;55565;Pernoctaciones;35801.164381485;A
40123;55142;2014;55697;Pernoctaciones;11061.233035811;A
40123;55142;2013;55698;Pernoctaciones;33190.902026164;A
40123;55142;2013;55565;Pernoctaciones;27359.03501674;A
40123;55142;2013;55697;Pernoctaciones;5831.867009424;A
40123;55144;2020;55698;Pernoctaciones;41912.499764453;A
40123;55144;2020;55565;Pernoctaciones;39743.362327009;A
40123;55144;2020;55697;Pernoctaciones;2169.137437444;A
40123;55144;2019;55698;Pernoctaciones;50042.952990386;A
40123;55144;2019;55565;Pernoctaciones;47460.306410173;A
40123;55144;2019;55697;Pernoctaciones;2582.646580213;A
40123;55144;2018;55698;Pernoctaciones;46426.373226159;A
40123;55144;2018;55565;Pernoctaciones;45323.821731135;A
40123;55144;2018;55697;Pernoctaciones;1102.551495024;A
40123;55144;2017;55698;Pernoctaciones;43355.683539706;A
40123;55144;2017;55565;Pernoctaciones;41253.432046742;A
40123;55144;2017;55697;Pernoctaciones;2102.251492964;A
40123;55144;2016;55698;Pernoctaciones;43869.87407542;A
40123;55144;2016;55565;Pernoctaciones;42411.175970431;A
40123;55144;2016;55697;Pernoctaciones;1458.698104989;A
40123;55144;2015;55698;Pernoctaciones;42420.84485772;A
40123;55144;2015;55565;Pernoctaciones;41376.765429246;A
40123;55144;2015;55697;Pernoctaciones;1044.079428474;A
40123;55144;2014;55698;Pernoctaciones;32284.70120985;A
40123;55144;2014;55565;Pernoctaciones;31723.711897106;A
40123;55144;2014;55697;Pernoctaciones;560.989312744;A
40123;55144;2013;55698;Pernoctaciones;39451.238374004;A
40123;55144;2013;55565;Pernoctaciones;37586.614371415;A
40123;55144;2013;55697;Pernoctaciones;1864.624002589;A
40123;55145;2020;55698;Pernoctaciones;22426.741335515;A
40123;55145;2020;55565;Pernoctaciones;22002.770198214;A
40123;55145;2020;55697;Pernoctaciones;423.971137301;A
40123;55145;2019;55698;Pernoctaciones;34766.94034677;A
40123;55145;2019;55565;Pernoctaciones;27573.600062143;A
40123;55145;2019;55697;Pernoctaciones;7193.340284627;A
40123;55145;2018;55698;Pernoctaciones;40066.660064387;A
40123;55145;2018;55565;Pernoctaciones;26892.907110997;A
40123;55145;2018;55697;Pernoctaciones;13173.75295339;A
40123;55145;2017;55698;Pernoctaciones;29770.599662032;A
40123;55145;2017;55565;Pernoctaciones;23573.71181403;A
40123;55145;2017;55697;Pernoctaciones;6196.887848002;A
40123;55145;2016;55698;Pernoctaciones;25475.914324685;A
40123;55145;2016;55565;Pernoctaciones;22626.849832937;A
40123;55145;2016;55697;Pernoctaciones;2849.064491748;A
40123;55145;2015;55698;Pernoctaciones;23482.418011739;A
40123;55145;2015;55565;Pernoctaciones;22461.546189686;A
40123;55145;2015;55697;Pernoctaciones;1020.871822053;A
40123;55145;2014;55698;Pernoctaciones;27705.755007884;A
40123;55145;2014;55565;Pernoctaciones;26933.862818744;A
40123;55145;2014;55697;Pernoctaciones;771.89218914;A
40123;55145;2013;55698;Pernoctaciones;23509.394336874;A
40123;55145;2013;55565;Pernoctaciones;22231.01163079;A
40123;55145;2013;55697;Pernoctaciones;1278.382706084;A
40123;55146;2020;55698;Pernoctaciones;24056.390806695;A
40123;55146;2020;55565;Pernoctaciones;22567.886413311;A
40123;55146;2020;55697;Pernoctaciones;1488.504393384;A
40123;55146;2019;55698;Pernoctaciones;57356.973054367;A
40123;55146;2019;55565;Pernoctaciones;38544.179085505;A
40123;55146;2019;55697;Pernoctaciones;18812.793968862;A
40123;55146;2018;55698;Pernoctaciones;45824.114098512;A
40123;55146;2018;55565;Pernoctaciones;22496.595636799;A
40123;55146;2018;55697;Pernoctaciones;23327.518461713;A
40123;55146;2017;55698;Pernoctaciones;43663.257381271;A
40123;55146;2017;55565;Pernoctaciones;25946.655186261;A
40123;55146;2017;55697;Pernoctaciones;17716.60219501;A
40123;55146;2016;55698;Pernoctaciones;35893.789310896;A
40123;55146;2016;55565;Pernoctaciones;21238.241276965;A
40123;55146;2016;55697;Pernoctaciones;14655.548033931;A
40123;55146;2015;55698;Pernoctaciones;35032.642695025;A
40123;55146;2015;55565;Pernoctaciones;19286.242929053;A
40123;55146;2015;55697;Pernoctaciones;15746.399765972;A
40123;55146;2014;55698;Pernoctaciones;27914.693296837;A
40123;55146;2014;55565;Pernoctaciones;19841.189205247;A
40123;55146;2014;55697;Pernoctaciones;8073.50409159;A
40123;55146;2013;55698;Pernoctaciones;26263.091289381;A
40123;55146;2013;55565;Pernoctaciones;17649.501041242;A
40123;55146;2013;55697;Pernoctaciones;8613.590248139;A
40123;55147;2020;55698;Pernoctaciones;92800.087113625;A
40123;55147;2020;55565;Pernoctaciones;64185.679972219;A
40123;55147;2020;55697;Pernoctaciones;28614.407141406;A
40123;55147;2019;55698;Pernoctaciones;279210.945022331;A
40123;55147;2019;55565;Pernoctaciones;50675.130596288;A
40123;55147;2019;55697;Pernoctaciones;228535.814426043;A
40123;55147;2018;55698;Pernoctaciones;260880.81989131;A
40123;55147;2018;55565;Pernoctaciones;27896.57285098;A
40123;55147;2018;55697;Pernoctaciones;232984.24704033;A
40123;55147;2017;55698;Pernoctaciones;233385.904243369;A
40123;55147;2017;55565;Pernoctaciones;23882.824176856;A
40123;55147;2017;55697;Pernoctaciones;209503.080066513;A
40123;55147;2016;55698;Pernoctaciones;120978.994666032;A
40123;55147;2016;55565;Pernoctaciones;18399.267117744;A
40123;55147;2016;55697;Pernoctaciones;102579.727548288;A
40123;55147;2015;55698;Pernoctaciones;68115.031964494;A
40123;55147;2015;55565;Pernoctaciones;5836.343751946;A
40123;55147;2015;55697;Pernoctaciones;62278.688212548;A
40123;55147;2014;55698;Pernoctaciones;67688.11739267;A
40123;55147;2014;55565;Pernoctaciones;10329.7007431;A
40123;55147;2014;55697;Pernoctaciones;57358.41664957;A
40123;55147;2013;55698;Pernoctaciones;52637.370491119;A
40123;55147;2013;55565;Pernoctaciones;6363.958497194;A
40123;55147;2013;55697;Pernoctaciones;46273.411993925;A
40123;55148;2020;55698;Pernoctaciones;20849.525671448;A
40123;55148;2020;55565;Pernoctaciones;19012.423201884;A
40123;55148;2020;55697;Pernoctaciones;1837.102469564;A
40123;55148;2019;55698;Pernoctaciones;38386.404577191;A
40123;55148;2019;55565;Pernoctaciones;23328.501066596;A
40123;55148;2019;55697;Pernoctaciones;15057.903510595;A
40123;55148;2018;55698;Pernoctaciones;45523.55062067;A
40123;55148;2018;55565;Pernoctaciones;29177.01682914;A
40123;55148;2018;55697;Pernoctaciones;16346.53379153;A
40123;55148;2017;55698;Pernoctaciones;41446.526367063;A
40123;55148;2017;55565;Pernoctaciones;28315.55851668;A
40123;55148;2017;55697;Pernoctaciones;13130.967850383;A
40123;55148;2016;55698;Pernoctaciones;41591.372706852;A
40123;55148;2016;55565;Pernoctaciones;29102.482766478;A
40123;55148;2016;55697;Pernoctaciones;12488.889940374;A
40123;55148;2015;55698;Pernoctaciones;40829.483370689;A
40123;55148;2015;55565;Pernoctaciones;28735.642072179;A
40123;55148;2015;55697;Pernoctaciones;12093.84129851;A
40123;55148;2014;55698;Pernoctaciones;33344.471293334;A
40123;55148;2014;55565;Pernoctaciones;23621.667859467;A
40123;55148;2014;55697;Pernoctaciones;9722.803433867;A
40123;55148;2013;55698;Pernoctaciones;27602.731891762;A
40123;55148;2013;55565;Pernoctaciones;20662.228092038;A
40123;55148;2013;55697;Pernoctaciones;6940.503799724;A
40123;55149;2016;55698;Pernoctaciones;5524.136574045;A
40123;55149;2016;55565;Pernoctaciones;5197.432870339;A
40123;55149;2016;55697;Pernoctaciones;326.703703706;A
40124;55537;2021;55698;Pernoctaciones;21058.772178232;A
40124;55537;2021;55565;Pernoctaciones;17474.73425535;A
40124;55537;2021;55697;Pernoctaciones;3584.037922882;A
40124;55541;2021;55698;Pernoctaciones;115788.383066691;A
40124;55541;2021;55565;Pernoctaciones;50057.509360687;A
40124;55541;2021;55697;Pernoctaciones;65730.873706004;A
40124;55125;2021;55698;Pernoctaciones;21098.942382892;A
40124;55125;2021;55565;Pernoctaciones;18321.329402532;A
40124;55125;2021;55697;Pernoctaciones;2777.61298036;A
40124;55130;2021;55698;Pernoctaciones;32621.62059232;A
40124;55130;2021;55565;Pernoctaciones;25650.996727186;A
40124;55130;2021;55697;Pernoctaciones;6970.623865134;A
40124;55136;2021;55698;Pernoctaciones;44934.097969515;A
40124;55136;2021;55565;Pernoctaciones;40733.892115911;A
40124;55136;2021;55697;Pernoctaciones;4200.205853604;A
40124;55142;2021;55698;Pernoctaciones;45658.901739259;A
40124;55142;2021;55565;Pernoctaciones;41947.822003793;A
40124;55142;2021;55697;Pernoctaciones;3711.079735466;A
40124;55144;2021;55698;Pernoctaciones;39831.808633848;A
40124;55144;2021;55565;Pernoctaciones;39688.24842227;A
40124;55144;2021;55697;Pernoctaciones;143.560211578;A
40124;55145;2021;55698;Pernoctaciones;28823.80485258;A
40124;55145;2021;55565;Pernoctaciones;27999.109522983;A
40124;55145;2021;55697;Pernoctaciones;824.695329597;A
40124;55146;2021;55698;Pernoctaciones;30081.800855263;A
40124;55146;2021;55565;Pernoctaciones;26836.040706278;A
40124;55146;2021;55697;Pernoctaciones;3245.760148985;A
40124;55147;2021;55698;Pernoctaciones;144864.470730425;A
40124;55147;2021;55565;Pernoctaciones;77082.321287736;A
40124;55147;2021;55697;Pernoctaciones;67782.149442689;A
40124;55148;2021;55698;Pernoctaciones;33683.014582437;A
40124;55148;2021;55565;Pernoctaciones;28363.916641317;A
40124;55148;2021;55697;Pernoctaciones;5319.09794112;A
40123;55537;2020;55698;Estancia media;4.2443789421417195;A
40123;55537;2020;55565;Estancia media;4.005078848266172;A
40123;55537;2020;55697;Estancia media;6.790872675646106;A
40123;55537;2019;55698;Estancia media;3.9615637919226088;A
40123;55537;2019;55565;Estancia media;3.2306163651816733;A
40123;55537;2019;55697;Estancia media;4.966297585434086;A
40123;55537;2018;55698;Estancia media;3.2720809401814726;A
40123;55537;2018;55565;Estancia media;2.844826390715708;A
40123;55537;2018;55697;Estancia media;4.239602979394172;A
40123;55537;2017;55698;Estancia media;3.2497669542326695;A
40123;55537;2017;55565;Estancia media;2.937418495608709;A
40123;55537;2017;55697;Estancia media;3.9535284664317993;A
40123;55537;2016;55698;Estancia media;3.579614761975162;A
40123;55537;2016;55565;Estancia media;3.074572593802747;A
40123;55537;2016;55697;Estancia media;4.723963128278676;A
40123;55537;2015;55698;Estancia media;3.9371124560002517;A
40123;55537;2015;55565;Estancia media;3.586752787496035;A
40123;55537;2015;55697;Estancia media;6.003233284755833;A
40123;55537;2014;55698;Estancia media;4.552885861427361;A
40123;55537;2014;55565;Estancia media;4.367385853339369;A
40123;55537;2014;55697;Estancia media;5.2542121292023465;A
40123;55537;2013;55698;Estancia media;3.8747876808943595;A
40123;55537;2013;55565;Estancia media;4.006291427203395;A
40123;55537;2013;55697;Estancia media;3.3797589188485797;A
40123;55538;2016;55698;Estancia media;2.473270715794586;A
40123;55538;2016;55565;Estancia media;2.2492172444347016;A
40123;55538;2016;55697;Estancia media;3.458178927191488;A
40123;55538;2015;55698;Estancia media;2.635758382715053;A
40123;55538;2015;55565;Estancia media;2.436921593354536;A
40123;55538;2015;55697;Estancia media;3.235586864188325;A
40123;55538;2014;55698;Estancia media;2.723979718646424;A
40123;55538;2014;55565;Estancia media;2.425519408239161;A
40123;55538;2014;55697;Estancia media;3.522016755213238;A
40123;55538;2013;55698;Estancia media;2.7118798802835116;A
40123;55538;2013;55565;Estancia media;2.589482645762124;A
40123;55538;2013;55697;Estancia media;2.9523968058976053;A
40123;55541;2020;55698;Estancia media;7.101535463031659;A
40123;55541;2020;55565;Estancia media;6.035712011893751;A
40123;55541;2020;55697;Estancia media;10.305702909307616;A
40123;55541;2019;55698;Estancia media;5.933398270968355;A
40123;55541;2019;55565;Estancia media;3.731987610989783;A
40123;55541;2019;55697;Estancia media;9.679709683073906;A
40123;55541;2018;55698;Estancia media;8.030653468237118;A
40123;55541;2018;55565;Estancia media;4.702425712743764;A
40123;55541;2018;55697;Estancia media;9.037125726647226;A
40123;55541;2017;55698;Estancia media;6.743977862885335;A
40123;55541;2017;55565;Estancia media;3.6482908120503708;A
40123;55541;2017;55697;Estancia media;7.826726722551367;A
40123;55125;2020;55698;Estancia media;2.589505018817278;A
40123;55125;2020;55565;Estancia media;2.582024676032485;A
40123;55125;2020;55697;Estancia media;2.807439956722546;A
40123;55125;2019;55698;Estancia media;2.567539931954777;A
40123;55125;2019;55565;Estancia media;2.4930709118060026;A
40123;55125;2019;55697;Estancia media;2.7949789285342193;A
40123;55125;2018;55698;Estancia media;2.954333190722131;A
40123;55125;2018;55565;Estancia media;2.4217203233389473;A
40123;55125;2018;55697;Estancia media;3.829180522051993;A
40123;55125;2017;55698;Estancia media;2.690706278987452;A
40123;55125;2017;55565;Estancia media;2.442761812793124;A
40123;55125;2017;55697;Estancia media;3.302736490736828;A
40123;55125;2016;55698;Estancia media;2.717290830158657;A
40123;55125;2016;55565;Estancia media;2.336964347794961;A
40123;55125;2016;55697;Estancia media;3.5250379500200824;A
40123;55125;2015;55698;Estancia media;2.8776893667729833;A
40123;55125;2015;55565;Estancia media;2.272596463761327;A
40123;55125;2015;55697;Estancia media;4.148340856372458;A
40123;55125;2014;55698;Estancia media;2.4377742683443;A
40123;55125;2014;55565;Estancia media;2.2326620952065004;A
40123;55125;2014;55697;Estancia media;3.158013923949315;A
40123;55125;2013;55698;Estancia media;2.726922682187931;A
40123;55125;2013;55565;Estancia media;2.51164430635329;A
40123;55125;2013;55697;Estancia media;3.4750747829289206;A
40123;55128;2016;55698;Estancia media;4.939338092089833;A
40123;55128;2016;55565;Estancia media;2.885282157128337;A
40123;55128;2016;55697;Estancia media;6.488172802231757;A
40123;55128;2015;55698;Estancia media;4.28396599900881;A
40123;55128;2015;55565;Estancia media;2.5480724684659215;A
40123;55128;2015;55697;Estancia media;6.4331986970738315;A
40123;55128;2014;55698;Estancia media;4.808101867234294;A
40123;55128;2014;55565;Estancia media;2.4364091370736336;A
40123;55128;2014;55697;Estancia media;7.78235601130378;A
40123;55128;2013;55698;Estancia media;3.4919920886417697;A
40123;55128;2013;55565;Estancia media;2.4729013307808625;A
40123;55128;2013;55697;Estancia media;6.709435181277878;A
40123;55130;2020;55698;Estancia media;3.993910579950693;A
40123;55130;2020;55565;Estancia media;3.794235950202185;A
40123;55130;2020;55697;Estancia media;8.183053113292539;A
40123;55130;2019;55698;Estancia media;3.4963885320070878;A
40123;55130;2019;55565;Estancia media;2.8392513935902897;A
40123;55130;2019;55697;Estancia media;4.460964372082749;A
40123;55130;2018;55698;Estancia media;3.106424520200396;A
40123;55130;2018;55565;Estancia media;2.712573813457125;A
40123;55130;2018;55697;Estancia media;4.024333199305606;A
40123;55130;2017;55698;Estancia media;3.3338186600199506;A
40123;55130;2017;55565;Estancia media;2.547699493264826;A
40123;55130;2017;55697;Estancia media;4.652434564861738;A
40123;55130;2016;55698;Estancia media;3.344217216705143;A
40123;55130;2016;55565;Estancia media;2.5735130815882896;A
40123;55130;2016;55697;Estancia media;4.650696089545421;A
40123;55130;2015;55698;Estancia media;3.905022321831208;A
40123;55130;2015;55565;Estancia media;2.892760206709291;A
40123;55130;2015;55697;Estancia media;6.479731043370663;A
40123;55130;2014;55698;Estancia media;3.796200135445652;A
40123;55130;2014;55565;Estancia media;2.7138061222175645;A
40123;55130;2014;55697;Estancia media;5.6999897721042;A
40123;55130;2013;55698;Estancia media;4.105328402985862;A
40123;55130;2013;55565;Estancia media;2.5800051932826826;A
40123;55130;2013;55697;Estancia media;6.308583451101884;A
40123;55132;2013;55698;Estancia media;2.4581926163981245;A
40123;55132;2013;55565;Estancia media;2.395856015763881;A
40123;55132;2013;55697;Estancia media;2.5521128196930944;A
40123;55133;2017;55698;Estancia media;3.216325105118723;A
40123;55133;2017;55565;Estancia media;2.947430475149421;A
40123;55133;2017;55697;Estancia media;3.9527789518443845;A
40123;55133;2016;55698;Estancia media;4.011764346889043;A
40123;55133;2016;55565;Estancia media;3.2706803618768285;A
40123;55133;2016;55697;Estancia media;6.1089210152279145;A
40123;55133;2015;55698;Estancia media;4.051855772920789;A
40123;55133;2015;55565;Estancia media;3.711170137142103;A
40123;55133;2015;55697;Estancia media;6.360522415258369;A
40123;55133;2014;55698;Estancia media;4.94330766964316;A
40123;55133;2014;55565;Estancia media;4.582160313780327;A
40123;55133;2014;55697;Estancia media;6.760788879899837;A
40123;55133;2013;55698;Estancia media;4.4249610532317325;A
40123;55133;2013;55565;Estancia media;4.387534174521631;A
40123;55133;2013;55697;Estancia media;4.660465843386921;A
40123;55134;2013;55698;Estancia media;3.1024612293246183;A
40123;55134;2013;55565;Estancia media;2.6767010006816423;A
40123;55134;2013;55697;Estancia media;5.930039029632907;A
40123;55136;2020;55698;Estancia media;2.9650658641973218;A
40123;55136;2020;55565;Estancia media;3.0070848967556705;A
40123;55136;2020;55697;Estancia media;2.3103086695630357;A
40123;55136;2019;55698;Estancia media;2.9586455161037266;A
40123;55136;2019;55565;Estancia media;2.8262535319952686;A
40123;55136;2019;55697;Estancia media;3.2712687830387783;A
40123;55136;2018;55698;Estancia media;2.999779832686631;A
40123;55136;2018;55565;Estancia media;2.963732799716935;A
40123;55136;2018;55697;Estancia media;3.102328347445756;A
40123;55136;2017;55698;Estancia media;2.925511950309038;A
40123;55136;2017;55565;Estancia media;2.5726888054448533;A
40123;55136;2017;55697;Estancia media;4.8922352957071595;A
40123;55136;2016;55698;Estancia media;3.2499328785164763;A
40123;55136;2016;55565;Estancia media;2.3789636161776113;A
40123;55136;2016;55697;Estancia media;5.487320893676753;A
40123;55136;2015;55698;Estancia media;2.6415776265943633;A
40123;55136;2015;55565;Estancia media;2.053902535689951;A
40123;55136;2015;55697;Estancia media;4.641130798783635;A
40123;55136;2014;55698;Estancia media;3.2573489393061594;A
40123;55136;2014;55565;Estancia media;2.548347134774717;A
40123;55136;2014;55697;Estancia media;6.101555270828487;A
40123;55136;2013;55698;Estancia media;3.023335448777314;A
40123;55136;2013;55565;Estancia media;2.5790753876457804;A
40123;55136;2013;55697;Estancia media;5.341576721944535;A
40123;55140;2019;55698;Estancia media;3.163881070601147;A
40123;55140;2019;55565;Estancia media;2.755803872806557;A
40123;55140;2019;55697;Estancia media;4.063929269805254;A
40123;55140;2018;55698;Estancia media;3.3277263125079695;A
40123;55140;2018;55565;Estancia media;2.8356832146526036;A
40123;55140;2018;55697;Estancia media;4.45359042141789;A
40123;55140;2017;55698;Estancia media;3.428905899080996;A
40123;55140;2017;55565;Estancia media;3.226097375518524;A
40123;55140;2017;55697;Estancia media;3.8398243299045416;A
40123;55140;2015;55698;Estancia media;4.886654539544259;A
40123;55140;2015;55565;Estancia media;4.328384452245255;A
40123;55140;2015;55697;Estancia media;22.432195728032482;A
40123;55140;2014;55698;Estancia media;3.3313707404014647;A
40123;55140;2014;55565;Estancia media;2.9584339966040023;A
40123;55140;2014;55697;Estancia media;6.1494191406801395;A
40123;55140;2013;55698;Estancia media;5.560466311686081;A
40123;55140;2013;55565;Estancia media;4.9502001531639195;A
40123;55140;2013;55697;Estancia media;27.978617303744894;A
40123;55142;2020;55698;Estancia media;2.6473430366087873;A
40123;55142;2020;55565;Estancia media;2.615111931808983;A
40123;55142;2020;55697;Estancia media;3.2026318492510435;A
40123;55142;2019;55698;Estancia media;2.1537613707681897;A
40123;55142;2019;55565;Estancia media;2.0017828275447203;A
40123;55142;2019;55697;Estancia media;3.1976363426315815;A
40123;55142;2018;55698;Estancia media;2.2364281836446556;A
40123;55142;2018;55565;Estancia media;2.0975142185866504;A
40123;55142;2018;55697;Estancia media;3.321276081610531;A
40123;55142;2017;55698;Estancia media;2.5749154286298657;A
40123;55142;2017;55565;Estancia media;2.407377069632527;A
40123;55142;2017;55697;Estancia media;3.3840271769356347;A
40123;55142;2016;55698;Estancia media;2.4702450901638873;A
40123;55142;2016;55565;Estancia media;2.238195923162836;A
40123;55142;2016;55697;Estancia media;3.429188989492368;A
40123;55142;2015;55698;Estancia media;2.3302855295369618;A
40123;55142;2015;55565;Estancia media;2.17412604837732;A
40123;55142;2015;55697;Estancia media;3.128542811069061;A
40123;55142;2014;55698;Estancia media;2.413058179679347;A
40123;55142;2014;55565;Estancia media;2.139427937065048;A
40123;55142;2014;55697;Estancia media;4.117576806288982;A
40123;55142;2013;55698;Estancia media;2.4880054470857607;A
40123;55142;2013;55565;Estancia media;2.2280507342247993;A
40123;55142;2013;55697;Estancia media;5.496542636285145;A
40123;55144;2020;55698;Estancia media;2.964245502053702;A
40123;55144;2020;55565;Estancia media;2.8888566740291495;A
40123;55144;2020;55697;Estancia media;5.680196049114585;A
40123;55144;2019;55698;Estancia media;2.5647127061143853;A
40123;55144;2019;55565;Estancia media;2.583435517635651;A
40123;55144;2019;55697;Estancia media;2.2632880171029153;A
40123;55144;2018;55698;Estancia media;2.534407565601396;A
40123;55144;2018;55565;Estancia media;2.5544300448372783;A
40123;55144;2018;55697;Estancia media;1.916783144103047;A
40123;55144;2017;55698;Estancia media;2.7982049635473705;A
40123;55144;2017;55565;Estancia media;2.717758901386437;A
40123;55144;2017;55697;Estancia media;6.676016116982006;A
40123;55144;2016;55698;Estancia media;2.7633223429706786;A
40123;55144;2016;55565;Estancia media;2.757267289302186;A
40123;55144;2016;55697;Estancia media;2.95179122828533;A
40123;55144;2015;55698;Estancia media;2.872455925669663;A
40123;55144;2015;55565;Estancia media;2.8731894112180933;A
40123;55144;2015;55697;Estancia media;2.8436864457746056;A
40123;55144;2014;55698;Estancia media;2.9517905981413937;A
40123;55144;2014;55565;Estancia media;2.9300908863603072;A
40123;55144;2014;55697;Estancia media;5.078749310852894;A
40123;55144;2013;55698;Estancia media;3.1543480474079035;A
40123;55144;2013;55565;Estancia media;3.1416137072536263;A
40123;55144;2013;55697;Estancia media;3.435017082930048;A
40123;55145;2020;55698;Estancia media;3.203269109187539;A
40123;55145;2020;55565;Estancia media;3.2020034200733676;A
40123;55145;2020;55697;Estancia media;3.270356582045406;A
40123;55145;2019;55698;Estancia media;2.1649939624877943;A
40123;55145;2019;55565;Estancia media;2.143733701288827;A
40123;55145;2019;55697;Estancia media;2.250549719650141;A
40123;55145;2018;55698;Estancia media;2.169580034257179;A
40123;55145;2018;55565;Estancia media;2.1300574422936607;A
40123;55145;2018;55697;Estancia media;2.2549937637638706;A
40123;55145;2017;55698;Estancia media;2.4638738324186513;A
40123;55145;2017;55565;Estancia media;2.3586774609480363;A
40123;55145;2017;55697;Estancia media;2.96731704204919;A
40123;55145;2016;55698;Estancia media;3.1162328526091394;A
40123;55145;2016;55565;Estancia media;3.109463234002998;A
40123;55145;2016;55697;Estancia media;3.1710612074529245;A
40123;55145;2015;55698;Estancia media;3.0675812803230147;A
40123;55145;2015;55565;Estancia media;3.0076876995095363;A
40123;55145;2015;55697;Estancia media;5.459719812233977;A
40123;55145;2014;55698;Estancia media;2.9727385117453546;A
40123;55145;2014;55565;Estancia media;2.933119301901657;A
40123;55145;2014;55697;Estancia media;5.622970418635631;A
40123;55145;2013;55698;Estancia media;2.457121105447883;A
40123;55145;2013;55565;Estancia media;2.4115052895897313;A
40123;55145;2013;55697;Estancia media;3.661588724841991;A
40123;55146;2020;55698;Estancia media;3.0078713651495343;A
40123;55146;2020;55565;Estancia media;2.93298687141819;A
40123;55146;2020;55697;Estancia media;4.907600958717762;A
40123;55146;2019;55698;Estancia media;2.7553986948030764;A
40123;55146;2019;55565;Estancia media;2.5034652021644015;A
40123;55146;2019;55697;Estancia media;3.471069205026925;A
40123;55146;2018;55698;Estancia media;3.0173932919451;A
40123;55146;2018;55565;Estancia media;2.42480276467608;A
40123;55146;2018;55697;Estancia media;3.947824824632356;A
40123;55146;2017;55698;Estancia media;2.853576499336111;A
40123;55146;2017;55565;Estancia media;2.4592385664538985;A
40123;55146;2017;55697;Estancia media;3.729376842476526;A
40123;55146;2016;55698;Estancia media;2.76065527887401;A
40123;55146;2016;55565;Estancia media;2.375327533945329;A
40123;55146;2016;55697;Estancia media;3.609096497399439;A
40123;55146;2015;55698;Estancia media;2.799401082309613;A
40123;55146;2015;55565;Estancia media;2.3013560577616876;A
40123;55146;2015;55697;Estancia media;3.809041898079353;A
40123;55146;2014;55698;Estancia media;2.424031756765721;A
40123;55146;2014;55565;Estancia media;2.253998545876179;A
40123;55146;2014;55697;Estancia media;2.9756951876007705;A
40123;55146;2013;55698;Estancia media;2.6707327605830264;A
40123;55146;2013;55565;Estancia media;2.4881360599026516;A
40123;55146;2013;55697;Estancia media;3.1434143099587546;A
40123;55147;2020;55698;Estancia media;5.162730215425908;A
40123;55147;2020;55565;Estancia media;4.203274954981243;A
40123;55147;2020;55697;Estancia media;10.579885629193809;A
40123;55147;2019;55698;Estancia media;4.401222816813109;A
40123;55147;2019;55565;Estancia media;2.5208054890845712;A
