D_ESTADO_DATO_0;D_RESITUR_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40123;55562;2019;Pernoctaciones;291.405717359;A
40123;55562;2018;Pernoctaciones;827.958919694;A
40123;55562;2017;Pernoctaciones;879.549045753;A
40123;55562;2016;Pernoctaciones;1145.689852258;A
40123;55562;2015;Pernoctaciones;302.201552499;A
40123;55562;2014;Pernoctaciones;1163.66066602;A
40123;55562;2013;Pernoctaciones;234.038867569;A
40124;55564;2021;Pernoctaciones;707992.457222211;A
40124;55543;2021;Pernoctaciones;510973.240088054;A
40124;55563;2021;Pernoctaciones;197019.217134157;A
40124;55545;2021;Pernoctaciones;2260.146020841;A
40124;55546;2021;Pernoctaciones;1589.812940096;A
40124;55547;2021;Pernoctaciones;1885.705088405;A
40124;55548;2021;Pernoctaciones;2193.986241657;A
40124;55549;2021;Pernoctaciones;8555.529871816;A
40124;55550;2021;Pernoctaciones;8129.961294353;A
40124;55551;2021;Pernoctaciones;22111.782004615;A
40124;55552;2021;Pernoctaciones;15374.08066317;A
40124;55553;2021;Pernoctaciones;6764.264440882;A
40124;55554;2021;Pernoctaciones;5505.480836561;A
40124;55555;2021;Pernoctaciones;92579.639906542;A
40124;55556;2021;Pernoctaciones;13832.097410223;A
40124;55557;2021;Pernoctaciones;986.390276105;A
40124;55558;2021;Pernoctaciones;8786.969135577;A
40124;55559;2021;Pernoctaciones;744.602850437;A
40124;55544;2021;Pernoctaciones;2289.124620256;A
40124;55561;2021;Pernoctaciones;2096.036360481;A
40124;55562;2021;Pernoctaciones;1333.60717214;A
40123;55564;2020;% Pernoctaciones;100.0;A
40123;55564;2019;% Pernoctaciones;100.0;A
40123;55564;2018;% Pernoctaciones;100.0;A
40123;55564;2017;% Pernoctaciones;100.0;A
40123;55564;2016;% Pernoctaciones;100.0;A
40123;55564;2015;% Pernoctaciones;100.0;A
40123;55564;2014;% Pernoctaciones;100.0;A
40123;55564;2013;% Pernoctaciones;100.0;A
40123;55543;2020;% Pernoctaciones;74.8907157194607;A
40123;55543;2019;% Pernoctaciones;68.2252509543873;A
40123;55543;2018;% Pernoctaciones;69.65723489703123;A
40123;55543;2017;% Pernoctaciones;69.07888321403995;A
40123;55543;2016;% Pernoctaciones;69.0183093502553;A
40123;55543;2015;% Pernoctaciones;70.74580520522048;A
40123;55543;2014;% Pernoctaciones;71.03236889818795;A
40123;55543;2013;% Pernoctaciones;66.56122787522567;A
40123;55563;2020;% Pernoctaciones;25.109284280539306;A
40123;55563;2019;% Pernoctaciones;31.774749045612698;A
40123;55563;2018;% Pernoctaciones;30.342765102968784;A
40123;55563;2017;% Pernoctaciones;30.921116785960056;A
40123;55563;2016;% Pernoctaciones;30.981690649744714;A
40123;55563;2015;% Pernoctaciones;29.25419479477953;A
40123;55563;2014;% Pernoctaciones;28.967631101812053;A
40123;55563;2013;% Pernoctaciones;33.43877212477432;A
40123;55545;2020;% Pernoctaciones;0.1747009048805012;A
40123;55545;2019;% Pernoctaciones;0.5206641997747901;A
40123;55545;2018;% Pernoctaciones;0.5226996478067052;A
40123;55545;2017;% Pernoctaciones;0.466025262059152;A
40123;55545;2016;% Pernoctaciones;0.33517765542936406;A
40123;55545;2015;% Pernoctaciones;0.49947902175517594;A
40123;55545;2014;% Pernoctaciones;0.23472131830129683;A
40123;55545;2013;% Pernoctaciones;0.3338576387854063;A
40123;55546;2020;% Pernoctaciones;0.11675237710123221;A
40123;55546;2019;% Pernoctaciones;0.24212989698073786;A
40123;55546;2018;% Pernoctaciones;0.19954356206369717;A
40123;55546;2017;% Pernoctaciones;0.2727661369992339;A
40123;55546;2016;% Pernoctaciones;0.1594555168436081;A
40123;55546;2015;% Pernoctaciones;0.2967271035700188;A
40123;55546;2014;% Pernoctaciones;0.28581490821599764;A
40123;55546;2013;% Pernoctaciones;0.36834174244996;A
40123;55547;2020;% Pernoctaciones;0.15806659952688626;A
40123;55547;2019;% Pernoctaciones;0.7262462131855053;A
40123;55547;2018;% Pernoctaciones;0.20274244835179595;A
40123;55547;2017;% Pernoctaciones;0.2045344490430996;A
40123;55547;2016;% Pernoctaciones;0.4236236952949084;A
40123;55547;2015;% Pernoctaciones;0.3435177256033551;A
40123;55547;2014;% Pernoctaciones;0.9067658129483911;A
40123;55547;2013;% Pernoctaciones;1.1561750401365347;A
40123;55548;2020;% Pernoctaciones;0.13015937221710067;A
40123;55548;2019;% Pernoctaciones;0.145595823415258;A
40123;55548;2018;% Pernoctaciones;0.2201942811014608;A
40123;55548;2017;% Pernoctaciones;0.1630269117936261;A
40123;55548;2016;% Pernoctaciones;0.18898677713379994;A
40123;55548;2015;% Pernoctaciones;0.17474883529940186;A
40123;55548;2014;% Pernoctaciones;0.09587494390795907;A
40123;55548;2013;% Pernoctaciones;0.12448807895110738;A
40123;55549;2020;% Pernoctaciones;0.6294391427385897;A
40123;55549;2019;% Pernoctaciones;0.8521963847627487;A
40123;55549;2018;% Pernoctaciones;0.8537392020015905;A
40123;55549;2017;% Pernoctaciones;1.3241861720803005;A
40123;55549;2016;% Pernoctaciones;0.6187700671381351;A
40123;55549;2015;% Pernoctaciones;1.10163773031845;A
40123;55549;2014;% Pernoctaciones;0.8482346696502154;A
40123;55549;2013;% Pernoctaciones;0.7426375029502241;A
40123;55550;2020;% Pernoctaciones;1.0044870699956332;A
40123;55550;2019;% Pernoctaciones;1.9152847233748278;A
40123;55550;2018;% Pernoctaciones;1.4649937758809075;A
40123;55550;2017;% Pernoctaciones;1.9393684722879845;A
40123;55550;2016;% Pernoctaciones;1.5489517446671552;A
40123;55550;2015;% Pernoctaciones;1.654360188254666;A
40123;55550;2014;% Pernoctaciones;1.4279966735463232;A
40123;55550;2013;% Pernoctaciones;1.5294631939162573;A
40123;55551;2020;% Pernoctaciones;2.657763085092443;A
40123;55551;2019;% Pernoctaciones;4.319121611400113;A
40123;55551;2018;% Pernoctaciones;4.244582397205172;A
40123;55551;2017;% Pernoctaciones;4.975923450766793;A
40123;55551;2016;% Pernoctaciones;4.236073036925917;A
40123;55551;2015;% Pernoctaciones;3.7846540742741013;A
40123;55551;2014;% Pernoctaciones;4.732823062476356;A
40123;55551;2013;% Pernoctaciones;4.609099870081662;A
40123;55552;2020;% Pernoctaciones;2.20970760858398;A
40123;55552;2019;% Pernoctaciones;3.603885108193002;A
40123;55552;2018;% Pernoctaciones;4.4815570415845265;A
40123;55552;2017;% Pernoctaciones;3.414900927898078;A
40123;55552;2016;% Pernoctaciones;4.191008731759697;A
40123;55552;2015;% Pernoctaciones;3.8998197087861524;A
40123;55552;2014;% Pernoctaciones;3.4181718934595797;A
40123;55552;2013;% Pernoctaciones;4.396935144396205;A
40123;55553;2020;% Pernoctaciones;0.7772880881841745;A
40123;55553;2019;% Pernoctaciones;1.1903240090885272;A
40123;55553;2018;% Pernoctaciones;0.9893539383841645;A
40123;55553;2017;% Pernoctaciones;0.7696221489014065;A
40123;55553;2016;% Pernoctaciones;1.5625250335378662;A
40123;55553;2015;% Pernoctaciones;1.2840763814778962;A
40123;55553;2014;% Pernoctaciones;0.9046114256120827;A
40123;55553;2013;% Pernoctaciones;1.5123698742103322;A
40123;55554;2020;% Pernoctaciones;1.1738587983467554;A
40123;55554;2019;% Pernoctaciones;1.1483773828519994;A
40123;55554;2018;% Pernoctaciones;0.7624796662180181;A
40123;55554;2017;% Pernoctaciones;0.417242079801094;A
40123;55554;2016;% Pernoctaciones;0.30498635450965994;A
40123;55554;2015;% Pernoctaciones;0.7430570407485121;A
40123;55554;2014;% Pernoctaciones;0.4684167598194471;A
40123;55554;2013;% Pernoctaciones;0.23899089002901872;A
40123;55555;2020;% Pernoctaciones;11.690030329145316;A
40123;55555;2019;% Pernoctaciones;12.12995695767319;A
40123;55555;2018;% Pernoctaciones;11.607141820985442;A
40123;55555;2017;% Pernoctaciones;12.106195309169623;A
40123;55555;2016;% Pernoctaciones;11.443048796325352;A
40123;55555;2015;% Pernoctaciones;10.575271069996655;A
40123;55555;2014;% Pernoctaciones;10.640539793444148;A
40123;55555;2013;% Pernoctaciones;13.639029721410884;A
40123;55556;2020;% Pernoctaciones;1.6291184319946226;A
40123;55556;2019;% Pernoctaciones;2.475668909172358;A
40123;55556;2018;% Pernoctaciones;2.797279946486454;A
40123;55556;2017;% Pernoctaciones;2.6320463592756993;A
40123;55556;2016;% Pernoctaciones;3.0375413777208924;A
40123;55556;2015;% Pernoctaciones;2.751769049277464;A
40123;55556;2014;% Pernoctaciones;2.6222072334952142;A
40123;55556;2013;% Pernoctaciones;2.2214600331571894;A
40123;55557;2020;% Pernoctaciones;0.15011299376397014;A
40123;55557;2019;% Pernoctaciones;0.1258769269609517;A
40123;55557;2018;% Pernoctaciones;0.24944009209352655;A
40123;55557;2017;% Pernoctaciones;0.29744237061446516;A
40123;55557;2016;% Pernoctaciones;0.3412210345539045;A
40123;55557;2015;% Pernoctaciones;0.40318310141242736;A
40123;55557;2014;% Pernoctaciones;0.21502988763105507;A
40123;55557;2013;% Pernoctaciones;0.3864520146293498;A
40123;55558;2020;% Pernoctaciones;1.6681320681045535;A
40123;55558;2019;% Pernoctaciones;1.5318553291973296;A
40123;55558;2018;% Pernoctaciones;1.0183629658783455;A
40123;55558;2017;% Pernoctaciones;1.1553661194535536;A
40123;55558;2016;% Pernoctaciones;1.4679763937467438;A
40123;55558;2015;% Pernoctaciones;1.0898588129186215;A
40123;55558;2014;% Pernoctaciones;1.011316898484068;A
40123;55558;2013;% Pernoctaciones;1.317352553119599;A
40123;55559;2020;% Pernoctaciones;0.011326277412453832;A
40123;55559;2019;% Pernoctaciones;0.0560071476154066;A
40123;55559;2018;% Pernoctaciones;0.09685864543887253;A
40123;55559;2017;% Pernoctaciones;0.04027658134115273;A
40123;55559;2016;% Pernoctaciones;0.11614919908023674;A
40123;55559;2015;% Pernoctaciones;0.04495460089724188;A
40123;55559;2014;% Pernoctaciones;0.050168232302727225;A
40123;55559;2013;% Pernoctaciones;0.10315118961485535;A
40123;55544;2020;% Pernoctaciones;0.09412673276650971;A
40123;55544;2019;% Pernoctaciones;0.5743287223893173;A
40123;55544;2018;% Pernoctaciones;0.36883126049933135;A
40123;55544;2017;% Pernoctaciones;0.3926824743747801;A
40123;55544;2016;% Pernoctaciones;0.43552619033767076;A
40123;55544;2015;% Pernoctaciones;0.3195882341910574;A
40123;55544;2014;% Pernoctaciones;0.6708589289330223;A
40123;55544;2013;% Pernoctaciones;0.6220924849500651;A
40123;55561;2020;% Pernoctaciones;0.35657183087829625;A
40123;55561;2019;% Pernoctaciones;0.17146760518970444;A
40123;55561;2018;% Pernoctaciones;0.11765627388659593;A
40123;55561;2017;% Pernoctaciones;0.18571600533767055;A
40123;55561;2016;% Pernoctaciones;0.3193024448641414;A
40123;55561;2015;% Pernoctaciones;0.219135871935383;A
40123;55561;2014;% Pernoctaciones;0.14224271164892338;A
40123;55561;2013;% Pernoctaciones;0.07046102132547168;A
40123;55562;2020;% Pernoctaciones;0.4776425698062881;A
40123;55562;2019;% Pernoctaciones;0.04576209438693198;A
40123;55562;2018;% Pernoctaciones;0.14530813710217783;A
40123;55562;2017;% Pernoctaciones;0.16379555476234348;A
40123;55562;2016;% Pernoctaciones;0.25136659987566035;A
40123;55562;2015;% Pernoctaciones;0.06835624406295328;A
40123;55562;2014;% Pernoctaciones;0.29183594793524315;A
40123;55562;2013;% Pernoctaciones;0.06641413066019275;A
40124;55564;2021;% Pernoctaciones;100.0;A
40124;55543;2021;% Pernoctaciones;72.17213049032239;A
40124;55563;2021;% Pernoctaciones;27.827869509677615;A
40124;55545;2021;% Pernoctaciones;0.319233064955045;A
40124;55546;2021;% Pernoctaciones;0.22455224259501116;A
40124;55547;2021;% Pernoctaciones;0.2663453641587528;A
40124;55548;2021;% Pernoctaciones;0.3098883638202934;A
40124;55549;2021;% Pernoctaciones;1.2084210480692672;A
40124;55550;2021;% Pernoctaciones;1.1483118515486284;A
40124;55551;2021;% Pernoctaciones;3.123166324591928;A
40124;55552;2021;% Pernoctaciones;2.17150345407489;A
40124;55553;2021;% Pernoctaciones;0.955414760691294;A
40124;55554;2021;% Pernoctaciones;0.7776185721189183;A
40124;55555;2021;% Pernoctaciones;13.076359636623206;A
40124;55556;2021;% Pernoctaciones;1.953706888981961;A
40124;55557;2021;% Pernoctaciones;0.1393221447549138;A
40124;55558;2021;% Pernoctaciones;1.241110557879731;A
40124;55559;2021;% Pernoctaciones;0.10517101458374697;A
40124;55544;2021;% Pernoctaciones;0.3233261310773448;A
40124;55561;2021;% Pernoctaciones;0.296053487448827;A
40124;55562;2021;% Pernoctaciones;0.18836460170386157;A
40123;55564;2020;Estancia media;3.173205750077857;A
40123;55564;2019;Estancia media;2.4955098220640872;A
40123;55564;2018;Estancia media;2.4556976959138743;A
40123;55564;2017;Estancia media;2.516183635897187;A
40123;55564;2016;Estancia media;2.4920092566804604;A
40123;55564;2015;Estancia media;2.6223063296105766;A
40123;55564;2014;Estancia media;2.7351851758747903;A
40123;55564;2013;Estancia media;2.6380476162875715;A
40123;55543;2020;Estancia media;2.9605581787538178;A
40123;55543;2019;Estancia media;2.3456706631160076;A
40123;55543;2018;Estancia media;2.353473815854794;A
40123;55543;2017;Estancia media;2.3357703898241398;A
40123;55543;2016;Estancia media;2.3284546611854924;A
40123;55543;2015;Estancia media;2.5292678657048278;A
40123;55543;2014;Estancia media;2.604085963509903;A
40123;55543;2013;Estancia media;2.46834659369558;A
40123;55563;2020;Estancia media;4.038339618243192;A
40123;55563;2019;Estancia media;2.8921980705282033;A
40123;55563;2018;Estancia media;2.7276847559903605;A
40123;55563;2017;Estancia media;3.040908671551035;A
40123;55563;2016;Estancia media;2.954291880710757;A
40123;55563;2015;Estancia media;2.8783563470205427;A
40123;55563;2014;Estancia media;3.120395305508813;A
40123;55563;2013;Estancia media;3.056307674129749;A
40123;55545;2020;Estancia media;4.199140245800452;A
40123;55545;2019;Estancia media;3.0143105967250956;A
40123;55545;2018;Estancia media;3.92431794795087;A
40123;55545;2017;Estancia media;3.8544375314250927;A
40123;55545;2016;Estancia media;3.1100933645437;A
40123;55545;2015;Estancia media;3.3443135090071894;A
40123;55545;2014;Estancia media;3.360854894231215;A
40123;55545;2013;Estancia media;2.9511273135064804;A
40123;55546;2020;Estancia media;4.615386236975225;A
40123;55546;2019;Estancia media;2.579254125776979;A
40123;55546;2018;Estancia media;2.5845674547176025;A
40123;55546;2017;Estancia media;3.053165814778093;A
40123;55546;2016;Estancia media;2.9733815107145105;A
40123;55546;2015;Estancia media;3.626213916328795;A
40123;55546;2014;Estancia media;2.6826047321341027;A
40123;55546;2013;Estancia media;3.318023857978039;A
40123;55547;2020;Estancia media;3.963105768911353;A
40123;55547;2019;Estancia media;3.101503946800208;A
40123;55547;2018;Estancia media;2.079275588083025;A
40123;55547;2017;Estancia media;2.246233679268978;A
40123;55547;2016;Estancia media;3.4346310623922167;A
40123;55547;2015;Estancia media;2.6561761874931404;A
40123;55547;2014;Estancia media;31.79203125413465;A
40123;55547;2013;Estancia media;12.581909441983525;A
40123;55548;2020;Estancia media;3.5700106290324913;A
40123;55548;2019;Estancia media;1.880101172855455;A
40123;55548;2018;Estancia media;2.2636525034062007;A
40123;55548;2017;Estancia media;2.987597621674662;A
40123;55548;2016;Estancia media;3.463623095895457;A
40123;55548;2015;Estancia media;3.0407776720527733;A
40123;55548;2014;Estancia media;2.6436950673957673;A
40123;55548;2013;Estancia media;3.328811831070078;A
40123;55549;2020;Estancia media;3.816483385457704;A
40123;55549;2019;Estancia media;2.3449504327671216;A
40123;55549;2018;Estancia media;2.3911765198723627;A
40123;55549;2017;Estancia media;4.1680472770591095;A
40123;55549;2016;Estancia media;2.868035638454494;A
40123;55549;2015;Estancia media;2.9971273165921537;A
40123;55549;2014;Estancia media;3.247237126886009;A
40123;55549;2013;Estancia media;2.204345477889869;A
40123;55550;2020;Estancia media;2.840197463951407;A
40123;55550;2019;Estancia media;2.623829909005812;A
40123;55550;2018;Estancia media;2.3160959419873337;A
40123;55550;2017;Estancia media;2.9227816965544298;A
40123;55550;2016;Estancia media;2.224465136700032;A
40123;55550;2015;Estancia media;2.632073052582752;A
40123;55550;2014;Estancia media;2.626232285142438;A
40123;55550;2013;Estancia media;2.2690574305391147;A
40123;55551;2020;Estancia media;4.176759947506208;A
40123;55551;2019;Estancia media;3.676580186080757;A
40123;55551;2018;Estancia media;3.078978005497253;A
40123;55551;2017;Estancia media;3.926293979543753;A
40123;55551;2016;Estancia media;3.576799187279894;A
40123;55551;2015;Estancia media;3.496985411168236;A
40123;55551;2014;Estancia media;4.40962430487028;A
40123;55551;2013;Estancia media;3.908490253935769;A
40123;55552;2020;Estancia media;3.2621209570949437;A
40123;55552;2019;Estancia media;2.860764067561817;A
40123;55552;2018;Estancia media;2.7221774511367345;A
40123;55552;2017;Estancia media;2.637745279904267;A
40123;55552;2016;Estancia media;3.0099539100065567;A
40123;55552;2015;Estancia media;2.7094022714235937;A
40123;55552;2014;Estancia media;2.820547648765296;A
40123;55552;2013;Estancia media;3.028085459394767;A
40123;55553;2020;Estancia media;3.2964673466962826;A
40123;55553;2019;Estancia media;1.8296586205936207;A
40123;55553;2018;Estancia media;2.181489172811007;A
40123;55553;2017;Estancia media;2.5928444607025405;A
40123;55553;2016;Estancia media;2.4316579616131277;A
40123;55553;2015;Estancia media;2.2318865084267276;A
40123;55553;2014;Estancia media;2.0228594501099875;A
40123;55553;2013;Estancia media;2.77408451824545;A
40123;55554;2020;Estancia media;8.760264037262152;A
40123;55554;2019;Estancia media;6.2016145320543465;A
40123;55554;2018;Estancia media;4.094146668230801;A
40123;55554;2017;Estancia media;2.9502525155288333;A
40123;55554;2016;Estancia media;2.8884070264332835;A
40123;55554;2015;Estancia media;3.657768297251234;A
40123;55554;2014;Estancia media;3.523525551942357;A
40123;55554;2013;Estancia media;2.3496988864824897;A
40123;55555;2020;Estancia media;4.392943092308625;A
40123;55555;2019;Estancia media;2.9140972655556143;A
40123;55555;2018;Estancia media;2.8416425457807932;A
40123;55555;2017;Estancia media;3.0490563378328432;A
40123;55555;2016;Estancia media;2.9905716990485134;A
40123;55555;2015;Estancia media;2.977381690304507;A
40123;55555;2014;Estancia media;2.829584524735356;A
40123;55555;2013;Estancia media;2.9836166694160626;A
40123;55556;2020;Estancia media;2.376942466577697;A
40123;55556;2019;Estancia media;2.29225911403117;A
40123;55556;2018;Estancia media;2.2853199001244118;A
40123;55556;2017;Estancia media;2.32191216528703;A
40123;55556;2016;Estancia media;2.441080443003575;A
40123;55556;2015;Estancia media;2.364704064010006;A
40123;55556;2014;Estancia media;2.7119377768770683;A
40123;55556;2013;Estancia media;2.3970325869638747;A
40123;55557;2020;Estancia media;8.22605633419088;A
40123;55557;2019;Estancia media;2.3905720517034306;A
40123;55557;2018;Estancia media;2.354783801943086;A
40123;55557;2017;Estancia media;3.833813724241468;A
40123;55557;2016;Estancia media;4.6364476484565245;A
40123;55557;2015;Estancia media;4.035038419396743;A
40123;55557;2014;Estancia media;3.6856595268000105;A
40123;55557;2013;Estancia media;3.7340448765874905;A
40123;55558;2020;Estancia media;5.828100098367987;A
40123;55558;2019;Estancia media;3.5203095102840716;A
40123;55558;2018;Estancia media;2.959099040024015;A
40123;55558;2017;Estancia media;3.151686951117315;A
40123;55558;2016;Estancia media;3.3987689365132323;A
40123;55558;2015;Estancia media;3.338708279773034;A
40123;55558;2014;Estancia media;3.2684779747473107;A
40123;55558;2013;Estancia media;3.461160092821003;A
40123;55559;2020;Estancia media;4.198978412471737;A
40123;55559;2019;Estancia media;1.9335069337553854;A
40123;55559;2018;Estancia media;1.4389233061537618;A
40123;55559;2017;Estancia media;2.3904832940448424;A
40123;55559;2016;Estancia media;4.1516268916961465;A
40123;55559;2015;Estancia media;2.301143917252078;A
40123;55559;2014;Estancia media;2.101560928473635;A
40123;55559;2013;Estancia media;2.4703185901203515;A
40123;55544;2020;Estancia media;2.656628038032474;A
40123;55544;2019;Estancia media;2.5609381074175945;A
40123;55544;2018;Estancia media;2.6838341364813494;A
40123;55544;2017;Estancia media;2.6841705400658062;A
40123;55544;2016;Estancia media;3.556324451019273;A
40123;55544;2015;Estancia media;1.9322138197065162;A
40123;55544;2014;Estancia media;5.530192684425859;A
40123;55544;2013;Estancia media;2.990033454006502;A
40123;55561;2020;Estancia media;3.6705685922869753;A
40123;55561;2019;Estancia media;4.5536308698219585;A
40123;55561;2018;Estancia media;2.286636410074509;A
40123;55561;2017;Estancia media;2.89509344627915;A
40123;55561;2016;Estancia media;3.2892416759948118;A
40123;55561;2015;Estancia media;2.5082096460787455;A
40123;55561;2014;Estancia media;2.231899079937194;A
40123;55561;2013;Estancia media;1.8297240988198347;A
40123;55562;2020;Estancia media;5.5430972232418885;A
40123;55562;2019;Estancia media;1.9641982017387691;A
40123;55562;2018;Estancia media;2.9258459120779694;A
40123;55562;2017;Estancia media;2.9481685802422324;A
40123;55562;2016;Estancia media;2.8884504265626005;A
40123;55562;2015;Estancia media;1.9467032360985548;A
40123;55562;2014;Estancia media;4.302060172625665;A
40123;55562;2013;Estancia media;2.385143570904947;A
40124;55564;2021;Estancia media;3.0150807966943094;A
40124;55543;2021;Estancia media;2.844518610786107;A
40124;55563;2021;Estancia media;3.5703057110422485;A
40124;55545;2021;Estancia media;3.9303593239779153;A
40124;55546;2021;Estancia media;7.827447854167455;A
40124;55547;2021;Estancia media;2.5274496372654327;A
40124;55548;2021;Estancia media;3.6766204164884444;A
40124;55549;2021;Estancia media;4.369632756992559;A
40124;55550;2021;Estancia media;3.324973747132444;A
40124;55551;2021;Estancia media;3.2230253482755336;A
40124;55552;2021;Estancia media;3.0358733959792294;A
40124;55553;2021;Estancia media;2.3192884342882913;A
40124;55554;2021;Estancia media;6.059396473926556;A
40124;55555;2021;Estancia media;4.035963344343878;A
40124;55556;2021;Estancia media;2.799634932707493;A
40124;55557;2021;Estancia media;2.867089720256045;A
40124;55558;2021;Estancia media;3.5960601522576665;A
40124;55559;2021;Estancia media;1.759142341159255;A
40124;55544;2021;Estancia media;2.800348371214187;A
40124;55561;2021;Estancia media;3.166089791758276;A
40124;55562;2021;Estancia media;3.931373626352562;A
