D_ESTADO_DATO_0;D_RESITUR_0;D_TEMPORAL_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
40123;516715;2018;3143;% Viajeros;0.410059748141572;A
40123;516715;2017;3143;% Viajeros;0.2837086467506046;A
40123;516715;2016;3143;% Viajeros;0.18017645114117997;A
40123;516715;2015;3143;% Viajeros;0.2857769779630284;A
40123;516715;2014;3143;% Viajeros;0.23923220172347753;A
40123;516715;2013;3143;% Viajeros;0.32029055188261146;A
40123;55574;2020;3143;% Viajeros;2.1906537289152856;A
40123;55574;2019;3143;% Viajeros;9.99509729187963;A
40123;55574;2018;3143;% Viajeros;10.68180391423671;A
40123;55574;2017;3143;% Viajeros;11.272820331006333;A
40123;55574;2016;3143;% Viajeros;9.416378055704422;A
40123;55574;2015;3143;% Viajeros;6.7061722769761065;A
40123;55574;2014;3143;% Viajeros;8.391264940531885;A
40123;55574;2013;3143;% Viajeros;8.852008257341575;A
40123;516718;2020;3143;% Viajeros;1.0009994100395563;A
40123;516718;2019;3143;% Viajeros;3.024045282713037;A
40123;516718;2018;3143;% Viajeros;2.7041859395215035;A
40123;516718;2017;3143;% Viajeros;3.305665005625271;A
40123;516718;2016;3143;% Viajeros;2.0050785216553533;A
40123;516718;2015;3143;% Viajeros;1.9041446513959257;A
40123;516718;2014;3143;% Viajeros;1.5994004120408312;A
40123;516718;2013;3143;% Viajeros;1.5475596056513463;A
40123;516720;2020;3143;% Viajeros;0.047017025794702155;A
40123;516720;2019;3143;% Viajeros;0.15493862693077845;A
40123;516720;2018;3143;% Viajeros;0.25997045961074333;A
40123;516720;2017;3143;% Viajeros;0.27409144857053785;A
40123;516720;2016;3143;% Viajeros;0.14621265167680486;A
40123;516720;2015;3143;% Viajeros;0.21242959463977873;A
40123;516720;2014;3143;% Viajeros;0.27475924642399296;A
40123;516721;2020;3143;% Viajeros;0.13418503451742828;A
40123;516721;2019;3143;% Viajeros;0.501084024560058;A
40123;516721;2018;3143;% Viajeros;0.4994342214856184;A
40123;516721;2017;3143;% Viajeros;0.6100569855589035;A
40123;516721;2016;3143;% Viajeros;0.6390201933366537;A
40123;516721;2015;3143;% Viajeros;0.38098807398456613;A
40123;516721;2014;3143;% Viajeros;0.512041889294937;A
40123;516721;2013;3143;% Viajeros;0.587332247854906;A
40123;516722;2020;3143;% Viajeros;0.5137536265312459;A
40123;516722;2019;3143;% Viajeros;1.1113923485973711;A
40123;516722;2018;3143;% Viajeros;0.8527314744274234;A
40123;516722;2017;3143;% Viajeros;0.8570352720379587;A
40123;516722;2016;3143;% Viajeros;0.5931700905797049;A
40123;516722;2015;3143;% Viajeros;0.6243835923252142;A
40123;516722;2014;3143;% Viajeros;0.7311090509065192;A
40123;516722;2013;3143;% Viajeros;0.47084243826370686;A
40123;516724;2020;3143;% Viajeros;0.1847620639079521;A
40123;516724;2019;3143;% Viajeros;1.03546318721675;A
40123;516724;2018;3143;% Viajeros;1.1604385833065276;A
40123;516724;2017;3143;% Viajeros;1.1132923988701702;A
40123;516724;2016;3143;% Viajeros;0.8591592265828094;A
40123;516724;2015;3143;% Viajeros;0.8261485410047447;A
40123;516724;2014;3143;% Viajeros;0.8430317919866898;A
40123;516724;2013;3143;% Viajeros;0.7725748693827748;A
40123;516727;2020;3143;% Viajeros;1.1049122158817277;A
40123;516727;2019;3143;% Viajeros;2.9008521210193465;A
40123;516727;2018;3143;% Viajeros;3.1691346703248087;A
40123;516727;2017;3143;% Viajeros;1.4792285342077944;A
40123;516727;2016;3143;% Viajeros;1.3258753687455074;A
40123;516727;2015;3143;% Viajeros;1.3091918364436215;A
40123;516727;2014;3143;% Viajeros;1.2331144424237284;A
40123;516727;2013;3143;% Viajeros;1.282566104650867;A
40124;55698;2021;3143;% Viajeros;100.0;A
40124;55565;2021;3143;% Viajeros;81.72543158698666;A
40124;55697;2021;3143;% Viajeros;18.27456841301335;A
40124;55577;2021;3143;% Viajeros;2.5186888273614425;A
40124;516706;2021;3143;% Viajeros;1.951395341185218;A
40124;55568;2021;3143;% Viajeros;3.1928605255290265;A
40124;516711;2021;3143;% Viajeros;0.339302147843171;A
40124;55571;2021;3143;% Viajeros;2.5299789103724484;A
40124;516715;2021;3143;% Viajeros;0.3362853464479798;A
40124;55574;2021;3143;% Viajeros;2.6569200230995715;A
40124;516718;2021;3143;% Viajeros;1.611747699282114;A
40124;516720;2021;3143;% Viajeros;0.042281818618921864;A
40124;516721;2021;3143;% Viajeros;0.4178273196476512;A
40124;516722;2021;3143;% Viajeros;0.642248926541552;A
40124;516724;2021;3143;% Viajeros;0.47710419574937823;A
40124;516727;2021;3143;% Viajeros;1.5579273313348716;A
40123;55698;2020;3143;Pernoctaciones;680792.374545517;A
40123;55698;2019;3143;Pernoctaciones;1361295.176425546;A
40123;55698;2018;3143;Pernoctaciones;1308136.451153;A
40123;55698;2017;3143;Pernoctaciones;1215292.430746209;A
40123;55698;2016;3143;Pernoctaciones;935057.100677533;A
40123;55698;2015;3143;Pernoctaciones;770618.77953839;A
40123;55698;2014;3143;Pernoctaciones;717351.921282331;A
40123;55698;2013;3143;Pernoctaciones;640442.386210835;A
40123;55565;2020;3143;Pernoctaciones;555700.568704012;A
40123;55565;2019;3143;Pernoctaciones;636784.048595064;A
40123;55565;2018;3143;Pernoctaciones;569795.288967056;A
40123;55565;2017;3143;Pernoctaciones;536979.802064328;A
40123;55565;2016;3143;Pernoctaciones;455784.441061271;A
40123;55565;2015;3143;Pernoctaciones;442097.948244033;A
40123;55565;2014;3143;Pernoctaciones;398737.946525426;A
40123;55565;2013;3143;Pernoctaciones;352393.180852517;A
40123;55697;2020;3143;Pernoctaciones;125091.805841505;A
40123;55697;2019;3143;Pernoctaciones;724511.127830482;A
40123;55697;2018;3143;Pernoctaciones;738341.162185944;A
40123;55697;2017;3143;Pernoctaciones;678312.628681881;A
40123;55697;2016;3143;Pernoctaciones;479272.659616262;A
40123;55697;2015;3143;Pernoctaciones;328520.831294357;A
40123;55697;2014;3143;Pernoctaciones;318613.974756905;A
40123;55697;2013;3143;Pernoctaciones;288049.205358318;A
40123;55577;2020;3143;Pernoctaciones;18687.52547054;A
40123;55577;2019;3143;Pernoctaciones;88976.662260548;A
40123;55577;2018;3143;Pernoctaciones;105248.65036027;A
40123;55577;2017;3143;Pernoctaciones;74862.70353591;A
40123;55577;2016;3143;Pernoctaciones;62221.4572654;A
40123;55577;2015;3143;Pernoctaciones;38663.2588595;A
40123;55577;2014;3143;Pernoctaciones;71544.11250394;A
40123;55577;2013;3143;Pernoctaciones;61776.85564257;A
40123;516706;2020;3143;Pernoctaciones;11608.987591564;A
40123;516706;2019;3143;Pernoctaciones;44882.999600827;A
40123;516706;2018;3143;Pernoctaciones;56111.66074073;A
40123;516706;2017;3143;Pernoctaciones;35943.73252219;A
40123;516706;2016;3143;Pernoctaciones;23984.18248879;A
40123;516706;2015;3143;Pernoctaciones;18550.23247186;A
40123;516706;2014;3143;Pernoctaciones;25891.38909399;A
40123;516706;2013;3143;Pernoctaciones;16921.11973168;A
40123;55568;2020;3143;Pernoctaciones;21310.533974997;A
40123;55568;2019;3143;Pernoctaciones;97361.147260105;A
40123;55568;2018;3143;Pernoctaciones;59623.37111958;A
40123;55568;2017;3143;Pernoctaciones;75172.83431599;A
40123;55568;2016;3143;Pernoctaciones;58627.14885455;A
40123;55568;2015;3143;Pernoctaciones;47580.9997226;A
40123;55568;2014;3143;Pernoctaciones;36605.2805338;A
40123;55568;2013;3143;Pernoctaciones;34713.74024436;A
40123;516711;2020;3143;Pernoctaciones;1341.499544509;A
40123;516711;2019;3143;Pernoctaciones;9659.141330178;A
40123;516711;2018;3143;Pernoctaciones;6908.17149002;A
40123;516711;2017;3143;Pernoctaciones;4609.596188628;A
40123;516711;2016;3143;Pernoctaciones;5314.204407883;A
40123;516711;2015;3143;Pernoctaciones;1997.522180745;A
40123;516711;2014;3143;Pernoctaciones;2677.500855028;A
40123;516711;2013;3143;Pernoctaciones;2640.482046253;A
40123;55571;2020;3143;Pernoctaciones;11994.675118275;A
40123;55571;2019;3143;Pernoctaciones;114132.812354434;A
40123;55571;2018;3143;Pernoctaciones;141019.37061282;A
40123;55571;2017;3143;Pernoctaciones;135856.92777604;A
40123;55571;2016;3143;Pernoctaciones;105682.8411952;A
40123;55571;2015;3143;Pernoctaciones;67902.953198474;A
40123;55571;2014;3143;Pernoctaciones;37989.34631005;A
40123;55571;2013;3143;Pernoctaciones;40710.45318965;A
40123;516715;2020;3143;Pernoctaciones;1472.141283719;A
40123;516715;2019;3143;Pernoctaciones;5404.296095257;A
40123;516715;2018;3143;Pernoctaciones;4847.17107639;A
40123;516715;2017;3143;Pernoctaciones;2347.655882257;A
40123;516715;2016;3143;Pernoctaciones;1625.884485487;A
40123;516715;2015;3143;Pernoctaciones;1401.50764196;A
40123;516715;2014;3143;Pernoctaciones;1783.199186142;A
40123;516715;2013;3143;Pernoctaciones;1482.557901678;A
40123;55574;2020;3143;Pernoctaciones;31972.996339766;A
40123;55574;2019;3143;Pernoctaciones;232605.996657381;A
40123;55574;2018;3143;Pernoctaciones;234576.6602873;A
40123;55574;2017;3143;Pernoctaciones;225659.4856954;A
40123;55574;2016;3143;Pernoctaciones;148139.11056406;A
40123;55574;2015;3143;Pernoctaciones;93056.03754055;A
40123;55574;2014;3143;Pernoctaciones;93811.38528428;A
40123;55574;2013;3143;Pernoctaciones;85961.86562423;A
40123;516718;2020;3143;Pernoctaciones;9704.375057833;A
40123;516718;2019;3143;Pernoctaciones;54729.607708743;A
40123;516718;2018;3143;Pernoctaciones;54912.83689984;A
40123;516718;2017;3143;Pernoctaciones;58891.30670635;A
40123;516718;2016;3143;Pernoctaciones;33853.359001814;A
40123;516718;2015;3143;Pernoctaciones;26976.98655505;A
40123;516718;2014;3143;Pernoctaciones;19272.38247327;A
40123;516718;2013;3143;Pernoctaciones;21533.05408615;A
40123;516720;2020;3143;Pernoctaciones;209.885274839;A
40123;516720;2019;3143;Pernoctaciones;2289.473656632;A
40123;516720;2018;3143;Pernoctaciones;2788.206812169;A
40123;516720;2017;3143;Pernoctaciones;4044.225415655;A
40123;516720;2016;3143;Pernoctaciones;1148.55568436;A
40123;516720;2015;3143;Pernoctaciones;2699.411597903;A
40123;516720;2014;3143;Pernoctaciones;1552.447377352;A
40123;516721;2020;3143;Pernoctaciones;731.955686505;A
40123;516721;2019;3143;Pernoctaciones;8084.855649018;A
40123;516721;2018;3143;Pernoctaciones;7625.58742494;A
40123;516721;2017;3143;Pernoctaciones;10225.414913725;A
40123;516721;2016;3143;Pernoctaciones;7784.232152043;A
40123;516721;2015;3143;Pernoctaciones;3865.891394113;A
40123;516721;2014;3143;Pernoctaciones;3214.913510746;A
40123;516721;2013;3143;Pernoctaciones;3784.577311875;A
40123;516722;2020;3143;Pernoctaciones;8938.126568604;A
40123;516722;2019;3143;Pernoctaciones;23022.945522069;A
40123;516722;2018;3143;Pernoctaciones;17817.740975969;A
40123;516722;2017;3143;Pernoctaciones;15570.62908568;A
40123;516722;2016;3143;Pernoctaciones;7332.019334813;A
40123;516722;2015;3143;Pernoctaciones;6737.416905122;A
40123;516722;2014;3143;Pernoctaciones;7427.161847433;A
40123;516722;2013;3143;Pernoctaciones;5380.505598559;A
40123;516724;2020;3143;Pernoctaciones;1802.314536872;A
40123;516724;2019;3143;Pernoctaciones;15901.6347037;A
40123;516724;2018;3143;Pernoctaciones;15332.934075616;A
40123;516724;2017;3143;Pernoctaciones;15030.565515806;A
40123;516724;2016;3143;Pernoctaciones;8624.110450302;A
40123;516724;2015;3143;Pernoctaciones;8438.89281734;A
40123;516724;2014;3143;Pernoctaciones;7289.727229571;A
40123;516724;2013;3143;Pernoctaciones;5422.602221532;A
40123;516727;2020;3143;Pernoctaciones;5316.789393482;A
40123;516727;2019;3143;Pernoctaciones;27459.55503159;A
40123;516727;2018;3143;Pernoctaciones;31528.8003103;A
40123;516727;2017;3143;Pernoctaciones;20097.55112825;A
40123;516727;2016;3143;Pernoctaciones;14935.55373156;A
40123;516727;2015;3143;Pernoctaciones;10649.72040914;A
40123;516727;2014;3143;Pernoctaciones;9555.128551303;A
40123;516727;2013;3143;Pernoctaciones;7721.391759781;A
40124;55698;2021;3143;Pernoctaciones;991778.831460078;A
40124;55565;2021;3143;Pernoctaciones;707992.457222211;A
40124;55697;2021;3143;Pernoctaciones;283786.374237867;A
40124;55577;2021;3143;Pernoctaciones;50408.782140817;A
40124;516706;2021;3143;Pernoctaciones;33375.631964753;A
40124;55568;2021;3143;Pernoctaciones;58426.678593707;A
40124;516711;2021;3143;Pernoctaciones;2732.010882178;A
40124;55571;2021;3143;Pernoctaciones;41770.316398916;A
40124;516715;2021;3143;Pernoctaciones;2758.495993685;A
40124;55574;2021;3143;Pernoctaciones;39248.104068634;A
40124;516718;2021;3143;Pernoctaciones;27962.72394104;A
40124;516720;2021;3143;Pernoctaciones;307.768517856;A
40124;516721;2021;3143;Pernoctaciones;6420.774113817;A
40124;516722;2021;3143;Pernoctaciones;6468.304866187;A
40124;516724;2021;3143;Pernoctaciones;3159.230290083;A
40124;516727;2021;3143;Pernoctaciones;10747.552466194;A
40123;55698;2020;3143;% Pernoctaciones;100.0;A
40123;55698;2019;3143;% Pernoctaciones;100.0;A
40123;55698;2018;3143;% Pernoctaciones;100.0;A
40123;55698;2017;3143;% Pernoctaciones;100.0;A
40123;55698;2016;3143;% Pernoctaciones;100.0;A
40123;55698;2015;3143;% Pernoctaciones;100.0;A
40123;55698;2014;3143;% Pernoctaciones;100.0;A
40123;55698;2013;3143;% Pernoctaciones;100.0;A
40123;55565;2020;3143;% Pernoctaciones;81.62555714214429;A
40123;55565;2019;3143;% Pernoctaciones;46.77780834184069;A
40123;55565;2018;3143;% Pernoctaciones;43.557786992697494;A
40123;55565;2017;3143;% Pernoctaciones;44.18523381525661;A
40123;55565;2016;3143;% Pernoctaciones;48.74402223468643;A
40123;55565;2015;3143;% Pernoctaciones;57.369215490550985;A
40123;55565;2014;3143;% Pernoctaciones;55.584704619267775;A
40123;55565;2013;3143;% Pernoctaciones;55.023400767935506;A
40123;55697;2020;3143;% Pernoctaciones;18.3744428578557;A
40123;55697;2019;3143;% Pernoctaciones;53.22219165815931;A
40123;55697;2018;3143;% Pernoctaciones;56.44221300730252;A
40123;55697;2017;3143;% Pernoctaciones;55.814766184743384;A
40123;55697;2016;3143;% Pernoctaciones;51.25597776531357;A
40123;55697;2015;3143;% Pernoctaciones;42.630784509449015;A
40123;55697;2014;3143;% Pernoctaciones;44.415295380732225;A
40123;55697;2013;3143;% Pernoctaciones;44.97659923206451;A
40123;55577;2020;3143;% Pernoctaciones;2.7449669193218282;A
40123;55577;2019;3143;% Pernoctaciones;6.536177002711538;A
40123;55577;2018;3143;% Pernoctaciones;8.045693571760282;A
40123;55577;2017;3143;% Pernoctaciones;6.160056760161264;A
40123;55577;2016;3143;% Pernoctaciones;6.654294932396637;A
40123;55577;2015;3143;% Pernoctaciones;5.0171706018713635;A
40123;55577;2014;3143;% Pernoctaciones;9.973363196135097;A
40123;55577;2013;3143;% Pernoctaciones;9.645966127893498;A
40123;516706;2020;3143;% Pernoctaciones;1.705217042026054;A
40123;516706;2019;3143;% Pernoctaciones;3.2970806315996533;A
40123;516706;2018;3143;% Pernoctaciones;4.289434843840092;A
40123;516706;2017;3143;% Pernoctaciones;2.957620043771685;A
40123;516706;2016;3143;% Pernoctaciones;2.56499656239296;A
40123;516706;2015;3143;% Pernoctaciones;2.407186661473759;A
40123;516706;2014;3143;% Pernoctaciones;3.609300864170938;A
40123;516706;2013;3143;% Pernoctaciones;2.642098664298826;A
40123;55568;2020;3143;% Pernoctaciones;3.1302545051600315;A
40123;55568;2019;3143;% Pernoctaciones;7.152096690429288;A
40123;55568;2018;3143;% Pernoctaciones;4.55788622563247;A
40123;55568;2017;3143;% Pernoctaciones;6.185575785231598;A
40123;55568;2016;3143;% Pernoctaciones;6.269900395608927;A
40123;55568;2015;3143;% Pernoctaciones;6.174388814025736;A
