D_ESTADO_DATO_0;D_TERRITORIO_0;D_TEMPORAL_0;D_RESITUR_0;INDICATOR;OBS_VALUE;FREQ
40124;3142;2021;55565;Pernoctaciones;58194.570279235;A
40124;3142;2021;55697;Pernoctaciones;8193.929768996;A
40124;3143;2021;55698;Pernoctaciones;991778.831460078;A
40124;3143;2021;55565;Pernoctaciones;707992.457222211;A
40124;3143;2021;55697;Pernoctaciones;283786.374237867;A
40123;2352;2020;55698;Estancia media;3.033479334107751;A
40123;2352;2020;55565;Estancia media;2.9552689990331045;A
40123;2352;2020;55697;Estancia media;3.527689002685581;A
40123;2352;2019;55698;Estancia media;2.8474191719940296;A
40123;2352;2019;55565;Estancia media;2.633192380203837;A
40123;2352;2019;55697;Estancia media;3.287749199462596;A
40123;2352;2018;55698;Estancia media;2.865833660000656;A
40123;2352;2018;55565;Estancia media;2.5658231049429077;A
40123;2352;2018;55697;Estancia media;3.410023137952269;A
40123;2352;2017;55698;Estancia media;2.8647227117950154;A
40123;2352;2017;55565;Estancia media;2.598203128624438;A
40123;2352;2017;55697;Estancia media;3.387825831341827;A
40123;2352;2016;55698;Estancia media;3.2735259801999432;A
40123;2352;2016;55565;Estancia media;2.822298946376079;A
40123;2352;2016;55697;Estancia media;4.347374199139418;A
40123;2352;2015;55698;Estancia media;3.3220926714348793;A
40123;2352;2015;55565;Estancia media;2.8995049204310788;A
40123;2352;2015;55697;Estancia media;5.289471377962306;A
40123;2352;2014;55698;Estancia media;3.4596436001867326;A
40123;2352;2014;55565;Estancia media;2.9986471425477443;A
40123;2352;2014;55697;Estancia media;5.709033147197563;A
40123;2352;2013;55698;Estancia media;3.302625891218356;A
40123;2352;2013;55565;Estancia media;3.148905977951952;A
40123;2352;2013;55697;Estancia media;4.195025309746498;A
40123;2402;2020;55698;Estancia media;2.535190536065583;A
40123;2402;2020;55565;Estancia media;2.5455972379987117;A
40123;2402;2020;55697;Estancia media;2.4008641769881542;A
40123;2402;2019;55698;Estancia media;2.6568030323794014;A
40123;2402;2019;55565;Estancia media;2.3556098336376396;A
40123;2402;2019;55697;Estancia media;3.214475397984717;A
40123;2402;2018;55698;Estancia media;2.5018802813134;A
40123;2402;2018;55565;Estancia media;2.3286980919586293;A
40123;2402;2018;55697;Estancia media;2.9200137564062265;A
40123;2402;2017;55698;Estancia media;2.780846419595689;A
40123;2402;2017;55565;Estancia media;2.3247735583871942;A
40123;2402;2017;55697;Estancia media;3.503609462736807;A
40123;2402;2016;55698;Estancia media;2.974405529488687;A
40123;2402;2016;55565;Estancia media;2.2124083619806645;A
40123;2402;2016;55697;Estancia media;4.634748396111532;A
40123;2402;2015;55698;Estancia media;2.690738167311584;A
40123;2402;2015;55565;Estancia media;2.1467571788585094;A
40123;2402;2015;55697;Estancia media;3.993095525739558;A
40123;2402;2014;55698;Estancia media;2.7667182810455757;A
40123;2402;2014;55565;Estancia media;2.255018161565128;A
40123;2402;2014;55697;Estancia media;4.007824507779732;A
40123;2402;2013;55698;Estancia media;2.6347200238405835;A
40123;2402;2013;55565;Estancia media;2.3694121525288026;A
40123;2402;2013;55697;Estancia media;3.3336694869578225;A
40123;2482;2020;55698;Estancia media;3.047201174573634;A
40123;2482;2020;55565;Estancia media;3.0517460877366753;A
40123;2482;2020;55697;Estancia media;2.9969007951820297;A
40123;2482;2019;55698;Estancia media;2.649011392457435;A
40123;2482;2019;55565;Estancia media;2.3309316036739993;A
40123;2482;2019;55697;Estancia media;3.425326266565156;A
40123;2482;2018;55698;Estancia media;2.5386372946441833;A
40123;2482;2018;55565;Estancia media;2.3296732180878355;A
40123;2482;2018;55697;Estancia media;3.2557030310329758;A
40123;2482;2017;55698;Estancia media;3.1682211381641725;A
40123;2482;2017;55565;Estancia media;2.7384619745845167;A
40123;2482;2017;55697;Estancia media;4.6331471198006025;A
40123;2482;2016;55698;Estancia media;3.380884718518658;A
40123;2482;2016;55565;Estancia media;2.667612348306739;A
40123;2482;2016;55697;Estancia media;6.168513323676448;A
40123;2482;2015;55698;Estancia media;3.414813319252406;A
40123;2482;2015;55565;Estancia media;2.856892872945625;A
40123;2482;2015;55697;Estancia media;7.257856886223109;A
40123;2482;2014;55698;Estancia media;3.3298391525429127;A
40123;2482;2014;55565;Estancia media;2.784804326146743;A
40123;2482;2014;55697;Estancia media;5.943593460184086;A
40123;2482;2013;55698;Estancia media;3.429804274217498;A
40123;2482;2013;55565;Estancia media;2.708111712487208;A
40123;2482;2013;55697;Estancia media;6.232062448820205;A
40123;2713;2020;55698;Estancia media;3.002733819959486;A
40123;2713;2020;55565;Estancia media;2.8613888658897704;A
40123;2713;2020;55697;Estancia media;4.266334835051911;A
40123;2713;2019;55698;Estancia media;2.904424823236089;A
40123;2713;2019;55565;Estancia media;2.586671306277249;A
40123;2713;2019;55697;Estancia media;3.5717805755080905;A
40123;2713;2018;55698;Estancia media;2.8320383868428958;A
40123;2713;2018;55565;Estancia media;2.3994391746701704;A
40123;2713;2018;55697;Estancia media;3.5466292047084513;A
40123;2713;2017;55698;Estancia media;2.7454938885021085;A
40123;2713;2017;55565;Estancia media;2.476870758803606;A
40123;2713;2017;55697;Estancia media;3.1972100518990962;A
40123;2713;2016;55698;Estancia media;2.7361807840470913;A
40123;2713;2016;55565;Estancia media;2.375442049946757;A
40123;2713;2016;55697;Estancia media;3.3100848937141536;A
40123;2713;2015;55698;Estancia media;2.833146425757127;A
40123;2713;2015;55565;Estancia media;2.3063187109194088;A
40123;2713;2015;55697;Estancia media;3.9382248283394996;A
40123;2713;2014;55698;Estancia media;2.5474215946427576;A
40123;2713;2014;55565;Estancia media;2.1966337163475673;A
40123;2713;2014;55697;Estancia media;3.356482613003941;A
40123;2713;2013;55698;Estancia media;2.718515486026381;A
40123;2713;2013;55565;Estancia media;2.2840671784685713;A
40123;2713;2013;55697;Estancia media;3.676368543677818;A
40123;2797;2020;55698;Estancia media;2.2173723570778465;A
40123;2797;2020;55565;Estancia media;2.1740121917121717;A
40123;2797;2020;55697;Estancia media;3.0287285214186728;A
40123;2797;2019;55698;Estancia media;2.1023087519990975;A
40123;2797;2019;55565;Estancia media;2.058546396907986;A
40123;2797;2019;55697;Estancia media;2.4166559324905315;A
40123;2797;2018;55698;Estancia media;2.2247292113346404;A
40123;2797;2018;55565;Estancia media;2.1121109701897938;A
40123;2797;2018;55697;Estancia media;3.4011795281021033;A
40123;2797;2017;55698;Estancia media;2.352349860431724;A
40123;2797;2017;55565;Estancia media;2.229057138848191;A
40123;2797;2017;55697;Estancia media;3.355904295724257;A
40123;2797;2016;55698;Estancia media;2.299099824708032;A
40123;2797;2016;55565;Estancia media;2.1476551179788914;A
40123;2797;2016;55697;Estancia media;3.188796675835089;A
40123;2797;2015;55698;Estancia media;2.2287492081336255;A
40123;2797;2015;55565;Estancia media;2.143363326372744;A
40123;2797;2015;55697;Estancia media;2.741503487671808;A
40123;2797;2014;55698;Estancia media;2.300752901039844;A
40123;2797;2014;55565;Estancia media;2.101269012032315;A
40123;2797;2014;55697;Estancia media;3.4544325014465245;A
40123;2797;2013;55698;Estancia media;2.5175972922264234;A
40123;2797;2013;55565;Estancia media;2.370778788633398;A
40123;2797;2013;55697;Estancia media;3.6634103846315855;A
40123;2911;2020;55698;Estancia media;2.914900651004038;A
40123;2911;2020;55565;Estancia media;2.8563097578355854;A
40123;2911;2020;55697;Estancia media;4.417440307311966;A
40123;2911;2019;55698;Estancia media;2.2536096377230197;A
40123;2911;2019;55565;Estancia media;2.257372600216835;A
40123;2911;2019;55697;Estancia media;2.2246367173868484;A
40123;2911;2018;55698;Estancia media;2.382460233949627;A
40123;2911;2018;55565;Estancia media;2.3696859159047934;A
40123;2911;2018;55697;Estancia media;2.5190361171340006;A
40123;2911;2017;55698;Estancia media;2.57345421926883;A
40123;2911;2017;55565;Estancia media;2.4968143204644035;A
40123;2911;2017;55697;Estancia media;3.6377443842148858;A
40123;2911;2016;55698;Estancia media;2.6009095818075827;A
40123;2911;2016;55565;Estancia media;2.584836291753578;A
40123;2911;2016;55697;Estancia media;2.949907503634215;A
40123;2911;2015;55698;Estancia media;2.6925981935894105;A
40123;2911;2015;55565;Estancia media;2.651207871149899;A
40123;2911;2015;55697;Estancia media;3.661826946922601;A
40123;2911;2014;55698;Estancia media;2.7644160482450877;A
40123;2911;2014;55565;Estancia media;2.735970408721697;A
40123;2911;2014;55697;Estancia media;3.7295033498203622;A
40123;2911;2013;55698;Estancia media;3.0357028095946417;A
40123;2911;2013;55565;Estancia media;3.0283756901821475;A
40123;2911;2013;55697;Estancia media;3.147379267505449;A
40123;3023;2020;55698;Estancia media;4.696356690428653;A
40123;3023;2020;55565;Estancia media;4.024183426606999;A
40123;3023;2020;55697;Estancia media;7.859621604078773;A
40123;3023;2019;55698;Estancia media;5.299933732637987;A
40123;3023;2019;55565;Estancia media;3.2032121711562658;A
40123;3023;2019;55697;Estancia media;6.865337852052329;A
40123;3023;2018;55698;Estancia media;5.534432304139561;A
40123;3023;2018;55565;Estancia media;3.17574039810999;A
40123;3023;2018;55697;Estancia media;6.770792416516336;A
40123;3023;2017;55698;Estancia media;5.068502376756094;A
40123;3023;2017;55565;Estancia media;2.788505621852095;A
40123;3023;2017;55697;Estancia media;6.599694019806988;A
40123;3023;2016;55698;Estancia media;4.807802112573441;A
40123;3023;2016;55565;Estancia media;2.672599468409366;A
40123;3023;2016;55697;Estancia media;6.690970778710436;A
40123;3023;2015;55698;Estancia media;5.368612463410744;A
40123;3023;2015;55565;Estancia media;3.587978448048841;A
40123;3023;2015;55697;Estancia media;7.2331185269782585;A
40123;3023;2014;55698;Estancia media;6.191275429313324;A
40123;3023;2014;55565;Estancia media;4.1961359904140325;A
40123;3023;2014;55697;Estancia media;8.154754130263493;A
40123;3023;2013;55698;Estancia media;5.3513741629958105;A
40123;3023;2013;55565;Estancia media;3.154219892373765;A
40123;3023;2013;55697;Estancia media;7.229540712387638;A
40123;3142;2020;55698;Estancia media;3.287591492323883;A
40123;3142;2020;55565;Estancia media;3.213932825628401;A
40123;3142;2020;55697;Estancia media;4.477216809671682;A
40123;3142;2019;55698;Estancia media;2.340147402204522;A
40123;3142;2019;55565;Estancia media;2.1540277048350007;A
40123;3142;2019;55697;Estancia media;3.0610010753395445;A
40123;3142;2018;55698;Estancia media;2.2538744545131877;A
40123;3142;2018;55565;Estancia media;2.111335234505946;A
40123;3142;2018;55697;Estancia media;2.6816011836812796;A
40123;3142;2017;55698;Estancia media;2.307363701103281;A
40123;3142;2017;55565;Estancia media;2.1541523607718176;A
40123;3142;2017;55697;Estancia media;3.0113894515305986;A
40123;3142;2016;55698;Estancia media;2.501069436146224;A
40123;3142;2016;55565;Estancia media;2.4411297161527394;A
40123;3142;2016;55697;Estancia media;2.746664108530249;A
40123;3142;2015;55698;Estancia media;2.4886089154647726;A
40123;3142;2015;55565;Estancia media;2.383579890045851;A
40123;3142;2015;55697;Estancia media;2.8257918334011305;A
40123;3142;2014;55698;Estancia media;2.6442864426059116;A
40123;3142;2014;55565;Estancia media;2.5008044987741864;A
40123;3142;2014;55697;Estancia media;3.040776674744836;A
40123;3142;2013;55698;Estancia media;2.3268686278371495;A
40123;3142;2013;55565;Estancia media;2.2163060880084884;A
40123;3142;2013;55697;Estancia media;2.8388153432414387;A
40123;3143;2020;55698;Estancia media;3.471895843770254;A
40123;3143;2020;55565;Estancia media;3.173205750077857;A
40123;3143;2020;55697;Estancia media;5.9670189964507285;A
40123;3143;2019;55698;Estancia media;3.463394111999354;A
40123;3143;2019;55565;Estancia media;2.4955098220640872;A
40123;3143;2019;55697;Estancia media;5.254633954031854;A
40123;3143;2018;55698;Estancia media;3.5410246585679785;A
40123;3143;2018;55565;Estancia media;2.4556976959138743;A
40123;3143;2018;55697;Estancia media;5.37392635651309;A
40123;3143;2017;55698;Estancia media;3.580695196213477;A
40123;3143;2017;55565;Estancia media;2.516183635897187;A
40123;3143;2017;55697;Estancia media;5.383825244868512;A
40123;3143;2016;55698;Estancia media;3.4626453379401108;A
40123;3143;2016;55565;Estancia media;2.4920092566804604;A
40123;3143;2016;55697;Estancia media;5.4998485413453935;A
40123;3143;2015;55698;Estancia media;3.362451725591111;A
40123;3143;2015;55565;Estancia media;2.6223063296105766;A
40123;3143;2015;55697;Estancia media;5.421822158815582;A
40123;3143;2014;55698;Estancia media;3.5593840788701714;A
40123;3143;2014;55565;Estancia media;2.7351851758747903;A
40123;3143;2014;55697;Estancia media;5.714305996434454;A
40123;3143;2013;55698;Estancia media;3.449805935900172;A
40123;3143;2013;55565;Estancia media;2.6380476162875715;A
40123;3143;2013;55697;Estancia media;5.532506735684675;A
40124;2352;2021;55698;Estancia media;3.0424778927673075;A
40124;2352;2021;55565;Estancia media;2.962880075921855;A
40124;2352;2021;55697;Estancia media;3.3587814756900247;A
40124;2402;2021;55698;Estancia media;2.2610813738065607;A
40124;2402;2021;55565;Estancia media;2.217589070383158;A
40124;2402;2021;55697;Estancia media;2.476328385777017;A
40124;2482;2021;55698;Estancia media;2.6322659137564526;A
40124;2482;2021;55565;Estancia media;2.6004655583821727;A
40124;2482;2021;55697;Estancia media;2.8778069653004414;A
40124;2713;2021;55698;Estancia media;3.1467579084959203;A
40124;2713;2021;55565;Estancia media;2.77551679234946;A
40124;2713;2021;55697;Estancia media;4.52024025227502;A
40124;2797;2021;55698;Estancia media;3.097315719962107;A
40124;2797;2021;55565;Estancia media;3.0630761078200535;A
40124;2797;2021;55697;Estancia media;3.806650476537689;A
40124;2911;2021;55698;Estancia media;2.924452182627646;A
40124;2911;2021;55565;Estancia media;2.9123676918328245;A
40124;2911;2021;55697;Estancia media;3.256587710681555;A
40124;3023;2021;55698;Estancia media;4.3846803468;A
40124;3023;2021;55565;Estancia media;3.474073722055997;A
40124;3023;2021;55697;Estancia media;6.818396384859287;A
40124;3142;2021;55698;Estancia media;3.0088618912027862;A
40124;3142;2021;55565;Estancia media;2.960332508690972;A
40124;3142;2021;55697;Estancia media;3.405335625403248;A
40124;3143;2021;55698;Estancia media;3.451774221342879;A
40124;3143;2021;55565;Estancia media;3.0150807966943094;A
40124;3143;2021;55697;Estancia media;5.404704533786777;A
