D_ESTADO_DATO_0;D_TERRITORIO_0;D_TEMPORAL_0;D_RESITUR_0;INDICATOR;OBS_VALUE;FREQ
40123;3142;2016;55698;Viajeros;20080.387887422;A
40123;3142;2016;55565;Viajeros;16141.018515723;A
40123;3142;2016;55697;Viajeros;3939.369371699;A
40123;3142;2015;55698;Viajeros;22454.404880676;A
40123;3142;2015;55565;Viajeros;17121.296409916;A
40123;3142;2015;55697;Viajeros;5333.10847076;A
40123;3142;2014;55698;Viajeros;24053.296404539;A
40123;3142;2014;55565;Viajeros;17661.830552655;A
40123;3142;2014;55697;Viajeros;6391.465851884;A
40123;3142;2013;55698;Viajeros;23233.409127763;A
40123;3142;2013;55565;Viajeros;19106.972933521;A
40123;3142;2013;55697;Viajeros;4126.436194242;A
40123;3143;2020;55698;Viajeros;196086.635423435;A
40123;3143;2020;55565;Viajeros;175122.766209023;A
40123;3143;2020;55697;Viajeros;20963.869214412;A
40123;3143;2019;55698;Viajeros;393052.344724261;A
40123;3143;2019;55565;Viajeros;255171.926379503;A
40123;3143;2019;55697;Viajeros;137880.418344758;A
40123;3143;2018;55698;Viajeros;369423.140838003;A
40123;3143;2018;55565;Viajeros;232029.89924825;A
40123;3143;2018;55697;Viajeros;137393.241589753;A
40123;3143;2017;55698;Viajeros;339401.251475233;A
40123;3143;2017;55565;Viajeros;213410.418223652;A
40123;3143;2017;55697;Viajeros;125990.833251581;A
40123;3143;2016;55698;Viajeros;270041.257310455;A
40123;3143;2016;55565;Viajeros;182898.374008614;A
40123;3143;2016;55697;Viajeros;87142.883301841;A
40123;3143;2015;55698;Viajeros;229183.596502911;A
40123;3143;2015;55565;Viajeros;168591.267637937;A
40123;3143;2015;55697;Viajeros;60592.328864974;A
40123;3143;2014;55698;Viajeros;201538.217114809;A
40123;3143;2014;55565;Viajeros;145780.969435789;A
40123;3143;2014;55697;Viajeros;55757.24767902;A
40123;3143;2013;55698;Viajeros;185645.916932925;A
40123;3143;2013;55565;Viajeros;133581.053911539;A
40123;3143;2013;55697;Viajeros;52064.863021386;A
40124;2352;2021;55698;Viajeros;18607.408479272;A
40124;2352;2021;55565;Viajeros;14866.302504479;A
40124;2352;2021;55697;Viajeros;3741.105974793;A
40124;2402;2021;55698;Viajeros;25177.896297395;A
40124;2402;2021;55565;Viajeros;20945.664702972;A
40124;2402;2021;55697;Viajeros;4232.231594423;A
40124;2482;2021;55698;Viajeros;34545.598145377;A
40124;2482;2021;55565;Viajeros;30584.551326415;A
40124;2482;2021;55697;Viajeros;3961.046818962;A
40124;2713;2021;55698;Viajeros;26078.803763958;A
40124;2713;2021;55565;Viajeros;20529.772963679;A
40124;2713;2021;55697;Viajeros;5549.030800279;A
40124;2797;2021;55698;Viajeros;22767.11947311;A
40124;2797;2021;55565;Viajeros;21718.754476754;A
40124;2797;2021;55697;Viajeros;1048.364996356;A
40124;2911;2021;55698;Viajeros;25418.059824316;A
40124;2911;2021;55565;Viajeros;24525.711055652;A
40124;2911;2021;55697;Viajeros;892.348768664;A
40124;3023;2021;55698;Viajeros;112665.154816217;A
40124;3023;2021;55565;Viajeros;81988.199660383;A
40124;3023;2021;55697;Viajeros;30676.955155834;A
40124;3142;2021;55698;Viajeros;22064.322806685;A
40124;3142;2021;55565;Viajeros;19658.119521502;A
40124;3142;2021;55697;Viajeros;2406.203285183;A
40124;3143;2021;55698;Viajeros;287324.36360633;A
40124;3143;2021;55565;Viajeros;234817.076211836;A
40124;3143;2021;55697;Viajeros;52507.287394494;A
40123;2352;2020;55698;Pernoctaciones;29053.93436229;A
40123;2352;2020;55565;Pernoctaciones;24437.533153535;A
40123;2352;2020;55697;Pernoctaciones;4616.401208755;A
40123;2352;2019;55698;Pernoctaciones;58418.093921075;A
40123;2352;2019;55565;Pernoctaciones;36342.058072531;A
40123;2352;2019;55697;Pernoctaciones;22076.035848544;A
40123;2352;2018;55698;Pernoctaciones;55414.078679603;A
40123;2352;2018;55565;Pernoctaciones;31981.632230153;A
40123;2352;2018;55697;Pernoctaciones;23432.44644945;A
40123;2352;2017;55698;Pernoctaciones;68010.387130651;A
40123;2352;2017;55565;Pernoctaciones;40863.300438691;A
40123;2352;2017;55697;Pernoctaciones;27147.08669196;A
40123;2352;2016;55698;Pernoctaciones;57391.302583387;A
40123;2352;2016;55565;Pernoctaciones;34840.544261257;A
40123;2352;2016;55697;Pernoctaciones;22550.75832213;A
40123;2352;2015;55698;Pernoctaciones;37405.998577821;A
40123;2352;2015;55565;Pernoctaciones;26875.064840962;A
40123;2352;2015;55697;Pernoctaciones;10530.933736859;A
40123;2352;2014;55698;Pernoctaciones;33920.626063916;A
40123;2352;2014;55565;Pernoctaciones;24400.087767935;A
40123;2352;2014;55697;Pernoctaciones;9520.538295981;A
40123;2352;2013;55698;Pernoctaciones;31460.259531745;A
40123;2352;2013;55565;Pernoctaciones;25588.254647254;A
40123;2352;2013;55697;Pernoctaciones;5872.004884491;A
40123;2402;2020;55698;Pernoctaciones;41286.57961384;A
40123;2402;2020;55565;Pernoctaciones;38475.253281785;A
40123;2402;2020;55697;Pernoctaciones;2811.326332055;A
40123;2402;2019;55698;Pernoctaciones;79462.823541156;A
40123;2402;2019;55565;Pernoctaciones;45746.927105867;A
40123;2402;2019;55697;Pernoctaciones;33715.896435289;A
40123;2402;2018;55698;Pernoctaciones;76201.519769144;A
40123;2402;2018;55565;Pernoctaciones;50154.031690324;A
40123;2402;2018;55697;Pernoctaciones;26047.48807882;A
40123;2402;2017;55698;Pernoctaciones;92573.89824237;A
40123;2402;2017;55565;Pernoctaciones;47449.843896;A
40123;2402;2017;55697;Pernoctaciones;45124.05434637;A
40123;2402;2016;55698;Pernoctaciones;76440.65595737;A
40123;2402;2016;55565;Pernoctaciones;38971.95482393;A
40123;2402;2016;55697;Pernoctaciones;37468.70113344;A
40123;2402;2015;55698;Pernoctaciones;77651.771579268;A
40123;2402;2015;55565;Pernoctaciones;43700.029644118;A
40123;2402;2015;55697;Pernoctaciones;33951.74193515;A
40123;2402;2014;55698;Pernoctaciones;73037.280002996;A
40123;2402;2014;55565;Pernoctaciones;42150.692392406;A
40123;2402;2014;55697;Pernoctaciones;30886.58761059;A
40123;2402;2013;55698;Pernoctaciones;63402.90926379;A
40123;2402;2013;55565;Pernoctaciones;41330.261232;A
40123;2402;2013;55697;Pernoctaciones;22072.64803179;A
40123;2482;2020;55698;Pernoctaciones;77811.239833689;A
40123;2482;2020;55565;Pernoctaciones;71469.625779437;A
40123;2482;2020;55697;Pernoctaciones;6341.614054252;A
40123;2482;2019;55698;Pernoctaciones;127449.084179469;A
40123;2482;2019;55565;Pernoctaciones;79551.132027419;A
40123;2482;2019;55697;Pernoctaciones;47897.95215205;A
40123;2482;2018;55698;Pernoctaciones;123510.00094745;A
40123;2482;2018;55565;Pernoctaciones;87766.84332387;A
40123;2482;2018;55697;Pernoctaciones;35743.15762358;A
40123;2482;2017;55698;Pernoctaciones;115287.726974809;A
40123;2482;2017;55565;Pernoctaciones;77046.503724108;A
40123;2482;2017;55697;Pernoctaciones;38241.223250701;A
40123;2482;2016;55698;Pernoctaciones;97670.967854449;A
40123;2482;2016;55565;Pernoctaciones;61363.897186929;A
40123;2482;2016;55697;Pernoctaciones;36307.07066752;A
40123;2482;2015;55698;Pernoctaciones;76373.091376692;A
40123;2482;2015;55565;Pernoctaciones;55794.944448526;A
40123;2482;2015;55697;Pernoctaciones;20578.146928166;A
40123;2482;2014;55698;Pernoctaciones;88582.214248016;A
40123;2482;2014;55565;Pernoctaciones;61300.227681161;A
40123;2482;2014;55697;Pernoctaciones;27281.986566855;A
40123;2482;2013;55698;Pernoctaciones;87539.216280475;A
40123;2482;2013;55565;Pernoctaciones;54963.98452464;A
40123;2482;2013;55697;Pernoctaciones;32575.231755835;A
40123;2713;2020;55698;Pernoctaciones;46841.075029498;A
40123;2713;2020;55565;Pernoctaciones;40145.53452;A
40123;2713;2020;55697;Pernoctaciones;6695.540509498;A
40123;2713;2019;55698;Pernoctaciones;102133.021003601;A
40123;2713;2019;55565;Pernoctaciones;61619.80029646;A
40123;2713;2019;55697;Pernoctaciones;40513.220707141;A
40123;2713;2018;55698;Pernoctaciones;92221.171030707;A
40123;2713;2018;55565;Pernoctaciones;48670.220015617;A
40123;2713;2018;55697;Pernoctaciones;43550.95101509;A
40123;2713;2017;55698;Pernoctaciones;81221.446852249;A
40123;2713;2017;55565;Pernoctaciones;45949.639858129;A
40123;2713;2017;55697;Pernoctaciones;35271.80699412;A
40123;2713;2016;55698;Pernoctaciones;71116.611959825;A
40123;2713;2016;55565;Pernoctaciones;37910.923120568;A
40123;2713;2016;55697;Pernoctaciones;33205.688839257;A
40123;2713;2015;55698;Pernoctaciones;67636.343358707;A
40123;2713;2015;55565;Pernoctaciones;37284.501648191;A
40123;2713;2015;55697;Pernoctaciones;30351.841710516;A
40123;2713;2014;55698;Pernoctaciones;64816.562803575;A
40123;2713;2014;55565;Pernoctaciones;38987.25685263;A
40123;2713;2014;55697;Pernoctaciones;25829.305950945;A
40123;2713;2013;55698;Pernoctaciones;55675.556750654;A
40123;2713;2013;55565;Pernoctaciones;32181.573243744;A
40123;2713;2013;55697;Pernoctaciones;23493.98350691;A
40123;2797;2020;55698;Pernoctaciones;53012.017952905;A
40123;2797;2020;55565;Pernoctaciones;49338.645346257;A
40123;2797;2020;55697;Pernoctaciones;3673.372606648;A
40123;2797;2019;55698;Pernoctaciones;108704.580571321;A
40123;2797;2019;55565;Pernoctaciones;93434.161013122;A
40123;2797;2019;55697;Pernoctaciones;15270.419558199;A
40123;2797;2018;55698;Pernoctaciones;99640.212074908;A
40123;2797;2018;55565;Pernoctaciones;86331.998341826;A
40123;2797;2018;55697;Pernoctaciones;13308.213733082;A
40123;2797;2017;55698;Pernoctaciones;85726.147737004;A
40123;2797;2017;55565;Pernoctaciones;72344.999326159;A
40123;2797;2017;55697;Pernoctaciones;13381.148410845;A
40123;2797;2016;55698;Pernoctaciones;81737.011549211;A
40123;2797;2016;55565;Pernoctaciones;65246.578070589;A
40123;2797;2016;55697;Pernoctaciones;16490.433478622;A
40123;2797;2015;55698;Pernoctaciones;90600.908623859;A
40123;2797;2015;55565;Pernoctaciones;74691.894838492;A
40123;2797;2015;55697;Pernoctaciones;15909.013785367;A
40123;2797;2014;55698;Pernoctaciones;60313.122967453;A
40123;2797;2014;55565;Pernoctaciones;46963.281623433;A
40123;2797;2014;55697;Pernoctaciones;13349.84134402;A
40123;2797;2013;55698;Pernoctaciones;51015.196591448;A
40123;2797;2013;55565;Pernoctaciones;42583.695510308;A
40123;2797;2013;55697;Pernoctaciones;8431.50108114;A
40123;2911;2020;55698;Pernoctaciones;66387.07454681;A
40123;2911;2020;55565;Pernoctaciones;62611.166933917;A
40123;2911;2020;55697;Pernoctaciones;3775.907612893;A
40123;2911;2019;55698;Pernoctaciones;88521.746680784;A
40123;2911;2019;55565;Pernoctaciones;78477.064120339;A
40123;2911;2019;55697;Pernoctaciones;10044.682560445;A
40123;2911;2018;55698;Pernoctaciones;86545.242141214;A
40123;2911;2018;55565;Pernoctaciones;78718.449215981;A
40123;2911;2018;55697;Pernoctaciones;7826.792925233;A
40123;2911;2017;55698;Pernoctaciones;78163.155479234;A
40123;2911;2017;55565;Pernoctaciones;70741.279131204;A
40123;2911;2017;55697;Pernoctaciones;7421.87634803;A
40123;2911;2016;55698;Pernoctaciones;69128.907484029;A
40123;2911;2016;55565;Pernoctaciones;65676.913487585;A
40123;2911;2016;55697;Pernoctaciones;3451.993996444;A
40123;2911;2015;55698;Pernoctaciones;63310.889296507;A
40123;2911;2015;55565;Pernoctaciones;59784.615757044;A
40123;2911;2015;55697;Pernoctaciones;3526.273539463;A
40123;2911;2014;55698;Pernoctaciones;46062.128082221;A
40123;2911;2014;55565;Pernoctaciones;44282.927033554;A
40123;2911;2014;55697;Pernoctaciones;1779.201048667;A
40123;2911;2013;55698;Pernoctaciones;49121.365901179;A
40123;2911;2013;55565;Pernoctaciones;45985.673060838;A
40123;2911;2013;55697;Pernoctaciones;3135.692840341;A
40123;3023;2020;55698;Pernoctaciones;318308.974470519;A
40123;3023;2020;55565;Pernoctaciones;224950.081344343;A
40123;3023;2020;55697;Pernoctaciones;93358.893126176;A
40123;3023;2019;55698;Pernoctaciones;720934.528912496;A
40123;3023;2019;55565;Pernoctaciones;186253.447620747;A
40123;3023;2019;55697;Pernoctaciones;534681.081291749;A
40123;3023;2018;55698;Pernoctaciones;708673.95509789;A
40123;3023;2018;55565;Pernoctaciones;139848.62240519;A
40123;3023;2018;55697;Pernoctaciones;568825.3326927;A
40123;3023;2017;55698;Pernoctaciones;640952.031993282;A
40123;3023;2017;55565;Pernoctaciones;141672.817526362;A
40123;3023;2017;55697;Pernoctaciones;499279.21446692;A
40123;3023;2016;55698;Pernoctaciones;431349.19887807;A
40123;3023;2016;55565;Pernoctaciones;112371.31016271;A
40123;3023;2016;55697;Pernoctaciones;318977.88871536;A
40123;3023;2015;55698;Pernoctaciones;301759.54454803;A
40123;3023;2015;55565;Pernoctaciones;103156.91925251;A
40123;3023;2015;55697;Pernoctaciones;198602.62529552;A
40123;3023;2014;55698;Pernoctaciones;287016.18153165;A
40123;3023;2014;55565;Pernoctaciones;96484.68787164;A
40123;3023;2014;55697;Pernoctaciones;190531.49366001;A
40123;3023;2013;55698;Pernoctaciones;248166.791074447;A
40123;3023;2013;55565;Pernoctaciones;67412.838197757;A
40123;3023;2013;55697;Pernoctaciones;180753.95287669;A
40123;3142;2020;55698;Pernoctaciones;48091.478735966;A
40123;3142;2020;55565;Pernoctaciones;44272.728344738;A
40123;3142;2020;55697;Pernoctaciones;3818.750391228;A
40123;3142;2019;55698;Pernoctaciones;75671.297615644;A
40123;3142;2019;55565;Pernoctaciones;55359.458338579;A
40123;3142;2019;55697;Pernoctaciones;20311.839277065;A
40123;3142;2018;55698;Pernoctaciones;65930.271412084;A
40123;3142;2018;55565;Pernoctaciones;46323.491744095;A
40123;3142;2018;55697;Pernoctaciones;19606.779667989;A
40123;3142;2017;55698;Pernoctaciones;53357.63633661;A
40123;3142;2017;55565;Pernoctaciones;40911.418163675;A
40123;3142;2017;55697;Pernoctaciones;12446.218172935;A
40123;3142;2016;55698;Pernoctaciones;50222.444411192;A
40123;3142;2016;55565;Pernoctaciones;39402.319947703;A
40123;3142;2016;55697;Pernoctaciones;10820.124463489;A
40123;3142;2015;55698;Pernoctaciones;55880.232177506;A
40123;3142;2015;55565;Pernoctaciones;40809.97781419;A
40123;3142;2015;55697;Pernoctaciones;15070.254363316;A
40123;3142;2014;55698;Pernoctaciones;63603.805582504;A
40123;3142;2014;55565;Pernoctaciones;44168.785302667;A
40123;3142;2014;55697;Pernoctaciones;19435.020279837;A
40123;3142;2013;55698;Pernoctaciones;54061.090817097;A
40123;3142;2013;55565;Pernoctaciones;42346.900435976;A
40123;3142;2013;55697;Pernoctaciones;11714.190381121;A
40123;3143;2020;55698;Pernoctaciones;680792.374545517;A
40123;3143;2020;55565;Pernoctaciones;555700.568704012;A
40123;3143;2020;55697;Pernoctaciones;125091.805841505;A
40123;3143;2019;55698;Pernoctaciones;1361295.176425546;A
40123;3143;2019;55565;Pernoctaciones;636784.048595064;A
40123;3143;2019;55697;Pernoctaciones;724511.127830482;A
40123;3143;2018;55698;Pernoctaciones;1308136.451153;A
40123;3143;2018;55565;Pernoctaciones;569795.288967056;A
40123;3143;2018;55697;Pernoctaciones;738341.162185944;A
40123;3143;2017;55698;Pernoctaciones;1215292.430746209;A
40123;3143;2017;55565;Pernoctaciones;536979.802064328;A
40123;3143;2017;55697;Pernoctaciones;678312.628681881;A
40123;3143;2016;55698;Pernoctaciones;935057.100677533;A
40123;3143;2016;55565;Pernoctaciones;455784.441061271;A
40123;3143;2016;55697;Pernoctaciones;479272.659616262;A
40123;3143;2015;55698;Pernoctaciones;770618.77953839;A
40123;3143;2015;55565;Pernoctaciones;442097.948244033;A
40123;3143;2015;55697;Pernoctaciones;328520.831294357;A
40123;3143;2014;55698;Pernoctaciones;717351.921282331;A
40123;3143;2014;55565;Pernoctaciones;398737.946525426;A
40123;3143;2014;55697;Pernoctaciones;318613.974756905;A
40123;3143;2013;55698;Pernoctaciones;640442.386210835;A
40123;3143;2013;55565;Pernoctaciones;352393.180852517;A
40123;3143;2013;55697;Pernoctaciones;288049.205358318;A
40124;2352;2021;55698;Pernoctaciones;56612.628939876;A
40124;2352;2021;55565;Pernoctaciones;44047.071493148;A
40124;2352;2021;55697;Pernoctaciones;12565.557446728;A
40124;2402;2021;55698;Pernoctaciones;56929.272349673;A
40124;2402;2021;55565;Pernoctaciones;46448.877117221;A
40124;2402;2021;55697;Pernoctaciones;10480.395232452;A
40124;2482;2021;55698;Pernoctaciones;90933.200468404;A
40124;2482;2021;55565;Pernoctaciones;79534.072342914;A
40124;2482;2021;55697;Pernoctaciones;11399.12812549;A
40124;2713;2021;55698;Pernoctaciones;82063.681988348;A
40124;2713;2021;55565;Pernoctaciones;56980.729603813;A
40124;2713;2021;55697;Pernoctaciones;25082.952384535;A
40124;2797;2021;55698;Pernoctaciones;70516.957042319;A
40124;2797;2021;55565;Pernoctaciones;66526.197929355;A
40124;2797;2021;55697;Pernoctaciones;3990.759112964;A
40124;2911;2021;55698;Pernoctaciones;74333.900531381;A
40124;2911;2021;55565;Pernoctaciones;71427.888497708;A
40124;2911;2021;55697;Pernoctaciones;2906.012033673;A
40124;3023;2021;55698;Pernoctaciones;494000.690091846;A
40124;3023;2021;55565;Pernoctaciones;284833.049958817;A
40124;3023;2021;55697;Pernoctaciones;209167.640133029;A
40124;3142;2021;55698;Pernoctaciones;66388.500048231;A
