TEMPORAL;CNAE09;PUB_PRIV;TERRITORIO;TIPO_EMPRESA;TIPO_ESTAB;INDICATOR;OBS_VALUE;FREQ
2008;7109;215134;ES61;215124;213227;UNIDADES;3.3;A
2008;7109;215136;ES61;215124;213227;UNIDADES;3.3;A
2008;217302;215134;ES61;215124;213227;UNIDADES;71.091675767;A
2008;217302;215136;ES61;215124;213227;UNIDADES;71.091675767;A
2008;217304;215134;ES61;215124;213227;UNIDADES;8.671310116;A
2008;217304;215136;ES61;215124;213227;UNIDADES;8.671310116;A
2008;217305;215134;ES61;215124;213227;UNIDADES;8.599221451;A
2008;217305;215136;ES61;215124;213227;UNIDADES;8.599221451;A
2008;217306;215134;ES61;215124;213227;UNIDADES;57.793510716;A
2008;217306;215136;ES61;215124;213227;UNIDADES;57.793510716;A
2008;217307;215134;ES61;215124;213227;UNIDADES;18.237548659;A
2008;217307;215136;ES61;215124;213227;UNIDADES;18.237548659;A
2008;217308;215134;ES61;215124;213227;UNIDADES;43.990006065;A
2008;217308;215136;ES61;215124;213227;UNIDADES;43.990006065;A
2008;217309;215134;ES61;215124;213227;UNIDADES;17.515245252;A
2008;217309;215136;ES61;215124;213227;UNIDADES;17.515245252;A
2008;217310;215134;ES61;215124;213227;UNIDADES;22.8224026;A
2008;217310;215136;ES61;215124;213227;UNIDADES;22.8224026;A
2008;217311;215134;ES61;215124;213227;UNIDADES;9.853840481;A
2008;217311;215136;ES61;215124;213227;UNIDADES;9.853840481;A
2008;217312;215134;ES61;215124;213227;UNIDADES;31.051537936;A
2008;217312;215136;ES61;215124;213227;UNIDADES;31.051537936;A
2008;217313;215134;ES61;215124;213227;UNIDADES;9.641840706;A
2008;217313;215136;ES61;215124;213227;UNIDADES;9.641840706;A
2008;217314;215134;ES61;215124;213227;UNIDADES;7.72180451;A
2008;217314;215136;ES61;215124;213227;UNIDADES;7.72180451;A
2008;217315;215134;ES61;215124;213227;UNIDADES;7.310405642;A
2008;217315;215135;ES61;215124;213227;UNIDADES;1.071428571;A
2008;217315;215136;ES61;215124;213227;UNIDADES;6.238977071;A
2008;217316;215134;ES61;215124;213227;UNIDADES;7.783681215;A
2008;217316;215136;ES61;215124;213227;UNIDADES;7.783681215;A
2008;7605;215134;ES61;215124;213227;UNIDADES;6.343976777;A
2008;7605;215136;ES61;215124;213227;UNIDADES;6.343976777;A
2008;7627;215134;ES61;215124;213227;UNIDADES;8.833333334;A
2008;7627;215135;ES61;215124;213227;UNIDADES;3.0;A
2008;7627;215136;ES61;215124;213227;UNIDADES;5.833333334;A
2008;7661;215134;ES61;215124;213227;UNIDADES;12.353501553;A
2008;7661;215135;ES61;215124;213227;UNIDADES;2.08;A
2008;7661;215136;ES61;215124;213227;UNIDADES;10.273501553;A
2009;7109;215134;ES61;215124;213227;UNIDADES;6.39702381;A
2009;7109;215136;ES61;215124;213227;UNIDADES;6.39702381;A
2009;217302;215134;ES61;215124;213227;UNIDADES;61.150156578;A
2009;217302;215136;ES61;215124;213227;UNIDADES;61.150156578;A
2009;217304;215134;ES61;215124;213227;UNIDADES;9.061641132;A
2009;217304;215136;ES61;215124;213227;UNIDADES;9.061641132;A
2009;217305;215134;ES61;215124;213227;UNIDADES;12.272404834;A
2009;217305;215136;ES61;215124;213227;UNIDADES;12.272404834;A
2009;217306;215134;ES61;215124;213227;UNIDADES;52.693179983;A
2009;217306;215136;ES61;215124;213227;UNIDADES;52.693179983;A
2009;217307;215134;ES61;215124;213227;UNIDADES;17.292200809;A
2009;217307;215136;ES61;215124;213227;UNIDADES;17.292200809;A
2009;217308;215134;ES61;215124;213227;UNIDADES;21.362987565;A
2009;217308;215136;ES61;215124;213227;UNIDADES;21.362987565;A
