TEMPORAL;TIPO_PERSONAL;TIPO_EMPRESA;DISCIPLINA;SEXO;TERRITORIO;TIPO_ESTAB;ESTUDIOS;INDICATOR;OBS_VALUE;FREQ
2012;215155;215120;215127;F;ES61;213227;_Z;PERSONAS;1303.269376506;A
2012;215155;215120;215128;_T;ES61;213227;_Z;PERSONAS;2694.800451241;A
2012;215155;215120;215128;M;ES61;213227;_Z;PERSONAS;1675.539983938;A
2012;215155;215120;215128;F;ES61;213227;_Z;PERSONAS;1019.260467303;A
2012;215155;215120;215129;_T;ES61;213227;_Z;PERSONAS;467.269355926;A
2012;215155;215120;215129;M;ES61;213227;_Z;PERSONAS;291.876038709;A
2012;215155;215120;215129;F;ES61;213227;_Z;PERSONAS;175.393317217;A
2012;215155;215120;215130;_T;ES61;213227;_Z;PERSONAS;5366.571148734;A
2012;215155;215120;215130;M;ES61;213227;_Z;PERSONAS;3251.121918133;A
2012;215155;215120;215130;F;ES61;213227;_Z;PERSONAS;2115.449230601;A
2012;215155;215120;215131;_T;ES61;213227;_Z;PERSONAS;2851.058672553;A
2012;215155;215120;215131;M;ES61;213227;_Z;PERSONAS;1737.40310618;A
2012;215155;215120;215131;F;ES61;213227;_Z;PERSONAS;1113.655566373;A
2012;215155;215122;215132;_T;ES61;213227;_Z;PERSONAS;10.0;A
2012;215155;215122;215132;M;ES61;213227;_Z;PERSONAS;5.0;A
2012;215155;215122;215132;F;ES61;213227;_Z;PERSONAS;5.0;A
2012;215155;215124;215132;_T;ES61;213227;_Z;PERSONAS;3600.328624276;A
2012;215155;215124;215132;M;ES61;213227;_Z;PERSONAS;2484.704343591;A
2012;215155;215124;215132;F;ES61;213227;_Z;PERSONAS;1115.624280685;A
2012;215156;215117;215132;_T;ES61;213227;_Z;PERSONAS;1156.000000001;A
2012;215156;215117;215132;M;ES61;213227;_Z;PERSONAS;582.000000001;A
2012;215156;215117;215132;F;ES61;213227;_Z;PERSONAS;574.0;A
2012;215156;215117;215126;_T;ES61;213227;_Z;PERSONAS;65.26282904;A
2012;215156;215117;215126;M;ES61;213227;_Z;PERSONAS;42.077890455;A
2012;215156;215117;215126;F;ES61;213227;_Z;PERSONAS;23.184938585;A
2012;215156;215117;215127;_T;ES61;213227;_Z;PERSONAS;68.400542304;A
2012;215156;215117;215127;M;ES61;213227;_Z;PERSONAS;45.417133318;A
2012;215156;215117;215127;F;ES61;213227;_Z;PERSONAS;22.983408986;A
2012;215156;215117;215128;_T;ES61;213227;_Z;PERSONAS;490.164361158;A
2012;215156;215117;215128;M;ES61;213227;_Z;PERSONAS;157.869263309;A
2012;215156;215117;215128;F;ES61;213227;_Z;PERSONAS;332.295097849;A
2012;215156;215117;215129;_T;ES61;213227;_Z;PERSONAS;418.454376701;A
2012;215156;215117;215129;M;ES61;213227;_Z;PERSONAS;272.941736884;A
2012;215156;215117;215129;F;ES61;213227;_Z;PERSONAS;145.512639817;A
2012;215156;215117;215130;_T;ES61;213227;_Z;PERSONAS;83.393748436;A
2012;215156;215117;215130;M;ES61;213227;_Z;PERSONAS;45.596554663;A
2012;215156;215117;215130;F;ES61;213227;_Z;PERSONAS;37.797193773;A
2012;215156;215117;215131;_T;ES61;213227;_Z;PERSONAS;30.324142362;A
2012;215156;215117;215131;M;ES61;213227;_Z;PERSONAS;18.097421372;A
2012;215156;215117;215131;F;ES61;213227;_Z;PERSONAS;12.22672099;A
2012;215156;215120;215132;_T;ES61;213227;_Z;PERSONAS;2154.0;A
2012;215156;215120;215132;M;ES61;213227;_Z;PERSONAS;1084.0;A
2012;215156;215120;215132;F;ES61;213227;_Z;PERSONAS;1070.0;A
2012;215156;215120;215126;_T;ES61;213227;_Z;PERSONAS;383.600965819;A
2012;215156;215120;215126;M;ES61;213227;_Z;PERSONAS;190.771179134;A
2012;215156;215120;215126;F;ES61;213227;_Z;PERSONAS;192.829786685;A
2012;215156;215120;215127;_T;ES61;213227;_Z;PERSONAS;488.696603798;A
2012;215156;215120;215127;M;ES61;213227;_Z;PERSONAS;256.487033999;A
2012;215156;215120;215127;F;ES61;213227;_Z;PERSONAS;232.209569799;A
2012;215156;215120;215128;_T;ES61;213227;_Z;PERSONAS;337.192586872;A
2012;215156;215120;215128;M;ES61;213227;_Z;PERSONAS;170.126461003;A
2012;215156;215120;215128;F;ES61;213227;_Z;PERSONAS;167.066125869;A
2012;215156;215120;215129;_T;ES61;213227;_Z;PERSONAS;102.6861716;A
2012;215156;215120;215129;M;ES61;213227;_Z;PERSONAS;48.281319379;A
2012;215156;215120;215129;F;ES61;213227;_Z;PERSONAS;54.404852221;A
2012;215156;215120;215130;_T;ES61;213227;_Z;PERSONAS;536.027478818;A
2012;215156;215120;215130;M;ES61;213227;_Z;PERSONAS;266.119288126;A
2012;215156;215120;215130;F;ES61;213227;_Z;PERSONAS;269.908190692;A
2012;215156;215120;215131;_T;ES61;213227;_Z;PERSONAS;305.796193093;A
2012;215156;215120;215131;M;ES61;213227;_Z;PERSONAS;152.214718359;A
2012;215156;215120;215131;F;ES61;213227;_Z;PERSONAS;153.581474734;A
2012;215156;215122;215132;_T;ES61;213227;_Z;PERSONAS;37.0;A
2012;215156;215122;215132;M;ES61;213227;_Z;PERSONAS;21.0;A
2012;215156;215122;215132;F;ES61;213227;_Z;PERSONAS;16.0;A
2012;215156;215124;215132;_T;ES61;213227;_Z;PERSONAS;3313.546695745;A
2012;215156;215124;215132;M;ES61;213227;_Z;PERSONAS;2394.5042077;A
2012;215156;215124;215132;F;ES61;213227;_Z;PERSONAS;919.042488045;A
2012;215157;215117;215132;_T;ES61;213227;_Z;PERSONAS;417.999999998;A
2012;215157;215117;215132;M;ES61;213227;_Z;PERSONAS;199.999999998;A
2012;215157;215117;215132;F;ES61;213227;_Z;PERSONAS;218.0;A
2012;215157;215117;215126;_T;ES61;213227;_Z;PERSONAS;26.393618384;A
2012;215157;215117;215126;M;ES61;213227;_Z;PERSONAS;20.212957393;A
2012;215157;215117;215126;F;ES61;213227;_Z;PERSONAS;6.180660991;A
2012;215157;215117;215127;_T;ES61;213227;_Z;PERSONAS;73.912209039;A
2012;215157;215117;215127;M;ES61;213227;_Z;PERSONAS;38.818505258;A
2012;215157;215117;215127;F;ES61;213227;_Z;PERSONAS;35.093703781;A
2012;215157;215117;215128;_T;ES61;213227;_Z;PERSONAS;106.005313756;A
2012;215157;215117;215128;M;ES61;213227;_Z;PERSONAS;23.14085906;A
2012;215157;215117;215128;F;ES61;213227;_Z;PERSONAS;82.864454696;A
2012;215157;215117;215129;_T;ES61;213227;_Z;PERSONAS;165.766363043;A
2012;215157;215117;215129;M;ES61;213227;_Z;PERSONAS;99.937652921;A
2012;215157;215117;215129;F;ES61;213227;_Z;PERSONAS;65.828710122;A
2012;215157;215117;215130;_T;ES61;213227;_Z;PERSONAS;31.188459565;A
2012;215157;215117;215130;M;ES61;213227;_Z;PERSONAS;11.368485154;A
2012;215157;215117;215130;F;ES61;213227;_Z;PERSONAS;19.819974411;A
2012;215157;215117;215131;_T;ES61;213227;_Z;PERSONAS;14.734036211;A
2012;215157;215117;215131;M;ES61;213227;_Z;PERSONAS;6.521540212;A
2012;215157;215117;215131;F;ES61;213227;_Z;PERSONAS;8.212495999;A
2012;215157;215120;215132;_T;ES61;213227;_Z;PERSONAS;3255.0;A
2012;215157;215120;215132;M;ES61;213227;_Z;PERSONAS;1450.0;A
2012;215157;215120;215132;F;ES61;213227;_Z;PERSONAS;1805.0;A
2012;215157;215120;215126;_T;ES61;213227;_Z;PERSONAS;661.975435453;A
2012;215157;215120;215126;M;ES61;213227;_Z;PERSONAS;297.089571752;A
2012;215157;215120;215126;F;ES61;213227;_Z;PERSONAS;364.885863701;A
2012;215157;215120;215127;_T;ES61;213227;_Z;PERSONAS;627.426623384;A
2012;215157;215120;215127;M;ES61;213227;_Z;PERSONAS;281.66749708;A
2012;215157;215120;215127;F;ES61;213227;_Z;PERSONAS;345.759126304;A
2012;215157;215120;215128;_T;ES61;213227;_Z;PERSONAS;433.006961886;A
2012;215157;215120;215128;M;ES61;213227;_Z;PERSONAS;192.642720773;A
2012;215157;215120;215128;F;ES61;213227;_Z;PERSONAS;240.364241113;A
2012;215157;215120;215129;_T;ES61;213227;_Z;PERSONAS;89.044472474;A
2012;215157;215120;215129;M;ES61;213227;_Z;PERSONAS;41.458752964;A
2012;215157;215120;215129;F;ES61;213227;_Z;PERSONAS;47.58571951;A
2012;215157;215120;215130;_T;ES61;213227;_Z;PERSONAS;920.401372448;A
2012;215157;215120;215130;M;ES61;213227;_Z;PERSONAS;402.658514392;A
2012;215157;215120;215130;F;ES61;213227;_Z;PERSONAS;517.742858056;A
2012;215157;215120;215131;_T;ES61;213227;_Z;PERSONAS;523.145134355;A
2012;215157;215120;215131;M;ES61;213227;_Z;PERSONAS;234.482943039;A
2012;215157;215120;215131;F;ES61;213227;_Z;PERSONAS;288.662191316;A
2012;215157;215122;215132;_T;ES61;213227;_Z;PERSONAS;10.0;A
2012;215157;215122;215132;M;ES61;213227;_Z;PERSONAS;2.0;A
2012;215157;215122;215132;F;ES61;213227;_Z;PERSONAS;8.0;A
2012;215157;215124;215132;_T;ES61;213227;_Z;PERSONAS;1070.755380498;A
2012;215157;215124;215132;M;ES61;213227;_Z;PERSONAS;679.688957941;A
2012;215157;215124;215132;F;ES61;213227;_Z;PERSONAS;391.066422557;A
2013;215154;215117;215132;_T;ES61;213227;_Z;PERSONAS;4883.000000001;A
2013;215154;215117;215132;M;ES61;213227;_Z;PERSONAS;2478.0;A
2013;215154;215117;215132;F;ES61;213227;_Z;PERSONAS;2405.000000001;A
2013;215154;215117;215126;_T;ES61;213227;_Z;PERSONAS;296.0;A
2013;215154;215117;215126;M;ES61;213227;_Z;PERSONAS;178.690451553;A
2013;215154;215117;215126;F;ES61;213227;_Z;PERSONAS;117.309548447;A
2013;215154;215117;215127;_T;ES61;213227;_Z;PERSONAS;334.0;A
2013;215154;215117;215127;M;ES61;213227;_Z;PERSONAS;216.37959175;A
2013;215154;215117;215127;F;ES61;213227;_Z;PERSONAS;117.62040825;A
2013;215154;215117;215128;_T;ES61;213227;_Z;PERSONAS;2659.0;A
2013;215154;215117;215128;M;ES61;213227;_Z;PERSONAS;1168.081950906;A
2013;215154;215117;215128;F;ES61;213227;_Z;PERSONAS;1490.918049094;A
2013;215154;215117;215129;_T;ES61;213227;_Z;PERSONAS;980.0;A
2013;215154;215117;215129;M;ES61;213227;_Z;PERSONAS;609.069344949;A
2013;215154;215117;215129;F;ES61;213227;_Z;PERSONAS;370.930655051;A
2013;215154;215117;215130;_T;ES61;213227;_Z;PERSONAS;493.999999999;A
2013;215154;215117;215130;M;ES61;213227;_Z;PERSONAS;253.462940244;A
2013;215154;215117;215130;F;ES61;213227;_Z;PERSONAS;240.537059755;A
2013;215154;215117;215131;_T;ES61;213227;_Z;PERSONAS;120.000000002;A
2013;215154;215117;215131;M;ES61;213227;_Z;PERSONAS;52.315720598;A
2013;215154;215117;215131;F;ES61;213227;_Z;PERSONAS;67.684279404;A
2013;215154;215120;215132;_T;ES61;213227;_Z;PERSONAS;23437.000000002;A
2013;215154;215120;215132;M;ES61;213227;_Z;PERSONAS;13573.000000001;A
2013;215154;215120;215132;F;ES61;213227;_Z;PERSONAS;9864.000000001;A
2013;215154;215120;215126;_T;ES61;213227;_Z;PERSONAS;4895.000000001;A
2013;215154;215120;215126;M;ES61;213227;_Z;PERSONAS;2845.201526917;A
2013;215154;215120;215126;F;ES61;213227;_Z;PERSONAS;2049.798473084;A
2013;215154;215120;215127;_T;ES61;213227;_Z;PERSONAS;4531.0;A
2013;215154;215120;215127;M;ES61;213227;_Z;PERSONAS;2647.335274694;A
2013;215154;215120;215127;F;ES61;213227;_Z;PERSONAS;1883.664725306;A
2013;215154;215120;215128;_T;ES61;213227;_Z;PERSONAS;3363.0;A
2013;215154;215120;215128;M;ES61;213227;_Z;PERSONAS;1969.699358416;A
2013;215154;215120;215128;F;ES61;213227;_Z;PERSONAS;1393.300641584;A
2013;215154;215120;215129;_T;ES61;213227;_Z;PERSONAS;530.0;A
2013;215154;215120;215129;M;ES61;213227;_Z;PERSONAS;307.575165551;A
2013;215154;215120;215129;F;ES61;213227;_Z;PERSONAS;222.424834449;A
2013;215154;215120;215130;_T;ES61;213227;_Z;PERSONAS;6624.0;A
2013;215154;215120;215130;M;ES61;213227;_Z;PERSONAS;3792.177600922;A
2013;215154;215120;215130;F;ES61;213227;_Z;PERSONAS;2831.822399078;A
2013;215154;215120;215131;_T;ES61;213227;_Z;PERSONAS;3494.000000001;A
2013;215154;215120;215131;M;ES61;213227;_Z;PERSONAS;2011.011073501;A
2013;215154;215120;215131;F;ES61;213227;_Z;PERSONAS;1482.9889265;A
2013;215154;215122;215132;_T;ES61;213227;_Z;PERSONAS;50.0;A
2013;215154;215122;215132;M;ES61;213227;_Z;PERSONAS;30.0;A
2013;215154;215122;215132;F;ES61;213227;_Z;PERSONAS;20.0;A
2013;215154;215124;215132;_T;ES61;213227;_Z;PERSONAS;8567.784552761;A
2013;215154;215124;215132;M;ES61;213227;_Z;PERSONAS;6076.099931906;A
2013;215154;215124;215132;F;ES61;213227;_Z;PERSONAS;2491.684620855;A
2013;215155;215117;215132;_T;ES61;213227;_Z;PERSONAS;3257.0;A
2013;215155;215117;215132;M;ES61;213227;_Z;PERSONAS;1720.999999999;A
2013;215155;215117;215132;F;ES61;213227;_Z;PERSONAS;1536.000000001;A
2013;215155;215117;215126;_T;ES61;213227;_Z;PERSONAS;212.907260317;A
2013;215155;215117;215126;M;ES61;213227;_Z;PERSONAS;122.209308627;A
2013;215155;215117;215126;F;ES61;213227;_Z;PERSONAS;90.69795169;A
2013;215155;215117;215127;_T;ES61;213227;_Z;PERSONAS;192.690397246;A
2013;215155;215117;215127;M;ES61;213227;_Z;PERSONAS;131.371661774;A
2013;215155;215117;215127;F;ES61;213227;_Z;PERSONAS;61.318735472;A
2013;215155;215117;215128;_T;ES61;213227;_Z;PERSONAS;1946.596130948;A
2013;215155;215117;215128;M;ES61;213227;_Z;PERSONAS;971.04887411;A
2013;215155;215117;215128;F;ES61;213227;_Z;PERSONAS;975.547256838;A
2013;215155;215117;215129;_T;ES61;213227;_Z;PERSONAS;422.196325757;A
2013;215155;215117;215129;M;ES61;213227;_Z;PERSONAS;253.922345656;A
2013;215155;215117;215129;F;ES61;213227;_Z;PERSONAS;168.273980101;A
2013;215155;215117;215130;_T;ES61;213227;_Z;PERSONAS;388.962413897;A
2013;215155;215117;215130;M;ES61;213227;_Z;PERSONAS;201.390580421;A
2013;215155;215117;215130;F;ES61;213227;_Z;PERSONAS;187.571833476;A
2013;215155;215117;215131;_T;ES61;213227;_Z;PERSONAS;93.647471835;A
2013;215155;215117;215131;M;ES61;213227;_Z;PERSONAS;41.057229411;A
2013;215155;215117;215131;F;ES61;213227;_Z;PERSONAS;52.590242424;A
2013;215155;215120;215132;_T;ES61;213227;_Z;PERSONAS;17648.000000001;A
2013;215155;215120;215132;M;ES61;213227;_Z;PERSONAS;10696.0;A
2013;215155;215120;215132;F;ES61;213227;_Z;PERSONAS;6952.000000001;A
2013;215155;215120;215126;_T;ES61;213227;_Z;PERSONAS;3699.693389609;A
2013;215155;215120;215126;M;ES61;213227;_Z;PERSONAS;2244.889233633;A
2013;215155;215120;215126;F;ES61;213227;_Z;PERSONAS;1454.804155976;A
2013;215155;215120;215127;_T;ES61;213227;_Z;PERSONAS;3329.972418252;A
2013;215155;215120;215127;M;ES61;213227;_Z;PERSONAS;2042.93763384;A
2013;215155;215120;215127;F;ES61;213227;_Z;PERSONAS;1287.034784412;A
2013;215155;215120;215128;_T;ES61;213227;_Z;PERSONAS;2536.232564059;A
2013;215155;215120;215128;M;ES61;213227;_Z;PERSONAS;1557.553420962;A
2013;215155;215120;215128;F;ES61;213227;_Z;PERSONAS;978.679143097;A
2013;215155;215120;215129;_T;ES61;213227;_Z;PERSONAS;374.474026576;A
2013;215155;215120;215129;M;ES61;213227;_Z;PERSONAS;231.326678193;A
2013;215155;215120;215129;F;ES61;213227;_Z;PERSONAS;143.147348383;A
2013;215155;215120;215130;_T;ES61;213227;_Z;PERSONAS;5098.890450161;A
2013;215155;215120;215130;M;ES61;213227;_Z;PERSONAS;3049.830156129;A
2013;215155;215120;215130;F;ES61;213227;_Z;PERSONAS;2049.060294032;A
2013;215155;215120;215131;_T;ES61;213227;_Z;PERSONAS;2608.737151344;A
2013;215155;215120;215131;M;ES61;213227;_Z;PERSONAS;1569.462877243;A
2013;215155;215120;215131;F;ES61;213227;_Z;PERSONAS;1039.274274101;A
2013;215155;215122;215132;_T;ES61;213227;_Z;PERSONAS;13.0;A
2013;215155;215122;215132;M;ES61;213227;_Z;PERSONAS;6.0;A
2013;215155;215122;215132;F;ES61;213227;_Z;PERSONAS;7.0;A
2013;215155;215124;215132;_T;ES61;213227;_Z;PERSONAS;3997.186347426;A
2013;215155;215124;215132;M;ES61;213227;_Z;PERSONAS;2834.336582028;A
2013;215155;215124;215132;F;ES61;213227;_Z;PERSONAS;1162.849765398;A
2013;215156;215117;215132;_T;ES61;213227;_Z;PERSONAS;1208.0;A
2013;215156;215117;215132;M;ES61;213227;_Z;PERSONAS;565.000000001;A
2013;215156;215117;215132;F;ES61;213227;_Z;PERSONAS;642.999999999;A
2013;215156;215117;215126;_T;ES61;213227;_Z;PERSONAS;57.607644165;A
2013;215156;215117;215126;M;ES61;213227;_Z;PERSONAS;37.674051809;A
2013;215156;215117;215126;F;ES61;213227;_Z;PERSONAS;19.933592356;A
2013;215156;215117;215127;_T;ES61;213227;_Z;PERSONAS;65.222436423;A
2013;215156;215117;215127;M;ES61;213227;_Z;PERSONAS;42.937519591;A
2013;215156;215117;215127;F;ES61;213227;_Z;PERSONAS;22.284916832;A
2013;215156;215117;215128;_T;ES61;213227;_Z;PERSONAS;595.774330806;A
2013;215156;215117;215128;M;ES61;213227;_Z;PERSONAS;177.153615772;A
2013;215156;215117;215128;F;ES61;213227;_Z;PERSONAS;418.620715034;A
2013;215156;215117;215129;_T;ES61;213227;_Z;PERSONAS;401.631506492;A
2013;215156;215117;215129;M;ES61;213227;_Z;PERSONAS;258.8052424;A
2013;215156;215117;215129;F;ES61;213227;_Z;PERSONAS;142.826264092;A
2013;215156;215117;215130;_T;ES61;213227;_Z;PERSONAS;72.047841347;A
2013;215156;215117;215130;M;ES61;213227;_Z;PERSONAS;40.143973746;A
2013;215156;215117;215130;F;ES61;213227;_Z;PERSONAS;31.903867601;A
2013;215156;215117;215131;_T;ES61;213227;_Z;PERSONAS;15.716240767;A
2013;215156;215117;215131;M;ES61;213227;_Z;PERSONAS;8.285596683;A
2013;215156;215117;215131;F;ES61;213227;_Z;PERSONAS;7.430644084;A
2013;215156;215120;215132;_T;ES61;213227;_Z;PERSONAS;2062.000000001;A
2013;215156;215120;215132;M;ES61;213227;_Z;PERSONAS;1074.000000001;A
2013;215156;215120;215132;F;ES61;213227;_Z;PERSONAS;988.0;A
2013;215156;215120;215126;_T;ES61;213227;_Z;PERSONAS;423.375570609;A
2013;215156;215120;215126;M;ES61;213227;_Z;PERSONAS;226.712438229;A
2013;215156;215120;215126;F;ES61;213227;_Z;PERSONAS;196.66313238;A
2013;215156;215120;215127;_T;ES61;213227;_Z;PERSONAS;449.784689968;A
2013;215156;215120;215127;M;ES61;213227;_Z;PERSONAS;234.120618578;A
2013;215156;215120;215127;F;ES61;213227;_Z;PERSONAS;215.66407139;A
2013;215156;215120;215128;_T;ES61;213227;_Z;PERSONAS;313.550405667;A
2013;215156;215120;215128;M;ES61;213227;_Z;PERSONAS;163.180829131;A
2013;215156;215120;215128;F;ES61;213227;_Z;PERSONAS;150.369576536;A
2013;215156;215120;215129;_T;ES61;213227;_Z;PERSONAS;77.381215604;A
2013;215156;215120;215129;M;ES61;213227;_Z;PERSONAS;39.481060704;A
2013;215156;215120;215129;F;ES61;213227;_Z;PERSONAS;37.9001549;A
2013;215156;215120;215130;_T;ES61;213227;_Z;PERSONAS;517.536220987;A
2013;215156;215120;215130;M;ES61;213227;_Z;PERSONAS;265.377424582;A
2013;215156;215120;215130;F;ES61;213227;_Z;PERSONAS;252.158796405;A
2013;215156;215120;215131;_T;ES61;213227;_Z;PERSONAS;280.371897166;A
2013;215156;215120;215131;M;ES61;213227;_Z;PERSONAS;145.127628777;A
2013;215156;215120;215131;F;ES61;213227;_Z;PERSONAS;135.244268389;A
2013;215156;215122;215132;_T;ES61;213227;_Z;PERSONAS;31.0;A
2013;215156;215122;215132;M;ES61;213227;_Z;PERSONAS;21.0;A
2013;215156;215122;215132;F;ES61;213227;_Z;PERSONAS;10.0;A
2013;215156;215124;215132;_T;ES61;213227;_Z;PERSONAS;3281.259590804;A
2013;215156;215124;215132;M;ES61;213227;_Z;PERSONAS;2384.930160315;A
2013;215156;215124;215132;F;ES61;213227;_Z;PERSONAS;896.329430489;A
2013;215157;215117;215132;_T;ES61;213227;_Z;PERSONAS;418.000000001;A
2013;215157;215117;215132;M;ES61;213227;_Z;PERSONAS;192.0;A
2013;215157;215117;215132;F;ES61;213227;_Z;PERSONAS;226.000000001;A
2013;215157;215117;215126;_T;ES61;213227;_Z;PERSONAS;25.485095518;A
2013;215157;215117;215126;M;ES61;213227;_Z;PERSONAS;18.807091117;A
2013;215157;215117;215126;F;ES61;213227;_Z;PERSONAS;6.678004401;A
2013;215157;215117;215127;_T;ES61;213227;_Z;PERSONAS;76.087166331;A
2013;215157;215117;215127;M;ES61;213227;_Z;PERSONAS;42.070410385;A
2013;215157;215117;215127;F;ES61;213227;_Z;PERSONAS;34.016755946;A
2013;215157;215117;215128;_T;ES61;213227;_Z;PERSONAS;116.629538246;A
2013;215157;215117;215128;M;ES61;213227;_Z;PERSONAS;19.879461024;A
2013;215157;215117;215128;F;ES61;213227;_Z;PERSONAS;96.750077222;A
2013;215157;215117;215129;_T;ES61;213227;_Z;PERSONAS;156.172167751;A
2013;215157;215117;215129;M;ES61;213227;_Z;PERSONAS;96.341756893;A
2013;215157;215117;215129;F;ES61;213227;_Z;PERSONAS;59.830410858;A
2013;215157;215117;215130;_T;ES61;213227;_Z;PERSONAS;32.989744755;A
2013;215157;215117;215130;M;ES61;213227;_Z;PERSONAS;11.928386077;A
2013;215157;215117;215130;F;ES61;213227;_Z;PERSONAS;21.061358678;A
2013;215157;215117;215131;_T;ES61;213227;_Z;PERSONAS;10.6362874;A
2013;215157;215117;215131;M;ES61;213227;_Z;PERSONAS;2.972894504;A
2013;215157;215117;215131;F;ES61;213227;_Z;PERSONAS;7.663392896;A
2013;215157;215120;215132;_T;ES61;213227;_Z;PERSONAS;3727.0;A
2013;215157;215120;215132;M;ES61;213227;_Z;PERSONAS;1803.0;A
2013;215157;215120;215132;F;ES61;213227;_Z;PERSONAS;1924.0;A
2013;215157;215120;215126;_T;ES61;213227;_Z;PERSONAS;771.931039783;A
2013;215157;215120;215126;M;ES61;213227;_Z;PERSONAS;373.599855055;A
2013;215157;215120;215126;F;ES61;213227;_Z;PERSONAS;398.331184728;A
2013;215157;215120;215127;_T;ES61;213227;_Z;PERSONAS;751.24289178;A
2013;215157;215120;215127;M;ES61;213227;_Z;PERSONAS;370.277022276;A
2013;215157;215120;215127;F;ES61;213227;_Z;PERSONAS;380.965869504;A
2013;215157;215120;215128;_T;ES61;213227;_Z;PERSONAS;513.217030274;A
2013;215157;215120;215128;M;ES61;213227;_Z;PERSONAS;248.965108323;A
2013;215157;215120;215128;F;ES61;213227;_Z;PERSONAS;264.251921951;A
2013;215157;215120;215129;_T;ES61;213227;_Z;PERSONAS;78.14475782;A
2013;215157;215120;215129;M;ES61;213227;_Z;PERSONAS;36.767426654;A
2013;215157;215120;215129;F;ES61;213227;_Z;PERSONAS;41.377331166;A
2013;215157;215120;215130;_T;ES61;213227;_Z;PERSONAS;1007.573328852;A
2013;215157;215120;215130;M;ES61;213227;_Z;PERSONAS;476.970020211;A
2013;215157;215120;215130;F;ES61;213227;_Z;PERSONAS;530.603308641;A
2013;215157;215120;215131;_T;ES61;213227;_Z;PERSONAS;604.890951491;A
2013;215157;215120;215131;M;ES61;213227;_Z;PERSONAS;296.420567481;A
2013;215157;215120;215131;F;ES61;213227;_Z;PERSONAS;308.47038401;A
2013;215157;215122;215132;_T;ES61;213227;_Z;PERSONAS;6.0;A
2013;215157;215122;215132;M;ES61;213227;_Z;PERSONAS;3.0;A
2013;215157;215122;215132;F;ES61;213227;_Z;PERSONAS;3.0;A
2013;215157;215124;215132;_T;ES61;213227;_Z;PERSONAS;1289.338614531;A
2013;215157;215124;215132;M;ES61;213227;_Z;PERSONAS;856.833189563;A
2013;215157;215124;215132;F;ES61;213227;_Z;PERSONAS;432.505424968;A
2014;215154;215117;215132;_T;ES61;213227;_Z;PERSONAS;4969.000000002;A
2014;215154;215117;215132;M;ES61;213227;_Z;PERSONAS;2462.0;A
2014;215154;215117;215132;F;ES61;213227;_Z;PERSONAS;2507.000000002;A
2014;215154;215117;215126;_T;ES61;213227;_Z;PERSONAS;267.000000001;A
2014;215154;215117;215126;M;ES61;213227;_Z;PERSONAS;142.379357995;A
2014;215154;215117;215126;F;ES61;213227;_Z;PERSONAS;124.620642006;A
2014;215154;215117;215127;_T;ES61;213227;_Z;PERSONAS;329.000000001;A
2014;215154;215117;215127;M;ES61;213227;_Z;PERSONAS;217.283338864;A
2014;215154;215117;215127;F;ES61;213227;_Z;PERSONAS;111.716661137;A
2014;215154;215117;215128;_T;ES61;213227;_Z;PERSONAS;2938.999999999;A
2014;215154;215117;215128;M;ES61;213227;_Z;PERSONAS;1304.454870533;A
2014;215154;215117;215128;F;ES61;213227;_Z;PERSONAS;1634.545129466;A
2014;215154;215117;215129;_T;ES61;213227;_Z;PERSONAS;939.000000001;A
2014;215154;215117;215129;M;ES61;213227;_Z;PERSONAS;563.165797301;A
2014;215154;215117;215129;F;ES61;213227;_Z;PERSONAS;375.8342027;A
2014;215154;215117;215130;_T;ES61;213227;_Z;PERSONAS;414.0;A
2014;215154;215117;215130;M;ES61;213227;_Z;PERSONAS;199.585690896;A
2014;215154;215117;215130;F;ES61;213227;_Z;PERSONAS;214.414309104;A
2014;215154;215117;215131;_T;ES61;213227;_Z;PERSONAS;81.0;A
2014;215154;215117;215131;M;ES61;213227;_Z;PERSONAS;35.130944411;A
2014;215154;215117;215131;F;ES61;213227;_Z;PERSONAS;45.869055589;A
2014;215154;215120;215132;_T;ES61;213227;_Z;PERSONAS;23118.000000001;A
2014;215154;215120;215132;M;ES61;213227;_Z;PERSONAS;13399.999999999;A
2014;215154;215120;215132;F;ES61;213227;_Z;PERSONAS;9718.000000002;A
2014;215154;215120;215126;_T;ES61;213227;_Z;PERSONAS;4634.0;A
2014;215154;215120;215126;M;ES61;213227;_Z;PERSONAS;2681.088442256;A
2014;215154;215120;215126;F;ES61;213227;_Z;PERSONAS;1952.911557744;A
2014;215154;215120;215127;_T;ES61;213227;_Z;PERSONAS;4522.0;A
2014;215154;215120;215127;M;ES61;213227;_Z;PERSONAS;2658.493141276;A
2014;215154;215120;215127;F;ES61;213227;_Z;PERSONAS;1863.506858724;A
2014;215154;215120;215128;_T;ES61;213227;_Z;PERSONAS;3411.000000001;A
2014;215154;215120;215128;M;ES61;213227;_Z;PERSONAS;1992.169980184;A
2014;215154;215120;215128;F;ES61;213227;_Z;PERSONAS;1418.830019817;A
2014;215154;215120;215129;_T;ES61;213227;_Z;PERSONAS;507.0;A
2014;215154;215120;215129;M;ES61;213227;_Z;PERSONAS;292.983758056;A
2014;215154;215120;215129;F;ES61;213227;_Z;PERSONAS;214.016241944;A
2014;215154;215120;215130;_T;ES61;213227;_Z;PERSONAS;6741.0;A
