D_ESTADO_DATO_0;D_PUNTOS_TURISTICOS_0;D_RESITUR_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40124;70683;55577;2021;Viajeros;70.310561134;A
40124;70683;516706;2021;Viajeros;10.15923913;A
40124;70683;55568;2021;Viajeros;135.823521353;A
40124;70683;516710;2021;Viajeros;-;A
40124;70683;55571;2021;Viajeros;29.184048731;A
40124;70683;516715;2021;Viajeros;-;A
40124;70683;55574;2021;Viajeros;43.956797521;A
40124;70683;516721;2021;Viajeros;20.413450349;A
40124;70683;516722;2021;Viajeros;14.448695652;A
40124;70683;516724;2021;Viajeros;16.986267218;A
40124;70685;55698;2021;Viajeros;108231.798802703;A
40124;70685;55565;2021;Viajeros;71329.121807673;A
40124;70685;55697;2021;Viajeros;36902.67699503;A
40124;70685;55577;2021;Viajeros;806.081725974;A
40124;70685;516705;2021;Viajeros;26.061973961;A
40124;70685;516706;2021;Viajeros;1357.090541853;A
40124;70685;516707;2021;Viajeros;1923.532808368;A
40124;70685;516708;2021;Viajeros;2597.73594069;A
40124;70685;55568;2021;Viajeros;4252.919619722;A
40124;70685;516709;2021;Viajeros;-;A
40124;70685;516710;2021;Viajeros;4231.376972294;A
40124;70685;516711;2021;Viajeros;578.253666601;A
40124;70685;516712;2021;Viajeros;26.638565891;A
40124;70685;55571;2021;Viajeros;2091.673963528;A
40124;70685;516713;2021;Viajeros;534.760279967;A
40124;70685;516715;2021;Viajeros;960.002996123;A
40124;70685;55574;2021;Viajeros;9089.505891957;A
40124;70685;516716;2021;Viajeros;503.836833051;A
40124;70685;516717;2021;Viajeros;1738.809783412;A
40124;70685;516718;2021;Viajeros;1615.054958848;A
40124;70685;516719;2021;Viajeros;714.402726096;A
40124;70685;516720;2021;Viajeros;135.000294116;A
40124;70685;516721;2021;Viajeros;251.242390261;A
40124;70685;516722;2021;Viajeros;424.85946635;A
40124;70685;516724;2021;Viajeros;847.174467622;A
40124;70685;516725;2021;Viajeros;515.600026533;A
40124;70685;516726;2021;Viajeros;833.000309105;A
40124;70685;516727;2021;Viajeros;840.965880973;A
40124;70686;55698;2021;Viajeros;56027.772795204;A
40124;70686;55565;2021;Viajeros;27215.371022042;A
40124;70686;55697;2021;Viajeros;28812.401773162;A
40124;70686;55577;2021;Viajeros;1576.909005325;A
40124;70686;516705;2021;Viajeros;250.79719702;A
40124;70686;516706;2021;Viajeros;1697.78216654;A
40124;70686;516707;2021;Viajeros;931.978653984;A
40124;70686;516708;2021;Viajeros;319.714066352;A
40124;70686;55568;2021;Viajeros;2219.617725025;A
40124;70686;516709;2021;Viajeros;28.370495495;A
40124;70686;516710;2021;Viajeros;1228.759603676;A
40124;70686;516711;2021;Viajeros;1136.420068841;A
40124;70686;516712;2021;Viajeros;88.558887421;A
40124;70686;55571;2021;Viajeros;2482.333002797;A
40124;70686;516713;2021;Viajeros;635.141401955;A
40124;70686;516715;2021;Viajeros;427.752614808;A
40124;70686;55574;2021;Viajeros;7559.955799263;A
40124;70686;516716;2021;Viajeros;249.82504714;A
40124;70686;516717;2021;Viajeros;1800.367382445;A
40124;70686;516718;2021;Viajeros;913.592755477;A
40124;70686;516719;2021;Viajeros;304.395671572;A
40124;70686;516720;2021;Viajeros;145.702132354;A
40124;70686;516721;2021;Viajeros;585.748422673;A
40124;70686;516722;2021;Viajeros;606.397662055;A
40124;70686;516724;2021;Viajeros;1348.625174976;A
40124;70686;516725;2021;Viajeros;1062.7416335;A
40124;70686;516726;2021;Viajeros;511.428781441;A
40124;70686;516727;2021;Viajeros;699.486421027;A
40124;70687;55698;2021;Viajeros;38723.642965494;A
40124;70687;55565;2021;Viajeros;24331.59391959;A
40124;70687;55697;2021;Viajeros;14392.049045904;A
40124;70687;55577;2021;Viajeros;310.88501362;A
40124;70687;516705;2021;Viajeros;14.233759843;A
40124;70687;516706;2021;Viajeros;436.524677834;A
40124;70687;516707;2021;Viajeros;1145.406769473;A
40124;70687;516708;2021;Viajeros;1710.393394491;A
40124;70687;55568;2021;Viajeros;796.531638399;A
40124;70687;516709;2021;Viajeros;12.252614145;A
40124;70687;516710;2021;Viajeros;985.622608345;A
40124;70687;516711;2021;Viajeros;213.764017567;A
40124;70687;55571;2021;Viajeros;1581.957900405;A
40124;70687;516713;2021;Viajeros;109.821460902;A
40124;70687;516715;2021;Viajeros;179.6253357;A
40124;70687;55574;2021;Viajeros;3415.032854872;A
40124;70687;516716;2021;Viajeros;47.306762916;A
40124;70687;516717;2021;Viajeros;874.569987831;A
40124;70687;516718;2021;Viajeros;24.887184302;A
40124;70687;516719;2021;Viajeros;417.873856419;A
40124;70687;516720;2021;Viajeros;10.174407452;A
40124;70687;516721;2021;Viajeros;59.526601258;A
40124;70687;516722;2021;Viajeros;387.129691046;A
40124;70687;516724;2021;Viajeros;41.62545598;A
40124;70687;516725;2021;Viajeros;262.704433396;A
40124;70687;516726;2021;Viajeros;1074.469395321;A
40124;70687;516727;2021;Viajeros;279.729224387;A
40124;70688;55698;2021;Viajeros;133248.717903289;A
40124;70688;55565;2021;Viajeros;79196.067265374;A
40124;70688;55697;2021;Viajeros;54052.650637915;A
40124;70688;55577;2021;Viajeros;6442.622349933;A
40124;70688;516705;2021;Viajeros;314.117501534;A
40124;70688;516706;2021;Viajeros;2865.998907653;A
40124;70688;516707;2021;Viajeros;1913.66383855;A
40124;70688;516708;2021;Viajeros;652.234518345;A
40124;70688;55568;2021;Viajeros;7653.706005176;A
40124;70688;516709;2021;Viajeros;207.460219687;A
40124;70688;516710;2021;Viajeros;1342.374935148;A
40124;70688;516711;2021;Viajeros;4783.837484984;A
40124;70688;516712;2021;Viajeros;59.242820439;A
40124;70688;55571;2021;Viajeros;8847.645880946;A
40124;70688;516713;2021;Viajeros;1103.162209353;A
40124;70688;516715;2021;Viajeros;766.369546437;A
40124;70688;55574;2021;Viajeros;5737.616092496;A
40124;70688;516716;2021;Viajeros;1001.716986177;A
40124;70688;516717;2021;Viajeros;524.925019614;A
40124;70688;516718;2021;Viajeros;1658.237249964;A
40124;70688;516719;2021;Viajeros;791.273354717;A
40124;70688;516720;2021;Viajeros;139.447337768;A
40124;70688;516721;2021;Viajeros;1346.05724279;A
40124;70688;516722;2021;Viajeros;788.257019606;A
40124;70688;516724;2021;Viajeros;1782.617130808;A
40124;70688;516725;2021;Viajeros;1903.058324494;A
40124;70688;516726;2021;Viajeros;670.903665933;A
40124;70688;516727;2021;Viajeros;756.104995363;A
40124;55120;55698;2021;Viajeros;94496.397845188;A
40124;55120;55565;2021;Viajeros;28228.019268697;A
40124;55120;55697;2021;Viajeros;66268.378576491;A
40124;55120;55577;2021;Viajeros;5525.436143665;A
40124;55120;516705;2021;Viajeros;967.141311375;A
40124;55120;516706;2021;Viajeros;2892.739752793;A
40124;55120;516707;2021;Viajeros;1259.127536232;A
40124;55120;516708;2021;Viajeros;487.442512077;A
40124;55120;55568;2021;Viajeros;6546.286259298;A
40124;55120;516709;2021;Viajeros;16.0;A
40124;55120;516710;2021;Viajeros;5056.747669223;A
40124;55120;516711;2021;Viajeros;1847.235527618;A
40124;55120;516712;2021;Viajeros;111.6;A
40124;55120;55571;2021;Viajeros;10148.799888235;A
40124;55120;516713;2021;Viajeros;455.726570048;A
40124;55120;516715;2021;Viajeros;824.794146992;A
40124;55120;55574;2021;Viajeros;12415.109930498;A
40124;55120;516716;2021;Viajeros;262.956521739;A
40124;55120;516717;2021;Viajeros;3267.967404859;A
40124;55120;516718;2021;Viajeros;1095.237852784;A
40124;55120;516719;2021;Viajeros;777.514975845;A
40124;55120;516720;2021;Viajeros;390.1543955;A
40124;55120;516721;2021;Viajeros;2148.880460974;A
40124;55120;516722;2021;Viajeros;830.413400185;A
40124;55120;516724;2021;Viajeros;3037.653457782;A
40124;55120;516725;2021;Viajeros;1554.354632278;A
40124;55120;516726;2021;Viajeros;1077.623273278;A
40124;55120;516727;2021;Viajeros;3271.434953213;A
40124;269778;55698;2021;Viajeros;56468.940527207;A
40124;269778;55565;2021;Viajeros;24882.208821846;A
40124;269778;55697;2021;Viajeros;31586.731705361;A
40124;269778;55577;2021;Viajeros;879.54067798;A
40124;269778;516705;2021;Viajeros;14.333333333;A
40124;269778;516706;2021;Viajeros;1040.669224447;A
40124;269778;516707;2021;Viajeros;596.225109596;A
40124;269778;516708;2021;Viajeros;1163.520867518;A
40124;269778;55568;2021;Viajeros;2441.865379921;A
40124;269778;516709;2021;Viajeros;25.320726916;A
40124;269778;516710;2021;Viajeros;535.038090116;A
40124;269778;516711;2021;Viajeros;503.936334104;A
40124;269778;516712;2021;Viajeros;36.933947072;A
40124;269778;55571;2021;Viajeros;1427.759591536;A
40124;269778;516713;2021;Viajeros;503.942070171;A
40124;269778;516715;2021;Viajeros;956.501984874;A
40124;269778;55574;2021;Viajeros;15061.008426275;A
40124;269778;516716;2021;Viajeros;95.206122278;A
40124;269778;516717;2021;Viajeros;951.059958816;A
40124;269778;516718;2021;Viajeros;666.283726869;A
40124;269778;516719;2021;Viajeros;730.74258421;A
40124;269778;516720;2021;Viajeros;265.476530177;A
40124;269778;516721;2021;Viajeros;523.201028629;A
40124;269778;516722;2021;Viajeros;387.707407198;A
40124;269778;516724;2021;Viajeros;1005.76961388;A
40124;269778;516725;2021;Viajeros;835.952756326;A
40124;269778;516726;2021;Viajeros;462.745010001;A
40124;269778;516727;2021;Viajeros;475.991203118;A
40124;70689;55698;2021;Viajeros;78076.848595038;A
40124;70689;55565;2021;Viajeros;57963.174287638;A
40124;70689;55697;2021;Viajeros;20113.6743074;A
40124;70689;55577;2021;Viajeros;1561.007284917;A
40124;70689;516705;2021;Viajeros;78.96767154;A
40124;70689;516706;2021;Viajeros;795.161035918;A
40124;70689;516707;2021;Viajeros;313.970554691;A
40124;70689;516708;2021;Viajeros;171.063252636;A
40124;70689;55568;2021;Viajeros;1421.368006227;A
40124;70689;516710;2021;Viajeros;2641.51273632;A
40124;70689;516711;2021;Viajeros;223.108220857;A
40124;70689;516712;2021;Viajeros;-;A
40124;70689;55571;2021;Viajeros;1890.320698198;A
40124;70689;516713;2021;Viajeros;217.616267822;A
40124;70689;516715;2021;Viajeros;75.662035093;A
40124;70689;55574;2021;Viajeros;5405.218805126;A
40124;70689;516716;2021;Viajeros;598.836212273;A
40124;70689;516717;2021;Viajeros;3257.153141125;A
40124;70689;516718;2021;Viajeros;234.417564624;A
40124;70689;516719;2021;Viajeros;500.502884736;A
40124;70689;516720;2021;Viajeros;84.259767828;A
40124;70689;516721;2021;Viajeros;188.644475176;A
40124;70689;516722;2021;Viajeros;110.215883893;A
40124;70689;516724;2021;Viajeros;67.943487242;A
40124;70689;516725;2021;Viajeros;132.199451021;A
40124;70689;516726;2021;Viajeros;62.131988855;A
40124;70689;516727;2021;Viajeros;76.586846799;A
40124;70690;55698;2021;Viajeros;35725.611074243;A
40124;70690;55565;2021;Viajeros;22027.314833845;A
40124;70690;55697;2021;Viajeros;13698.296240398;A
40124;70690;55577;2021;Viajeros;359.894824068;A
40124;70690;516705;2021;Viajeros;11.6875;A
40124;70690;516706;2021;Viajeros;200.750111089;A
40124;70690;516707;2021;Viajeros;378.247204256;A
40124;70690;516708;2021;Viajeros;61.197553981;A
40124;70690;55568;2021;Viajeros;494.924600902;A
40124;70690;516709;2021;Viajeros;56.0;A
40124;70690;516710;2021;Viajeros;2466.195379514;A
40124;70690;516711;2021;Viajeros;102.484227395;A
40124;70690;516712;2021;Viajeros;11.546558704;A
40124;70690;55571;2021;Viajeros;5000.243456324;A
40124;70690;516713;2021;Viajeros;371.277728081;A
40124;70690;516715;2021;Viajeros;136.493943995;A
40124;70690;55574;2021;Viajeros;2824.59960049;A
40124;70690;516716;2021;Viajeros;63.236363636;A
40124;70690;516717;2021;Viajeros;191.962474902;A
40124;70690;516718;2021;Viajeros;201.467494075;A
40124;70690;516719;2021;Viajeros;99.198178138;A
40124;70690;516720;2021;Viajeros;-;A
40124;70690;516721;2021;Viajeros;21.359058704;A
40124;70690;516722;2021;Viajeros;147.181443995;A
40124;70690;516724;2021;Viajeros;37.243943995;A
40124;70690;516725;2021;Viajeros;289.85294016;A
40124;70690;516726;2021;Viajeros;139.876653994;A
40124;70690;516727;2021;Viajeros;25.5;A
40124;70691;55698;2021;Viajeros;194721.31656421;A
40124;70691;55565;2021;Viajeros;132574.959740096;A
40124;70691;55697;2021;Viajeros;62146.356824114;A
40124;70691;55577;2021;Viajeros;3568.04806558;A
40124;70691;516705;2021;Viajeros;508.249363929;A
40124;70691;516706;2021;Viajeros;1388.926589163;A
40124;70691;516707;2021;Viajeros;445.79679769;A
40124;70691;516708;2021;Viajeros;176.360406587;A
40124;70691;55568;2021;Viajeros;13445.80565462;A
40124;70691;516709;2021;Viajeros;220.945059614;A
40124;70691;516710;2021;Viajeros;930.90743498;A
40124;70691;516711;2021;Viajeros;7356.243065155;A
40124;70691;516712;2021;Viajeros;57.443368467;A
40124;70691;55571;2021;Viajeros;4364.575916655;A
40124;70691;516713;2021;Viajeros;1508.777308988;A
40124;70691;516715;2021;Viajeros;7073.548698378;A
40124;70691;55574;2021;Viajeros;4105.315495651;A
40124;70691;516716;2021;Viajeros;392.620821629;A
40124;70691;516717;2021;Viajeros;312.362321037;A
40124;70691;516718;2021;Viajeros;1778.790886805;A
40124;70691;516719;2021;Viajeros;144.929541266;A
40124;70691;516720;2021;Viajeros;265.368487379;A
40124;70691;516721;2021;Viajeros;885.949450028;A
40124;70691;516722;2021;Viajeros;1426.276992802;A
40124;70691;516724;2021;Viajeros;3033.183933081;A
40124;70691;516725;2021;Viajeros;5105.126288686;A
40124;70691;516726;2021;Viajeros;701.995032099;A
40124;70691;516727;2021;Viajeros;2948.809843845;A
40123;70666;55698;2020;Pernoctaciones;29166.368270957;A
40123;70666;55698;2019;Pernoctaciones;29676.755427293;A
40123;70666;55698;2018;Pernoctaciones;28383.463088691;A
40123;70666;55698;2017;Pernoctaciones;30947.195731;A
40123;70666;55565;2020;Pernoctaciones;27567.351894875;A
40123;70666;55565;2019;Pernoctaciones;23201.189147377;A
40123;70666;55565;2018;Pernoctaciones;24372.92699588;A
40123;70666;55565;2017;Pernoctaciones;28311.648783622;A
40123;70666;55697;2020;Pernoctaciones;1599.016376082;A
40123;70666;55697;2019;Pernoctaciones;6475.566279916;A
40123;70666;55697;2018;Pernoctaciones;4010.536092811;A
40123;70666;55697;2017;Pernoctaciones;2635.546947378;A
40123;70666;55577;2020;Pernoctaciones;276.725543478;A
40123;70666;55577;2019;Pernoctaciones;2098.81320855;A
40123;70666;55577;2018;Pernoctaciones;844.2072318;A
40123;70666;55577;2017;Pernoctaciones;429.05614035;A
40123;70666;516705;2019;Pernoctaciones;72.642979452;A
40123;70666;516705;2017;Pernoctaciones;41.094736842;A
40123;70666;516706;2019;Pernoctaciones;152.99614726;A
40123;70666;516706;2018;Pernoctaciones;-;A
40123;70666;516706;2017;Pernoctaciones;120.49777778;A
40123;70666;55568;2020;Pernoctaciones;509.945696461;A
40123;70666;55568;2019;Pernoctaciones;2074.66298516;A
40123;70666;55568;2018;Pernoctaciones;704.62389411;A
40123;70666;55568;2017;Pernoctaciones;349.18526316;A
40123;70666;516710;2018;Pernoctaciones;43.780842912;A
40123;70666;516711;2020;Pernoctaciones;-;A
40123;70666;516711;2019;Pernoctaciones;213.491385215;A
40123;70666;516711;2018;Pernoctaciones;-;A
40123;70666;516711;2017;Pernoctaciones;148.41637427;A
40123;70666;55571;2019;Pernoctaciones;219.9375;A
40123;70666;55571;2018;Pernoctaciones;120.5871125;A
40123;70666;55571;2017;Pernoctaciones;322.95766082;A
40123;70666;516713;2020;Pernoctaciones;18.448369565;A
40123;70666;516713;2019;Pernoctaciones;292.402456306;A
40123;70666;516713;2018;Pernoctaciones;249.61992337;A
40123;70666;516713;2017;Pernoctaciones;344.86222222;A
40123;70666;516715;2019;Pernoctaciones;45.332191781;A
40123;70666;516715;2018;Pernoctaciones;69.341483804;A
40123;70666;55574;2020;Pernoctaciones;452.266835017;A
40123;70666;55574;2019;Pernoctaciones;793.242391946;A
40123;70666;55574;2018;Pernoctaciones;1472.5460249;A
40123;70666;55574;2017;Pernoctaciones;161.43859649;A
40123;70666;516716;2020;Pernoctaciones;-;A
40123;70666;516716;2019;Pernoctaciones;35.095890411;A
40123;70666;516716;2018;Pernoctaciones;130.32974138;A
40123;70666;516717;2019;Pernoctaciones;-;A
40123;70666;516717;2018;Pernoctaciones;-;A
40123;70666;516717;2017;Pernoctaciones;-;A
40123;70666;516718;2020;Pernoctaciones;164.869565217;A
40123;70666;516718;2018;Pernoctaciones;-;A
40123;70666;516718;2017;Pernoctaciones;38.105263158;A
40123;70666;516720;2019;Pernoctaciones;20.925;A
40123;70666;516720;2018;Pernoctaciones;88.130268199;A
40123;70666;516720;2017;Pernoctaciones;187.13918129;A
40123;70666;516721;2020;Pernoctaciones;34.835858586;A
40123;70666;516721;2019;Pernoctaciones;310.761130137;A
40123;70666;516721;2018;Pernoctaciones;-;A
40123;70666;516721;2017;Pernoctaciones;-;A
40123;70666;516722;2020;Pernoctaciones;26.902210511;A
40123;70666;516722;2019;Pernoctaciones;12.246575342;A
40123;70666;516722;2018;Pernoctaciones;20.170977011;A
40123;70666;516722;2017;Pernoctaciones;148.58666667;A
40123;70666;516724;2020;Pernoctaciones;87.052188552;A
40123;70666;516724;2019;Pernoctaciones;-;A
40123;70666;516724;2017;Pernoctaciones;-;A
40123;70666;516725;2019;Pernoctaciones;92.071232877;A
40123;70666;516725;2018;Pernoctaciones;68.941804249;A
40123;70666;516725;2017;Pernoctaciones;140.06877193;A
40123;70666;516726;2017;Pernoctaciones;96.736888889;A
40123;70666;516727;2017;Pernoctaciones;54.726315789;A
40123;55107;55698;2020;Pernoctaciones;94855.439642985;A
40123;55107;55698;2019;Pernoctaciones;378261.390416665;A
40123;55107;55698;2018;Pernoctaciones;314943.57440479;A
40123;55107;55698;2017;Pernoctaciones;298514.793808318;A
40123;55107;55698;2016;Pernoctaciones;229315.84479153;A
40123;55107;55698;2015;Pernoctaciones;266525.969411293;A
40123;55107;55698;2014;Pernoctaciones;239686.44999697;A
40123;55107;55565;2020;Pernoctaciones;89646.352046458;A
40123;55107;55565;2019;Pernoctaciones;287628.28;A
40123;55107;55565;2018;Pernoctaciones;227119.40119016;A
40123;55107;55565;2017;Pernoctaciones;216433.13265712;A
40123;55107;55565;2016;Pernoctaciones;187821.63020822;A
40123;55107;55565;2015;Pernoctaciones;231413.600551597;A
40123;55107;55565;2014;Pernoctaciones;209421.8208303;A
40123;55107;55697;2020;Pernoctaciones;5209.087596527;A
40123;55107;55697;2019;Pernoctaciones;90633.110416665;A
40123;55107;55697;2018;Pernoctaciones;87824.17321463;A
40123;55107;55697;2017;Pernoctaciones;82081.661151198;A
40123;55107;55697;2016;Pernoctaciones;41494.21458331;A
40123;55107;55697;2015;Pernoctaciones;35112.368859696;A
40123;55107;55697;2014;Pernoctaciones;30264.62916667;A
40123;55107;55577;2020;Pernoctaciones;74.4;A
40123;55107;55577;2019;Pernoctaciones;1330.569166667;A
40123;55107;55577;2018;Pernoctaciones;801.14285714;A
40123;55107;55577;2017;Pernoctaciones;405.46001323;A
40123;55107;55577;2016;Pernoctaciones;549.7625;A
40123;55107;55577;2015;Pernoctaciones;96.562280702;A
40123;55107;55577;2014;Pernoctaciones;603.53333333;A
40123;55107;516705;2019;Pernoctaciones;26.266666667;A
40123;55107;516705;2018;Pernoctaciones;121.15;A
40123;55107;516706;2020;Pernoctaciones;122.708333333;A
40123;55107;516706;2019;Pernoctaciones;752.945833333;A
40123;55107;516706;2018;Pernoctaciones;989.83095238;A
40123;55107;516706;2017;Pernoctaciones;582.1423633;A
40123;55107;516706;2016;Pernoctaciones;604.66666667;A
40123;55107;516706;2015;Pernoctaciones;395.24583333;A
40123;55107;516706;2014;Pernoctaciones;92.641666667;A
40123;55107;516707;2020;Pernoctaciones;57.866666667;A
40123;55107;516707;2019;Pernoctaciones;105.6;A
40123;55107;516707;2018;Pernoctaciones;289.66666667;A
40123;55107;516707;2017;Pernoctaciones;-;A
40123;55107;516707;2016;Pernoctaciones;86.8;A
40123;55107;516707;2015;Pernoctaciones;-;A
40123;55107;516707;2014;Pernoctaciones;-;A
40123;55107;516708;2019;Pernoctaciones;-;A
40123;55107;516708;2018;Pernoctaciones;12.4;A
40123;55107;55568;2020;Pernoctaciones;1933.254810167;A
40123;55107;55568;2019;Pernoctaciones;6953.008333333;A
40123;55107;55568;2018;Pernoctaciones;7203.7446429;A
40123;55107;55568;2017;Pernoctaciones;6785.9735757;A
40123;55107;55568;2016;Pernoctaciones;6193.8;A
40123;55107;55568;2015;Pernoctaciones;9121.575;A
40123;55107;55568;2014;Pernoctaciones;6147.2041667;A
40123;55107;516709;2020;Pernoctaciones;-;A
40123;55107;516709;2019;Pernoctaciones;140.533333333;A
40123;55107;516710;2020;Pernoctaciones;113.268130631;A
40123;55107;516710;2019;Pernoctaciones;3961.933333333;A
40123;55107;516710;2018;Pernoctaciones;4842.0190476;A
40123;55107;516710;2017;Pernoctaciones;1327.5638394;A
40123;55107;516710;2016;Pernoctaciones;1152.3145833;A
40123;55107;516710;2015;Pernoctaciones;557.73333333;A
40123;55107;516710;2014;Pernoctaciones;581.85;A
40123;55107;516711;2020;Pernoctaciones;218.075337838;A
40123;55107;516711;2019;Pernoctaciones;2235.577083333;A
40123;55107;516711;2018;Pernoctaciones;1253.7684524;A
40123;55107;516711;2017;Pernoctaciones;773.8106578;A
40123;55107;516711;2016;Pernoctaciones;275.975;A
40123;55107;516711;2015;Pernoctaciones;640.225;A
40123;55107;516711;2014;Pernoctaciones;559.93333333;A
40123;55107;516712;2018;Pernoctaciones;-;A
40123;55107;55571;2020;Pernoctaciones;107.458333333;A
40123;55107;55571;2019;Pernoctaciones;1270.554166667;A
40123;55107;55571;2018;Pernoctaciones;472.53928571;A
40123;55107;55571;2017;Pernoctaciones;653.90446749;A
40123;55107;55571;2016;Pernoctaciones;592.04583333;A
40123;55107;55571;2015;Pernoctaciones;496.51666667;A
40123;55107;55571;2014;Pernoctaciones;307.55416667;A
40123;55107;516713;2020;Pernoctaciones;57.6;A
40123;55107;516713;2019;Pernoctaciones;4368.14;A
40123;55107;516713;2018;Pernoctaciones;9715.7333333;A
40123;55107;516713;2017;Pernoctaciones;8606.0926151;A
40123;55107;516713;2016;Pernoctaciones;1969.6666667;A
40123;55107;516713;2015;Pernoctaciones;523.1875;A
40123;55107;516713;2014;Pernoctaciones;173.2;A
40123;55107;516715;2020;Pernoctaciones;432.866666667;A
40123;55107;516715;2019;Pernoctaciones;825.933333333;A
40123;55107;516715;2018;Pernoctaciones;532.44166667;A
40123;55107;516715;2017;Pernoctaciones;591.14294691;A
40123;55107;516715;2016;Pernoctaciones;568.29583333;A
40123;55107;516715;2015;Pernoctaciones;537.1875;A
40123;55107;516715;2014;Pernoctaciones;-;A
40123;55107;55574;2020;Pernoctaciones;764.090508366;A
40123;55107;55574;2019;Pernoctaciones;60434.840833333;A
40123;55107;55574;2018;Pernoctaciones;55116.331548;A
40123;55107;55574;2017;Pernoctaciones;55308.01941;A
40123;55107;55574;2016;Pernoctaciones;25871.3625;A
40123;55107;55574;2015;Pernoctaciones;19482.444079;A
40123;55107;55574;2014;Pernoctaciones;18652.325;A
40123;55107;516716;2019;Pernoctaciones;1602.666666667;A
40123;55107;516716;2018;Pernoctaciones;1527.8;A
40123;55107;516716;2017;Pernoctaciones;3636.1654131;A
40123;55107;516716;2016;Pernoctaciones;1986.9333333;A
40123;55107;516716;2015;Pernoctaciones;959.93333333;A
40123;55107;516716;2014;Pernoctaciones;1711.5333333;A
40123;55107;516717;2020;Pernoctaciones;-;A
40123;55107;516717;2019;Pernoctaciones;151.2;A
40123;55107;516717;2018;Pernoctaciones;30.4;A
40123;55107;516717;2017;Pernoctaciones;214.99704905;A
40123;55107;516717;2016;Pernoctaciones;174.26666667;A
40123;55107;516718;2020;Pernoctaciones;615.891666667;A
40123;55107;516718;2019;Pernoctaciones;2893.283333333;A
40123;55107;516718;2018;Pernoctaciones;1879.2;A
40123;55107;516718;2017;Pernoctaciones;1037.5518254;A
40123;55107;516718;2016;Pernoctaciones;566.11666667;A
40123;55107;516718;2015;Pernoctaciones;746.0;A
40123;55107;516718;2014;Pernoctaciones;399.8125;A
40123;55107;516719;2019;Pernoctaciones;-;A
40123;55107;516719;2018;Pernoctaciones;178.2;A
40123;55107;516719;2017;Pernoctaciones;50.064569592;A
40123;55107;516719;2015;Pernoctaciones;-;A
40123;55107;516719;2014;Pernoctaciones;-;A
40123;55107;516720;2020;Pernoctaciones;22.571428571;A
40123;55107;516720;2019;Pernoctaciones;959.0375;A
40123;55107;516720;2018;Pernoctaciones;333.06666667;A
40123;55107;516720;2017;Pernoctaciones;98.519249034;A
40123;55107;516720;2016;Pernoctaciones;146.46666667;A
40123;55107;516720;2015;Pernoctaciones;326.53333333;A
40123;55107;516720;2014;Pernoctaciones;181.6;A
40123;55107;516721;2019;Pernoctaciones;152.333333333;A
40123;55107;516721;2018;Pernoctaciones;126.06666667;A
40123;55107;516721;2017;Pernoctaciones;146.23679818;A
40123;55107;516721;2016;Pernoctaciones;-;A
40123;55107;516721;2015;Pernoctaciones;-;A
40123;55107;516721;2014;Pernoctaciones;68.125;A
40123;55107;516722;2020;Pernoctaciones;76.485714286;A
40123;55107;516722;2019;Pernoctaciones;1050.933333333;A
40123;55107;516722;2018;Pernoctaciones;1406.997619;A
40123;55107;516722;2017;Pernoctaciones;1067.0821782;A
40123;55107;516722;2016;Pernoctaciones;242.6;A
40123;55107;516722;2015;Pernoctaciones;802.13333333;A
40123;55107;516722;2014;Pernoctaciones;513.31666667;A
40123;55107;516724;2020;Pernoctaciones;51.666666667;A
40123;55107;516724;2019;Pernoctaciones;98.879166667;A
40123;55107;516724;2018;Pernoctaciones;207.82142857;A
40123;55107;516724;2017;Pernoctaciones;100.40849885;A
40123;55107;516724;2016;Pernoctaciones;-;A
40123;55107;516724;2015;Pernoctaciones;127.46666667;A
40123;55107;516724;2014;Pernoctaciones;45.333333333;A
40123;55107;516725;2020;Pernoctaciones;289.4;A
40123;55107;516725;2019;Pernoctaciones;815.608333333;A
40123;55107;516725;2018;Pernoctaciones;435.14285714;A
40123;55107;516725;2017;Pernoctaciones;427.93051744;A
40123;55107;516725;2016;Pernoctaciones;94.383333333;A
40123;55107;516725;2015;Pernoctaciones;130.41666667;A
40123;55107;516725;2014;Pernoctaciones;122.66666667;A
40123;55107;516726;2020;Pernoctaciones;214.416666667;A
40123;55107;516726;2019;Pernoctaciones;382.8;A
40123;55107;516726;2018;Pernoctaciones;207.06666667;A
40123;55107;516726;2017;Pernoctaciones;-;A
40123;55107;516726;2016;Pernoctaciones;140.79166667;A
40123;55107;516726;2014;Pernoctaciones;-;A
40123;55107;516727;2020;Pernoctaciones;36.666666667;A
40123;55107;516727;2019;Pernoctaciones;101.866666667;A
40123;55107;516727;2018;Pernoctaciones;137.64285714;A
40123;55107;516727;2017;Pernoctaciones;178.5153742;A
40123;55107;516727;2016;Pernoctaciones;217.4;A
40123;55107;516727;2015;Pernoctaciones;61.066666667;A
40123;55107;516727;2014;Pernoctaciones;-;A
40123;55108;55698;2020;Pernoctaciones;22765.850874952;A
40123;55108;55698;2019;Pernoctaciones;44483.343484183;A
40123;55108;55698;2018;Pernoctaciones;42456.826878854;A
40123;55108;55698;2017;Pernoctaciones;42863.308708817;A
40123;55108;55698;2016;Pernoctaciones;40763.980251313;A
40123;55108;55698;2015;Pernoctaciones;25163.71089352;A
40123;55108;55565;2020;Pernoctaciones;22438.636574038;A
40123;55108;55565;2019;Pernoctaciones;37237.370494453;A
