D_ESTADO_DATO_0;D_PUNTOS_TURISTICOS_0;D_RESITUR_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40123;55107;516725;2015;Viajeros;45.65;A
40123;55107;516725;2014;Viajeros;34.158333333;A
40123;55107;516726;2020;Viajeros;61.483333333;A
40123;55107;516726;2019;Viajeros;94.4;A
40123;55107;516726;2018;Viajeros;61.266666667;A
40123;55107;516726;2017;Viajeros;-;A
40123;55107;516726;2016;Viajeros;21.570833333;A
40123;55107;516726;2014;Viajeros;-;A
40123;55107;516727;2020;Viajeros;12.133333333;A
40123;55107;516727;2019;Viajeros;32.666666667;A
40123;55107;516727;2018;Viajeros;26.821428571;A
40123;55107;516727;2017;Viajeros;22.315983584;A
40123;55107;516727;2016;Viajeros;42.6;A
40123;55107;516727;2015;Viajeros;18.266666667;A
40123;55107;516727;2014;Viajeros;-;A
40123;55108;55698;2020;Viajeros;4619.406082763;A
40123;55108;55698;2019;Viajeros;10497.631745742;A
40123;55108;55698;2018;Viajeros;9921.271755274;A
40123;55108;55698;2017;Viajeros;9706.002402766;A
40123;55108;55698;2016;Viajeros;8953.512470993;A
40123;55108;55698;2015;Viajeros;5342.797188926;A
40123;55108;55565;2020;Viajeros;4573.900141231;A
40123;55108;55565;2019;Viajeros;9039.714703112;A
40123;55108;55565;2018;Viajeros;8496.544002411;A
40123;55108;55565;2017;Viajeros;8058.863030826;A
40123;55108;55565;2016;Viajeros;7582.661716867;A
40123;55108;55565;2015;Viajeros;4747.194826393;A
40123;55108;55697;2020;Viajeros;45.505941532;A
40123;55108;55697;2019;Viajeros;1457.91704263;A
40123;55108;55697;2018;Viajeros;1424.727752863;A
40123;55108;55697;2017;Viajeros;1647.13937194;A
40123;55108;55697;2016;Viajeros;1370.850754126;A
40123;55108;55697;2015;Viajeros;595.602362533;A
40123;55108;55577;2019;Viajeros;274.958287215;A
40123;55108;55577;2018;Viajeros;191.02338685;A
40123;55108;55577;2017;Viajeros;314.5144517;A
40123;55108;55577;2016;Viajeros;228.16932673;A
40123;55108;55577;2015;Viajeros;136.86158842;A
40123;55108;516705;2018;Viajeros;18.218009479;A
40123;55108;516705;2016;Viajeros;20.681372681;A
40123;55108;516705;2015;Viajeros;61.564434143;A
40123;55108;516706;2019;Viajeros;56.352527691;A
40123;55108;516706;2018;Viajeros;18.805687204;A
40123;55108;516706;2017;Viajeros;235.12688961;A
40123;55108;516706;2016;Viajeros;50.198562827;A
40123;55108;516706;2015;Viajeros;88.637340153;A
40123;55108;516707;2019;Viajeros;10.961828859;A
40123;55108;516707;2018;Viajeros;22.497037915;A
40123;55108;516707;2015;Viajeros;10.108695652;A
40123;55108;516708;2019;Viajeros;-;A
40123;55108;516708;2018;Viajeros;-;A
40123;55108;516708;2017;Viajeros;-;A
40123;55108;55568;2020;Viajeros;-;A
40123;55108;55568;2019;Viajeros;246.911076226;A
40123;55108;55568;2018;Viajeros;289.64965771;A
40123;55108;55568;2017;Viajeros;336.35768995;A
40123;55108;55568;2016;Viajeros;285.06164897;A
40123;55108;55568;2015;Viajeros;59.681864267;A
40123;55108;516709;2017;Viajeros;-;A
40123;55108;516710;2019;Viajeros;44.66603304;A
40123;55108;516710;2018;Viajeros;21.54028436;A
40123;55108;516710;2017;Viajeros;33.174311927;A
40123;55108;516710;2015;Viajeros;20.442028986;A
40123;55108;516711;2020;Viajeros;-;A
40123;55108;516711;2019;Viajeros;108.352679392;A
40123;55108;516711;2018;Viajeros;125.22527646;A
40123;55108;516711;2017;Viajeros;93.79038741;A
40123;55108;516711;2016;Viajeros;40.201999546;A
40123;55108;516711;2015;Viajeros;31.326086957;A
40123;55108;55571;2019;Viajeros;400.457753929;A
40123;55108;55571;2018;Viajeros;401.69756725;A
40123;55108;55571;2017;Viajeros;338.42186945;A
40123;55108;55571;2016;Viajeros;415.89527704;A
40123;55108;55571;2015;Viajeros;46.992412617;A
40123;55108;516713;2019;Viajeros;20.623094745;A
40123;55108;516713;2018;Viajeros;-;A
40123;55108;516713;2017;Viajeros;-;A
40123;55108;516713;2016;Viajeros;-;A
40123;55108;516715;2019;Viajeros;11.609395973;A
40123;55108;516715;2018;Viajeros;-;A
40123;55108;516715;2017;Viajeros;-;A
40123;55108;516715;2016;Viajeros;19.969325153;A
40123;55108;55574;2020;Viajeros;-;A
40123;55108;55574;2019;Viajeros;67.971156051;A
40123;55108;55574;2018;Viajeros;187.14620452;A
40123;55108;55574;2017;Viajeros;172.11222689;A
40123;55108;55574;2016;Viajeros;146.67055934;A
40123;55108;55574;2015;Viajeros;78.229667519;A
40123;55108;516716;2019;Viajeros;25.850671141;A
40123;55108;516716;2017;Viajeros;29.168616171;A
40123;55108;516716;2016;Viajeros;15.384570482;A
40123;55108;516716;2015;Viajeros;20.217391304;A
40123;55108;516717;2019;Viajeros;17.306290765;A
40123;55108;516717;2018;Viajeros;14.574407583;A
40123;55108;516718;2019;Viajeros;32.398790056;A
40123;55108;516718;2017;Viajeros;-;A
40123;55108;516718;2016;Viajeros;30.920245399;A
40123;55108;516719;2018;Viajeros;14.574407583;A
40123;55108;516719;2016;Viajeros;-;A
40123;55108;516720;2019;Viajeros;10.748201439;A
40123;55108;516721;2019;Viajeros;36.509145352;A
40123;55108;516721;2018;Viajeros;12.473933649;A
40123;55108;516721;2017;Viajeros;17.020850709;A
40123;55108;516721;2016;Viajeros;51.627473887;A
40123;55108;516721;2015;Viajeros;31.164381927;A
40123;55108;516722;2019;Viajeros;10.429530201;A
40123;55108;516722;2018;Viajeros;-;A
40123;55108;516722;2016;Viajeros;-;A
40123;55108;516724;2019;Viajeros;18.238134325;A
40123;55108;516724;2018;Viajeros;40.429699842;A
40123;55108;516724;2017;Viajeros;30.1117598;A
40123;55108;516724;2016;Viajeros;17.155776867;A
40123;55108;516725;2019;Viajeros;40.138035003;A
40123;55108;516725;2018;Viajeros;19.78793677;A
40123;55108;516725;2017;Viajeros;-;A
40123;55108;516725;2016;Viajeros;10.306748466;A
40123;55108;516727;2020;Viajeros;17.962454727;A
40123;55108;516727;2019;Viajeros;14.979865772;A
40123;55108;516727;2018;Viajeros;14.433123105;A
40123;55108;516727;2017;Viajeros;-;A
40123;55108;516727;2016;Viajeros;19.922489207;A
40123;55108;516727;2015;Viajeros;10.376470588;A
40123;70667;55698;2020;Viajeros;21970.411612082;A
40123;70667;55698;2019;Viajeros;54256.289351849;A
40123;70667;55698;2018;Viajeros;42213.562499738;A
40123;70667;55698;2017;Viajeros;48214.933333541;A
40123;70667;55698;2016;Viajeros;40809.932142443;A
40123;70667;55698;2015;Viajeros;41710.925014392;A
40123;70667;55698;2014;Viajeros;37166.995833306;A
40123;70667;55565;2020;Viajeros;19732.792231166;A
40123;70667;55565;2019;Viajeros;45497.069135802;A
40123;70667;55565;2018;Viajeros;34919.170833015;A
40123;70667;55565;2017;Viajeros;40250.516666906;A
40123;70667;55565;2016;Viajeros;35398.741071026;A
40123;70667;55565;2015;Viajeros;35838.808027627;A
40123;70667;55565;2014;Viajeros;30657.812499959;A
40123;70667;55697;2020;Viajeros;2237.619380916;A
40123;70667;55697;2019;Viajeros;8759.220216047;A
40123;70667;55697;2018;Viajeros;7294.391666723;A
40123;70667;55697;2017;Viajeros;7964.416666635;A
40123;70667;55697;2016;Viajeros;5411.191071417;A
40123;70667;55697;2015;Viajeros;5872.116986765;A
40123;70667;55697;2014;Viajeros;6509.183333347;A
40123;70667;55577;2020;Viajeros;157.294291764;A
40123;70667;55577;2019;Viajeros;464.042283951;A
40123;70667;55577;2018;Viajeros;329.15;A
40123;70667;55577;2017;Viajeros;490.64583333;A
40123;70667;55577;2016;Viajeros;388.71964286;A
40123;70667;55577;2015;Viajeros;511.74360691;A
40123;70667;55577;2014;Viajeros;759.12083333;A
40123;70667;516705;2020;Viajeros;-;A
40123;70667;516705;2019;Viajeros;14.371296296;A
40123;70667;516705;2018;Viajeros;15.266666667;A
40123;70667;516705;2017;Viajeros;11.8125;A
40123;70667;516705;2016;Viajeros;10.333333333;A
40123;70667;516705;2015;Viajeros;12.4;A
40123;70667;516705;2014;Viajeros;-;A
40123;70667;516706;2020;Viajeros;129.548531674;A
40123;70667;516706;2019;Viajeros;280.760802469;A
40123;70667;516706;2018;Viajeros;424.48333333;A
40123;70667;516706;2017;Viajeros;387.71666667;A
40123;70667;516706;2016;Viajeros;230.94642857;A
40123;70667;516706;2015;Viajeros;245.00610691;A
40123;70667;516706;2014;Viajeros;195.44583333;A
40123;70667;516707;2020;Viajeros;-;A
40123;70667;516707;2019;Viajeros;197.993981481;A
40123;70667;516707;2018;Viajeros;92.0875;A
40123;70667;516707;2017;Viajeros;409.57916667;A
40123;70667;516707;2016;Viajeros;186.67083333;A
40123;70667;516707;2015;Viajeros;162.08333333;A
40123;70667;516707;2014;Viajeros;467.425;A
40123;70667;516708;2020;Viajeros;16.542857143;A
40123;70667;516708;2019;Viajeros;101.075;A
40123;70667;516708;2018;Viajeros;48.408333333;A
40123;70667;516708;2017;Viajeros;71.266666667;A
40123;70667;516708;2016;Viajeros;59.466666667;A
40123;70667;516708;2015;Viajeros;34.475;A
40123;70667;516708;2014;Viajeros;691.26666667;A
40123;70667;55568;2020;Viajeros;424.088303733;A
40123;70667;55568;2019;Viajeros;1727.127932099;A
40123;70667;55568;2018;Viajeros;1381.3166667;A
40123;70667;55568;2017;Viajeros;1186.2333333;A
40123;70667;55568;2016;Viajeros;997.1047619;A
40123;70667;55568;2015;Viajeros;2863.6857198;A
40123;70667;55568;2014;Viajeros;1686.0041667;A
40123;70667;516709;2020;Viajeros;-;A
40123;70667;516709;2019;Viajeros;-;A
40123;70667;516709;2018;Viajeros;16.133333333;A
40123;70667;516709;2015;Viajeros;26.866666667;A
40123;70667;516710;2020;Viajeros;81.511807536;A
40123;70667;516710;2019;Viajeros;222.971141975;A
40123;70667;516710;2018;Viajeros;103.5875;A
40123;70667;516710;2017;Viajeros;237.38333333;A
40123;70667;516710;2016;Viajeros;153.175;A
40123;70667;516710;2015;Viajeros;66.372943345;A
40123;70667;516710;2014;Viajeros;38.466666667;A
40123;70667;516711;2020;Viajeros;31.089177489;A
40123;70667;516711;2019;Viajeros;322.369290123;A
40123;70667;516711;2018;Viajeros;266.5625;A
40123;70667;516711;2017;Viajeros;272.58333333;A
40123;70667;516711;2016;Viajeros;206.6;A
40123;70667;516711;2015;Viajeros;120.5210031;A
40123;70667;516711;2014;Viajeros;48.8125;A
40123;70667;516712;2020;Viajeros;-;A
40123;70667;516712;2019;Viajeros;17.106481481;A
40123;70667;516712;2018;Viajeros;-;A
40123;70667;516712;2016;Viajeros;-;A
40123;70667;516712;2014;Viajeros;-;A
40123;70667;55571;2020;Viajeros;74.587128381;A
40123;70667;55571;2019;Viajeros;551.433333333;A
40123;70667;55571;2018;Viajeros;568.48333333;A
40123;70667;55571;2017;Viajeros;539.70416667;A
40123;70667;55571;2016;Viajeros;310.42083333;A
40123;70667;55571;2015;Viajeros;99.4875;A
40123;70667;55571;2014;Viajeros;199.55833333;A
40123;70667;516713;2020;Viajeros;24.047331691;A
40123;70667;516713;2019;Viajeros;162.628395062;A
40123;70667;516713;2018;Viajeros;170.64583333;A
40123;70667;516713;2017;Viajeros;139.75;A
40123;70667;516713;2016;Viajeros;76.758333333;A
40123;70667;516713;2015;Viajeros;18.335273574;A
40123;70667;516713;2014;Viajeros;43.883333333;A
40123;70667;516715;2020;Viajeros;135.870833333;A
40123;70667;516715;2019;Viajeros;614.783950617;A
40123;70667;516715;2018;Viajeros;617.67916667;A
40123;70667;516715;2017;Viajeros;485.15833333;A
40123;70667;516715;2016;Viajeros;231.62083333;A
40123;70667;516715;2015;Viajeros;278.45479239;A
40123;70667;516715;2014;Viajeros;147.69583333;A
40123;70667;55574;2020;Viajeros;209.109282906;A
40123;70667;55574;2019;Viajeros;1232.750925926;A
40123;70667;55574;2018;Viajeros;1036.7166667;A
40123;70667;55574;2017;Viajeros;1561.1;A
40123;70667;55574;2016;Viajeros;948.92797619;A
40123;70667;55574;2015;Viajeros;393.16906286;A
40123;70667;55574;2014;Viajeros;425.34583333;A
40123;70667;516716;2020;Viajeros;-;A
40123;70667;516716;2019;Viajeros;39.904938272;A
40123;70667;516716;2018;Viajeros;26.883333333;A
40123;70667;516716;2017;Viajeros;22.266666667;A
40123;70667;516716;2016;Viajeros;14.0;A
40123;70667;516716;2015;Viajeros;12.0;A
40123;70667;516716;2014;Viajeros;-;A
40123;70667;516717;2020;Viajeros;29.832894737;A
40123;70667;516717;2019;Viajeros;111.121759259;A
40123;70667;516717;2018;Viajeros;280.78333333;A
40123;70667;516717;2017;Viajeros;455.0375;A
40123;70667;516717;2016;Viajeros;385.03035714;A
40123;70667;516717;2015;Viajeros;290.59583333;A
40123;70667;516717;2014;Viajeros;696.14583333;A
40123;70667;516718;2020;Viajeros;264.146021303;A
40123;70667;516718;2019;Viajeros;563.024691358;A
40123;70667;516718;2018;Viajeros;547.31666667;A
40123;70667;516718;2017;Viajeros;472.91666667;A
40123;70667;516718;2016;Viajeros;242.4375;A
40123;70667;516718;2015;Viajeros;145.94583333;A
40123;70667;516718;2014;Viajeros;97.533333333;A
40123;70667;516719;2020;Viajeros;-;A
40123;70667;516719;2019;Viajeros;18.202469136;A
40123;70667;516719;2018;Viajeros;52.9375;A
40123;70667;516719;2017;Viajeros;28.025;A
40123;70667;516719;2016;Viajeros;84.475;A
40123;70667;516719;2015;Viajeros;14.266666667;A
40123;70667;516719;2014;Viajeros;123.775;A
40123;70667;516720;2020;Viajeros;47.766117881;A
40123;70667;516720;2019;Viajeros;207.217746914;A
40123;70667;516720;2018;Viajeros;84.920833333;A
40123;70667;516720;2017;Viajeros;63.266666667;A
40123;70667;516720;2016;Viajeros;114.69166667;A
40123;70667;516720;2015;Viajeros;94.218320722;A
40123;70667;516720;2014;Viajeros;28.333333333;A
40123;70667;516721;2020;Viajeros;12.18245614;A
40123;70667;516721;2019;Viajeros;42.627160494;A
40123;70667;516721;2018;Viajeros;31.5;A
40123;70667;516721;2017;Viajeros;67.529166667;A
40123;70667;516721;2016;Viajeros;35.521428571;A
40123;70667;516721;2015;Viajeros;10.0;A
40123;70667;516721;2014;Viajeros;252.0;A
40123;70667;516722;2020;Viajeros;96.75;A
40123;70667;516722;2019;Viajeros;473.268981481;A
40123;70667;516722;2018;Viajeros;220.09166667;A
40123;70667;516722;2017;Viajeros;163.19583333;A
40123;70667;516722;2016;Viajeros;323.83690476;A
40123;70667;516722;2015;Viajeros;140.38932383;A
40123;70667;516722;2014;Viajeros;400.73333333;A
40123;70667;516724;2020;Viajeros;36.675218218;A
40123;70667;516724;2019;Viajeros;128.565277778;A
40123;70667;516724;2018;Viajeros;27.079166667;A
40123;70667;516724;2017;Viajeros;59.216666667;A
40123;70667;516724;2016;Viajeros;50.933333333;A
40123;70667;516724;2015;Viajeros;50.8;A
40123;70667;516724;2014;Viajeros;26.866666667;A
40123;70667;516725;2020;Viajeros;165.137143505;A
40123;70667;516725;2019;Viajeros;216.893981481;A
40123;70667;516725;2018;Viajeros;231.92083333;A
40123;70667;516725;2017;Viajeros;228.64583333;A
40123;70667;516725;2016;Viajeros;100.9625;A
40123;70667;516725;2015;Viajeros;107.55;A
40123;70667;516725;2014;Viajeros;57.079166667;A
40123;70667;516726;2020;Viajeros;205.207088745;A
40123;70667;516726;2019;Viajeros;858.59845679;A
40123;70667;516726;2018;Viajeros;351.6125;A
40123;70667;516726;2017;Viajeros;276.42916667;A
40123;70667;516726;2016;Viajeros;137.85;A
40123;70667;516726;2015;Viajeros;62.15;A
40123;70667;516726;2014;Viajeros;27.75;A
40123;70667;516727;2020;Viajeros;80.322180451;A
40123;70667;516727;2019;Viajeros;185.069753086;A
40123;70667;516727;2018;Viajeros;365.75833333;A
40123;70667;516727;2017;Viajeros;334.95416667;A
40123;70667;516727;2016;Viajeros;116.7077381;A
40123;70667;516727;2015;Viajeros;111.6;A
40123;70667;516727;2014;Viajeros;80.0;A
