D_ESTADO_DATO_0;D_TERRITORIO_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40123;2797;2015;Personal medio remunerado fijo;14.417784233;A
40123;2797;2014;Personal medio remunerado fijo;9.75;A
40123;2911;2020;Personal medio remunerado fijo;29.431907328;A
40123;2911;2019;Personal medio remunerado fijo;39.277809094;A
40123;2911;2018;Personal medio remunerado fijo;32.298540122;A
40123;2911;2017;Personal medio remunerado fijo;35.258266088;A
40123;2911;2016;Personal medio remunerado fijo;35.281319128;A
40123;2911;2015;Personal medio remunerado fijo;35.683577601;A
40123;2911;2014;Personal medio remunerado fijo;49.621177985;A
40123;3023;2020;Personal medio remunerado fijo;1275.487684953;A
40123;3023;2019;Personal medio remunerado fijo;2046.308141392;A
40123;3023;2018;Personal medio remunerado fijo;1908.6334668;A
40123;3023;2017;Personal medio remunerado fijo;2010.2344687;A
40123;3023;2016;Personal medio remunerado fijo;1816.0109145;A
40123;3023;2015;Personal medio remunerado fijo;1744.8968239;A
40123;3023;2014;Personal medio remunerado fijo;1667.4130805;A
40123;3142;2020;Personal medio remunerado fijo;222.599732184;A
40123;3142;2019;Personal medio remunerado fijo;369.523509201;A
40123;3142;2018;Personal medio remunerado fijo;352.68116834;A
40123;3142;2017;Personal medio remunerado fijo;279.1985767;A
40123;3142;2016;Personal medio remunerado fijo;237.41821161;A
40123;3142;2015;Personal medio remunerado fijo;224.27610599;A
40123;3142;2014;Personal medio remunerado fijo;182.93296948;A
40124;3143;2021;Personal medio remunerado fijo;2442.455441784;A
40124;2352;2021;Personal medio remunerado fijo;136.940388049;A
40124;2402;2021;Personal medio remunerado fijo;190.137139485;A
40124;2482;2021;Personal medio remunerado fijo;42.424859482;A
40124;2713;2021;Personal medio remunerado fijo;191.642744193;A
40124;2797;2021;Personal medio remunerado fijo;47.978807758;A
40124;2911;2021;Personal medio remunerado fijo;39.440078397;A
40124;3023;2021;Personal medio remunerado fijo;1526.250549139;A
40124;3142;2021;Personal medio remunerado fijo;267.640875281;A
40123;3143;2020;Personal medio remunerado eventual;532.481062633;A
40123;3143;2019;Personal medio remunerado eventual;1253.514149532;A
40123;3143;2018;Personal medio remunerado eventual;1272.272276205;A
40123;3143;2017;Personal medio remunerado eventual;1169.956082663;A
40123;3143;2016;Personal medio remunerado eventual;1001.043816804;A
40123;3143;2015;Personal medio remunerado eventual;991.780983626;A
40123;3143;2014;Personal medio remunerado eventual;928.763277662;A
40123;2352;2020;Personal medio remunerado eventual;65.417498073;A
40123;2352;2019;Personal medio remunerado eventual;170.745972967;A
40123;2352;2018;Personal medio remunerado eventual;147.20201351;A
40123;2352;2017;Personal medio remunerado eventual;140.86062601;A
40123;2352;2016;Personal medio remunerado eventual;126.83175941;A
40123;2352;2015;Personal medio remunerado eventual;113.96599984;A
40123;2352;2014;Personal medio remunerado eventual;101.83113811;A
40123;2402;2020;Personal medio remunerado eventual;82.082853487;A
40123;2402;2019;Personal medio remunerado eventual;114.548674038;A
40123;2402;2018;Personal medio remunerado eventual;125.86619261;A
40123;2402;2017;Personal medio remunerado eventual;93.123310182;A
40123;2402;2016;Personal medio remunerado eventual;97.223834635;A
40123;2402;2015;Personal medio remunerado eventual;102.57963692;A
40123;2402;2014;Personal medio remunerado eventual;130.14171544;A
40123;2482;2020;Personal medio remunerado eventual;15.979192792;A
40123;2482;2019;Personal medio remunerado eventual;16.808727681;A
40123;2482;2018;Personal medio remunerado eventual;19.423445125;A
40123;2482;2017;Personal medio remunerado eventual;21.224302725;A
40123;2482;2016;Personal medio remunerado eventual;24.45907822;A
40123;2482;2015;Personal medio remunerado eventual;24.344742306;A
40123;2482;2014;Personal medio remunerado eventual;15.247386771;A
40123;2713;2020;Personal medio remunerado eventual;63.356190258;A
40123;2713;2019;Personal medio remunerado eventual;131.589176528;A
40123;2713;2018;Personal medio remunerado eventual;145.73530394;A
40123;2713;2017;Personal medio remunerado eventual;117.40093222;A
40123;2713;2016;Personal medio remunerado eventual;105.14872638;A
40123;2713;2015;Personal medio remunerado eventual;117.23896193;A
40123;2713;2014;Personal medio remunerado eventual;113.03780216;A
40123;2797;2020;Personal medio remunerado eventual;19.4355713;A
40123;2797;2019;Personal medio remunerado eventual;34.441894794;A
40123;2797;2018;Personal medio remunerado eventual;35.248606037;A
40123;2797;2017;Personal medio remunerado eventual;34.428736406;A
40123;2797;2016;Personal medio remunerado eventual;31.990950242;A
40123;2797;2015;Personal medio remunerado eventual;40.86062607;A
40123;2797;2014;Personal medio remunerado eventual;28.775845485;A
40123;2911;2020;Personal medio remunerado eventual;21.566670112;A
40123;2911;2019;Personal medio remunerado eventual;48.445680411;A
40123;2911;2018;Personal medio remunerado eventual;42.071719674;A
40123;2911;2017;Personal medio remunerado eventual;36.823030332;A
40123;2911;2016;Personal medio remunerado eventual;47.846012871;A
40123;2911;2015;Personal medio remunerado eventual;31.569937252;A
40123;2911;2014;Personal medio remunerado eventual;38.118037311;A
40123;3023;2020;Personal medio remunerado eventual;223.331909586;A
40123;3023;2019;Personal medio remunerado eventual;652.335858405;A
40123;3023;2018;Personal medio remunerado eventual;660.72264789;A
40123;3023;2017;Personal medio remunerado eventual;628.49489673;A
40123;3023;2016;Personal medio remunerado eventual;495.76047871;A
40123;3023;2015;Personal medio remunerado eventual;500.22834318;A
40123;3023;2014;Personal medio remunerado eventual;425.71212992;A
40123;3142;2020;Personal medio remunerado eventual;41.311177025;A
40123;3142;2019;Personal medio remunerado eventual;84.598164708;A
40123;3142;2018;Personal medio remunerado eventual;96.002347419;A
40123;3142;2017;Personal medio remunerado eventual;97.600248058;A
40123;3142;2016;Personal medio remunerado eventual;71.782976336;A
40123;3142;2015;Personal medio remunerado eventual;60.992736128;A
40123;3142;2014;Personal medio remunerado eventual;75.899222465;A
40124;3143;2021;Personal medio remunerado eventual;606.920366461;A
40124;2352;2021;Personal medio remunerado eventual;101.354606539;A
40124;2402;2021;Personal medio remunerado eventual;107.916518675;A
40124;2482;2021;Personal medio remunerado eventual;15.648837773;A
40124;2713;2021;Personal medio remunerado eventual;77.777626373;A
40124;2797;2021;Personal medio remunerado eventual;23.52726642;A
40124;2911;2021;Personal medio remunerado eventual;19.684139895;A
40124;3023;2021;Personal medio remunerado eventual;214.896473402;A
40124;3142;2021;Personal medio remunerado eventual;46.114897384;A
40123;3143;2020;Plazas;55688.374138547;A
40123;3143;2019;Plazas;80197.812189595;A
40123;3143;2018;Plazas;75579.3080709;A
40123;3143;2017;Plazas;73678.3511467;A
40123;3143;2016;Plazas;66534.6951538;A
40123;3143;2015;Plazas;66441.11544062;A
40123;3143;2014;Plazas;62707.63582552;A
40123;2352;2020;Plazas;6468.456327581;A
40123;2352;2019;Plazas;9399.436234933;A
40123;2352;2018;Plazas;9157.8004047;A
40123;2352;2017;Plazas;8367.2337134;A
40123;2352;2016;Plazas;7873.9707128;A
40123;2352;2015;Plazas;7467.2087464;A
40123;2352;2014;Plazas;7601.8552023;A
40123;2402;2020;Plazas;4071.897234057;A
40123;2402;2019;Plazas;5307.735075187;A
40123;2402;2018;Plazas;5199.6452482;A
40123;2402;2017;Plazas;4606.9995384;A
40123;2402;2016;Plazas;3971.1618005;A
40123;2402;2015;Plazas;4132.3851944;A
40123;2402;2014;Plazas;4724.9859421;A
40123;2482;2020;Plazas;988.43756353;A
40123;2482;2019;Plazas;1228.787003055;A
40123;2482;2018;Plazas;1154.7811984;A
40123;2482;2017;Plazas;1108.2015788;A
40123;2482;2016;Plazas;1011.4875665;A
40123;2482;2015;Plazas;949.65977612;A
40123;2482;2014;Plazas;987.29148752;A
40123;2713;2020;Plazas;4514.318114118;A
40123;2713;2019;Plazas;6424.012682911;A
40123;2713;2018;Plazas;5328.9247803;A
40123;2713;2017;Plazas;4368.5772933;A
40123;2713;2016;Plazas;4749.4099318;A
40123;2713;2015;Plazas;4876.1381327;A
40123;2713;2014;Plazas;4442.5039539;A
40123;2797;2020;Plazas;2248.997416819;A
40123;2797;2019;Plazas;3023.785684852;A
40123;2797;2018;Plazas;3301.142242;A
40123;2797;2017;Plazas;2971.8494857;A
40123;2797;2016;Plazas;2720.3851951;A
40123;2797;2015;Plazas;2752.4800238;A
40123;2797;2014;Plazas;2478.1081871;A
40123;2911;2020;Plazas;1728.83275548;A
40123;2911;2019;Plazas;2478.292206706;A
40123;2911;2018;Plazas;2423.3043655;A
40123;2911;2017;Plazas;2412.2741813;A
40123;2911;2016;Plazas;2174.4197783;A
40123;2911;2015;Plazas;2255.0188491;A
40123;2911;2014;Plazas;2260.3586331;A
40123;3023;2020;Plazas;31226.294333614;A
40123;3023;2019;Plazas;45948.593151093;A
40123;3023;2018;Plazas;42866.285496;A
40123;3023;2017;Plazas;44290.675435;A
40123;3023;2016;Plazas;39598.090556;A
40123;3023;2015;Plazas;39741.014972;A
40123;3023;2014;Plazas;35882.312;A
40123;3142;2020;Plazas;4441.140393348;A
40123;3142;2019;Plazas;6387.170150858;A
40123;3142;2018;Plazas;6147.4243358;A
40123;3142;2017;Plazas;5552.5399208;A
40123;3142;2016;Plazas;4435.7696128;A
40123;3142;2015;Plazas;4267.2097461;A
40123;3142;2014;Plazas;4330.2204195;A
40124;3143;2021;Plazas;69392.069232066;A
40124;2352;2021;Plazas;8079.517241693;A
40124;2402;2021;Plazas;6917.730312456;A
40124;2482;2021;Plazas;1166.064793232;A
40124;2713;2021;Plazas;5795.776619519;A
40124;2797;2021;Plazas;2316.067136864;A
40124;2911;2021;Plazas;1830.338097009;A
40124;3023;2021;Plazas;37232.915418073;A
40124;3142;2021;Plazas;6053.65961322;A
40123;3143;2020;Apartamentos estimados;13763.229973479;A
40123;3143;2019;Apartamentos estimados;20348.177314096;A
40123;3143;2018;Apartamentos estimados;19214.8053212;A
40123;3143;2017;Apartamentos estimados;18557.86685478;A
40123;3143;2016;Apartamentos estimados;16639.66703734;A
40123;3143;2015;Apartamentos estimados;16550.52008179;A
40123;3143;2014;Apartamentos estimados;16001.97376592;A
40123;2352;2020;Apartamentos estimados;1560.166678947;A
40123;2352;2019;Apartamentos estimados;2194.88513011;A
40123;2352;2018;Apartamentos estimados;2081.7251312;A
40123;2352;2017;Apartamentos estimados;1908.8920071;A
40123;2352;2016;Apartamentos estimados;1798.8361054;A
40123;2352;2015;Apartamentos estimados;1677.593286;A
40123;2352;2014;Apartamentos estimados;1778.3428655;A
40123;2402;2020;Apartamentos estimados;1066.024645529;A
40123;2402;2019;Apartamentos estimados;1363.863539803;A
40123;2402;2018;Apartamentos estimados;1314.384474;A
40123;2402;2017;Apartamentos estimados;1191.6425372;A
40123;2402;2016;Apartamentos estimados;1038.9587675;A
40123;2402;2015;Apartamentos estimados;1082.3314261;A
40123;2402;2014;Apartamentos estimados;1256.1684361;A
40123;2482;2020;Apartamentos estimados;263.549331547;A
40123;2482;2019;Apartamentos estimados;340.60829557;A
40123;2482;2018;Apartamentos estimados;319.25854656;A
40123;2482;2017;Apartamentos estimados;299.67470064;A
40123;2482;2016;Apartamentos estimados;268.78166517;A
40123;2482;2015;Apartamentos estimados;260.15526383;A
40123;2482;2014;Apartamentos estimados;256.3206951;A
40123;2713;2020;Apartamentos estimados;1199.371062378;A
40123;2713;2019;Apartamentos estimados;1699.395392936;A
40123;2713;2018;Apartamentos estimados;1471.9264427;A
40123;2713;2017;Apartamentos estimados;1224.0894514;A
40123;2713;2016;Apartamentos estimados;1310.0789382;A
40123;2713;2015;Apartamentos estimados;1279.1753276;A
40123;2713;2014;Apartamentos estimados;1197.5724354;A
40123;2797;2020;Apartamentos estimados;525.279273488;A
40123;2797;2019;Apartamentos estimados;722.148988575;A
40123;2797;2018;Apartamentos estimados;783.82471228;A
40123;2797;2017;Apartamentos estimados;725.9558705;A
40123;2797;2016;Apartamentos estimados;637.11366046;A
40123;2797;2015;Apartamentos estimados;612.76274608;A
40123;2797;2014;Apartamentos estimados;562.52229622;A
40123;2911;2020;Apartamentos estimados;439.849654105;A
40123;2911;2019;Apartamentos estimados;615.758530367;A
40123;2911;2018;Apartamentos estimados;607.03919556;A
40123;2911;2017;Apartamentos estimados;571.04315594;A
40123;2911;2016;Apartamentos estimados;518.75593581;A
40123;2911;2015;Apartamentos estimados;544.18481378;A
40123;2911;2014;Apartamentos estimados;558.7190805;A
40123;3023;2020;Apartamentos estimados;7327.084176042;A
40123;3023;2019;Apartamentos estimados;11546.696157261;A
40123;3023;2018;Apartamentos estimados;10825.092425;A
40123;3023;2017;Apartamentos estimados;10946.915639;A
40123;3023;2016;Apartamentos estimados;9695.8592489;A
40123;3023;2015;Apartamentos estimados;9795.9581442;A
40123;3023;2014;Apartamentos estimados;8960.3805545;A
40123;3142;2020;Apartamentos estimados;1381.905151443;A
40123;3142;2019;Apartamentos estimados;1864.821279474;A
40123;3142;2018;Apartamentos estimados;1811.5543939;A
40123;3142;2017;Apartamentos estimados;1689.653493;A
40123;3142;2016;Apartamentos estimados;1371.2827159;A
40123;3142;2015;Apartamentos estimados;1298.3590742;A
40123;3142;2014;Apartamentos estimados;1431.9474026;A
40124;3143;2021;Apartamentos estimados;17715.621778458;A
40124;2352;2021;Apartamentos estimados;2033.280190501;A
40124;2402;2021;Apartamentos estimados;1821.726230801;A
40124;2482;2021;Apartamentos estimados;308.678128628;A
40124;2713;2021;Apartamentos estimados;1459.727034358;A
40124;2797;2021;Apartamentos estimados;543.859573723;A
40124;2911;2021;Apartamentos estimados;516.239949625;A
40124;3023;2021;Apartamentos estimados;9183.750200651;A
40124;3142;2021;Apartamentos estimados;1848.360470171;A
40123;3143;2020;Grado de ocupación por plaza;20.003404000881662;A
40123;3143;2019;Grado de ocupación por plaza;36.58489111185877;A
40123;3143;2018;Grado de ocupación por plaza;37.09452533709356;A
40123;3143;2017;Grado de ocupación por plaza;38.51509931675635;A
40123;3143;2016;Grado de ocupación por plaza;38.328278950419936;A
40123;3143;2015;Grado de ocupación por plaza;35.903751389724405;A
40123;3143;2014;Grado de ocupación por plaza;33.75891050412512;A
40123;2352;2020;Grado de ocupación por plaza;19.478001235624525;A
40123;2352;2019;Grado de ocupación por plaza;29.879272286959015;A
40123;2352;2018;Grado de ocupación por plaza;27.60852470973706;A
40123;2352;2017;Grado de ocupación por plaza;31.317484852890587;A
40123;2352;2016;Grado de ocupación por plaza;27.365692689168775;A
40123;2352;2015;Grado de ocupación por plaza;27.754608413741828;A
40123;2352;2014;Grado de ocupación por plaza;23.7180744965319;A
40123;2402;2020;Grado de ocupación por plaza;22.74052714560276;A
40123;2402;2019;Grado de ocupación por plaza;30.472663394796058;A
40123;2402;2018;Grado de ocupación por plaza;30.576600660408108;A
40123;2402;2017;Grado de ocupación por plaza;32.3383993113534;A
40123;2402;2016;Grado de ocupación por plaza;31.44779172792106;A
40123;2402;2015;Grado de ocupación por plaza;26.826462726714876;A
40123;2402;2014;Grado de ocupación por plaza;25.66369068097296;A
40123;2482;2020;Grado de ocupación por plaza;15.193979140183881;A
40123;2482;2019;Grado de ocupación por plaza;24.425636236025184;A
40123;2482;2018;Grado de ocupación por plaza;24.15600236793741;A
40123;2482;2017;Grado de ocupación por plaza;25.067729264635478;A
40123;2482;2016;Grado de ocupación por plaza;24.295682410644837;A
40123;2482;2015;Grado de ocupación por plaza;20.81871451139756;A
40123;2482;2014;Grado de ocupación por plaza;15.573940936757564;A
40123;2713;2020;Grado de ocupación por plaza;19.783116062244474;A
40123;2713;2019;Grado de ocupación por plaza;29.207620671687184;A
40123;2713;2018;Grado de ocupación por plaza;31.63862242215932;A
40123;2713;2017;Grado de ocupación por plaza;31.60127815106501;A
40123;2713;2016;Grado de ocupación por plaza;34.848410808218624;A
40123;2713;2015;Grado de ocupación por plaza;32.11933698508204;A
40123;2713;2014;Grado de ocupación por plaza;28.607729422149383;A
40123;2797;2020;Grado de ocupación por plaza;30.79506675655462;A
40123;2797;2019;Grado de ocupación por plaza;35.336075824475216;A
40123;2797;2018;Grado de ocupación por plaza;32.54703273704011;A
40123;2797;2017;Grado de ocupación por plaza;35.627654886115685;A
40123;2797;2016;Grado de ocupación por plaza;30.42506484452379;A
40123;2797;2015;Grado de ocupación por plaza;29.411787898549473;A
40123;2797;2014;Grado de ocupación por plaza;31.06780479471182;A
40123;2911;2020;Grado de ocupación por plaza;19.522814401918854;A
40123;2911;2019;Grado de ocupación por plaza;17.90192031844902;A
40123;2911;2018;Grado de ocupación por plaza;18.263068219195183;A
40123;2911;2017;Grado de ocupación por plaza;17.673784548414844;A
40123;2911;2016;Grado de ocupación por plaza;18.183930572924;A
40123;2911;2015;Grado de ocupación por plaza;13.801208948395749;A
40123;2911;2014;Grado de ocupación por plaza;12.226517262925572;A
40123;3023;2020;Grado de ocupación por plaza;18.702352605589486;A
40123;3023;2019;Grado de ocupación por plaza;39.72253922526581;A
40123;3023;2018;Grado de ocupación por plaza;40.77535801330632;A
40123;3023;2017;Grado de ocupación por plaza;41.892937478974346;A
40123;3023;2016;Grado de ocupación por plaza;42.5684144748386;A
40123;3023;2015;Grado de ocupación por plaza;40.21731063804195;A
40123;3023;2014;Grado de ocupación por plaza;38.921370024874655;A
40123;3142;2020;Grado de ocupación por plaza;23.423466540997648;A
40123;3142;2019;Grado de ocupación por plaza;46.55979828019591;A
40123;3142;2018;Grado de ocupación por plaza;48.097459226640815;A
