D_ESTADO_DATO_0;D_RESITUR_0;D_TEMPORAL_0;D_PARQUES_TURISMO_0;INDICATOR;OBS_VALUE;FREQ
40123;516713;2020;55540;Viajeros;46.092002516;A
40123;516713;2020;55541;Viajeros;2009.764132351;A
40123;516715;2014;55537;Viajeros;453.62624958;A
40123;516715;2014;55538;Viajeros;933.7036431;A
40123;516715;2014;55539;Viajeros;114.30416667;A
40123;516715;2014;55540;Viajeros;2324.2038478;A
40123;516715;2014;55541;Viajeros;5886.3893245;A
40123;516715;2015;55537;Viajeros;650.89323802;A
40123;516715;2015;55538;Viajeros;1428.0155778;A
40123;516715;2015;55539;Viajeros;32.4;A
40123;516715;2015;55540;Viajeros;2691.9326014;A
40123;516715;2015;55541;Viajeros;5932.3311198;A
40123;516715;2016;55537;Viajeros;725.13099881;A
40123;516715;2016;55538;Viajeros;890.76606655;A
40123;516715;2016;55539;Viajeros;290.20952381;A
40123;516715;2016;55540;Viajeros;3779.8891253;A
40123;516715;2016;55541;Viajeros;8111.3406476;A
40123;516715;2017;55537;Viajeros;875.54836323;A
40123;516715;2017;55538;Viajeros;962.84581448;A
40123;516715;2017;55539;Viajeros;255.6;A
40123;516715;2017;55540;Viajeros;3999.7625028;A
40123;516715;2017;55541;Viajeros;6622.8492034;A
40123;516715;2018;55537;Viajeros;939.42101635;A
40123;516715;2018;55538;Viajeros;1117.1312284;A
40123;516715;2018;55539;Viajeros;106.0;A
40123;516715;2018;55540;Viajeros;6640.7898602;A
40123;516715;2018;55541;Viajeros;6313.5055973;A
40123;516715;2019;55537;Viajeros;1155.243781252;A
40123;516715;2019;55538;Viajeros;1367.320912266;A
40123;516715;2019;55539;Viajeros;98.8;A
40123;516715;2019;55540;Viajeros;5825.893133912;A
40123;516715;2019;55541;Viajeros;9221.357914195;A
40123;516715;2020;55537;Viajeros;371.203684411;A
40123;516715;2020;55538;Viajeros;411.93150195;A
40123;516715;2020;55539;Viajeros;10.333333333;A
40123;516715;2020;55540;Viajeros;680.605630768;A
40123;516715;2020;55541;Viajeros;2029.268174222;A
40123;55574;2014;55537;Viajeros;6630.6039161;A
40123;55574;2014;55538;Viajeros;2677.7578984;A
40123;55574;2014;55539;Viajeros;668.22670543;A
40123;55574;2014;55540;Viajeros;109.06500925;A
40123;55574;2014;55541;Viajeros;244612.38734;A
40123;55574;2015;55537;Viajeros;7699.0768512;A
40123;55574;2015;55538;Viajeros;3614.5395465;A
40123;55574;2015;55539;Viajeros;838.84193074;A
40123;55574;2015;55540;Viajeros;130.64020651;A
40123;55574;2015;55541;Viajeros;261391.60362;A
40123;55574;2016;55537;Viajeros;8025.7015882;A
40123;55574;2016;55538;Viajeros;3428.6384628;A
40123;55574;2016;55539;Viajeros;989.66308072;A
40123;55574;2016;55540;Viajeros;334.45748233;A
40123;55574;2016;55541;Viajeros;287497.3973;A
40123;55574;2017;55537;Viajeros;12411.053068;A
40123;55574;2017;55538;Viajeros;7063.250037;A
40123;55574;2017;55539;Viajeros;876.63146259;A
40123;55574;2017;55540;Viajeros;322.90536596;A
40123;55574;2017;55541;Viajeros;296059.8568;A
40123;55574;2018;55537;Viajeros;12049.164242;A
40123;55574;2018;55538;Viajeros;7304.0787642;A
40123;55574;2018;55539;Viajeros;494.97272727;A
40123;55574;2018;55540;Viajeros;329.19754188;A
40123;55574;2018;55541;Viajeros;280443.00975;A
40123;55574;2019;55537;Viajeros;11944.998161787;A
40123;55574;2019;55538;Viajeros;4816.698304755;A
40123;55574;2019;55539;Viajeros;645.716203704;A
40123;55574;2019;55540;Viajeros;342.319358266;A
40123;55574;2019;55541;Viajeros;290069.269989634;A
40123;55574;2020;55537;Viajeros;1306.206924289;A
40123;55574;2020;55538;Viajeros;1553.013815594;A
40123;55574;2020;55539;Viajeros;279.230997305;A
40123;55574;2020;55540;Viajeros;489.492626156;A
40123;55574;2020;55541;Viajeros;50807.496465415;A
40123;516716;2014;55537;Viajeros;205.21991979;A
40123;516716;2014;55538;Viajeros;181.20337208;A
40123;516716;2014;55539;Viajeros;-;A
40123;516716;2014;55540;Viajeros;24.0;A
40123;516716;2014;55541;Viajeros;1465.8206993;A
40123;516716;2015;55537;Viajeros;313.44678792;A
40123;516716;2015;55538;Viajeros;93.969371127;A
40123;516716;2015;55539;Viajeros;16.4;A
40123;516716;2015;55540;Viajeros;34.428816575;A
40123;516716;2015;55541;Viajeros;1150.6493856;A
40123;516716;2016;55537;Viajeros;400.49833866;A
40123;516716;2016;55538;Viajeros;74.149186917;A
40123;516716;2016;55539;Viajeros;30.60952381;A
40123;516716;2016;55540;Viajeros;31.051017399;A
40123;516716;2016;55541;Viajeros;1291.2029097;A
40123;516716;2017;55537;Viajeros;561.86218326;A
40123;516716;2017;55538;Viajeros;146.16854545;A
40123;516716;2017;55539;Viajeros;30.666666667;A
40123;516716;2017;55540;Viajeros;28.386176632;A
40123;516716;2017;55541;Viajeros;3347.2945582;A
40123;516716;2018;55537;Viajeros;280.90364672;A
40123;516716;2018;55538;Viajeros;396.26041824;A
40123;516716;2018;55539;Viajeros;-;A
40123;516716;2018;55540;Viajeros;20.0;A
40123;516716;2018;55541;Viajeros;2827.9303549;A
40123;516716;2019;55537;Viajeros;321.914131617;A
40123;516716;2019;55538;Viajeros;128.589342119;A
40123;516716;2019;55539;Viajeros;20.333333333;A
40123;516716;2019;55540;Viajeros;44.266666667;A
40123;516716;2019;55541;Viajeros;3986.96214827;A
40123;516716;2020;55537;Viajeros;28.735917166;A
40123;516716;2020;55538;Viajeros;107.705923062;A
40123;516716;2020;55539;Viajeros;-;A
40123;516716;2020;55540;Viajeros;;A
40123;516716;2020;55541;Viajeros;724.925305538;A
40123;516717;2014;55537;Viajeros;3099.8958333;A
40123;516717;2014;55538;Viajeros;1484.1530186;A
40123;516717;2014;55539;Viajeros;1253.7156977;A
40123;516717;2014;55540;Viajeros;653.76038692;A
40123;516717;2014;55541;Viajeros;25224.554471;A
40123;516717;2015;55537;Viajeros;2731.5958333;A
40123;516717;2015;55538;Viajeros;1265.3566185;A
40123;516717;2015;55539;Viajeros;1273.1439686;A
40123;516717;2015;55540;Viajeros;316.47994271;A
40123;516717;2015;55541;Viajeros;27030.12799;A
40123;516717;2016;55537;Viajeros;3630.7007089;A
40123;516717;2016;55538;Viajeros;939.44228667;A
40123;516717;2016;55539;Viajeros;1604.8369943;A
40123;516717;2016;55540;Viajeros;282.00934583;A
40123;516717;2016;55541;Viajeros;24199.255979;A
40123;516717;2017;55537;Viajeros;3532.3117435;A
40123;516717;2017;55538;Viajeros;1158.8697914;A
40123;516717;2017;55539;Viajeros;1520.6672764;A
40123;516717;2017;55540;Viajeros;194.69804203;A
40123;516717;2017;55541;Viajeros;31285.834537;A
40123;516717;2018;55537;Viajeros;1440.0797105;A
40123;516717;2018;55538;Viajeros;1292.4352976;A
40123;516717;2018;55539;Viajeros;1495.3984848;A
40123;516717;2018;55540;Viajeros;471.43918816;A
40123;516717;2018;55541;Viajeros;29508.018273;A
40123;516717;2019;55537;Viajeros;530.371120325;A
40123;516717;2019;55538;Viajeros;985.486019856;A
40123;516717;2019;55539;Viajeros;928.132175926;A
40123;516717;2019;55540;Viajeros;1320.201918271;A
40123;516717;2019;55541;Viajeros;33496.342056362;A
40123;516717;2020;55537;Viajeros;99.619374204;A
40123;516717;2020;55538;Viajeros;190.306286167;A
40123;516717;2020;55539;Viajeros;267.684097035;A
40123;516717;2020;55540;Viajeros;78.369122807;A
40123;516717;2020;55541;Viajeros;6382.953003541;A
40123;516718;2014;55537;Viajeros;365.71843595;A
40123;516718;2014;55538;Viajeros;601.65996331;A
40123;516718;2014;55539;Viajeros;194.08682171;A
40123;516718;2014;55540;Viajeros;28.055350953;A
40123;516718;2014;55541;Viajeros;5766.3328071;A
40123;516718;2015;55537;Viajeros;529.70597655;A
40123;516718;2015;55538;Viajeros;1022.2288604;A
40123;516718;2015;55539;Viajeros;421.24065041;A
40123;516718;2015;55540;Viajeros;76.317561482;A
40123;516718;2015;55541;Viajeros;5955.9052153;A
40123;516718;2016;55537;Viajeros;573.03181633;A
40123;516718;2016;55538;Viajeros;388.39420179;A
40123;516718;2016;55539;Viajeros;81.866666667;A
40123;516718;2016;55540;Viajeros;79.582265983;A
40123;516718;2016;55541;Viajeros;7613.1205787;A
40123;516718;2017;55537;Viajeros;845.41855606;A
40123;516718;2017;55538;Viajeros;987.7892235;A
40123;516718;2017;55539;Viajeros;88.466666667;A
40123;516718;2017;55540;Viajeros;134.44408517;A
40123;516718;2017;55541;Viajeros;10620.797893;A
40123;516718;2018;55537;Viajeros;1070.9990208;A
40123;516718;2018;55538;Viajeros;485.18985424;A
40123;516718;2018;55539;Viajeros;110.66666667;A
40123;516718;2018;55540;Viajeros;1551.1862986;A
40123;516718;2018;55541;Viajeros;11433.822686;A
40123;516718;2019;55537;Viajeros;1628.271054388;A
40123;516718;2019;55538;Viajeros;699.256481573;A
40123;516718;2019;55539;Viajeros;51.133333333;A
40123;516718;2019;55540;Viajeros;333.328804207;A
40123;516718;2019;55541;Viajeros;15443.303947955;A
40123;516718;2020;55537;Viajeros;867.185121528;A
40123;516718;2020;55538;Viajeros;289.012854685;A
40123;516718;2020;55539;Viajeros;-;A
40123;516718;2020;55540;Viajeros;135.193813204;A
40123;516718;2020;55541;Viajeros;2967.760147018;A
40123;516719;2014;55537;Viajeros;170.4;A
40123;516719;2014;55538;Viajeros;502.51670927;A
40123;516719;2014;55539;Viajeros;45.533850129;A
40123;516719;2014;55540;Viajeros;66.699859944;A
40123;516719;2014;55541;Viajeros;14743.215391;A
40123;516719;2015;55537;Viajeros;214.72836711;A
40123;516719;2015;55538;Viajeros;269.769387;A
40123;516719;2015;55539;Viajeros;113.9503876;A
40123;516719;2015;55540;Viajeros;35.100406291;A
40123;516719;2015;55541;Viajeros;15134.670533;A
40123;516719;2016;55537;Viajeros;267.01228707;A
40123;516719;2016;55538;Viajeros;428.57708558;A
40123;516719;2016;55539;Viajeros;186.95238095;A
40123;516719;2016;55540;Viajeros;44.497206704;A
40123;516719;2016;55541;Viajeros;19833.688199;A
40123;516719;2017;55537;Viajeros;107.04966548;A
40123;516719;2017;55538;Viajeros;600.15638196;A
40123;516719;2017;55539;Viajeros;415.1755102;A
40123;516719;2017;55540;Viajeros;13.0;A
40123;516719;2017;55541;Viajeros;24428.834104;A
40123;516719;2018;55537;Viajeros;381.69990311;A
40123;516719;2018;55538;Viajeros;1095.0648655;A
40123;516719;2018;55539;Viajeros;245.41212121;A
40123;516719;2018;55540;Viajeros;102.28967814;A
40123;516719;2018;55541;Viajeros;21788.168029;A
40123;516719;2019;55537;Viajeros;128.28737823;A
40123;516719;2019;55538;Viajeros;462.590290588;A
40123;516719;2019;55539;Viajeros;267.888888889;A
40123;516719;2019;55540;Viajeros;55.167807194;A
40123;516719;2019;55541;Viajeros;20689.400573643;A
40123;516719;2020;55537;Viajeros;-;A
40123;516719;2020;55538;Viajeros;92.466836879;A
40123;516719;2020;55539;Viajeros;-;A
40123;516719;2020;55540;Viajeros;11.0;A
40123;516719;2020;55541;Viajeros;3104.772099031;A
40123;516720;2014;55537;Viajeros;219.08847067;A
40123;516720;2014;55538;Viajeros;958.51439265;A
40123;516720;2014;55539;Viajeros;321.42283869;A
40123;516720;2014;55540;Viajeros;47.151242964;A
40123;516720;2014;55541;Viajeros;13417.781761;A
40123;516720;2015;55537;Viajeros;303.2335708;A
40123;516720;2015;55538;Viajeros;839.46933375;A
40123;516720;2015;55539;Viajeros;108.2;A
40123;516720;2015;55540;Viajeros;79.6813618;A
40123;516720;2015;55541;Viajeros;12510.742108;A
40123;516720;2016;55537;Viajeros;508.79845866;A
40123;516720;2016;55538;Viajeros;833.83177736;A
40123;516720;2016;55539;Viajeros;313.10623434;A
40123;516720;2016;55540;Viajeros;98.582489886;A
40123;516720;2016;55541;Viajeros;11763.453262;A
40123;516720;2017;55537;Viajeros;409.34306343;A
40123;516720;2017;55538;Viajeros;994.55615411;A
40123;516720;2017;55539;Viajeros;258.95187075;A
40123;516720;2017;55540;Viajeros;67.369227877;A
40123;516720;2017;55541;Viajeros;13033.146816;A
40123;516720;2018;55537;Viajeros;310.80455381;A
40123;516720;2018;55538;Viajeros;1160.1786431;A
40123;516720;2018;55539;Viajeros;48.733333333;A
40123;516720;2018;55540;Viajeros;88.358151074;A
40123;516720;2018;55541;Viajeros;9242.7127153;A
40123;516720;2019;55537;Viajeros;558.072948389;A
40123;516720;2019;55538;Viajeros;1213.225587087;A
40123;516720;2019;55539;Viajeros;143.6;A
40123;516720;2019;55540;Viajeros;62.243499774;A
40123;516720;2019;55541;Viajeros;10564.05057893;A
40123;516720;2020;55537;Viajeros;96.536966588;A
40123;516720;2020;55538;Viajeros;154.560200587;A
40123;516720;2020;55539;Viajeros;12.266666667;A
40123;516720;2020;55540;Viajeros;10.133333333;A
40123;516720;2020;55541;Viajeros;1586.393137951;A
40123;516721;2014;55537;Viajeros;317.21743495;A
40123;516721;2014;55538;Viajeros;530.23153766;A
40123;516721;2014;55539;Viajeros;44.076795866;A
40123;516721;2014;55540;Viajeros;57.5625;A
40123;516721;2014;55541;Viajeros;6048.5738738;A
40123;516721;2015;55537;Viajeros;92.534027093;A
40123;516721;2015;55538;Viajeros;899.50993124;A
40123;516721;2015;55539;Viajeros;36.100258398;A
40123;516721;2015;55540;Viajeros;36.758648111;A
40123;516721;2015;55541;Viajeros;7358.8640613;A
40123;516721;2016;55537;Viajeros;161.16595825;A
40123;516721;2016;55538;Viajeros;847.82350105;A
40123;516721;2016;55539;Viajeros;72.066666667;A
40123;516721;2016;55540;Viajeros;40.715244835;A
40123;516721;2016;55541;Viajeros;9345.5224267;A
40123;516721;2017;55537;Viajeros;193.44304128;A
40123;516721;2017;55538;Viajeros;1825.1423665;A
40123;516721;2017;55539;Viajeros;45.333333333;A
40123;516721;2017;55540;Viajeros;94.090397922;A
40123;516721;2017;55541;Viajeros;11266.3449;A
40123;516721;2018;55537;Viajeros;85.550225071;A
40123;516721;2018;55538;Viajeros;1194.679023;A
40123;516721;2018;55539;Viajeros;122.32424242;A
40123;516721;2018;55540;Viajeros;65.269540924;A
40123;516721;2018;55541;Viajeros;11593.774881;A
40123;516721;2019;55537;Viajeros;215.565331762;A
40123;516721;2019;55538;Viajeros;1308.499304984;A
40123;516721;2019;55539;Viajeros;93.344444444;A
40123;516721;2019;55540;Viajeros;37.279239544;A
40123;516721;2019;55541;Viajeros;10415.247417946;A
40123;516721;2020;55537;Viajeros;84.12414855;A
40123;516721;2020;55538;Viajeros;152.319126046;A
40123;516721;2020;55539;Viajeros;23.164420485;A
40123;516721;2020;55540;Viajeros;11.0;A
40123;516721;2020;55541;Viajeros;1667.622779788;A
40123;516722;2014;55537;Viajeros;584.39754691;A
40123;516722;2014;55538;Viajeros;271.86065928;A
40123;516722;2014;55539;Viajeros;22.466666667;A
40123;516722;2014;55540;Viajeros;51.112088786;A
40123;516722;2014;55541;Viajeros;4723.2456042;A
40123;516722;2015;55537;Viajeros;348.82478418;A
40123;516722;2015;55538;Viajeros;1196.9475663;A
40123;516722;2015;55539;Viajeros;190.15247967;A
40123;516722;2015;55540;Viajeros;115.36306326;A
40123;516722;2015;55541;Viajeros;4524.1790672;A
40123;516722;2016;55537;Viajeros;513.91082075;A
40123;516722;2016;55538;Viajeros;487.41795628;A
40123;516722;2016;55539;Viajeros;100.87619048;A
40123;516722;2016;55540;Viajeros;37.574424046;A
40123;516722;2016;55541;Viajeros;5301.3482772;A
40123;516722;2017;55537;Viajeros;601.20136951;A
40123;516722;2017;55538;Viajeros;646.44899522;A
40123;516722;2017;55539;Viajeros;54.933333333;A
40123;516722;2017;55540;Viajeros;12.53238252;A
40123;516722;2017;55541;Viajeros;5836.8738109;A
40123;516722;2018;55537;Viajeros;513.34836528;A
40123;516722;2018;55538;Viajeros;1593.4325349;A
40123;516722;2018;55539;Viajeros;191.15757576;A
40123;516722;2018;55540;Viajeros;24.0;A
40123;516722;2018;55541;Viajeros;6162.5365691;A
40123;516722;2019;55537;Viajeros;839.280612755;A
40123;516722;2019;55538;Viajeros;678.78347504;A
40123;516722;2019;55539;Viajeros;83.675925926;A
40123;516722;2019;55540;Viajeros;76.022857143;A
40123;516722;2019;55541;Viajeros;8497.380046003;A
40123;516722;2020;55537;Viajeros;544.15475739;A
40123;516722;2020;55538;Viajeros;184.866435072;A
40123;516722;2020;55539;Viajeros;18.6;A
40123;516722;2020;55540;Viajeros;328.424097671;A
40123;516722;2020;55541;Viajeros;1952.009271253;A
40123;516724;2014;55537;Viajeros;128.90916883;A
40123;516724;2014;55538;Viajeros;1083.0068827;A
40123;516724;2014;55539;Viajeros;89.112619048;A
40123;516724;2014;55540;Viajeros;43.979236662;A
40123;516724;2014;55541;Viajeros;21998.687641;A
40123;516724;2015;55537;Viajeros;185.71177396;A
40123;516724;2015;55538;Viajeros;1217.0404931;A
40123;516724;2015;55539;Viajeros;84.815386179;A
40123;516724;2015;55540;Viajeros;61.682225391;A
40123;516724;2015;55541;Viajeros;21113.238303;A
40123;516724;2016;55537;Viajeros;217.19280951;A
40123;516724;2016;55538;Viajeros;943.59509642;A
40123;516724;2016;55539;Viajeros;16.133333333;A
40123;516724;2016;55540;Viajeros;98.558530523;A
40123;516724;2016;55541;Viajeros;20868.2704;A
40123;516724;2017;55537;Viajeros;277.59721657;A
40123;516724;2017;55538;Viajeros;1462.7571881;A
40123;516724;2017;55539;Viajeros;47.333333333;A
40123;516724;2017;55540;Viajeros;129.75479105;A
40123;516724;2017;55541;Viajeros;27676.212;A
40123;516724;2018;55537;Viajeros;251.88673156;A
40123;516724;2018;55538;Viajeros;1764.9261124;A
40123;516724;2018;55539;Viajeros;59.6;A
40123;516724;2018;55540;Viajeros;51.020214864;A
40123;516724;2018;55541;Viajeros;28001.631065;A
40123;516724;2019;55537;Viajeros;259.377764448;A
40123;516724;2019;55538;Viajeros;1450.71244358;A
40123;516724;2019;55539;Viajeros;40.433333333;A
40123;516724;2019;55540;Viajeros;109.0121673;A
40123;516724;2019;55541;Viajeros;24928.992061008;A
40123;516724;2020;55537;Viajeros;130.044296622;A
40123;516724;2020;55538;Viajeros;232.755001553;A
40123;516724;2020;55539;Viajeros;;A
40123;516724;2020;55540;Viajeros;-;A
40123;516724;2020;55541;Viajeros;7183.10091792;A
40123;516725;2014;55537;Viajeros;192.70815091;A
40123;516725;2014;55538;Viajeros;792.09507084;A
40123;516725;2014;55539;Viajeros;53.939285714;A
40123;516725;2014;55540;Viajeros;212.97163866;A
40123;516725;2014;55541;Viajeros;11444.919684;A
40123;516725;2015;55537;Viajeros;502.82527642;A
40123;516725;2015;55538;Viajeros;945.53011865;A
40123;516725;2015;55539;Viajeros;58.226666667;A
40123;516725;2015;55540;Viajeros;162.31568627;A
40123;516725;2015;55541;Viajeros;13370.405279;A
40123;516725;2016;55537;Viajeros;363.17072958;A
40123;516725;2016;55538;Viajeros;1356.6072083;A
40123;516725;2016;55539;Viajeros;106.39373434;A
40123;516725;2016;55540;Viajeros;223.12875434;A
40123;516725;2016;55541;Viajeros;19174.905729;A
40123;516725;2017;55537;Viajeros;574.07839028;A
40123;516725;2017;55538;Viajeros;1682.3564021;A
40123;516725;2017;55539;Viajeros;97.643197279;A
40123;516725;2017;55540;Viajeros;247.84695161;A
40123;516725;2017;55541;Viajeros;26917.219924;A
40123;516725;2018;55537;Viajeros;620.57601012;A
40123;516725;2018;55538;Viajeros;2015.9723573;A
40123;516725;2018;55539;Viajeros;59.4;A
40123;516725;2018;55540;Viajeros;209.51962708;A
40123;516725;2018;55541;Viajeros;27658.267905;A
40123;516725;2019;55537;Viajeros;822.802874563;A
40123;516725;2019;55538;Viajeros;2170.501865294;A
40123;516725;2019;55539;Viajeros;127.151851852;A
40123;516725;2019;55540;Viajeros;245.445055001;A
40123;516725;2019;55541;Viajeros;29465.80451053;A
40123;516725;2020;55537;Viajeros;399.67912044;A
40123;516725;2020;55538;Viajeros;514.619670221;A
40123;516725;2020;55539;Viajeros;16.533333333;A
40123;516725;2020;55540;Viajeros;85.91212281;A
40123;516725;2020;55541;Viajeros;7596.686907209;A
40123;516726;2014;55537;Viajeros;107.67014501;A
40123;516726;2014;55538;Viajeros;244.30537071;A
40123;516726;2014;55539;Viajeros;54.541795866;A
40123;516726;2014;55540;Viajeros;44.326935028;A
40123;516726;2014;55541;Viajeros;20957.481108;A
40123;516726;2015;55537;Viajeros;304.60119653;A
40123;516726;2015;55538;Viajeros;462.48016327;A
40123;516726;2015;55539;Viajeros;63.933333333;A
40123;516726;2015;55540;Viajeros;33.263817602;A
40123;516726;2015;55541;Viajeros;23625.05186;A
40123;516726;2016;55537;Viajeros;440.43996684;A
40123;516726;2016;55538;Viajeros;554.61808273;A
40123;516726;2016;55539;Viajeros;145.16496212;A
40123;516726;2016;55540;Viajeros;88.084271054;A
40123;516726;2016;55541;Viajeros;24178.28925;A
40123;516726;2017;55537;Viajeros;391.10555246;A
40123;516726;2017;55538;Viajeros;568.87599981;A
40123;516726;2017;55539;Viajeros;206.83197279;A
40123;516726;2017;55540;Viajeros;36.850161603;A
40123;516726;2017;55541;Viajeros;26929.154958;A
40123;516726;2018;55537;Viajeros;556.27702006;A
40123;516726;2018;55538;Viajeros;649.78965024;A
40123;516726;2018;55539;Viajeros;154.6;A
40123;516726;2018;55540;Viajeros;38.767056212;A
40123;516726;2018;55541;Viajeros;30440.184827;A
40123;516726;2019;55537;Viajeros;1104.792617119;A
40123;516726;2019;55538;Viajeros;862.793992441;A
40123;516726;2019;55539;Viajeros;49.2;A
40123;516726;2019;55540;Viajeros;87.901394731;A
40123;516726;2019;55541;Viajeros;33483.505866178;A
40123;516726;2020;55537;Viajeros;347.821333247;A
40123;516726;2020;55538;Viajeros;138.706175002;A
40123;516726;2020;55539;Viajeros;24.8;A
40123;516726;2020;55540;Viajeros;51.553693227;A
40123;516726;2020;55541;Viajeros;6669.319456906;A
40123;516727;2014;55537;Viajeros;110.13101604;A
40123;516727;2014;55538;Viajeros;1149.9363965;A
40123;516727;2014;55539;Viajeros;-;A
40123;516727;2014;55540;Viajeros;419.54618378;A
40123;516727;2014;55541;Viajeros;23358.9994;A
40123;516727;2015;55537;Viajeros;183.38649147;A
40123;516727;2015;55538;Viajeros;1086.8659062;A
40123;516727;2015;55539;Viajeros;73.8;A
40123;516727;2015;55540;Viajeros;220.23220576;A
40123;516727;2015;55541;Viajeros;25631.871451;A
40123;516727;2016;55537;Viajeros;363.80796627;A
40123;516727;2016;55538;Viajeros;1985.7273903;A
40123;516727;2016;55539;Viajeros;40.533333333;A
40123;516727;2016;55540;Viajeros;137.94062804;A
40123;516727;2016;55541;Viajeros;33925.872733;A
40123;516727;2017;55537;Viajeros;615.4344241;A
40123;516727;2017;55538;Viajeros;1830.9836128;A
40123;516727;2017;55539;Viajeros;119.4;A
40123;516727;2017;55540;Viajeros;16.436842379;A
40123;516727;2017;55541;Viajeros;39620.977873;A
40123;516727;2018;55537;Viajeros;478.39511112;A
40123;516727;2018;55538;Viajeros;2476.4567605;A
40123;516727;2018;55539;Viajeros;16.4;A
40123;516727;2018;55540;Viajeros;51.983592233;A
40123;516727;2018;55541;Viajeros;30170.118867;A
40123;516727;2019;55537;Viajeros;488.474323209;A
40123;516727;2019;55538;Viajeros;1277.975730616;A
40123;516727;2019;55539;Viajeros;-;A
40123;516727;2019;55540;Viajeros;60.51969697;A
40123;516727;2019;55541;Viajeros;27712.453952569;A
40123;516727;2020;55537;Viajeros;703.04085148;A
40123;516727;2020;55538;Viajeros;167.277524867;A
40123;516727;2020;55539;Viajeros;12.133333333;A
40123;516727;2020;55540;Viajeros;;A
40123;516727;2020;55541;Viajeros;4390.327563845;A
40124;55698;2021;55537;Viajeros;163981.31131996;A
40124;55698;2021;55538;Viajeros;121613.74788212;A
40124;55698;2021;55539;Viajeros;33400.944189872;A
40124;55698;2021;55540;Viajeros;60194.718742519;A
40124;55698;2021;55541;Viajeros;641134.49938621;A
40124;55565;2021;55537;Viajeros;151731.724307593;A
40124;55565;2021;55538;Viajeros;95086.819179863;A
40124;55565;2021;55539;Viajeros;31084.701731275;A
40124;55565;2021;55540;Viajeros;57568.552450709;A
40124;55565;2021;55541;Viajeros;352680.258339759;A
40124;55697;2021;55537;Viajeros;12249.587012367;A
40124;55697;2021;55538;Viajeros;26526.928702257;A
40124;55697;2021;55539;Viajeros;2316.242458597;A
40124;55697;2021;55540;Viajeros;2626.16629181;A
40124;55697;2021;55541;Viajeros;288454.241046451;A
40124;55577;2021;55537;Viajeros;855.331285432;A
40124;55577;2021;55538;Viajeros;4075.790522936;A
40124;55577;2021;55539;Viajeros;190.870130788;A
40124;55577;2021;55540;Viajeros;158.022229403;A
40124;55577;2021;55541;Viajeros;19338.376515488;A
40124;516705;2021;55537;Viajeros;61.100459623;A
40124;516705;2021;55538;Viajeros;194.151602281;A
40124;516705;2021;55539;Viajeros;;A
40124;516705;2021;55540;Viajeros;-;A
40124;516705;2021;55541;Viajeros;1590.587790402;A
40124;516706;2021;55537;Viajeros;563.424271165;A
40124;516706;2021;55538;Viajeros;1019.919080801;A
40124;516706;2021;55539;Viajeros;177.884305408;A
40124;516706;2021;55540;Viajeros;26.182558549;A
40124;516706;2021;55541;Viajeros;11149.949600126;A
40124;516707;2021;55537;Viajeros;190.319628378;A
40124;516707;2021;55538;Viajeros;187.274718396;A
40124;516707;2021;55539;Viajeros;755.035416667;A
40124;516707;2021;55540;Viajeros;44.580458533;A
40124;516707;2021;55541;Viajeros;8496.415919644;A
40124;516708;2021;55537;Viajeros;85.873380292;A
40124;516708;2021;55538;Viajeros;107.451946472;A
40124;516708;2021;55539;Viajeros;12.266666667;A
40124;516708;2021;55540;Viajeros;10.337172456;A
40124;516708;2021;55541;Viajeros;7150.491650196;A
40124;55568;2021;55537;Viajeros;2555.982739178;A
40124;55568;2021;55538;Viajeros;3064.066032475;A
40124;55568;2021;55539;Viajeros;325.725316621;A
40124;55568;2021;55540;Viajeros;147.199088304;A
40124;55568;2021;55541;Viajeros;30330.327103051;A
40124;516709;2021;55537;Viajeros;50.863158833;A
40124;516709;2021;55538;Viajeros;45.99219234;A
40124;516709;2021;55539;Viajeros;-;A
40124;516709;2021;55540;Viajeros;-;A
40124;516709;2021;55541;Viajeros;425.078576755;A
40124;516710;2021;55537;Viajeros;380.290810952;A
40124;516710;2021;55538;Viajeros;438.309692847;A
40124;516710;2021;55539;Viajeros;62.565217391;A
40124;516710;2021;55540;Viajeros;-;A
40124;516710;2021;55541;Viajeros;15992.201617381;A
40124;516711;2021;55537;Viajeros;711.063446613;A
40124;516711;2021;55538;Viajeros;1876.658921078;A
40124;516711;2021;55539;Viajeros;39.046376812;A
40124;516711;2021;55540;Viajeros;71.702794183;A
40124;516711;2021;55541;Viajeros;9972.367041574;A
40124;516712;2021;55537;Viajeros;41.699456257;A
40124;516712;2021;55538;Viajeros;36.408477394;A
40124;516712;2021;55539;Viajeros;-;A
40124;516712;2021;55540;Viajeros;13.139198013;A
40124;516712;2021;55541;Viajeros;365.961544433;A
40124;55571;2021;55537;Viajeros;617.198296438;A
40124;55571;2021;55538;Viajeros;2123.419476404;A
40124;55571;2021;55539;Viajeros;82.173808591;A
40124;55571;2021;55540;Viajeros;227.610024604;A
40124;55571;2021;55541;Viajeros;30557.831792654;A
40124;516713;2021;55537;Viajeros;397.82396727;A
40124;516713;2021;55538;Viajeros;607.143858266;A
40124;516713;2021;55539;Viajeros;-;A
40124;516713;2021;55540;Viajeros;171.808705565;A
40124;516713;2021;55541;Viajeros;4288.695941794;A
40124;516715;2021;55537;Viajeros;589.528448888;A
40124;516715;2021;55538;Viajeros;1269.052173801;A
40124;516715;2021;55539;Viajeros;22.933333333;A
