D_ESTADO_DATO_0;D_RESITUR_0;D_TEMPORAL_0;D_PARQUES_TURISMO_0;INDICATOR;OBS_VALUE;FREQ
40124;516715;2021;55540;Viajeros;1144.530904383;A
40124;516715;2021;55541;Viajeros;4958.2425162;A
40124;55574;2021;55537;Viajeros;2013.669934692;A
40124;55574;2021;55538;Viajeros;2855.989872276;A
40124;55574;2021;55539;Viajeros;180.450406504;A
40124;55574;2021;55540;Viajeros;139.600740374;A
40124;55574;2021;55541;Viajeros;61843.171672322;A
40124;516716;2021;55537;Viajeros;258.31721778;A
40124;516716;2021;55538;Viajeros;124.694631389;A
40124;516716;2021;55539;Viajeros;17.512077295;A
40124;516716;2021;55540;Viajeros;30.370673077;A
40124;516716;2021;55541;Viajeros;2783.294242868;A
40124;516717;2021;55537;Viajeros;280.702314044;A
40124;516717;2021;55538;Viajeros;550.691701184;A
40124;516717;2021;55539;Viajeros;222.528667374;A
40124;516717;2021;55540;Viajeros;116.075413475;A
40124;516717;2021;55541;Viajeros;11338.661893397;A
40124;516718;2021;55537;Viajeros;519.280045606;A
40124;516718;2021;55538;Viajeros;312.399864007;A
40124;516718;2021;55539;Viajeros;63.913513514;A
40124;516718;2021;55540;Viajeros;87.614015433;A
40124;516718;2021;55541;Viajeros;18379.568584463;A
40124;516719;2021;55537;Viajeros;89.520369953;A
40124;516719;2021;55538;Viajeros;240.352930087;A
40124;516719;2021;55539;Viajeros;36.315942029;A
40124;516719;2021;55540;Viajeros;12.219279865;A
40124;516719;2021;55541;Viajeros;4612.381255568;A
40124;516720;2021;55537;Viajeros;71.038350261;A
40124;516720;2021;55538;Viajeros;123.74286531;A
40124;516720;2021;55539;Viajeros;37.2;A
40124;516720;2021;55540;Viajeros;-;A
40124;516720;2021;55541;Viajeros;1190.851665299;A
40124;516721;2021;55537;Viajeros;248.74919153;A
40124;516721;2021;55538;Viajeros;941.337746455;A
40124;516721;2021;55539;Viajeros;30.315942029;A
40124;516721;2021;55540;Viajeros;14.826607527;A
40124;516721;2021;55541;Viajeros;5269.302370979;A
40124;516722;2021;55537;Viajeros;471.153372333;A
40124;516722;2021;55538;Viajeros;2024.178124043;A
40124;516722;2021;55539;Viajeros;-;A
40124;516722;2021;55540;Viajeros;23.678457879;A
40124;516722;2021;55541;Viajeros;12281.071466776;A
40124;516724;2021;55537;Viajeros;142.022787934;A
40124;516724;2021;55538;Viajeros;719.903660654;A
40124;516724;2021;55539;Viajeros;-;A
40124;516724;2021;55540;Viajeros;81.305032102;A
40124;516724;2021;55541;Viajeros;8007.806166251;A
40124;516725;2021;55537;Viajeros;498.0685985;A
40124;516725;2021;55538;Viajeros;1025.345073278;A
40124;516725;2021;55539;Viajeros;10.266666667;A
40124;516725;2021;55540;Viajeros;53.628983278;A
40124;516725;2021;55541;Viajeros;6495.037114494;A
40124;516726;2021;55537;Viajeros;311.416832928;A
40124;516726;2021;55538;Viajeros;90.505447957;A
40124;516726;2021;55539;Viajeros;-;A
40124;516726;2021;55540;Viajeros;-;A
40124;516726;2021;55541;Viajeros;5063.826481123;A
40124;516727;2021;55537;Viajeros;245.148647487;A
40124;516727;2021;55538;Viajeros;2472.148090126;A
40124;516727;2021;55539;Viajeros;25.102439024;A
40124;516727;2021;55540;Viajeros;23.826589595;A
40124;516727;2021;55541;Viajeros;6572.740523213;A
40123;55698;2014;55537;Pernoctaciones;650144.217907586;A
40123;55698;2014;55538;Pernoctaciones;437141.77308747;A
40123;55698;2014;55539;Pernoctaciones;163976.09200629;A
40123;55698;2014;55540;Pernoctaciones;279824.995818686;A
40123;55698;2014;55541;Pernoctaciones;4960284.3899242;A
40123;55698;2015;55537;Pernoctaciones;750807.8399334;A
40123;55698;2015;55538;Pernoctaciones;394876.728584275;A
40123;55698;2015;55539;Pernoctaciones;174309.916148543;A
40123;55698;2015;55540;Pernoctaciones;293653.419593842;A
40123;55698;2015;55541;Pernoctaciones;5652440.6413411;A
40123;55698;2016;55537;Pernoctaciones;792409.717791666;A
40123;55698;2016;55538;Pernoctaciones;440381.84438305;A
40123;55698;2016;55539;Pernoctaciones;172616.99334536;A
40123;55698;2016;55540;Pernoctaciones;299335.17969544;A
40123;55698;2016;55541;Pernoctaciones;5945202.9361615;A
40123;55698;2017;55537;Pernoctaciones;961485.829489801;A
40123;55698;2017;55538;Pernoctaciones;526597.68870409;A
40123;55698;2017;55539;Pernoctaciones;162725.585112887;A
40123;55698;2017;55540;Pernoctaciones;384301.818605152;A
40123;55698;2017;55541;Pernoctaciones;6515875.2211104;A
40123;55698;2018;55537;Pernoctaciones;930986.222971957;A
40123;55698;2018;55538;Pernoctaciones;534832.84935338;A
40123;55698;2018;55539;Pernoctaciones;146743.651515919;A
40123;55698;2018;55540;Pernoctaciones;388770.22710474;A
40123;55698;2018;55541;Pernoctaciones;6107199.9438387;A
40123;55698;2019;55537;Pernoctaciones;1016673.29615878;A
40123;55698;2019;55538;Pernoctaciones;520483.178708596;A
40123;55698;2019;55539;Pernoctaciones;138116.839004629;A
40123;55698;2019;55540;Pernoctaciones;387152.29816503;A
40123;55698;2019;55541;Pernoctaciones;6366289.81223047;A
40123;55698;2020;55537;Pernoctaciones;421293.340886075;A
40123;55698;2020;55538;Pernoctaciones;278358.56616217;A
40123;55698;2020;55539;Pernoctaciones;51900.737339281;A
40123;55698;2020;55540;Pernoctaciones;229809.401108031;A
40123;55698;2020;55541;Pernoctaciones;1827260.043151302;A
40123;55565;2014;55537;Pernoctaciones;487563.972882156;A
40123;55565;2014;55538;Pernoctaciones;311256.50952048;A
40123;55565;2014;55539;Pernoctaciones;118607.62922708;A
40123;55565;2014;55540;Pernoctaciones;255491.41531586;A
40123;55565;2014;55541;Pernoctaciones;840050.9063035;A
40123;55565;2015;55537;Pernoctaciones;572202.72408893;A
40123;55565;2015;55538;Pernoctaciones;282815.04321361;A
40123;55565;2015;55539;Pernoctaciones;110368.47411523;A
40123;55565;2015;55540;Pernoctaciones;268381.13732341;A
40123;55565;2015;55541;Pernoctaciones;962024.9632414;A
40123;55565;2016;55537;Pernoctaciones;601460.24894784;A
40123;55565;2016;55538;Pernoctaciones;320263.76289194;A
40123;55565;2016;55539;Pernoctaciones;113691.15724629;A
40123;55565;2016;55540;Pernoctaciones;262924.52183794;A
40123;55565;2016;55541;Pernoctaciones;986808.7981767;A
40123;55565;2017;55537;Pernoctaciones;708094.68079667;A
40123;55565;2017;55538;Pernoctaciones;362804.25385024;A
40123;55565;2017;55539;Pernoctaciones;102931.10958644;A
40123;55565;2017;55540;Pernoctaciones;346929.80215089;A
40123;55565;2017;55541;Pernoctaciones;1177073.6058923;A
40123;55565;2018;55537;Pernoctaciones;688158.71688543;A
40123;55565;2018;55538;Pernoctaciones;363357.24034522;A
40123;55565;2018;55539;Pernoctaciones;99968.243939776;A
40123;55565;2018;55540;Pernoctaciones;330138.29665326;A
40123;55565;2018;55541;Pernoctaciones;1018987.8730228;A
40123;55565;2019;55537;Pernoctaciones;772025.464031395;A
40123;55565;2019;55538;Pernoctaciones;383592.274464494;A
40123;55565;2019;55539;Pernoctaciones;95878.988078703;A
40123;55565;2019;55540;Pernoctaciones;337221.296810266;A
40123;55565;2019;55541;Pernoctaciones;1276092.643328882;A
40123;55565;2020;55537;Pernoctaciones;358626.939819598;A
40123;55565;2020;55538;Pernoctaciones;248698.910545987;A
40123;55565;2020;55539;Pernoctaciones;37637.548972953;A
40123;55565;2020;55540;Pernoctaciones;216617.317358721;A
40123;55565;2020;55541;Pernoctaciones;747690.343661171;A
40123;55697;2014;55537;Pernoctaciones;162580.24502543;A
40123;55697;2014;55538;Pernoctaciones;125885.26356699;A
40123;55697;2014;55539;Pernoctaciones;45368.46277921;A
40123;55697;2014;55540;Pernoctaciones;24333.580502826;A
40123;55697;2014;55541;Pernoctaciones;4120233.4836207;A
40123;55697;2015;55537;Pernoctaciones;178605.11584447;A
40123;55697;2015;55538;Pernoctaciones;112061.685370665;A
40123;55697;2015;55539;Pernoctaciones;63941.442033313;A
40123;55697;2015;55540;Pernoctaciones;25272.282270432;A
40123;55697;2015;55541;Pernoctaciones;4690415.6780997;A
40123;55697;2016;55537;Pernoctaciones;190949.468843826;A
40123;55697;2016;55538;Pernoctaciones;120118.08149111;A
40123;55697;2016;55539;Pernoctaciones;58925.83609907;A
40123;55697;2016;55540;Pernoctaciones;36410.6578575;A
40123;55697;2016;55541;Pernoctaciones;4958394.1379848;A
40123;55697;2017;55537;Pernoctaciones;253391.148693131;A
40123;55697;2017;55538;Pernoctaciones;163793.43485385;A
40123;55697;2017;55539;Pernoctaciones;59794.475526447;A
40123;55697;2017;55540;Pernoctaciones;37372.016454262;A
40123;55697;2017;55541;Pernoctaciones;5338801.6152181;A
40123;55697;2018;55537;Pernoctaciones;242827.506086527;A
40123;55697;2018;55538;Pernoctaciones;171475.60900816;A
40123;55697;2018;55539;Pernoctaciones;46775.407576143;A
40123;55697;2018;55540;Pernoctaciones;58631.93045148;A
40123;55697;2018;55541;Pernoctaciones;5088212.0708159;A
40123;55697;2019;55537;Pernoctaciones;244647.832127385;A
40123;55697;2019;55538;Pernoctaciones;136890.904244102;A
40123;55697;2019;55539;Pernoctaciones;42237.850925926;A
40123;55697;2019;55540;Pernoctaciones;49931.001354764;A
40123;55697;2019;55541;Pernoctaciones;5090197.168901588;A
40123;55697;2020;55537;Pernoctaciones;62666.401066477;A
40123;55697;2020;55538;Pernoctaciones;29659.655616183;A
40123;55697;2020;55539;Pernoctaciones;14263.188366328;A
40123;55697;2020;55540;Pernoctaciones;13192.08374931;A
40123;55697;2020;55541;Pernoctaciones;1079569.699490131;A
40123;55577;2014;55537;Pernoctaciones;16246.269247;A
40123;55577;2014;55538;Pernoctaciones;59530.155182;A
40123;55577;2014;55539;Pernoctaciones;8346.6353319;A
40123;55577;2014;55540;Pernoctaciones;992.7911756;A
40123;55577;2014;55541;Pernoctaciones;212398.02656;A
40123;55577;2015;55537;Pernoctaciones;17724.16919;A
40123;55577;2015;55538;Pernoctaciones;39498.05782;A
40123;55577;2015;55539;Pernoctaciones;7361.2860344;A
40123;55577;2015;55540;Pernoctaciones;716.44188596;A
40123;55577;2015;55541;Pernoctaciones;238747.14658;A
40123;55577;2016;55537;Pernoctaciones;13786.004718;A
40123;55577;2016;55538;Pernoctaciones;44920.452102;A
40123;55577;2016;55539;Pernoctaciones;4922.5146601;A
40123;55577;2016;55540;Pernoctaciones;1487.5895879;A
40123;55577;2016;55541;Pernoctaciones;268423.33203;A
40123;55577;2017;55537;Pernoctaciones;18040.705011;A
40123;55577;2017;55538;Pernoctaciones;55754.157055;A
40123;55577;2017;55539;Pernoctaciones;6639.3675958;A
40123;55577;2017;55540;Pernoctaciones;1886.2091637;A
40123;55577;2017;55541;Pernoctaciones;318454.63973;A
40123;55577;2018;55537;Pernoctaciones;14899.442703;A
40123;55577;2018;55538;Pernoctaciones;49455.51932;A
40123;55577;2018;55539;Pernoctaciones;5329.630303;A
40123;55577;2018;55540;Pernoctaciones;2334.7456817;A
40123;55577;2018;55541;Pernoctaciones;296431.24611;A
40123;55577;2019;55537;Pernoctaciones;17964.044660024;A
40123;55577;2019;55538;Pernoctaciones;46522.687970156;A
40123;55577;2019;55539;Pernoctaciones;1935.388888889;A
40123;55577;2019;55540;Pernoctaciones;1923.594803097;A
40123;55577;2019;55541;Pernoctaciones;281108.122837338;A
40123;55577;2020;55537;Pernoctaciones;4866.438970937;A
40123;55577;2020;55538;Pernoctaciones;6313.093644468;A
40123;55577;2020;55539;Pernoctaciones;907.981850854;A
40123;55577;2020;55540;Pernoctaciones;327.122769043;A
40123;55577;2020;55541;Pernoctaciones;72565.266995497;A
40123;516705;2014;55537;Pernoctaciones;159.80069444;A
40123;516705;2014;55538;Pernoctaciones;1711.8131341;A
40123;516705;2014;55539;Pernoctaciones;329.20206718;A
40123;516705;2014;55540;Pernoctaciones;165.61740331;A
40123;516705;2014;55541;Pernoctaciones;19432.347056;A
40123;516705;2015;55537;Pernoctaciones;785.53239972;A
40123;516705;2015;55538;Pernoctaciones;2148.2729987;A
40123;516705;2015;55539;Pernoctaciones;1270.302439;A
40123;516705;2015;55540;Pernoctaciones;184.97479843;A
40123;516705;2015;55541;Pernoctaciones;20316.12141;A
40123;516705;2016;55537;Pernoctaciones;392.77940474;A
40123;516705;2016;55538;Pernoctaciones;1413.8273109;A
40123;516705;2016;55539;Pernoctaciones;117.8;A
40123;516705;2016;55540;Pernoctaciones;209.33563526;A
40123;516705;2016;55541;Pernoctaciones;21182.639827;A
40123;516705;2017;55537;Pernoctaciones;403.67981572;A
40123;516705;2017;55538;Pernoctaciones;1882.4672374;A
40123;516705;2017;55539;Pernoctaciones;812.70221088;A
40123;516705;2017;55540;Pernoctaciones;72.470455824;A
40123;516705;2017;55541;Pernoctaciones;23849.553597;A
40123;516705;2018;55537;Pernoctaciones;580.74922118;A
40123;516705;2018;55538;Pernoctaciones;2461.5634378;A
40123;516705;2018;55539;Pernoctaciones;191.8;A
40123;516705;2018;55540;Pernoctaciones;208.0;A
40123;516705;2018;55541;Pernoctaciones;21990.481183;A
40123;516705;2019;55537;Pernoctaciones;442.154410645;A
40123;516705;2019;55538;Pernoctaciones;1731.323731128;A
40123;516705;2019;55539;Pernoctaciones;49.333333333;A
40123;516705;2019;55540;Pernoctaciones;263.243041825;A
40123;516705;2019;55541;Pernoctaciones;19261.777527654;A
40123;516705;2020;55537;Pernoctaciones;217.09653751;A
40123;516705;2020;55538;Pernoctaciones;196.087345478;A
40123;516705;2020;55539;Pernoctaciones;;A
40123;516705;2020;55540;Pernoctaciones;-;A
40123;516705;2020;55541;Pernoctaciones;6735.525678113;A
40123;516706;2014;55537;Pernoctaciones;5806.3840914;A
40123;516706;2014;55538;Pernoctaciones;1195.5035395;A
40123;516706;2014;55539;Pernoctaciones;2060.4209044;A
40123;516706;2014;55540;Pernoctaciones;395.22106345;A
40123;516706;2014;55541;Pernoctaciones;79355.015088;A
40123;516706;2015;55537;Pernoctaciones;4704.6119608;A
40123;516706;2015;55538;Pernoctaciones;2365.9353833;A
40123;516706;2015;55539;Pernoctaciones;3946.9523004;A
40123;516706;2015;55540;Pernoctaciones;234.56437247;A
40123;516706;2015;55541;Pernoctaciones;92744.394892;A
40123;516706;2016;55537;Pernoctaciones;5537.6466249;A
40123;516706;2016;55538;Pernoctaciones;1793.8274632;A
40123;516706;2016;55539;Pernoctaciones;3126.9784843;A
40123;516706;2016;55540;Pernoctaciones;643.05755006;A
40123;516706;2016;55541;Pernoctaciones;96742.356101;A
40123;516706;2017;55537;Pernoctaciones;9047.7020421;A
40123;516706;2017;55538;Pernoctaciones;2295.1719624;A
40123;516706;2017;55539;Pernoctaciones;3711.4029176;A
40123;516706;2017;55540;Pernoctaciones;526.89453104;A
40123;516706;2017;55541;Pernoctaciones;111529.28327;A
40123;516706;2018;55537;Pernoctaciones;7385.4187815;A
40123;516706;2018;55538;Pernoctaciones;3391.7269035;A
40123;516706;2018;55539;Pernoctaciones;5125.7787879;A
40123;516706;2018;55540;Pernoctaciones;621.75533189;A
40123;516706;2018;55541;Pernoctaciones;94437.234762;A
40123;516706;2019;55537;Pernoctaciones;6128.939823317;A
40123;516706;2019;55538;Pernoctaciones;2041.404969123;A
40123;516706;2019;55539;Pernoctaciones;4797.443981481;A
40123;516706;2019;55540;Pernoctaciones;739.561140029;A
40123;516706;2019;55541;Pernoctaciones;96459.910565317;A
40123;516706;2020;55537;Pernoctaciones;2647.089322405;A
40123;516706;2020;55538;Pernoctaciones;976.804494455;A
40123;516706;2020;55539;Pernoctaciones;4522.949945782;A
40123;516706;2020;55540;Pernoctaciones;218.247571657;A
40123;516706;2020;55541;Pernoctaciones;23972.449115554;A
40123;516707;2014;55537;Pernoctaciones;3322.1166667;A
40123;516707;2014;55538;Pernoctaciones;888.48327587;A
40123;516707;2014;55539;Pernoctaciones;1891.5102136;A
40123;516707;2014;55540;Pernoctaciones;639.14124224;A
40123;516707;2014;55541;Pernoctaciones;107853.52402;A
40123;516707;2015;55537;Pernoctaciones;1709.6016076;A
40123;516707;2015;55538;Pernoctaciones;703.53511631;A
40123;516707;2015;55539;Pernoctaciones;3041.3772578;A
40123;516707;2015;55540;Pernoctaciones;284.98850575;A
40123;516707;2015;55541;Pernoctaciones;106068.77055;A
40123;516707;2016;55537;Pernoctaciones;1651.3673346;A
40123;516707;2016;55538;Pernoctaciones;973.80539304;A
40123;516707;2016;55539;Pernoctaciones;2378.7008031;A
40123;516707;2016;55540;Pernoctaciones;246.7594386;A
40123;516707;2016;55541;Pernoctaciones;133797.28416;A
40123;516707;2017;55537;Pernoctaciones;3676.0178612;A
40123;516707;2017;55538;Pernoctaciones;2901.2713459;A
40123;516707;2017;55539;Pernoctaciones;2759.6586914;A
40123;516707;2017;55540;Pernoctaciones;144.0;A
40123;516707;2017;55541;Pernoctaciones;150122.68246;A
40123;516707;2018;55537;Pernoctaciones;1753.0443107;A
40123;516707;2018;55538;Pernoctaciones;3079.5435081;A
40123;516707;2018;55539;Pernoctaciones;1330.0666667;A
40123;516707;2018;55540;Pernoctaciones;381.47245763;A
40123;516707;2018;55541;Pernoctaciones;143983.07471;A
40123;516707;2019;55537;Pernoctaciones;1368.424610196;A
40123;516707;2019;55538;Pernoctaciones;1465.76910526;A
40123;516707;2019;55539;Pernoctaciones;3448.418055556;A
40123;516707;2019;55540;Pernoctaciones;171.597846133;A
40123;516707;2019;55541;Pernoctaciones;119199.867099609;A
40123;516707;2020;55537;Pernoctaciones;992.825056135;A
40123;516707;2020;55538;Pernoctaciones;468.920107818;A
40123;516707;2020;55539;Pernoctaciones;763.997394429;A
40123;516707;2020;55540;Pernoctaciones;85.793589389;A
40123;516707;2020;55541;Pernoctaciones;30158.403623284;A
40123;516708;2014;55537;Pernoctaciones;4297.9845365;A
40123;516708;2014;55538;Pernoctaciones;722.32329908;A
40123;516708;2014;55539;Pernoctaciones;124.3503876;A
40123;516708;2014;55540;Pernoctaciones;441.63305322;A
40123;516708;2014;55541;Pernoctaciones;190383.4819;A
40123;516708;2015;55537;Pernoctaciones;289.1269802;A
40123;516708;2015;55538;Pernoctaciones;677.96992975;A
40123;516708;2015;55539;Pernoctaciones;204.16744186;A
40123;516708;2015;55540;Pernoctaciones;304.09824897;A
40123;516708;2015;55541;Pernoctaciones;214618.12387;A
40123;516708;2016;55537;Pernoctaciones;421.84011936;A
40123;516708;2016;55538;Pernoctaciones;3081.9218542;A
40123;516708;2016;55539;Pernoctaciones;936.27465157;A
40123;516708;2016;55540;Pernoctaciones;189.07996998;A
40123;516708;2016;55541;Pernoctaciones;216688.8297;A
40123;516708;2017;55537;Pernoctaciones;663.21982932;A
40123;516708;2017;55538;Pernoctaciones;1652.681466;A
40123;516708;2017;55539;Pernoctaciones;38.666666667;A
40123;516708;2017;55540;Pernoctaciones;163.8818233;A
40123;516708;2017;55541;Pernoctaciones;248387.58884;A
40123;516708;2018;55537;Pernoctaciones;550.44694386;A
40123;516708;2018;55538;Pernoctaciones;3119.773169;A
40123;516708;2018;55539;Pernoctaciones;171.0;A
40123;516708;2018;55540;Pernoctaciones;818.67591565;A
40123;516708;2018;55541;Pernoctaciones;240936.62524;A
40123;516708;2019;55537;Pernoctaciones;700.523185831;A
40123;516708;2019;55538;Pernoctaciones;2177.864060619;A
40123;516708;2019;55539;Pernoctaciones;158.466666667;A
40123;516708;2019;55540;Pernoctaciones;98.356152597;A
40123;516708;2019;55541;Pernoctaciones;246339.843048487;A
40123;516708;2020;55537;Pernoctaciones;173.903867403;A
40123;516708;2020;55538;Pernoctaciones;221.283413091;A
40123;516708;2020;55539;Pernoctaciones;;A
40123;516708;2020;55540;Pernoctaciones;248.0;A
40123;516708;2020;55541;Pernoctaciones;46043.819943379;A
40123;55568;2014;55537;Pernoctaciones;23752.686542;A
40123;55568;2014;55538;Pernoctaciones;6498.7358708;A
40123;55568;2014;55539;Pernoctaciones;4904.1571226;A
40123;55568;2014;55540;Pernoctaciones;789.37683432;A
40123;55568;2014;55541;Pernoctaciones;182721.53053;A
40123;55568;2015;55537;Pernoctaciones;35758.247893;A
40123;55568;2015;55538;Pernoctaciones;7523.7724301;A
40123;55568;2015;55539;Pernoctaciones;10292.33893;A
40123;55568;2015;55540;Pernoctaciones;875.75719944;A
40123;55568;2015;55541;Pernoctaciones;183882.00771;A
40123;55568;2016;55537;Pernoctaciones;28050.745726;A
40123;55568;2016;55538;Pernoctaciones;6879.1413126;A
40123;55568;2016;55539;Pernoctaciones;8041.7667272;A
40123;55568;2016;55540;Pernoctaciones;1731.5769923;A
40123;55568;2016;55541;Pernoctaciones;183189.4531;A
40123;55568;2017;55537;Pernoctaciones;25322.565378;A
40123;55568;2017;55538;Pernoctaciones;10292.966764;A
40123;55568;2017;55539;Pernoctaciones;7462.1087278;A
40123;55568;2017;55540;Pernoctaciones;1446.8382912;A
40123;55568;2017;55541;Pernoctaciones;212181.80511;A
40123;55568;2018;55537;Pernoctaciones;35961.869891;A
40123;55568;2018;55538;Pernoctaciones;14270.348075;A
40123;55568;2018;55539;Pernoctaciones;3421.8666667;A
40123;55568;2018;55540;Pernoctaciones;1877.8417947;A
40123;55568;2018;55541;Pernoctaciones;207377.10824;A
40123;55568;2019;55537;Pernoctaciones;26465.503221273;A
40123;55568;2019;55538;Pernoctaciones;9145.202331938;A
40123;55568;2019;55539;Pernoctaciones;4980.839351852;A
40123;55568;2019;55540;Pernoctaciones;1997.105690618;A
40123;55568;2019;55541;Pernoctaciones;219151.067869014;A
40123;55568;2020;55537;Pernoctaciones;7148.821147057;A
40123;55568;2020;55538;Pernoctaciones;3201.807364762;A
40123;55568;2020;55539;Pernoctaciones;1266.76262354;A
40123;55568;2020;55540;Pernoctaciones;641.54374303;A
40123;55568;2020;55541;Pernoctaciones;98150.400190839;A
40123;516709;2014;55537;Pernoctaciones;;A
40123;516709;2014;55538;Pernoctaciones;127.28297376;A
40123;516709;2014;55539;Pernoctaciones;;A
40123;516709;2014;55540;Pernoctaciones;1840.1585801;A
40123;516709;2014;55541;Pernoctaciones;1906.3117058;A
40123;516709;2015;55537;Pernoctaciones;196.53333333;A
40123;516709;2015;55538;Pernoctaciones;40.038964435;A
40123;516709;2015;55539;Pernoctaciones;;A
40123;516709;2015;55540;Pernoctaciones;882.0;A
40123;516709;2015;55541;Pernoctaciones;1292.5064661;A
40123;516709;2016;55537;Pernoctaciones;55.714077316;A
40123;516709;2016;55538;Pernoctaciones;126.95501929;A
40123;516709;2016;55539;Pernoctaciones;;A
40123;516709;2016;55540;Pernoctaciones;1391.5463642;A
40123;516709;2016;55541;Pernoctaciones;2497.2619032;A
40123;516709;2017;55537;Pernoctaciones;54.578448455;A
40123;516709;2017;55538;Pernoctaciones;235.09142345;A
40123;516709;2017;55539;Pernoctaciones;-;A
40123;516709;2017;55540;Pernoctaciones;848.0;A
40123;516709;2017;55541;Pernoctaciones;2857.4750091;A
40123;516709;2018;55537;Pernoctaciones;114.0;A
40123;516709;2018;55538;Pernoctaciones;1050.7604164;A
40123;516709;2018;55539;Pernoctaciones;;A
40123;516709;2018;55540;Pernoctaciones;-;A
40123;516709;2018;55541;Pernoctaciones;9764.5326403;A
40123;516709;2019;55537;Pernoctaciones;150.409289617;A
40123;516709;2019;55538;Pernoctaciones;118.22760195;A
40123;516709;2019;55539;Pernoctaciones;37.2;A
40123;516709;2019;55540;Pernoctaciones;811.0;A
40123;516709;2019;55541;Pernoctaciones;2828.522837912;A
40123;516709;2020;55537;Pernoctaciones;-;A
40123;516709;2020;55538;Pernoctaciones;112.147406225;A
40123;516709;2020;55539;Pernoctaciones;;A
40123;516709;2020;55540;Pernoctaciones;824.0;A
40123;516709;2020;55541;Pernoctaciones;1098.277391698;A
40123;516710;2014;55537;Pernoctaciones;1292.1030183;A
40123;516710;2014;55538;Pernoctaciones;1187.32026;A
40123;516710;2014;55539;Pernoctaciones;145.36795866;A
40123;516710;2014;55540;Pernoctaciones;230.08658192;A
40123;516710;2014;55541;Pernoctaciones;297314.64102;A
40123;516710;2015;55537;Pernoctaciones;1570.0437635;A
40123;516710;2015;55538;Pernoctaciones;1189.7142275;A
40123;516710;2015;55539;Pernoctaciones;472.0005168;A
40123;516710;2015;55540;Pernoctaciones;106.13333333;A
40123;516710;2015;55541;Pernoctaciones;420790.82451;A
40123;516710;2016;55537;Pernoctaciones;3445.2702381;A
40123;516710;2016;55538;Pernoctaciones;1174.4837096;A
40123;516710;2016;55539;Pernoctaciones;397.46666667;A
40123;516710;2016;55540;Pernoctaciones;440.59241098;A
40123;516710;2016;55541;Pernoctaciones;501307.92413;A
40123;516710;2017;55537;Pernoctaciones;4058.0718206;A
40123;516710;2017;55538;Pernoctaciones;2554.2284238;A
40123;516710;2017;55539;Pernoctaciones;1237.5738095;A
40123;516710;2017;55540;Pernoctaciones;242.45416748;A
40123;516710;2017;55541;Pernoctaciones;503349.69903;A
40123;516710;2018;55537;Pernoctaciones;6281.8878838;A
40123;516710;2018;55538;Pernoctaciones;1483.4625345;A
40123;516710;2018;55539;Pernoctaciones;740.06666667;A
40123;516710;2018;55540;Pernoctaciones;237.72058006;A
40123;516710;2018;55541;Pernoctaciones;454678.66186;A
40123;516710;2019;55537;Pernoctaciones;6503.000881132;A
40123;516710;2019;55538;Pernoctaciones;1523.516674797;A
40123;516710;2019;55539;Pernoctaciones;158.333333333;A
40123;516710;2019;55540;Pernoctaciones;336.517738972;A
40123;516710;2019;55541;Pernoctaciones;510737.470799289;A
40123;516710;2020;55537;Pernoctaciones;957.414880093;A
40123;516710;2020;55538;Pernoctaciones;73.86788893;A
40123;516710;2020;55539;Pernoctaciones;-;A
40123;516710;2020;55540;Pernoctaciones;87.571428571;A
40123;516710;2020;55541;Pernoctaciones;35728.511123514;A
40123;516711;2014;55537;Pernoctaciones;1305.6163065;A
40123;516711;2014;55538;Pernoctaciones;4936.8131592;A
40123;516711;2014;55539;Pernoctaciones;288.21718346;A
40123;516711;2014;55540;Pernoctaciones;401.26970214;A
40123;516711;2014;55541;Pernoctaciones;80496.068142;A
40123;516711;2015;55537;Pernoctaciones;2282.1211227;A
40123;516711;2015;55538;Pernoctaciones;5691.2623193;A
40123;516711;2015;55539;Pernoctaciones;598.33333333;A
40123;516711;2015;55540;Pernoctaciones;916.90040661;A
40123;516711;2015;55541;Pernoctaciones;77403.226139;A
40123;516711;2016;55537;Pernoctaciones;3147.5686179;A
40123;516711;2016;55538;Pernoctaciones;6241.4734075;A
40123;516711;2016;55539;Pernoctaciones;1857.7357724;A
40123;516711;2016;55540;Pernoctaciones;408.7112414;A
40123;516711;2016;55541;Pernoctaciones;82305.803609;A
40123;516711;2017;55537;Pernoctaciones;4056.2011629;A
40123;516711;2017;55538;Pernoctaciones;7618.9247023;A
40123;516711;2017;55539;Pernoctaciones;373.26666667;A
40123;516711;2017;55540;Pernoctaciones;516.08745108;A
40123;516711;2017;55541;Pernoctaciones;132676.34726;A
40123;516711;2018;55537;Pernoctaciones;3522.384493;A
40123;516711;2018;55538;Pernoctaciones;7951.1939457;A
40123;516711;2018;55539;Pernoctaciones;426.06666667;A
40123;516711;2018;55540;Pernoctaciones;728.97137624;A
40123;516711;2018;55541;Pernoctaciones;104168.9657;A
40123;516711;2019;55537;Pernoctaciones;5160.876154938;A
40123;516711;2019;55538;Pernoctaciones;11005.940001138;A
40123;516711;2019;55539;Pernoctaciones;454.159259259;A
40123;516711;2019;55540;Pernoctaciones;783.095907425;A
40123;516711;2019;55541;Pernoctaciones;123041.122008735;A
40123;516711;2020;55537;Pernoctaciones;946.763826011;A
40123;516711;2020;55538;Pernoctaciones;3697.459525113;A
40123;516711;2020;55539;Pernoctaciones;108.276190476;A
40123;516711;2020;55540;Pernoctaciones;327.857917197;A
