D_ESTADO_DATO_0;D_TERRITORIO_0;D_TEMPORAL_0;D_RESITUR_0;INDICATOR;OBS_VALUE;FREQ
40123;2402;2017;55565;Estancia media;3.8374317295207083;A
40123;2402;2017;55697;Estancia media;3.73313581876044;A
40123;2402;2016;55698;Estancia media;3.8042736105635355;A
40123;2402;2016;55565;Estancia media;3.762388968139377;A
40123;2402;2016;55697;Estancia media;3.9223388510193367;A
40123;2402;2015;55698;Estancia media;3.60664021665316;A
40123;2402;2015;55565;Estancia media;3.5873949943918517;A
40123;2402;2015;55697;Estancia media;3.6535016218552667;A
40123;2402;2014;55698;Estancia media;4.13990993345334;A
40123;2402;2014;55565;Estancia media;3.990345449021876;A
40123;2402;2014;55697;Estancia media;4.552176436643316;A
40123;2482;2020;55698;Estancia media;2.276451570665223;A
40123;2482;2020;55565;Estancia media;2.415789638774076;A
40123;2482;2020;55697;Estancia media;1.766163471416129;A
40123;2482;2019;55698;Estancia media;2.0089143783083054;A
40123;2482;2019;55565;Estancia media;2.0905259377256047;A
40123;2482;2019;55697;Estancia media;1.8862437276790673;A
40123;2482;2018;55698;Estancia media;2.0637849788743474;A
40123;2482;2018;55565;Estancia media;2.094360814263619;A
40123;2482;2018;55697;Estancia media;2.0198930202088667;A
40123;2482;2017;55698;Estancia media;1.9386734610425362;A
40123;2482;2017;55565;Estancia media;2.0655344020034097;A
40123;2482;2017;55697;Estancia media;1.7999305265552277;A
40123;2482;2016;55698;Estancia media;2.025494555196475;A
40123;2482;2016;55565;Estancia media;2.1090281000111966;A
40123;2482;2016;55697;Estancia media;1.8929213841041717;A
40123;2482;2015;55698;Estancia media;2.2343687615706935;A
40123;2482;2015;55565;Estancia media;2.267116765659483;A
40123;2482;2015;55697;Estancia media;2.1651186479611235;A
40123;2482;2014;55698;Estancia media;2.0284466817207667;A
40123;2482;2014;55565;Estancia media;2.071945339622623;A
40123;2482;2014;55697;Estancia media;1.961047010131119;A
40123;2713;2020;55698;Estancia media;2.678196960681555;A
40123;2713;2020;55565;Estancia media;2.609426844808751;A
40123;2713;2020;55697;Estancia media;2.9577768867515317;A
40123;2713;2019;55698;Estancia media;2.472631838682033;A
40123;2713;2019;55565;Estancia media;2.4801152010224827;A
40123;2713;2019;55697;Estancia media;2.4610987781690126;A
40123;2713;2018;55698;Estancia media;2.557589219998727;A
40123;2713;2018;55565;Estancia media;2.643139961492897;A
40123;2713;2018;55697;Estancia media;2.428077832573764;A
40123;2713;2017;55698;Estancia media;2.913326279523163;A
40123;2713;2017;55565;Estancia media;2.8716803375165405;A
40123;2713;2017;55697;Estancia media;2.9798036226412137;A
40123;2713;2016;55698;Estancia media;2.7181180090198866;A
40123;2713;2016;55565;Estancia media;2.711780959597699;A
40123;2713;2016;55697;Estancia media;2.7278278361075867;A
40123;2713;2015;55698;Estancia media;2.920198435129122;A
40123;2713;2015;55565;Estancia media;2.8368792045843563;A
40123;2713;2015;55697;Estancia media;3.0476656446573798;A
40123;2713;2014;55698;Estancia media;3.047508740904821;A
40123;2713;2014;55565;Estancia media;2.980435825775303;A
40123;2713;2014;55697;Estancia media;3.167338525259711;A
40123;2797;2020;55698;Estancia media;4.066304556614782;A
40123;2797;2020;55565;Estancia media;4.0625139682744695;A
40123;2797;2020;55697;Estancia media;4.130841035474151;A
40123;2797;2019;55698;Estancia media;4.044007746918886;A
40123;2797;2019;55565;Estancia media;3.966006703723467;A
40123;2797;2019;55697;Estancia media;4.671930910090162;A
40123;2797;2018;55698;Estancia media;4.092761790747978;A
40123;2797;2018;55565;Estancia media;3.9606148396468286;A
40123;2797;2018;55697;Estancia media;5.057568610462434;A
40123;2797;2017;55698;Estancia media;4.465432478816559;A
40123;2797;2017;55565;Estancia media;4.380169867546319;A
40123;2797;2017;55697;Estancia media;5.4560719845147885;A
40123;2797;2016;55698;Estancia media;4.357624304686233;A
40123;2797;2016;55565;Estancia media;4.253787462895647;A
40123;2797;2016;55697;Estancia media;5.30269071972605;A
40123;2797;2015;55698;Estancia media;3.9433692784377965;A
40123;2797;2015;55565;Estancia media;3.8805665863007297;A
40123;2797;2015;55697;Estancia media;4.778407686745668;A
40123;2797;2014;55698;Estancia media;3.9129223922770744;A
40123;2797;2014;55565;Estancia media;3.856738811228605;A
40123;2797;2014;55697;Estancia media;4.626113880440295;A
40123;2911;2020;55698;Estancia media;2.8427301856942933;A
40123;2911;2020;55565;Estancia media;2.848321952340376;A
40123;2911;2020;55697;Estancia media;2.5893453218024125;A
40123;2911;2019;55698;Estancia media;2.415164714927289;A
40123;2911;2019;55565;Estancia media;2.411527133335999;A
40123;2911;2019;55697;Estancia media;2.5111415023858052;A
40123;2911;2018;55698;Estancia media;2.528401199943978;A
40123;2911;2018;55565;Estancia media;2.520120686445406;A
40123;2911;2018;55697;Estancia media;2.7217169091961586;A
40123;2911;2017;55698;Estancia media;2.5962197279115746;A
40123;2911;2017;55565;Estancia media;2.5230863990473975;A
40123;2911;2017;55697;Estancia media;4.25641770644645;A
40123;2911;2016;55698;Estancia media;2.5784097821991776;A
40123;2911;2016;55565;Estancia media;2.5324551357771203;A
40123;2911;2016;55697;Estancia media;3.277566021100806;A
40123;2911;2015;55698;Estancia media;2.488536388166427;A
40123;2911;2015;55565;Estancia media;2.495622354399634;A
40123;2911;2015;55697;Estancia media;2.368712318716319;A
40123;2911;2014;55698;Estancia media;2.5472146020939;A
40123;2911;2014;55565;Estancia media;2.511639664224286;A
40123;2911;2014;55697;Estancia media;3.2318009567601704;A
40123;3023;2020;55698;Estancia media;4.963565029429918;A
40123;3023;2020;55565;Estancia media;3.754790340350064;A
40123;3023;2020;55697;Estancia media;6.524225337633672;A
40123;3023;2019;55698;Estancia media;4.962422981546661;A
40123;3023;2019;55565;Estancia media;3.2445897773323016;A
40123;3023;2019;55697;Estancia media;5.74982413008603;A
40123;3023;2018;55698;Estancia media;5.252391460605511;A
40123;3023;2018;55565;Estancia media;3.366521898817168;A
40123;3023;2018;55697;Estancia media;5.963946102013081;A
40123;3023;2017;55698;Estancia media;5.227390647976608;A
40123;3023;2017;55565;Estancia media;3.453369877976401;A
40123;3023;2017;55697;Estancia media;5.940856119722641;A
40123;3023;2016;55698;Estancia media;5.716889512440015;A
40123;3023;2016;55565;Estancia media;3.6621205138839303;A
40123;3023;2016;55697;Estancia media;6.474963118573332;A
40123;3023;2015;55698;Estancia media;6.040488200218803;A
40123;3023;2015;55565;Estancia media;3.86154750317058;A
40123;3023;2015;55697;Estancia media;6.878173110630388;A
40123;3023;2014;55698;Estancia media;5.961763603251276;A
40123;3023;2014;55565;Estancia media;3.8994296063108846;A
40123;3023;2014;55697;Estancia media;6.7227293713979455;A
40123;3142;2020;55698;Estancia media;2.7487473847090587;A
40123;3142;2020;55565;Estancia media;2.715827509506362;A
40123;3142;2020;55697;Estancia media;2.7979586614832184;A
40123;3142;2019;55698;Estancia media;2.416483064899953;A
40123;3142;2019;55565;Estancia media;2.302789133414326;A
40123;3142;2019;55697;Estancia media;2.4974178422330655;A
40123;3142;2018;55698;Estancia media;2.463996852726417;A
40123;3142;2018;55565;Estancia media;2.3156163121064988;A
40123;3142;2018;55697;Estancia media;2.5807323330081564;A
40123;3142;2017;55698;Estancia media;2.404864840932539;A
40123;3142;2017;55565;Estancia media;2.3316731059418867;A
40123;3142;2017;55697;Estancia media;2.4641802735825395;A
40123;3142;2016;55698;Estancia media;2.5485648694204284;A
40123;3142;2016;55565;Estancia media;2.3952532332413705;A
40123;3142;2016;55697;Estancia media;2.692607954127931;A
40123;3142;2015;55698;Estancia media;2.8131181165805383;A
40123;3142;2015;55565;Estancia media;2.5784643583018805;A
40123;3142;2015;55697;Estancia media;3.0295288991868796;A
40123;3142;2014;55698;Estancia media;2.908982247691905;A
40123;3142;2014;55565;Estancia media;2.8300710120037236;A
40123;3142;2014;55697;Estancia media;2.980059275112199;A
40124;3143;2021;55698;Estancia media;4.01442481981983;A
40124;3143;2021;55565;Estancia media;3.5957230887746214;A
40124;3143;2021;55697;Estancia media;5.032730863897296;A
40124;2352;2021;55698;Estancia media;4.849387780073681;A
40124;2352;2021;55565;Estancia media;4.769496426376385;A
40124;2352;2021;55697;Estancia media;5.834004955874428;A
40124;2402;2021;55698;Estancia media;3.850330970367357;A
40124;2402;2021;55565;Estancia media;3.921278427461329;A
40124;2402;2021;55697;Estancia media;3.5863325252549;A
40124;2482;2021;55698;Estancia media;2.2936614095954373;A
40124;2482;2021;55565;Estancia media;2.3799123810452194;A
40124;2482;2021;55697;Estancia media;1.959997936513817;A
40124;2713;2021;55698;Estancia media;2.5454713211315383;A
40124;2713;2021;55565;Estancia media;2.510112418963126;A
40124;2713;2021;55697;Estancia media;2.6962544567327607;A
40124;2797;2021;55698;Estancia media;4.655720449017926;A
40124;2797;2021;55565;Estancia media;4.628564055680735;A
40124;2797;2021;55697;Estancia media;5.279591762149137;A
40124;2911;2021;55698;Estancia media;2.523681900210039;A
40124;2911;2021;55565;Estancia media;2.546410436836095;A
40124;2911;2021;55697;Estancia media;1.9454107532219702;A
40124;3023;2021;55698;Estancia media;4.74196963704842;A
40124;3023;2021;55565;Estancia media;3.844138572399193;A
40124;3023;2021;55697;Estancia media;5.896043334640672;A
40124;3142;2021;55698;Estancia media;2.9972372097303834;A
40124;3142;2021;55565;Estancia media;2.8541089293981647;A
40124;3142;2021;55697;Estancia media;3.341729075077022;A
