D_TEMPORAL_0;D_TERRITORIO_0;D_MCVLS_VARIABLE_0;D_SEXO_0;D_MCVL_MONSALARIO_0;D_MCVL_MONEDAD_0;INDICATOR;OBS_VALUE;FREQ
2017;3142;281592;3690;281485;281487;Salario medio (€);43804.0;A
2017;3142;281592;3690;281486;281487;Salario medio (€);63015.0;A
2017;3143;281593;;281485;281487;Salario medio (€);43690.0;A
2017;3143;281593;;281486;281487;Salario medio (€);63211.0;A
2017;3143;281593;3689;281485;281487;Salario medio (€);16403.0;A
2017;3143;281593;3689;281486;281487;Salario medio (€);22323.0;A
2017;3143;281593;3690;281485;281487;Salario medio (€);12633.0;A
2017;3143;281593;3690;281486;281487;Salario medio (€);19756.0;A
2017;3143;281594;;281485;281487;Salario medio (€);22920.0;A
2017;3143;281594;;281486;281487;Salario medio (€);48804.0;A
2017;3143;281594;3689;281485;281487;Salario medio (€);8272.0;A
2017;3143;281594;3689;281486;281487;Salario medio (€);16413.0;A
2017;3143;281594;3690;281485;281487;Salario medio (€);6952.0;A
2017;3143;281594;3690;281486;281487;Salario medio (€);16110.0;A
2017;3143;281592;;281485;281487;Salario medio (€);41872.0;A
2017;3143;281592;;281486;281487;Salario medio (€);61945.0;A
2017;3143;281592;3689;281485;281487;Salario medio (€);15660.0;A
2017;3143;281592;3689;281486;281487;Salario medio (€);21782.0;A
2017;3143;281592;3690;281485;281487;Salario medio (€);12165.0;A
2017;3143;281592;3690;281486;281487;Salario medio (€);19455.0;A
2018;2352;281593;;281485;281487;Salario medio (€);100550.0;A
2018;2352;281593;;281486;281487;Salario medio (€);132688.0;A
2018;2352;281593;3689;281485;281487;Salario medio (€);35981.0;A
2018;2352;281593;3689;281486;281487;Salario medio (€);45689.0;A
2018;2352;281593;3690;281485;281487;Salario medio (€);31038.0;A
2018;2352;281593;3690;281486;281487;Salario medio (€);42761.0;A
2018;2352;281594;;281485;281487;Salario medio (€);47831.0;A
2018;2352;281594;;281486;281487;Salario medio (€);90840.0;A
2018;2352;281594;3689;281485;281487;Salario medio (€);17250.0;A
2018;2352;281594;3689;281486;281487;Salario medio (€);30022.0;A
2018;2352;281594;3690;281485;281487;Salario medio (€);14369.0;A
2018;2352;281594;3690;281486;281487;Salario medio (€);30586.0;A
2018;2352;281592;;281485;281487;Salario medio (€);90968.0;A
2018;2352;281592;;281486;281487;Salario medio (€);124927.0;A
2018;2352;281592;3689;281485;281487;Salario medio (€);31782.0;A
2018;2352;281592;3689;281486;281487;Salario medio (€);42166.0;A
2018;2352;281592;3690;281485;281487;Salario medio (€);28797.0;A
2018;2352;281592;3690;281486;281487;Salario medio (€);41093.0;A
2018;2402;281593;;281485;281487;Salario medio (€);207522.0;A
2018;2402;281593;;281486;281487;Salario medio (€);288392.0;A
2018;2402;281593;3689;281485;281487;Salario medio (€);79814.0;A
2018;2402;281593;3689;281486;281487;Salario medio (€);104818.0;A
2018;2402;281593;3690;281485;281487;Salario medio (€);57757.0;A
2018;2402;281593;3690;281486;281487;Salario medio (€);86820.0;A
2018;2402;281594;;281485;281487;Salario medio (€);102907.0;A
2018;2402;281594;;281486;281487;Salario medio (€);229712.0;A
2018;2402;281594;3689;281485;281487;Salario medio (€);37136.0;A
2018;2402;281594;3689;281486;281487;Salario medio (€);79493.0;A
2018;2402;281594;3690;281485;281487;Salario medio (€);31270.0;A
2018;2402;281594;3690;281486;281487;Salario medio (€);73643.0;A
2018;2402;281592;;281485;281487;Salario medio (€);204057.0;A
2018;2402;281592;;281486;281487;Salario medio (€);286283.0;A
2018;2402;281592;3689;281485;281487;Salario medio (€);78178.0;A
2018;2402;281592;3689;281486;281487;Salario medio (€);103736.0;A
2018;2402;281592;3690;281485;281487;Salario medio (€);57077.0;A
2018;2402;281592;3690;281486;281487;Salario medio (€);86492.0;A
2018;2482;281593;;281485;281487;Salario medio (€);96578.0;A
2018;2482;281593;;281486;281487;Salario medio (€);134090.0;A
2018;2482;281593;3689;281485;281487;Salario medio (€);36182.0;A
2018;2482;281593;3689;281486;281487;Salario medio (€);47317.0;A
2018;2482;281593;3690;281485;281487;Salario medio (€);28080.0;A
2018;2482;281593;3690;281486;281487;Salario medio (€);42003.0;A
2018;2482;281594;;281485;281487;Salario medio (€);44964.0;A
2018;2482;281594;;281486;281487;Salario medio (€);101325.0;A
2018;2482;281594;3689;281485;281487;Salario medio (€);16528.0;A
2018;2482;281594;3689;281486;281487;Salario medio (€);34884.0;A
2018;2482;281594;3690;281485;281487;Salario medio (€);13287.0;A
2018;2482;281594;3690;281486;281487;Salario medio (€);32556.0;A
2018;2482;281592;;281485;281487;Salario medio (€);94750.0;A
2018;2482;281592;;281486;281487;Salario medio (€);132927.0;A
2018;2482;281592;3689;281485;281487;Salario medio (€);35407.0;A
2018;2482;281592;3689;281486;281487;Salario medio (€);46827.0;A
2018;2482;281592;3690;281485;281487;Salario medio (€);27631.0;A
2018;2482;281592;3690;281486;281487;Salario medio (€);41715.0;A
2018;2713;281593;;281485;281487;Salario medio (€);107981.0;A
2018;2713;281593;;281486;281487;Salario medio (€);146740.0;A
2018;2713;281593;3689;281485;281487;Salario medio (€);38789.0;A
2018;2713;281593;3689;281486;281487;Salario medio (€);50880.0;A
2018;2713;281593;3690;281485;281487;Salario medio (€);33157.0;A
2018;2713;281593;3690;281486;281487;Salario medio (€);46928.0;A
2018;2713;281594;;281485;281487;Salario medio (€);49425.0;A
2018;2713;281594;;281486;281487;Salario medio (€);108405.0;A
2018;2713;281594;3689;281485;281487;Salario medio (€);17208.0;A
2018;2713;281594;3689;281486;281487;Salario medio (€);35732.0;A
2018;2713;281594;3690;281485;281487;Salario medio (€);15622.0;A
2018;2713;281594;3690;281486;281487;Salario medio (€);36595.0;A
2018;2713;281592;;281485;281487;Salario medio (€);103165.0;A
2018;2713;281592;;281486;281487;Salario medio (€);143543.0;A
2018;2713;281592;3689;281485;281487;Salario medio (€);36704.0;A
2018;2713;281592;3689;281486;281487;Salario medio (€);49409.0;A
2018;2713;281592;3690;281485;281487;Salario medio (€);32009.0;A
2018;2713;281592;3690;281486;281487;Salario medio (€);46251.0;A
2018;2797;281593;;281485;281487;Salario medio (€);96345.0;A
2018;2797;281593;;281486;281487;Salario medio (€);132959.0;A
2018;2797;281593;3689;281485;281487;Salario medio (€);37876.0;A
2018;2797;281593;3689;281486;281487;Salario medio (€);48757.0;A
2018;2797;281593;3690;281485;281487;Salario medio (€);26102.0;A
2018;2797;281593;3690;281486;281487;Salario medio (€);39689.0;A
2018;2797;281594;;281485;281487;Salario medio (€);41640.0;A
2018;2797;281594;;281486;281487;Salario medio (€);93831.0;A
2018;2797;281594;3689;281485;281487;Salario medio (€);16978.0;A
2018;2797;281594;3689;281486;281487;Salario medio (€);31342.0;A
2018;2797;281594;3690;281485;281487;Salario medio (€);11160.0;A
2018;2797;281594;3690;281486;281487;Salario medio (€);31278.0;A
2018;2797;281592;;281485;281487;Salario medio (€);88739.0;A
2018;2797;281592;;281486;281487;Salario medio (€);127617.0;A
2018;2797;281592;3689;281485;281487;Salario medio (€);35747.0;A
2018;2797;281592;3689;281486;281487;Salario medio (€);46981.0;A
2018;2797;281592;3690;281485;281487;Salario medio (€);23357.0;A
2018;2797;281592;3690;281486;281487;Salario medio (€);38047.0;A
2018;2911;281593;;281485;281487;Salario medio (€);93207.0;A
2018;2911;281593;;281486;281487;Salario medio (€);130409.0;A
2018;2911;281593;3689;281485;281487;Salario medio (€);32928.0;A
2018;2911;281593;3689;281486;281487;Salario medio (€);44285.0;A
2018;2911;281593;3690;281485;281487;Salario medio (€);29109.0;A
2018;2911;281593;3690;281486;281487;Salario medio (€);42616.0;A
2018;2911;281594;;281485;281487;Salario medio (€);45956.0;A
2018;2911;281594;;281486;281487;Salario medio (€);104254.0;A
2018;2911;281594;3689;281485;281487;Salario medio (€);14803.0;A
2018;2911;281594;3689;281486;281487;Salario medio (€);33179.0;A
2018;2911;281594;3690;281485;281487;Salario medio (€);15980.0;A
2018;2911;281594;3690;281486;281487;Salario medio (€);36823.0;A
2018;2911;281592;;281485;281487;Salario medio (€);91660.0;A
2018;2911;281592;;281486;281487;Salario medio (€);129526.0;A
2018;2911;281592;3689;281485;281487;Salario medio (€);32160.0;A
2018;2911;281592;3689;281486;281487;Salario medio (€);43815.0;A
2018;2911;281592;3690;281485;281487;Salario medio (€);28843.0;A
2018;2911;281592;3690;281486;281487;Salario medio (€);42499.0;A
2018;3023;281593;;281485;281487;Salario medio (€);149615.0;A
2018;3023;281593;;281486;281487;Salario medio (€);203988.0;A
2018;3023;281593;3689;281485;281487;Salario medio (€);54914.0;A
2018;3023;281593;3689;281486;281487;Salario medio (€);71012.0;A
2018;3023;281593;3690;281485;281487;Salario medio (€);44711.0;A
2018;3023;281593;3690;281486;281487;Salario medio (€);64910.0;A
2018;3023;281594;;281485;281487;Salario medio (€);95636.0;A
2018;3023;281594;;281486;281487;Salario medio (€);180619.0;A
2018;3023;281594;3689;281485;281487;Salario medio (€);33973.0;A
2018;3023;281594;3689;281486;281487;Salario medio (€);61520.0;A
2018;3023;281594;3690;281485;281487;Salario medio (€);29664.0;A
2018;3023;281594;3690;281486;281487;Salario medio (€);58870.0;A
2018;3023;281592;;281485;281487;Salario medio (€);142965.0;A
2018;3023;281592;;281486;281487;Salario medio (€);201192.0;A
2018;3023;281592;3689;281485;281487;Salario medio (€);52257.0;A
2018;3023;281592;3689;281486;281487;Salario medio (€);69896.0;A
2018;3023;281592;3690;281485;281487;Salario medio (€);42945.0;A
2018;3023;281592;3690;281486;281487;Salario medio (€);64164.0;A
2018;3142;281593;;281485;281487;Salario medio (€);159890.0;A
2018;3142;281593;;281486;281487;Salario medio (€);211793.0;A
2018;3142;281593;3689;281485;281487;Salario medio (€);60278.0;A
2018;3142;281593;3689;281486;281487;Salario medio (€);76067.0;A
2018;3142;281593;3690;281485;281487;Salario medio (€);46039.0;A
2018;3142;281593;3690;281486;281487;Salario medio (€);64914.0;A
2018;3142;281594;;281485;281487;Salario medio (€);79629.0;A
2018;3142;281594;;281486;281487;Salario medio (€);159193.0;A
2018;3142;281594;3689;281485;281487;Salario medio (€);31034.0;A
2018;3142;281594;3689;281486;281487;Salario medio (€);55255.0;A
2018;3142;281594;3690;281485;281487;Salario medio (€);21060.0;A
2018;3142;281594;3690;281486;281487;Salario medio (€);50372.0;A
2018;3142;281592;;281485;281487;Salario medio (€);156472.0;A
2018;3142;281592;;281486;281487;Salario medio (€);209536.0;A
2018;3142;281592;3689;281485;281487;Salario medio (€);58837.0;A
2018;3142;281592;3689;281486;281487;Salario medio (€);75054.0;A
2018;3142;281592;3690;281485;281487;Salario medio (€);45181.0;A
2018;3142;281592;3690;281486;281487;Salario medio (€);64407.0;A
2018;3143;281593;;281485;281487;Salario medio (€);45279.0;A
2018;3143;281593;;281486;281487;Salario medio (€);64781.0;A
2018;3143;281593;3689;281485;281487;Salario medio (€);17006.0;A
2018;3143;281593;3689;281486;281487;Salario medio (€);22811.0;A
2018;3143;281593;3690;281485;281487;Salario medio (€);13088.0;A
2018;3143;281593;3690;281486;281487;Salario medio (€);20318.0;A
2018;3143;281594;;281485;281487;Salario medio (€);23645.0;A
2018;3143;281594;;281486;281487;Salario medio (€);49746.0;A
2018;3143;281594;3689;281485;281487;Salario medio (€);8756.0;A
2018;3143;281594;3689;281486;281487;Salario medio (€);16808.0;A
2018;3143;281594;3690;281485;281487;Salario medio (€);6954.0;A
2018;3143;281594;3690;281486;281487;Salario medio (€);16342.0;A
2018;3143;281592;;281485;281487;Salario medio (€);43297.0;A
2018;3143;281592;;281486;281487;Salario medio (€);63403.0;A
2018;3143;281592;3689;281485;281487;Salario medio (€);16239.0;A
2018;3143;281592;3689;281486;281487;Salario medio (€);22253.0;A
2018;3143;281592;3690;281485;281487;Salario medio (€);12537.0;A
2018;3143;281592;3690;281486;281487;Salario medio (€);19961.0;A
2019;2352;281593;;281485;281487;Salario medio (€);104888.0;A
2019;2352;281593;;281486;281487;Salario medio (€);137621.0;A
2019;2352;281593;3689;281485;281487;Salario medio (€);37251.0;A
2019;2352;281593;3689;281486;281487;Salario medio (€);47236.0;A
2019;2352;281593;3690;281485;281487;Salario medio (€);32665.0;A
2019;2352;281593;3690;281486;281487;Salario medio (€);44506.0;A
2019;2352;281594;;281485;281487;Salario medio (€);53172.0;A
2019;2352;281594;;281486;281487;Salario medio (€);100705.0;A
2019;2352;281594;3689;281485;281487;Salario medio (€);19228.0;A
2019;2352;281594;3689;281486;281487;Salario medio (€);34187.0;A
2019;2352;281594;3690;281485;281487;Salario medio (€);15912.0;A
2019;2352;281594;3690;281486;281487;Salario medio (€);32834.0;A
2019;2352;281592;;281485;281487;Salario medio (€);95167.0;A
2019;2352;281592;;281486;281487;Salario medio (€);130506.0;A
2019;2352;281592;3689;281485;281487;Salario medio (€);33059.0;A
2019;2352;281592;3689;281486;281487;Salario medio (€);44127.0;A
2019;2352;281592;3690;281485;281487;Salario medio (€);30322.0;A
2019;2352;281592;3690;281486;281487;Salario medio (€);42851.0;A
2019;2402;281593;;281485;281487;Salario medio (€);215782.0;A
2019;2402;281593;;281486;281487;Salario medio (€);295874.0;A
2019;2402;281593;3689;281485;281487;Salario medio (€);83156.0;A
2019;2402;281593;3689;281486;281487;Salario medio (€);107164.0;A
2019;2402;281593;3690;281485;281487;Salario medio (€);59969.0;A
2019;2402;281593;3690;281486;281487;Salario medio (€);89534.0;A
2019;2402;281594;;281485;281487;Salario medio (€);111867.0;A
2019;2402;281594;;281486;281487;Salario medio (€);237549.0;A
2019;2402;281594;3689;281485;281487;Salario medio (€);43778.0;A
2019;2402;281594;3689;281486;281487;Salario medio (€);82581.0;A
2019;2402;281594;3690;281485;281487;Salario medio (€);30404.0;A
2019;2402;281594;3690;281486;281487;Salario medio (€);75957.0;A
2019;2402;281592;;281485;281487;Salario medio (€);211982.0;A
2019;2402;281592;;281486;281487;Salario medio (€);293524.0;A
2019;2402;281592;3689;281485;281487;Salario medio (€);81541.0;A
2019;2402;281592;3689;281486;281487;Salario medio (€);106024.0;A
2019;2402;281592;3690;281485;281487;Salario medio (€);59044.0;A
2019;2402;281592;3690;281486;281487;Salario medio (€);89110.0;A
2019;2482;281593;;281485;281487;Salario medio (€);100095.0;A
2019;2482;281593;;281486;281487;Salario medio (€);139584.0;A
2019;2482;281593;3689;281485;281487;Salario medio (€);37263.0;A
2019;2482;281593;3689;281486;281487;Salario medio (€);49212.0;A
2019;2482;281593;3690;281485;281487;Salario medio (€);29344.0;A
2019;2482;281593;3690;281486;281487;Salario medio (€);43768.0;A
2019;2482;281594;;281485;281487;Salario medio (€);50366.0;A
2019;2482;281594;;281486;281487;Salario medio (€);108753.0;A
2019;2482;281594;3689;281485;281487;Salario medio (€);17884.0;A
2019;2482;281594;3689;281486;281487;Salario medio (€);37184.0;A
2019;2482;281594;3690;281485;281487;Salario medio (€);15575.0;A
2019;2482;281594;3690;281486;281487;Salario medio (€);35221.0;A
2019;2482;281592;;281485;281487;Salario medio (€);98303.0;A
2019;2482;281592;;281486;281487;Salario medio (€);138477.0;A
2019;2482;281592;3689;281485;281487;Salario medio (€);36501.0;A
2019;2482;281592;3689;281486;281487;Salario medio (€);48742.0;A
2019;2482;281592;3690;281485;281487;Salario medio (€);28907.0;A
2019;2482;281592;3690;281486;281487;Salario medio (€);43497.0;A
2019;2713;281593;;281485;281487;Salario medio (€);112074.0;A
2019;2713;281593;;281486;281487;Salario medio (€);152131.0;A
2019;2713;281593;3689;281485;281487;Salario medio (€);40312.0;A
2019;2713;281593;3689;281486;281487;Salario medio (€);52781.0;A
2019;2713;281593;3690;281485;281487;Salario medio (€);34383.0;A
2019;2713;281593;3690;281486;281487;Salario medio (€);48636.0;A
2019;2713;281594;;281485;281487;Salario medio (€);55749.0;A
2019;2713;281594;;281486;281487;Salario medio (€);112460.0;A
2019;2713;281594;3689;281485;281487;Salario medio (€);18407.0;A
2019;2713;281594;3689;281486;281487;Salario medio (€);36918.0;A
2019;2713;281594;3690;281485;281487;Salario medio (€);18779.0;A
2019;2713;281594;3690;281486;281487;Salario medio (€);38137.0;A
2019;2713;281592;;281485;281487;Salario medio (€);107244.0;A
2019;2713;281592;;281486;281487;Salario medio (€);148702.0;A
2019;2713;281592;3689;281485;281487;Salario medio (€);38119.0;A
2019;2713;281592;3689;281486;281487;Salario medio (€);51186.0;A
2019;2713;281592;3690;281485;281487;Salario medio (€);33327.0;A
2019;2713;281592;3690;281486;281487;Salario medio (€);47923.0;A
2019;2797;281593;;281485;281487;Salario medio (€);99032.0;A
2019;2797;281593;;281486;281487;Salario medio (€);137497.0;A
2019;2797;281593;3689;281485;281487;Salario medio (€);38395.0;A
2019;2797;281593;3689;281486;281487;Salario medio (€);49907.0;A
2019;2797;281593;3690;281485;281487;Salario medio (€);27363.0;A
2019;2797;281593;3690;281486;281487;Salario medio (€);41559.0;A
2019;2797;281594;;281485;281487;Salario medio (€);43916.0;A
2019;2797;281594;;281486;281487;Salario medio (€);98997.0;A
2019;2797;281594;3689;281485;281487;Salario medio (€);17600.0;A
2019;2797;281594;3689;281486;281487;Salario medio (€);34630.0;A
2019;2797;281594;3690;281485;281487;Salario medio (€);11910.0;A
2019;2797;281594;3690;281486;281487;Salario medio (€);31343.0;A
2019;2797;281592;;281485;281487;Salario medio (€);91184.0;A
2019;2797;281592;;281486;281487;Salario medio (€);132297.0;A
2019;2797;281592;3689;281485;281487;Salario medio (€);36051.0;A
2019;2797;281592;3689;281486;281487;Salario medio (€);48145.0;A
2019;2797;281592;3690;281485;281487;Salario medio (€);24630.0;A
2019;2797;281592;3690;281486;281487;Salario medio (€);39964.0;A
2019;2911;281593;;281485;281487;Salario medio (€);97609.0;A
2019;2911;281593;;281486;281487;Salario medio (€);135344.0;A
2019;2911;281593;3689;281485;281487;Salario medio (€);34533.0;A
2019;2911;281593;3689;281486;281487;Salario medio (€);46212.0;A
2019;2911;281593;3690;281485;281487;Salario medio (€);30448.0;A
2019;2911;281593;3690;281486;281487;Salario medio (€);43976.0;A
2019;2911;281594;;281485;281487;Salario medio (€);48480.0;A
2019;2911;281594;;281486;281487;Salario medio (€);106474.0;A
2019;2911;281594;3689;281485;281487;Salario medio (€);15933.0;A
2019;2911;281594;3689;281486;281487;Salario medio (€);33378.0;A
2019;2911;281594;3690;281485;281487;Salario medio (€);16487.0;A
2019;2911;281594;3690;281486;281487;Salario medio (€);38402.0;A
2019;2911;281592;;281485;281487;Salario medio (€);95963.0;A
2019;2911;281592;;281486;281487;Salario medio (€);134318.0;A
2019;2911;281592;3689;281485;281487;Salario medio (€);33689.0;A
2019;2911;281592;3689;281486;281487;Salario medio (€);45628.0;A
2019;2911;281592;3690;281485;281487;Salario medio (€);30188.0;A
2019;2911;281592;3690;281486;281487;Salario medio (€);43873.0;A
2019;3023;281593;;281485;281487;Salario medio (€);156759.0;A
2019;3023;281593;;281486;281487;Salario medio (€);212055.0;A
2019;3023;281593;3689;281485;281487;Salario medio (€);57143.0;A
2019;3023;281593;3689;281486;281487;Salario medio (€);73771.0;A
2019;3023;281593;3690;281485;281487;Salario medio (€);47238.0;A
2019;3023;281593;3690;281486;281487;Salario medio (€);67521.0;A
2019;3023;281594;;281485;281487;Salario medio (€);105648.0;A
2019;3023;281594;;281486;281487;Salario medio (€);188736.0;A
2019;3023;281594;3689;281485;281487;Salario medio (€);37047.0;A
2019;3023;281594;3689;281486;281487;Salario medio (€);64709.0;A
2019;3023;281594;3690;281485;281487;Salario medio (€);33311.0;A
2019;3023;281594;3690;281486;281487;Salario medio (€);61100.0;A
2019;3023;281592;;281485;281487;Salario medio (€);149877.0;A
2019;3023;281592;;281486;281487;Salario medio (€);209212.0;A
2019;3023;281592;3689;281485;281487;Salario medio (€);54421.0;A
2019;3023;281592;3689;281486;281487;Salario medio (€);72729.0;A
2019;3023;281592;3690;281485;281487;Salario medio (€);45373.0;A
2019;3023;281592;3690;281486;281487;Salario medio (€);66665.0;A
2019;3142;281593;;281485;281487;Salario medio (€);166284.0;A
2019;3142;281593;;281486;281487;Salario medio (€);218229.0;A
2019;3142;281593;3689;281485;281487;Salario medio (€);63056.0;A
2019;3142;281593;3689;281486;281487;Salario medio (€);78435.0;A
2019;3142;281593;3690;281485;281487;Salario medio (€);47547.0;A
2019;3142;281593;3690;281486;281487;Salario medio (€);66866.0;A
2019;3142;281594;;281485;281487;Salario medio (€);87735.0;A
2019;3142;281594;;281486;281487;Salario medio (€);169912.0;A
2019;3142;281594;3689;281485;281487;Salario medio (€);35152.0;A
2019;3142;281594;3689;281486;281487;Salario medio (€);59890.0;A
2019;3142;281594;3690;281485;281487;Salario medio (€);22437.0;A
2019;3142;281594;3690;281486;281487;Salario medio (€);52845.0;A
2019;3142;281592;;281485;281487;Salario medio (€);162750.0;A
2019;3142;281592;;281486;281487;Salario medio (€);215961.0;A
2019;3142;281592;3689;281485;281487;Salario medio (€);61640.0;A
2019;3142;281592;3689;281486;281487;Salario medio (€);77461.0;A
2019;3142;281592;3690;281485;281487;Salario medio (€);46590.0;A
2019;3142;281592;3690;281486;281487;Salario medio (€);66316.0;A
2019;3143;281593;;281485;281487;Salario medio (€);47375.0;A
2019;3143;281593;;281486;281487;Salario medio (€);67282.0;A
2019;3143;281593;3689;281485;281487;Salario medio (€);17762.0;A
2019;3143;281593;3689;281486;281487;Salario medio (€);23643.0;A
2019;3143;281593;3690;281485;281487;Salario medio (€);13733.0;A
2019;3143;281593;3690;281486;281487;Salario medio (€);21157.0;A
2019;3143;281594;;281485;281487;Salario medio (€);26288.0;A
2019;3143;281594;;281486;281487;Salario medio (€);53099.0;A
2019;3143;281594;3689;281485;281487;Salario medio (€);9652.0;A
2019;3143;281594;3689;281486;281487;Salario medio (€);17878.0;A
2019;3143;281594;3690;281485;281487;Salario medio (€);7813.0;A
2019;3143;281594;3690;281486;281487;Salario medio (€);17509.0;A
2019;3143;281592;;281485;281487;Salario medio (€);45383.0;A
2019;3143;281592;;281486;281487;Salario medio (€);65941.0;A
2019;3143;281592;3689;281485;281487;Salario medio (€);16976.0;A
2019;3143;281592;3689;281486;281487;Salario medio (€);23085.0;A
2019;3143;281592;3690;281485;281487;Salario medio (€);13192.0;A
2019;3143;281592;3690;281486;281487;Salario medio (€);20824.0;A
2020;2352;281593;;281485;281487;Salario medio (€);110322.0;A
2020;2352;281593;;281486;281487;Salario medio (€);142191.0;A
2020;2352;281593;3689;281485;281487;Salario medio (€);39037.0;A
2020;2352;281593;3689;281486;281487;Salario medio (€);48762.0;A
2020;2352;281593;3690;281485;281487;Salario medio (€);34497.0;A
2020;2352;281593;3690;281486;281487;Salario medio (€);46024.0;A
2020;2352;281594;;281485;281487;Salario medio (€);54447.0;A
2020;2352;281594;;281486;281487;Salario medio (€);102649.0;A
2020;2352;281594;3689;281485;281487;Salario medio (€);20205.0;A
2020;2352;281594;3689;281486;281487;Salario medio (€);35066.0;A
2020;2352;281594;3690;281485;281487;Salario medio (€);15677.0;A
2020;2352;281594;3690;281486;281487;Salario medio (€);33209.0;A
2020;2352;281592;;281485;281487;Salario medio (€);99861.0;A
2020;2352;281592;;281486;281487;Salario medio (€);134594.0;A
2020;2352;281592;3689;281485;281487;Salario medio (€);34659.0;A
2020;2352;281592;3689;281486;281487;Salario medio (€);45499.0;A
2020;2352;281592;3690;281485;281487;Salario medio (€);31849.0;A
2020;2352;281592;3690;281486;281487;Salario medio (€);44204.0;A
2020;2402;281593;;281485;281487;Salario medio (€);227651.0;A
2020;2402;281593;;281486;281487;Salario medio (€);306480.0;A
2020;2402;281593;3689;281485;281487;Salario medio (€);86550.0;A
2020;2402;281593;3689;281486;281487;Salario medio (€);110790.0;A
2020;2402;281593;3690;281485;281487;Salario medio (€);64476.0;A
2020;2402;281593;3690;281486;281487;Salario medio (€);92932.0;A
2020;2402;281594;;281485;281487;Salario medio (€);122306.0;A
2020;2402;281594;;281486;281487;Salario medio (€);255539.0;A
2020;2402;281594;3689;281485;281487;Salario medio (€);46814.0;A
2020;2402;281594;3689;281486;281487;Salario medio (€);87744.0;A
2020;2402;281594;3690;281485;281487;Salario medio (€);34129.0;A
2020;2402;281594;3690;281486;281487;Salario medio (€);82710.0;A
2020;2402;281592;;281485;281487;Salario medio (€);223849.0;A
2020;2402;281592;;281486;281487;Salario medio (€);304427.0;A
2020;2402;281592;3689;281485;281487;Salario medio (€);84775.0;A
2020;2402;281592;3689;281486;281487;Salario medio (€);109658.0;A
2020;2402;281592;3690;281485;281487;Salario medio (€);63698.0;A
2020;2402;281592;3690;281486;281487;Salario medio (€);92686.0;A
2020;2482;281593;;281485;281487;Salario medio (€);105212.0;A
2020;2482;281593;;281486;281487;Salario medio (€);143242.0;A
2020;2482;281593;3689;281485;281487;Salario medio (€);38623.0;A
2020;2482;281593;3689;281486;281487;Salario medio (€);49940.0;A
2020;2482;281593;3690;281485;281487;Salario medio (€);31399.0;A
2020;2482;281593;3690;281486;281487;Salario medio (€);45488.0;A
2020;2482;281594;;281485;281487;Salario medio (€);52342.0;A
2020;2482;281594;;281486;281487;Salario medio (€);113810.0;A
2020;2482;281594;3689;281485;281487;Salario medio (€);19172.0;A
2020;2482;281594;3689;281486;281487;Salario medio (€);38880.0;A
2020;2482;281594;3690;281485;281487;Salario medio (€);15517.0;A
2020;2482;281594;3690;281486;281487;Salario medio (€);36878.0;A
2020;2482;281592;;281485;281487;Salario medio (€);103306.0;A
2020;2482;281592;;281486;281487;Salario medio (€);142175.0;A
2020;2482;281592;3689;281485;281487;Salario medio (€);37851.0;A
2020;2482;281592;3689;281486;281487;Salario medio (€);49501.0;A
2020;2482;281592;3690;281485;281487;Salario medio (€);30896.0;A
2020;2482;281592;3690;281486;281487;Salario medio (€);45213.0;A
2020;2713;281593;;281485;281487;Salario medio (€);118799.0;A
2020;2713;281593;;281486;281487;Salario medio (€);157843.0;A
2020;2713;281593;3689;281485;281487;Salario medio (€);42118.0;A
2020;2713;281593;3689;281486;281487;Salario medio (€);54377.0;A
2020;2713;281593;3690;281485;281487;Salario medio (€);37060.0;A
2020;2713;281593;3690;281486;281487;Salario medio (€);50844.0;A
2020;2713;281594;;281485;281487;Salario medio (€);59402.0;A
2020;2713;281594;;281486;281487;Salario medio (€);119659.0;A
2020;2713;281594;3689;281485;281487;Salario medio (€);19054.0;A
2020;2713;281594;3689;281486;281487;Salario medio (€);38513.0;A
2020;2713;281594;3690;281485;281487;Salario medio (€);20679.0;A
2020;2713;281594;3690;281486;281487;Salario medio (€);41493.0;A
2020;2713;281592;;281485;281487;Salario medio (€);113787.0;A
2020;2713;281592;;281486;281487;Salario medio (€);154568.0;A
2020;2713;281592;3689;281485;281487;Salario medio (€);39809.0;A
2020;2713;281592;3689;281486;281487;Salario medio (€);52780.0;A
2020;2713;281592;3690;281485;281487;Salario medio (€);36003.0;A
2020;2713;281592;3690;281486;281487;Salario medio (€);50240.0;A
2020;2797;281593;;281485;281487;Salario medio (€);103608.0;A
2020;2797;281593;;281486;281487;Salario medio (€);141197.0;A
2020;2797;281593;3689;281485;281487;Salario medio (€);39546.0;A
2020;2797;281593;3689;281486;281487;Salario medio (€);50749.0;A
2020;2797;281593;3690;281485;281487;Salario medio (€);29287.0;A
2020;2797;281593;3690;281486;281487;Salario medio (€);43208.0;A
2020;2797;281594;;281485;281487;Salario medio (€);48254.0;A
2020;2797;281594;;281486;281487;Salario medio (€);102258.0;A
2020;2797;281594;3689;281485;281487;Salario medio (€);18205.0;A
2020;2797;281594;3689;281486;281487;Salario medio (€);35998.0;A
2020;2797;281594;3690;281485;281487;Salario medio (€);14076.0;A
2020;2797;281594;3690;281486;281487;Salario medio (€);32187.0;A
2020;2797;281592;;281485;281487;Salario medio (€);96378.0;A
