D_TEMPORAL_0;D_TERRITORIO_0;D_MCVLS_VARIABLE_0;D_MCVL_MONSALARIO_0;D_SEXO_0;D_MCVL_MONEDAD_0;INDICATOR;OBS_VALUE;FREQ
2017;2352;281660;281485;00;281487;Asalariados (Personas);209300.0;A
2017;2352;281660;281485;3689;281487;Asalariados (Personas);56675.0;A
2017;2352;281660;281485;3690;281487;Asalariados (Personas);47975.0;A
2017;2352;281660;281486;00;281487;Asalariados (Personas);209300.0;A
2017;2352;281660;281486;3689;281487;Asalariados (Personas);56675.0;A
2017;2352;281660;281486;3690;281487;Asalariados (Personas);47975.0;A
2017;2352;281661;281485;00;281487;Asalariados (Personas);307950.0;A
2017;2352;281661;281485;3689;281487;Asalariados (Personas);84550.0;A
2017;2352;281661;281485;3690;281487;Asalariados (Personas);69425.0;A
2017;2352;281661;281486;00;281487;Asalariados (Personas);307950.0;A
2017;2352;281661;281486;3689;281487;Asalariados (Personas);84550.0;A
2017;2352;281661;281486;3690;281487;Asalariados (Personas);69425.0;A
2017;2352;281662;281485;00;281487;Asalariados (Personas);162700.0;A
2017;2352;281662;281485;3689;281487;Asalariados (Personas);43100.0;A
2017;2352;281662;281485;3690;281487;Asalariados (Personas);38250.0;A
2017;2352;281662;281486;00;281487;Asalariados (Personas);162700.0;A
2017;2352;281662;281486;3689;281487;Asalariados (Personas);43100.0;A
2017;2352;281662;281486;3690;281487;Asalariados (Personas);38250.0;A
2017;2352;281659;281485;00;281487;Asalariados (Personas);679950.0;A
2017;2352;281659;281485;3689;281487;Asalariados (Personas);184325.0;A
2017;2352;281659;281485;3690;281487;Asalariados (Personas);155650.0;A
2017;2352;281659;281486;00;281487;Asalariados (Personas);679950.0;A
2017;2352;281659;281486;3689;281487;Asalariados (Personas);184325.0;A
2017;2352;281659;281486;3690;281487;Asalariados (Personas);155650.0;A
2017;2402;281660;281485;00;281487;Asalariados (Personas);333050.0;A
2017;2402;281660;281485;3689;281487;Asalariados (Personas);86625.0;A
2017;2402;281660;281485;3690;281487;Asalariados (Personas);79900.0;A
2017;2402;281660;281486;00;281487;Asalariados (Personas);333050.0;A
2017;2402;281660;281486;3689;281487;Asalariados (Personas);86625.0;A
2017;2402;281660;281486;3690;281487;Asalariados (Personas);79900.0;A
2017;2402;281661;281485;00;281487;Asalariados (Personas);459900.0;A
2017;2402;281661;281485;3689;281487;Asalariados (Personas);128225.0;A
2017;2402;281661;281485;3690;281487;Asalariados (Personas);101725.0;A
2017;2402;281661;281486;00;281487;Asalariados (Personas);459900.0;A
2017;2402;281661;281486;3689;281487;Asalariados (Personas);128225.0;A
2017;2402;281661;281486;3690;281487;Asalariados (Personas);101725.0;A
2017;2402;281662;281485;00;281487;Asalariados (Personas);336000.0;A
2017;2402;281662;281485;3689;281487;Asalariados (Personas);96500.0;A
2017;2402;281662;281485;3690;281487;Asalariados (Personas);71500.0;A
2017;2402;281662;281486;00;281487;Asalariados (Personas);336000.0;A
2017;2402;281662;281486;3689;281487;Asalariados (Personas);96500.0;A
2017;2402;281662;281486;3690;281487;Asalariados (Personas);71500.0;A
2017;2402;281659;281485;00;281487;Asalariados (Personas);1128950.0;A
2017;2402;281659;281485;3689;281487;Asalariados (Personas);311350.0;A
2017;2402;281659;281485;3690;281487;Asalariados (Personas);253125.0;A
2017;2402;281659;281486;00;281487;Asalariados (Personas);1128950.0;A
2017;2402;281659;281486;3689;281487;Asalariados (Personas);311350.0;A
2017;2402;281659;281486;3690;281487;Asalariados (Personas);253125.0;A
2017;2482;281660;281485;00;281487;Asalariados (Personas);252050.0;A
2017;2482;281660;281485;3689;281487;Asalariados (Personas);66300.0;A
2017;2482;281660;281485;3690;281487;Asalariados (Personas);59725.0;A
2017;2482;281660;281486;00;281487;Asalariados (Personas);252050.0;A
2017;2482;281660;281486;3689;281487;Asalariados (Personas);66300.0;A
2017;2482;281660;281486;3690;281487;Asalariados (Personas);59725.0;A
2017;2482;281661;281485;00;281487;Asalariados (Personas);340100.0;A
2017;2482;281661;281485;3689;281487;Asalariados (Personas);89525.0;A
2017;2482;281661;281485;3690;281487;Asalariados (Personas);80525.0;A
2017;2482;281661;281486;00;281487;Asalariados (Personas);340100.0;A
2017;2482;281661;281486;3689;281487;Asalariados (Personas);89525.0;A
2017;2482;281661;281486;3690;281487;Asalariados (Personas);80525.0;A
2017;2482;281662;281485;00;281487;Asalariados (Personas);215950.0;A
2017;2482;281662;281485;3689;281487;Asalariados (Personas);59325.0;A
2017;2482;281662;281485;3690;281487;Asalariados (Personas);48650.0;A
2017;2482;281662;281486;00;281487;Asalariados (Personas);215950.0;A
2017;2482;281662;281486;3689;281487;Asalariados (Personas);59325.0;A
2017;2482;281662;281486;3690;281487;Asalariados (Personas);48650.0;A
2017;2482;281659;281485;00;281487;Asalariados (Personas);808100.0;A
2017;2482;281659;281485;3689;281487;Asalariados (Personas);215150.0;A
2017;2482;281659;281485;3690;281487;Asalariados (Personas);188900.0;A
2017;2482;281659;281486;00;281487;Asalariados (Personas);808100.0;A
2017;2482;281659;281486;3689;281487;Asalariados (Personas);215150.0;A
2017;2482;281659;281486;3690;281487;Asalariados (Personas);188900.0;A
2017;2713;281660;281485;00;281487;Asalariados (Personas);258150.0;A
2017;2713;281660;281485;3689;281487;Asalariados (Personas);68350.0;A
2017;2713;281660;281485;3690;281487;Asalariados (Personas);60725.0;A
2017;2713;281660;281486;00;281487;Asalariados (Personas);258150.0;A
2017;2713;281660;281486;3689;281487;Asalariados (Personas);68350.0;A
2017;2713;281660;281486;3690;281487;Asalariados (Personas);60725.0;A
2017;2713;281661;281485;00;281487;Asalariados (Personas);318350.0;A
2017;2713;281661;281485;3689;281487;Asalariados (Personas);84075.0;A
2017;2713;281661;281485;3690;281487;Asalariados (Personas);75100.0;A
2017;2713;281661;281486;00;281487;Asalariados (Personas);318350.0;A
2017;2713;281661;281486;3689;281487;Asalariados (Personas);84075.0;A
2017;2713;281661;281486;3690;281487;Asalariados (Personas);75100.0;A
2017;2713;281662;281485;00;281487;Asalariados (Personas);218150.0;A
2017;2713;281662;281485;3689;281487;Asalariados (Personas);57350.0;A
2017;2713;281662;281485;3690;281487;Asalariados (Personas);51725.0;A
2017;2713;281662;281486;00;281487;Asalariados (Personas);218150.0;A
2017;2713;281662;281486;3689;281487;Asalariados (Personas);57350.0;A
2017;2713;281662;281486;3690;281487;Asalariados (Personas);51725.0;A
2017;2713;281659;281485;00;281487;Asalariados (Personas);794650.0;A
2017;2713;281659;281485;3689;281487;Asalariados (Personas);209775.0;A
2017;2713;281659;281485;3690;281487;Asalariados (Personas);187550.0;A
2017;2713;281659;281486;00;281487;Asalariados (Personas);794650.0;A
2017;2713;281659;281486;3689;281487;Asalariados (Personas);209775.0;A
2017;2713;281659;281486;3690;281487;Asalariados (Personas);187550.0;A
2017;2797;281660;281485;00;281487;Asalariados (Personas);179100.0;A
2017;2797;281660;281485;3689;281487;Asalariados (Personas);41750.0;A
2017;2797;281660;281485;3690;281487;Asalariados (Personas);47800.0;A
2017;2797;281660;281486;00;281487;Asalariados (Personas);179100.0;A
2017;2797;281660;281486;3689;281487;Asalariados (Personas);41750.0;A
2017;2797;281660;281486;3690;281487;Asalariados (Personas);47800.0;A
2017;2797;281661;281485;00;281487;Asalariados (Personas);276200.0;A
2017;2797;281661;281485;3689;281487;Asalariados (Personas);69600.0;A
2017;2797;281661;281485;3690;281487;Asalariados (Personas);68500.0;A
2017;2797;281661;281486;00;281487;Asalariados (Personas);276200.0;A
2017;2797;281661;281486;3689;281487;Asalariados (Personas);69600.0;A
2017;2797;281661;281486;3690;281487;Asalariados (Personas);68500.0;A
2017;2797;281662;281485;00;281487;Asalariados (Personas);130450.0;A
