D_TEMPORAL_0;D_TERRITORIO_0;D_MCVLS_VARIABLE_0;D_MCVL_MONSALARIO_0;D_SEXO_0;D_MCVL_MONEDAD_0;INDICATOR;OBS_VALUE;FREQ
2017;2352;281665;281485;;281487;Asalariados (Personas);546450.0;A
2017;2352;281665;281485;3689;281487;Asalariados (Personas);147450.0;A
2017;2352;281665;281485;3690;281487;Asalariados (Personas);125775.0;A
2017;2352;281665;281486;;281487;Asalariados (Personas);546450.0;A
2017;2352;281665;281486;3689;281487;Asalariados (Personas);147450.0;A
2017;2352;281665;281486;3690;281487;Asalariados (Personas);125775.0;A
2017;2352;281666;281485;;281487;Asalariados (Personas);27100.0;A
2017;2352;281666;281485;3689;281487;Asalariados (Personas);7400.0;A
2017;2352;281666;281485;3690;281487;Asalariados (Personas);6150.0;A
2017;2352;281666;281486;;281487;Asalariados (Personas);27100.0;A
2017;2352;281666;281486;3689;281487;Asalariados (Personas);7400.0;A
2017;2352;281666;281486;3690;281487;Asalariados (Personas);6150.0;A
2017;2352;281667;281485;;281487;Asalariados (Personas);31400.0;A
2017;2352;281667;281485;3689;281487;Asalariados (Personas);9000.0;A
2017;2352;281667;281485;3690;281487;Asalariados (Personas);6700.0;A
2017;2352;281667;281486;;281487;Asalariados (Personas);31400.0;A
2017;2352;281667;281486;3689;281487;Asalariados (Personas);9000.0;A
2017;2352;281667;281486;3690;281487;Asalariados (Personas);6700.0;A
2017;2352;281668;281485;;281487;Asalariados (Personas);75000.0;A
2017;2352;281668;281485;3689;281487;Asalariados (Personas);20475.0;A
2017;2352;281668;281485;3690;281487;Asalariados (Personas);17025.0;A
2017;2352;281668;281486;;281487;Asalariados (Personas);75000.0;A
2017;2352;281668;281486;3689;281487;Asalariados (Personas);20475.0;A
2017;2352;281668;281486;3690;281487;Asalariados (Personas);17025.0;A
2017;2352;281664;281485;;281487;Asalariados (Personas);679950.0;A
2017;2352;281664;281485;3689;281487;Asalariados (Personas);184325.0;A
2017;2352;281664;281485;3690;281487;Asalariados (Personas);155650.0;A
2017;2352;281664;281486;;281487;Asalariados (Personas);679950.0;A
2017;2352;281664;281486;3689;281487;Asalariados (Personas);184325.0;A
2017;2352;281664;281486;3690;281487;Asalariados (Personas);155650.0;A
2017;2402;281665;281485;;281487;Asalariados (Personas);933300.0;A
2017;2402;281665;281485;3689;281487;Asalariados (Personas);253950.0;A
2017;2402;281665;281485;3690;281487;Asalariados (Personas);212700.0;A
2017;2402;281665;281486;;281487;Asalariados (Personas);933300.0;A
2017;2402;281665;281486;3689;281487;Asalariados (Personas);253950.0;A
2017;2402;281665;281486;3690;281487;Asalariados (Personas);212700.0;A
2017;2402;281666;281485;;281487;Asalariados (Personas);32600.0;A
2017;2402;281666;281485;3689;281487;Asalariados (Personas);9725.0;A
2017;2402;281666;281485;3690;281487;Asalariados (Personas);6575.0;A
2017;2402;281666;281486;;281487;Asalariados (Personas);32600.0;A
2017;2402;281666;281486;3689;281487;Asalariados (Personas);9725.0;A
2017;2402;281666;281486;3690;281487;Asalariados (Personas);6575.0;A
2017;2402;281667;281485;;281487;Asalariados (Personas);53950.0;A
2017;2402;281667;281485;3689;281487;Asalariados (Personas);15850.0;A
2017;2402;281667;281485;3690;281487;Asalariados (Personas);11125.0;A
2017;2402;281667;281486;;281487;Asalariados (Personas);53950.0;A
2017;2402;281667;281486;3689;281487;Asalariados (Personas);15850.0;A
2017;2402;281667;281486;3690;281487;Asalariados (Personas);11125.0;A
2017;2402;281668;281485;;281487;Asalariados (Personas);109100.0;A
2017;2402;281668;281485;3689;281487;Asalariados (Personas);31825.0;A
2017;2402;281668;281485;3690;281487;Asalariados (Personas);22725.0;A
2017;2402;281668;281486;;281487;Asalariados (Personas);109100.0;A
2017;2402;281668;281486;3689;281487;Asalariados (Personas);31825.0;A
2017;2402;281668;281486;3690;281487;Asalariados (Personas);22725.0;A
2017;2402;281664;281485;;281487;Asalariados (Personas);1128950.0;A
2017;2402;281664;281485;3689;281487;Asalariados (Personas);311350.0;A
2017;2402;281664;281485;3690;281487;Asalariados (Personas);253125.0;A
2017;2402;281664;281486;;281487;Asalariados (Personas);1128950.0;A
2017;2402;281664;281486;3689;281487;Asalariados (Personas);311350.0;A
2017;2402;281664;281486;3690;281487;Asalariados (Personas);253125.0;A
2017;2482;281665;281485;;281487;Asalariados (Personas);650050.0;A
2017;2482;281665;281485;3689;281487;Asalariados (Personas);169550.0;A
2017;2482;281665;281485;3690;281487;Asalariados (Personas);155475.0;A
2017;2482;281665;281486;;281487;Asalariados (Personas);650050.0;A
2017;2482;281665;281486;3689;281487;Asalariados (Personas);169550.0;A
2017;2482;281665;281486;3690;281487;Asalariados (Personas);155475.0;A
2017;2482;281666;281485;;281487;Asalariados (Personas);26750.0;A
2017;2482;281666;281485;3689;281487;Asalariados (Personas);8700.0;A
2017;2482;281666;281485;3690;281487;Asalariados (Personas);4675.0;A
2017;2482;281666;281486;;281487;Asalariados (Personas);26750.0;A
2017;2482;281666;281486;3689;281487;Asalariados (Personas);8700.0;A
2017;2482;281666;281486;3690;281487;Asalariados (Personas);4675.0;A
2017;2482;281667;281485;;281487;Asalariados (Personas);36800.0;A
2017;2482;281667;281485;3689;281487;Asalariados (Personas);10125.0;A
2017;2482;281667;281485;3690;281487;Asalariados (Personas);8275.0;A
2017;2482;281667;281486;;281487;Asalariados (Personas);36800.0;A
2017;2482;281667;281486;3689;281487;Asalariados (Personas);10125.0;A
2017;2482;281667;281486;3690;281487;Asalariados (Personas);8275.0;A
2017;2482;281668;281485;;281487;Asalariados (Personas);94500.0;A
2017;2482;281668;281485;3689;281487;Asalariados (Personas);26775.0;A
2017;2482;281668;281485;3690;281487;Asalariados (Personas);20475.0;A
2017;2482;281668;281486;;281487;Asalariados (Personas);94500.0;A
2017;2482;281668;281486;3689;281487;Asalariados (Personas);26775.0;A
2017;2482;281668;281486;3690;281487;Asalariados (Personas);20475.0;A
2017;2482;281664;281485;;281487;Asalariados (Personas);808100.0;A
2017;2482;281664;281485;3689;281487;Asalariados (Personas);215150.0;A
2017;2482;281664;281485;3690;281487;Asalariados (Personas);188900.0;A
2017;2482;281664;281486;;281487;Asalariados (Personas);808100.0;A
2017;2482;281664;281486;3689;281487;Asalariados (Personas);215150.0;A
2017;2482;281664;281486;3690;281487;Asalariados (Personas);188900.0;A
2017;2713;281665;281485;;281487;Asalariados (Personas);623150.0;A
2017;2713;281665;281485;3689;281487;Asalariados (Personas);161000.0;A
2017;2713;281665;281485;3690;281487;Asalariados (Personas);150575.0;A
2017;2713;281665;281486;;281487;Asalariados (Personas);623150.0;A
2017;2713;281665;281486;3689;281487;Asalariados (Personas);161000.0;A
2017;2713;281665;281486;3690;281487;Asalariados (Personas);150575.0;A
2017;2713;281666;281485;;281487;Asalariados (Personas);31650.0;A
2017;2713;281666;281485;3689;281487;Asalariados (Personas);9050.0;A
2017;2713;281666;281485;3690;281487;Asalariados (Personas);6775.0;A
2017;2713;281666;281486;;281487;Asalariados (Personas);31650.0;A
2017;2713;281666;281486;3689;281487;Asalariados (Personas);9050.0;A
2017;2713;281666;281486;3690;281487;Asalariados (Personas);6775.0;A
2017;2713;281667;281485;;281487;Asalariados (Personas);46900.0;A
2017;2713;281667;281485;3689;281487;Asalariados (Personas);13400.0;A
2017;2713;281667;281485;3690;281487;Asalariados (Personas);10050.0;A
2017;2713;281667;281486;;281487;Asalariados (Personas);46900.0;A
2017;2713;281667;281486;3689;281487;Asalariados (Personas);13400.0;A
2017;2713;281667;281486;3690;281487;Asalariados (Personas);10050.0;A
2017;2713;281668;281485;;281487;Asalariados (Personas);92950.0;A
2017;2713;281668;281485;3689;281487;Asalariados (Personas);26325.0;A
2017;2713;281668;281485;3690;281487;Asalariados (Personas);20150.0;A
2017;2713;281668;281486;;281487;Asalariados (Personas);92950.0;A
2017;2713;281668;281486;3689;281487;Asalariados (Personas);26325.0;A
2017;2713;281668;281486;3690;281487;Asalariados (Personas);20150.0;A
2017;2713;281664;281485;;281487;Asalariados (Personas);794650.0;A
2017;2713;281664;281485;3689;281487;Asalariados (Personas);209775.0;A
2017;2713;281664;281485;3690;281487;Asalariados (Personas);187550.0;A
2017;2713;281664;281486;;281487;Asalariados (Personas);794650.0;A
2017;2713;281664;281486;3689;281487;Asalariados (Personas);209775.0;A
2017;2713;281664;281486;3690;281487;Asalariados (Personas);187550.0;A
2017;2797;281665;281485;;281487;Asalariados (Personas);491250.0;A
2017;2797;281665;281485;3689;281487;Asalariados (Personas);122275.0;A
2017;2797;281665;281485;3690;281487;Asalariados (Personas);123350.0;A
2017;2797;281665;281486;;281487;Asalariados (Personas);491250.0;A
2017;2797;281665;281486;3689;281487;Asalariados (Personas);122275.0;A
2017;2797;281665;281486;3690;281487;Asalariados (Personas);123350.0;A
2017;2797;281666;281485;;281487;Asalariados (Personas);15300.0;A
2017;2797;281666;281485;3689;281487;Asalariados (Personas);4950.0;A
2017;2797;281666;281485;3690;281487;Asalariados (Personas);2700.0;A
2017;2797;281666;281486;;281487;Asalariados (Personas);15300.0;A
2017;2797;281666;281486;3689;281487;Asalariados (Personas);4950.0;A
2017;2797;281666;281486;3690;281487;Asalariados (Personas);2700.0;A
2017;2797;281667;281485;;281487;Asalariados (Personas);22750.0;A
2017;2797;281667;281485;3689;281487;Asalariados (Personas);6025.0;A
2017;2797;281667;281485;3690;281487;Asalariados (Personas);5350.0;A
2017;2797;281667;281486;;281487;Asalariados (Personas);22750.0;A
2017;2797;281667;281486;3689;281487;Asalariados (Personas);6025.0;A
2017;2797;281667;281486;3690;281487;Asalariados (Personas);5350.0;A
2017;2797;281668;281485;;281487;Asalariados (Personas);56450.0;A
2017;2797;281668;281485;3689;281487;Asalariados (Personas);15625.0;A
2017;2797;281668;281485;3690;281487;Asalariados (Personas);12600.0;A
2017;2797;281668;281486;;281487;Asalariados (Personas);56450.0;A
2017;2797;281668;281486;3689;281487;Asalariados (Personas);15625.0;A
2017;2797;281668;281486;3690;281487;Asalariados (Personas);12600.0;A
2017;2797;281664;281485;;281487;Asalariados (Personas);585750.0;A
2017;2797;281664;281485;3689;281487;Asalariados (Personas);148875.0;A
2017;2797;281664;281485;3690;281487;Asalariados (Personas);144000.0;A
2017;2797;281664;281486;;281487;Asalariados (Personas);585750.0;A
2017;2797;281664;281486;3689;281487;Asalariados (Personas);148875.0;A
2017;2797;281664;281486;3690;281487;Asalariados (Personas);144000.0;A
2017;2911;281665;281485;;281487;Asalariados (Personas);459150.0;A
2017;2911;281665;281485;3689;281487;Asalariados (Personas);124475.0;A
2017;2911;281665;281485;3690;281487;Asalariados (Personas);105100.0;A
2017;2911;281665;281486;;281487;Asalariados (Personas);459150.0;A
2017;2911;281665;281486;3689;281487;Asalariados (Personas);124475.0;A
2017;2911;281665;281486;3690;281487;Asalariados (Personas);105100.0;A
2017;2911;281666;281485;;281487;Asalariados (Personas);25900.0;A
2017;2911;281666;281485;3689;281487;Asalariados (Personas);8775.0;A
2017;2911;281666;281485;3690;281487;Asalariados (Personas);4175.0;A
2017;2911;281666;281486;;281487;Asalariados (Personas);25900.0;A
2017;2911;281666;281486;3689;281487;Asalariados (Personas);8775.0;A
2017;2911;281666;281486;3690;281487;Asalariados (Personas);4175.0;A
2017;2911;281667;281485;;281487;Asalariados (Personas);28300.0;A
2017;2911;281667;281485;3689;281487;Asalariados (Personas);8700.0;A
2017;2911;281667;281485;3690;281487;Asalariados (Personas);5450.0;A
2017;2911;281667;281486;;281487;Asalariados (Personas);28300.0;A
2017;2911;281667;281486;3689;281487;Asalariados (Personas);8700.0;A
2017;2911;281667;281486;3690;281487;Asalariados (Personas);5450.0;A
2017;2911;281668;281485;;281487;Asalariados (Personas);65600.0;A
2017;2911;281668;281485;3689;281487;Asalariados (Personas);19625.0;A
2017;2911;281668;281485;3690;281487;Asalariados (Personas);13175.0;A
2017;2911;281668;281486;;281487;Asalariados (Personas);65600.0;A
2017;2911;281668;281486;3689;281487;Asalariados (Personas);19625.0;A
2017;2911;281668;281486;3690;281487;Asalariados (Personas);13175.0;A
2017;2911;281664;281485;;281487;Asalariados (Personas);578950.0;A
2017;2911;281664;281485;3689;281487;Asalariados (Personas);161575.0;A
2017;2911;281664;281485;3690;281487;Asalariados (Personas);127900.0;A
2017;2911;281664;281486;;281487;Asalariados (Personas);578950.0;A
2017;2911;281664;281486;3689;281487;Asalariados (Personas);161575.0;A
2017;2911;281664;281486;3690;281487;Asalariados (Personas);127900.0;A
2017;3023;281665;281485;;281487;Asalariados (Personas);1288400.0;A
2017;3023;281665;281485;3689;281487;Asalariados (Personas);333625.0;A
2017;3023;281665;281485;3690;281487;Asalariados (Personas);310575.0;A
2017;3023;281665;281486;;281487;Asalariados (Personas);1288400.0;A
2017;3023;281665;281486;3689;281487;Asalariados (Personas);333625.0;A
2017;3023;281665;281486;3690;281487;Asalariados (Personas);310575.0;A
2017;3023;281666;281485;;281487;Asalariados (Personas);67150.0;A
2017;3023;281666;281485;3689;281487;Asalariados (Personas);18975.0;A
2017;3023;281666;281485;3690;281487;Asalariados (Personas);14600.0;A
2017;3023;281666;281486;;281487;Asalariados (Personas);67150.0;A
2017;3023;281666;281486;3689;281487;Asalariados (Personas);18975.0;A
2017;3023;281666;281486;3690;281487;Asalariados (Personas);14600.0;A
2017;3023;281667;281485;;281487;Asalariados (Personas);98400.0;A
2017;3023;281667;281485;3689;281487;Asalariados (Personas);26500.0;A
2017;3023;281667;281485;3690;281487;Asalariados (Personas);22700.0;A
2017;3023;281667;281486;;281487;Asalariados (Personas);98400.0;A
2017;3023;281667;281486;3689;281487;Asalariados (Personas);26500.0;A
2017;3023;281667;281486;3690;281487;Asalariados (Personas);22700.0;A
2017;3023;281668;281485;;281487;Asalariados (Personas);197500.0;A
2017;3023;281668;281485;3689;281487;Asalariados (Personas);53025.0;A
