D_TEMPORAL_0;D_TERRITORIO_0;D_MCVLS_VARIABLE_0;D_MCVL_MONSALARIO_0;D_SEXO_0;D_MCVL_MONEDAD_0;INDICATOR;OBS_VALUE;FREQ
2017;2352;281695;281485;00;281487;Asalariados (Personas);554050.0;A
2017;2352;281695;281485;3689;281487;Asalariados (Personas);145100.0;A
2017;2352;281695;281485;3690;281487;Asalariados (Personas);131925.0;A
2017;2352;281695;281486;00;281487;Asalariados (Personas);554050.0;A
2017;2352;281695;281486;3689;281487;Asalariados (Personas);145100.0;A
2017;2352;281695;281486;3690;281487;Asalariados (Personas);131925.0;A
2017;2352;281697;281485;00;281487;Asalariados (Personas);107050.0;A
2017;2352;281697;281485;3689;281487;Asalariados (Personas);31850.0;A
2017;2352;281697;281485;3690;281487;Asalariados (Personas);21675.0;A
2017;2352;281697;281486;00;281487;Asalariados (Personas);107050.0;A
2017;2352;281697;281486;3689;281487;Asalariados (Personas);31850.0;A
2017;2352;281697;281486;3690;281487;Asalariados (Personas);21675.0;A
2017;2352;281698;281485;00;281487;Asalariados (Personas);18850.0;A
2017;2352;281698;281485;3689;281487;Asalariados (Personas);7375.0;A
2017;2352;281698;281485;3690;281487;Asalariados (Personas);2050.0;A
2017;2352;281698;281486;00;281487;Asalariados (Personas);18850.0;A
2017;2352;281698;281486;3689;281487;Asalariados (Personas);7375.0;A
2017;2352;281698;281486;3690;281487;Asalariados (Personas);2050.0;A
2017;2352;281694;281485;00;281487;Asalariados (Personas);679950.0;A
2017;2352;281694;281485;3689;281487;Asalariados (Personas);184325.0;A
2017;2352;281694;281485;3690;281487;Asalariados (Personas);155650.0;A
2017;2352;281694;281486;00;281487;Asalariados (Personas);679950.0;A
2017;2352;281694;281486;3689;281487;Asalariados (Personas);184325.0;A
2017;2352;281694;281486;3690;281487;Asalariados (Personas);155650.0;A
2017;2402;281695;281485;00;281487;Asalariados (Personas);919100.0;A
2017;2402;281695;281485;3689;281487;Asalariados (Personas);240825.0;A
2017;2402;281695;281485;3690;281487;Asalariados (Personas);218725.0;A
2017;2402;281695;281486;00;281487;Asalariados (Personas);919100.0;A
2017;2402;281695;281486;3689;281487;Asalariados (Personas);240825.0;A
2017;2402;281695;281486;3690;281487;Asalariados (Personas);218725.0;A
2017;2402;281697;281485;00;281487;Asalariados (Personas);169100.0;A
2017;2402;281697;281485;3689;281487;Asalariados (Personas);52875.0;A
2017;2402;281697;281485;3690;281487;Asalariados (Personas);31675.0;A
2017;2402;281697;281486;00;281487;Asalariados (Personas);169100.0;A
2017;2402;281697;281486;3689;281487;Asalariados (Personas);52875.0;A
2017;2402;281697;281486;3690;281487;Asalariados (Personas);31675.0;A
2017;2402;281698;281485;00;281487;Asalariados (Personas);40750.0;A
2017;2402;281698;281485;3689;281487;Asalariados (Personas);17650.0;A
2017;2402;281698;281485;3690;281487;Asalariados (Personas);2725.0;A
2017;2402;281698;281486;00;281487;Asalariados (Personas);40750.0;A
2017;2402;281698;281486;3689;281487;Asalariados (Personas);17650.0;A
2017;2402;281698;281486;3690;281487;Asalariados (Personas);2725.0;A
2017;2402;281694;281485;00;281487;Asalariados (Personas);1128950.0;A
2017;2402;281694;281485;3689;281487;Asalariados (Personas);311350.0;A
2017;2402;281694;281485;3690;281487;Asalariados (Personas);253125.0;A
2017;2402;281694;281486;00;281487;Asalariados (Personas);1128950.0;A
2017;2402;281694;281486;3689;281487;Asalariados (Personas);311350.0;A
2017;2402;281694;281486;3690;281487;Asalariados (Personas);253125.0;A
2017;2482;281695;281485;00;281487;Asalariados (Personas);665700.0;A
2017;2482;281695;281485;3689;281487;Asalariados (Personas);169725.0;A
2017;2482;281695;281485;3690;281487;Asalariados (Personas);163125.0;A
2017;2482;281695;281486;00;281487;Asalariados (Personas);665700.0;A
2017;2482;281695;281486;3689;281487;Asalariados (Personas);169725.0;A
2017;2482;281695;281486;3690;281487;Asalariados (Personas);163125.0;A
2017;2482;281697;281485;00;281487;Asalariados (Personas);137500.0;A
2017;2482;281697;281485;3689;281487;Asalariados (Personas);43875.0;A
2017;2482;281697;281485;3690;281487;Asalariados (Personas);24875.0;A
2017;2482;281697;281486;00;281487;Asalariados (Personas);137500.0;A
2017;2482;281697;281486;3689;281487;Asalariados (Personas);43875.0;A
2017;2482;281697;281486;3690;281487;Asalariados (Personas);24875.0;A
2017;2482;281698;281485;00;281487;Asalariados (Personas);4900.0;A
2017;2482;281698;281485;3689;281487;Asalariados (Personas);1550.0;A
2017;2482;281698;281485;3690;281487;Asalariados (Personas);900.0;A
2017;2482;281698;281486;00;281487;Asalariados (Personas);4900.0;A
2017;2482;281698;281486;3689;281487;Asalariados (Personas);1550.0;A
2017;2482;281698;281486;3690;281487;Asalariados (Personas);900.0;A
2017;2482;281694;281485;00;281487;Asalariados (Personas);808100.0;A
2017;2482;281694;281485;3689;281487;Asalariados (Personas);215150.0;A
2017;2482;281694;281485;3690;281487;Asalariados (Personas);188900.0;A
2017;2482;281694;281486;00;281487;Asalariados (Personas);808100.0;A
2017;2482;281694;281486;3689;281487;Asalariados (Personas);215150.0;A
2017;2482;281694;281486;3690;281487;Asalariados (Personas);188900.0;A
2017;2713;281695;281485;00;281487;Asalariados (Personas);640450.0;A
2017;2713;281695;281485;3689;281487;Asalariados (Personas);161150.0;A
2017;2713;281695;281485;3690;281487;Asalariados (Personas);159075.0;A
2017;2713;281695;281486;00;281487;Asalariados (Personas);640450.0;A
2017;2713;281695;281486;3689;281487;Asalariados (Personas);161150.0;A
2017;2713;281695;281486;3690;281487;Asalariados (Personas);159075.0;A
2017;2713;281697;281485;00;281487;Asalariados (Personas);146000.0;A
2017;2713;281697;281485;3689;281487;Asalariados (Personas);46150.0;A
2017;2713;281697;281485;3690;281487;Asalariados (Personas);26850.0;A
2017;2713;281697;281486;00;281487;Asalariados (Personas);146000.0;A
2017;2713;281697;281486;3689;281487;Asalariados (Personas);46150.0;A
2017;2713;281697;281486;3690;281487;Asalariados (Personas);26850.0;A
2017;2713;281698;281485;00;281487;Asalariados (Personas);8200.0;A
2017;2713;281698;281485;3689;281487;Asalariados (Personas);2475.0;A
2017;2713;281698;281485;3690;281487;Asalariados (Personas);1625.0;A
2017;2713;281698;281486;00;281487;Asalariados (Personas);8200.0;A
2017;2713;281698;281486;3689;281487;Asalariados (Personas);2475.0;A
2017;2713;281698;281486;3690;281487;Asalariados (Personas);1625.0;A
2017;2713;281694;281485;00;281487;Asalariados (Personas);794650.0;A
2017;2713;281694;281485;3689;281487;Asalariados (Personas);209775.0;A
2017;2713;281694;281485;3690;281487;Asalariados (Personas);187550.0;A
2017;2713;281694;281486;00;281487;Asalariados (Personas);794650.0;A
2017;2713;281694;281486;3689;281487;Asalariados (Personas);209775.0;A
2017;2713;281694;281486;3690;281487;Asalariados (Personas);187550.0;A
2017;2797;281695;281485;00;281487;Asalariados (Personas);490550.0;A
2017;2797;281695;281485;3689;281487;Asalariados (Personas);117350.0;A
2017;2797;281695;281485;3690;281487;Asalariados (Personas);127925.0;A
2017;2797;281695;281486;00;281487;Asalariados (Personas);490550.0;A
2017;2797;281695;281486;3689;281487;Asalariados (Personas);117350.0;A
2017;2797;281695;281486;3690;281487;Asalariados (Personas);127925.0;A
2017;2797;281697;281485;00;281487;Asalariados (Personas);75650.0;A
2017;2797;281697;281485;3689;281487;Asalariados (Personas);23200.0;A
2017;2797;281697;281485;3690;281487;Asalariados (Personas);14625.0;A
2017;2797;281697;281486;00;281487;Asalariados (Personas);75650.0;A
2017;2797;281697;281486;3689;281487;Asalariados (Personas);23200.0;A
2017;2797;281697;281486;3690;281487;Asalariados (Personas);14625.0;A
2017;2797;281698;281485;00;281487;Asalariados (Personas);19550.0;A
2017;2797;281698;281485;3689;281487;Asalariados (Personas);8325.0;A
2017;2797;281698;281485;3690;281487;Asalariados (Personas);1450.0;A
2017;2797;281698;281486;00;281487;Asalariados (Personas);19550.0;A
2017;2797;281698;281486;3689;281487;Asalariados (Personas);8325.0;A
2017;2797;281698;281486;3690;281487;Asalariados (Personas);1450.0;A
2017;2797;281694;281485;00;281487;Asalariados (Personas);585750.0;A
2017;2797;281694;281485;3689;281487;Asalariados (Personas);148875.0;A
2017;2797;281694;281485;3690;281487;Asalariados (Personas);144000.0;A
2017;2797;281694;281486;00;281487;Asalariados (Personas);585750.0;A
2017;2797;281694;281486;3689;281487;Asalariados (Personas);148875.0;A
2017;2797;281694;281486;3690;281487;Asalariados (Personas);144000.0;A
2017;2911;281695;281485;00;281487;Asalariados (Personas);467600.0;A
2017;2911;281695;281485;3689;281487;Asalariados (Personas);124550.0;A
2017;2911;281695;281485;3690;281487;Asalariados (Personas);109250.0;A
2017;2911;281695;281486;00;281487;Asalariados (Personas);467600.0;A
2017;2911;281695;281486;3689;281487;Asalariados (Personas);124550.0;A
2017;2911;281695;281486;3690;281487;Asalariados (Personas);109250.0;A
2017;2911;281697;281485;00;281487;Asalariados (Personas);108350.0;A
2017;2911;281697;281485;3689;281487;Asalariados (Personas);35825.0;A
2017;2911;281697;281485;3690;281487;Asalariados (Personas);18350.0;A
2017;2911;281697;281486;00;281487;Asalariados (Personas);108350.0;A
2017;2911;281697;281486;3689;281487;Asalariados (Personas);35825.0;A
2017;2911;281697;281486;3690;281487;Asalariados (Personas);18350.0;A
2017;2911;281698;281485;00;281487;Asalariados (Personas);3000.0;A
2017;2911;281698;281485;3689;281487;Asalariados (Personas);1200.0;A
2017;2911;281698;281485;3690;281487;Asalariados (Personas);*;A
2017;2911;281698;281486;00;281487;Asalariados (Personas);3000.0;A
2017;2911;281698;281486;3689;281487;Asalariados (Personas);1200.0;A
2017;2911;281698;281486;3690;281487;Asalariados (Personas);*;A
2017;2911;281694;281485;00;281487;Asalariados (Personas);578950.0;A
2017;2911;281694;281485;3689;281487;Asalariados (Personas);161575.0;A
2017;2911;281694;281485;3690;281487;Asalariados (Personas);127900.0;A
2017;2911;281694;281486;00;281487;Asalariados (Personas);578950.0;A
2017;2911;281694;281486;3689;281487;Asalariados (Personas);161575.0;A
2017;2911;281694;281486;3690;281487;Asalariados (Personas);127900.0;A
2017;3023;281695;281485;00;281487;Asalariados (Personas);1324550.0;A
2017;3023;281695;281485;3689;281487;Asalariados (Personas);332875.0;A
2017;3023;281695;281485;3690;281487;Asalariados (Personas);329400.0;A
2017;3023;281695;281486;00;281487;Asalariados (Personas);1324550.0;A
2017;3023;281695;281486;3689;281487;Asalariados (Personas);332875.0;A
2017;3023;281695;281486;3690;281487;Asalariados (Personas);329400.0;A
2017;3023;281697;281485;00;281487;Asalariados (Personas);308200.0;A
2017;3023;281697;281485;3689;281487;Asalariados (Personas);92725.0;A
2017;3023;281697;281485;3690;281487;Asalariados (Personas);61375.0;A
2017;3023;281697;281486;00;281487;Asalariados (Personas);308200.0;A
2017;3023;281697;281486;3689;281487;Asalariados (Personas);92725.0;A
2017;3023;281697;281486;3690;281487;Asalariados (Personas);61375.0;A
2017;3023;281698;281485;00;281487;Asalariados (Personas);18700.0;A
2017;3023;281698;281485;3689;281487;Asalariados (Personas);6525.0;A
2017;3023;281698;281485;3690;281487;Asalariados (Personas);2825.0;A
2017;3023;281698;281486;00;281487;Asalariados (Personas);18700.0;A
2017;3023;281698;281486;3689;281487;Asalariados (Personas);6525.0;A
2017;3023;281698;281486;3690;281487;Asalariados (Personas);2825.0;A
2017;3023;281694;281485;00;281487;Asalariados (Personas);1651450.0;A
2017;3023;281694;281485;3689;281487;Asalariados (Personas);432125.0;A
2017;3023;281694;281485;3690;281487;Asalariados (Personas);393600.0;A
2017;3023;281694;281486;00;281487;Asalariados (Personas);1651450.0;A
2017;3023;281694;281486;3689;281487;Asalariados (Personas);432125.0;A
2017;3023;281694;281486;3690;281487;Asalariados (Personas);393600.0;A
2017;3142;281695;281485;00;281487;Asalariados (Personas);1666200.0;A
2017;3142;281695;281485;3689;281487;Asalariados (Personas);431575.0;A
2017;3142;281695;281485;3690;281487;Asalariados (Personas);401525.0;A
2017;3142;281695;281486;00;281487;Asalariados (Personas);1666200.0;A
2017;3142;281695;281486;3689;281487;Asalariados (Personas);431575.0;A
2017;3142;281695;281486;3690;281487;Asalariados (Personas);401525.0;A
2017;3142;281697;281485;00;281487;Asalariados (Personas);307300.0;A
2017;3142;281697;281485;3689;281487;Asalariados (Personas);95975.0;A
2017;3142;281697;281485;3690;281487;Asalariados (Personas);57675.0;A
2017;3142;281697;281486;00;281487;Asalariados (Personas);307300.0;A
2017;3142;281697;281486;3689;281487;Asalariados (Personas);95975.0;A
2017;3142;281697;281486;3690;281487;Asalariados (Personas);57675.0;A
2017;3142;281698;281485;00;281487;Asalariados (Personas);14750.0;A
2017;3142;281698;281485;3689;281487;Asalariados (Personas);4400.0;A
2017;3142;281698;281485;3690;281487;Asalariados (Personas);2975.0;A
2017;3142;281698;281486;00;281487;Asalariados (Personas);14750.0;A
2017;3142;281698;281486;3689;281487;Asalariados (Personas);4400.0;A
2017;3142;281698;281486;3690;281487;Asalariados (Personas);2975.0;A
2017;3142;281694;281485;00;281487;Asalariados (Personas);1988250.0;A
2017;3142;281694;281485;3689;281487;Asalariados (Personas);531950.0;A
2017;3142;281694;281485;3690;281487;Asalariados (Personas);462175.0;A
2017;3142;281694;281486;00;281487;Asalariados (Personas);1988250.0;A
2017;3142;281694;281486;3689;281487;Asalariados (Personas);531950.0;A
2017;3142;281694;281486;3690;281487;Asalariados (Personas);462175.0;A
2017;3143;281695;281485;00;281487;Asalariados (Personas);5020500.0;A
2017;3143;281695;281485;3689;281487;Asalariados (Personas);1296825.0;A
2017;3143;281695;281485;3690;281487;Asalariados (Personas);1213425.0;A
2017;3143;281695;281486;00;281487;Asalariados (Personas);5020500.0;A
2017;3143;281695;281486;3689;281487;Asalariados (Personas);1296825.0;A
2017;3143;281695;281486;3690;281487;Asalariados (Personas);1213425.0;A
2017;3143;281697;281485;00;281487;Asalariados (Personas);1025900.0;A
2017;3143;281697;281485;3689;281487;Asalariados (Personas);319350.0;A
2017;3143;281697;281485;3690;281487;Asalariados (Personas);193600.0;A
2017;3143;281697;281486;00;281487;Asalariados (Personas);1025900.0;A
2017;3143;281697;281486;3689;281487;Asalariados (Personas);319350.0;A
2017;3143;281697;281486;3690;281487;Asalariados (Personas);193600.0;A
2017;3143;281698;281485;00;281487;Asalariados (Personas);97600.0;A
2017;3143;281698;281485;3689;281487;Asalariados (Personas);38250.0;A
2017;3143;281698;281485;3690;281487;Asalariados (Personas);10550.0;A
2017;3143;281698;281486;00;281487;Asalariados (Personas);97600.0;A
2017;3143;281698;281486;3689;281487;Asalariados (Personas);38250.0;A
2017;3143;281698;281486;3690;281487;Asalariados (Personas);10550.0;A
2017;3143;281694;281485;00;281487;Asalariados (Personas);6144000.0;A
2017;3143;281694;281485;3689;281487;Asalariados (Personas);1654425.0;A
2017;3143;281694;281485;3690;281487;Asalariados (Personas);1417575.0;A
2017;3143;281694;281486;00;281487;Asalariados (Personas);6144000.0;A
2017;3143;281694;281486;3689;281487;Asalariados (Personas);1654425.0;A
2017;3143;281694;281486;3690;281487;Asalariados (Personas);1417575.0;A
2018;2352;281695;281485;00;281487;Asalariados (Personas);570250.0;A
2018;2352;281695;281485;3689;281487;Asalariados (Personas);149250.0;A
2018;2352;281695;281485;3690;281487;Asalariados (Personas);135875.0;A
2018;2352;281695;281486;00;281487;Asalariados (Personas);570250.0;A
2018;2352;281695;281486;3689;281487;Asalariados (Personas);149250.0;A
2018;2352;281695;281486;3690;281487;Asalariados (Personas);135875.0;A
2018;2352;281697;281485;00;281487;Asalariados (Personas);112350.0;A
2018;2352;281697;281485;3689;281487;Asalariados (Personas);33425.0;A
2018;2352;281697;281485;3690;281487;Asalariados (Personas);22750.0;A
2018;2352;281697;281486;00;281487;Asalariados (Personas);112350.0;A
2018;2352;281697;281486;3689;281487;Asalariados (Personas);33425.0;A
2018;2352;281697;281486;3690;281487;Asalariados (Personas);22750.0;A
2018;2352;281698;281485;00;281487;Asalariados (Personas);17500.0;A
2018;2352;281698;281485;3689;281487;Asalariados (Personas);6650.0;A
2018;2352;281698;281485;3690;281487;Asalariados (Personas);2100.0;A
2018;2352;281698;281486;00;281487;Asalariados (Personas);17500.0;A
2018;2352;281698;281486;3689;281487;Asalariados (Personas);6650.0;A
2018;2352;281698;281486;3690;281487;Asalariados (Personas);2100.0;A
2018;2352;281694;281485;00;281487;Asalariados (Personas);700100.0;A
2018;2352;281694;281485;3689;281487;Asalariados (Personas);189325.0;A
2018;2352;281694;281485;3690;281487;Asalariados (Personas);160725.0;A
2018;2352;281694;281486;00;281487;Asalariados (Personas);700100.0;A
2018;2352;281694;281486;3689;281487;Asalariados (Personas);189325.0;A
2018;2352;281694;281486;3690;281487;Asalariados (Personas);160725.0;A
2018;2402;281695;281485;00;281487;Asalariados (Personas);938550.0;A
2018;2402;281695;281485;3689;281487;Asalariados (Personas);246800.0;A
2018;2402;281695;281485;3690;281487;Asalariados (Personas);222475.0;A
2018;2402;281695;281486;00;281487;Asalariados (Personas);938550.0;A
2018;2402;281695;281486;3689;281487;Asalariados (Personas);246800.0;A
2018;2402;281695;281486;3690;281487;Asalariados (Personas);222475.0;A
2018;2402;281697;281485;00;281487;Asalariados (Personas);183200.0;A
2018;2402;281697;281485;3689;281487;Asalariados (Personas);56600.0;A
2018;2402;281697;281485;3690;281487;Asalariados (Personas);35000.0;A
2018;2402;281697;281486;00;281487;Asalariados (Personas);183200.0;A
2018;2402;281697;281486;3689;281487;Asalariados (Personas);56600.0;A
2018;2402;281697;281486;3690;281487;Asalariados (Personas);35000.0;A
2018;2402;281698;281485;00;281487;Asalariados (Personas);42800.0;A
2018;2402;281698;281485;3689;281487;Asalariados (Personas);18250.0;A
2018;2402;281698;281485;3690;281487;Asalariados (Personas);3150.0;A
2018;2402;281698;281486;00;281487;Asalariados (Personas);42800.0;A
2018;2402;281698;281486;3689;281487;Asalariados (Personas);18250.0;A
2018;2402;281698;281486;3690;281487;Asalariados (Personas);3150.0;A
2018;2402;281694;281485;00;281487;Asalariados (Personas);1164550.0;A
2018;2402;281694;281485;3689;281487;Asalariados (Personas);321650.0;A
2018;2402;281694;281485;3690;281487;Asalariados (Personas);260625.0;A
2018;2402;281694;281486;00;281487;Asalariados (Personas);1164550.0;A
2018;2402;281694;281486;3689;281487;Asalariados (Personas);321650.0;A
2018;2402;281694;281486;3690;281487;Asalariados (Personas);260625.0;A
2018;2482;281695;281485;00;281487;Asalariados (Personas);675950.0;A
2018;2482;281695;281485;3689;281487;Asalariados (Personas);171600.0;A
2018;2482;281695;281485;3690;281487;Asalariados (Personas);166375.0;A
2018;2482;281695;281486;00;281487;Asalariados (Personas);675950.0;A
2018;2482;281695;281486;3689;281487;Asalariados (Personas);171600.0;A
2018;2482;281695;281486;3690;281487;Asalariados (Personas);166375.0;A
2018;2482;281697;281485;00;281487;Asalariados (Personas);147000.0;A
2018;2482;281697;281485;3689;281487;Asalariados (Personas);47175.0;A
2018;2482;281697;281485;3690;281487;Asalariados (Personas);26325.0;A
2018;2482;281697;281486;00;281487;Asalariados (Personas);147000.0;A
2018;2482;281697;281486;3689;281487;Asalariados (Personas);47175.0;A
2018;2482;281697;281486;3690;281487;Asalariados (Personas);26325.0;A
2018;2482;281698;281485;00;281487;Asalariados (Personas);4500.0;A
2018;2482;281698;281485;3689;281487;Asalariados (Personas);1550.0;A
2018;2482;281698;281485;3690;281487;Asalariados (Personas);700.0;A
2018;2482;281698;281486;00;281487;Asalariados (Personas);4500.0;A
2018;2482;281698;281486;3689;281487;Asalariados (Personas);1550.0;A
2018;2482;281698;281486;3690;281487;Asalariados (Personas);700.0;A
2018;2482;281694;281485;00;281487;Asalariados (Personas);827450.0;A
2018;2482;281694;281485;3689;281487;Asalariados (Personas);220325.0;A
2018;2482;281694;281485;3690;281487;Asalariados (Personas);193400.0;A
2018;2482;281694;281486;00;281487;Asalariados (Personas);827450.0;A
2018;2482;281694;281486;3689;281487;Asalariados (Personas);220325.0;A
2018;2482;281694;281486;3690;281487;Asalariados (Personas);193400.0;A
2018;2713;281695;281485;00;281487;Asalariados (Personas);653700.0;A
2018;2713;281695;281485;3689;281487;Asalariados (Personas);163925.0;A
2018;2713;281695;281485;3690;281487;Asalariados (Personas);162925.0;A
2018;2713;281695;281486;00;281487;Asalariados (Personas);653700.0;A
2018;2713;281695;281486;3689;281487;Asalariados (Personas);163925.0;A
2018;2713;281695;281486;3690;281487;Asalariados (Personas);162925.0;A
2018;2713;281697;281485;00;281487;Asalariados (Personas);160500.0;A
2018;2713;281697;281485;3689;281487;Asalariados (Personas);50175.0;A
2018;2713;281697;281485;3690;281487;Asalariados (Personas);30075.0;A
2018;2713;281697;281486;00;281487;Asalariados (Personas);160500.0;A
2018;2713;281697;281486;3689;281487;Asalariados (Personas);50175.0;A
2018;2713;281697;281486;3690;281487;Asalariados (Personas);30075.0;A
2018;2713;281698;281485;00;281487;Asalariados (Personas);8500.0;A
2018;2713;281698;281485;3689;281487;Asalariados (Personas);2600.0;A
2018;2713;281698;281485;3690;281487;Asalariados (Personas);1650.0;A
2018;2713;281698;281486;00;281487;Asalariados (Personas);8500.0;A
