D_TEMPORAL_0;D_TERRITORIO_0;D_MCVLS_VARIABLE_0;D_MCVL_MONSALARIO_0;D_SEXO_0;D_MCVL_MONEDAD_0;INDICATOR;OBS_VALUE;FREQ
2017;2352;281603;281485;00;281487;Asalariados (Personas);253100.0;A
2017;2352;281603;281485;3689;281487;Asalariados (Personas);71125.0;A
2017;2352;281603;281485;3690;281487;Asalariados (Personas);55425.0;A
2017;2352;281603;281486;00;281487;Asalariados (Personas);253100.0;A
2017;2352;281603;281486;3689;281487;Asalariados (Personas);71125.0;A
2017;2352;281603;281486;3690;281487;Asalariados (Personas);55425.0;A
2017;2352;281604;281485;00;281487;Asalariados (Personas);149250.0;A
2017;2352;281604;281485;3689;281487;Asalariados (Personas);42150.0;A
2017;2352;281604;281485;3690;281487;Asalariados (Personas);32475.0;A
2017;2352;281604;281486;00;281487;Asalariados (Personas);149250.0;A
2017;2352;281604;281486;3689;281487;Asalariados (Personas);42150.0;A
2017;2352;281604;281486;3690;281487;Asalariados (Personas);32475.0;A
2017;2352;281605;281485;00;281487;Asalariados (Personas);277600.0;A
2017;2352;281605;281485;3689;281487;Asalariados (Personas);71050.0;A
2017;2352;281605;281485;3690;281487;Asalariados (Personas);67750.0;A
2017;2352;281605;281486;00;281487;Asalariados (Personas);277600.0;A
2017;2352;281605;281486;3689;281487;Asalariados (Personas);71050.0;A
2017;2352;281605;281486;3690;281487;Asalariados (Personas);67750.0;A
2017;2352;281602;281485;00;281487;Asalariados (Personas);679950.0;A
2017;2352;281602;281485;3689;281487;Asalariados (Personas);184325.0;A
2017;2352;281602;281485;3690;281487;Asalariados (Personas);155650.0;A
2017;2352;281602;281486;00;281487;Asalariados (Personas);679950.0;A
2017;2352;281602;281486;3689;281487;Asalariados (Personas);184325.0;A
2017;2352;281602;281486;3690;281487;Asalariados (Personas);155650.0;A
2017;2402;281603;281485;00;281487;Asalariados (Personas);252000.0;A
2017;2402;281603;281485;3689;281487;Asalariados (Personas);71250.0;A
2017;2402;281603;281485;3690;281487;Asalariados (Personas);54750.0;A
2017;2402;281603;281486;00;281487;Asalariados (Personas);252000.0;A
2017;2402;281603;281486;3689;281487;Asalariados (Personas);71250.0;A
2017;2402;281603;281486;3690;281487;Asalariados (Personas);54750.0;A
2017;2402;281604;281485;00;281487;Asalariados (Personas);277850.0;A
2017;2402;281604;281485;3689;281487;Asalariados (Personas);76950.0;A
2017;2402;281604;281485;3690;281487;Asalariados (Personas);61975.0;A
2017;2402;281604;281486;00;281487;Asalariados (Personas);277850.0;A
2017;2402;281604;281486;3689;281487;Asalariados (Personas);76950.0;A
2017;2402;281604;281486;3690;281487;Asalariados (Personas);61975.0;A
2017;2402;281605;281485;00;281487;Asalariados (Personas);599100.0;A
2017;2402;281605;281485;3689;281487;Asalariados (Personas);163150.0;A
2017;2402;281605;281485;3690;281487;Asalariados (Personas);136400.0;A
2017;2402;281605;281486;00;281487;Asalariados (Personas);599100.0;A
2017;2402;281605;281486;3689;281487;Asalariados (Personas);163150.0;A
2017;2402;281605;281486;3690;281487;Asalariados (Personas);136400.0;A
2017;2402;281602;281485;00;281487;Asalariados (Personas);1128950.0;A
