D_ESTADO_DATO_0;D_TERRITORIO_0;D_CAT_HOTELES_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40123;3143;264447;2020;Empleo medio;11152.111271801;A
40123;3143;264447;2019;Empleo medio;25772.47264236;A
40123;3143;264447;2018;Empleo medio;25012.700409374;A
40123;3143;264447;2017;Empleo medio;24449.74161193;A
40123;3143;264447;2016;Empleo medio;23370.749463;A
40123;3143;264447;2015;Empleo medio;21524.091968293;A
40123;3143;264447;2014;Empleo medio;19987.79909127;A
40123;3143;264447;2013;Empleo medio;19090.87749997;A
40123;3143;264447;2012;Empleo medio;19100.76250006;A
40123;3143;264447;2011;Empleo medio;20012.509166697;A
40123;3143;264447;2010;Empleo medio;20001.100833303;A
40123;3143;264447;2009;Empleo medio;20286.869166677;A
40123;3143;264447;2008;Empleo medio;22422.503333397;A
40123;3143;264446;2020;Empleo medio;2780.056108891;A
40123;3143;264446;2019;Empleo medio;5924.345328156;A
40123;3143;264446;2018;Empleo medio;5494.83948693;A
40123;3143;264446;2017;Empleo medio;5231.76333179;A
40123;3143;264446;2016;Empleo medio;5083.44321672;A
40123;3143;264446;2015;Empleo medio;4979.60824082;A
40123;3143;264446;2014;Empleo medio;5221.78225134;A
40123;3143;264446;2013;Empleo medio;5270.54249996;A
40123;3143;264446;2012;Empleo medio;5690.39500005;A
40123;3143;264446;2011;Empleo medio;6136.12166663;A
40123;3143;264446;2010;Empleo medio;6138.55666664;A
40123;3143;264446;2009;Empleo medio;6729.9633333;A
40123;3143;264446;2008;Empleo medio;7355.07500001;A
40123;3143;62148;2020;Empleo medio;897.416104977;A
40123;3143;62148;2019;Empleo medio;1663.088575331;A
40123;3143;62148;2018;Empleo medio;1700.93990108;A
40123;3143;62148;2017;Empleo medio;1596.460727509;A
40123;3143;62148;2016;Empleo medio;1555.365434613;A
40123;3143;62148;2015;Empleo medio;1524.379010768;A
40123;3143;62148;2014;Empleo medio;1549.983693897;A
40123;3143;62148;2013;Empleo medio;1685.822500017;A
40123;3143;62148;2012;Empleo medio;1817.359999993;A
40123;3143;62148;2011;Empleo medio;2016.93833333;A
40123;3143;62148;2010;Empleo medio;1917.65666667;A
40123;3143;62148;2009;Empleo medio;1835.49916667;A
40123;3143;62148;2008;Empleo medio;2097.37916666;A
40123;3143;62145;2020;Empleo medio;385.667820897;A
40123;3143;62145;2019;Empleo medio;587.106644538;A
40123;3143;62145;2018;Empleo medio;580.524964975;A
40123;3143;62145;2017;Empleo medio;575.938533473;A
40123;3143;62145;2016;Empleo medio;590.226633758;A
40123;3143;62145;2015;Empleo medio;569.667703468;A
40123;3143;62145;2014;Empleo medio;551.565294523;A
40123;3143;62145;2013;Empleo medio;525.912500003;A
40123;3143;62145;2012;Empleo medio;577.871666664;A
40123;3143;62145;2011;Empleo medio;650.037499999;A
40123;3143;62145;2010;Empleo medio;675.269999993;A
40123;3143;62145;2009;Empleo medio;710.849166667;A
40123;3143;62145;2008;Empleo medio;777.799999994;A
40123;3143;264450;2020;Empleo medio;600.571752357;A
40123;3143;264450;2019;Empleo medio;961.529213334;A
40123;3143;264450;2018;Empleo medio;918.809058521;A
40123;3143;264450;2017;Empleo medio;896.370678454;A
40123;3143;264450;2016;Empleo medio;866.32138772;A
40123;3143;264450;2015;Empleo medio;868.601682892;A
40123;3143;264450;2014;Empleo medio;905.556833092;A
40123;3143;264450;2013;Empleo medio;904.124166674;A
40123;3143;264450;2012;Empleo medio;946.557500007;A
40123;3143;264450;2011;Empleo medio;996.547499997;A
40123;3143;264450;2010;Empleo medio;1042.125000004;A
40123;3143;264450;2009;Empleo medio;1064.555833341;A
40123;3143;264450;2008;Empleo medio;1176.696666656;A
40123;3143;264449;2020;Empleo medio;816.976719149;A
40123;3143;264449;2019;Empleo medio;1352.556807183;A
40123;3143;264449;2018;Empleo medio;1358.591632478;A
40123;3143;264449;2017;Empleo medio;1364.730153628;A
40123;3143;264449;2016;Empleo medio;1324.172411064;A
40123;3143;264449;2015;Empleo medio;1346.903253956;A
40123;3143;264449;2014;Empleo medio;1270.594261643;A
40123;3143;264449;2013;Empleo medio;1247.403333337;A
40123;3143;264449;2012;Empleo medio;1251.035833337;A
40123;3143;264449;2011;Empleo medio;1282.744166663;A
40123;3143;264449;2010;Empleo medio;1331.9925;A
40123;3143;264449;2009;Empleo medio;1428.11166667;A
40123;3143;264449;2008;Empleo medio;1475.74833333;A
40123;3143;62149;2020;Empleo medio;16632.799778072;A
40123;3143;62149;2019;Empleo medio;36261.099210902;A
40123;3143;62149;2018;Empleo medio;35066.405453358;A
40123;3143;62149;2017;Empleo medio;34115.005036784;A
40123;3143;62149;2016;Empleo medio;32790.278546875;A
40123;3143;62149;2015;Empleo medio;30813.251860197;A
40123;3143;62149;2014;Empleo medio;29487.281425765;A
40123;3143;62149;2013;Empleo medio;28724.682499961;A
40123;3143;62149;2012;Empleo medio;29383.982500111;A
40123;3143;62149;2011;Empleo medio;31094.898333316;A
40123;3143;62149;2010;Empleo medio;31106.70166661;A
40123;3143;62149;2009;Empleo medio;32055.848333325;A
40123;3143;62149;2008;Empleo medio;35305.202500047;A
40123;2352;264447;2020;Empleo medio;987.724822102;A
40123;2352;264447;2019;Empleo medio;2610.227298006;A
40123;2352;264447;2018;Empleo medio;2572.73720163;A
40123;2352;264447;2017;Empleo medio;2659.55613217;A
40123;2352;264447;2016;Empleo medio;2554.19191807;A
40123;2352;264447;2015;Empleo medio;2204.1862002;A
40123;2352;264447;2014;Empleo medio;2033.23252533;A
40123;2352;264447;2013;Empleo medio;1760.4516667;A
40123;2352;264447;2012;Empleo medio;1688.32416663;A
40123;2352;264447;2011;Empleo medio;1710.46250003;A
40123;2352;264447;2010;Empleo medio;1752.39916667;A
40123;2352;264447;2009;Empleo medio;1679.3133333;A
40123;2352;264447;2008;Empleo medio;1903.6308333;A
40123;2352;264446;2020;Empleo medio;124.499074841;A
40123;2352;264446;2019;Empleo medio;231.648453407;A
40123;2352;264446;2018;Empleo medio;233.08809924;A
40123;2352;264446;2017;Empleo medio;211.54478579;A
40123;2352;264446;2016;Empleo medio;230.51176846;A
40123;2352;264446;2015;Empleo medio;257.01908911;A
40123;2352;264446;2014;Empleo medio;269.44248481;A
40123;2352;264446;2013;Empleo medio;426.39416667;A
40123;2352;264446;2012;Empleo medio;390.39416667;A
40123;2352;264446;2011;Empleo medio;433.59583333;A
40123;2352;264446;2010;Empleo medio;450.6275;A
40123;2352;264446;2009;Empleo medio;472.405;A
40123;2352;264446;2008;Empleo medio;575.03666667;A
40123;2352;62148;2020;Empleo medio;66.985686278;A
40123;2352;62148;2019;Empleo medio;95.209716667;A
40123;2352;62148;2018;Empleo medio;97.105425;A
40123;2352;62148;2017;Empleo medio;101.61793167;A
40123;2352;62148;2016;Empleo medio;102.92789833;A
40123;2352;62148;2015;Empleo medio;90.583873774;A
40123;2352;62148;2014;Empleo medio;99.257135;A
40123;2352;62148;2013;Empleo medio;107.48;A
40123;2352;62148;2012;Empleo medio;117.23583333;A
40123;2352;62148;2011;Empleo medio;128.7225;A
40123;2352;62148;2010;Empleo medio;115.4875;A
40123;2352;62148;2009;Empleo medio;108.25083333;A
40123;2352;62148;2008;Empleo medio;114.67333333;A
40123;2352;62145;2020;Empleo medio;25.416834848;A
40123;2352;62145;2019;Empleo medio;32.09347;A
40123;2352;62145;2018;Empleo medio;30.959566418;A
40123;2352;62145;2017;Empleo medio;24.517448333;A
40123;2352;62145;2016;Empleo medio;26.70268;A
40123;2352;62145;2015;Empleo medio;26.706313333;A
40123;2352;62145;2014;Empleo medio;16.152598333;A
40123;2352;62145;2013;Empleo medio;16.099166667;A
40123;2352;62145;2012;Empleo medio;18.31;A
40123;2352;62145;2011;Empleo medio;19.385833333;A
40123;2352;62145;2010;Empleo medio;43.876666667;A
40123;2352;62145;2009;Empleo medio;54.113333333;A
40123;2352;62145;2008;Empleo medio;53.51;A
40123;2352;264450;2020;Empleo medio;47.104952288;A
40123;2352;264450;2019;Empleo medio;68.456368333;A
40123;2352;264450;2018;Empleo medio;70.410305;A
40123;2352;264450;2017;Empleo medio;65.131159556;A
40123;2352;264450;2016;Empleo medio;61.669791667;A
40123;2352;264450;2015;Empleo medio;62.838443333;A
40123;2352;264450;2014;Empleo medio;63.670335;A
40123;2352;264450;2013;Empleo medio;66.984166667;A
40123;2352;264450;2012;Empleo medio;68.776666667;A
40123;2352;264450;2011;Empleo medio;75.1625;A
40123;2352;264450;2010;Empleo medio;82.136666667;A
40123;2352;264450;2009;Empleo medio;93.221666667;A
40123;2352;264450;2008;Empleo medio;98.295833333;A
40123;2352;264449;2020;Empleo medio;86.948088546;A
40123;2352;264449;2019;Empleo medio;101.034427542;A
40123;2352;264449;2018;Empleo medio;108.68028797;A
40123;2352;264449;2017;Empleo medio;142.66460485;A
40123;2352;264449;2016;Empleo medio;103.14148137;A
40123;2352;264449;2015;Empleo medio;117.12306218;A
40123;2352;264449;2014;Empleo medio;96.126349532;A
40123;2352;264449;2013;Empleo medio;68.5325;A
40123;2352;264449;2012;Empleo medio;83.019166667;A
40123;2352;264449;2011;Empleo medio;74.065;A
40123;2352;264449;2010;Empleo medio;95.038333333;A
40123;2352;264449;2009;Empleo medio;122.21166667;A
40123;2352;264449;2008;Empleo medio;198.27333333;A
40123;2352;62149;2020;Empleo medio;1338.679458903;A
40123;2352;62149;2019;Empleo medio;3138.669733955;A
40123;2352;62149;2018;Empleo medio;3112.980885258;A
40123;2352;62149;2017;Empleo medio;3205.032062369;A
40123;2352;62149;2016;Empleo medio;3079.145537897;A
40123;2352;62149;2015;Empleo medio;2758.45698193;A
40123;2352;62149;2014;Empleo medio;2577.881428005;A
40123;2352;62149;2013;Empleo medio;2445.941666704;A
40123;2352;62149;2012;Empleo medio;2366.059999964;A
40123;2352;62149;2011;Empleo medio;2441.394166693;A
40123;2352;62149;2010;Empleo medio;2539.565833337;A
40123;2352;62149;2009;Empleo medio;2529.5158333;A
40123;2352;62149;2008;Empleo medio;2943.419999963;A
40123;2402;264447;2020;Empleo medio;1896.628160538;A
40123;2402;264447;2019;Empleo medio;3931.044086611;A
40123;2402;264447;2018;Empleo medio;3919.50473238;A
40123;2402;264447;2017;Empleo medio;3818.97054419;A
40123;2402;264447;2016;Empleo medio;3668.46437894;A
40123;2402;264447;2015;Empleo medio;3365.95064257;A
40123;2402;264447;2014;Empleo medio;3202.27783352;A
40123;2402;264447;2013;Empleo medio;3230.35583337;A
40123;2402;264447;2012;Empleo medio;3184.35750003;A
40123;2402;264447;2011;Empleo medio;3481.8666667;A
40123;2402;264447;2010;Empleo medio;3546.42166667;A
40123;2402;264447;2009;Empleo medio;3880.91333337;A
40123;2402;264447;2008;Empleo medio;4297.9716667;A
40123;2402;264446;2020;Empleo medio;500.666727814;A
40123;2402;264446;2019;Empleo medio;842.140014767;A
40123;2402;264446;2018;Empleo medio;816.97537637;A
40123;2402;264446;2017;Empleo medio;794.30225354;A
40123;2402;264446;2016;Empleo medio;754.78561339;A
40123;2402;264446;2015;Empleo medio;723.89015945;A
40123;2402;264446;2014;Empleo medio;706.49149663;A
40123;2402;264446;2013;Empleo medio;740.6625;A
40123;2402;264446;2012;Empleo medio;816.62666667;A
40123;2402;264446;2011;Empleo medio;850.70083333;A
40123;2402;264446;2010;Empleo medio;859.5225;A
40123;2402;264446;2009;Empleo medio;833.78166667;A
40123;2402;264446;2008;Empleo medio;830.02416667;A
40123;2402;62148;2020;Empleo medio;145.746835961;A
40123;2402;62148;2019;Empleo medio;257.700868264;A
40123;2402;62148;2018;Empleo medio;258.84160864;A
40123;2402;62148;2017;Empleo medio;232.85773977;A
40123;2402;62148;2016;Empleo medio;236.92390484;A
40123;2402;62148;2015;Empleo medio;212.59756762;A
40123;2402;62148;2014;Empleo medio;190.38996275;A
40123;2402;62148;2013;Empleo medio;205.51166667;A
40123;2402;62148;2012;Empleo medio;234.45583333;A
40123;2402;62148;2011;Empleo medio;346.48416667;A
40123;2402;62148;2010;Empleo medio;351.00583333;A
40123;2402;62148;2009;Empleo medio;330.915;A
40123;2402;62148;2008;Empleo medio;362.20916667;A
40123;2402;62145;2020;Empleo medio;102.011103633;A
40123;2402;62145;2019;Empleo medio;126.800564813;A
40123;2402;62145;2018;Empleo medio;123.47720068;A
40123;2402;62145;2017;Empleo medio;127.02554468;A
40123;2402;62145;2016;Empleo medio;136.80094128;A
40123;2402;62145;2015;Empleo medio;135.34586073;A
40123;2402;62145;2014;Empleo medio;106.3705007;A
40123;2402;62145;2013;Empleo medio;118.30166667;A
40123;2402;62145;2012;Empleo medio;118.41083333;A
40123;2402;62145;2011;Empleo medio;127.73916667;A
40123;2402;62145;2010;Empleo medio;144.31083333;A
40123;2402;62145;2009;Empleo medio;132.8125;A
40123;2402;62145;2008;Empleo medio;162.78583333;A
40123;2402;264450;2020;Empleo medio;142.430328179;A
40123;2402;264450;2019;Empleo medio;209.469092781;A
40123;2402;264450;2018;Empleo medio;184.08824492;A
40123;2402;264450;2017;Empleo medio;166.60744018;A
40123;2402;264450;2016;Empleo medio;141.24029774;A
40123;2402;264450;2015;Empleo medio;145.01166841;A
40123;2402;264450;2014;Empleo medio;149.90861871;A
40123;2402;264450;2013;Empleo medio;154.75166667;A
40123;2402;264450;2012;Empleo medio;177.49416667;A
40123;2402;264450;2011;Empleo medio;172.79333333;A
40123;2402;264450;2010;Empleo medio;172.18166667;A
40123;2402;264450;2009;Empleo medio;194.33916667;A
40123;2402;264450;2008;Empleo medio;237.30333333;A
40123;2402;264449;2020;Empleo medio;265.023641887;A
40123;2402;264449;2019;Empleo medio;395.142219194;A
40123;2402;264449;2018;Empleo medio;359.47709956;A
40123;2402;264449;2017;Empleo medio;333.64096415;A
40123;2402;264449;2016;Empleo medio;280.42248918;A
40123;2402;264449;2015;Empleo medio;260.21419012;A
40123;2402;264449;2014;Empleo medio;250.0867465;A
40123;2402;264449;2013;Empleo medio;272.4825;A
40123;2402;264449;2012;Empleo medio;269.89333333;A
40123;2402;264449;2011;Empleo medio;234.39916667;A
40123;2402;264449;2010;Empleo medio;278.41583333;A
40123;2402;264449;2009;Empleo medio;260.155;A
40123;2402;264449;2008;Empleo medio;299.77833333;A
40123;2402;62149;2020;Empleo medio;3052.506798012;A
40123;2402;62149;2019;Empleo medio;5762.29684643;A
40123;2402;62149;2018;Empleo medio;5662.36426255;A
40123;2402;62149;2017;Empleo medio;5473.40448651;A
40123;2402;62149;2016;Empleo medio;5218.63762537;A
40123;2402;62149;2015;Empleo medio;4843.0100889;A
40123;2402;62149;2014;Empleo medio;4605.52515881;A
40123;2402;62149;2013;Empleo medio;4722.06583338;A
40123;2402;62149;2012;Empleo medio;4801.23833336;A
40123;2402;62149;2011;Empleo medio;5213.98333337;A
40123;2402;62149;2010;Empleo medio;5351.85833333;A
40123;2402;62149;2009;Empleo medio;5632.91666671;A
40123;2402;62149;2008;Empleo medio;6190.07250003;A
40123;2482;264447;2020;Empleo medio;338.552381475;A
40123;2482;264447;2019;Empleo medio;618.569368297;A
40123;2482;264447;2018;Empleo medio;560.939804096;A
40123;2482;264447;2017;Empleo medio;557.294827433;A
40123;2482;264447;2016;Empleo medio;564.575731223;A
40123;2482;264447;2015;Empleo medio;554.88696709;A
40123;2482;264447;2014;Empleo medio;550.39495558;A
40123;2482;264447;2013;Empleo medio;531.62083333;A
40123;2482;264447;2012;Empleo medio;581.46333333;A
40123;2482;264447;2011;Empleo medio;548.111666667;A
40123;2482;264447;2010;Empleo medio;492.26583333;A
40123;2482;264447;2009;Empleo medio;421.34166667;A
40123;2482;264447;2008;Empleo medio;447.615;A
40123;2482;264446;2020;Empleo medio;158.722281297;A
40123;2482;264446;2019;Empleo medio;339.197084237;A
40123;2482;264446;2018;Empleo medio;325.32271086;A
40123;2482;264446;2017;Empleo medio;321.56928698;A
40123;2482;264446;2016;Empleo medio;308.13560749;A
40123;2482;264446;2015;Empleo medio;274.47378303;A
40123;2482;264446;2014;Empleo medio;255.53673864;A
40123;2482;264446;2013;Empleo medio;240.9025;A
40123;2482;264446;2012;Empleo medio;265.97166667;A
40123;2482;264446;2011;Empleo medio;263.6475;A
40123;2482;264446;2010;Empleo medio;268.44916667;A
40123;2482;264446;2009;Empleo medio;272.8175;A
40123;2482;264446;2008;Empleo medio;279.54916667;A
40123;2482;62148;2020;Empleo medio;71.30156207;A
40123;2482;62148;2019;Empleo medio;153.175561385;A
40123;2482;62148;2018;Empleo medio;152.14634189;A
40123;2482;62148;2017;Empleo medio;149.97897333;A
40123;2482;62148;2016;Empleo medio;146.56046;A
40123;2482;62148;2015;Empleo medio;151.92307713;A
40123;2482;62148;2014;Empleo medio;153.17929574;A
40123;2482;62148;2013;Empleo medio;150.04666667;A
40123;2482;62148;2012;Empleo medio;157.595;A
40123;2482;62148;2011;Empleo medio;169.62333333;A
40123;2482;62148;2010;Empleo medio;137.89166667;A
40123;2482;62148;2009;Empleo medio;148.04;A
40123;2482;62148;2008;Empleo medio;176.33083333;A
40123;2482;62145;2020;Empleo medio;43.535300492;A
40123;2482;62145;2019;Empleo medio;78.058041667;A
40123;2482;62145;2018;Empleo medio;75.522626667;A
40123;2482;62145;2017;Empleo medio;74.074763333;A
40123;2482;62145;2016;Empleo medio;78.017995;A
40123;2482;62145;2015;Empleo medio;80.367611667;A
40123;2482;62145;2014;Empleo medio;84.052265474;A
40123;2482;62145;2013;Empleo medio;86.2925;A
40123;2482;62145;2012;Empleo medio;95.706666667;A
40123;2482;62145;2011;Empleo medio;104.43083333;A
40123;2482;62145;2010;Empleo medio;95.7225;A
40123;2482;62145;2009;Empleo medio;105.8075;A
40123;2482;62145;2008;Empleo medio;101.67333333;A
40123;2482;264450;2020;Empleo medio;49.758195184;A
40123;2482;264450;2019;Empleo medio;74.01229;A
40123;2482;264450;2018;Empleo medio;77.683968333;A
40123;2482;264450;2017;Empleo medio;96.964041667;A
40123;2482;264450;2016;Empleo medio;101.23949333;A
40123;2482;264450;2015;Empleo medio;101.51452624;A
40123;2482;264450;2014;Empleo medio;96.481268333;A
40123;2482;264450;2013;Empleo medio;96.449166667;A
40123;2482;264450;2012;Empleo medio;104.46583333;A
40123;2482;264450;2011;Empleo medio;109.77166667;A
40123;2482;264450;2010;Empleo medio;113.66583333;A
40123;2482;264450;2009;Empleo medio;119.28666667;A
40123;2482;264450;2008;Empleo medio;133.47833333;A
40123;2482;264449;2020;Empleo medio;62.633517913;A
40123;2482;264449;2019;Empleo medio;91.09991117;A
40123;2482;264449;2018;Empleo medio;91.394260381;A
40123;2482;264449;2017;Empleo medio;106.60685177;A
40123;2482;264449;2016;Empleo medio;103.04722903;A
40123;2482;264449;2015;Empleo medio;108.91917354;A
40123;2482;264449;2014;Empleo medio;101.68906622;A
40123;2482;264449;2013;Empleo medio;95.064166667;A
40123;2482;264449;2012;Empleo medio;92.603333333;A
40123;2482;264449;2011;Empleo medio;118.035;A
40123;2482;264449;2010;Empleo medio;116.18333333;A
40123;2482;264449;2009;Empleo medio;116.56333333;A
40123;2482;264449;2008;Empleo medio;112.27833333;A
40123;2482;62149;2020;Empleo medio;724.503238431;A
40123;2482;62149;2019;Empleo medio;1354.112256756;A
40123;2482;62149;2018;Empleo medio;1283.009712227;A
40123;2482;62149;2017;Empleo medio;1306.488744513;A
40123;2482;62149;2016;Empleo medio;1301.576516073;A
40123;2482;62149;2015;Empleo medio;1272.085138697;A
40123;2482;62149;2014;Empleo medio;1241.333589987;A
40123;2482;62149;2013;Empleo medio;1200.375833334;A
40123;2482;62149;2012;Empleo medio;1297.80583333;A
40123;2482;62149;2011;Empleo medio;1313.619999997;A
40123;2482;62149;2010;Empleo medio;1224.17833333;A
40123;2482;62149;2009;Empleo medio;1183.85666667;A
40123;2482;62149;2008;Empleo medio;1250.92499999;A
40123;2713;264447;2020;Empleo medio;918.822665197;A
40123;2713;264447;2019;Empleo medio;2101.703324865;A
40123;2713;264447;2018;Empleo medio;2062.40132551;A
40123;2713;264447;2017;Empleo medio;1944.74738403;A
40123;2713;264447;2016;Empleo medio;1785.95716151;A
40123;2713;264447;2015;Empleo medio;1746.36931122;A
40123;2713;264447;2014;Empleo medio;1644.7570175;A
40123;2713;264447;2013;Empleo medio;1602.26583337;A
40123;2713;264447;2012;Empleo medio;1568.86166667;A
40123;2713;264447;2011;Empleo medio;1702.9825;A
40123;2713;264447;2010;Empleo medio;1767.25166663;A
40123;2713;264447;2009;Empleo medio;1772.41749997;A
40123;2713;264447;2008;Empleo medio;1846.71833337;A
40123;2713;264446;2020;Empleo medio;366.861783832;A
40123;2713;264446;2019;Empleo medio;824.250467151;A
40123;2713;264446;2018;Empleo medio;876.26022114;A
40123;2713;264446;2017;Empleo medio;774.31946751;A
40123;2713;264446;2016;Empleo medio;814.94193663;A
40123;2713;264446;2015;Empleo medio;818.4008657;A
40123;2713;264446;2014;Empleo medio;726.62541073;A
40123;2713;264446;2013;Empleo medio;677.50833333;A
40123;2713;264446;2012;Empleo medio;760.86;A
40123;2713;264446;2011;Empleo medio;849.78666667;A
40123;2713;264446;2010;Empleo medio;900.63416667;A
40123;2713;264446;2009;Empleo medio;1017.8033333;A
40123;2713;264446;2008;Empleo medio;910.83916667;A
40123;2713;62148;2020;Empleo medio;144.309070276;A
40123;2713;62148;2019;Empleo medio;274.790096051;A
40123;2713;62148;2018;Empleo medio;306.37229855;A
40123;2713;62148;2017;Empleo medio;296.34041502;A
40123;2713;62148;2016;Empleo medio;301.01942797;A
40123;2713;62148;2015;Empleo medio;315.05153188;A
40123;2713;62148;2014;Empleo medio;300.15599211;A
40123;2713;62148;2013;Empleo medio;282.13916667;A
40123;2713;62148;2012;Empleo medio;295.25916667;A
40123;2713;62148;2011;Empleo medio;336.32833333;A
40123;2713;62148;2010;Empleo medio;357.3225;A
40123;2713;62148;2009;Empleo medio;377.42416667;A
40123;2713;62148;2008;Empleo medio;358.40583333;A
40123;2713;62145;2020;Empleo medio;46.771925555;A
40123;2713;62145;2019;Empleo medio;76.03662954;A
40123;2713;62145;2018;Empleo medio;82.489229385;A
40123;2713;62145;2017;Empleo medio;94.26821925;A
40123;2713;62145;2016;Empleo medio;100.65351568;A
40123;2713;62145;2015;Empleo medio;91.155267695;A
40123;2713;62145;2014;Empleo medio;108.88206236;A
40123;2713;62145;2013;Empleo medio;85.750833333;A
40123;2713;62145;2012;Empleo medio;97.226666667;A
40123;2713;62145;2011;Empleo medio;130.60583333;A
40123;2713;62145;2010;Empleo medio;113.77583333;A
40123;2713;62145;2009;Empleo medio;117.67166667;A
40123;2713;62145;2008;Empleo medio;136.11;A
40123;2713;264450;2020;Empleo medio;69.777805216;A
40123;2713;264450;2019;Empleo medio;118.001173932;A
40123;2713;264450;2018;Empleo medio;140.30456286;A
40123;2713;264450;2017;Empleo medio;130.67151826;A
40123;2713;264450;2016;Empleo medio;120.90651435;A
40123;2713;264450;2015;Empleo medio;125.21817219;A
40123;2713;264450;2014;Empleo medio;133.39252674;A
40123;2713;264450;2013;Empleo medio;150.93833333;A
40123;2713;264450;2012;Empleo medio;165.1725;A
40123;2713;264450;2011;Empleo medio;182.35833333;A
40123;2713;264450;2010;Empleo medio;198.78166667;A
40123;2713;264450;2009;Empleo medio;182.35;A
40123;2713;264450;2008;Empleo medio;184.29583333;A
40123;2713;264449;2020;Empleo medio;110.742430257;A
40123;2713;264449;2019;Empleo medio;215.287173852;A
40123;2713;264449;2018;Empleo medio;187.69482286;A
40123;2713;264449;2017;Empleo medio;162.91927745;A
40123;2713;264449;2016;Empleo medio;229.79128849;A
40123;2713;264449;2015;Empleo medio;217.62259029;A
40123;2713;264449;2014;Empleo medio;238.03481516;A
40123;2713;264449;2013;Empleo medio;228.31166667;A
40123;2713;264449;2012;Empleo medio;208.01166667;A
40123;2713;264449;2011;Empleo medio;246.91833333;A
40123;2713;264449;2010;Empleo medio;177.22666667;A
40123;2713;264449;2009;Empleo medio;212.46166667;A
40123;2713;264449;2008;Empleo medio;210.04583333;A
40123;2713;62149;2020;Empleo medio;1657.285680333;A
40123;2713;62149;2019;Empleo medio;3610.068865391;A
40123;2713;62149;2018;Empleo medio;3655.522460305;A
40123;2713;62149;2017;Empleo medio;3403.26628152;A
40123;2713;62149;2016;Empleo medio;3353.26984463;A
40123;2713;62149;2015;Empleo medio;3313.817738975;A
40123;2713;62149;2014;Empleo medio;3151.8478246;A
40123;2713;62149;2013;Empleo medio;3026.914166703;A
40123;2713;62149;2012;Empleo medio;3095.391666677;A
40123;2713;62149;2011;Empleo medio;3448.97999999;A
40123;2713;62149;2010;Empleo medio;3514.99249997;A
40123;2713;62149;2009;Empleo medio;3680.12833328;A
40123;2713;62149;2008;Empleo medio;3646.41500003;A
40123;2797;264447;2020;Empleo medio;1004.082509447;A
40123;2797;264447;2019;Empleo medio;2300.081422508;A
40123;2797;264447;2018;Empleo medio;2233.8831738;A
40123;2797;264447;2017;Empleo medio;2149.78508233;A
40123;2797;264447;2016;Empleo medio;2083.09503177;A
40123;2797;264447;2015;Empleo medio;1803.3344024;A
40123;2797;264447;2014;Empleo medio;1793.41635267;A
40123;2797;264447;2013;Empleo medio;1802.7133333;A
40123;2797;264447;2012;Empleo medio;1913.8416667;A
40123;2797;264447;2011;Empleo medio;2090.07416667;A
40123;2797;264447;2010;Empleo medio;1877.73083333;A
40123;2797;264447;2009;Empleo medio;1779.621666667;A
40123;2797;264447;2008;Empleo medio;1719.984166667;A
40123;2797;264446;2020;Empleo medio;70.164734258;A
40123;2797;264446;2019;Empleo medio;133.154835163;A
40123;2797;264446;2018;Empleo medio;133.0206793;A
40123;2797;264446;2017;Empleo medio;163.66602518;A
40123;2797;264446;2016;Empleo medio;172.54838999;A
40123;2797;264446;2015;Empleo medio;146.57042021;A
40123;2797;264446;2014;Empleo medio;137.6311226;A
40123;2797;264446;2013;Empleo medio;123.05333333;A
40123;2797;264446;2012;Empleo medio;115.21666667;A
40123;2797;264446;2011;Empleo medio;152.4775;A
40123;2797;264446;2010;Empleo medio;230.96083333;A
40123;2797;264446;2009;Empleo medio;244.35416667;A
40123;2797;264446;2008;Empleo medio;258.0175;A
40123;2797;62148;2020;Empleo medio;102.478711581;A
40123;2797;62148;2019;Empleo medio;145.963065979;A
40123;2797;62148;2018;Empleo medio;140.4035125;A
40123;2797;62148;2017;Empleo medio;137.23034537;A
40123;2797;62148;2016;Empleo medio;135.38162574;A
40123;2797;62148;2015;Empleo medio;120.60456663;A
40123;2797;62148;2014;Empleo medio;119.41298663;A
40123;2797;62148;2013;Empleo medio;149.81916667;A
40123;2797;62148;2012;Empleo medio;159.44583333;A
40123;2797;62148;2011;Empleo medio;167.0975;A
40123;2797;62148;2010;Empleo medio;175.87833333;A
40123;2797;62148;2009;Empleo medio;169.99416667;A
40123;2797;62148;2008;Empleo medio;180.14833333;A
40123;2797;62145;2020;Empleo medio;8.50147849;A
40123;2797;62145;2019;Empleo medio;17.672054177;A
40123;2797;62145;2018;Empleo medio;19.485889527;A
40123;2797;62145;2017;Empleo medio;19.842102329;A
40123;2797;62145;2016;Empleo medio;19.652329148;A
40123;2797;62145;2015;Empleo medio;25.324323032;A
40123;2797;62145;2014;Empleo medio;23.809445;A
40123;2797;62145;2013;Empleo medio;20.178333333;A
40123;2797;62145;2012;Empleo medio;25.2075;A
40123;2797;62145;2011;Empleo medio;24.943333333;A
40123;2797;62145;2010;Empleo medio;24.855;A
40123;2797;62145;2009;Empleo medio;26.835;A
40123;2797;62145;2008;Empleo medio;30.03;A
40123;2797;264450;2020;Empleo medio;46.167324652;A
40123;2797;264450;2019;Empleo medio;56.986989354;A
40123;2797;264450;2018;Empleo medio;58.451795338;A
40123;2797;264450;2017;Empleo medio;63.320303504;A
40123;2797;264450;2016;Empleo medio;55.96389266;A
