D_ESTADO_DATO_0;D_PUNTOS_TURISTICOS_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40123;70671;2016;Gracdo de ocupación por plazas de fin de semana;66.32942664974793;A
40123;70671;2015;Gracdo de ocupación por plazas de fin de semana;68.59211195048528;A
40123;70671;2014;Gracdo de ocupación por plazas de fin de semana;59.35955929997865;A
40123;70671;2013;Gracdo de ocupación por plazas de fin de semana;59.52228365038526;A
40123;70671;2012;Gracdo de ocupación por plazas de fin de semana;59.39286476263251;A
40123;70671;2011;Gracdo de ocupación por plazas de fin de semana;60.77166309763777;A
40123;70671;2010;Gracdo de ocupación por plazas de fin de semana;62.380790453219305;A
40123;70671;2008;Gracdo de ocupación por plazas de fin de semana;39.031493649154456;A
40123;70672;2020;Gracdo de ocupación por plazas de fin de semana;48.69999999999952;A
40123;70672;2019;Gracdo de ocupación por plazas de fin de semana;72.34359044816266;A
40123;70672;2018;Gracdo de ocupación por plazas de fin de semana;71.77535166688418;A
40123;70672;2017;Gracdo de ocupación por plazas de fin de semana;76.05944447077248;A
40123;70672;2016;Gracdo de ocupación por plazas de fin de semana;67.95585832465493;A
40123;70672;2015;Gracdo de ocupación por plazas de fin de semana;67.86420052902831;A
40123;70672;2014;Gracdo de ocupación por plazas de fin de semana;64.96117325328348;A
40123;70672;2013;Gracdo de ocupación por plazas de fin de semana;61.280564525451595;A
40123;70672;2011;Gracdo de ocupación por plazas de fin de semana;60.86354352097769;A
40123;70672;2010;Gracdo de ocupación por plazas de fin de semana;61.53115729716737;A
40123;70672;2009;Gracdo de ocupación por plazas de fin de semana;65.10137315421036;A
40123;70672;2008;Gracdo de ocupación por plazas de fin de semana;40.81928359367072;A
40123;70673;2020;Gracdo de ocupación por plazas de fin de semana;42.36999999998362;A
40123;70673;2019;Gracdo de ocupación por plazas de fin de semana;63.91649037225292;A
40123;70673;2018;Gracdo de ocupación por plazas de fin de semana;62.5742971413385;A
40123;70673;2017;Gracdo de ocupación por plazas de fin de semana;60.46625078218578;A
40123;70673;2013;Gracdo de ocupación por plazas de fin de semana;52.81255051948373;A
40123;55110;2020;Gracdo de ocupación por plazas de fin de semana;51.07999999998836;A
40123;55110;2019;Gracdo de ocupación por plazas de fin de semana;64.99317612481053;A
40123;55110;2018;Gracdo de ocupación por plazas de fin de semana;68.65062217417997;A
40123;55110;2017;Gracdo de ocupación por plazas de fin de semana;73.04158118261373;A
40123;55110;2016;Gracdo de ocupación por plazas de fin de semana;68.32414810063321;A
40123;55110;2015;Gracdo de ocupación por plazas de fin de semana;61.60597520833393;A
40123;55110;2014;Gracdo de ocupación por plazas de fin de semana;56.830930285228874;A
40123;55110;2013;Gracdo de ocupación por plazas de fin de semana;55.23545779125646;A
40123;70674;2020;Gracdo de ocupación por plazas de fin de semana;39.10000000000587;A
40123;70674;2019;Gracdo de ocupación por plazas de fin de semana;63.45572056677296;A
40123;70674;2018;Gracdo de ocupación por plazas de fin de semana;62.20437634400395;A
40123;70674;2017;Gracdo de ocupación por plazas de fin de semana;63.75939651459383;A
40123;70674;2016;Gracdo de ocupación por plazas de fin de semana;59.55267371113362;A
40123;70674;2015;Gracdo de ocupación por plazas de fin de semana;59.65893620646618;A
40123;70674;2014;Gracdo de ocupación por plazas de fin de semana;55.12427785912922;A
40123;70674;2013;Gracdo de ocupación por plazas de fin de semana;54.23064468093972;A
40123;70674;2012;Gracdo de ocupación por plazas de fin de semana;51.207045430627936;A
40123;70674;2011;Gracdo de ocupación por plazas de fin de semana;48.9770875116769;A
40123;70674;2010;Gracdo de ocupación por plazas de fin de semana;50.89509677920432;A
40123;70674;2009;Gracdo de ocupación por plazas de fin de semana;48.75414075308915;A
40123;70674;2008;Gracdo de ocupación por plazas de fin de semana;27.13720736744071;A
40123;70675;2020;Gracdo de ocupación por plazas de fin de semana;46.79999999999547;A
40123;70675;2019;Gracdo de ocupación por plazas de fin de semana;60.19443227273618;A
40123;70675;2018;Gracdo de ocupación por plazas de fin de semana;57.94299314494704;A
40123;70675;2017;Gracdo de ocupación por plazas de fin de semana;58.938338542746116;A
40123;70675;2016;Gracdo de ocupación por plazas de fin de semana;60.48921405904109;A
40123;70675;2015;Gracdo de ocupación por plazas de fin de semana;55.43660283825214;A
40123;70675;2014;Gracdo de ocupación por plazas de fin de semana;53.053263659203445;A
40123;70675;2013;Gracdo de ocupación por plazas de fin de semana;52.13693594068586;A
40123;70675;2012;Gracdo de ocupación por plazas de fin de semana;56.65476885535643;A
40123;70675;2011;Gracdo de ocupación por plazas de fin de semana;58.26715351880006;A
40123;70675;2010;Gracdo de ocupación por plazas de fin de semana;57.08568093594872;A
40123;70675;2009;Gracdo de ocupación por plazas de fin de semana;53.646271249872676;A
40123;70675;2008;Gracdo de ocupación por plazas de fin de semana;32.24059399413931;A
40123;278910;2020;Gracdo de ocupación por plazas de fin de semana;44.169999999995;A
40123;278910;2019;Gracdo de ocupación por plazas de fin de semana;59.491343757464826;A
40123;278911;2020;Gracdo de ocupación por plazas de fin de semana;66.76507223091926;A
40123;278911;2019;Gracdo de ocupación por plazas de fin de semana;81.09987447397988;A
40123;278911;2018;Gracdo de ocupación por plazas de fin de semana;71.20784991705364;A
40123;55111;2020;Gracdo de ocupación por plazas de fin de semana;50.460000000009444;A
40123;55111;2019;Gracdo de ocupación por plazas de fin de semana;57.866373020610496;A
40123;55111;2018;Gracdo de ocupación por plazas de fin de semana;56.7667203612347;A
40123;55111;2017;Gracdo de ocupación por plazas de fin de semana;53.488621413760626;A
40123;55111;2016;Gracdo de ocupación por plazas de fin de semana;55.1294419070816;A
40123;55111;2015;Gracdo de ocupación por plazas de fin de semana;50.88403061445416;A
40123;55111;2014;Gracdo de ocupación por plazas de fin de semana;47.9598047840586;A
40123;55111;2013;Gracdo de ocupación por plazas de fin de semana;50.14081431064647;A
40123;55111;2011;Gracdo de ocupación por plazas de fin de semana;53.41774202853206;A
40123;55111;2010;Gracdo de ocupación por plazas de fin de semana;52.98233747643421;A
40123;55111;2009;Gracdo de ocupación por plazas de fin de semana;56.37706795813339;A
40123;55112;2019;Gracdo de ocupación por plazas de fin de semana;57.35274528143075;A
40123;838202;2020;Gracdo de ocupación por plazas de fin de semana;34.52999999998469;A
40123;55113;2020;Gracdo de ocupación por plazas de fin de semana;46.00405268228241;A
40123;55113;2019;Gracdo de ocupación por plazas de fin de semana;74.21624420662202;A
40123;55113;2018;Gracdo de ocupación por plazas de fin de semana;72.44465124894874;A
40123;55113;2017;Gracdo de ocupación por plazas de fin de semana;72.8076172840562;A
40123;55113;2016;Gracdo de ocupación por plazas de fin de semana;71.77589403502837;A
40123;55113;2015;Gracdo de ocupación por plazas de fin de semana;72.7352486100283;A
40123;55113;2014;Gracdo de ocupación por plazas de fin de semana;70.27819292819736;A
40123;55113;2013;Gracdo de ocupación por plazas de fin de semana;65.97815743522898;A
40123;55113;2012;Gracdo de ocupación por plazas de fin de semana;62.10106374781498;A
40123;55113;2011;Gracdo de ocupación por plazas de fin de semana;63.80487692351099;A
40123;55113;2010;Gracdo de ocupación por plazas de fin de semana;63.01397061791282;A
40123;55113;2009;Gracdo de ocupación por plazas de fin de semana;65.00871359059563;A
40123;55113;2008;Gracdo de ocupación por plazas de fin de semana;38.570296649145966;A
40123;55114;2020;Gracdo de ocupación por plazas de fin de semana;47.358771392810894;A
40123;55114;2019;Gracdo de ocupación por plazas de fin de semana;65.2567239050758;A
40123;55114;2018;Gracdo de ocupación por plazas de fin de semana;66.76005438186537;A
40123;55114;2017;Gracdo de ocupación por plazas de fin de semana;65.77010842415221;A
40123;55114;2016;Gracdo de ocupación por plazas de fin de semana;64.52242228335639;A
40123;55114;2015;Gracdo de ocupación por plazas de fin de semana;63.85712558622305;A
40123;55114;2014;Gracdo de ocupación por plazas de fin de semana;61.31706323743814;A
40123;55114;2013;Gracdo de ocupación por plazas de fin de semana;57.94463821118225;A
40123;55114;2011;Gracdo de ocupación por plazas de fin de semana;55.99961475430484;A
40123;55114;2010;Gracdo de ocupación por plazas de fin de semana;62.41450521732592;A
40123;55114;2009;Gracdo de ocupación por plazas de fin de semana;55.85050902139706;A
40123;55114;2008;Gracdo de ocupación por plazas de fin de semana;44.36397231357349;A
40123;55115;2020;Gracdo de ocupación por plazas de fin de semana;49.77999999999823;A
40123;55115;2019;Gracdo de ocupación por plazas de fin de semana;76.25123100415951;A
40123;55115;2018;Gracdo de ocupación por plazas de fin de semana;74.64537112396796;A
40123;55115;2017;Gracdo de ocupación por plazas de fin de semana;75.18009923985034;A
40123;55115;2016;Gracdo de ocupación por plazas de fin de semana;74.93281775175747;A
40123;55115;2015;Gracdo de ocupación por plazas de fin de semana;73.62034954168831;A
40123;55115;2014;Gracdo de ocupación por plazas de fin de semana;72.487650704601;A
40123;55115;2013;Gracdo de ocupación por plazas de fin de semana;69.78120577100205;A
40123;55115;2012;Gracdo de ocupación por plazas de fin de semana;67.58725265646983;A
40123;55115;2011;Gracdo de ocupación por plazas de fin de semana;69.03842858807963;A
40123;55115;2010;Gracdo de ocupación por plazas de fin de semana;66.50300695071019;A
40123;55115;2009;Gracdo de ocupación por plazas de fin de semana;66.3529965284406;A
40123;55115;2008;Gracdo de ocupación por plazas de fin de semana;40.51170539661368;A
40123;70676;2020;Gracdo de ocupación por plazas de fin de semana;55.51999999997713;A
40123;70676;2019;Gracdo de ocupación por plazas de fin de semana;65.0527166590956;A
40123;70676;2018;Gracdo de ocupación por plazas de fin de semana;64.9006061332854;A
40123;70676;2017;Gracdo de ocupación por plazas de fin de semana;68.61062216738227;A
40123;70676;2014;Gracdo de ocupación por plazas de fin de semana;62.835407151647544;A
40123;70676;2013;Gracdo de ocupación por plazas de fin de semana;60.396496327095704;A
40123;70676;2012;Gracdo de ocupación por plazas de fin de semana;53.32730279713258;A
40123;70676;2011;Gracdo de ocupación por plazas de fin de semana;61.06966577416831;A
40123;70676;2010;Gracdo de ocupación por plazas de fin de semana;63.93829651096691;A
40123;70677;2020;Gracdo de ocupación por plazas de fin de semana;46.24749724875173;A
40123;70677;2019;Gracdo de ocupación por plazas de fin de semana;55.48841438515243;A
40123;70677;2018;Gracdo de ocupación por plazas de fin de semana;59.19425599484647;A
40123;70677;2017;Gracdo de ocupación por plazas de fin de semana;51.54357901996321;A
40123;70677;2016;Gracdo de ocupación por plazas de fin de semana;59.87430681307834;A
40123;70677;2015;Gracdo de ocupación por plazas de fin de semana;59.48371790042232;A
40123;70677;2013;Gracdo de ocupación por plazas de fin de semana;56.01059829526604;A
40123;70678;2019;Gracdo de ocupación por plazas de fin de semana;66.11499072705925;A
40123;282055;2020;Gracdo de ocupación por plazas de fin de semana;45.497732461066406;A
40123;282055;2019;Gracdo de ocupación por plazas de fin de semana;61.89773778168926;A
40123;70679;2020;Gracdo de ocupación por plazas de fin de semana;46.669999999988065;A
40123;70679;2019;Gracdo de ocupación por plazas de fin de semana;64.94244576289752;A
40123;70679;2012;Gracdo de ocupación por plazas de fin de semana;40.12847124114437;A
40123;70679;2009;Gracdo de ocupación por plazas de fin de semana;36.63310366645036;A
40123;70679;2008;Gracdo de ocupación por plazas de fin de semana;21.7080478978125;A
40123;55117;2019;Gracdo de ocupación por plazas de fin de semana;75.00677713799564;A
40123;70680;2020;Gracdo de ocupación por plazas de fin de semana;26.650144869568976;A
40123;302612;2019;Gracdo de ocupación por plazas de fin de semana;69.9116246887969;A
40123;269776;2019;Gracdo de ocupación por plazas de fin de semana;54.380759089620625;A
40123;278109;2020;Gracdo de ocupación por plazas de fin de semana;47.17890318792018;A
40123;278109;2019;Gracdo de ocupación por plazas de fin de semana;66.34362509297178;A
40123;70681;2020;Gracdo de ocupación por plazas de fin de semana;51.77999999998603;A
40123;70681;2019;Gracdo de ocupación por plazas de fin de semana;55.38171015663072;A
40123;70681;2018;Gracdo de ocupación por plazas de fin de semana;56.40363871070894;A
40123;70681;2017;Gracdo de ocupación por plazas de fin de semana;53.5528971284013;A
40123;70681;2016;Gracdo de ocupación por plazas de fin de semana;48.039790938808316;A
40123;70681;2015;Gracdo de ocupación por plazas de fin de semana;38.94465444492663;A
40123;70681;2014;Gracdo de ocupación por plazas de fin de semana;41.196460107470706;A
40123;70681;2013;Gracdo de ocupación por plazas de fin de semana;39.733616819745905;A
40123;70681;2012;Gracdo de ocupación por plazas de fin de semana;42.512241388156895;A
40123;70681;2011;Gracdo de ocupación por plazas de fin de semana;39.20994985338431;A
40123;70681;2010;Gracdo de ocupación por plazas de fin de semana;40.077585524755904;A
40123;269777;2020;Gracdo de ocupación por plazas de fin de semana;43.152334127048434;A
40123;269777;2019;Gracdo de ocupación por plazas de fin de semana;44.982541388367174;A
40123;70682;2020;Gracdo de ocupación por plazas de fin de semana;36.039999999994464;A
40123;70682;2019;Gracdo de ocupación por plazas de fin de semana;68.06338757313682;A
40123;70682;2012;Gracdo de ocupación por plazas de fin de semana;52.546665016066605;A
40123;70682;2010;Gracdo de ocupación por plazas de fin de semana;48.856776532102025;A
40123;70682;2009;Gracdo de ocupación por plazas de fin de semana;50.80198044293877;A
40123;70682;2008;Gracdo de ocupación por plazas de fin de semana;33.174791607547554;A
40123;70683;2020;Gracdo de ocupación por plazas de fin de semana;41.61243791747615;A
40123;70683;2019;Gracdo de ocupación por plazas de fin de semana;59.70498790754066;A
40123;70683;2018;Gracdo de ocupación por plazas de fin de semana;57.612368052742994;A
40123;70683;2017;Gracdo de ocupación por plazas de fin de semana;57.813306475205415;A
40123;70683;2016;Gracdo de ocupación por plazas de fin de semana;54.54278878633728;A
40123;70683;2015;Gracdo de ocupación por plazas de fin de semana;54.064409918967904;A
40123;70683;2014;Gracdo de ocupación por plazas de fin de semana;53.447423733597574;A
40123;70683;2013;Gracdo de ocupación por plazas de fin de semana;50.46128124204785;A
40123;70683;2012;Gracdo de ocupación por plazas de fin de semana;39.2122031472501;A
40123;70684;2020;Gracdo de ocupación por plazas de fin de semana;35.06000000001083;A
40123;70684;2019;Gracdo de ocupación por plazas de fin de semana;65.81897449341038;A
40123;70684;2018;Gracdo de ocupación por plazas de fin de semana;60.17824892679171;A
40123;70684;2014;Gracdo de ocupación por plazas de fin de semana;52.76807533317194;A
40123;70684;2013;Gracdo de ocupación por plazas de fin de semana;51.14502986201669;A
40123;70684;2012;Gracdo de ocupación por plazas de fin de semana;46.371024430416846;A
40123;70685;2020;Gracdo de ocupación por plazas de fin de semana;43.59999999999641;A
40123;70685;2019;Gracdo de ocupación por plazas de fin de semana;77.65605625243138;A
40123;70685;2018;Gracdo de ocupación por plazas de fin de semana;70.91180327637456;A
40123;70685;2017;Gracdo de ocupación por plazas de fin de semana;73.51316809496102;A
40123;70685;2016;Gracdo de ocupación por plazas de fin de semana;72.33094373399153;A
40123;70685;2015;Gracdo de ocupación por plazas de fin de semana;66.83986501309462;A
40123;70685;2014;Gracdo de ocupación por plazas de fin de semana;65.41365739873501;A
40123;70685;2013;Gracdo de ocupación por plazas de fin de semana;67.37980243590053;A
40123;70685;2011;Gracdo de ocupación por plazas de fin de semana;70.80586824369578;A
40123;70685;2010;Gracdo de ocupación por plazas de fin de semana;64.48337151924397;A
40123;70685;2009;Gracdo de ocupación por plazas de fin de semana;61.38664173010561;A
40123;70685;2008;Gracdo de ocupación por plazas de fin de semana;44.14908757732744;A
40123;70686;2020;Gracdo de ocupación por plazas de fin de semana;33.39000000000382;A
40123;70686;2019;Gracdo de ocupación por plazas de fin de semana;66.06247484400554;A
40123;70686;2018;Gracdo de ocupación por plazas de fin de semana;70.46546788028733;A
40123;70686;2017;Gracdo de ocupación por plazas de fin de semana;74.35666421231913;A
40123;70686;2016;Gracdo de ocupación por plazas de fin de semana;68.90283437146859;A
40123;70686;2015;Gracdo de ocupación por plazas de fin de semana;65.98437752403109;A
40123;70686;2014;Gracdo de ocupación por plazas de fin de semana;57.922413562707554;A
40123;70686;2013;Gracdo de ocupación por plazas de fin de semana;50.18523415603248;A
40123;70686;2009;Gracdo de ocupación por plazas de fin de semana;52.758090471817866;A
40123;70686;2008;Gracdo de ocupación por plazas de fin de semana;35.90893938654174;A
40123;70687;2020;Gracdo de ocupación por plazas de fin de semana;36.429999999997655;A
40123;70687;2019;Gracdo de ocupación por plazas de fin de semana;67.57162447605863;A
40123;70687;2018;Gracdo de ocupación por plazas de fin de semana;66.90174292546996;A
40123;70687;2017;Gracdo de ocupación por plazas de fin de semana;67.27446264033954;A
40123;70687;2016;Gracdo de ocupación por plazas de fin de semana;67.85765794130748;A
40123;70687;2015;Gracdo de ocupación por plazas de fin de semana;60.973247874980515;A
40123;70687;2014;Gracdo de ocupación por plazas de fin de semana;62.419217286282944;A
40123;70687;2013;Gracdo de ocupación por plazas de fin de semana;59.741095252253075;A
40123;70687;2012;Gracdo de ocupación por plazas de fin de semana;59.56858377758384;A
40123;70687;2011;Gracdo de ocupación por plazas de fin de semana;62.74520177962291;A
40123;70687;2010;Gracdo de ocupación por plazas de fin de semana;62.346739446005614;A
40123;70687;2009;Gracdo de ocupación por plazas de fin de semana;58.72047918074263;A
40123;70687;2008;Gracdo de ocupación por plazas de fin de semana;39.33016419354166;A
40123;70688;2020;Gracdo de ocupación por plazas de fin de semana;34.70960346610157;A
40123;70688;2019;Gracdo de ocupación por plazas de fin de semana;70.46267767001122;A
40123;70688;2018;Gracdo de ocupación por plazas de fin de semana;71.25685899011667;A
40123;70688;2017;Gracdo de ocupación por plazas de fin de semana;71.51204506723695;A
40123;70688;2016;Gracdo de ocupación por plazas de fin de semana;71.17732430186865;A
40123;70688;2015;Gracdo de ocupación por plazas de fin de semana;70.40794468443367;A
40123;70688;2014;Gracdo de ocupación por plazas de fin de semana;68.34442447194581;A
40123;70688;2013;Gracdo de ocupación por plazas de fin de semana;64.24225756507415;A
40123;70688;2012;Gracdo de ocupación por plazas de fin de semana;60.114718846052284;A
40123;70688;2011;Gracdo de ocupación por plazas de fin de semana;59.68307373416741;A
40123;70688;2010;Gracdo de ocupación por plazas de fin de semana;54.82736505138769;A
40123;70688;2009;Gracdo de ocupación por plazas de fin de semana;52.26086595438843;A
40123;70688;2008;Gracdo de ocupación por plazas de fin de semana;34.72814925868216;A
40123;55120;2020;Gracdo de ocupación por plazas de fin de semana;34.09069575119236;A
40123;55120;2019;Gracdo de ocupación por plazas de fin de semana;59.128014435382276;A
40123;55120;2018;Gracdo de ocupación por plazas de fin de semana;57.230141343861966;A
40123;55120;2017;Gracdo de ocupación por plazas de fin de semana;59.55270583266996;A
40123;55120;2016;Gracdo de ocupación por plazas de fin de semana;59.95289795461251;A
40123;55120;2015;Gracdo de ocupación por plazas de fin de semana;59.77360896086707;A
40123;55120;2014;Gracdo de ocupación por plazas de fin de semana;56.649256382081525;A
40123;55120;2013;Gracdo de ocupación por plazas de fin de semana;55.55138472985418;A
40123;55120;2012;Gracdo de ocupación por plazas de fin de semana;53.0238046599237;A
40123;55120;2011;Gracdo de ocupación por plazas de fin de semana;55.54284023756673;A
40123;55120;2010;Gracdo de ocupación por plazas de fin de semana;50.695016775839356;A
40123;55120;2009;Gracdo de ocupación por plazas de fin de semana;48.62566218508173;A
40123;55120;2008;Gracdo de ocupación por plazas de fin de semana;37.66117024756109;A
40123;70689;2020;Gracdo de ocupación por plazas de fin de semana;47.11277940051909;A
40123;70689;2019;Gracdo de ocupación por plazas de fin de semana;67.52086866595441;A
40123;70689;2018;Gracdo de ocupación por plazas de fin de semana;66.07969880084451;A
40123;70689;2017;Gracdo de ocupación por plazas de fin de semana;66.62990929824139;A
40123;70689;2016;Gracdo de ocupación por plazas de fin de semana;65.87259167455707;A
40123;70689;2015;Gracdo de ocupación por plazas de fin de semana;63.50564836621945;A
40123;70689;2014;Gracdo de ocupación por plazas de fin de semana;63.41638345555092;A
40123;70689;2013;Gracdo de ocupación por plazas de fin de semana;61.677115730097384;A
40123;70689;2012;Gracdo de ocupación por plazas de fin de semana;58.170048521914445;A
40123;70689;2011;Gracdo de ocupación por plazas de fin de semana;59.85204052416254;A
40123;70689;2010;Gracdo de ocupación por plazas de fin de semana;56.61698129659584;A
40123;70689;2009;Gracdo de ocupación por plazas de fin de semana;56.85231854297773;A
40123;70689;2008;Gracdo de ocupación por plazas de fin de semana;38.494177357898664;A
40123;55121;2020;Gracdo de ocupación por plazas de fin de semana;42.17999999999389;A
40123;55121;2019;Gracdo de ocupación por plazas de fin de semana;61.3375071690664;A
40123;55121;2018;Gracdo de ocupación por plazas de fin de semana;63.86940099938906;A
40123;55121;2017;Gracdo de ocupación por plazas de fin de semana;68.55024825831677;A
40123;55121;2016;Gracdo de ocupación por plazas de fin de semana;64.04789327942242;A
40123;55121;2015;Gracdo de ocupación por plazas de fin de semana;65.33069667189274;A
40123;55121;2014;Gracdo de ocupación por plazas de fin de semana;60.999344935678614;A
40123;55121;2013;Gracdo de ocupación por plazas de fin de semana;56.907262447530364;A
40123;55121;2012;Gracdo de ocupación por plazas de fin de semana;49.86486874272546;A
40123;55121;2010;Gracdo de ocupación por plazas de fin de semana;47.548925313853054;A
40123;55121;2009;Gracdo de ocupación por plazas de fin de semana;47.359813865794294;A
40123;55121;2008;Gracdo de ocupación por plazas de fin de semana;31.951515627255958;A
40123;70690;2020;Gracdo de ocupación por plazas de fin de semana;40.22483019988455;A
40123;70690;2019;Gracdo de ocupación por plazas de fin de semana;76.36007961745493;A
40123;70690;2018;Gracdo de ocupación por plazas de fin de semana;76.96779737180964;A
40123;70690;2017;Gracdo de ocupación por plazas de fin de semana;78.97751335417249;A
40123;70690;2016;Gracdo de ocupación por plazas de fin de semana;80.19695140603851;A
40123;70690;2015;Gracdo de ocupación por plazas de fin de semana;77.5524099874138;A
40123;70690;2014;Gracdo de ocupación por plazas de fin de semana;76.59205467391541;A
40123;70690;2013;Gracdo de ocupación por plazas de fin de semana;76.84644487381682;A
40123;70690;2012;Gracdo de ocupación por plazas de fin de semana;74.06910051797705;A
40123;70690;2011;Gracdo de ocupación por plazas de fin de semana;68.74672611128308;A
40123;70690;2010;Gracdo de ocupación por plazas de fin de semana;65.92173863466094;A
40123;70690;2009;Gracdo de ocupación por plazas de fin de semana;68.80435515463078;A
40123;70690;2008;Gracdo de ocupación por plazas de fin de semana;44.30131430387422;A
40123;55122;2019;Gracdo de ocupación por plazas de fin de semana;61.25641086482341;A
40123;70691;2020;Gracdo de ocupación por plazas de fin de semana;43.611548676285146;A
40123;70691;2019;Gracdo de ocupación por plazas de fin de semana;76.93979910436148;A
40123;70691;2018;Gracdo de ocupación por plazas de fin de semana;76.36906050058067;A
40123;70691;2017;Gracdo de ocupación por plazas de fin de semana;73.5890506749496;A
40123;70691;2016;Gracdo de ocupación por plazas de fin de semana;72.11762925548096;A
40123;70691;2015;Gracdo de ocupación por plazas de fin de semana;70.65762089996231;A
40123;70691;2014;Gracdo de ocupación por plazas de fin de semana;64.63898121739157;A
40123;70691;2013;Gracdo de ocupación por plazas de fin de semana;59.59358465827705;A
40123;70691;2012;Gracdo de ocupación por plazas de fin de semana;59.612472990711794;A
40123;70691;2011;Gracdo de ocupación por plazas de fin de semana;61.92397729876574;A
40123;70691;2010;Gracdo de ocupación por plazas de fin de semana;57.70321315998492;A
40123;70691;2009;Gracdo de ocupación por plazas de fin de semana;57.27137398670051;A
40123;70691;2008;Gracdo de ocupación por plazas de fin de semana;33.43951540380071;A
40124;70665;2021;Gracdo de ocupación por plazas de fin de semana;53.01665650017167;A
40124;55107;2021;Gracdo de ocupación por plazas de fin de semana;46.84753908909465;A
40124;55108;2021;Gracdo de ocupación por plazas de fin de semana;56.93629857364016;A
40124;70667;2021;Gracdo de ocupación por plazas de fin de semana;56.59557967940728;A
40124;70669;2021;Gracdo de ocupación por plazas de fin de semana;36.7931117749555;A
40124;55109;2021;Gracdo de ocupación por plazas de fin de semana;65.21570825607647;A
40124;70671;2021;Gracdo de ocupación por plazas de fin de semana;55.09332370475255;A
40124;70672;2021;Gracdo de ocupación por plazas de fin de semana;67.60545830603739;A
40124;70673;2021;Gracdo de ocupación por plazas de fin de semana;65.06882324417866;A
40124;55110;2021;Gracdo de ocupación por plazas de fin de semana;63.03779966326483;A
40124;70674;2021;Gracdo de ocupación por plazas de fin de semana;58.21558617778435;A
40124;70675;2021;Gracdo de ocupación por plazas de fin de semana;50.89460188180006;A
40124;278910;2021;Gracdo de ocupación por plazas de fin de semana;55.501585081218565;A
40124;55111;2021;Gracdo de ocupación por plazas de fin de semana;63.54667920188779;A
40124;55113;2021;Gracdo de ocupación por plazas de fin de semana;50.32654617090832;A
40124;55114;2021;Gracdo de ocupación por plazas de fin de semana;58.625678420714934;A
40124;55115;2021;Gracdo de ocupación por plazas de fin de semana;60.05422267691335;A
40124;70676;2021;Gracdo de ocupación por plazas de fin de semana;37.887665535564174;A
40124;70679;2021;Gracdo de ocupación por plazas de fin de semana;57.05095002388763;A
40124;278109;2021;Gracdo de ocupación por plazas de fin de semana;50.11880176001852;A
40124;70681;2021;Gracdo de ocupación por plazas de fin de semana;55.472697069753686;A
40124;269777;2021;Gracdo de ocupación por plazas de fin de semana;45.23421060638296;A
40124;70682;2021;Gracdo de ocupación por plazas de fin de semana;50.3326863781696;A
40124;70683;2021;Gracdo de ocupación por plazas de fin de semana;52.235126033834305;A
40124;70684;2021;Gracdo de ocupación por plazas de fin de semana;38.3707444183177;A
40124;70685;2021;Gracdo de ocupación por plazas de fin de semana;63.02936259183306;A
40124;70686;2021;Gracdo de ocupación por plazas de fin de semana;57.24011614336252;A
40124;70687;2021;Gracdo de ocupación por plazas de fin de semana;45.10691403845393;A
40124;70688;2021;Gracdo de ocupación por plazas de fin de semana;52.48286593277685;A
40124;55120;2021;Gracdo de ocupación por plazas de fin de semana;49.68680516135704;A
40124;70689;2021;Gracdo de ocupación por plazas de fin de semana;59.84616680850563;A
40124;55121;2021;Gracdo de ocupación por plazas de fin de semana;53.290759274097084;A
40124;70690;2021;Gracdo de ocupación por plazas de fin de semana;59.63453927324174;A
40124;55122;2021;Gracdo de ocupación por plazas de fin de semana;52.52707482190877;A
40124;70691;2021;Gracdo de ocupación por plazas de fin de semana;54.31813535345248;A
40123;70665;2020;Grado de ocupación por habitaciones;51.437704449449505;A
40123;70665;2019;Grado de ocupación por habitaciones;69.30889905158568;A
40123;70665;2018;Grado de ocupación por habitaciones;71.78310627347356;A
40123;70665;2017;Grado de ocupación por habitaciones;68.88069203003761;A
40123;70665;2016;Grado de ocupación por habitaciones;63.55062665505374;A
40123;70665;2015;Grado de ocupación por habitaciones;62.2945202979253;A
40123;70665;2014;Grado de ocupación por habitaciones;55.35949928207222;A
40123;70665;2013;Grado de ocupación por habitaciones;52.60267135711905;A
40123;70665;2012;Grado de ocupación por habitaciones;46.538249878961565;A
40123;70665;2011;Grado de ocupación por habitaciones;51.244230838934016;A
40123;70665;2010;Grado de ocupación por habitaciones;51.0434711508717;A
40123;70665;2009;Grado de ocupación por habitaciones;50.65045583942271;A
40123;70665;2008;Grado de ocupación por habitaciones;52.882243575130595;A
40123;70666;2020;Grado de ocupación por habitaciones;27.48000000001775;A
40123;70666;2018;Grado de ocupación por habitaciones;35.965059245016555;A
40123;70666;2017;Grado de ocupación por habitaciones;38.463181082187425;A
40123;70666;2015;Grado de ocupación por habitaciones;32.68341536799815;A
40123;70666;2014;Grado de ocupación por habitaciones;31.116893930638685;A
40123;70666;2013;Grado de ocupación por habitaciones;27.186208163043048;A
40123;70668;2020;Grado de ocupación por habitaciones;29.006590381160255;A
40123;70668;2019;Grado de ocupación por habitaciones;51.60062509971904;A
40123;70668;2014;Grado de ocupación por habitaciones;42.566367288136576;A
40123;55107;2020;Grado de ocupación por habitaciones;38.12527731365132;A
40123;55107;2019;Grado de ocupación por habitaciones;60.8093268549928;A
40123;55107;2018;Grado de ocupación por habitaciones;61.5945753880531;A
