D_ESTADO_DATO_0;D_PUNTOS_TURISTICOS_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40123;70672;2017;Grado de ocupación por plazas;67.77397502529944;A
40123;70672;2016;Grado de ocupación por plazas;64.11504297244498;A
40123;70672;2015;Grado de ocupación por plazas;61.68632501112628;A
40123;70672;2014;Grado de ocupación por plazas;57.56424611963656;A
40123;70672;2013;Grado de ocupación por plazas;55.03034392778393;A
40123;70672;2011;Grado de ocupación por plazas;51.48128046682601;A
40123;70672;2010;Grado de ocupación por plazas;52.151544318088405;A
40123;70672;2009;Grado de ocupación por plazas;59.710326730773325;A
40123;70672;2008;Grado de ocupación por plazas;56.16269384476745;A
40123;70673;2020;Grado de ocupación por plazas;35.959999999985705;A
40123;70673;2019;Grado de ocupación por plazas;54.0175707060816;A
40123;70673;2018;Grado de ocupación por plazas;52.16426865862007;A
40123;70673;2017;Grado de ocupación por plazas;50.7939220786178;A
40123;70673;2013;Grado de ocupación por plazas;42.92317054680789;A
40123;55110;2020;Grado de ocupación por plazas;46.129999999989614;A
40123;55110;2019;Grado de ocupación por plazas;60.819089105043055;A
40123;55110;2018;Grado de ocupación por plazas;62.42114798200884;A
40123;55110;2017;Grado de ocupación por plazas;65.05511693230709;A
40123;55110;2016;Grado de ocupación por plazas;62.58435447293229;A
40123;55110;2015;Grado de ocupación por plazas;55.85307492819402;A
40123;55110;2014;Grado de ocupación por plazas;51.14620722922233;A
40123;55110;2013;Grado de ocupación por plazas;51.18915460650427;A
40123;70674;2020;Grado de ocupación por plazas;32.00000000000489;A
40123;70674;2019;Grado de ocupación por plazas;52.04024380404408;A
40123;70674;2018;Grado de ocupación por plazas;51.580521890069264;A
40123;70674;2017;Grado de ocupación por plazas;53.09203046549253;A
40123;70674;2016;Grado de ocupación por plazas;50.83598343586608;A
40123;70674;2015;Grado de ocupación por plazas;49.2614435370442;A
40123;70674;2014;Grado de ocupación por plazas;45.974128899280586;A
40123;70674;2013;Grado de ocupación por plazas;45.69445271701554;A
40123;70674;2012;Grado de ocupación por plazas;43.0795750741888;A
40123;70674;2011;Grado de ocupación por plazas;41.257913495318576;A
40123;70674;2010;Grado de ocupación por plazas;40.09866817689596;A
40123;70674;2009;Grado de ocupación por plazas;37.93035894436571;A
40123;70674;2008;Grado de ocupación por plazas;40.49826352909097;A
40123;70675;2020;Grado de ocupación por plazas;34.96801013893061;A
40123;70675;2019;Grado de ocupación por plazas;48.563681924627645;A
40123;70675;2018;Grado de ocupación por plazas;46.757020716048345;A
40123;70675;2017;Grado de ocupación por plazas;48.234633261273984;A
40123;70675;2016;Grado de ocupación por plazas;46.68106964149166;A
40123;70675;2015;Grado de ocupación por plazas;42.62229725265583;A
40123;70675;2014;Grado de ocupación por plazas;43.33692782677663;A
40123;70675;2013;Grado de ocupación por plazas;40.90405530778037;A
40123;70675;2012;Grado de ocupación por plazas;46.59126547998083;A
40123;70675;2011;Grado de ocupación por plazas;49.14050964124655;A
40123;70675;2010;Grado de ocupación por plazas;44.27329503759011;A
40123;70675;2009;Grado de ocupación por plazas;44.129190084367806;A
40123;70675;2008;Grado de ocupación por plazas;44.741560412194396;A
40123;278910;2020;Grado de ocupación por plazas;35.53801067733694;A
40123;278910;2019;Grado de ocupación por plazas;50.02744680456399;A
40123;278911;2020;Grado de ocupación por plazas;51.16000000004847;A
40123;278911;2019;Grado de ocupación por plazas;62.62902983358657;A
40123;278911;2018;Grado de ocupación por plazas;57.384274189663266;A
40123;55111;2020;Grado de ocupación por plazas;40.81000000000765;A
40123;55111;2019;Grado de ocupación por plazas;47.80556888982445;A
40123;55111;2018;Grado de ocupación por plazas;47.33596128434924;A
40123;55111;2017;Grado de ocupación por plazas;46.61480121311476;A
40123;55111;2016;Grado de ocupación por plazas;46.817571427919;A
40123;55111;2015;Grado de ocupación por plazas;42.36917440821303;A
40123;55111;2014;Grado de ocupación por plazas;38.216893836153375;A
40123;55111;2013;Grado de ocupación por plazas;40.43516151084949;A
40123;55111;2011;Grado de ocupación por plazas;43.945301920684;A
40123;55111;2010;Grado de ocupación por plazas;43.71520141631672;A
40123;55111;2009;Grado de ocupación por plazas;45.83139980622528;A
40123;55112;2019;Grado de ocupación por plazas;39.56677388794488;A
40123;838202;2020;Grado de ocupación por plazas;32.41999999998632;A
40123;55113;2020;Grado de ocupación por plazas;35.86373985461551;A
40123;55113;2019;Grado de ocupación por plazas;61.871341134573136;A
40123;55113;2018;Grado de ocupación por plazas;61.43473469572523;A
40123;55113;2017;Grado de ocupación por plazas;60.81444145529273;A
40123;55113;2016;Grado de ocupación por plazas;60.350840582650825;A
40123;55113;2015;Grado de ocupación por plazas;59.29679035206336;A
40123;55113;2014;Grado de ocupación por plazas;56.43446848090136;A
40123;55113;2013;Grado de ocupación por plazas;52.161336653255646;A
40123;55113;2012;Grado de ocupación por plazas;51.23775142422304;A
40123;55113;2011;Grado de ocupación por plazas;51.99132876406786;A
40123;55113;2010;Grado de ocupación por plazas;49.67244058462798;A
40123;55113;2009;Grado de ocupación por plazas;51.141869124687574;A
40123;55113;2008;Grado de ocupación por plazas;55.4582094464508;A
40123;55114;2020;Grado de ocupación por plazas;39.17984717724968;A
40123;55114;2019;Grado de ocupación por plazas;58.48934092347041;A
40123;55114;2018;Grado de ocupación por plazas;56.84386405976962;A
40123;55114;2017;Grado de ocupación por plazas;55.69647478415812;A
40123;55114;2016;Grado de ocupación por plazas;54.951172285009314;A
40123;55114;2015;Grado de ocupación por plazas;51.66154105938217;A
40123;55114;2014;Grado de ocupación por plazas;50.635901890305576;A
40123;55114;2013;Grado de ocupación por plazas;49.207796907134025;A
40123;55114;2011;Grado de ocupación por plazas;45.41775376073529;A
40123;55114;2010;Grado de ocupación por plazas;46.462009503824625;A
40123;55114;2009;Grado de ocupación por plazas;43.10391374586967;A
40123;55114;2008;Grado de ocupación por plazas;57.78980346392675;A
40123;55115;2020;Grado de ocupación por plazas;37.7884818518998;A
40123;55115;2019;Grado de ocupación por plazas;64.1384197904074;A
40123;55115;2018;Grado de ocupación por plazas;61.027445240080525;A
40123;55115;2017;Grado de ocupación por plazas;63.198276481149804;A
40123;55115;2016;Grado de ocupación por plazas;62.784491089282156;A
40123;55115;2015;Grado de ocupación por plazas;60.77484220180217;A
40123;55115;2014;Grado de ocupación por plazas;58.410939463080226;A
40123;55115;2013;Grado de ocupación por plazas;55.94012864984083;A
40123;55115;2012;Grado de ocupación por plazas;53.58506379680006;A
40123;55115;2011;Grado de ocupación por plazas;54.56449121158278;A
40123;55115;2010;Grado de ocupación por plazas;51.74816766489655;A
40123;55115;2009;Grado de ocupación por plazas;51.687385227966544;A
40123;55115;2008;Grado de ocupación por plazas;55.954962563162844;A
40123;70676;2020;Grado de ocupación por plazas;46.41999999998077;A
40123;70676;2019;Grado de ocupación por plazas;53.73325727513674;A
40123;70676;2018;Grado de ocupación por plazas;61.34973167449635;A
40123;70676;2017;Grado de ocupación por plazas;60.17269129821263;A
40123;70676;2014;Grado de ocupación por plazas;51.110022805769404;A
40123;70676;2013;Grado de ocupación por plazas;47.84189742127731;A
40123;70676;2012;Grado de ocupación por plazas;44.83097993101544;A
40123;70676;2011;Grado de ocupación por plazas;54.95506668547417;A
40123;70676;2010;Grado de ocupación por plazas;53.05759257017782;A
40123;70677;2020;Grado de ocupación por plazas;39.07000000000702;A
40123;70677;2019;Grado de ocupación por plazas;52.74336159667392;A
40123;70677;2018;Grado de ocupación por plazas;54.143317618626526;A
40123;70677;2017;Grado de ocupación por plazas;50.33345594445308;A
40123;70677;2016;Grado de ocupación por plazas;51.88831915896601;A
40123;70677;2015;Grado de ocupación por plazas;51.045162379032654;A
40123;70677;2013;Grado de ocupación por plazas;48.01744620543755;A
40123;70678;2019;Grado de ocupación por plazas;60.831937143993336;A
40123;282055;2020;Grado de ocupación por plazas;43.91706816778087;A
40123;282055;2019;Grado de ocupación por plazas;56.46483777832418;A
40123;70679;2020;Grado de ocupación por plazas;38.90999999998938;A
40123;70679;2019;Grado de ocupación por plazas;53.50713246724145;A
40123;70679;2012;Grado de ocupación por plazas;34.88307612685631;A
40123;70679;2009;Grado de ocupación por plazas;31.040855883841665;A
40123;70679;2008;Grado de ocupación por plazas;34.806702163679404;A
40123;55117;2019;Grado de ocupación por plazas;67.56194070821115;A
40123;70680;2020;Grado de ocupación por plazas;24.139803313219353;A
40123;302612;2019;Grado de ocupación por plazas;62.36993741768743;A
40123;269776;2019;Grado de ocupación por plazas;49.52142100615778;A
40123;278109;2020;Grado de ocupación por plazas;35.1851272484903;A
40123;278109;2019;Grado de ocupación por plazas;46.47444770615415;A
40123;70681;2020;Grado de ocupación por plazas;35.249999999990024;A
40123;70681;2019;Grado de ocupación por plazas;37.70924230353227;A
40123;70681;2018;Grado de ocupación por plazas;38.22552984970273;A
40123;70681;2017;Grado de ocupación por plazas;36.286893620234494;A
40123;70681;2016;Grado de ocupación por plazas;33.71200331590352;A
40123;70681;2015;Grado de ocupación por plazas;26.782116842066067;A
40123;70681;2014;Grado de ocupación por plazas;28.25112957380827;A
40123;70681;2013;Grado de ocupación por plazas;28.364879358391253;A
40123;70681;2012;Grado de ocupación por plazas;29.790222642093987;A
40123;70681;2011;Grado de ocupación por plazas;28.12194175975979;A
40123;70681;2010;Grado de ocupación por plazas;26.710487688977494;A
40123;269777;2020;Grado de ocupación por plazas;35.49869567480131;A
40123;269777;2019;Grado de ocupación por plazas;32.3918533150146;A
40123;70682;2020;Grado de ocupación por plazas;31.70061540437083;A
40123;70682;2019;Grado de ocupación por plazas;47.92133302818313;A
40123;70682;2012;Grado de ocupación por plazas;39.275455893213795;A
40123;70682;2010;Grado de ocupación por plazas;38.92440039551451;A
40123;70682;2009;Grado de ocupación por plazas;41.16451427372688;A
40123;70682;2008;Grado de ocupación por plazas;47.15703202201612;A
40123;70683;2020;Grado de ocupación por plazas;27.56000000001971;A
40123;70683;2019;Grado de ocupación por plazas;40.794277747288305;A
40123;70683;2018;Grado de ocupación por plazas;40.526085727562105;A
40123;70683;2017;Grado de ocupación por plazas;39.87233945745149;A
40123;70683;2016;Grado de ocupación por plazas;38.25358517205487;A
40123;70683;2015;Grado de ocupación por plazas;35.90082027538778;A
40123;70683;2014;Grado de ocupación por plazas;37.047732278702945;A
40123;70683;2013;Grado de ocupación por plazas;32.94398368644148;A
40123;70683;2012;Grado de ocupación por plazas;29.925530974542045;A
40123;70684;2020;Grado de ocupación por plazas;26.95000000000895;A
40123;70684;2019;Grado de ocupación por plazas;51.77041377618599;A
40123;70684;2018;Grado de ocupación por plazas;47.079530397459585;A
40123;70684;2014;Grado de ocupación por plazas;40.654386477761186;A
40123;70684;2013;Grado de ocupación por plazas;36.59906245372491;A
40123;70684;2012;Grado de ocupación por plazas;36.1862562367712;A
40123;70685;2020;Grado de ocupación por plazas;41.499999999996625;A
40123;70685;2019;Grado de ocupación por plazas;75.74271709519613;A
40123;70685;2018;Grado de ocupación por plazas;66.61208422705705;A
40123;70685;2017;Grado de ocupación por plazas;72.57867493309493;A
40123;70685;2016;Grado de ocupación por plazas;70.81783588243063;A
40123;70685;2015;Grado de ocupación por plazas;66.10405337342178;A
40123;70685;2014;Grado de ocupación por plazas;66.24739714966273;A
40123;70685;2013;Grado de ocupación por plazas;66.63081332136935;A
40123;70685;2011;Grado de ocupación por plazas;69.65896467502661;A
40123;70685;2010;Grado de ocupación por plazas;59.62555613293126;A
40123;70685;2009;Grado de ocupación por plazas;56.882046257981365;A
40123;70685;2008;Grado de ocupación por plazas;65.82615313701592;A
40123;70686;2020;Grado de ocupación por plazas;29.870000000003394;A
40123;70686;2019;Grado de ocupación por plazas;60.70699872269787;A
40123;70686;2018;Grado de ocupación por plazas;64.76837658537345;A
40123;70686;2017;Grado de ocupación por plazas;69.64678476425986;A
40123;70686;2016;Grado de ocupación por plazas;65.53374842453816;A
40123;70686;2015;Grado de ocupación por plazas;64.64369151018522;A
40123;70686;2014;Grado de ocupación por plazas;53.99725169173605;A
40123;70686;2013;Grado de ocupación por plazas;47.15758848170721;A
40123;70686;2009;Grado de ocupación por plazas;42.45482630520532;A
40123;70686;2008;Grado de ocupación por plazas;45.90720024361774;A
40123;70687;2020;Grado de ocupación por plazas;30.64999999999813;A
40123;70687;2019;Grado de ocupación por plazas;62.68683340934317;A
40123;70687;2018;Grado de ocupación por plazas;62.54213407562535;A
40123;70687;2017;Grado de ocupación por plazas;64.79392098634186;A
40123;70687;2016;Grado de ocupación por plazas;64.9095890120256;A
40123;70687;2015;Grado de ocupación por plazas;60.481710149936774;A
40123;70687;2014;Grado de ocupación por plazas;57.109167124836624;A
40123;70687;2013;Grado de ocupación por plazas;53.99338729118041;A
40123;70687;2012;Grado de ocupación por plazas;52.88859965869345;A
40123;70687;2011;Grado de ocupación por plazas;54.31807462346092;A
40123;70687;2010;Grado de ocupación por plazas;56.03007634107201;A
40123;70687;2009;Grado de ocupación por plazas;54.13315753396664;A
40123;70687;2008;Grado de ocupación por plazas;62.01095913679318;A
40123;70688;2020;Grado de ocupación por plazas;31.43947585712959;A
40123;70688;2019;Grado de ocupación por plazas;65.08504214546082;A
40123;70688;2018;Grado de ocupación por plazas;64.32112524957091;A
40123;70688;2017;Grado de ocupación por plazas;65.65938966672424;A
40123;70688;2016;Grado de ocupación por plazas;64.8789964165799;A
40123;70688;2015;Grado de ocupación por plazas;62.46610446403134;A
40123;70688;2014;Grado de ocupación por plazas;59.79864780772687;A
40123;70688;2013;Grado de ocupación por plazas;55.88010285569855;A
40123;70688;2012;Grado de ocupación por plazas;52.271794156441175;A
40123;70688;2011;Grado de ocupación por plazas;50.6456048571696;A
40123;70688;2010;Grado de ocupación por plazas;47.73978455881287;A
40123;70688;2009;Grado de ocupación por plazas;44.79004879263477;A
40123;70688;2008;Grado de ocupación por plazas;48.91391528059853;A
40123;55120;2020;Grado de ocupación por plazas;31.045727047125048;A
40123;55120;2019;Grado de ocupación por plazas;52.940471515586424;A
40123;55120;2018;Grado de ocupación por plazas;51.583764138011645;A
40123;55120;2017;Grado de ocupación por plazas;53.13490162758272;A
40123;55120;2016;Grado de ocupación por plazas;53.580767829801374;A
40123;55120;2015;Grado de ocupación por plazas;54.15016402768568;A
40123;55120;2014;Grado de ocupación por plazas;51.520802055870774;A
40123;55120;2013;Grado de ocupación por plazas;50.8619091825476;A
40123;55120;2012;Grado de ocupación por plazas;48.83978203202474;A
40123;55120;2011;Grado de ocupación por plazas;49.27913843998483;A
40123;55120;2010;Grado de ocupación por plazas;44.35442703627605;A
40123;55120;2009;Grado de ocupación por plazas;42.285459962086605;A
40123;55120;2008;Grado de ocupación por plazas;48.74237786798468;A
40123;70689;2020;Grado de ocupación por plazas;40.06933582817287;A
40123;70689;2019;Grado de ocupación por plazas;63.0685340695386;A
40123;70689;2018;Grado de ocupación por plazas;63.28425330470361;A
40123;70689;2017;Grado de ocupación por plazas;63.12575803475955;A
40123;70689;2016;Grado de ocupación por plazas;63.361455267596334;A
40123;70689;2015;Grado de ocupación por plazas;60.45475625179626;A
40123;70689;2014;Grado de ocupación por plazas;54.90025725687012;A
40123;70689;2013;Grado de ocupación por plazas;56.19994348839752;A
40123;70689;2012;Grado de ocupación por plazas;51.39597171963536;A
40123;70689;2011;Grado de ocupación por plazas;52.641201517652284;A
40123;70689;2010;Grado de ocupación por plazas;51.235396231475605;A
40123;70689;2009;Grado de ocupación por plazas;50.54908869653354;A
40123;70689;2008;Grado de ocupación por plazas;54.93455168814778;A
40123;55121;2020;Grado de ocupación por plazas;31.069999999995254;A
40123;55121;2019;Grado de ocupación por plazas;50.159668315747425;A
40123;55121;2018;Grado de ocupación por plazas;50.413374891969404;A
40123;55121;2017;Grado de ocupación por plazas;57.64802810423;A
40123;55121;2016;Grado de ocupación por plazas;51.06093244111735;A
40123;55121;2015;Grado de ocupación por plazas;53.90434903868444;A
40123;55121;2014;Grado de ocupación por plazas;48.61500833180957;A
40123;55121;2013;Grado de ocupación por plazas;45.45710975686384;A
40123;55121;2012;Grado de ocupación por plazas;44.371947530996444;A
40123;55121;2010;Grado de ocupación por plazas;35.96906301993453;A
40123;55121;2009;Grado de ocupación por plazas;36.2085787479254;A
40123;55121;2008;Grado de ocupación por plazas;42.62090658589913;A
40123;70690;2020;Grado de ocupación por plazas;35.04430873462403;A
40123;70690;2019;Grado de ocupación por plazas;71.8940039257129;A
40123;70690;2018;Grado de ocupación por plazas;74.11912383696354;A
40123;70690;2017;Grado de ocupación por plazas;74.86263165941011;A
40123;70690;2016;Grado de ocupación por plazas;77.16038062526752;A
40123;70690;2015;Grado de ocupación por plazas;73.18794319085532;A
40123;70690;2014;Grado de ocupación por plazas;72.60188405019613;A
40123;70690;2013;Grado de ocupación por plazas;73.83882268712703;A
40123;70690;2012;Grado de ocupación por plazas;69.83794177403611;A
40123;70690;2011;Grado de ocupación por plazas;64.10060741353011;A
40123;70690;2010;Grado de ocupación por plazas;61.30703839870234;A
40123;70690;2009;Grado de ocupación por plazas;63.48599939298846;A
40123;70690;2008;Grado de ocupación por plazas;67.12178765365269;A
40123;55122;2019;Grado de ocupación por plazas;55.13232211202885;A
40123;70691;2020;Grado de ocupación por plazas;36.60663683138429;A
40123;70691;2019;Grado de ocupación por plazas;69.18742582020347;A
40123;70691;2018;Grado de ocupación por plazas;67.56533416264989;A
40123;70691;2017;Grado de ocupación por plazas;65.35155157476795;A
40123;70691;2016;Grado de ocupación por plazas;62.65263854124766;A
40123;70691;2015;Grado de ocupación por plazas;60.064352085781145;A
40123;70691;2014;Grado de ocupación por plazas;55.702626999648565;A
40123;70691;2013;Grado de ocupación por plazas;52.062432212155684;A
40123;70691;2012;Grado de ocupación por plazas;51.9438829961055;A
40123;70691;2011;Grado de ocupación por plazas;54.248829334411255;A
40123;70691;2010;Grado de ocupación por plazas;50.23054758063845;A
40123;70691;2009;Grado de ocupación por plazas;48.516112946394976;A
40123;70691;2008;Grado de ocupación por plazas;51.8371519144286;A
40124;70665;2021;Grado de ocupación por plazas;48.36596287679006;A
40124;55107;2021;Grado de ocupación por plazas;40.91238427192035;A
40124;55108;2021;Grado de ocupación por plazas;47.33060712907026;A
40124;70667;2021;Grado de ocupación por plazas;49.842557956221434;A
40124;70669;2021;Grado de ocupación por plazas;36.458353166405495;A
40124;55109;2021;Grado de ocupación por plazas;56.713295608392656;A
40124;70671;2021;Grado de ocupación por plazas;51.13105085561562;A
40124;70672;2021;Grado de ocupación por plazas;61.11041055556373;A
40124;70673;2021;Grado de ocupación por plazas;61.481763255052165;A
40124;55110;2021;Grado de ocupación por plazas;56.67903925556876;A
40124;70674;2021;Grado de ocupación por plazas;45.0164087954125;A
40124;70675;2021;Grado de ocupación por plazas;43.84928919508156;A
40124;278910;2021;Grado de ocupación por plazas;50.44948331896045;A
40124;55111;2021;Grado de ocupación por plazas;51.997478897910725;A
40124;55113;2021;Grado de ocupación por plazas;40.185083212688326;A
40124;55114;2021;Grado de ocupación por plazas;49.64725803067752;A
40124;55115;2021;Grado de ocupación por plazas;46.72499502701392;A
40124;70676;2021;Grado de ocupación por plazas;26.800234548454736;A
40124;70679;2021;Grado de ocupación por plazas;45.804999427702725;A
40124;278109;2021;Grado de ocupación por plazas;38.92032769762902;A
40124;70681;2021;Grado de ocupación por plazas;37.55735311461219;A
40124;269777;2021;Grado de ocupación por plazas;36.58418847430066;A
40124;70682;2021;Grado de ocupación por plazas;41.2566688871458;A
40124;70683;2021;Grado de ocupación por plazas;36.26948053146362;A
40124;70684;2021;Grado de ocupación por plazas;31.04718757341451;A
40124;70685;2021;Grado de ocupación por plazas;57.32106292527575;A
40124;70686;2021;Grado de ocupación por plazas;54.81791364175643;A
40124;70687;2021;Grado de ocupación por plazas;38.31338477125445;A
40124;70688;2021;Grado de ocupación por plazas;46.49795994803547;A
40124;55120;2021;Grado de ocupación por plazas;44.64306057700708;A
40124;70689;2021;Grado de ocupación por plazas;51.838587872856216;A
40124;55121;2021;Grado de ocupación por plazas;38.964172698042375;A
40124;70690;2021;Grado de ocupación por plazas;53.45809066470341;A
40124;55122;2021;Grado de ocupación por plazas;44.94758265809558;A
40124;70691;2021;Grado de ocupación por plazas;43.743258418319456;A
40123;70665;2020;Gracdo de ocupación por plazas de fin de semana;43.46999999999593;A
40123;70665;2019;Gracdo de ocupación por plazas de fin de semana;65.70500037679781;A
40123;70665;2018;Gracdo de ocupación por plazas de fin de semana;66.5579371511164;A
40123;70665;2017;Gracdo de ocupación por plazas de fin de semana;67.49932359694478;A
40123;70665;2016;Gracdo de ocupación por plazas de fin de semana;60.05786033862261;A
40123;70665;2015;Gracdo de ocupación por plazas de fin de semana;58.165248931694784;A
40123;70665;2014;Gracdo de ocupación por plazas de fin de semana;52.67099756984072;A
40123;70665;2013;Gracdo de ocupación por plazas de fin de semana;47.69368790810356;A
40123;70665;2012;Gracdo de ocupación por plazas de fin de semana;43.86198625300238;A
40123;70665;2011;Gracdo de ocupación por plazas de fin de semana;48.79047378826172;A
40123;70665;2010;Gracdo de ocupación por plazas de fin de semana;47.6786755518308;A
40123;70665;2009;Gracdo de ocupación por plazas de fin de semana;46.96523138187112;A
40123;70665;2008;Gracdo de ocupación por plazas de fin de semana;30.893263916377514;A
40123;70666;2020;Gracdo de ocupación por plazas de fin de semana;28.500000000015547;A
40123;70666;2018;Gracdo de ocupación por plazas de fin de semana;31.22488508814461;A
40123;70666;2017;Gracdo de ocupación por plazas de fin de semana;37.040717790545706;A
40123;70666;2015;Gracdo de ocupación por plazas de fin de semana;32.20378276738218;A
40123;70666;2014;Gracdo de ocupación por plazas de fin de semana;30.185548720790653;A
40123;70666;2013;Gracdo de ocupación por plazas de fin de semana;24.87876790964537;A
40123;70668;2020;Gracdo de ocupación por plazas de fin de semana;18.870000000005422;A
40123;70668;2019;Gracdo de ocupación por plazas de fin de semana;52.22188363917513;A
40123;70668;2014;Gracdo de ocupación por plazas de fin de semana;43.43750696796199;A
40123;55107;2020;Gracdo de ocupación por plazas de fin de semana;35.59999999999725;A
40123;55107;2019;Gracdo de ocupación por plazas de fin de semana;49.007502414988515;A
40123;55107;2018;Gracdo de ocupación por plazas de fin de semana;49.55069917967946;A
40123;55107;2017;Gracdo de ocupación por plazas de fin de semana;47.65411928744878;A
40123;55107;2016;Gracdo de ocupación por plazas de fin de semana;46.39157547080587;A
40123;55107;2015;Gracdo de ocupación por plazas de fin de semana;50.17913257885103;A
40123;55107;2014;Gracdo de ocupación por plazas de fin de semana;46.2854472255581;A
40123;55107;2013;Gracdo de ocupación por plazas de fin de semana;44.671052922851324;A
40123;55107;2012;Gracdo de ocupación por plazas de fin de semana;45.681318925745856;A
40123;55107;2011;Gracdo de ocupación por plazas de fin de semana;46.23721963696342;A
40123;55107;2010;Gracdo de ocupación por plazas de fin de semana;45.319425151375064;A
40123;55107;2008;Gracdo de ocupación por plazas de fin de semana;38.324380998761534;A
40123;55108;2020;Gracdo de ocupación por plazas de fin de semana;47.77999999997845;A
40123;55108;2019;Gracdo de ocupación por plazas de fin de semana;55.97843342265163;A
40123;55108;2018;Gracdo de ocupación por plazas de fin de semana;53.32813875929595;A
40123;55108;2017;Gracdo de ocupación por plazas de fin de semana;53.580036321948555;A
40123;55108;2016;Gracdo de ocupación por plazas de fin de semana;53.55168725103563;A
40123;55108;2015;Gracdo de ocupación por plazas de fin de semana;47.74668050190226;A
40123;55108;2014;Gracdo de ocupación por plazas de fin de semana;46.21732321746071;A
40123;55108;2013;Gracdo de ocupación por plazas de fin de semana;41.844414575347464;A
40123;55108;2011;Gracdo de ocupación por plazas de fin de semana;34.87142929208779;A
40123;55108;2010;Gracdo de ocupación por plazas de fin de semana;36.58145138296732;A
40123;55108;2009;Gracdo de ocupación por plazas de fin de semana;38.78930375700879;A
40123;55108;2008;Gracdo de ocupación por plazas de fin de semana;32.142844305908206;A
40123;70667;2020;Gracdo de ocupación por plazas de fin de semana;36.93185242595873;A
40123;70667;2019;Gracdo de ocupación por plazas de fin de semana;61.364508336763485;A
40123;70667;2018;Gracdo de ocupación por plazas de fin de semana;62.74118325618158;A
40123;70667;2017;Gracdo de ocupación por plazas de fin de semana;62.43177824728036;A
40123;70667;2016;Gracdo de ocupación por plazas de fin de semana;63.68289410757499;A
40123;70667;2015;Gracdo de ocupación por plazas de fin de semana;57.838682615255586;A
40123;70667;2014;Gracdo de ocupación por plazas de fin de semana;55.798079632959684;A
40123;70667;2013;Gracdo de ocupación por plazas de fin de semana;53.394741705817424;A
40123;70667;2012;Gracdo de ocupación por plazas de fin de semana;51.26337584476943;A
40123;70667;2011;Gracdo de ocupación por plazas de fin de semana;49.08774305843087;A
40123;70667;2010;Gracdo de ocupación por plazas de fin de semana;54.26099598279668;A
40123;70667;2009;Gracdo de ocupación por plazas de fin de semana;52.81677009571302;A
40123;70667;2008;Gracdo de ocupación por plazas de fin de semana;33.4807566669533;A
40123;269774;2020;Gracdo de ocupación por plazas de fin de semana;25.219999999997746;A
40123;269774;2019;Gracdo de ocupación por plazas de fin de semana;50.71623146517827;A
40123;70669;2020;Gracdo de ocupación por plazas de fin de semana;42.27000000000037;A
40123;70669;2019;Gracdo de ocupación por plazas de fin de semana;58.24816954630257;A
40123;70669;2018;Gracdo de ocupación por plazas de fin de semana;58.750317999299426;A
40123;70669;2017;Gracdo de ocupación por plazas de fin de semana;57.678517583981076;A
40123;70669;2013;Gracdo de ocupación por plazas de fin de semana;37.50239323871474;A
40123;70669;2012;Gracdo de ocupación por plazas de fin de semana;32.92413535172436;A
40123;70669;2011;Gracdo de ocupación por plazas de fin de semana;28.716929368624772;A
40123;70669;2010;Gracdo de ocupación por plazas de fin de semana;32.471226228157306;A
40123;70669;2009;Gracdo de ocupación por plazas de fin de semana;35.33052819626663;A
40123;70669;2008;Gracdo de ocupación por plazas de fin de semana;27.650687473910814;A
40123;70670;2020;Gracdo de ocupación por plazas de fin de semana;27.507030123404014;A
40123;70670;2019;Gracdo de ocupación por plazas de fin de semana;40.97024387297303;A
40123;70670;2018;Gracdo de ocupación por plazas de fin de semana;40.27972700933976;A
40123;70670;2017;Gracdo de ocupación por plazas de fin de semana;42.489319150285894;A
40123;70670;2016;Gracdo de ocupación por plazas de fin de semana;32.052118204166014;A
40123;70670;2015;Gracdo de ocupación por plazas de fin de semana;31.41787298249151;A
40123;70670;2014;Gracdo de ocupación por plazas de fin de semana;31.658343377201515;A
40123;70670;2013;Gracdo de ocupación por plazas de fin de semana;31.895713769036785;A
40123;70670;2012;Gracdo de ocupación por plazas de fin de semana;21.72846207185512;A
40123;70670;2011;Gracdo de ocupación por plazas de fin de semana;23.604153481847238;A
40123;70670;2009;Gracdo de ocupación por plazas de fin de semana;22.70051179692393;A
40123;70670;2008;Gracdo de ocupación por plazas de fin de semana;17.937401474298774;A
40123;55109;2020;Gracdo de ocupación por plazas de fin de semana;60.08999999997002;A
40123;55109;2019;Gracdo de ocupación por plazas de fin de semana;67.58416668354369;A
40123;55109;2018;Gracdo de ocupación por plazas de fin de semana;66.92270100067789;A
40123;55109;2017;Gracdo de ocupación por plazas de fin de semana;63.466304669897646;A
40123;55109;2016;Gracdo de ocupación por plazas de fin de semana;61.41782174738655;A
40123;55109;2015;Gracdo de ocupación por plazas de fin de semana;51.226622155068654;A
40123;55109;2014;Gracdo de ocupación por plazas de fin de semana;49.72055311635024;A
40123;55109;2013;Gracdo de ocupación por plazas de fin de semana;44.99271985026147;A
40123;70671;2020;Gracdo de ocupación por plazas de fin de semana;50.38000000001021;A
40123;70671;2019;Gracdo de ocupación por plazas de fin de semana;72.28476811763773;A
40123;70671;2018;Gracdo de ocupación por plazas de fin de semana;66.63470344580456;A
40123;70671;2017;Gracdo de ocupación por plazas de fin de semana;68.41934227752922;A
