D_ESTADO_DATO_0;D_TERRITORIO_0;D_CAT_HOTELES_0;D_TEMPORAL_0;D_RESITUR_0;INDICATOR;OBS_VALUE;FREQ
40124;3142;264447;2021;55565;Viajeros;809399.562898558;A
40124;3142;264447;2021;55697;Viajeros;390206.378341255;A
40124;3142;264446;2021;55698;Viajeros;290770.259015811;A
40124;3142;264446;2021;55565;Viajeros;202945.191554349;A
40124;3142;264446;2021;55697;Viajeros;87825.067461462;A
40124;3142;62148;2021;55698;Viajeros;68905.159082685;A
40124;3142;62148;2021;55565;Viajeros;50968.876905013;A
40124;3142;62148;2021;55697;Viajeros;17936.282177672;A
40124;3142;62145;2021;55698;Viajeros;57231.943818424;A
40124;3142;62145;2021;55565;Viajeros;38708.130270213;A
40124;3142;62145;2021;55697;Viajeros;18523.813548211;A
40124;3142;264450;2021;55698;Viajeros;69979.459592356;A
40124;3142;264450;2021;55565;Viajeros;50831.089665204;A
40124;3142;264450;2021;55697;Viajeros;19148.369927152;A
40124;3142;264449;2021;55698;Viajeros;107183.412134722;A
40124;3142;264449;2021;55565;Viajeros;80993.476054828;A
40124;3142;264449;2021;55697;Viajeros;26189.936079894;A
40124;3142;62149;2021;55698;Viajeros;1793676.174883811;A
40124;3142;62149;2021;55565;Viajeros;1233846.327348165;A
40124;3142;62149;2021;55697;Viajeros;559829.847535646;A
40123;3143;264447;2020;55698;Pernoctaciones;10488152;A
40123;3143;264447;2020;55565;Pernoctaciones;6923388.609583223;A
40123;3143;264447;2020;55697;Pernoctaciones;3564763.651397688;A
40123;3143;264447;2019;55698;Pernoctaciones;36188365;A
40123;3143;264447;2019;55565;Pernoctaciones;15664910;A
40123;3143;264447;2019;55697;Pernoctaciones;20523454;A
40123;3143;264447;2018;55698;Pernoctaciones;35686345;A
40123;3143;264447;2018;55565;Pernoctaciones;15055956;A
40123;3143;264447;2018;55697;Pernoctaciones;20630389;A
40123;3143;264447;2017;55698;Pernoctaciones;35478400;A
40123;3143;264447;2017;55565;Pernoctaciones;14283558;A
40123;3143;264447;2017;55697;Pernoctaciones;21194842;A
40123;3143;264447;2016;55698;Pernoctaciones;34666130;A
40123;3143;264447;2016;55565;Pernoctaciones;14613508;A
40123;3143;264447;2016;55697;Pernoctaciones;20052623;A
40123;3143;264447;2015;55698;Pernoctaciones;31841918;A
40123;3143;264447;2015;55565;Pernoctaciones;14350644;A
40123;3143;264447;2015;55697;Pernoctaciones;17491274;A
40123;3143;264447;2014;55698;Pernoctaciones;28955739;A
40123;3143;264447;2014;55565;Pernoctaciones;13533237;A
40123;3143;264447;2014;55697;Pernoctaciones;15422501;A
40123;3143;264447;2013;55698;Pernoctaciones;27163709;A
40123;3143;264447;2013;55565;Pernoctaciones;12643556;A
40123;3143;264447;2013;55697;Pernoctaciones;14520153;A
40123;3143;264447;2012;55698;Pernoctaciones;26040953;A
40123;3143;264447;2012;55565;Pernoctaciones;12521323;A
40123;3143;264447;2012;55697;Pernoctaciones;13519629;A
40123;3143;264447;2011;55698;Pernoctaciones;26604728;A
40123;3143;264447;2011;55565;Pernoctaciones;13470629;A
40123;3143;264447;2011;55697;Pernoctaciones;13134098;A
40123;3143;264447;2010;55698;Pernoctaciones;25525901;A
40123;3143;264447;2010;55565;Pernoctaciones;13622185;A
40123;3143;264447;2010;55697;Pernoctaciones;11903716;A
40123;3143;264447;2009;55698;Pernoctaciones;24453787;A
40123;3143;264447;2009;55565;Pernoctaciones;13163199;A
40123;3143;264447;2009;55697;Pernoctaciones;11290587;A
40123;3143;264447;2008;55698;Pernoctaciones;25147640;A
40123;3143;264447;2008;55565;Pernoctaciones;12636821;A
40123;3143;264447;2008;55697;Pernoctaciones;12510819;A
40123;3143;264446;2020;55698;Pernoctaciones;3222096.78792572;A
40123;3143;264446;2020;55565;Pernoctaciones;2096498.492258228;A
40123;3143;264446;2020;55697;Pernoctaciones;1125598.295667492;A
40123;3143;264446;2019;55698;Pernoctaciones;10619485;A
40123;3143;264446;2019;55565;Pernoctaciones;5134635.449479952;A
40123;3143;264446;2019;55697;Pernoctaciones;5484849.945440601;A
40123;3143;264446;2018;55698;Pernoctaciones;9775327.985786088;A
40123;3143;264446;2018;55565;Pernoctaciones;4714684.07066438;A
40123;3143;264446;2018;55697;Pernoctaciones;5060643.915121708;A
40123;3143;264446;2017;55698;Pernoctaciones;9545813.8425424;A
40123;3143;264446;2017;55565;Pernoctaciones;4551900.936366633;A
40123;3143;264446;2017;55697;Pernoctaciones;4993912.906175767;A
40123;3143;264446;2016;55698;Pernoctaciones;9947784.185905991;A
40123;3143;264446;2016;55565;Pernoctaciones;5249654.5924496;A
40123;3143;264446;2016;55697;Pernoctaciones;4698129.593456391;A
40123;3143;264446;2015;55698;Pernoctaciones;9557735.19316944;A
40123;3143;264446;2015;55565;Pernoctaciones;5233822.912749043;A
40123;3143;264446;2015;55697;Pernoctaciones;4323912.280420396;A
40123;3143;264446;2014;55698;Pernoctaciones;10046731;A
40123;3143;264446;2014;55565;Pernoctaciones;5554046.87529562;A
40123;3143;264446;2014;55697;Pernoctaciones;4492684.556726551;A
40123;3143;264446;2013;55698;Pernoctaciones;9972156.26;A
40123;3143;264446;2013;55565;Pernoctaciones;5442382.8;A
40123;3143;264446;2013;55697;Pernoctaciones;4529773.46;A
40123;3143;264446;2012;55698;Pernoctaciones;9311739.69;A
40123;3143;264446;2012;55565;Pernoctaciones;4888925.76;A
40123;3143;264446;2012;55697;Pernoctaciones;4422813.93;A
40123;3143;264446;2011;55698;Pernoctaciones;9592913.3;A
40123;3143;264446;2011;55565;Pernoctaciones;5426371.98;A
40123;3143;264446;2011;55697;Pernoctaciones;4166541.32;A
40123;3143;264446;2010;55698;Pernoctaciones;9516740.82;A
40123;3143;264446;2010;55565;Pernoctaciones;6129148.81;A
40123;3143;264446;2010;55697;Pernoctaciones;3387592.01;A
40123;3143;264446;2009;55698;Pernoctaciones;10235638;A
40123;3143;264446;2009;55565;Pernoctaciones;5953638.92;A
40123;3143;264446;2009;55697;Pernoctaciones;4281998.95;A
40123;3143;264446;2008;55698;Pernoctaciones;11640630;A
40123;3143;264446;2008;55565;Pernoctaciones;6470787.57;A
40123;3143;264446;2008;55697;Pernoctaciones;5169842.64;A
40123;3143;62148;2020;55698;Pernoctaciones;992604.94982808;A
40123;3143;62148;2020;55565;Pernoctaciones;741714.233971754;A
40123;3143;62148;2020;55697;Pernoctaciones;250890.715856326;A
40123;3143;62148;2019;55698;Pernoctaciones;2712767.855462856;A
40123;3143;62148;2019;55565;Pernoctaciones;1670422.885629271;A
40123;3143;62148;2019;55697;Pernoctaciones;1042344.969833585;A
40123;3143;62148;2018;55698;Pernoctaciones;2749656.126377559;A
40123;3143;62148;2018;55565;Pernoctaciones;1679314.48346519;A
40123;3143;62148;2018;55697;Pernoctaciones;1070341.642912369;A
40123;3143;62148;2017;55698;Pernoctaciones;2579527.014636757;A
40123;3143;62148;2017;55565;Pernoctaciones;1596920.240607138;A
40123;3143;62148;2017;55697;Pernoctaciones;982606.774029619;A
40123;3143;62148;2016;55698;Pernoctaciones;2371681.786013514;A
40123;3143;62148;2016;55565;Pernoctaciones;1469626.673085575;A
40123;3143;62148;2016;55697;Pernoctaciones;902055.112927939;A
40123;3143;62148;2015;55698;Pernoctaciones;2244942.814501128;A
40123;3143;62148;2015;55565;Pernoctaciones;1423156.637557927;A
40123;3143;62148;2015;55697;Pernoctaciones;821786.176943201;A
40123;3143;62148;2014;55698;Pernoctaciones;2275463.108084048;A
40123;3143;62148;2014;55565;Pernoctaciones;1440431.607736687;A
40123;3143;62148;2014;55697;Pernoctaciones;835031.500347361;A
40123;3143;62148;2013;55698;Pernoctaciones;2430979.68;A
40123;3143;62148;2013;55565;Pernoctaciones;1549614.78;A
40123;3143;62148;2013;55697;Pernoctaciones;881364.9;A
40123;3143;62148;2012;55698;Pernoctaciones;2451675.6;A
40123;3143;62148;2012;55565;Pernoctaciones;1607002.29;A
40123;3143;62148;2012;55697;Pernoctaciones;844673.31;A
40123;3143;62148;2011;55698;Pernoctaciones;2654968.13;A
40123;3143;62148;2011;55565;Pernoctaciones;1768921.16;A
40123;3143;62148;2011;55697;Pernoctaciones;886046.97;A
40123;3143;62148;2010;55698;Pernoctaciones;2457635.31;A
40123;3143;62148;2010;55565;Pernoctaciones;1644037.4;A
40123;3143;62148;2010;55697;Pernoctaciones;813597.91;A
40123;3143;62148;2009;55698;Pernoctaciones;2252865.23;A
40123;3143;62148;2009;55565;Pernoctaciones;1543715.32;A
40123;3143;62148;2009;55697;Pernoctaciones;709149.91;A
40123;3143;62148;2008;55698;Pernoctaciones;2921731.33;A
40123;3143;62148;2008;55565;Pernoctaciones;1849501.37;A
40123;3143;62148;2008;55697;Pernoctaciones;1072229.96;A
40123;3143;62145;2020;55698;Pernoctaciones;422890.371512691;A
40123;3143;62145;2020;55565;Pernoctaciones;318975.226030939;A
40123;3143;62145;2020;55697;Pernoctaciones;103915.145481752;A
40123;3143;62145;2019;55698;Pernoctaciones;1006720.376651045;A
40123;3143;62145;2019;55565;Pernoctaciones;620563.523925278;A
40123;3143;62145;2019;55697;Pernoctaciones;386156.852725767;A
40123;3143;62145;2018;55698;Pernoctaciones;970641.400241692;A
40123;3143;62145;2018;55565;Pernoctaciones;599030.498565675;A
40123;3143;62145;2018;55697;Pernoctaciones;371610.901676017;A
40123;3143;62145;2017;55698;Pernoctaciones;938111.144916836;A
40123;3143;62145;2017;55565;Pernoctaciones;570427.926415464;A
40123;3143;62145;2017;55697;Pernoctaciones;367683.218501372;A
40123;3143;62145;2016;55698;Pernoctaciones;880307.475752081;A
40123;3143;62145;2016;55565;Pernoctaciones;505145.617995988;A
40123;3143;62145;2016;55697;Pernoctaciones;375161.857756093;A
40123;3143;62145;2015;55698;Pernoctaciones;815460.267437407;A
40123;3143;62145;2015;55565;Pernoctaciones;501520.499357897;A
40123;3143;62145;2015;55697;Pernoctaciones;313939.76807951;A
40123;3143;62145;2014;55698;Pernoctaciones;686152.756623375;A
40123;3143;62145;2014;55565;Pernoctaciones;409809.515204811;A
40123;3143;62145;2014;55697;Pernoctaciones;276343.241418564;A
40123;3143;62145;2013;55698;Pernoctaciones;635919.07;A
40123;3143;62145;2013;55565;Pernoctaciones;399249.16;A
40123;3143;62145;2013;55697;Pernoctaciones;236669.91;A
40123;3143;62145;2012;55698;Pernoctaciones;661561.58;A
40123;3143;62145;2012;55565;Pernoctaciones;421636.57;A
40123;3143;62145;2012;55697;Pernoctaciones;239925.01;A
40123;3143;62145;2011;55698;Pernoctaciones;738913.15;A
40123;3143;62145;2011;55565;Pernoctaciones;488271.74;A
40123;3143;62145;2011;55697;Pernoctaciones;250641.41;A
40123;3143;62145;2010;55698;Pernoctaciones;749169.92;A
40123;3143;62145;2010;55565;Pernoctaciones;503405.76;A
40123;3143;62145;2010;55697;Pernoctaciones;245764.16;A
40123;3143;62145;2009;55698;Pernoctaciones;793978.0;A
40123;3143;62145;2009;55565;Pernoctaciones;542058.24;A
40123;3143;62145;2009;55697;Pernoctaciones;251919.76;A
40123;3143;62145;2008;55698;Pernoctaciones;921773.5;A
40123;3143;62145;2008;55565;Pernoctaciones;616226.99;A
40123;3143;62145;2008;55697;Pernoctaciones;305546.51;A
40123;3143;264450;2020;55698;Pernoctaciones;707431.199478711;A
40123;3143;264450;2020;55565;Pernoctaciones;522912.596198307;A
40123;3143;264450;2020;55697;Pernoctaciones;184518.603280404;A
40123;3143;264450;2019;55698;Pernoctaciones;1822163.215863601;A
40123;3143;264450;2019;55565;Pernoctaciones;1037916.771243392;A
40123;3143;264450;2019;55697;Pernoctaciones;784246.444620209;A
40123;3143;264450;2018;55698;Pernoctaciones;1739053.905568297;A
40123;3143;264450;2018;55565;Pernoctaciones;1019038.313234335;A
40123;3143;264450;2018;55697;Pernoctaciones;720015.592333962;A
40123;3143;264450;2017;55698;Pernoctaciones;1669292.350423256;A
40123;3143;264450;2017;55565;Pernoctaciones;983289.378914249;A
40123;3143;264450;2017;55697;Pernoctaciones;686002.971509007;A
40123;3143;264450;2016;55698;Pernoctaciones;1536690.30556502;A
40123;3143;264450;2016;55565;Pernoctaciones;943705.227650585;A
40123;3143;264450;2016;55697;Pernoctaciones;592985.077914435;A
40123;3143;264450;2015;55698;Pernoctaciones;1414512.603718845;A
40123;3143;264450;2015;55565;Pernoctaciones;909611.351495866;A
40123;3143;264450;2015;55697;Pernoctaciones;504901.252222979;A
40123;3143;264450;2014;55698;Pernoctaciones;1418345.804385137;A
40123;3143;264450;2014;55565;Pernoctaciones;922274.999764692;A
40123;3143;264450;2014;55697;Pernoctaciones;496070.804620445;A
40123;3143;264450;2013;55698;Pernoctaciones;1302180.28;A
40123;3143;264450;2013;55565;Pernoctaciones;792727.81;A
40123;3143;264450;2013;55697;Pernoctaciones;509452.47;A
40123;3143;264450;2012;55698;Pernoctaciones;1215255.82;A
40123;3143;264450;2012;55565;Pernoctaciones;753404.07;A
40123;3143;264450;2012;55697;Pernoctaciones;461851.75;A
40123;3143;264450;2011;55698;Pernoctaciones;1238444.39;A
40123;3143;264450;2011;55565;Pernoctaciones;820046.28;A
40123;3143;264450;2011;55697;Pernoctaciones;418398.11;A
40123;3143;264450;2010;55698;Pernoctaciones;1211641.57;A
40123;3143;264450;2010;55565;Pernoctaciones;818803.64;A
40123;3143;264450;2010;55697;Pernoctaciones;392837.93;A
40123;3143;264450;2009;55698;Pernoctaciones;1308151.77;A
40123;3143;264450;2009;55565;Pernoctaciones;915606.97;A
40123;3143;264450;2009;55697;Pernoctaciones;392544.8;A
40123;3143;264450;2008;55698;Pernoctaciones;1709326.9;A
40123;3143;264450;2008;55565;Pernoctaciones;1132465.43;A
40123;3143;264450;2008;55697;Pernoctaciones;576861.47;A
40123;3143;264449;2020;55698;Pernoctaciones;950939.100294687;A
40123;3143;264449;2020;55565;Pernoctaciones;694938.718024079;A
40123;3143;264449;2020;55697;Pernoctaciones;256000.382270608;A
40123;3143;264449;2019;55698;Pernoctaciones;2498342.819117585;A
40123;3143;264449;2019;55565;Pernoctaciones;1431836.927788012;A
40123;3143;264449;2019;55697;Pernoctaciones;1066505.891329573;A
40123;3143;264449;2018;55698;Pernoctaciones;2359078.374355483;A
40123;3143;264449;2018;55565;Pernoctaciones;1300106.000149935;A
40123;3143;264449;2018;55697;Pernoctaciones;1058972.374205548;A
40123;3143;264449;2017;55698;Pernoctaciones;2350042.194754348;A
40123;3143;264449;2017;55565;Pernoctaciones;1352197.860630226;A
40123;3143;264449;2017;55697;Pernoctaciones;997844.334124122;A
40123;3143;264449;2016;55698;Pernoctaciones;2152381.108810337;A
40123;3143;264449;2016;55565;Pernoctaciones;1202336.490785385;A
40123;3143;264449;2016;55697;Pernoctaciones;950044.618024952;A
40123;3143;264449;2015;55698;Pernoctaciones;1908294.915547406;A
40123;3143;264449;2015;55565;Pernoctaciones;1064711.54595307;A
40123;3143;264449;2015;55697;Pernoctaciones;843583.369594336;A
40123;3143;264449;2014;55698;Pernoctaciones;1643793.792617927;A
40123;3143;264449;2014;55565;Pernoctaciones;961706.013258369;A
40123;3143;264449;2014;55697;Pernoctaciones;682087.779359558;A
40123;3143;264449;2013;55698;Pernoctaciones;1556987.7;A
40123;3143;264449;2013;55565;Pernoctaciones;939249.65;A
40123;3143;264449;2013;55697;Pernoctaciones;617738.05;A
40123;3143;264449;2012;55698;Pernoctaciones;1500578.82;A
40123;3143;264449;2012;55565;Pernoctaciones;901484.76;A
40123;3143;264449;2012;55697;Pernoctaciones;599094.06;A
40123;3143;264449;2011;55698;Pernoctaciones;1533367.3;A
40123;3143;264449;2011;55565;Pernoctaciones;978141.86;A
40123;3143;264449;2011;55697;Pernoctaciones;555225.44;A
40123;3143;264449;2010;55698;Pernoctaciones;1495881.49;A
40123;3143;264449;2010;55565;Pernoctaciones;1038454.75;A
40123;3143;264449;2010;55697;Pernoctaciones;457426.74;A
40123;3143;264449;2009;55698;Pernoctaciones;1636793.71;A
40123;3143;264449;2009;55565;Pernoctaciones;1091922.3;A
40123;3143;264449;2009;55697;Pernoctaciones;544871.41;A
40123;3143;264449;2008;55698;Pernoctaciones;1830448.96;A
40123;3143;264449;2008;55565;Pernoctaciones;1236416.6;A
40123;3143;264449;2008;55697;Pernoctaciones;594032.36;A
40123;3143;62150;2020;55698;Pernoctaciones;40898.0;A
40123;3143;62150;2020;55565;Pernoctaciones;33632.0;A
40123;3143;62150;2020;55697;Pernoctaciones;7266.0;A
40123;3143;62149;2020;55698;Pernoctaciones;16825013;A
40123;3143;62149;2020;55565;Pernoctaciones;11332060;A
40123;3143;62149;2020;55697;Pernoctaciones;5492952.79395427;A
40123;3143;62149;2019;55698;Pernoctaciones;54847844;A
40123;3143;62149;2019;55565;Pernoctaciones;25560286;A
40123;3143;62149;2019;55697;Pernoctaciones;29287559;A
40123;3143;62149;2018;55698;Pernoctaciones;53280103;A
40123;3143;62149;2018;55565;Pernoctaciones;24368129;A
40123;3143;62149;2018;55697;Pernoctaciones;28911973;A
40123;3143;62149;2017;55698;Pernoctaciones;52561186;A
40123;3143;62149;2017;55565;Pernoctaciones;23338294;A
40123;3143;62149;2017;55697;Pernoctaciones;29222892;A
40123;3143;62149;2016;55698;Pernoctaciones;51554975;A
40123;3143;62149;2016;55565;Pernoctaciones;23983976;A
40123;3143;62149;2016;55697;Pernoctaciones;27570999;A
40123;3143;62149;2015;55698;Pernoctaciones;47782864;A
40123;3143;62149;2015;55565;Pernoctaciones;23483467;A
40123;3143;62149;2015;55697;Pernoctaciones;24299397;A
40123;3143;62149;2014;55698;Pernoctaciones;45026226;A
40123;3143;62149;2014;55565;Pernoctaciones;22821506;A
40123;3143;62149;2014;55697;Pernoctaciones;22204719;A
40123;3143;62149;2013;55698;Pernoctaciones;43061932;A
40123;3143;62149;2013;55565;Pernoctaciones;21766780;A
40123;3143;62149;2013;55697;Pernoctaciones;21295152;A
40123;3143;62149;2012;55698;Pernoctaciones;41181764;A
40123;3143;62149;2012;55565;Pernoctaciones;21093777;A
40123;3143;62149;2012;55697;Pernoctaciones;20087988;A
40123;3143;62149;2011;55698;Pernoctaciones;42363334;A
40123;3143;62149;2011;55565;Pernoctaciones;22952382;A
40123;3143;62149;2011;55697;Pernoctaciones;19410952;A
40123;3143;62149;2010;55698;Pernoctaciones;40956970;A
40123;3143;62149;2010;55565;Pernoctaciones;23756036;A
40123;3143;62149;2010;55697;Pernoctaciones;17200935;A
40123;3143;62149;2009;55698;Pernoctaciones;40681213;A
40123;3143;62149;2009;55565;Pernoctaciones;23210141;A
40123;3143;62149;2009;55697;Pernoctaciones;17471072;A
40123;3143;62149;2008;55698;Pernoctaciones;44171551;A
40123;3143;62149;2008;55565;Pernoctaciones;23942219;A
40123;3143;62149;2008;55697;Pernoctaciones;20229332;A
40123;2352;264447;2020;55698;Pernoctaciones;1178539.370074739;A
40123;2352;264447;2020;55565;Pernoctaciones;993394.833552899;A
40123;2352;264447;2020;55697;Pernoctaciones;185144.53652184;A
40123;2352;264447;2019;55698;Pernoctaciones;4566175.311464638;A
40123;2352;264447;2019;55565;Pernoctaciones;3118175.365798933;A
40123;2352;264447;2019;55697;Pernoctaciones;1447999.945665705;A
40123;2352;264447;2018;55698;Pernoctaciones;4717242.99995844;A
40123;2352;264447;2018;55565;Pernoctaciones;3132706.7598448;A
40123;2352;264447;2018;55697;Pernoctaciones;1584536.24011364;A
40123;2352;264447;2017;55698;Pernoctaciones;4782328.359500411;A
40123;2352;264447;2017;55565;Pernoctaciones;3032246.008104703;A
40123;2352;264447;2017;55697;Pernoctaciones;1750082.351395708;A
40123;2352;264447;2016;55698;Pernoctaciones;4709313.115870452;A
40123;2352;264447;2016;55565;Pernoctaciones;3170033.08271247;A
40123;2352;264447;2016;55697;Pernoctaciones;1539280.033157982;A
40123;2352;264447;2015;55698;Pernoctaciones;3913775.783127096;A
40123;2352;264447;2015;55565;Pernoctaciones;2887941.05631061;A
40123;2352;264447;2015;55697;Pernoctaciones;1025834.726816486;A
40123;2352;264447;2014;55698;Pernoctaciones;3676485.568670656;A
40123;2352;264447;2014;55565;Pernoctaciones;2666609.77766423;A
40123;2352;264447;2014;55697;Pernoctaciones;1009875.791006426;A
40123;2352;264447;2013;55698;Pernoctaciones;3263588.5;A
40123;2352;264447;2013;55565;Pernoctaciones;2376082.95;A
40123;2352;264447;2013;55697;Pernoctaciones;887505.55;A
40123;2352;264447;2012;55698;Pernoctaciones;3113113.27;A
40123;2352;264447;2012;55565;Pernoctaciones;2423513.68;A
40123;2352;264447;2012;55697;Pernoctaciones;689599.59;A
40123;2352;264447;2011;55698;Pernoctaciones;3219429.88;A
40123;2352;264447;2011;55565;Pernoctaciones;2623723.03;A
40123;2352;264447;2011;55697;Pernoctaciones;595706.85;A
40123;2352;264447;2010;55698;Pernoctaciones;3289738.99;A
40123;2352;264447;2010;55565;Pernoctaciones;2774931.05;A
40123;2352;264447;2010;55697;Pernoctaciones;514807.94;A
40123;2352;264447;2009;55698;Pernoctaciones;3010047.55;A
40123;2352;264447;2009;55565;Pernoctaciones;2330464.84;A
40123;2352;264447;2009;55697;Pernoctaciones;679582.71;A
40123;2352;264447;2008;55698;Pernoctaciones;3229854.6;A
40123;2352;264447;2008;55565;Pernoctaciones;2325791.15;A
40123;2352;264447;2008;55697;Pernoctaciones;904063.45;A
40123;2352;264446;2020;55698;Pernoctaciones;150258.273100615;A
40123;2352;264446;2020;55565;Pernoctaciones;124298.309906336;A
40123;2352;264446;2020;55697;Pernoctaciones;25959.963194279;A
40123;2352;264446;2019;55698;Pernoctaciones;379645.146610258;A
40123;2352;264446;2019;55565;Pernoctaciones;284133.0205916;A
40123;2352;264446;2019;55697;Pernoctaciones;95512.126018658;A
40123;2352;264446;2018;55698;Pernoctaciones;345780.525234004;A
40123;2352;264446;2018;55565;Pernoctaciones;263011.16295083;A
40123;2352;264446;2018;55697;Pernoctaciones;82769.362283174;A
40123;2352;264446;2017;55698;Pernoctaciones;276444.558442257;A
40123;2352;264446;2017;55565;Pernoctaciones;209113.15183552;A
40123;2352;264446;2017;55697;Pernoctaciones;67331.406606737;A
40123;2352;264446;2016;55698;Pernoctaciones;391218.287572143;A
40123;2352;264446;2016;55565;Pernoctaciones;321232.48085689;A
40123;2352;264446;2016;55697;Pernoctaciones;69985.806715253;A
40123;2352;264446;2015;55698;Pernoctaciones;526726.632101972;A
40123;2352;264446;2015;55565;Pernoctaciones;404949.67766176;A
40123;2352;264446;2015;55697;Pernoctaciones;121776.954440212;A
40123;2352;264446;2014;55698;Pernoctaciones;566045.000002895;A
40123;2352;264446;2014;55565;Pernoctaciones;439322.29510683;A
40123;2352;264446;2014;55697;Pernoctaciones;126722.704896065;A
40123;2352;264446;2013;55698;Pernoctaciones;853014.9;A
40123;2352;264446;2013;55565;Pernoctaciones;620108.61;A
40123;2352;264446;2013;55697;Pernoctaciones;232906.29;A
40123;2352;264446;2012;55698;Pernoctaciones;719819.41;A
40123;2352;264446;2012;55565;Pernoctaciones;575348.92;A
40123;2352;264446;2012;55697;Pernoctaciones;144470.49;A
40123;2352;264446;2011;55698;Pernoctaciones;837346.1;A
40123;2352;264446;2011;55565;Pernoctaciones;687012.25;A
40123;2352;264446;2011;55697;Pernoctaciones;150333.85;A
40123;2352;264446;2010;55698;Pernoctaciones;897272.32;A
40123;2352;264446;2010;55565;Pernoctaciones;777016.02;A
40123;2352;264446;2010;55697;Pernoctaciones;120256.3;A
40123;2352;264446;2009;55698;Pernoctaciones;967729.47;A
40123;2352;264446;2009;55565;Pernoctaciones;822712.34;A
40123;2352;264446;2009;55697;Pernoctaciones;145017.13;A
40123;2352;264446;2008;55698;Pernoctaciones;1172749.83;A
40123;2352;264446;2008;55565;Pernoctaciones;982964.01;A
40123;2352;264446;2008;55697;Pernoctaciones;189785.82;A
40123;2352;62148;2020;55698;Pernoctaciones;80540.657791467;A
40123;2352;62148;2020;55565;Pernoctaciones;70198.276679232;A
40123;2352;62148;2020;55697;Pernoctaciones;10342.381112235;A
40123;2352;62148;2019;55698;Pernoctaciones;164932.142857147;A
40123;2352;62148;2019;55565;Pernoctaciones;123377.428571429;A
40123;2352;62148;2019;55697;Pernoctaciones;41554.714285718;A
40123;2352;62148;2018;55698;Pernoctaciones;168288.14285652;A
40123;2352;62148;2018;55565;Pernoctaciones;126601.71428499;A
40123;2352;62148;2018;55697;Pernoctaciones;41686.42857153;A
40123;2352;62148;2017;55698;Pernoctaciones;157305.571428967;A
40123;2352;62148;2017;55565;Pernoctaciones;119772.28571471;A
40123;2352;62148;2017;55697;Pernoctaciones;37533.285714257;A
40123;2352;62148;2016;55698;Pernoctaciones;139027.285714035;A
40123;2352;62148;2016;55565;Pernoctaciones;109148.99999964;A
40123;2352;62148;2016;55697;Pernoctaciones;29878.285714395;A
40123;2352;62148;2015;55698;Pernoctaciones;121486.514532254;A
40123;2352;62148;2015;55565;Pernoctaciones;95536.028192267;A
40123;2352;62148;2015;55697;Pernoctaciones;25950.486339987;A
40123;2352;62148;2014;55698;Pernoctaciones;128842.857143213;A
40123;2352;62148;2014;55565;Pernoctaciones;99883.28571452;A
40123;2352;62148;2014;55697;Pernoctaciones;28959.571428693;A
40123;2352;62148;2013;55698;Pernoctaciones;132689.53;A
40123;2352;62148;2013;55565;Pernoctaciones;97025.67;A
40123;2352;62148;2013;55697;Pernoctaciones;35663.86;A
40123;2352;62148;2012;55698;Pernoctaciones;121064.18;A
40123;2352;62148;2012;55565;Pernoctaciones;90368.86;A
40123;2352;62148;2012;55697;Pernoctaciones;30695.32;A
40123;2352;62148;2011;55698;Pernoctaciones;131457.45;A
40123;2352;62148;2011;55565;Pernoctaciones;101419.29;A
40123;2352;62148;2011;55697;Pernoctaciones;30038.16;A
40123;2352;62148;2010;55698;Pernoctaciones;129190.38;A
40123;2352;62148;2010;55565;Pernoctaciones;102197.29;A
40123;2352;62148;2010;55697;Pernoctaciones;26993.09;A
40123;2352;62148;2009;55698;Pernoctaciones;147249.57;A
40123;2352;62148;2009;55565;Pernoctaciones;109498.09;A
40123;2352;62148;2009;55697;Pernoctaciones;37751.48;A
40123;2352;62148;2008;55698;Pernoctaciones;153541.86;A
40123;2352;62148;2008;55565;Pernoctaciones;116494.93;A
40123;2352;62148;2008;55697;Pernoctaciones;37046.93;A
40123;2352;62145;2020;55698;Pernoctaciones;26060.871905046;A
40123;2352;62145;2020;55565;Pernoctaciones;21116.739045351;A
40123;2352;62145;2020;55697;Pernoctaciones;4944.132859695;A
40123;2352;62145;2019;55698;Pernoctaciones;36498.428571427;A
40123;2352;62145;2019;55565;Pernoctaciones;26832.142857141;A
40123;2352;62145;2019;55697;Pernoctaciones;9666.285714286;A
40123;2352;62145;2018;55698;Pernoctaciones;34959.004559323;A
40123;2352;62145;2018;55565;Pernoctaciones;25615.066869301;A
40123;2352;62145;2018;55697;Pernoctaciones;9343.937690022;A
40123;2352;62145;2017;55698;Pernoctaciones;29405.714285686;A
40123;2352;62145;2017;55565;Pernoctaciones;22180.428571439;A
40123;2352;62145;2017;55697;Pernoctaciones;7225.285714247;A
40123;2352;62145;2016;55698;Pernoctaciones;26304.285714075;A
40123;2352;62145;2016;55565;Pernoctaciones;19615.714285474;A
40123;2352;62145;2016;55697;Pernoctaciones;6688.571428601;A
40123;2352;62145;2015;55698;Pernoctaciones;21582.857142761;A
40123;2352;62145;2015;55565;Pernoctaciones;17107.714285643;A
40123;2352;62145;2015;55697;Pernoctaciones;4475.142857118;A
40123;2352;62145;2014;55698;Pernoctaciones;16512.14285717;A
40123;2352;62145;2014;55565;Pernoctaciones;13212.571428602;A
40123;2352;62145;2014;55697;Pernoctaciones;3299.571428568;A
40123;2352;62145;2013;55698;Pernoctaciones;16363.32;A
