D_ESTADO_DATO_0;D_TERRITORIO_0;D_FORMA_JUR_SOCMER_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40124;3061;46366;2021;Capital suscrito;;A
40124;3137;46367;2021;Capital suscrito;200500.0;A
40124;3137;46361;2021;Capital suscrito;;A
40124;3137;46364;2021;Capital suscrito;200500.0;A
40124;3137;46366;2021;Capital suscrito;;A
40124;3063;46367;2021;Capital suscrito;7269244.0;A
40124;3063;46361;2021;Capital suscrito;426000.0;A
40124;3063;46364;2021;Capital suscrito;6837244.0;A
40124;3063;46366;2021;Capital suscrito;6000.0;A
40124;3064;46367;2021;Capital suscrito;10513985;A
40124;3064;46361;2021;Capital suscrito;;A
40124;3064;46364;2021;Capital suscrito;10513985;A
40124;3064;46366;2021;Capital suscrito;;A
40124;3065;46367;2021;Capital suscrito;207060.0;A
40124;3065;46361;2021;Capital suscrito;;A
40124;3065;46364;2021;Capital suscrito;206460.0;A
40124;3065;46366;2021;Capital suscrito;600.0;A
40124;3066;46367;2021;Capital suscrito;28060.0;A
40124;3066;46361;2021;Capital suscrito;;A
40124;3066;46364;2021;Capital suscrito;28060.0;A
40124;3066;46366;2021;Capital suscrito;;A
40124;3067;46367;2021;Capital suscrito;97000.0;A
40124;3067;46361;2021;Capital suscrito;;A
40124;3067;46364;2021;Capital suscrito;97000.0;A
40124;3067;46366;2021;Capital suscrito;;A
40124;3068;46367;2021;Capital suscrito;6000.0;A
40124;3068;46361;2021;Capital suscrito;;A
40124;3068;46364;2021;Capital suscrito;6000.0;A
40124;3068;46366;2021;Capital suscrito;;A
40124;3069;46367;2021;Capital suscrito;211000.0;A
40124;3069;46361;2021;Capital suscrito;;A
40124;3069;46364;2021;Capital suscrito;211000.0;A
40124;3069;46366;2021;Capital suscrito;;A
40124;3070;46367;2021;Capital suscrito;21100.0;A
40124;3070;46361;2021;Capital suscrito;;A
40124;3070;46364;2021;Capital suscrito;21100.0;A
40124;3070;46366;2021;Capital suscrito;;A
40124;3071;46367;2021;Capital suscrito;20760.0;A
40124;3071;46361;2021;Capital suscrito;;A
40124;3071;46364;2021;Capital suscrito;20760.0;A
40124;3071;46366;2021;Capital suscrito;;A
40124;3072;46367;2021;Capital suscrito;2886629.0;A
40124;3072;46361;2021;Capital suscrito;;A
40124;3072;46364;2021;Capital suscrito;2886629.0;A
40124;3072;46366;2021;Capital suscrito;;A
40124;3073;46367;2021;Capital suscrito;12000.0;A
40124;3073;46361;2021;Capital suscrito;;A
40124;3073;46364;2021;Capital suscrito;12000.0;A
40124;3073;46366;2021;Capital suscrito;;A
40124;3074;46367;2021;Capital suscrito;4061102.0;A
40124;3074;46361;2021;Capital suscrito;;A
40124;3074;46364;2021;Capital suscrito;4061102.0;A
40124;3074;46366;2021;Capital suscrito;;A
40124;3075;46367;2021;Capital suscrito;616200.0;A
40124;3075;46361;2021;Capital suscrito;;A
40124;3075;46364;2021;Capital suscrito;616200.0;A
40124;3075;46366;2021;Capital suscrito;;A
40124;3076;46367;2021;Capital suscrito;86000.0;A
40124;3076;46361;2021;Capital suscrito;;A
40124;3076;46364;2021;Capital suscrito;86000.0;A
40124;3076;46366;2021;Capital suscrito;;A
40124;3136;46367;2021;Capital suscrito;25711.07;A
40124;3136;46361;2021;Capital suscrito;;A
40124;3136;46364;2021;Capital suscrito;22700.0;A
40124;3136;46366;2021;Capital suscrito;3011.07;A
40124;3078;46367;2021;Capital suscrito;1132622.0;A
40124;3078;46361;2021;Capital suscrito;;A
40124;3078;46364;2021;Capital suscrito;1129622.0;A
40124;3078;46366;2021;Capital suscrito;3000.0;A
40124;3080;46367;2021;Capital suscrito;481405.0;A
40124;3080;46361;2021;Capital suscrito;;A
40124;3080;46364;2021;Capital suscrito;481405.0;A
40124;3080;46366;2021;Capital suscrito;;A
40124;3081;46367;2021;Capital suscrito;253000.0;A
40124;3081;46361;2021;Capital suscrito;;A
40124;3081;46364;2021;Capital suscrito;253000.0;A
40124;3081;46366;2021;Capital suscrito;;A
40124;3082;46367;2021;Capital suscrito;101468.0;A
40124;3082;46361;2021;Capital suscrito;;A
40124;3082;46364;2021;Capital suscrito;101468.0;A
40124;3082;46366;2021;Capital suscrito;;A
40124;3083;46367;2021;Capital suscrito;7000.0;A
40124;3083;46361;2021;Capital suscrito;;A
40124;3083;46364;2021;Capital suscrito;7000.0;A
40124;3083;46366;2021;Capital suscrito;;A
40124;3085;46367;2021;Capital suscrito;161866.0;A
40124;3085;46361;2021;Capital suscrito;;A
40124;3085;46364;2021;Capital suscrito;161866.0;A
40124;3085;46366;2021;Capital suscrito;;A
40124;3086;46367;2021;Capital suscrito;1171084.0;A
40124;3086;46361;2021;Capital suscrito;;A
40124;3086;46364;2021;Capital suscrito;1171084.0;A
40124;3086;46366;2021;Capital suscrito;0.0;A
40124;3087;46367;2021;Capital suscrito;422030.0;A
40124;3087;46361;2021;Capital suscrito;60000.0;A
40124;3087;46364;2021;Capital suscrito;362030.0;A
40124;3087;46366;2021;Capital suscrito;;A
40124;3088;46367;2021;Capital suscrito;3000.0;A
40124;3088;46361;2021;Capital suscrito;;A
40124;3088;46364;2021;Capital suscrito;3000.0;A
40124;3088;46366;2021;Capital suscrito;;A
40124;3089;46367;2021;Capital suscrito;12050.0;A
40124;3089;46361;2021;Capital suscrito;;A
40124;3089;46364;2021;Capital suscrito;12050.0;A
40124;3089;46366;2021;Capital suscrito;;A
40124;3090;46367;2021;Capital suscrito;45100.0;A
40124;3090;46361;2021;Capital suscrito;;A
40124;3090;46364;2021;Capital suscrito;45100.0;A
40124;3090;46366;2021;Capital suscrito;;A
40124;3091;46367;2021;Capital suscrito;92021.06;A
40124;3091;46361;2021;Capital suscrito;;A
40124;3091;46364;2021;Capital suscrito;92021.06;A
40124;3091;46366;2021;Capital suscrito;;A
40124;3092;46367;2021;Capital suscrito;211250.0;A
40124;3092;46361;2021;Capital suscrito;;A
40124;3092;46364;2021;Capital suscrito;211250.0;A
40124;3092;46366;2021;Capital suscrito;;A
40124;3094;46367;2021;Capital suscrito;64000.0;A
40124;3094;46361;2021;Capital suscrito;;A
40124;3094;46364;2021;Capital suscrito;64000.0;A
40124;3094;46366;2021;Capital suscrito;;A
40124;3095;46367;2021;Capital suscrito;162500.0;A
40124;3095;46361;2021;Capital suscrito;;A
40124;3095;46364;2021;Capital suscrito;162500.0;A
40124;3095;46366;2021;Capital suscrito;;A
40124;3096;46367;2021;Capital suscrito;851557.0;A
40124;3096;46361;2021;Capital suscrito;;A
40124;3096;46364;2021;Capital suscrito;851557.0;A
40124;3096;46366;2021;Capital suscrito;;A
40124;3097;46367;2021;Capital suscrito;329500.0;A
40124;3097;46361;2021;Capital suscrito;;A
40124;3097;46364;2021;Capital suscrito;329500.0;A
40124;3097;46366;2021;Capital suscrito;;A
40124;3098;46367;2021;Capital suscrito;28000.0;A
40124;3098;46361;2021;Capital suscrito;;A
40124;3098;46364;2021;Capital suscrito;28000.0;A
40124;3098;46366;2021;Capital suscrito;;A
40124;3099;46367;2021;Capital suscrito;56600.0;A
40124;3099;46361;2021;Capital suscrito;;A
40124;3099;46364;2021;Capital suscrito;56600.0;A
40124;3099;46366;2021;Capital suscrito;;A
40124;3100;46367;2021;Capital suscrito;46925.0;A
40124;3100;46361;2021;Capital suscrito;;A
40124;3100;46364;2021;Capital suscrito;46925.0;A
40124;3100;46366;2021;Capital suscrito;;A
40124;3101;46367;2021;Capital suscrito;6000.0;A
40124;3101;46361;2021;Capital suscrito;;A
40124;3101;46364;2021;Capital suscrito;6000.0;A
40124;3101;46366;2021;Capital suscrito;;A
40124;3102;46367;2021;Capital suscrito;650176.0;A
40124;3102;46361;2021;Capital suscrito;;A
40124;3102;46364;2021;Capital suscrito;650176.0;A
40124;3102;46366;2021;Capital suscrito;;A
40124;3103;46367;2021;Capital suscrito;3000.0;A
40124;3103;46361;2021;Capital suscrito;;A
40124;3103;46364;2021;Capital suscrito;3000.0;A
40124;3103;46366;2021;Capital suscrito;;A
40124;3104;46367;2021;Capital suscrito;365346.0;A
40124;3104;46361;2021;Capital suscrito;;A
40124;3104;46364;2021;Capital suscrito;365346.0;A
40124;3104;46366;2021;Capital suscrito;;A
40124;3105;46367;2021;Capital suscrito;13000.0;A
40124;3105;46361;2021;Capital suscrito;;A
40124;3105;46364;2021;Capital suscrito;13000.0;A
40124;3105;46366;2021;Capital suscrito;;A
40124;3108;46367;2021;Capital suscrito;884420.37;A
40124;3108;46361;2021;Capital suscrito;;A
40124;3108;46364;2021;Capital suscrito;884420.37;A
40124;3108;46366;2021;Capital suscrito;;A
40124;3109;46367;2021;Capital suscrito;12001.0;A
40124;3109;46361;2021;Capital suscrito;;A
40124;3109;46364;2021;Capital suscrito;12001.0;A
40124;3109;46366;2021;Capital suscrito;;A
40124;3110;46367;2021;Capital suscrito;12211978;A
40124;3110;46361;2021;Capital suscrito;;A
40124;3110;46364;2021;Capital suscrito;12211978;A
40124;3110;46366;2021;Capital suscrito;;A
40124;3111;46367;2021;Capital suscrito;54500.0;A
40124;3111;46361;2021;Capital suscrito;;A
40124;3111;46364;2021;Capital suscrito;54500.0;A
40124;3111;46366;2021;Capital suscrito;;A
40124;3112;46367;2021;Capital suscrito;3000.0;A
40124;3112;46361;2021;Capital suscrito;;A
40124;3112;46364;2021;Capital suscrito;3000.0;A
40124;3112;46366;2021;Capital suscrito;;A
40124;3113;46367;2021;Capital suscrito;67000.0;A
40124;3113;46361;2021;Capital suscrito;;A
40124;3113;46364;2021;Capital suscrito;67000.0;A
40124;3113;46366;2021;Capital suscrito;;A
40124;3114;46367;2021;Capital suscrito;102178.0;A
40124;3114;46361;2021;Capital suscrito;;A
40124;3114;46364;2021;Capital suscrito;102178.0;A
40124;3114;46366;2021;Capital suscrito;;A
40124;3115;46367;2021;Capital suscrito;317436.0;A
40124;3115;46361;2021;Capital suscrito;;A
40124;3115;46364;2021;Capital suscrito;317436.0;A
40124;3115;46366;2021;Capital suscrito;;A
40124;3116;46367;2021;Capital suscrito;152250.0;A
40124;3116;46361;2021;Capital suscrito;;A
40124;3116;46364;2021;Capital suscrito;152250.0;A
40124;3116;46366;2021;Capital suscrito;;A
40124;3118;46367;2021;Capital suscrito;24300.0;A
40124;3118;46361;2021;Capital suscrito;;A
40124;3118;46364;2021;Capital suscrito;24300.0;A
40124;3118;46366;2021;Capital suscrito;;A
40124;3119;46367;2021;Capital suscrito;21010.0;A
40124;3119;46361;2021;Capital suscrito;;A
40124;3119;46364;2021;Capital suscrito;21010.0;A
40124;3119;46366;2021;Capital suscrito;;A
40124;3120;46367;2021;Capital suscrito;48598218;A
40124;3120;46361;2021;Capital suscrito;700000.0;A
40124;3120;46364;2021;Capital suscrito;47842272;A
40124;3120;46366;2021;Capital suscrito;55945.46;A
40124;3121;46367;2021;Capital suscrito;94369.0;A
40124;3121;46361;2021;Capital suscrito;;A
40124;3121;46364;2021;Capital suscrito;94369.0;A
40124;3121;46366;2021;Capital suscrito;;A
40124;3122;46367;2021;Capital suscrito;2255149.0;A
40124;3122;46361;2021;Capital suscrito;;A
40124;3122;46364;2021;Capital suscrito;2255149.0;A
40124;3122;46366;2021;Capital suscrito;;A
40124;3123;46367;2021;Capital suscrito;239815.0;A
40124;3123;46361;2021;Capital suscrito;;A
40124;3123;46364;2021;Capital suscrito;239815.0;A
40124;3123;46366;2021;Capital suscrito;;A
40124;3124;46367;2021;Capital suscrito;12709099;A
40124;3124;46361;2021;Capital suscrito;;A
40124;3124;46364;2021;Capital suscrito;12709099;A
40124;3124;46366;2021;Capital suscrito;;A
40124;3126;46367;2021;Capital suscrito;3953147.0;A
40124;3126;46361;2021;Capital suscrito;;A
40124;3126;46364;2021;Capital suscrito;3953147.0;A
40124;3126;46366;2021;Capital suscrito;;A
40124;3127;46367;2021;Capital suscrito;1827346.0;A
40124;3127;46361;2021;Capital suscrito;;A
40124;3127;46364;2021;Capital suscrito;1827346.0;A
40124;3127;46366;2021;Capital suscrito;;A
40124;3128;46367;2021;Capital suscrito;408760.0;A
40124;3128;46361;2021;Capital suscrito;;A
40124;3128;46364;2021;Capital suscrito;408760.0;A
40124;3128;46366;2021;Capital suscrito;;A
40124;3129;46367;2021;Capital suscrito;12000.0;A
40124;3129;46361;2021;Capital suscrito;;A
40124;3129;46364;2021;Capital suscrito;12000.0;A
40124;3129;46366;2021;Capital suscrito;;A
40124;3131;46367;2021;Capital suscrito;170020.0;A
40124;3131;46361;2021;Capital suscrito;;A
40124;3131;46364;2021;Capital suscrito;170020.0;A
40124;3131;46366;2021;Capital suscrito;;A
40124;3132;46367;2021;Capital suscrito;737470.0;A
40124;3132;46361;2021;Capital suscrito;;A
40124;3132;46364;2021;Capital suscrito;737470.0;A
40124;3132;46366;2021;Capital suscrito;;A
