D_TEMPORAL_0;D_TERRITORIO_0;D_FORMA_JUR_SOCMER_0;D_ESTADO_DATO_0;INDICATOR;OBS_VALUE;FREQ
2005;3143;46363;40123;Sociedades que desembolsan dividendos;3.0;A
2005;3143;46365;40123;Sociedades que desembolsan dividendos;;A
2005;2352;46367;40123;Sociedades que desembolsan dividendos;11.0;A
2005;2352;46360;40123;Sociedades que desembolsan dividendos;10.0;A
2005;2352;46364;40123;Sociedades que desembolsan dividendos;1.0;A
2005;2352;46362;40123;Sociedades que desembolsan dividendos;;A
2005;2352;46363;40123;Sociedades que desembolsan dividendos;1.0;A
2005;2352;46365;40123;Sociedades que desembolsan dividendos;;A
2005;2402;46367;40123;Sociedades que desembolsan dividendos;17.0;A
2005;2402;46360;40123;Sociedades que desembolsan dividendos;17.0;A
2005;2402;46364;40123;Sociedades que desembolsan dividendos;;A
2005;2402;46362;40123;Sociedades que desembolsan dividendos;;A
2005;2402;46363;40123;Sociedades que desembolsan dividendos;;A
2005;2402;46365;40123;Sociedades que desembolsan dividendos;;A
2005;2482;46367;40123;Sociedades que desembolsan dividendos;16.0;A
2005;2482;46360;40123;Sociedades que desembolsan dividendos;16.0;A
2005;2482;46364;40123;Sociedades que desembolsan dividendos;;A
2005;2482;46362;40123;Sociedades que desembolsan dividendos;;A
2005;2482;46363;40123;Sociedades que desembolsan dividendos;;A
2005;2482;46365;40123;Sociedades que desembolsan dividendos;;A
2005;2713;46367;40123;Sociedades que desembolsan dividendos;13.0;A
2005;2713;46360;40123;Sociedades que desembolsan dividendos;13.0;A
2005;2713;46364;40123;Sociedades que desembolsan dividendos;;A
2005;2713;46362;40123;Sociedades que desembolsan dividendos;;A
2005;2713;46363;40123;Sociedades que desembolsan dividendos;;A
2005;2713;46365;40123;Sociedades que desembolsan dividendos;;A
2005;2797;46367;40123;Sociedades que desembolsan dividendos;12.0;A
2005;2797;46360;40123;Sociedades que desembolsan dividendos;12.0;A
2005;2797;46364;40123;Sociedades que desembolsan dividendos;;A
2005;2797;46362;40123;Sociedades que desembolsan dividendos;;A
2005;2797;46363;40123;Sociedades que desembolsan dividendos;;A
2005;2797;46365;40123;Sociedades que desembolsan dividendos;;A
2005;2911;46367;40123;Sociedades que desembolsan dividendos;8.0;A
2005;2911;46360;40123;Sociedades que desembolsan dividendos;8.0;A
2005;2911;46364;40123;Sociedades que desembolsan dividendos;;A
2005;2911;46362;40123;Sociedades que desembolsan dividendos;;A
2005;2911;46363;40123;Sociedades que desembolsan dividendos;;A
2005;2911;46365;40123;Sociedades que desembolsan dividendos;;A
2005;3023;46367;40123;Sociedades que desembolsan dividendos;27.0;A
2005;3023;46360;40123;Sociedades que desembolsan dividendos;26.0;A
2005;3023;46364;40123;Sociedades que desembolsan dividendos;1.0;A
2005;3023;46362;40123;Sociedades que desembolsan dividendos;;A
2005;3023;46363;40123;Sociedades que desembolsan dividendos;1.0;A
2005;3023;46365;40123;Sociedades que desembolsan dividendos;;A
2005;3142;46367;40123;Sociedades que desembolsan dividendos;57.0;A
2005;3142;46360;40123;Sociedades que desembolsan dividendos;56.0;A
2005;3142;46364;40123;Sociedades que desembolsan dividendos;1.0;A
2005;3142;46362;40123;Sociedades que desembolsan dividendos;;A
2005;3142;46363;40123;Sociedades que desembolsan dividendos;1.0;A
2005;3142;46365;40123;Sociedades que desembolsan dividendos;;A
2004;3143;46367;40123;Sociedades que desembolsan dividendos;138.0;A
2004;3143;46360;40123;Sociedades que desembolsan dividendos;136.0;A
2004;3143;46364;40123;Sociedades que desembolsan dividendos;2.0;A
2004;3143;46362;40123;Sociedades que desembolsan dividendos;;A
2004;3143;46363;40123;Sociedades que desembolsan dividendos;2.0;A
2004;3143;46365;40123;Sociedades que desembolsan dividendos;;A
2004;2352;46367;40123;Sociedades que desembolsan dividendos;10.0;A
2004;2352;46360;40123;Sociedades que desembolsan dividendos;9.0;A
2004;2352;46364;40123;Sociedades que desembolsan dividendos;1.0;A
2004;2352;46362;40123;Sociedades que desembolsan dividendos;;A
2004;2352;46363;40123;Sociedades que desembolsan dividendos;1.0;A
2004;2352;46365;40123;Sociedades que desembolsan dividendos;;A
2004;2402;46367;40123;Sociedades que desembolsan dividendos;14.0;A
2004;2402;46360;40123;Sociedades que desembolsan dividendos;14.0;A
2004;2402;46364;40123;Sociedades que desembolsan dividendos;;A
2004;2402;46362;40123;Sociedades que desembolsan dividendos;;A
2004;2402;46363;40123;Sociedades que desembolsan dividendos;;A
2004;2402;46365;40123;Sociedades que desembolsan dividendos;;A
2004;2482;46367;40123;Sociedades que desembolsan dividendos;14.0;A
2004;2482;46360;40123;Sociedades que desembolsan dividendos;14.0;A
2004;2482;46364;40123;Sociedades que desembolsan dividendos;;A
2004;2482;46362;40123;Sociedades que desembolsan dividendos;;A
2004;2482;46363;40123;Sociedades que desembolsan dividendos;;A
2004;2482;46365;40123;Sociedades que desembolsan dividendos;;A
2004;2713;46367;40123;Sociedades que desembolsan dividendos;8.0;A
2004;2713;46360;40123;Sociedades que desembolsan dividendos;8.0;A
2004;2713;46364;40123;Sociedades que desembolsan dividendos;;A
2004;2713;46362;40123;Sociedades que desembolsan dividendos;;A
2004;2713;46363;40123;Sociedades que desembolsan dividendos;;A
2004;2713;46365;40123;Sociedades que desembolsan dividendos;;A
2004;2797;46367;40123;Sociedades que desembolsan dividendos;5.0;A
2004;2797;46360;40123;Sociedades que desembolsan dividendos;5.0;A
2004;2797;46364;40123;Sociedades que desembolsan dividendos;;A
2004;2797;46362;40123;Sociedades que desembolsan dividendos;;A
2004;2797;46363;40123;Sociedades que desembolsan dividendos;;A
2004;2797;46365;40123;Sociedades que desembolsan dividendos;;A
2004;2911;46367;40123;Sociedades que desembolsan dividendos;4.0;A
2004;2911;46360;40123;Sociedades que desembolsan dividendos;4.0;A
2004;2911;46364;40123;Sociedades que desembolsan dividendos;;A
2004;2911;46362;40123;Sociedades que desembolsan dividendos;;A
2004;2911;46363;40123;Sociedades que desembolsan dividendos;;A
2004;2911;46365;40123;Sociedades que desembolsan dividendos;;A
2004;3023;46367;40123;Sociedades que desembolsan dividendos;38.0;A
2004;3023;46360;40123;Sociedades que desembolsan dividendos;38.0;A
2004;3023;46364;40123;Sociedades que desembolsan dividendos;;A
2004;3023;46362;40123;Sociedades que desembolsan dividendos;;A
2004;3023;46363;40123;Sociedades que desembolsan dividendos;;A
2004;3023;46365;40123;Sociedades que desembolsan dividendos;;A
2004;3142;46367;40123;Sociedades que desembolsan dividendos;45.0;A
2004;3142;46360;40123;Sociedades que desembolsan dividendos;44.0;A
2004;3142;46364;40123;Sociedades que desembolsan dividendos;1.0;A
2004;3142;46362;40123;Sociedades que desembolsan dividendos;;A
2004;3142;46363;40123;Sociedades que desembolsan dividendos;1.0;A
2004;3142;46365;40123;Sociedades que desembolsan dividendos;;A
2003;3143;46367;40123;Sociedades que desembolsan dividendos;171.0;A
2003;3143;46360;40123;Sociedades que desembolsan dividendos;164.0;A
2003;3143;46364;40123;Sociedades que desembolsan dividendos;7.0;A
2003;3143;46362;40123;Sociedades que desembolsan dividendos;;A
2003;3143;46363;40123;Sociedades que desembolsan dividendos;7.0;A
2003;3143;46365;40123;Sociedades que desembolsan dividendos;;A
2003;2352;46367;40123;Sociedades que desembolsan dividendos;16.0;A
2003;2352;46360;40123;Sociedades que desembolsan dividendos;15.0;A
2003;2352;46364;40123;Sociedades que desembolsan dividendos;1.0;A
2003;2352;46362;40123;Sociedades que desembolsan dividendos;;A
2003;2352;46363;40123;Sociedades que desembolsan dividendos;1.0;A
2003;2352;46365;40123;Sociedades que desembolsan dividendos;;A
2003;2402;46367;40123;Sociedades que desembolsan dividendos;16.0;A
2003;2402;46360;40123;Sociedades que desembolsan dividendos;12.0;A
2003;2402;46364;40123;Sociedades que desembolsan dividendos;4.0;A
2003;2402;46362;40123;Sociedades que desembolsan dividendos;;A
2003;2402;46363;40123;Sociedades que desembolsan dividendos;4.0;A
2003;2402;46365;40123;Sociedades que desembolsan dividendos;;A
2003;2482;46367;40123;Sociedades que desembolsan dividendos;13.0;A
2003;2482;46360;40123;Sociedades que desembolsan dividendos;13.0;A
2003;2482;46364;40123;Sociedades que desembolsan dividendos;;A
2003;2482;46362;40123;Sociedades que desembolsan dividendos;;A
2003;2482;46363;40123;Sociedades que desembolsan dividendos;;A
2003;2482;46365;40123;Sociedades que desembolsan dividendos;;A
2003;2713;46367;40123;Sociedades que desembolsan dividendos;15.0;A
2003;2713;46360;40123;Sociedades que desembolsan dividendos;15.0;A
2003;2713;46364;40123;Sociedades que desembolsan dividendos;;A
2003;2713;46362;40123;Sociedades que desembolsan dividendos;;A
2003;2713;46363;40123;Sociedades que desembolsan dividendos;;A
2003;2713;46365;40123;Sociedades que desembolsan dividendos;;A
2003;2797;46367;40123;Sociedades que desembolsan dividendos;10.0;A
2003;2797;46360;40123;Sociedades que desembolsan dividendos;10.0;A
2003;2797;46364;40123;Sociedades que desembolsan dividendos;;A
2003;2797;46362;40123;Sociedades que desembolsan dividendos;;A
2003;2797;46363;40123;Sociedades que desembolsan dividendos;;A
2003;2797;46365;40123;Sociedades que desembolsan dividendos;;A
2003;2911;46367;40123;Sociedades que desembolsan dividendos;9.0;A
2003;2911;46360;40123;Sociedades que desembolsan dividendos;9.0;A
2003;2911;46364;40123;Sociedades que desembolsan dividendos;;A
2003;2911;46362;40123;Sociedades que desembolsan dividendos;;A
2003;2911;46363;40123;Sociedades que desembolsan dividendos;;A
2003;2911;46365;40123;Sociedades que desembolsan dividendos;;A
2003;3023;46367;40123;Sociedades que desembolsan dividendos;42.0;A
2003;3023;46360;40123;Sociedades que desembolsan dividendos;41.0;A
2003;3023;46364;40123;Sociedades que desembolsan dividendos;1.0;A
2003;3023;46362;40123;Sociedades que desembolsan dividendos;;A
2003;3023;46363;40123;Sociedades que desembolsan dividendos;1.0;A
2003;3023;46365;40123;Sociedades que desembolsan dividendos;;A
2003;3142;46367;40123;Sociedades que desembolsan dividendos;50.0;A
2003;3142;46360;40123;Sociedades que desembolsan dividendos;49.0;A
2003;3142;46364;40123;Sociedades que desembolsan dividendos;1.0;A
2003;3142;46362;40123;Sociedades que desembolsan dividendos;;A
2003;3142;46363;40123;Sociedades que desembolsan dividendos;1.0;A
2003;3142;46365;40123;Sociedades que desembolsan dividendos;;A
2002;3143;46367;40123;Sociedades que desembolsan dividendos;287.0;A
2002;3143;46360;40123;Sociedades que desembolsan dividendos;277.0;A
2002;3143;46364;40123;Sociedades que desembolsan dividendos;10.0;A
2002;3143;46363;40123;Sociedades que desembolsan dividendos;10.0;A
2002;3143;46365;40123;Sociedades que desembolsan dividendos;;A
2002;2352;46367;40123;Sociedades que desembolsan dividendos;26.0;A
2002;2352;46360;40123;Sociedades que desembolsan dividendos;26.0;A
2002;2352;46364;40123;Sociedades que desembolsan dividendos;;A
2002;2352;46363;40123;Sociedades que desembolsan dividendos;;A
2002;2352;46365;40123;Sociedades que desembolsan dividendos;;A
2002;2402;46367;40123;Sociedades que desembolsan dividendos;23.0;A
2002;2402;46360;40123;Sociedades que desembolsan dividendos;21.0;A
2002;2402;46364;40123;Sociedades que desembolsan dividendos;2.0;A
2002;2402;46363;40123;Sociedades que desembolsan dividendos;2.0;A
2002;2402;46365;40123;Sociedades que desembolsan dividendos;;A
2002;2482;46367;40123;Sociedades que desembolsan dividendos;;A
2002;2482;46360;40123;Sociedades que desembolsan dividendos;;A
2002;2482;46364;40123;Sociedades que desembolsan dividendos;;A
2002;2482;46363;40123;Sociedades que desembolsan dividendos;;A
2002;2482;46365;40123;Sociedades que desembolsan dividendos;;A
2002;2713;46367;40123;Sociedades que desembolsan dividendos;63.0;A
2002;2713;46360;40123;Sociedades que desembolsan dividendos;61.0;A
2002;2713;46364;40123;Sociedades que desembolsan dividendos;2.0;A
2002;2713;46363;40123;Sociedades que desembolsan dividendos;2.0;A
2002;2713;46365;40123;Sociedades que desembolsan dividendos;;A
2002;2797;46367;40123;Sociedades que desembolsan dividendos;12.0;A
2002;2797;46360;40123;Sociedades que desembolsan dividendos;12.0;A
2002;2797;46364;40123;Sociedades que desembolsan dividendos;;A
2002;2797;46363;40123;Sociedades que desembolsan dividendos;;A
2002;2797;46365;40123;Sociedades que desembolsan dividendos;;A
2002;2911;46367;40123;Sociedades que desembolsan dividendos;13.0;A
2002;2911;46360;40123;Sociedades que desembolsan dividendos;13.0;A
2002;2911;46364;40123;Sociedades que desembolsan dividendos;;A
2002;2911;46363;40123;Sociedades que desembolsan dividendos;;A
2002;2911;46365;40123;Sociedades que desembolsan dividendos;;A
2002;3023;46367;40123;Sociedades que desembolsan dividendos;61.0;A
2002;3023;46360;40123;Sociedades que desembolsan dividendos;60.0;A
2002;3023;46364;40123;Sociedades que desembolsan dividendos;1.0;A
2002;3023;46363;40123;Sociedades que desembolsan dividendos;1.0;A
2002;3023;46365;40123;Sociedades que desembolsan dividendos;;A
2002;3142;46367;40123;Sociedades que desembolsan dividendos;89.0;A
2002;3142;46360;40123;Sociedades que desembolsan dividendos;84.0;A
2002;3142;46364;40123;Sociedades que desembolsan dividendos;5.0;A
2002;3142;46363;40123;Sociedades que desembolsan dividendos;5.0;A
2002;3142;46365;40123;Sociedades que desembolsan dividendos;;A
2001;3143;46367;40123;Sociedades que desembolsan dividendos;247.0;A
2001;3143;46360;40123;Sociedades que desembolsan dividendos;244.0;A
2001;3143;46364;40123;Sociedades que desembolsan dividendos;3.0;A
2001;3143;46363;40123;Sociedades que desembolsan dividendos;3.0;A
2001;3143;46365;40123;Sociedades que desembolsan dividendos;;A
2001;2352;46367;40123;Sociedades que desembolsan dividendos;17.0;A
2001;2352;46360;40123;Sociedades que desembolsan dividendos;17.0;A
2001;2352;46364;40123;Sociedades que desembolsan dividendos;;A
2001;2352;46363;40123;Sociedades que desembolsan dividendos;;A
2001;2352;46365;40123;Sociedades que desembolsan dividendos;;A
2001;2402;46367;40123;Sociedades que desembolsan dividendos;20.0;A
2001;2402;46360;40123;Sociedades que desembolsan dividendos;20.0;A
2001;2402;46364;40123;Sociedades que desembolsan dividendos;;A
2001;2402;46363;40123;Sociedades que desembolsan dividendos;;A
2001;2402;46365;40123;Sociedades que desembolsan dividendos;;A
2001;2482;46367;40123;Sociedades que desembolsan dividendos;32.0;A
2001;2482;46360;40123;Sociedades que desembolsan dividendos;31.0;A
2001;2482;46364;40123;Sociedades que desembolsan dividendos;1.0;A
2001;2482;46363;40123;Sociedades que desembolsan dividendos;1.0;A
2001;2482;46365;40123;Sociedades que desembolsan dividendos;;A
2001;2713;46367;40123;Sociedades que desembolsan dividendos;19.0;A
2001;2713;46360;40123;Sociedades que desembolsan dividendos;19.0;A
2001;2713;46364;40123;Sociedades que desembolsan dividendos;;A
2001;2713;46363;40123;Sociedades que desembolsan dividendos;;A
2001;2713;46365;40123;Sociedades que desembolsan dividendos;;A
2001;2797;46367;40123;Sociedades que desembolsan dividendos;11.0;A
2001;2797;46360;40123;Sociedades que desembolsan dividendos;11.0;A
2001;2797;46364;40123;Sociedades que desembolsan dividendos;;A
2001;2797;46363;40123;Sociedades que desembolsan dividendos;;A
2001;2797;46365;40123;Sociedades que desembolsan dividendos;;A
2001;2911;46367;40123;Sociedades que desembolsan dividendos;13.0;A
2001;2911;46360;40123;Sociedades que desembolsan dividendos;13.0;A
2001;2911;46364;40123;Sociedades que desembolsan dividendos;;A
2001;2911;46363;40123;Sociedades que desembolsan dividendos;;A
2001;2911;46365;40123;Sociedades que desembolsan dividendos;;A
2001;3023;46367;40123;Sociedades que desembolsan dividendos;61.0;A
2001;3023;46360;40123;Sociedades que desembolsan dividendos;59.0;A
2001;3023;46364;40123;Sociedades que desembolsan dividendos;2.0;A
2001;3023;46363;40123;Sociedades que desembolsan dividendos;2.0;A
2001;3023;46365;40123;Sociedades que desembolsan dividendos;;A
2001;3142;46367;40123;Sociedades que desembolsan dividendos;74.0;A
2001;3142;46360;40123;Sociedades que desembolsan dividendos;74.0;A
2001;3142;46364;40123;Sociedades que desembolsan dividendos;;A
2001;3142;46363;40123;Sociedades que desembolsan dividendos;;A
2001;3142;46365;40123;Sociedades que desembolsan dividendos;;A
2021;3143;46367;40124;Sociedades disueltas;3625.0;A
2021;3143;46360;40124;Sociedades disueltas;122.0;A
2021;3143;46364;40124;Sociedades disueltas;3466.0;A
2021;3143;46362;40124;Sociedades disueltas;6.0;A
2021;3143;46363;40124;Sociedades disueltas;3460.0;A
2021;3143;46365;40124;Sociedades disueltas;37.0;A
2021;2352;46367;40124;Sociedades disueltas;261.0;A
2021;2352;46360;40124;Sociedades disueltas;6.0;A
2021;2352;46364;40124;Sociedades disueltas;253.0;A
2021;2352;46362;40124;Sociedades disueltas;1.0;A
2021;2352;46363;40124;Sociedades disueltas;252.0;A
2021;2352;46365;40124;Sociedades disueltas;2.0;A
2021;2402;46367;40124;Sociedades disueltas;401.0;A
2021;2402;46360;40124;Sociedades disueltas;11.0;A
2021;2402;46364;40124;Sociedades disueltas;388.0;A
2021;2402;46362;40124;Sociedades disueltas;1.0;A
2021;2402;46363;40124;Sociedades disueltas;387.0;A
2021;2402;46365;40124;Sociedades disueltas;2.0;A
2021;2482;46367;40124;Sociedades disueltas;325.0;A
2021;2482;46360;40124;Sociedades disueltas;10.0;A
2021;2482;46364;40124;Sociedades disueltas;314.0;A
2021;2482;46362;40124;Sociedades disueltas;1.0;A
2021;2482;46363;40124;Sociedades disueltas;313.0;A
2021;2482;46365;40124;Sociedades disueltas;1.0;A
2021;2713;46367;40124;Sociedades disueltas;367.0;A
2021;2713;46360;40124;Sociedades disueltas;17.0;A
2021;2713;46364;40124;Sociedades disueltas;349.0;A
2021;2713;46363;40124;Sociedades disueltas;349.0;A
2021;2713;46365;40124;Sociedades disueltas;1.0;A
2021;2797;46367;40124;Sociedades disueltas;138.0;A
2021;2797;46360;40124;Sociedades disueltas;6.0;A
2021;2797;46364;40124;Sociedades disueltas;129.0;A
2021;2797;46363;40124;Sociedades disueltas;129.0;A
2021;2797;46365;40124;Sociedades disueltas;3.0;A
2021;2911;46367;40124;Sociedades disueltas;177.0;A
2021;2911;46360;40124;Sociedades disueltas;5.0;A
2021;2911;46364;40124;Sociedades disueltas;172.0;A
2021;2911;46362;40124;Sociedades disueltas;;A
2021;2911;46363;40124;Sociedades disueltas;172.0;A
2021;2911;46365;40124;Sociedades disueltas;;A
2021;3023;46367;40124;Sociedades disueltas;1078.0;A
2021;3023;46360;40124;Sociedades disueltas;35.0;A
2021;3023;46364;40124;Sociedades disueltas;1021.0;A
2021;3023;46362;40124;Sociedades disueltas;1.0;A
2021;3023;46363;40124;Sociedades disueltas;1020.0;A
2021;3023;46365;40124;Sociedades disueltas;22.0;A
2021;3142;46367;40124;Sociedades disueltas;878.0;A
2021;3142;46360;40124;Sociedades disueltas;32.0;A
2021;3142;46364;40124;Sociedades disueltas;840.0;A
2021;3142;46362;40124;Sociedades disueltas;2.0;A
2021;3142;46363;40124;Sociedades disueltas;838.0;A
2021;3142;46365;40124;Sociedades disueltas;6.0;A
2020;3143;46367;40123;Sociedades disueltas;3072.0;A
2020;3143;46360;40123;Sociedades disueltas;76.0;A
2020;3143;46364;40123;Sociedades disueltas;2987.0;A
2020;3143;46362;40123;Sociedades disueltas;9.0;A
2020;3143;46363;40123;Sociedades disueltas;2978.0;A
2020;3143;46365;40123;Sociedades disueltas;9.0;A
2020;2352;46367;40123;Sociedades disueltas;311.0;A
2020;2352;46360;40123;Sociedades disueltas;6.0;A
2020;2352;46364;40123;Sociedades disueltas;305.0;A
2020;2352;46362;40123;Sociedades disueltas;1.0;A
2020;2352;46363;40123;Sociedades disueltas;304.0;A
2020;2352;46365;40123;Sociedades disueltas;;A
2020;2402;46367;40123;Sociedades disueltas;305.0;A
2020;2402;46360;40123;Sociedades disueltas;5.0;A
2020;2402;46364;40123;Sociedades disueltas;299.0;A
2020;2402;46362;40123;Sociedades disueltas;1.0;A
2020;2402;46363;40123;Sociedades disueltas;298.0;A
2020;2402;46365;40123;Sociedades disueltas;1.0;A
2020;2482;46367;40123;Sociedades disueltas;316.0;A
2020;2482;46360;40123;Sociedades disueltas;6.0;A
2020;2482;46364;40123;Sociedades disueltas;309.0;A
2020;2482;46362;40123;Sociedades disueltas;1.0;A
2020;2482;46363;40123;Sociedades disueltas;308.0;A
2020;2482;46365;40123;Sociedades disueltas;1.0;A
2020;2713;46367;40123;Sociedades disueltas;290.0;A
2020;2713;46360;40123;Sociedades disueltas;9.0;A
2020;2713;46364;40123;Sociedades disueltas;281.0;A
2020;2713;46362;40123;Sociedades disueltas;1.0;A
2020;2713;46363;40123;Sociedades disueltas;280.0;A
2020;2713;46365;40123;Sociedades disueltas;;A
2020;2797;46367;40123;Sociedades disueltas;129.0;A
2020;2797;46360;40123;Sociedades disueltas;3.0;A
2020;2797;46364;40123;Sociedades disueltas;126.0;A
2020;2797;46363;40123;Sociedades disueltas;126.0;A
2020;2797;46365;40123;Sociedades disueltas;;A
2020;2911;46367;40123;Sociedades disueltas;141.0;A
2020;2911;46360;40123;Sociedades disueltas;4.0;A
2020;2911;46364;40123;Sociedades disueltas;137.0;A
2020;2911;46362;40123;Sociedades disueltas;;A
2020;2911;46363;40123;Sociedades disueltas;137.0;A
2020;2911;46365;40123;Sociedades disueltas;;A
2020;3023;46367;40123;Sociedades disueltas;864.0;A
2020;3023;46360;40123;Sociedades disueltas;21.0;A
2020;3023;46364;40123;Sociedades disueltas;841.0;A
2020;3023;46362;40123;Sociedades disueltas;1.0;A
2020;3023;46363;40123;Sociedades disueltas;840.0;A
2020;3023;46365;40123;Sociedades disueltas;2.0;A
2020;3142;46367;40123;Sociedades disueltas;716.0;A
2020;3142;46360;40123;Sociedades disueltas;22.0;A
2020;3142;46364;40123;Sociedades disueltas;689.0;A
2020;3142;46362;40123;Sociedades disueltas;4.0;A
2020;3142;46363;40123;Sociedades disueltas;685.0;A
2020;3142;46365;40123;Sociedades disueltas;5.0;A
2019;3143;46367;40123;Sociedades disueltas;3352.0;A
2019;3143;46360;40123;Sociedades disueltas;165.0;A
2019;3143;46364;40123;Sociedades disueltas;3159.0;A
2019;3143;46362;40123;Sociedades disueltas;7.0;A
2019;3143;46363;40123;Sociedades disueltas;3152.0;A
2019;3143;46365;40123;Sociedades disueltas;28.0;A
2019;2352;46367;40123;Sociedades disueltas;259.0;A
2019;2352;46360;40123;Sociedades disueltas;13.0;A
2019;2352;46364;40123;Sociedades disueltas;246.0;A
2019;2352;46362;40123;Sociedades disueltas;1.0;A
2019;2352;46363;40123;Sociedades disueltas;245.0;A
2019;2352;46365;40123;Sociedades disueltas;;A
2019;2402;46367;40123;Sociedades disueltas;339.0;A
2019;2402;46360;40123;Sociedades disueltas;10.0;A
2019;2402;46364;40123;Sociedades disueltas;326.0;A
2019;2402;46362;40123;Sociedades disueltas;1.0;A
2019;2402;46363;40123;Sociedades disueltas;325.0;A
2019;2402;46365;40123;Sociedades disueltas;3.0;A
2019;2482;46367;40123;Sociedades disueltas;321.0;A
2019;2482;46360;40123;Sociedades disueltas;24.0;A
2019;2482;46364;40123;Sociedades disueltas;294.0;A
2019;2482;46362;40123;Sociedades disueltas;1.0;A
2019;2482;46363;40123;Sociedades disueltas;293.0;A
2019;2482;46365;40123;Sociedades disueltas;3.0;A
2019;2713;46367;40123;Sociedades disueltas;316.0;A
2019;2713;46360;40123;Sociedades disueltas;14.0;A
2019;2713;46364;40123;Sociedades disueltas;291.0;A
2019;2713;46362;40123;Sociedades disueltas;;A
2019;2713;46363;40123;Sociedades disueltas;291.0;A
2019;2713;46365;40123;Sociedades disueltas;11.0;A
2019;2797;46367;40123;Sociedades disueltas;156.0;A
2019;2797;46360;40123;Sociedades disueltas;4.0;A
2019;2797;46364;40123;Sociedades disueltas;152.0;A
2019;2797;46363;40123;Sociedades disueltas;152.0;A
2019;2797;46365;40123;Sociedades disueltas;;A
2019;2911;46367;40123;Sociedades disueltas;159.0;A
2019;2911;46360;40123;Sociedades disueltas;8.0;A
2019;2911;46364;40123;Sociedades disueltas;150.0;A
2019;2911;46362;40123;Sociedades disueltas;;A
2019;2911;46363;40123;Sociedades disueltas;150.0;A
2019;2911;46365;40123;Sociedades disueltas;1.0;A
2019;3023;46367;40123;Sociedades disueltas;981.0;A
2019;3023;46360;40123;Sociedades disueltas;34.0;A
2019;3023;46364;40123;Sociedades disueltas;944.0;A
2019;3023;46362;40123;Sociedades disueltas;1.0;A
2019;3023;46363;40123;Sociedades disueltas;943.0;A
2019;3023;46365;40123;Sociedades disueltas;3.0;A
2019;3142;46367;40123;Sociedades disueltas;821.0;A
2019;3142;46360;40123;Sociedades disueltas;58.0;A
2019;3142;46364;40123;Sociedades disueltas;756.0;A
2019;3142;46362;40123;Sociedades disueltas;3.0;A
2019;3142;46363;40123;Sociedades disueltas;753.0;A
2019;3142;46365;40123;Sociedades disueltas;7.0;A
2018;3143;46367;40123;Sociedades disueltas;3378.0;A
2018;3143;46360;40123;Sociedades disueltas;155.0;A
2018;3143;46364;40123;Sociedades disueltas;3194.0;A
2018;3143;46362;40123;Sociedades disueltas;10.0;A
2018;3143;46363;40123;Sociedades disueltas;3184.0;A
2018;3143;46365;40123;Sociedades disueltas;29.0;A
2018;2352;46367;40123;Sociedades disueltas;198.0;A
2018;2352;46360;40123;Sociedades disueltas;12.0;A
2018;2352;46364;40123;Sociedades disueltas;186.0;A
2018;2352;46362;40123;Sociedades disueltas;;A
2018;2352;46363;40123;Sociedades disueltas;186.0;A
2018;2352;46365;40123;Sociedades disueltas;;A
2018;2402;46367;40123;Sociedades disueltas;384.0;A
2018;2402;46360;40123;Sociedades disueltas;16.0;A
2018;2402;46364;40123;Sociedades disueltas;361.0;A
2018;2402;46362;40123;Sociedades disueltas;2.0;A
2018;2402;46363;40123;Sociedades disueltas;359.0;A
2018;2402;46365;40123;Sociedades disueltas;7.0;A
2018;2482;46367;40123;Sociedades disueltas;247.0;A
2018;2482;46360;40123;Sociedades disueltas;6.0;A
2018;2482;46364;40123;Sociedades disueltas;241.0;A
2018;2482;46362;40123;Sociedades disueltas;1.0;A
2018;2482;46363;40123;Sociedades disueltas;240.0;A
2018;2482;46365;40123;Sociedades disueltas;;A
2018;2713;46367;40123;Sociedades disueltas;284.0;A
2018;2713;46360;40123;Sociedades disueltas;13.0;A
2018;2713;46364;40123;Sociedades disueltas;270.0;A
2018;2713;46363;40123;Sociedades disueltas;270.0;A
2018;2713;46365;40123;Sociedades disueltas;1.0;A
2018;2797;46367;40123;Sociedades disueltas;141.0;A
2018;2797;46360;40123;Sociedades disueltas;9.0;A
2018;2797;46364;40123;Sociedades disueltas;130.0;A
2018;2797;46362;40123;Sociedades disueltas;1.0;A
2018;2797;46363;40123;Sociedades disueltas;129.0;A
2018;2797;46365;40123;Sociedades disueltas;2.0;A
2018;2911;46367;40123;Sociedades disueltas;172.0;A
2018;2911;46360;40123;Sociedades disueltas;3.0;A
2018;2911;46364;40123;Sociedades disueltas;169.0;A
2018;2911;46363;40123;Sociedades disueltas;169.0;A
2018;2911;46365;40123;Sociedades disueltas;;A
2018;3023;46367;40123;Sociedades disueltas;971.0;A
2018;3023;46360;40123;Sociedades disueltas;44.0;A
2018;3023;46364;40123;Sociedades disueltas;922.0;A
2018;3023;46362;40123;Sociedades disueltas;4.0;A
2018;3023;46363;40123;Sociedades disueltas;918.0;A
2018;3023;46365;40123;Sociedades disueltas;5.0;A
2018;3142;46367;40123;Sociedades disueltas;981.0;A
2018;3142;46360;40123;Sociedades disueltas;52.0;A
2018;3142;46364;40123;Sociedades disueltas;915.0;A
2018;3142;46362;40123;Sociedades disueltas;2.0;A
2018;3142;46363;40123;Sociedades disueltas;913.0;A
2018;3142;46365;40123;Sociedades disueltas;14.0;A
