D_TEMPORAL_0;D_TERRITORIO_0;D_FORMA_JUR_SOCMER_0;D_ESTADO_DATO_0;INDICATOR;OBS_VALUE;FREQ
2004;3142;46360;40123;Sociedades que realizan escisión;1.0;A
2004;3142;46364;40123;Sociedades que realizan escisión;4.0;A
2004;3142;46362;40123;Sociedades que realizan escisión;;A
2004;3142;46363;40123;Sociedades que realizan escisión;4.0;A
2004;3142;46365;40123;Sociedades que realizan escisión;;A
2003;3143;46367;40123;Sociedades que realizan escisión;29.0;A
2003;3143;46360;40123;Sociedades que realizan escisión;10.0;A
2003;3143;46364;40123;Sociedades que realizan escisión;19.0;A
2003;3143;46362;40123;Sociedades que realizan escisión;;A
2003;3143;46363;40123;Sociedades que realizan escisión;19.0;A
2003;3143;46365;40123;Sociedades que realizan escisión;;A
2003;2352;46367;40123;Sociedades que realizan escisión;2.0;A
2003;2352;46360;40123;Sociedades que realizan escisión;;A
2003;2352;46364;40123;Sociedades que realizan escisión;2.0;A
2003;2352;46362;40123;Sociedades que realizan escisión;;A
2003;2352;46363;40123;Sociedades que realizan escisión;2.0;A
2003;2352;46365;40123;Sociedades que realizan escisión;;A
2003;2402;46367;40123;Sociedades que realizan escisión;4.0;A
2003;2402;46360;40123;Sociedades que realizan escisión;;A
2003;2402;46364;40123;Sociedades que realizan escisión;4.0;A
2003;2402;46362;40123;Sociedades que realizan escisión;;A
2003;2402;46363;40123;Sociedades que realizan escisión;4.0;A
2003;2402;46365;40123;Sociedades que realizan escisión;;A
2003;2482;46367;40123;Sociedades que realizan escisión;3.0;A
2003;2482;46360;40123;Sociedades que realizan escisión;3.0;A
2003;2482;46364;40123;Sociedades que realizan escisión;;A
2003;2482;46362;40123;Sociedades que realizan escisión;;A
2003;2482;46363;40123;Sociedades que realizan escisión;;A
2003;2482;46365;40123;Sociedades que realizan escisión;;A
2003;2713;46367;40123;Sociedades que realizan escisión;2.0;A
2003;2713;46360;40123;Sociedades que realizan escisión;;A
2003;2713;46364;40123;Sociedades que realizan escisión;2.0;A
2003;2713;46362;40123;Sociedades que realizan escisión;;A
2003;2713;46363;40123;Sociedades que realizan escisión;2.0;A
2003;2713;46365;40123;Sociedades que realizan escisión;;A
2003;2797;46367;40123;Sociedades que realizan escisión;;A
2003;2797;46360;40123;Sociedades que realizan escisión;;A
2003;2797;46364;40123;Sociedades que realizan escisión;;A
2003;2797;46362;40123;Sociedades que realizan escisión;;A
2003;2797;46363;40123;Sociedades que realizan escisión;;A
2003;2797;46365;40123;Sociedades que realizan escisión;;A
2003;2911;46367;40123;Sociedades que realizan escisión;;A
2003;2911;46360;40123;Sociedades que realizan escisión;;A
2003;2911;46364;40123;Sociedades que realizan escisión;;A
2003;2911;46362;40123;Sociedades que realizan escisión;;A
2003;2911;46363;40123;Sociedades que realizan escisión;;A
2003;2911;46365;40123;Sociedades que realizan escisión;;A
2003;3023;46367;40123;Sociedades que realizan escisión;8.0;A
2003;3023;46360;40123;Sociedades que realizan escisión;3.0;A
2003;3023;46364;40123;Sociedades que realizan escisión;5.0;A
2003;3023;46362;40123;Sociedades que realizan escisión;;A
2003;3023;46363;40123;Sociedades que realizan escisión;5.0;A
2003;3023;46365;40123;Sociedades que realizan escisión;;A
2003;3142;46367;40123;Sociedades que realizan escisión;10.0;A
2003;3142;46360;40123;Sociedades que realizan escisión;4.0;A
2003;3142;46364;40123;Sociedades que realizan escisión;6.0;A
2003;3142;46362;40123;Sociedades que realizan escisión;;A
2003;3142;46363;40123;Sociedades que realizan escisión;6.0;A
2003;3142;46365;40123;Sociedades que realizan escisión;;A
2002;3143;46367;40123;Sociedades que realizan escisión;27.0;A
2002;3143;46360;40123;Sociedades que realizan escisión;9.0;A
2002;3143;46364;40123;Sociedades que realizan escisión;18.0;A
2002;3143;46363;40123;Sociedades que realizan escisión;18.0;A
2002;3143;46365;40123;Sociedades que realizan escisión;;A
2002;2352;46367;40123;Sociedades que realizan escisión;1.0;A
2002;2352;46360;40123;Sociedades que realizan escisión;;A
2002;2352;46364;40123;Sociedades que realizan escisión;1.0;A
2002;2352;46363;40123;Sociedades que realizan escisión;1.0;A
2002;2352;46365;40123;Sociedades que realizan escisión;;A
2002;2402;46367;40123;Sociedades que realizan escisión;5.0;A
2002;2402;46360;40123;Sociedades que realizan escisión;2.0;A
2002;2402;46364;40123;Sociedades que realizan escisión;3.0;A
2002;2402;46363;40123;Sociedades que realizan escisión;3.0;A
2002;2402;46365;40123;Sociedades que realizan escisión;;A
2002;2482;46367;40123;Sociedades que realizan escisión;;A
2002;2482;46360;40123;Sociedades que realizan escisión;;A
2002;2482;46364;40123;Sociedades que realizan escisión;;A
2002;2482;46363;40123;Sociedades que realizan escisión;;A
2002;2482;46365;40123;Sociedades que realizan escisión;;A
2002;2713;46367;40123;Sociedades que realizan escisión;2.0;A
2002;2713;46360;40123;Sociedades que realizan escisión;1.0;A
2002;2713;46364;40123;Sociedades que realizan escisión;1.0;A
2002;2713;46363;40123;Sociedades que realizan escisión;1.0;A
2002;2713;46365;40123;Sociedades que realizan escisión;;A
2002;2797;46367;40123;Sociedades que realizan escisión;1.0;A
2002;2797;46360;40123;Sociedades que realizan escisión;1.0;A
2002;2797;46364;40123;Sociedades que realizan escisión;;A
2002;2797;46363;40123;Sociedades que realizan escisión;;A
2002;2797;46365;40123;Sociedades que realizan escisión;;A
2002;2911;46367;40123;Sociedades que realizan escisión;3.0;A
2002;2911;46360;40123;Sociedades que realizan escisión;1.0;A
2002;2911;46364;40123;Sociedades que realizan escisión;2.0;A
2002;2911;46363;40123;Sociedades que realizan escisión;2.0;A
2002;2911;46365;40123;Sociedades que realizan escisión;;A
2002;3023;46367;40123;Sociedades que realizan escisión;10.0;A
2002;3023;46360;40123;Sociedades que realizan escisión;2.0;A
2002;3023;46364;40123;Sociedades que realizan escisión;8.0;A
2002;3023;46363;40123;Sociedades que realizan escisión;8.0;A
2002;3023;46365;40123;Sociedades que realizan escisión;;A
2002;3142;46367;40123;Sociedades que realizan escisión;5.0;A
2002;3142;46360;40123;Sociedades que realizan escisión;2.0;A
2002;3142;46364;40123;Sociedades que realizan escisión;3.0;A
2002;3142;46363;40123;Sociedades que realizan escisión;3.0;A
2002;3142;46365;40123;Sociedades que realizan escisión;;A
2001;3143;46367;40123;Sociedades que realizan escisión;19.0;A
2001;3143;46360;40123;Sociedades que realizan escisión;5.0;A
2001;3143;46364;40123;Sociedades que realizan escisión;14.0;A
2001;3143;46363;40123;Sociedades que realizan escisión;14.0;A
2001;3143;46365;40123;Sociedades que realizan escisión;;A
2001;2352;46367;40123;Sociedades que realizan escisión;2.0;A
2001;2352;46360;40123;Sociedades que realizan escisión;;A
2001;2352;46364;40123;Sociedades que realizan escisión;2.0;A
2001;2352;46363;40123;Sociedades que realizan escisión;2.0;A
2001;2352;46365;40123;Sociedades que realizan escisión;;A
2001;2402;46367;40123;Sociedades que realizan escisión;4.0;A
2001;2402;46360;40123;Sociedades que realizan escisión;1.0;A
2001;2402;46364;40123;Sociedades que realizan escisión;3.0;A
2001;2402;46363;40123;Sociedades que realizan escisión;3.0;A
2001;2402;46365;40123;Sociedades que realizan escisión;;A
2001;2482;46367;40123;Sociedades que realizan escisión;3.0;A
2001;2482;46360;40123;Sociedades que realizan escisión;;A
2001;2482;46364;40123;Sociedades que realizan escisión;3.0;A
2001;2482;46363;40123;Sociedades que realizan escisión;3.0;A
2001;2482;46365;40123;Sociedades que realizan escisión;;A
2001;2713;46367;40123;Sociedades que realizan escisión;1.0;A
2001;2713;46360;40123;Sociedades que realizan escisión;1.0;A
2001;2713;46364;40123;Sociedades que realizan escisión;;A
2001;2713;46363;40123;Sociedades que realizan escisión;;A
2001;2713;46365;40123;Sociedades que realizan escisión;;A
2001;2797;46367;40123;Sociedades que realizan escisión;1.0;A
2001;2797;46360;40123;Sociedades que realizan escisión;1.0;A
2001;2797;46364;40123;Sociedades que realizan escisión;;A
2001;2797;46363;40123;Sociedades que realizan escisión;;A
2001;2797;46365;40123;Sociedades que realizan escisión;;A
2001;2911;46367;40123;Sociedades que realizan escisión;;A
2001;2911;46360;40123;Sociedades que realizan escisión;;A
2001;2911;46364;40123;Sociedades que realizan escisión;;A
2001;2911;46363;40123;Sociedades que realizan escisión;;A
2001;2911;46365;40123;Sociedades que realizan escisión;;A
2001;3023;46367;40123;Sociedades que realizan escisión;2.0;A
2001;3023;46360;40123;Sociedades que realizan escisión;1.0;A
2001;3023;46364;40123;Sociedades que realizan escisión;1.0;A
2001;3023;46363;40123;Sociedades que realizan escisión;1.0;A
2001;3023;46365;40123;Sociedades que realizan escisión;;A
2001;3142;46367;40123;Sociedades que realizan escisión;6.0;A
2001;3142;46360;40123;Sociedades que realizan escisión;1.0;A
2001;3142;46364;40123;Sociedades que realizan escisión;5.0;A
2001;3142;46363;40123;Sociedades que realizan escisión;5.0;A
2001;3142;46365;40123;Sociedades que realizan escisión;;A
2021;3143;46367;40124;SM transformadas;90.0;A
2021;3143;46360;40124;SM transformadas;41.0;A
2021;3143;46364;40124;SM transformadas;37.0;A
2021;3143;46362;40124;SM transformadas;2.0;A
2021;3143;46363;40124;SM transformadas;35.0;A
2021;3143;46365;40124;SM transformadas;12.0;A
2021;2352;46367;40124;SM transformadas;5.0;A
2021;2352;46360;40124;SM transformadas;2.0;A
2021;2352;46364;40124;SM transformadas;1.0;A
2021;2352;46362;40124;SM transformadas;;A
2021;2352;46363;40124;SM transformadas;1.0;A
2021;2352;46365;40124;SM transformadas;2.0;A
2021;2402;46367;40124;SM transformadas;13.0;A
2021;2402;46360;40124;SM transformadas;8.0;A
2021;2402;46364;40124;SM transformadas;4.0;A
2021;2402;46362;40124;SM transformadas;;A
2021;2402;46363;40124;SM transformadas;4.0;A
2021;2402;46365;40124;SM transformadas;1.0;A
2021;2482;46367;40124;SM transformadas;11.0;A
2021;2482;46360;40124;SM transformadas;5.0;A
2021;2482;46364;40124;SM transformadas;6.0;A
2021;2482;46362;40124;SM transformadas;;A
2021;2482;46363;40124;SM transformadas;6.0;A
2021;2482;46365;40124;SM transformadas;;A
2021;2713;46367;40124;SM transformadas;7.0;A
2021;2713;46360;40124;SM transformadas;2.0;A
2021;2713;46364;40124;SM transformadas;4.0;A
2021;2713;46363;40124;SM transformadas;4.0;A
2021;2713;46365;40124;SM transformadas;1.0;A
2021;2797;46367;40124;SM transformadas;2.0;A
2021;2797;46360;40124;SM transformadas;1.0;A
2021;2797;46364;40124;SM transformadas;1.0;A
2021;2797;46363;40124;SM transformadas;1.0;A
2021;2797;46365;40124;SM transformadas;;A
2021;2911;46367;40124;SM transformadas;13.0;A
2021;2911;46360;40124;SM transformadas;5.0;A
2021;2911;46364;40124;SM transformadas;4.0;A
2021;2911;46362;40124;SM transformadas;1.0;A
2021;2911;46363;40124;SM transformadas;3.0;A
2021;2911;46365;40124;SM transformadas;4.0;A
2021;3023;46367;40124;SM transformadas;20.0;A
2021;3023;46360;40124;SM transformadas;7.0;A
2021;3023;46364;40124;SM transformadas;10.0;A
2021;3023;46362;40124;SM transformadas;;A
2021;3023;46363;40124;SM transformadas;10.0;A
2021;3023;46365;40124;SM transformadas;3.0;A
2021;3142;46367;40124;SM transformadas;19.0;A
2021;3142;46360;40124;SM transformadas;11.0;A
2021;3142;46364;40124;SM transformadas;7.0;A
2021;3142;46362;40124;SM transformadas;1.0;A
2021;3142;46363;40124;SM transformadas;6.0;A
2021;3142;46365;40124;SM transformadas;1.0;A
2020;3143;46367;40123;SM transformadas;74.0;A
2020;3143;46360;40123;SM transformadas;43.0;A
2020;3143;46364;40123;SM transformadas;25.0;A
2020;3143;46362;40123;SM transformadas;2.0;A
2020;3143;46363;40123;SM transformadas;23.0;A
2020;3143;46365;40123;SM transformadas;6.0;A
2020;2352;46367;40123;SM transformadas;6.0;A
2020;2352;46360;40123;SM transformadas;6.0;A
2020;2352;46364;40123;SM transformadas;;A
2020;2352;46362;40123;SM transformadas;;A
2020;2352;46363;40123;SM transformadas;;A
2020;2352;46365;40123;SM transformadas;;A
2020;2402;46367;40123;SM transformadas;8.0;A
2020;2402;46360;40123;SM transformadas;3.0;A
2020;2402;46364;40123;SM transformadas;3.0;A
2020;2402;46362;40123;SM transformadas;;A
2020;2402;46363;40123;SM transformadas;3.0;A
2020;2402;46365;40123;SM transformadas;2.0;A
2020;2482;46367;40123;SM transformadas;3.0;A
2020;2482;46360;40123;SM transformadas;2.0;A
2020;2482;46364;40123;SM transformadas;1.0;A
2020;2482;46362;40123;SM transformadas;;A
2020;2482;46363;40123;SM transformadas;1.0;A
2020;2482;46365;40123;SM transformadas;;A
2020;2713;46367;40123;SM transformadas;8.0;A
2020;2713;46360;40123;SM transformadas;5.0;A
2020;2713;46364;40123;SM transformadas;2.0;A
2020;2713;46362;40123;SM transformadas;;A
2020;2713;46363;40123;SM transformadas;2.0;A
2020;2713;46365;40123;SM transformadas;1.0;A
2020;2797;46367;40123;SM transformadas;2.0;A
2020;2797;46360;40123;SM transformadas;;A
2020;2797;46364;40123;SM transformadas;1.0;A
2020;2797;46363;40123;SM transformadas;1.0;A
2020;2797;46365;40123;SM transformadas;1.0;A
2020;2911;46367;40123;SM transformadas;7.0;A
2020;2911;46360;40123;SM transformadas;2.0;A
2020;2911;46364;40123;SM transformadas;4.0;A
2020;2911;46362;40123;SM transformadas;1.0;A
2020;2911;46363;40123;SM transformadas;3.0;A
2020;2911;46365;40123;SM transformadas;1.0;A
2020;3023;46367;40123;SM transformadas;20.0;A
2020;3023;46360;40123;SM transformadas;13.0;A
2020;3023;46364;40123;SM transformadas;7.0;A
2020;3023;46362;40123;SM transformadas;;A
2020;3023;46363;40123;SM transformadas;7.0;A
2020;3023;46365;40123;SM transformadas;;A
2020;3142;46367;40123;SM transformadas;20.0;A
2020;3142;46360;40123;SM transformadas;12.0;A
2020;3142;46364;40123;SM transformadas;7.0;A
2020;3142;46362;40123;SM transformadas;1.0;A
2020;3142;46363;40123;SM transformadas;6.0;A
2020;3142;46365;40123;SM transformadas;1.0;A
2019;3143;46367;40123;SM transformadas;122.0;A
2019;3143;46360;40123;SM transformadas;53.0;A
2019;3143;46364;40123;SM transformadas;63.0;A
2019;3143;46362;40123;SM transformadas;;A
2019;3143;46363;40123;SM transformadas;63.0;A
2019;3143;46365;40123;SM transformadas;6.0;A
2019;2352;46367;40123;SM transformadas;8.0;A
2019;2352;46360;40123;SM transformadas;5.0;A
2019;2352;46364;40123;SM transformadas;1.0;A
2019;2352;46362;40123;SM transformadas;;A
2019;2352;46363;40123;SM transformadas;1.0;A
2019;2352;46365;40123;SM transformadas;2.0;A
2019;2402;46367;40123;SM transformadas;13.0;A
2019;2402;46360;40123;SM transformadas;7.0;A
2019;2402;46364;40123;SM transformadas;6.0;A
2019;2402;46362;40123;SM transformadas;;A
2019;2402;46363;40123;SM transformadas;6.0;A
2019;2402;46365;40123;SM transformadas;;A
2019;2482;46367;40123;SM transformadas;9.0;A
2019;2482;46360;40123;SM transformadas;3.0;A
2019;2482;46364;40123;SM transformadas;6.0;A
2019;2482;46362;40123;SM transformadas;;A
2019;2482;46363;40123;SM transformadas;6.0;A
2019;2482;46365;40123;SM transformadas;;A
2019;2713;46367;40123;SM transformadas;9.0;A
2019;2713;46360;40123;SM transformadas;7.0;A
2019;2713;46364;40123;SM transformadas;1.0;A
2019;2713;46362;40123;SM transformadas;;A
2019;2713;46363;40123;SM transformadas;1.0;A
2019;2713;46365;40123;SM transformadas;1.0;A
2019;2797;46367;40123;SM transformadas;6.0;A
2019;2797;46360;40123;SM transformadas;1.0;A
2019;2797;46364;40123;SM transformadas;5.0;A
2019;2797;46363;40123;SM transformadas;5.0;A
2019;2797;46365;40123;SM transformadas;;A
2019;2911;46367;40123;SM transformadas;2.0;A
2019;2911;46360;40123;SM transformadas;;A
2019;2911;46364;40123;SM transformadas;1.0;A
2019;2911;46362;40123;SM transformadas;;A
2019;2911;46363;40123;SM transformadas;1.0;A
2019;2911;46365;40123;SM transformadas;1.0;A
2019;3023;46367;40123;SM transformadas;48.0;A
2019;3023;46360;40123;SM transformadas;20.0;A
2019;3023;46364;40123;SM transformadas;28.0;A
2019;3023;46362;40123;SM transformadas;;A
2019;3023;46363;40123;SM transformadas;28.0;A
2019;3023;46365;40123;SM transformadas;;A
2019;3142;46367;40123;SM transformadas;27.0;A
2019;3142;46360;40123;SM transformadas;10.0;A
2019;3142;46364;40123;SM transformadas;15.0;A
2019;3142;46362;40123;SM transformadas;;A
2019;3142;46363;40123;SM transformadas;15.0;A
2019;3142;46365;40123;SM transformadas;2.0;A
2018;3143;46367;40123;SM transformadas;114.0;A
2018;3143;46360;40123;SM transformadas;54.0;A
2018;3143;46364;40123;SM transformadas;50.0;A
2018;3143;46362;40123;SM transformadas;;A
2018;3143;46363;40123;SM transformadas;50.0;A
2018;3143;46365;40123;SM transformadas;10.0;A
2018;2352;46367;40123;SM transformadas;7.0;A
2018;2352;46360;40123;SM transformadas;2.0;A
2018;2352;46364;40123;SM transformadas;4.0;A
2018;2352;46362;40123;SM transformadas;;A
2018;2352;46363;40123;SM transformadas;4.0;A
2018;2352;46365;40123;SM transformadas;1.0;A
2018;2402;46367;40123;SM transformadas;12.0;A
2018;2402;46360;40123;SM transformadas;4.0;A
2018;2402;46364;40123;SM transformadas;8.0;A
2018;2402;46362;40123;SM transformadas;;A
2018;2402;46363;40123;SM transformadas;8.0;A
2018;2402;46365;40123;SM transformadas;;A
2018;2482;46367;40123;SM transformadas;12.0;A
2018;2482;46360;40123;SM transformadas;10.0;A
2018;2482;46364;40123;SM transformadas;1.0;A
2018;2482;46362;40123;SM transformadas;;A
2018;2482;46363;40123;SM transformadas;1.0;A
2018;2482;46365;40123;SM transformadas;1.0;A
2018;2713;46367;40123;SM transformadas;15.0;A
2018;2713;46360;40123;SM transformadas;7.0;A
2018;2713;46364;40123;SM transformadas;4.0;A
2018;2713;46363;40123;SM transformadas;4.0;A
2018;2713;46365;40123;SM transformadas;4.0;A
2018;2797;46367;40123;SM transformadas;5.0;A
2018;2797;46360;40123;SM transformadas;1.0;A
2018;2797;46364;40123;SM transformadas;4.0;A
2018;2797;46362;40123;SM transformadas;;A
2018;2797;46363;40123;SM transformadas;4.0;A
2018;2797;46365;40123;SM transformadas;;A
2018;2911;46367;40123;SM transformadas;9.0;A
2018;2911;46360;40123;SM transformadas;4.0;A
2018;2911;46364;40123;SM transformadas;2.0;A
2018;2911;46363;40123;SM transformadas;2.0;A
2018;2911;46365;40123;SM transformadas;3.0;A
2018;3023;46367;40123;SM transformadas;32.0;A
2018;3023;46360;40123;SM transformadas;12.0;A
2018;3023;46364;40123;SM transformadas;20.0;A
2018;3023;46362;40123;SM transformadas;;A
2018;3023;46363;40123;SM transformadas;20.0;A
2018;3023;46365;40123;SM transformadas;;A
2018;3142;46367;40123;SM transformadas;22.0;A
2018;3142;46360;40123;SM transformadas;14.0;A
2018;3142;46364;40123;SM transformadas;7.0;A
2018;3142;46362;40123;SM transformadas;;A
2018;3142;46363;40123;SM transformadas;7.0;A
2018;3142;46365;40123;SM transformadas;1.0;A
2017;3143;46367;40123;SM transformadas;131.0;A
2017;3143;46360;40123;SM transformadas;71.0;A
2017;3143;46364;40123;SM transformadas;52.0;A
2017;3143;46362;40123;SM transformadas;;A
2017;3143;46363;40123;SM transformadas;52.0;A
2017;3143;46365;40123;SM transformadas;8.0;A
2017;2352;46367;40123;SM transformadas;10.0;A
2017;2352;46360;40123;SM transformadas;6.0;A
2017;2352;46364;40123;SM transformadas;2.0;A
2017;2352;46363;40123;SM transformadas;2.0;A
2017;2352;46365;40123;SM transformadas;2.0;A
2017;2402;46367;40123;SM transformadas;15.0;A
2017;2402;46360;40123;SM transformadas;6.0;A
2017;2402;46364;40123;SM transformadas;9.0;A
2017;2402;46363;40123;SM transformadas;9.0;A
2017;2402;46365;40123;SM transformadas;;A
2017;2482;46367;40123;SM transformadas;10.0;A
2017;2482;46360;40123;SM transformadas;8.0;A
2017;2482;46364;40123;SM transformadas;2.0;A
2017;2482;46363;40123;SM transformadas;2.0;A
2017;2482;46365;40123;SM transformadas;;A
2017;2713;46367;40123;SM transformadas;16.0;A
2017;2713;46360;40123;SM transformadas;13.0;A
2017;2713;46364;40123;SM transformadas;1.0;A
2017;2713;46362;40123;SM transformadas;;A
2017;2713;46363;40123;SM transformadas;1.0;A
2017;2713;46365;40123;SM transformadas;2.0;A
2017;2797;46367;40123;SM transformadas;8.0;A
2017;2797;46360;40123;SM transformadas;7.0;A
2017;2797;46364;40123;SM transformadas;1.0;A
2017;2797;46363;40123;SM transformadas;1.0;A
2017;2797;46365;40123;SM transformadas;;A
2017;2911;46367;40123;SM transformadas;3.0;A
2017;2911;46360;40123;SM transformadas;;A
2017;2911;46364;40123;SM transformadas;;A
2017;2911;46362;40123;SM transformadas;;A
2017;2911;46363;40123;SM transformadas;;A
2017;2911;46365;40123;SM transformadas;3.0;A
2017;3023;46367;40123;SM transformadas;41.0;A
2017;3023;46360;40123;SM transformadas;15.0;A
2017;3023;46364;40123;SM transformadas;26.0;A
2017;3023;46362;40123;SM transformadas;;A
2017;3023;46363;40123;SM transformadas;26.0;A
2017;3023;46365;40123;SM transformadas;;A
2017;3142;46367;40123;SM transformadas;28.0;A
2017;3142;46360;40123;SM transformadas;16.0;A
2017;3142;46364;40123;SM transformadas;11.0;A
2017;3142;46362;40123;SM transformadas;;A
2017;3142;46363;40123;SM transformadas;11.0;A
2017;3142;46365;40123;SM transformadas;1.0;A
2016;3143;46367;40123;SM transformadas;124.0;A
2016;3143;46360;40123;SM transformadas;53.0;A
2016;3143;46364;40123;SM transformadas;64.0;A
2016;3143;46362;40123;SM transformadas;;A
2016;3143;46363;40123;SM transformadas;64.0;A
2016;3143;46365;40123;SM transformadas;7.0;A
2016;2352;46367;40123;SM transformadas;6.0;A
2016;2352;46360;40123;SM transformadas;2.0;A
2016;2352;46364;40123;SM transformadas;4.0;A
2016;2352;46363;40123;SM transformadas;4.0;A
2016;2352;46365;40123;SM transformadas;;A
2016;2402;46367;40123;SM transformadas;23.0;A
2016;2402;46360;40123;SM transformadas;9.0;A
2016;2402;46364;40123;SM transformadas;14.0;A
2016;2402;46362;40123;SM transformadas;;A
2016;2402;46363;40123;SM transformadas;14.0;A
2016;2402;46365;40123;SM transformadas;;A
2016;2482;46367;40123;SM transformadas;7.0;A
2016;2482;46360;40123;SM transformadas;5.0;A
2016;2482;46364;40123;SM transformadas;2.0;A
2016;2482;46362;40123;SM transformadas;;A
2016;2482;46363;40123;SM transformadas;2.0;A
2016;2482;46365;40123;SM transformadas;;A
2016;2713;46367;40123;SM transformadas;5.0;A
2016;2713;46360;40123;SM transformadas;2.0;A
2016;2713;46364;40123;SM transformadas;;A
2016;2713;46362;40123;SM transformadas;;A
2016;2713;46363;40123;SM transformadas;;A
2016;2713;46365;40123;SM transformadas;3.0;A
2016;2797;46367;40123;SM transformadas;5.0;A
2016;2797;46360;40123;SM transformadas;3.0;A
2016;2797;46364;40123;SM transformadas;2.0;A
2016;2797;46363;40123;SM transformadas;2.0;A
2016;2797;46365;40123;SM transformadas;;A
2016;2911;46367;40123;SM transformadas;8.0;A
2016;2911;46360;40123;SM transformadas;2.0;A
2016;2911;46364;40123;SM transformadas;5.0;A
2016;2911;46363;40123;SM transformadas;5.0;A
2016;2911;46365;40123;SM transformadas;1.0;A
2016;3023;46367;40123;SM transformadas;42.0;A
2016;3023;46360;40123;SM transformadas;18.0;A
2016;3023;46364;40123;SM transformadas;23.0;A
2016;3023;46362;40123;SM transformadas;;A
2016;3023;46363;40123;SM transformadas;23.0;A
2016;3023;46365;40123;SM transformadas;1.0;A
2016;3142;46367;40123;SM transformadas;28.0;A
2016;3142;46360;40123;SM transformadas;12.0;A
2016;3142;46364;40123;SM transformadas;14.0;A
2016;3142;46362;40123;SM transformadas;;A
2016;3142;46363;40123;SM transformadas;14.0;A
2016;3142;46365;40123;SM transformadas;2.0;A
2015;3143;46367;40123;SM transformadas;123.0;A
2015;3143;46360;40123;SM transformadas;76.0;A
2015;3143;46364;40123;SM transformadas;43.0;A
2015;3143;46362;40123;SM transformadas;;A
2015;3143;46363;40123;SM transformadas;43.0;A
2015;3143;46365;40123;SM transformadas;4.0;A
2015;2352;46367;40123;SM transformadas;8.0;A
2015;2352;46360;40123;SM transformadas;5.0;A
2015;2352;46364;40123;SM transformadas;3.0;A
2015;2352;46362;40123;SM transformadas;;A
2015;2352;46363;40123;SM transformadas;3.0;A
2015;2352;46365;40123;SM transformadas;;A
2015;2402;46367;40123;SM transformadas;18.0;A
2015;2402;46360;40123;SM transformadas;12.0;A
2015;2402;46364;40123;SM transformadas;6.0;A
2015;2402;46362;40123;SM transformadas;;A
2015;2402;46363;40123;SM transformadas;6.0;A
2015;2402;46365;40123;SM transformadas;;A
2015;2482;46367;40123;SM transformadas;17.0;A
2015;2482;46360;40123;SM transformadas;9.0;A
2015;2482;46364;40123;SM transformadas;8.0;A
2015;2482;46362;40123;SM transformadas;;A
2015;2482;46363;40123;SM transformadas;8.0;A
2015;2482;46365;40123;SM transformadas;;A
2015;2713;46367;40123;SM transformadas;10.0;A
2015;2713;46360;40123;SM transformadas;5.0;A
2015;2713;46364;40123;SM transformadas;2.0;A
2015;2713;46362;40123;SM transformadas;;A
2015;2713;46363;40123;SM transformadas;2.0;A
2015;2713;46365;40123;SM transformadas;3.0;A
2015;2797;46367;40123;SM transformadas;9.0;A
2015;2797;46360;40123;SM transformadas;7.0;A
2015;2797;46364;40123;SM transformadas;2.0;A
2015;2797;46363;40123;SM transformadas;2.0;A
2015;2797;46365;40123;SM transformadas;;A
2015;2911;46367;40123;SM transformadas;5.0;A
2015;2911;46360;40123;SM transformadas;;A
2015;2911;46364;40123;SM transformadas;4.0;A
2015;2911;46362;40123;SM transformadas;;A
2015;2911;46363;40123;SM transformadas;4.0;A
2015;2911;46365;40123;SM transformadas;1.0;A
2015;3023;46367;40123;SM transformadas;26.0;A
2015;3023;46360;40123;SM transformadas;17.0;A
2015;3023;46364;40123;SM transformadas;9.0;A
2015;3023;46362;40123;SM transformadas;;A
2015;3023;46363;40123;SM transformadas;9.0;A
2015;3023;46365;40123;SM transformadas;;A
2015;3142;46367;40123;SM transformadas;30.0;A
2015;3142;46360;40123;SM transformadas;21.0;A
2015;3142;46364;40123;SM transformadas;9.0;A
2015;3142;46363;40123;SM transformadas;9.0;A
2015;3142;46365;40123;SM transformadas;;A
2014;3143;46367;40123;SM transformadas;141.0;A
2014;3143;46360;40123;SM transformadas;90.0;A
2014;3143;46364;40123;SM transformadas;44.0;A
2014;3143;46362;40123;SM transformadas;;A
2014;3143;46363;40123;SM transformadas;44.0;A
2014;3143;46365;40123;SM transformadas;7.0;A
2014;2352;46367;40123;SM transformadas;17.0;A
2014;2352;46360;40123;SM transformadas;14.0;A
2014;2352;46364;40123;SM transformadas;2.0;A
2014;2352;46363;40123;SM transformadas;2.0;A
2014;2352;46365;40123;SM transformadas;1.0;A
2014;2402;46367;40123;SM transformadas;15.0;A
2014;2402;46360;40123;SM transformadas;8.0;A
2014;2402;46364;40123;SM transformadas;7.0;A
2014;2402;46363;40123;SM transformadas;7.0;A
2014;2402;46365;40123;SM transformadas;;A
2014;2482;46367;40123;SM transformadas;15.0;A
2014;2482;46360;40123;SM transformadas;11.0;A
2014;2482;46364;40123;SM transformadas;3.0;A
2014;2482;46363;40123;SM transformadas;3.0;A
2014;2482;46365;40123;SM transformadas;1.0;A
2014;2713;46367;40123;SM transformadas;10.0;A
2014;2713;46360;40123;SM transformadas;3.0;A
2014;2713;46364;40123;SM transformadas;5.0;A
2014;2713;46362;40123;SM transformadas;;A
2014;2713;46363;40123;SM transformadas;5.0;A
2014;2713;46365;40123;SM transformadas;2.0;A
