TEMPORAL;TERRITORIO;IPC_RUBRICAS;INDICATOR;OBS_VALUE;FREQ;IPC_GRUPOSESPECIALES
2018-11;ES;62035;RCH_A;-0.7;M;
2018-11;ES;62036;RCH_A;-0.1;M;
2018-11;ES;62037;RCH_A;1.5;M;
2018-11;ES;62038;RCH_A;0.9;M;
2018-11;ES;62039;RCH_A;3.5;M;
2018-11;ES;62040;RCH_A;1.5;M;
2018-11;ES;62041;RCH_A;3.1;M;
2018-11;ES;62042;RCH_A;-0.5;M;
2018-11;ES;62043;RCH_A;0.8;M;
2018-11;ES;62044;RCH_A;-11.5;M;
2018-11;ES;62045;RCH_A;4.5;M;
2018-11;ES;62046;RCH_A;-0.6;M;
2018-11;ES;62047;RCH_A;6.5;M;
2018-11;ES;62048;RCH_A;1.2;M;
2018-11;ES;62049;RCH_A;10.7;M;
2018-11;ES;62050;RCH_A;-0.3;M;
2018-11;ES;62051;RCH_A;-0.7;M;
2018-11;ES;62052;RCH_A;0.9;M;
2018-11;ES;62053;RCH_A;2.3;M;
2018-11;ES;62054;RCH_A;4.3;M;
2018-11;ES;62055;RCH_A;1.0;M;
2018-11;ES;62056;RCH_A;0.4;M;
2018-11;ES;62057;RCH_A;1.0;M;
2018-11;ES;62058;RCH_A;1.3;M;
2018-11;ES;62059;RCH_A;1.1;M;
2018-11;ES;62060;RCH_A;0.9;M;
2018-11;ES;62061;RCH_A;1.4;M;
2018-11;ES;62062;RCH_A;0.7;M;
2018-11;ES;62063;RCH_A;1.4;M;
2018-11;ES;62064;RCH_A;1.5;M;
2018-11;ES;62065;RCH_A;4.3;M;
2018-11;ES;62066;RCH_A;1.1;M;
2018-11;ES;62067;RCH_A;0.0;M;
2018-11;ES;62068;RCH_A;-1.6;M;
2018-11;ES;62069;RCH_A;-0.8;M;
2018-11;ES;62070;RCH_A;0.2;M;
2018-11;ES;62071;RCH_A;1.1;M;
2018-11;ES;62072;RCH_A;1.7;M;
2018-11;ES;62073;RCH_A;1.6;M;
2018-11;ES;62074;RCH_A;0.3;M;
2018-11;ES;62075;RCH_A;3.9;M;
2018-11;ES;62076;RCH_A;0.5;M;
2018-11;ES;62077;RCH_A;-3.9;M;
2018-11;ES;62078;RCH_A;2.0;M;
2018-11;ES;62079;RCH_A;-2.2;M;
2018-11;ES;62080;RCH_A;1.3;M;
2018-11;ES;62081;RCH_A;0.0;M;
2018-11;ES;62082;RCH_A;1.8;M;
2018-11;ES;62083;RCH_A;1.8;M;
2018-11;ES;62084;RCH_A;0.2;M;
2018-11;ES;62085;RCH_A;1.9;M;
2018-11;ES;62086;RCH_A;0.1;M;
2018-11;ES;62087;RCH_A;1.7;M;
2018-11;ES;62088;RCH_A;1.2;M;
2018-11;ES61;62032;RCH_A;0.7;M;
2018-11;ES61;62033;RCH_A;0.3;M;
2018-11;ES61;62034;RCH_A;1.5;M;
2018-11;ES61;62035;RCH_A;-0.8;M;
2018-11;ES61;62036;RCH_A;0.1;M;
2018-11;ES61;62037;RCH_A;2.1;M;
2018-11;ES61;62038;RCH_A;-0.1;M;
2018-11;ES61;62039;RCH_A;1.8;M;
2018-11;ES61;62040;RCH_A;0.8;M;
2018-11;ES61;62041;RCH_A;4.1;M;
2018-11;ES61;62042;RCH_A;-1.1;M;
2018-11;ES61;62043;RCH_A;1.3;M;
2018-11;ES61;62044;RCH_A;-12.2;M;
2018-11;ES61;62045;RCH_A;4.6;M;
2018-11;ES61;62046;RCH_A;2.5;M;
2018-11;ES61;62047;RCH_A;7.5;M;
2018-11;ES61;62048;RCH_A;1.7;M;
2018-11;ES61;62049;RCH_A;11.9;M;
2018-11;ES61;62050;RCH_A;-0.7;M;
2018-11;ES61;62051;RCH_A;-0.4;M;
2018-11;ES61;62052;RCH_A;0.8;M;
2018-11;ES61;62053;RCH_A;3.4;M;
2018-11;ES61;62054;RCH_A;3.8;M;
2018-11;ES61;62055;RCH_A;0.8;M;
2018-11;ES61;62056;RCH_A;0.2;M;
2018-11;ES61;62057;RCH_A;0.6;M;
2018-11;ES61;62058;RCH_A;1.7;M;
2018-11;ES61;62059;RCH_A;1.4;M;
2018-11;ES61;62060;RCH_A;0.5;M;
2018-11;ES61;62061;RCH_A;0.4;M;
2018-11;ES61;62062;RCH_A;0.7;M;
2018-11;ES61;62063;RCH_A;1.1;M;
2018-11;ES61;62064;RCH_A;1.2;M;
2018-11;ES61;62065;RCH_A;2.1;M;
2018-11;ES61;62066;RCH_A;1.1;M;
2018-11;ES61;62067;RCH_A;-0.1;M;
2018-11;ES61;62068;RCH_A;-1.9;M;
2018-11;ES61;62069;RCH_A;-0.2;M;
2018-11;ES61;62070;RCH_A;0.4;M;
2018-11;ES61;62071;RCH_A;1.1;M;
2018-11;ES61;62072;RCH_A;1.3;M;
2018-11;ES61;62073;RCH_A;1.7;M;
2018-11;ES61;62074;RCH_A;-0.1;M;
2018-11;ES61;62075;RCH_A;3.7;M;
2018-11;ES61;62076;RCH_A;0.2;M;
2018-11;ES61;62077;RCH_A;-2.4;M;
2018-11;ES61;62078;RCH_A;2.1;M;
2018-11;ES61;62079;RCH_A;-2.9;M;
2018-11;ES61;62080;RCH_A;1.3;M;
2018-11;ES61;62081;RCH_A;0.0;M;
2018-11;ES61;62082;RCH_A;2.6;M;
2018-11;ES61;62083;RCH_A;1.8;M;
2018-11;ES61;62084;RCH_A;0.9;M;
2018-11;ES61;62085;RCH_A;1.4;M;
2018-11;ES61;62086;RCH_A;-0.8;M;
2018-11;ES61;62087;RCH_A;1.6;M;
2018-11;ES61;62088;RCH_A;1.3;M;
2018-12;ES;62032;RCH_A;0.9;M;
2018-12;ES;62033;RCH_A;1.4;M;
2018-12;ES;62034;RCH_A;1.6;M;
2018-12;ES;62035;RCH_A;-0.5;M;
2018-12;ES;62036;RCH_A;0.0;M;
2018-12;ES;62037;RCH_A;0.9;M;
2018-12;ES;62038;RCH_A;1.2;M;
2018-12;ES;62039;RCH_A;3.4;M;
2018-12;ES;62040;RCH_A;1.4;M;
2018-12;ES;62041;RCH_A;0.6;M;
2018-12;ES;62042;RCH_A;-0.3;M;
2018-12;ES;62043;RCH_A;0.5;M;
2018-12;ES;62044;RCH_A;-12.2;M;
2018-12;ES;62045;RCH_A;5.9;M;
2018-12;ES;62046;RCH_A;-0.8;M;
2018-12;ES;62047;RCH_A;2.7;M;
2018-12;ES;62048;RCH_A;0.7;M;
2018-12;ES;62049;RCH_A;11.1;M;
2018-12;ES;62050;RCH_A;0.1;M;
2018-12;ES;62051;RCH_A;-0.4;M;
2018-12;ES;62052;RCH_A;1.3;M;
2018-12;ES;62053;RCH_A;2.2;M;
2018-12;ES;62054;RCH_A;3.5;M;
2018-12;ES;62055;RCH_A;0.5;M;
2018-12;ES;62056;RCH_A;0.3;M;
2018-12;ES;62057;RCH_A;1.0;M;
2018-12;ES;62058;RCH_A;1.5;M;
2018-12;ES;62059;RCH_A;1.5;M;
2018-12;ES;62060;RCH_A;0.9;M;
2018-12;ES;62061;RCH_A;1.4;M;
2018-12;ES;62062;RCH_A;0.6;M;
2018-12;ES;62063;RCH_A;1.5;M;
2018-12;ES;62064;RCH_A;1.5;M;
2018-12;ES;62065;RCH_A;3.7;M;
2018-12;ES;62066;RCH_A;1.1;M;
2018-12;ES;62067;RCH_A;0.2;M;
2018-12;ES;62068;RCH_A;-1.2;M;
2018-12;ES;62069;RCH_A;-0.5;M;
2018-12;ES;62070;RCH_A;0.1;M;
2018-12;ES;62071;RCH_A;1.0;M;
2018-12;ES;62072;RCH_A;1.7;M;
2018-12;ES;62073;RCH_A;1.6;M;
2018-12;ES;62074;RCH_A;0.4;M;
2018-12;ES;62075;RCH_A;0.5;M;
2018-12;ES;62076;RCH_A;0.5;M;
2018-12;ES;62077;RCH_A;-3.1;M;
2018-12;ES;62078;RCH_A;2.3;M;
2018-12;ES;62079;RCH_A;-1.9;M;
2018-12;ES;62080;RCH_A;2.0;M;
2018-12;ES;62081;RCH_A;0.0;M;
2018-12;ES;62082;RCH_A;1.8;M;
2018-12;ES;62083;RCH_A;1.8;M;
2018-12;ES;62084;RCH_A;0.2;M;
2018-12;ES;62085;RCH_A;1.9;M;
2018-12;ES;62086;RCH_A;-0.1;M;
2018-12;ES;62087;RCH_A;1.7;M;
2018-12;ES;62088;RCH_A;1.2;M;
2018-12;ES61;62032;RCH_A;0.8;M;
2018-12;ES61;62033;RCH_A;0.8;M;
2018-12;ES61;62034;RCH_A;1.2;M;
2018-12;ES61;62035;RCH_A;-2.6;M;
2018-12;ES61;62036;RCH_A;-0.4;M;
2018-12;ES61;62037;RCH_A;0.7;M;
2018-12;ES61;62038;RCH_A;0.6;M;
2018-12;ES61;62039;RCH_A;1.0;M;
2018-12;ES61;62040;RCH_A;0.9;M;
2018-12;ES61;62041;RCH_A;0.9;M;
2018-12;ES61;62042;RCH_A;-0.1;M;
2018-12;ES61;62043;RCH_A;1.2;M;
2018-12;ES61;62044;RCH_A;-12.8;M;
2018-12;ES61;62045;RCH_A;7.5;M;
2018-12;ES61;62046;RCH_A;1.2;M;
2018-12;ES61;62047;RCH_A;1.0;M;
2018-12;ES61;62048;RCH_A;1.3;M;
2018-12;ES61;62049;RCH_A;13.3;M;
2018-12;ES61;62050;RCH_A;-1.1;M;
2018-12;ES61;62051;RCH_A;0.6;M;
2018-12;ES61;62052;RCH_A;1.2;M;
2018-12;ES61;62053;RCH_A;3.6;M;
2018-12;ES61;62054;RCH_A;2.8;M;
2018-12;ES61;62055;RCH_A;0.3;M;
2018-12;ES61;62056;RCH_A;0.1;M;
2018-12;ES61;62057;RCH_A;0.8;M;
2018-12;ES61;62058;RCH_A;2.1;M;
2018-12;ES61;62059;RCH_A;1.2;M;
2018-12;ES61;62060;RCH_A;0.9;M;
2018-12;ES61;62061;RCH_A;0.5;M;
2018-12;ES61;62062;RCH_A;0.7;M;
2018-12;ES61;62063;RCH_A;1.1;M;
2018-12;ES61;62064;RCH_A;1.2;M;
2018-12;ES61;62065;RCH_A;2.2;M;
2018-12;ES61;62066;RCH_A;1.2;M;
2018-12;ES61;62067;RCH_A;0.0;M;
2018-12;ES61;62068;RCH_A;-1.7;M;
2018-12;ES61;62069;RCH_A;-0.1;M;
2018-12;ES61;62070;RCH_A;0.1;M;
2018-12;ES61;62071;RCH_A;1.2;M;
2018-12;ES61;62072;RCH_A;1.4;M;
2018-12;ES61;62073;RCH_A;1.8;M;
2018-12;ES61;62074;RCH_A;0.0;M;
2018-12;ES61;62075;RCH_A;0.3;M;
2018-12;ES61;62076;RCH_A;0.2;M;
2018-12;ES61;62077;RCH_A;-1.7;M;
2018-12;ES61;62078;RCH_A;2.3;M;
2018-12;ES61;62079;RCH_A;-2.7;M;
2018-12;ES61;62080;RCH_A;2.1;M;
2018-12;ES61;62081;RCH_A;0.3;M;
2018-12;ES61;62082;RCH_A;2.6;M;
2018-12;ES61;62083;RCH_A;1.8;M;
2018-12;ES61;62084;RCH_A;0.9;M;
2018-12;ES61;62085;RCH_A;1.6;M;
2018-12;ES61;62086;RCH_A;-0.6;M;
2018-12;ES61;62087;RCH_A;1.7;M;
2018-12;ES61;62088;RCH_A;1.4;M;
2017-01;ES;62032;RCH_A;-0.1;M;
2017-01;ES;62033;RCH_A;0.0;M;
2017-01;ES;62034;RCH_A;0.0;M;
2017-01;ES;62035;RCH_A;0.5;M;
2017-01;ES;62036;RCH_A;0.3;M;
2017-01;ES;62037;RCH_A;0.0;M;
2017-01;ES;62038;RCH_A;-0.4;M;
2017-01;ES;62039;RCH_A;-0.3;M;
2017-01;ES;62040;RCH_A;3.9;M;
2017-01;ES;62041;RCH_A;0.2;M;
2017-01;ES;62042;RCH_A;-2.2;M;
2017-01;ES;62043;RCH_A;-0.6;M;
2017-01;ES;62044;RCH_A;-2.7;M;
2017-01;ES;62045;RCH_A;-0.3;M;
2017-01;ES;62046;RCH_A;1.8;M;
2017-01;ES;62047;RCH_A;17.9;M;
2017-01;ES;62048;RCH_A;2.5;M;
2017-01;ES;62049;RCH_A;7.0;M;
2017-01;ES;62050;RCH_A;-1.3;M;
2017-01;ES;62051;RCH_A;-2.8;M;
2017-01;ES;62052;RCH_A;0.5;M;
2017-01;ES;62053;RCH_A;0.4;M;
2017-01;ES;62054;RCH_A;0.5;M;
2017-01;ES;62055;RCH_A;2.2;M;
2017-01;ES;62056;RCH_A;0.6;M;
2017-01;ES;62057;RCH_A;0.9;M;
2017-01;ES;62058;RCH_A;0.8;M;
2017-01;ES;62059;RCH_A;0.7;M;
2017-01;ES;62060;RCH_A;0.9;M;
2017-01;ES;62061;RCH_A;0.8;M;
2017-01;ES;62062;RCH_A;-3.5;M;
2017-01;ES;62063;RCH_A;0.6;M;
2017-01;ES;62064;RCH_A;0.1;M;
2017-01;ES;62065;RCH_A;15.0;M;
2017-01;ES;62066;RCH_A;0.6;M;
2017-01;ES;62067;RCH_A;0.4;M;
2017-01;ES;62068;RCH_A;-1.6;M;
2017-01;ES;62069;RCH_A;-2.1;M;
2017-01;ES;62070;RCH_A;-0.2;M;
2017-01;ES;62071;RCH_A;0.3;M;
2017-01;ES;62072;RCH_A;1.7;M;
2017-01;ES;62073;RCH_A;0.8;M;
2017-01;ES;62074;RCH_A;0.9;M;
2017-01;ES;62075;RCH_A;8.1;M;
2017-01;ES;62076;RCH_A;0.2;M;
2017-01;ES;62077;RCH_A;-2.4;M;
2017-01;ES;62078;RCH_A;2.6;M;
2017-01;ES;62079;RCH_A;-3.4;M;
2017-01;ES;62080;RCH_A;1.9;M;
2017-01;ES;62081;RCH_A;0.7;M;
2017-01;ES;62082;RCH_A;1.4;M;
2017-01;ES;62083;RCH_A;1.3;M;
2017-01;ES;62084;RCH_A;0.8;M;
2017-01;ES;62085;RCH_A;0.7;M;
2017-01;ES;62086;RCH_A;-0.5;M;
2017-01;ES;62087;RCH_A;1.7;M;
2017-01;ES;62088;RCH_A;1.4;M;
2017-01;ES61;62032;RCH_A;-0.1;M;
2017-01;ES61;62033;RCH_A;-0.6;M;
2017-01;ES61;62034;RCH_A;-0.1;M;
2017-01;ES61;62035;RCH_A;-0.8;M;
2017-01;ES61;62036;RCH_A;-0.4;M;
2017-01;ES61;62037;RCH_A;0.2;M;
2017-01;ES61;62038;RCH_A;-0.7;M;
2017-01;ES61;62039;RCH_A;2.0;M;
2017-01;ES61;62040;RCH_A;3.9;M;
2017-01;ES61;62041;RCH_A;-0.9;M;
2017-01;ES61;62042;RCH_A;-1.3;M;
2017-01;ES61;62043;RCH_A;-0.3;M;
2017-01;ES61;62044;RCH_A;-2.4;M;
2017-01;ES61;62045;RCH_A;0.3;M;
2017-01;ES61;62046;RCH_A;1.1;M;
2017-01;ES61;62047;RCH_A;21.0;M;
2017-01;ES61;62048;RCH_A;3.0;M;
2017-01;ES61;62049;RCH_A;5.1;M;
2017-01;ES61;62050;RCH_A;-1.3;M;
2017-01;ES61;62051;RCH_A;-2.8;M;
2017-01;ES61;62052;RCH_A;-0.2;M;
2017-01;ES61;62053;RCH_A;-0.2;M;
2017-01;ES61;62054;RCH_A;0.7;M;
2017-01;ES61;62055;RCH_A;2.0;M;
2017-01;ES61;62056;RCH_A;-0.1;M;
2017-01;ES61;62057;RCH_A;1.4;M;
2017-01;ES61;62058;RCH_A;0.9;M;
2017-01;ES61;62059;RCH_A;1.1;M;
2017-01;ES61;62060;RCH_A;1.9;M;
2017-01;ES61;62061;RCH_A;0.1;M;
2017-01;ES61;62062;RCH_A;-6.6;M;
2017-01;ES61;62063;RCH_A;1.3;M;
2017-01;ES61;62064;RCH_A;0.3;M;
2017-01;ES61;62065;RCH_A;15.0;M;
2017-01;ES61;62066;RCH_A;0.7;M;
2017-01;ES61;62067;RCH_A;0.9;M;
2017-01;ES61;62068;RCH_A;-3.4;M;
2017-01;ES61;62069;RCH_A;-2.0;M;
2017-01;ES61;62070;RCH_A;0.0;M;
2017-01;ES61;62071;RCH_A;0.0;M;
2017-01;ES61;62072;RCH_A;1.5;M;
2017-01;ES61;62073;RCH_A;0.6;M;
2017-01;ES61;62074;RCH_A;1.3;M;
2017-01;ES61;62075;RCH_A;8.1;M;
2017-01;ES61;62076;RCH_A;0.3;M;
2017-01;ES61;62077;RCH_A;-2.2;M;
2017-01;ES61;62078;RCH_A;2.6;M;
2017-01;ES61;62079;RCH_A;-3.6;M;
2017-01;ES61;62080;RCH_A;1.7;M;
2017-01;ES61;62081;RCH_A;2.3;M;
2017-01;ES61;62082;RCH_A;1.5;M;
2017-01;ES61;62083;RCH_A;2.0;M;
2017-01;ES61;62084;RCH_A;1.3;M;
2017-01;ES61;62085;RCH_A;0.2;M;
2017-01;ES61;62086;RCH_A;-0.5;M;
2017-01;ES61;62087;RCH_A;1.6;M;
2017-01;ES61;62088;RCH_A;1.1;M;
2017-02;ES;62032;RCH_A;-1.1;M;
2017-02;ES;62033;RCH_A;-0.1;M;
2017-02;ES;62034;RCH_A;-0.1;M;
2017-02;ES;62035;RCH_A;-1.8;M;
2017-02;ES;62036;RCH_A;0.2;M;
2017-02;ES;62037;RCH_A;0.2;M;
2017-02;ES;62038;RCH_A;-0.7;M;
2017-02;ES;62039;RCH_A;0.8;M;
2017-02;ES;62040;RCH_A;4.1;M;
2017-02;ES;62041;RCH_A;-0.1;M;
2017-02;ES;62042;RCH_A;-2.3;M;
2017-02;ES;62043;RCH_A;-1.3;M;
2017-02;ES;62044;RCH_A;-1.6;M;
2017-02;ES;62045;RCH_A;7.6;M;
2017-02;ES;62046;RCH_A;1.2;M;
2017-02;ES;62047;RCH_A;22.2;M;
2017-02;ES;62048;RCH_A;2.4;M;
2017-02;ES;62049;RCH_A;7.7;M;
2017-02;ES;62050;RCH_A;-0.4;M;
2017-02;ES;62051;RCH_A;-2.4;M;
2017-02;ES;62052;RCH_A;-0.3;M;
2017-02;ES;62053;RCH_A;-0.2;M;
2017-02;ES;62054;RCH_A;0.7;M;
2017-02;ES;62055;RCH_A;2.2;M;
2017-02;ES;62056;RCH_A;0.7;M;
2017-02;ES;62057;RCH_A;1.1;M;
2017-02;ES;62058;RCH_A;0.8;M;
2017-02;ES;62059;RCH_A;1.0;M;
2017-02;ES;62060;RCH_A;0.7;M;
2017-02;ES;62061;RCH_A;0.6;M;
2017-02;ES;62062;RCH_A;-4.2;M;
2017-02;ES;62063;RCH_A;0.6;M;
2017-02;ES;62064;RCH_A;0.1;M;
2017-02;ES;62065;RCH_A;11.9;M;
2017-02;ES;62066;RCH_A;0.5;M;
2017-02;ES;62067;RCH_A;0.4;M;
2017-02;ES;62068;RCH_A;-1.7;M;
2017-02;ES;62069;RCH_A;-2.0;M;
2017-02;ES;62070;RCH_A;-0.4;M;
2017-02;ES;62071;RCH_A;-0.5;M;
2017-02;ES;62072;RCH_A;1.4;M;
2017-02;ES;62073;RCH_A;0.9;M;
2017-02;ES;62074;RCH_A;0.9;M;
2017-02;ES;62075;RCH_A;8.9;M;
2017-02;ES;62076;RCH_A;0.3;M;
2017-02;ES;62077;RCH_A;0.3;M;
2017-02;ES;62078;RCH_A;1.6;M;
2017-02;ES;62079;RCH_A;-3.5;M;
2017-02;ES;62080;RCH_A;1.7;M;
2017-02;ES;62081;RCH_A;0.6;M;
2017-02;ES;62082;RCH_A;1.3;M;
2017-02;ES;62083;RCH_A;1.3;M;
2017-02;ES;62084;RCH_A;0.8;M;
2017-02;ES;62085;RCH_A;0.6;M;
2017-02;ES;62086;RCH_A;-1.4;M;
2017-02;ES;62087;RCH_A;1.7;M;
2017-02;ES;62088;RCH_A;1.4;M;
2017-02;ES61;62032;RCH_A;-1.0;M;
2017-02;ES61;62033;RCH_A;-0.6;M;
2017-02;ES61;62034;RCH_A;1.4;M;
2017-02;ES61;62035;RCH_A;-3.6;M;
2017-02;ES61;62036;RCH_A;-0.2;M;
2017-02;ES61;62037;RCH_A;0.6;M;
2017-02;ES61;62038;RCH_A;-0.7;M;
2017-02;ES61;62039;RCH_A;1.7;M;
2017-02;ES61;62040;RCH_A;4.0;M;
2017-02;ES61;62041;RCH_A;-1.6;M;
2017-02;ES61;62042;RCH_A;-1.7;M;
2017-02;ES61;62043;RCH_A;-1.0;M;
2017-02;ES61;62044;RCH_A;-2.0;M;
2017-02;ES61;62045;RCH_A;9.7;M;
2017-02;ES61;62046;RCH_A;0.4;M;
2017-02;ES61;62047;RCH_A;25.5;M;
2017-02;ES61;62048;RCH_A;2.9;M;
2017-02;ES61;62049;RCH_A;5.7;M;
2017-02;ES61;62050;RCH_A;0.0;M;
2017-02;ES61;62051;RCH_A;-3.2;M;
2017-02;ES61;62052;RCH_A;-0.8;M;
2017-02;ES61;62053;RCH_A;-0.5;M;
2017-02;ES61;62054;RCH_A;0.8;M;
2017-02;ES61;62055;RCH_A;2.0;M;
2017-02;ES61;62056;RCH_A;0.0;M;
2017-02;ES61;62057;RCH_A;1.3;M;
2017-02;ES61;62058;RCH_A;0.6;M;
2017-02;ES61;62059;RCH_A;1.6;M;
2017-02;ES61;62060;RCH_A;2.1;M;
2017-02;ES61;62061;RCH_A;0.0;M;
2017-02;ES61;62062;RCH_A;-7.0;M;
2017-02;ES61;62063;RCH_A;1.3;M;
2017-02;ES61;62064;RCH_A;0.3;M;
2017-02;ES61;62065;RCH_A;10.7;M;
2017-02;ES61;62066;RCH_A;0.5;M;
2017-02;ES61;62067;RCH_A;0.6;M;
2017-02;ES61;62068;RCH_A;-2.6;M;
2017-02;ES61;62069;RCH_A;-2.1;M;
2017-02;ES61;62070;RCH_A;-0.4;M;
2017-02;ES61;62071;RCH_A;-0.4;M;
2017-02;ES61;62072;RCH_A;1.1;M;
2017-02;ES61;62073;RCH_A;0.6;M;
2017-02;ES61;62074;RCH_A;1.8;M;
2017-02;ES61;62075;RCH_A;9.0;M;
2017-02;ES61;62076;RCH_A;0.3;M;
2017-02;ES61;62077;RCH_A;0.0;M;
2017-02;ES61;62078;RCH_A;1.6;M;
2017-02;ES61;62079;RCH_A;-3.3;M;
2017-02;ES61;62080;RCH_A;1.6;M;
2017-02;ES61;62081;RCH_A;2.1;M;
2017-02;ES61;62082;RCH_A;1.5;M;
2017-02;ES61;62083;RCH_A;2.0;M;
2017-02;ES61;62084;RCH_A;1.2;M;
2017-02;ES61;62085;RCH_A;0.0;M;
2017-02;ES61;62086;RCH_A;-1.3;M;
2017-02;ES61;62087;RCH_A;1.7;M;
2017-02;ES61;62088;RCH_A;0.9;M;
2017-03;ES;62032;RCH_A;-1.5;M;
2017-03;ES;62033;RCH_A;-0.1;M;
2017-03;ES;62034;RCH_A;0.4;M;
2017-03;ES;62035;RCH_A;-2.7;M;
2017-03;ES;62036;RCH_A;0.9;M;
2017-03;ES;62037;RCH_A;0.3;M;
2017-03;ES;62038;RCH_A;-0.5;M;
2017-03;ES;62039;RCH_A;2.9;M;
2017-03;ES;62040;RCH_A;4.6;M;
2017-03;ES;62041;RCH_A;0.3;M;
2017-03;ES;62042;RCH_A;-1.7;M;
2017-03;ES;62043;RCH_A;-0.6;M;
2017-03;ES;62044;RCH_A;-0.7;M;
2017-03;ES;62045;RCH_A;10.3;M;
2017-03;ES;62046;RCH_A;0.8;M;
2017-03;ES;62047;RCH_A;6.8;M;
2017-03;ES;62048;RCH_A;2.0;M;
2017-03;ES;62049;RCH_A;7.0;M;
2017-03;ES;62050;RCH_A;-0.6;M;
2017-03;ES;62051;RCH_A;-2.1;M;
2017-03;ES;62052;RCH_A;-0.1;M;
2017-03;ES;62053;RCH_A;-1.0;M;
2017-03;ES;62054;RCH_A;0.5;M;
2017-03;ES;62055;RCH_A;2.2;M;
2017-03;ES;62056;RCH_A;0.6;M;
2017-03;ES;62057;RCH_A;1.2;M;
2017-03;ES;62058;RCH_A;-0.3;M;
2017-03;ES;62059;RCH_A;0.9;M;
2017-03;ES;62060;RCH_A;1.3;M;
2017-03;ES;62061;RCH_A;1.0;M;
2017-03;ES;62062;RCH_A;-5.5;M;
2017-03;ES;62063;RCH_A;0.8;M;
2017-03;ES;62064;RCH_A;0.2;M;
2017-03;ES;62065;RCH_A;8.6;M;
2017-03;ES;62066;RCH_A;0.4;M;
2017-03;ES;62067;RCH_A;0.4;M;
2017-03;ES;62068;RCH_A;-1.5;M;
2017-03;ES;62069;RCH_A;-2.1;M;
2017-03;ES;62070;RCH_A;-0.6;M;
2017-03;ES;62071;RCH_A;-0.9;M;
2017-03;ES;62072;RCH_A;1.4;M;
2017-03;ES;62073;RCH_A;1.1;M;
2017-03;ES;62074;RCH_A;0.9;M;
2017-03;ES;62075;RCH_A;6.8;M;
2017-03;ES;62076;RCH_A;0.3;M;
2017-03;ES;62077;RCH_A;0.4;M;
2017-03;ES;62078;RCH_A;1.6;M;
2017-03;ES;62079;RCH_A;-3.6;M;
2017-03;ES;62080;RCH_A;1.9;M;
2017-03;ES;62081;RCH_A;1.4;M;
2017-03;ES;62082;RCH_A;1.3;M;
2017-03;ES;62083;RCH_A;1.3;M;
2017-03;ES;62084;RCH_A;0.8;M;
2017-03;ES;62085;RCH_A;0.8;M;
2017-03;ES;62086;RCH_A;-1.3;M;
2017-03;ES;62087;RCH_A;1.1;M;
2017-03;ES;62088;RCH_A;1.5;M;
2017-03;ES61;62032;RCH_A;-0.9;M;
2017-03;ES61;62033;RCH_A;-0.5;M;
2017-03;ES61;62034;RCH_A;1.1;M;
2017-03;ES61;62035;RCH_A;-6.8;M;
2017-03;ES61;62036;RCH_A;0.2;M;
2017-03;ES61;62037;RCH_A;0.3;M;
2017-03;ES61;62038;RCH_A;-0.4;M;
2017-03;ES61;62039;RCH_A;3.9;M;
2017-03;ES61;62040;RCH_A;4.0;M;
2017-03;ES61;62041;RCH_A;-0.8;M;
2017-03;ES61;62042;RCH_A;-0.9;M;
2017-03;ES61;62043;RCH_A;-0.3;M;
2017-03;ES61;62044;RCH_A;-1.5;M;
2017-03;ES61;62045;RCH_A;13.1;M;
2017-03;ES61;62046;RCH_A;0.0;M;
2017-03;ES61;62047;RCH_A;6.4;M;
2017-03;ES61;62048;RCH_A;3.6;M;
2017-03;ES61;62049;RCH_A;5.3;M;
2017-03;ES61;62050;RCH_A;-0.3;M;
2017-03;ES61;62051;RCH_A;-3.7;M;
2017-03;ES61;62052;RCH_A;-0.4;M;
2017-03;ES61;62053;RCH_A;-1.4;M;
2017-03;ES61;62054;RCH_A;0.4;M;
2017-03;ES61;62055;RCH_A;2.0;M;
2017-03;ES61;62056;RCH_A;0.3;M;
2017-03;ES61;62057;RCH_A;1.4;M;
2017-03;ES61;62058;RCH_A;-0.3;M;
2017-03;ES61;62059;RCH_A;1.9;M;
2017-03;ES61;62060;RCH_A;2.4;M;
2017-03;ES61;62061;RCH_A;1.1;M;
2017-03;ES61;62062;RCH_A;-9.9;M;
2017-03;ES61;62063;RCH_A;0.0;M;
2017-03;ES61;62064;RCH_A;0.1;M;
2017-03;ES61;62065;RCH_A;7.8;M;
2017-03;ES61;62066;RCH_A;0.4;M;
2017-03;ES61;62067;RCH_A;0.7;M;
2017-03;ES61;62068;RCH_A;-3.0;M;
2017-03;ES61;62069;RCH_A;-1.9;M;
2017-03;ES61;62070;RCH_A;-0.8;M;
2017-03;ES61;62071;RCH_A;-0.1;M;
2017-03;ES61;62072;RCH_A;1.1;M;
2017-03;ES61;62073;RCH_A;0.7;M;
2017-03;ES61;62074;RCH_A;1.0;M;
2017-03;ES61;62075;RCH_A;6.9;M;
2017-03;ES61;62076;RCH_A;0.0;M;
2017-03;ES61;62077;RCH_A;0.2;M;
2017-03;ES61;62078;RCH_A;1.6;M;
2017-03;ES61;62079;RCH_A;-4.3;M;
2017-03;ES61;62080;RCH_A;1.9;M;
2017-03;ES61;62081;RCH_A;3.0;M;
2017-03;ES61;62082;RCH_A;1.5;M;
2017-03;ES61;62083;RCH_A;2.0;M;
