D_ESTADO_DATO_0;D_TERRITORIO_0;D_SEXO_SOCIOS_0;D_TEMPORAL_0;D_CNAE09_0;INDICATOR;OBS_VALUE;FREQ
A;ES61;46380;2009;6949;SOC_CONST;8542.0;A
A;ES61;46380;2009;6981;SOC_CONST;244.0;A
A;ES61;46380;2009;7058;SOC_CONST;657.0;A
A;ES61;46380;2009;7663;SOC_CONST;1655.0;A
A;ES61;46380;2009;7716;SOC_CONST;1850.0;A
A;ES61;46380;2009;6963;SOC_CONST;786.0;A
A;ES61;46380;2009;7889;SOC_CONST;286.0;A
A;ES61;46380;2009;303235;SOC_CONST;283.0;A
A;ES61;46380;2009;8032;SOC_CONST;122.0;A
A;ES61;46380;2009;8256;SOC_CONST;656.0;A
A;ES61;46380;2009;303236;SOC_CONST;977.0;A
A;ES61;46380;2009;8346;SOC_CONST;310.0;A
A;ES61;46380;2009;8451;SOC_CONST;716.0;A
A;ES61;46380;2010;6949;SOC_CONST;8524.0;A
A;ES61;46380;2010;6981;SOC_CONST;232.0;A
A;ES61;46380;2010;7058;SOC_CONST;731.0;A
A;ES61;46380;2010;7663;SOC_CONST;1452.0;A
A;ES61;46380;2010;7716;SOC_CONST;2002.0;A
A;ES61;46380;2010;6963;SOC_CONST;892.0;A
A;ES61;46380;2010;7889;SOC_CONST;302.0;A
A;ES61;46380;2010;303235;SOC_CONST;313.0;A
A;ES61;46380;2010;8032;SOC_CONST;128.0;A
A;ES61;46380;2010;8256;SOC_CONST;640.0;A
A;ES61;46380;2010;303236;SOC_CONST;868.0;A
A;ES61;46380;2010;8346;SOC_CONST;307.0;A
A;ES61;46380;2010;8451;SOC_CONST;657.0;A
A;ES61;46380;2011;6949;SOC_CONST;9722.0;A
A;ES61;46380;2011;6981;SOC_CONST;276.0;A
A;ES61;46380;2011;7058;SOC_CONST;650.0;A
A;ES61;46380;2011;7663;SOC_CONST;1576.0;A
A;ES61;46380;2011;7716;SOC_CONST;2179.0;A
A;ES61;46380;2011;6963;SOC_CONST;1032.0;A
A;ES61;46380;2011;7889;SOC_CONST;355.0;A
A;ES61;46380;2011;303235;SOC_CONST;342.0;A
A;ES61;46380;2011;8032;SOC_CONST;121.0;A
A;ES61;46380;2011;8256;SOC_CONST;957.0;A
A;ES61;46380;2011;303236;SOC_CONST;1200.0;A
A;ES61;46380;2011;8346;SOC_CONST;312.0;A
A;ES61;46380;2011;8451;SOC_CONST;722.0;A
A;ES61;46380;2012;6949;SOC_CONST;10037.0;A
A;ES61;46380;2012;6981;SOC_CONST;272.0;A
A;ES61;46380;2012;7058;SOC_CONST;618.0;A
A;ES61;46380;2012;7663;SOC_CONST;1352.0;A
A;ES61;46380;2012;7716;SOC_CONST;2591.0;A
A;ES61;46380;2012;6963;SOC_CONST;1009.0;A
A;ES61;46380;2012;7889;SOC_CONST;393.0;A
A;ES61;46380;2012;303235;SOC_CONST;357.0;A
A;ES61;46380;2012;8032;SOC_CONST;161.0;A
A;ES61;46380;2012;8256;SOC_CONST;1062.0;A
A;ES61;46380;2012;303236;SOC_CONST;1186.0;A
A;ES61;46380;2012;8346;SOC_CONST;293.0;A
A;ES61;46380;2012;8451;SOC_CONST;743.0;A
A;ES61;46380;2013;6949;SOC_CONST;10737.0;A
A;ES61;46380;2013;6981;SOC_CONST;349.0;A
A;ES61;46380;2013;7058;SOC_CONST;530.0;A
A;ES61;46380;2013;7663;SOC_CONST;1327.0;A
A;ES61;46380;2013;7716;SOC_CONST;3484.0;A
A;ES61;46380;2013;6963;SOC_CONST;1085.0;A
A;ES61;46380;2013;7889;SOC_CONST;380.0;A
A;ES61;46380;2013;303235;SOC_CONST;303.0;A
A;ES61;46380;2013;8032;SOC_CONST;236.0;A
A;ES61;46380;2013;8256;SOC_CONST;969.0;A
A;ES61;46380;2013;303236;SOC_CONST;1102.0;A
A;ES61;46380;2013;8346;SOC_CONST;265.0;A
A;ES61;46380;2013;8451;SOC_CONST;707.0;A
A;ES61;46380;2014;6949;SOC_CONST;10940.0;A
A;ES61;46380;2014;6981;SOC_CONST;416.0;A
A;ES61;46380;2014;7058;SOC_CONST;629.0;A
A;ES61;46380;2014;7663;SOC_CONST;2536.0;A
A;ES61;46380;2014;7716;SOC_CONST;2517.0;A
A;ES61;46380;2014;6963;SOC_CONST;1048.0;A
A;ES61;46380;2014;7889;SOC_CONST;460.0;A
A;ES61;46380;2014;303235;SOC_CONST;366.0;A
A;ES61;46380;2014;8032;SOC_CONST;190.0;A
A;ES61;46380;2014;8256;SOC_CONST;906.0;A
A;ES61;46380;2014;303236;SOC_CONST;863.0;A
A;ES61;46380;2014;8346;SOC_CONST;337.0;A
A;ES61;46380;2014;8451;SOC_CONST;672.0;A
A;ES61;46380;2015;6949;SOC_CONST;11276.0;A
A;ES61;46380;2015;6981;SOC_CONST;523.0;A
A;ES61;46380;2015;7058;SOC_CONST;617.0;A
A;ES61;46380;2015;7663;SOC_CONST;2698.0;A
A;ES61;46380;2015;7716;SOC_CONST;2399.0;A
A;ES61;46380;2015;6963;SOC_CONST;1195.0;A
A;ES61;46380;2015;7889;SOC_CONST;416.0;A
A;ES61;46380;2015;303235;SOC_CONST;325.0;A
A;ES61;46380;2015;8032;SOC_CONST;198.0;A
A;ES61;46380;2015;8256;SOC_CONST;940.0;A
A;ES61;46380;2015;303236;SOC_CONST;893.0;A
A;ES61;46380;2015;8346;SOC_CONST;391.0;A
A;ES61;46380;2015;8451;SOC_CONST;681.0;A
A;ES61;46380;2016;6949;SOC_CONST;11963.0;A
A;ES61;46380;2016;6981;SOC_CONST;602.0;A
A;ES61;46380;2016;7058;SOC_CONST;862.0;A
A;ES61;46380;2016;7663;SOC_CONST;2281.0;A
A;ES61;46380;2016;7716;SOC_CONST;2887.0;A
A;ES61;46380;2016;6963;SOC_CONST;1383.0;A
A;ES61;46380;2016;7889;SOC_CONST;513.0;A
A;ES61;46380;2016;303235;SOC_CONST;404.0;A
A;ES61;46380;2016;8032;SOC_CONST;223.0;A
A;ES61;46380;2016;8256;SOC_CONST;538.0;A
A;ES61;46380;2016;303236;SOC_CONST;998.0;A
A;ES61;46380;2016;8346;SOC_CONST;465.0;A
A;ES61;46380;2016;8451;SOC_CONST;807.0;A
A;ES61;46380;2017;6949;SOC_CONST;10871.0;A
A;ES61;46380;2017;6981;SOC_CONST;429.0;A
A;ES61;46380;2017;7058;SOC_CONST;778.0;A
A;ES61;46380;2017;7663;SOC_CONST;1780.0;A
A;ES61;46380;2017;7716;SOC_CONST;2759.0;A
A;ES61;46380;2017;6963;SOC_CONST;1251.0;A
A;ES61;46380;2017;7889;SOC_CONST;376.0;A
A;ES61;46380;2017;303235;SOC_CONST;327.0;A
A;ES61;46380;2017;8032;SOC_CONST;258.0;A
A;ES61;46380;2017;8256;SOC_CONST;1055.0;A
A;ES61;46380;2017;303236;SOC_CONST;826.0;A
A;ES61;46380;2017;8346;SOC_CONST;446.0;A
A;ES61;46380;2017;8451;SOC_CONST;586.0;A
A;ES61;46380;2018;6949;SOC_CONST;11653.0;A
A;ES61;46380;2018;6981;SOC_CONST;603.0;A
A;ES61;46380;2018;7058;SOC_CONST;779.0;A
A;ES61;46380;2018;7663;SOC_CONST;1550.0;A
A;ES61;46380;2018;7716;SOC_CONST;2464.0;A
A;ES61;46380;2018;6963;SOC_CONST;1374.0;A
A;ES61;46380;2018;7889;SOC_CONST;431.0;A
A;ES61;46380;2018;303235;SOC_CONST;403.0;A
A;ES61;46380;2018;8032;SOC_CONST;301.0;A
A;ES61;46380;2018;8256;SOC_CONST;1539.0;A
A;ES61;46380;2018;303236;SOC_CONST;941.0;A
A;ES61;46380;2018;8346;SOC_CONST;514.0;A
A;ES61;46380;2018;8451;SOC_CONST;754.0;A
A;ES61;46380;2019;6949;SOC_CONST;11373.0;A
A;ES61;46380;2019;6981;SOC_CONST;477.0;A
A;ES61;46380;2019;7058;SOC_CONST;949.0;A
A;ES61;46380;2019;7663;SOC_CONST;1494.0;A
A;ES61;46380;2019;7716;SOC_CONST;2512.0;A
A;ES61;46380;2019;6963;SOC_CONST;1341.0;A
A;ES61;46380;2019;7889;SOC_CONST;346.0;A
A;ES61;46380;2019;303235;SOC_CONST;362.0;A
A;ES61;46380;2019;8032;SOC_CONST;365.0;A
A;ES61;46380;2019;8256;SOC_CONST;1339.0;A
A;ES61;46380;2019;303236;SOC_CONST;879.0;A
A;ES61;46380;2019;8346;SOC_CONST;516.0;A
A;ES61;46380;2019;8451;SOC_CONST;793.0;A
A;ES61;46380;2020;6949;SOC_CONST;10112.0;A
A;ES61;46380;2020;6981;SOC_CONST;525.0;A
A;ES61;46380;2020;7058;SOC_CONST;723.0;A
A;ES61;46380;2020;7663;SOC_CONST;1179.0;A
A;ES61;46380;2020;7716;SOC_CONST;2431.0;A
A;ES61;46380;2020;6963;SOC_CONST;1062.0;A
A;ES61;46380;2020;7889;SOC_CONST;349.0;A
A;ES61;46380;2020;303235;SOC_CONST;409.0;A
A;ES61;46380;2020;8032;SOC_CONST;360.0;A
A;ES61;46380;2020;8256;SOC_CONST;1097.0;A
A;ES61;46380;2020;303236;SOC_CONST;821.0;A
A;ES61;46380;2020;8346;SOC_CONST;472.0;A
A;ES61;46380;2020;8451;SOC_CONST;684.0;A
A;ES61;46381;2009;6949;SOC_CONST;2362.0;A
A;ES61;46381;2009;6981;SOC_CONST;61.0;A
A;ES61;46381;2009;7058;SOC_CONST;150.0;A
A;ES61;46381;2009;7663;SOC_CONST;347.0;A
A;ES61;46381;2009;7716;SOC_CONST;506.0;A
A;ES61;46381;2009;6963;SOC_CONST;204.0;A
A;ES61;46381;2009;7889;SOC_CONST;62.0;A
A;ES61;46381;2009;303235;SOC_CONST;72.0;A
A;ES61;46381;2009;8032;SOC_CONST;41.0;A
A;ES61;46381;2009;8256;SOC_CONST;220.0;A
A;ES61;46381;2009;303236;SOC_CONST;252.0;A
A;ES61;46381;2009;8346;SOC_CONST;132.0;A
A;ES61;46381;2009;8451;SOC_CONST;315.0;A
A;ES61;46381;2010;6949;SOC_CONST;2394.0;A
A;ES61;46381;2010;6981;SOC_CONST;51.0;A
A;ES61;46381;2010;7058;SOC_CONST;176.0;A
A;ES61;46381;2010;7663;SOC_CONST;320.0;A
A;ES61;46381;2010;7716;SOC_CONST;500.0;A
A;ES61;46381;2010;6963;SOC_CONST;244.0;A
A;ES61;46381;2010;7889;SOC_CONST;69.0;A
A;ES61;46381;2010;303235;SOC_CONST;66.0;A
A;ES61;46381;2010;8032;SOC_CONST;35.0;A
A;ES61;46381;2010;8256;SOC_CONST;206.0;A
A;ES61;46381;2010;303236;SOC_CONST;238.0;A
A;ES61;46381;2010;8346;SOC_CONST;122.0;A
A;ES61;46381;2010;8451;SOC_CONST;367.0;A
A;ES61;46381;2011;6949;SOC_CONST;2602.0;A
A;ES61;46381;2011;6981;SOC_CONST;72.0;A
A;ES61;46381;2011;7058;SOC_CONST;120.0;A
A;ES61;46381;2011;7663;SOC_CONST;326.0;A
A;ES61;46381;2011;7716;SOC_CONST;574.0;A
A;ES61;46381;2011;6963;SOC_CONST;246.0;A
A;ES61;46381;2011;7889;SOC_CONST;78.0;A
A;ES61;46381;2011;303235;SOC_CONST;68.0;A
A;ES61;46381;2011;8032;SOC_CONST;37.0;A
A;ES61;46381;2011;8256;SOC_CONST;307.0;A
A;ES61;46381;2011;303236;SOC_CONST;283.0;A
A;ES61;46381;2011;8346;SOC_CONST;106.0;A
A;ES61;46381;2011;8451;SOC_CONST;385.0;A
A;ES61;46381;2012;6949;SOC_CONST;2852.0;A
A;ES61;46381;2012;6981;SOC_CONST;70.0;A
A;ES61;46381;2012;7058;SOC_CONST;150.0;A
A;ES61;46381;2012;7663;SOC_CONST;321.0;A
A;ES61;46381;2012;7716;SOC_CONST;729.0;A
A;ES61;46381;2012;6963;SOC_CONST;247.0;A
A;ES61;46381;2012;7889;SOC_CONST;62.0;A
A;ES61;46381;2012;303235;SOC_CONST;82.0;A
A;ES61;46381;2012;8032;SOC_CONST;46.0;A
A;ES61;46381;2012;8256;SOC_CONST;377.0;A
A;ES61;46381;2012;303236;SOC_CONST;319.0;A
A;ES61;46381;2012;8346;SOC_CONST;113.0;A
A;ES61;46381;2012;8451;SOC_CONST;336.0;A
A;ES61;46381;2013;6949;SOC_CONST;3141.0;A
A;ES61;46381;2013;6981;SOC_CONST;97.0;A
A;ES61;46381;2013;7058;SOC_CONST;128.0;A
A;ES61;46381;2013;7663;SOC_CONST;317.0;A
A;ES61;46381;2013;7716;SOC_CONST;1014.0;A
A;ES61;46381;2013;6963;SOC_CONST;294.0;A
A;ES61;46381;2013;7889;SOC_CONST;59.0;A
A;ES61;46381;2013;303235;SOC_CONST;55.0;A
A;ES61;46381;2013;8032;SOC_CONST;62.0;A
A;ES61;46381;2013;8256;SOC_CONST;346.0;A
A;ES61;46381;2013;303236;SOC_CONST;316.0;A
A;ES61;46381;2013;8346;SOC_CONST;97.0;A
A;ES61;46381;2013;8451;SOC_CONST;356.0;A
A;ES61;46381;2014;6949;SOC_CONST;3110.0;A
A;ES61;46381;2014;6981;SOC_CONST;92.0;A
A;ES61;46381;2014;7058;SOC_CONST;144.0;A
A;ES61;46381;2014;7663;SOC_CONST;685.0;A
A;ES61;46381;2014;7716;SOC_CONST;748.0;A
A;ES61;46381;2014;6963;SOC_CONST;283.0;A
A;ES61;46381;2014;7889;SOC_CONST;73.0;A
A;ES61;46381;2014;303235;SOC_CONST;65.0;A
A;ES61;46381;2014;8032;SOC_CONST;48.0;A
A;ES61;46381;2014;8256;SOC_CONST;344.0;A
A;ES61;46381;2014;303236;SOC_CONST;232.0;A
A;ES61;46381;2014;8346;SOC_CONST;104.0;A
A;ES61;46381;2014;8451;SOC_CONST;292.0;A
A;ES61;46381;2015;6949;SOC_CONST;3070.0;A
A;ES61;46381;2015;6981;SOC_CONST;119.0;A
A;ES61;46381;2015;7058;SOC_CONST;139.0;A
A;ES61;46381;2015;7663;SOC_CONST;648.0;A
A;ES61;46381;2015;7716;SOC_CONST;727.0;A
A;ES61;46381;2015;6963;SOC_CONST;318.0;A
A;ES61;46381;2015;7889;SOC_CONST;74.0;A
A;ES61;46381;2015;303235;SOC_CONST;45.0;A
A;ES61;46381;2015;8032;SOC_CONST;61.0;A
A;ES61;46381;2015;8256;SOC_CONST;291.0;A
A;ES61;46381;2015;303236;SOC_CONST;239.0;A
A;ES61;46381;2015;8346;SOC_CONST;119.0;A
A;ES61;46381;2015;8451;SOC_CONST;290.0;A
A;ES61;46381;2016;6949;SOC_CONST;3341.0;A
A;ES61;46381;2016;6981;SOC_CONST;149.0;A
A;ES61;46381;2016;7058;SOC_CONST;163.0;A
A;ES61;46381;2016;7663;SOC_CONST;489.0;A
A;ES61;46381;2016;7716;SOC_CONST;867.0;A
A;ES61;46381;2016;6963;SOC_CONST;377.0;A
A;ES61;46381;2016;7889;SOC_CONST;88.0;A
A;ES61;46381;2016;303235;SOC_CONST;94.0;A
A;ES61;46381;2016;8032;SOC_CONST;62.0;A
A;ES61;46381;2016;8256;SOC_CONST;202.0;A
A;ES61;46381;2016;303236;SOC_CONST;266.0;A
A;ES61;46381;2016;8346;SOC_CONST;164.0;A
A;ES61;46381;2016;8451;SOC_CONST;420.0;A
A;ES61;46381;2017;6949;SOC_CONST;3030.0;A
A;ES61;46381;2017;6981;SOC_CONST;93.0;A
A;ES61;46381;2017;7058;SOC_CONST;175.0;A
A;ES61;46381;2017;7663;SOC_CONST;378.0;A
A;ES61;46381;2017;7716;SOC_CONST;831.0;A
A;ES61;46381;2017;6963;SOC_CONST;404.0;A
A;ES61;46381;2017;7889;SOC_CONST;81.0;A
A;ES61;46381;2017;303235;SOC_CONST;61.0;A
A;ES61;46381;2017;8032;SOC_CONST;60.0;A
A;ES61;46381;2017;8256;SOC_CONST;319.0;A
A;ES61;46381;2017;303236;SOC_CONST;218.0;A
A;ES61;46381;2017;8346;SOC_CONST;129.0;A
A;ES61;46381;2017;8451;SOC_CONST;281.0;A
A;ES61;46381;2018;6949;SOC_CONST;2955.0;A
A;ES61;46381;2018;6981;SOC_CONST;133.0;A
A;ES61;46381;2018;7058;SOC_CONST;147.0;A
A;ES61;46381;2018;7663;SOC_CONST;256.0;A
A;ES61;46381;2018;7716;SOC_CONST;628.0;A
A;ES61;46381;2018;6963;SOC_CONST;383.0;A
A;ES61;46381;2018;7889;SOC_CONST;71.0;A
A;ES61;46381;2018;303235;SOC_CONST;73.0;A
A;ES61;46381;2018;8032;SOC_CONST;71.0;A
A;ES61;46381;2018;8256;SOC_CONST;459.0;A
A;ES61;46381;2018;303236;SOC_CONST;224.0;A
A;ES61;46381;2018;8346;SOC_CONST;149.0;A
A;ES61;46381;2018;8451;SOC_CONST;361.0;A
A;ES61;46381;2019;6949;SOC_CONST;2801.0;A
A;ES61;46381;2019;6981;SOC_CONST;124.0;A
A;ES61;46381;2019;7058;SOC_CONST;167.0;A
A;ES61;46381;2019;7663;SOC_CONST;213.0;A
A;ES61;46381;2019;7716;SOC_CONST;659.0;A
A;ES61;46381;2019;6963;SOC_CONST;334.0;A
A;ES61;46381;2019;7889;SOC_CONST;73.0;A
A;ES61;46381;2019;303235;SOC_CONST;79.0;A
A;ES61;46381;2019;8032;SOC_CONST;81.0;A
A;ES61;46381;2019;8256;SOC_CONST;382.0;A
A;ES61;46381;2019;303236;SOC_CONST;198.0;A
A;ES61;46381;2019;8346;SOC_CONST;139.0;A
A;ES61;46381;2019;8451;SOC_CONST;352.0;A
A;ES61;46381;2020;6949;SOC_CONST;2392.0;A
A;ES61;46381;2020;6981;SOC_CONST;131.0;A
A;ES61;46381;2020;7058;SOC_CONST;123.0;A
A;ES61;46381;2020;7663;SOC_CONST;175.0;A
A;ES61;46381;2020;7716;SOC_CONST;572.0;A
A;ES61;46381;2020;6963;SOC_CONST;259.0;A
A;ES61;46381;2020;7889;SOC_CONST;80.0;A
A;ES61;46381;2020;303235;SOC_CONST;59.0;A
A;ES61;46381;2020;8032;SOC_CONST;89.0;A
A;ES61;46381;2020;8256;SOC_CONST;301.0;A
A;ES61;46381;2020;303236;SOC_CONST;198.0;A
A;ES61;46381;2020;8346;SOC_CONST;106.0;A
A;ES61;46381;2020;8451;SOC_CONST;299.0;A
A;ES61;46382;2009;6949;SOC_CONST;303.0;A
A;ES61;46382;2009;6981;SOC_CONST;11.0;A
A;ES61;46382;2009;7058;SOC_CONST;114.0;A
A;ES61;46382;2009;7663;SOC_CONST;36.0;A
A;ES61;46382;2009;7716;SOC_CONST;30.0;A
A;ES61;46382;2009;6963;SOC_CONST;14.0;A
A;ES61;46382;2009;7889;SOC_CONST;3.0;A
A;ES61;46382;2009;303235;SOC_CONST;10.0;A
A;ES61;46382;2009;8032;SOC_CONST;3.0;A
A;ES61;46382;2009;8256;SOC_CONST;23.0;A
A;ES61;46382;2009;303236;SOC_CONST;34.0;A
A;ES61;46382;2009;8346;SOC_CONST;7.0;A
A;ES61;46382;2009;8451;SOC_CONST;18.0;A
A;ES61;46382;2010;6949;SOC_CONST;204.0;A
A;ES61;46382;2010;6981;SOC_CONST;6.0;A
A;ES61;46382;2010;7058;SOC_CONST;21.0;A
A;ES61;46382;2010;7663;SOC_CONST;28.0;A
A;ES61;46382;2010;7716;SOC_CONST;23.0;A
A;ES61;46382;2010;6963;SOC_CONST;18.0;A
A;ES61;46382;2010;7889;SOC_CONST;9.0;A
A;ES61;46382;2010;303235;SOC_CONST;12.0;A
A;ES61;46382;2010;8032;SOC_CONST;12.0;A
A;ES61;46382;2010;8256;SOC_CONST;23.0;A
A;ES61;46382;2010;303236;SOC_CONST;24.0;A
A;ES61;46382;2010;8346;SOC_CONST;6.0;A
A;ES61;46382;2010;8451;SOC_CONST;22.0;A
A;ES61;46382;2011;6949;SOC_CONST;188.0;A
A;ES61;46382;2011;6981;SOC_CONST;12.0;A
A;ES61;46382;2011;7058;SOC_CONST;16.0;A
A;ES61;46382;2011;7663;SOC_CONST;11.0;A
A;ES61;46382;2011;7716;SOC_CONST;31.0;A
A;ES61;46382;2011;6963;SOC_CONST;18.0;A
A;ES61;46382;2011;7889;SOC_CONST;7.0;A
A;ES61;46382;2011;303235;SOC_CONST;6.0;A
A;ES61;46382;2011;8032;SOC_CONST;5.0;A
A;ES61;46382;2011;8256;SOC_CONST;13.0;A
A;ES61;46382;2011;303236;SOC_CONST;43.0;A
A;ES61;46382;2011;8346;SOC_CONST;6.0;A
A;ES61;46382;2011;8451;SOC_CONST;20.0;A
A;ES61;46382;2012;6949;SOC_CONST;164.0;A
A;ES61;46382;2012;6981;SOC_CONST;4.0;A
A;ES61;46382;2012;7058;SOC_CONST;11.0;A
A;ES61;46382;2012;7663;SOC_CONST;10.0;A
A;ES61;46382;2012;7716;SOC_CONST;24.0;A
A;ES61;46382;2012;6963;SOC_CONST;10.0;A
A;ES61;46382;2012;7889;SOC_CONST;3.0;A
A;ES61;46382;2012;303235;SOC_CONST;7.0;A
A;ES61;46382;2012;8032;SOC_CONST;11.0;A
A;ES61;46382;2012;8256;SOC_CONST;19.0;A
A;ES61;46382;2012;303236;SOC_CONST;46.0;A
A;ES61;46382;2012;8346;SOC_CONST;3.0;A
A;ES61;46382;2012;8451;SOC_CONST;16.0;A
A;ES61;46382;2013;6949;SOC_CONST;183.0;A
A;ES61;46382;2013;6981;SOC_CONST;8.0;A
A;ES61;46382;2013;7058;SOC_CONST;14.0;A
A;ES61;46382;2013;7663;SOC_CONST;11.0;A
A;ES61;46382;2013;7716;SOC_CONST;36.0;A
A;ES61;46382;2013;6963;SOC_CONST;13.0;A
A;ES61;46382;2013;7889;SOC_CONST;5.0;A
A;ES61;46382;2013;303235;SOC_CONST;4.0;A
A;ES61;46382;2013;8032;SOC_CONST;10.0;A
A;ES61;46382;2013;8256;SOC_CONST;20.0;A
A;ES61;46382;2013;303236;SOC_CONST;34.0;A
A;ES61;46382;2013;8346;SOC_CONST;5.0;A
A;ES61;46382;2013;8451;SOC_CONST;23.0;A
A;ES61;46382;2014;6949;SOC_CONST;151.0;A
A;ES61;46382;2014;6981;SOC_CONST;16.0;A
A;ES61;46382;2014;7058;SOC_CONST;12.0;A
A;ES61;46382;2014;7663;SOC_CONST;12.0;A
A;ES61;46382;2014;7716;SOC_CONST;18.0;A
A;ES61;46382;2014;6963;SOC_CONST;17.0;A
A;ES61;46382;2014;7889;SOC_CONST;4.0;A
A;ES61;46382;2014;303235;SOC_CONST;3.0;A
A;ES61;46382;2014;8032;SOC_CONST;11.0;A
A;ES61;46382;2014;8256;SOC_CONST;14.0;A
A;ES61;46382;2014;303236;SOC_CONST;26.0;A
A;ES61;46382;2014;8346;SOC_CONST;4.0;A
A;ES61;46382;2014;8451;SOC_CONST;14.0;A
A;ES61;46382;2015;6949;SOC_CONST;142.0;A
A;ES61;46382;2015;6981;SOC_CONST;7.0;A
A;ES61;46382;2015;7058;SOC_CONST;8.0;A
A;ES61;46382;2015;7663;SOC_CONST;13.0;A
A;ES61;46382;2015;7716;SOC_CONST;25.0;A
A;ES61;46382;2015;6963;SOC_CONST;10.0;A
A;ES61;46382;2015;7889;SOC_CONST;4.0;A
A;ES61;46382;2015;303235;SOC_CONST;5.0;A
A;ES61;46382;2015;8032;SOC_CONST;11.0;A
A;ES61;46382;2015;8256;SOC_CONST;23.0;A
A;ES61;46382;2015;303236;SOC_CONST;21.0;A
A;ES61;46382;2015;8346;SOC_CONST;1.0;A
A;ES61;46382;2015;8451;SOC_CONST;14.0;A
A;ES61;46382;2016;6949;SOC_CONST;177.0;A
A;ES61;46382;2016;6981;SOC_CONST;13.0;A
A;ES61;46382;2016;7058;SOC_CONST;14.0;A
A;ES61;46382;2016;7663;SOC_CONST;22.0;A
A;ES61;46382;2016;7716;SOC_CONST;29.0;A
A;ES61;46382;2016;6963;SOC_CONST;22.0;A
A;ES61;46382;2016;7889;SOC_CONST;4.0;A
A;ES61;46382;2016;303235;SOC_CONST;3.0;A
A;ES61;46382;2016;8032;SOC_CONST;5.0;A
A;ES61;46382;2016;8256;SOC_CONST;9.0;A
A;ES61;46382;2016;303236;SOC_CONST;28.0;A
A;ES61;46382;2016;8346;SOC_CONST;2.0;A
A;ES61;46382;2016;8451;SOC_CONST;26.0;A
A;ES61;46382;2017;6949;SOC_CONST;134.0;A
A;ES61;46382;2017;6981;SOC_CONST;3.0;A
A;ES61;46382;2017;7058;SOC_CONST;12.0;A
A;ES61;46382;2017;7663;SOC_CONST;13.0;A
A;ES61;46382;2017;7716;SOC_CONST;25.0;A
A;ES61;46382;2017;6963;SOC_CONST;13.0;A
A;ES61;46382;2017;7889;SOC_CONST;5.0;A
A;ES61;46382;2017;303235;SOC_CONST;2.0;A
A;ES61;46382;2017;8032;SOC_CONST;10.0;A
A;ES61;46382;2017;8256;SOC_CONST;24.0;A
A;ES61;46382;2017;303236;SOC_CONST;12.0;A
A;ES61;46382;2017;8346;SOC_CONST;3.0;A
A;ES61;46382;2017;8451;SOC_CONST;12.0;A
A;ES61;46382;2018;6949;SOC_CONST;167.0;A
A;ES61;46382;2018;6981;SOC_CONST;18.0;A
A;ES61;46382;2018;7058;SOC_CONST;14.0;A
A;ES61;46382;2018;7663;SOC_CONST;15.0;A
A;ES61;46382;2018;7716;SOC_CONST;20.0;A
A;ES61;46382;2018;6963;SOC_CONST;22.0;A
A;ES61;46382;2018;7889;SOC_CONST;2.0;A
A;ES61;46382;2018;303235;SOC_CONST;9.0;A
A;ES61;46382;2018;8032;SOC_CONST;2.0;A
A;ES61;46382;2018;8256;SOC_CONST;22.0;A
A;ES61;46382;2018;303236;SOC_CONST;28.0;A
A;ES61;46382;2018;8346;SOC_CONST;4.0;A
A;ES61;46382;2018;8451;SOC_CONST;11.0;A
A;ES61;46382;2019;6949;SOC_CONST;147.0;A
A;ES61;46382;2019;6981;SOC_CONST;10.0;A
A;ES61;46382;2019;7058;SOC_CONST;10.0;A
A;ES61;46382;2019;7663;SOC_CONST;8.0;A
A;ES61;46382;2019;7716;SOC_CONST;27.0;A
A;ES61;46382;2019;6963;SOC_CONST;26.0;A
A;ES61;46382;2019;7889;SOC_CONST;;A
A;ES61;46382;2019;303235;SOC_CONST;3.0;A
A;ES61;46382;2019;8032;SOC_CONST;8.0;A
A;ES61;46382;2019;8256;SOC_CONST;26.0;A
A;ES61;46382;2019;303236;SOC_CONST;14.0;A
A;ES61;46382;2019;8346;SOC_CONST;4.0;A
A;ES61;46382;2019;8451;SOC_CONST;11.0;A
A;ES61;46382;2020;6949;SOC_CONST;104.0;A
A;ES61;46382;2020;6981;SOC_CONST;12.0;A
A;ES61;46382;2020;7058;SOC_CONST;12.0;A
A;ES61;46382;2020;7663;SOC_CONST;4.0;A
A;ES61;46382;2020;7716;SOC_CONST;13.0;A
A;ES61;46382;2020;6963;SOC_CONST;7.0;A
A;ES61;46382;2020;7889;SOC_CONST;6.0;A
A;ES61;46382;2020;303235;SOC_CONST;5.0;A
A;ES61;46382;2020;8032;SOC_CONST;7.0;A
A;ES61;46382;2020;8256;SOC_CONST;13.0;A
A;ES61;46382;2020;303236;SOC_CONST;13.0;A
A;ES61;46382;2020;8346;SOC_CONST;2.0;A
A;ES61;46382;2020;8451;SOC_CONST;10.0;A
A;ES61;46383;2009;6949;SOC_CONST;59.0;A
A;ES61;46383;2009;6981;SOC_CONST;1.0;A
A;ES61;46383;2009;7058;SOC_CONST;4.0;A
A;ES61;46383;2009;7663;SOC_CONST;9.0;A
A;ES61;46383;2009;7716;SOC_CONST;10.0;A
A;ES61;46383;2009;6963;SOC_CONST;2.0;A
A;ES61;46383;2009;7889;SOC_CONST;1.0;A
A;ES61;46383;2009;303235;SOC_CONST;;A
A;ES61;46383;2009;8032;SOC_CONST;2.0;A
