D_ESTADO_DATO_0;D_TERRITORIO_0;D_TEMPORAL_0;D_FORMA_JUR_SOCMER_0;INDICATOR;FREQ;D_CNAE09_0;D_SEXO_SOCIOS_0;OBS_VALUE
A;2311;2016;46364;CAP_SUSCRITO;A;_Z;_Z;1087550.0
A;2311;2016;46364;SOC_CONST;A;_Z;_Z;6.0
A;2311;2016;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2311;2016;46366;SOC_CONST;A;_Z;_Z;0.0
A;2311;2016;46367;CAP_SUSCRITO;A;_Z;_Z;1087550.0
A;2311;2016;46367;SOC_CONST;A;_Z;_Z;6.0
A;2311;2017;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2311;2017;46361;SOC_CONST;A;_Z;_Z;0.0
A;2311;2017;46364;CAP_SUSCRITO;A;_Z;_Z;566600.0
A;2311;2017;46364;SOC_CONST;A;_Z;_Z;5.0
A;2311;2017;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2311;2017;46366;SOC_CONST;A;_Z;_Z;0.0
A;2311;2017;46367;CAP_SUSCRITO;A;_Z;_Z;566600.0
A;2311;2017;46367;SOC_CONST;A;_Z;_Z;5.0
A;2311;2018;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2311;2018;46361;SOC_CONST;A;_Z;_Z;0.0
A;2311;2018;46364;CAP_SUSCRITO;A;_Z;_Z;229800.0
A;2311;2018;46364;SOC_CONST;A;_Z;_Z;4.0
A;2311;2018;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2311;2018;46366;SOC_CONST;A;_Z;_Z;0.0
A;2311;2018;46367;CAP_SUSCRITO;A;_Z;_Z;229800.0
A;2311;2018;46367;SOC_CONST;A;_Z;_Z;4.0
A;2311;2019;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2311;2019;46361;SOC_CONST;A;_Z;_Z;0.0
A;2311;2019;46364;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2311;2019;46364;SOC_CONST;A;_Z;_Z;2.0
A;2311;2019;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2311;2019;46366;SOC_CONST;A;_Z;_Z;0.0
A;2311;2019;46367;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2311;2019;46367;SOC_CONST;A;_Z;_Z;2.0
A;2311;2020;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2311;2020;46361;SOC_CONST;A;_Z;_Z;0.0
A;2311;2020;46364;CAP_SUSCRITO;A;_Z;_Z;268800.0
A;2311;2020;46364;SOC_CONST;A;_Z;_Z;3.0
A;2311;2020;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2311;2020;46366;SOC_CONST;A;_Z;_Z;0.0
A;2311;2020;46367;CAP_SUSCRITO;A;_Z;_Z;268800.0
A;2311;2020;46367;SOC_CONST;A;_Z;_Z;3.0
A;2312;2004;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2004;46361;SOC_CONST;A;_Z;_Z;0.0
A;2312;2004;46364;CAP_SUSCRITO;A;_Z;_Z;3300.0
A;2312;2004;46364;SOC_CONST;A;_Z;_Z;1.0
A;2312;2004;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2004;46366;SOC_CONST;A;_Z;_Z;0.0
A;2312;2004;46367;CAP_SUSCRITO;A;_Z;_Z;3300.0
A;2312;2004;46367;SOC_CONST;A;_Z;_Z;1.0
A;2312;2006;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2006;46361;SOC_CONST;A;_Z;_Z;0.0
A;2312;2006;46364;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2312;2006;46364;SOC_CONST;A;_Z;_Z;1.0
A;2312;2006;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2006;46366;SOC_CONST;A;_Z;_Z;0.0
A;2312;2006;46367;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2312;2006;46367;SOC_CONST;A;_Z;_Z;1.0
A;2312;2010;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2010;46361;SOC_CONST;A;_Z;_Z;0.0
A;2312;2010;46364;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2312;2010;46364;SOC_CONST;A;_Z;_Z;1.0
A;2312;2010;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2010;46366;SOC_CONST;A;_Z;_Z;0.0
A;2312;2010;46367;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2312;2010;46367;SOC_CONST;A;_Z;_Z;1.0
A;2312;2014;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2014;46361;SOC_CONST;A;_Z;_Z;0.0
A;2312;2014;46364;CAP_SUSCRITO;A;_Z;_Z;3010.0
A;2312;2014;46364;SOC_CONST;A;_Z;_Z;1.0
A;2312;2014;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2014;46366;SOC_CONST;A;_Z;_Z;0.0
A;2312;2014;46367;CAP_SUSCRITO;A;_Z;_Z;3010.0
A;2312;2014;46367;SOC_CONST;A;_Z;_Z;1.0
A;2312;2015;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2015;46361;SOC_CONST;A;_Z;_Z;0.0
A;2312;2015;46364;CAP_SUSCRITO;A;_Z;_Z;544775.0
A;2312;2015;46364;SOC_CONST;A;_Z;_Z;2.0
A;2312;2015;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2015;46366;SOC_CONST;A;_Z;_Z;0.0
A;2312;2015;46367;CAP_SUSCRITO;A;_Z;_Z;544775.0
A;2312;2015;46367;SOC_CONST;A;_Z;_Z;2.0
A;2312;2019;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2019;46361;SOC_CONST;A;_Z;_Z;0.0
A;2312;2019;46364;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2312;2019;46364;SOC_CONST;A;_Z;_Z;1.0
A;2312;2019;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2312;2019;46366;SOC_CONST;A;_Z;_Z;0.0
A;2312;2019;46367;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2312;2019;46367;SOC_CONST;A;_Z;_Z;1.0
A;2313;2004;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2004;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2004;46364;CAP_SUSCRITO;A;_Z;_Z;125834.0
A;2313;2004;46364;SOC_CONST;A;_Z;_Z;6.0
A;2313;2004;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2004;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2004;46367;CAP_SUSCRITO;A;_Z;_Z;125834.0
A;2313;2004;46367;SOC_CONST;A;_Z;_Z;6.0
A;2313;2005;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2005;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2005;46364;CAP_SUSCRITO;A;_Z;_Z;19516.0
A;2313;2005;46364;SOC_CONST;A;_Z;_Z;3.0
A;2313;2005;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2005;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2005;46367;CAP_SUSCRITO;A;_Z;_Z;19516.0
A;2313;2005;46367;SOC_CONST;A;_Z;_Z;3.0
A;2313;2006;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2006;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2006;46364;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2313;2006;46364;SOC_CONST;A;_Z;_Z;1.0
A;2313;2006;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2006;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2006;46367;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2313;2006;46367;SOC_CONST;A;_Z;_Z;1.0
A;2313;2009;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2009;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2009;46364;CAP_SUSCRITO;A;_Z;_Z;72306.0
A;2313;2009;46364;SOC_CONST;A;_Z;_Z;2.0
A;2313;2009;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2009;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2009;46367;CAP_SUSCRITO;A;_Z;_Z;72306.0
A;2313;2009;46367;SOC_CONST;A;_Z;_Z;2.0
A;2313;2010;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2010;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2010;46364;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2313;2010;46364;SOC_CONST;A;_Z;_Z;1.0
A;2313;2010;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2010;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2010;46367;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2313;2010;46367;SOC_CONST;A;_Z;_Z;1.0
A;2313;2011;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2011;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2011;46364;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2313;2011;46364;SOC_CONST;A;_Z;_Z;1.0
A;2313;2011;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2011;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2011;46367;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2313;2011;46367;SOC_CONST;A;_Z;_Z;1.0
A;2313;2012;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2012;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2012;46364;CAP_SUSCRITO;A;_Z;_Z;3030.0
A;2313;2012;46364;SOC_CONST;A;_Z;_Z;1.0
A;2313;2012;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2012;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2012;46367;CAP_SUSCRITO;A;_Z;_Z;3030.0
A;2313;2012;46367;SOC_CONST;A;_Z;_Z;1.0
A;2313;2013;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2013;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2013;46364;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2313;2013;46364;SOC_CONST;A;_Z;_Z;1.0
A;2313;2013;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2013;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2013;46367;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2313;2013;46367;SOC_CONST;A;_Z;_Z;1.0
A;2313;2014;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2014;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2014;46364;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2313;2014;46364;SOC_CONST;A;_Z;_Z;1.0
A;2313;2014;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2014;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2014;46367;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2313;2014;46367;SOC_CONST;A;_Z;_Z;1.0
A;2313;2016;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2016;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2016;46364;CAP_SUSCRITO;A;_Z;_Z;27100.0
A;2313;2016;46364;SOC_CONST;A;_Z;_Z;2.0
A;2313;2016;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2016;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2016;46367;CAP_SUSCRITO;A;_Z;_Z;27100.0
A;2313;2016;46367;SOC_CONST;A;_Z;_Z;2.0
A;2313;2018;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2018;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2018;46364;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2313;2018;46364;SOC_CONST;A;_Z;_Z;1.0
A;2313;2018;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2018;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2018;46367;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2313;2018;46367;SOC_CONST;A;_Z;_Z;1.0
A;2313;2019;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2019;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2019;46364;CAP_SUSCRITO;A;_Z;_Z;3500.0
A;2313;2019;46364;SOC_CONST;A;_Z;_Z;1.0
A;2313;2019;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2019;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2019;46367;CAP_SUSCRITO;A;_Z;_Z;3500.0
A;2313;2019;46367;SOC_CONST;A;_Z;_Z;1.0
A;2313;2020;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2020;46361;SOC_CONST;A;_Z;_Z;0.0
A;2313;2020;46364;CAP_SUSCRITO;A;_Z;_Z;3600.0
A;2313;2020;46364;SOC_CONST;A;_Z;_Z;1.0
A;2313;2020;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2313;2020;46366;SOC_CONST;A;_Z;_Z;0.0
A;2313;2020;46367;CAP_SUSCRITO;A;_Z;_Z;3600.0
A;2313;2020;46367;SOC_CONST;A;_Z;_Z;1.0
A;2314;2003;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2003;46361;SOC_CONST;A;_Z;_Z;0.0
A;2314;2003;46364;CAP_SUSCRITO;A;_Z;_Z;93156.0
A;2314;2003;46364;SOC_CONST;A;_Z;_Z;2.0
A;2314;2003;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2003;46366;SOC_CONST;A;_Z;_Z;0.0
A;2314;2003;46367;CAP_SUSCRITO;A;_Z;_Z;93156.0
A;2314;2003;46367;SOC_CONST;A;_Z;_Z;2.0
A;2314;2004;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2004;46361;SOC_CONST;A;_Z;_Z;0.0
A;2314;2004;46364;CAP_SUSCRITO;A;_Z;_Z;6020.0
A;2314;2004;46364;SOC_CONST;A;_Z;_Z;2.0
A;2314;2004;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2004;46366;SOC_CONST;A;_Z;_Z;0.0
A;2314;2004;46367;CAP_SUSCRITO;A;_Z;_Z;6020.0
A;2314;2004;46367;SOC_CONST;A;_Z;_Z;2.0
A;2314;2006;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2006;46361;SOC_CONST;A;_Z;_Z;0.0
A;2314;2006;46364;CAP_SUSCRITO;A;_Z;_Z;3050.0
A;2314;2006;46364;SOC_CONST;A;_Z;_Z;1.0
A;2314;2006;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2006;46366;SOC_CONST;A;_Z;_Z;0.0
A;2314;2006;46367;CAP_SUSCRITO;A;_Z;_Z;3050.0
A;2314;2006;46367;SOC_CONST;A;_Z;_Z;1.0
A;2314;2007;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2007;46361;SOC_CONST;A;_Z;_Z;0.0
A;2314;2007;46364;CAP_SUSCRITO;A;_Z;_Z;6400.0
A;2314;2007;46364;SOC_CONST;A;_Z;_Z;2.0
A;2314;2007;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2007;46366;SOC_CONST;A;_Z;_Z;0.0
A;2314;2007;46367;CAP_SUSCRITO;A;_Z;_Z;6400.0
A;2314;2007;46367;SOC_CONST;A;_Z;_Z;2.0
A;2314;2013;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2013;46361;SOC_CONST;A;_Z;_Z;0.0
A;2314;2013;46364;CAP_SUSCRITO;A;_Z;_Z;6100.0
A;2314;2013;46364;SOC_CONST;A;_Z;_Z;2.0
A;2314;2013;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2013;46366;SOC_CONST;A;_Z;_Z;0.0
A;2314;2013;46367;CAP_SUSCRITO;A;_Z;_Z;6100.0
A;2314;2013;46367;SOC_CONST;A;_Z;_Z;2.0
A;2314;2014;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2014;46361;SOC_CONST;A;_Z;_Z;0.0
A;2314;2014;46364;CAP_SUSCRITO;A;_Z;_Z;3006.0
A;2314;2014;46364;SOC_CONST;A;_Z;_Z;1.0
A;2314;2014;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2014;46366;SOC_CONST;A;_Z;_Z;0.0
A;2314;2014;46367;CAP_SUSCRITO;A;_Z;_Z;3006.0
A;2314;2014;46367;SOC_CONST;A;_Z;_Z;1.0
A;2314;2015;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2015;46361;SOC_CONST;A;_Z;_Z;0.0
A;2314;2015;46364;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2314;2015;46364;SOC_CONST;A;_Z;_Z;2.0
A;2314;2015;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2015;46366;SOC_CONST;A;_Z;_Z;0.0
A;2314;2015;46367;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2314;2015;46367;SOC_CONST;A;_Z;_Z;2.0
A;2314;2016;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2016;46361;SOC_CONST;A;_Z;_Z;0.0
A;2314;2016;46364;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2314;2016;46364;SOC_CONST;A;_Z;_Z;1.0
A;2314;2016;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2016;46366;SOC_CONST;A;_Z;_Z;0.0
A;2314;2016;46367;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2314;2016;46367;SOC_CONST;A;_Z;_Z;1.0
A;2314;2017;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2017;46361;SOC_CONST;A;_Z;_Z;0.0
A;2314;2017;46364;CAP_SUSCRITO;A;_Z;_Z;50000.0
A;2314;2017;46364;SOC_CONST;A;_Z;_Z;1.0
A;2314;2017;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2017;46366;SOC_CONST;A;_Z;_Z;0.0
A;2314;2017;46367;CAP_SUSCRITO;A;_Z;_Z;50000.0
A;2314;2017;46367;SOC_CONST;A;_Z;_Z;1.0
A;2314;2020;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2020;46361;SOC_CONST;A;_Z;_Z;0.0
A;2314;2020;46364;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2314;2020;46364;SOC_CONST;A;_Z;_Z;1.0
A;2314;2020;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2314;2020;46366;SOC_CONST;A;_Z;_Z;0.0
A;2314;2020;46367;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2314;2020;46367;SOC_CONST;A;_Z;_Z;1.0
A;2315;2003;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2003;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2003;46364;CAP_SUSCRITO;A;_Z;_Z;56106.0
A;2315;2003;46364;SOC_CONST;A;_Z;_Z;5.0
A;2315;2003;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2003;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2003;46367;CAP_SUSCRITO;A;_Z;_Z;56106.0
A;2315;2003;46367;SOC_CONST;A;_Z;_Z;5.0
A;2315;2004;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2004;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2004;46364;CAP_SUSCRITO;A;_Z;_Z;16900.0
A;2315;2004;46364;SOC_CONST;A;_Z;_Z;4.0
A;2315;2004;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2004;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2004;46367;CAP_SUSCRITO;A;_Z;_Z;16900.0
A;2315;2004;46367;SOC_CONST;A;_Z;_Z;4.0
A;2315;2005;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2005;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2005;46364;CAP_SUSCRITO;A;_Z;_Z;760128.0
A;2315;2005;46364;SOC_CONST;A;_Z;_Z;9.0
A;2315;2005;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2005;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2005;46367;CAP_SUSCRITO;A;_Z;_Z;760128.0
A;2315;2005;46367;SOC_CONST;A;_Z;_Z;9.0
A;2315;2006;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2006;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2006;46364;CAP_SUSCRITO;A;_Z;_Z;555873.6
A;2315;2006;46364;SOC_CONST;A;_Z;_Z;13.0
A;2315;2006;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2006;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2006;46367;CAP_SUSCRITO;A;_Z;_Z;555873.6
A;2315;2006;46367;SOC_CONST;A;_Z;_Z;13.0
A;2315;2007;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2007;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2007;46364;CAP_SUSCRITO;A;_Z;_Z;40112.0
A;2315;2007;46364;SOC_CONST;A;_Z;_Z;4.0
A;2315;2007;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2007;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2007;46367;CAP_SUSCRITO;A;_Z;_Z;40112.0
A;2315;2007;46367;SOC_CONST;A;_Z;_Z;4.0
A;2315;2008;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2008;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2008;46364;CAP_SUSCRITO;A;_Z;_Z;9250.0
A;2315;2008;46364;SOC_CONST;A;_Z;_Z;3.0
A;2315;2008;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2008;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2008;46367;CAP_SUSCRITO;A;_Z;_Z;9250.0
A;2315;2008;46367;SOC_CONST;A;_Z;_Z;3.0
A;2315;2009;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2009;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2009;46364;CAP_SUSCRITO;A;_Z;_Z;43406.0
A;2315;2009;46364;SOC_CONST;A;_Z;_Z;5.0
A;2315;2009;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2009;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2009;46367;CAP_SUSCRITO;A;_Z;_Z;43406.0
A;2315;2009;46367;SOC_CONST;A;_Z;_Z;5.0
A;2315;2010;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2010;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2010;46364;CAP_SUSCRITO;A;_Z;_Z;400016.0
A;2315;2010;46364;SOC_CONST;A;_Z;_Z;3.0
A;2315;2010;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2010;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2010;46367;CAP_SUSCRITO;A;_Z;_Z;400016.0
A;2315;2010;46367;SOC_CONST;A;_Z;_Z;3.0
A;2315;2011;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2011;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2011;46364;CAP_SUSCRITO;A;_Z;_Z;310000.0
A;2315;2011;46364;SOC_CONST;A;_Z;_Z;2.0
A;2315;2011;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2011;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2011;46367;CAP_SUSCRITO;A;_Z;_Z;310000.0
A;2315;2011;46367;SOC_CONST;A;_Z;_Z;2.0
A;2315;2012;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2012;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2012;46364;CAP_SUSCRITO;A;_Z;_Z;31156.0
A;2315;2012;46364;SOC_CONST;A;_Z;_Z;5.0
A;2315;2012;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2012;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2012;46367;CAP_SUSCRITO;A;_Z;_Z;31156.0
A;2315;2012;46367;SOC_CONST;A;_Z;_Z;5.0
A;2315;2013;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2013;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2013;46364;CAP_SUSCRITO;A;_Z;_Z;110624.0
A;2315;2013;46364;SOC_CONST;A;_Z;_Z;3.0
A;2315;2013;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2013;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2013;46367;CAP_SUSCRITO;A;_Z;_Z;110624.0
A;2315;2013;46367;SOC_CONST;A;_Z;_Z;3.0
A;2315;2014;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2014;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2014;46364;CAP_SUSCRITO;A;_Z;_Z;56300.0
A;2315;2014;46364;SOC_CONST;A;_Z;_Z;6.0
A;2315;2014;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2014;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2014;46367;CAP_SUSCRITO;A;_Z;_Z;56300.0
A;2315;2014;46367;SOC_CONST;A;_Z;_Z;6.0
A;2315;2015;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2015;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2015;46364;CAP_SUSCRITO;A;_Z;_Z;377011.0
A;2315;2015;46364;SOC_CONST;A;_Z;_Z;6.0
A;2315;2015;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2015;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2015;46367;CAP_SUSCRITO;A;_Z;_Z;377011.0
A;2315;2015;46367;SOC_CONST;A;_Z;_Z;6.0
A;2315;2016;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2016;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2016;46364;CAP_SUSCRITO;A;_Z;_Z;30160.0
A;2315;2016;46364;SOC_CONST;A;_Z;_Z;5.0
A;2315;2016;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2016;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2016;46367;CAP_SUSCRITO;A;_Z;_Z;30160.0
A;2315;2016;46367;SOC_CONST;A;_Z;_Z;5.0
A;2315;2017;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2017;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2017;46364;CAP_SUSCRITO;A;_Z;_Z;31490.0
A;2315;2017;46364;SOC_CONST;A;_Z;_Z;6.0
A;2315;2017;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2017;46366;SOC_CONST;A;_Z;_Z;0.0
A;2315;2017;46367;CAP_SUSCRITO;A;_Z;_Z;31490.0
A;2315;2017;46367;SOC_CONST;A;_Z;_Z;6.0
A;2315;2018;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2315;2018;46361;SOC_CONST;A;_Z;_Z;0.0
A;2315;2018;46364;CAP_SUSCRITO;A;_Z;_Z;71100.0
A;2315;2018;46364;SOC_CONST;A;_Z;_Z;3.0
