D_TEMPORAL_0;D_TERRITORIO_0;D_FORMA_JUR_SOCMER_0;D_ESTADO_DATO_0;INDICATOR;FREQ;D_CNAE09_0;D_SEXO_SOCIOS_0;OBS_VALUE
2003;ES614;46363;A;SOC_TRANS;A;_Z;_Z;1.0
2003;ES614;46364;A;SM_ACR;A;_Z;_Z;0.0
2003;ES614;46364;A;SM_AMP_CAP;A;_Z;_Z;405.0
2003;ES614;46364;A;SM_FUS;A;_Z;_Z;1.0
2003;ES614;46364;A;SOC_CONST;A;_Z;_Z;1982.0
2003;ES614;46364;A;SOC_DIS;A;_Z;_Z;53.0
2003;ES614;46364;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES614;46364;A;SOC_ESC;A;_Z;_Z;2.0
2003;ES614;46364;A;SOC_EXT;A;_Z;_Z;46.0
2003;ES614;46364;A;SOC_RED_CAP;A;_Z;_Z;127.0
2003;ES614;46364;A;SOC_TRANS;A;_Z;_Z;1.0
2003;ES614;46365;A;SM_ACR;A;_Z;_Z;0.0
2003;ES614;46365;A;SM_AMP_CAP;A;_Z;_Z;0.0
2003;ES614;46365;A;SM_FUS;A;_Z;_Z;1.0
2003;ES614;46365;A;SOC_CONST;A;_Z;_Z;2.0
2003;ES614;46365;A;SOC_DIS;A;_Z;_Z;0.0
2003;ES614;46365;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES614;46365;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES614;46365;A;SOC_EXT;A;_Z;_Z;0.0
2003;ES614;46365;A;SOC_RED_CAP;A;_Z;_Z;0.0
2003;ES614;46365;A;SOC_TRANS;A;_Z;_Z;0.0
2003;ES614;46367;A;SM_ACR;A;_Z;_Z;0.0
2003;ES614;46367;A;SM_AMP_CAP;A;_Z;_Z;442.0
2003;ES614;46367;A;SM_FUS;A;_Z;_Z;2.0
2003;ES614;46367;A;SOC_CONST;A;_Z;_Z;1999.0
2003;ES614;46367;A;SOC_DIS;A;_Z;_Z;67.0
2003;ES614;46367;A;SOC_DIV;A;_Z;_Z;15.0
2003;ES614;46367;A;SOC_ESC;A;_Z;_Z;2.0
2003;ES614;46367;A;SOC_EXT;A;_Z;_Z;54.0
2003;ES614;46367;A;SOC_RED_CAP;A;_Z;_Z;148.0
2003;ES614;46367;A;SOC_TRANS;A;_Z;_Z;5.0
2003;ES615;46360;A;SM_ACR;A;_Z;_Z;0.0
2003;ES615;46360;A;SM_AMP_CAP;A;_Z;_Z;37.0
2003;ES615;46360;A;SM_FUS;A;_Z;_Z;1.0
2003;ES615;46360;A;SOC_CONST;A;_Z;_Z;12.0
2003;ES615;46360;A;SOC_DIS;A;_Z;_Z;4.0
2003;ES615;46360;A;SOC_DIV;A;_Z;_Z;10.0
2003;ES615;46360;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES615;46360;A;SOC_EXT;A;_Z;_Z;6.0
2003;ES615;46360;A;SOC_RED_CAP;A;_Z;_Z;10.0
2003;ES615;46360;A;SOC_TRANS;A;_Z;_Z;3.0
2003;ES615;46362;A;SM_ACR;A;_Z;_Z;0.0
2003;ES615;46362;A;SM_AMP_CAP;A;_Z;_Z;0.0
2003;ES615;46362;A;SM_FUS;A;_Z;_Z;0.0
2003;ES615;46362;A;SOC_CONST;A;_Z;_Z;6.0
2003;ES615;46362;A;SOC_DIS;A;_Z;_Z;0.0
2003;ES615;46362;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES615;46362;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES615;46362;A;SOC_EXT;A;_Z;_Z;0.0
2003;ES615;46362;A;SOC_RED_CAP;A;_Z;_Z;0.0
2003;ES615;46362;A;SOC_TRANS;A;_Z;_Z;0.0
2003;ES615;46363;A;SM_ACR;A;_Z;_Z;0.0
2003;ES615;46363;A;SM_AMP_CAP;A;_Z;_Z;230.0
2003;ES615;46363;A;SM_FUS;A;_Z;_Z;1.0
2003;ES615;46363;A;SOC_CONST;A;_Z;_Z;891.0
2003;ES615;46363;A;SOC_DIS;A;_Z;_Z;45.0
2003;ES615;46363;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES615;46363;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES615;46363;A;SOC_EXT;A;_Z;_Z;42.0
2003;ES615;46363;A;SOC_RED_CAP;A;_Z;_Z;18.0
2003;ES615;46363;A;SOC_TRANS;A;_Z;_Z;1.0
2003;ES615;46364;A;SM_ACR;A;_Z;_Z;0.0
2003;ES615;46364;A;SM_AMP_CAP;A;_Z;_Z;230.0
2003;ES615;46364;A;SM_FUS;A;_Z;_Z;1.0
2003;ES615;46364;A;SOC_CONST;A;_Z;_Z;897.0
2003;ES615;46364;A;SOC_DIS;A;_Z;_Z;45.0
2003;ES615;46364;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES615;46364;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES615;46364;A;SOC_EXT;A;_Z;_Z;42.0
2003;ES615;46364;A;SOC_RED_CAP;A;_Z;_Z;18.0
2003;ES615;46364;A;SOC_TRANS;A;_Z;_Z;1.0
2003;ES615;46365;A;SM_ACR;A;_Z;_Z;0.0
2003;ES615;46365;A;SM_AMP_CAP;A;_Z;_Z;2.0
2003;ES615;46365;A;SM_FUS;A;_Z;_Z;0.0
2003;ES615;46365;A;SOC_CONST;A;_Z;_Z;9.0
2003;ES615;46365;A;SOC_DIS;A;_Z;_Z;1.0
2003;ES615;46365;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES615;46365;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES615;46365;A;SOC_EXT;A;_Z;_Z;1.0
2003;ES615;46365;A;SOC_RED_CAP;A;_Z;_Z;0.0
2003;ES615;46365;A;SOC_TRANS;A;_Z;_Z;0.0
2003;ES615;46367;A;SM_ACR;A;_Z;_Z;0.0
2003;ES615;46367;A;SM_AMP_CAP;A;_Z;_Z;269.0
2003;ES615;46367;A;SM_FUS;A;_Z;_Z;2.0
2003;ES615;46367;A;SOC_CONST;A;_Z;_Z;918.0
2003;ES615;46367;A;SOC_DIS;A;_Z;_Z;50.0
2003;ES615;46367;A;SOC_DIV;A;_Z;_Z;10.0
2003;ES615;46367;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES615;46367;A;SOC_EXT;A;_Z;_Z;49.0
2003;ES615;46367;A;SOC_RED_CAP;A;_Z;_Z;28.0
2003;ES615;46367;A;SOC_TRANS;A;_Z;_Z;4.0
2003;ES616;46360;A;SM_ACR;A;_Z;_Z;0.0
2003;ES616;46360;A;SM_AMP_CAP;A;_Z;_Z;25.0
2003;ES616;46360;A;SM_FUS;A;_Z;_Z;0.0
2003;ES616;46360;A;SOC_CONST;A;_Z;_Z;8.0
2003;ES616;46360;A;SOC_DIS;A;_Z;_Z;7.0
2003;ES616;46360;A;SOC_DIV;A;_Z;_Z;9.0
2003;ES616;46360;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES616;46360;A;SOC_EXT;A;_Z;_Z;4.0
2003;ES616;46360;A;SOC_RED_CAP;A;_Z;_Z;5.0
2003;ES616;46360;A;SOC_TRANS;A;_Z;_Z;5.0
2003;ES616;46362;A;SM_ACR;A;_Z;_Z;0.0
2003;ES616;46362;A;SM_AMP_CAP;A;_Z;_Z;0.0
2003;ES616;46362;A;SM_FUS;A;_Z;_Z;0.0
2003;ES616;46362;A;SOC_CONST;A;_Z;_Z;2.0
2003;ES616;46362;A;SOC_DIS;A;_Z;_Z;0.0
2003;ES616;46362;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES616;46362;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES616;46362;A;SOC_EXT;A;_Z;_Z;0.0
2003;ES616;46362;A;SOC_RED_CAP;A;_Z;_Z;0.0
2003;ES616;46362;A;SOC_TRANS;A;_Z;_Z;0.0
2003;ES616;46363;A;SM_ACR;A;_Z;_Z;0.0
2003;ES616;46363;A;SM_AMP_CAP;A;_Z;_Z;223.0
2003;ES616;46363;A;SM_FUS;A;_Z;_Z;1.0
2003;ES616;46363;A;SOC_CONST;A;_Z;_Z;813.0
2003;ES616;46363;A;SOC_DIS;A;_Z;_Z;64.0
2003;ES616;46363;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES616;46363;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES616;46363;A;SOC_EXT;A;_Z;_Z;55.0
2003;ES616;46363;A;SOC_RED_CAP;A;_Z;_Z;7.0
2003;ES616;46363;A;SOC_TRANS;A;_Z;_Z;2.0
2003;ES616;46364;A;SM_ACR;A;_Z;_Z;0.0
2003;ES616;46364;A;SM_AMP_CAP;A;_Z;_Z;223.0
2003;ES616;46364;A;SM_FUS;A;_Z;_Z;1.0
2003;ES616;46364;A;SOC_CONST;A;_Z;_Z;815.0
2003;ES616;46364;A;SOC_DIS;A;_Z;_Z;64.0
2003;ES616;46364;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES616;46364;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES616;46364;A;SOC_EXT;A;_Z;_Z;55.0
2003;ES616;46364;A;SOC_RED_CAP;A;_Z;_Z;7.0
2003;ES616;46364;A;SOC_TRANS;A;_Z;_Z;2.0
2003;ES616;46365;A;SM_ACR;A;_Z;_Z;0.0
2003;ES616;46365;A;SM_AMP_CAP;A;_Z;_Z;0.0
2003;ES616;46365;A;SM_FUS;A;_Z;_Z;0.0
2003;ES616;46365;A;SOC_CONST;A;_Z;_Z;1.0
2003;ES616;46365;A;SOC_DIS;A;_Z;_Z;0.0
2003;ES616;46365;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES616;46365;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES616;46365;A;SOC_EXT;A;_Z;_Z;0.0
2003;ES616;46365;A;SOC_RED_CAP;A;_Z;_Z;0.0
2003;ES616;46365;A;SOC_TRANS;A;_Z;_Z;1.0
2003;ES616;46367;A;SM_ACR;A;_Z;_Z;0.0
2003;ES616;46367;A;SM_AMP_CAP;A;_Z;_Z;248.0
2003;ES616;46367;A;SM_FUS;A;_Z;_Z;1.0
2003;ES616;46367;A;SOC_CONST;A;_Z;_Z;824.0
2003;ES616;46367;A;SOC_DIS;A;_Z;_Z;71.0
2003;ES616;46367;A;SOC_DIV;A;_Z;_Z;9.0
2003;ES616;46367;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES616;46367;A;SOC_EXT;A;_Z;_Z;59.0
2003;ES616;46367;A;SOC_RED_CAP;A;_Z;_Z;12.0
2003;ES616;46367;A;SOC_TRANS;A;_Z;_Z;8.0
2003;ES617;46360;A;SM_ACR;A;_Z;_Z;0.0
2003;ES617;46360;A;SM_AMP_CAP;A;_Z;_Z;143.0
2003;ES617;46360;A;SM_FUS;A;_Z;_Z;1.0
2003;ES617;46360;A;SOC_CONST;A;_Z;_Z;69.0
2003;ES617;46360;A;SOC_DIS;A;_Z;_Z;44.0
2003;ES617;46360;A;SOC_DIV;A;_Z;_Z;41.0
2003;ES617;46360;A;SOC_ESC;A;_Z;_Z;3.0
2003;ES617;46360;A;SOC_EXT;A;_Z;_Z;45.0
2003;ES617;46360;A;SOC_RED_CAP;A;_Z;_Z;72.0
2003;ES617;46360;A;SOC_TRANS;A;_Z;_Z;32.0
2003;ES617;46362;A;SM_ACR;A;_Z;_Z;0.0
2003;ES617;46362;A;SM_AMP_CAP;A;_Z;_Z;0.0
2003;ES617;46362;A;SM_FUS;A;_Z;_Z;0.0
2003;ES617;46362;A;SOC_CONST;A;_Z;_Z;14.0
2003;ES617;46362;A;SOC_DIS;A;_Z;_Z;0.0
2003;ES617;46362;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES617;46362;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES617;46362;A;SOC_EXT;A;_Z;_Z;0.0
2003;ES617;46362;A;SOC_RED_CAP;A;_Z;_Z;0.0
2003;ES617;46362;A;SOC_TRANS;A;_Z;_Z;0.0
2003;ES617;46363;A;SM_ACR;A;_Z;_Z;0.0
2003;ES617;46363;A;SM_AMP_CAP;A;_Z;_Z;1317.0
2003;ES617;46363;A;SM_FUS;A;_Z;_Z;15.0
2003;ES617;46363;A;SOC_CONST;A;_Z;_Z;7318.0
2003;ES617;46363;A;SOC_DIS;A;_Z;_Z;268.0
2003;ES617;46363;A;SOC_DIV;A;_Z;_Z;1.0
2003;ES617;46363;A;SOC_ESC;A;_Z;_Z;5.0
2003;ES617;46363;A;SOC_EXT;A;_Z;_Z;255.0
2003;ES617;46363;A;SOC_RED_CAP;A;_Z;_Z;275.0
2003;ES617;46363;A;SOC_TRANS;A;_Z;_Z;3.0
2003;ES617;46364;A;SM_ACR;A;_Z;_Z;0.0
2003;ES617;46364;A;SM_AMP_CAP;A;_Z;_Z;1317.0
2003;ES617;46364;A;SM_FUS;A;_Z;_Z;15.0
2003;ES617;46364;A;SOC_CONST;A;_Z;_Z;7332.0
2003;ES617;46364;A;SOC_DIS;A;_Z;_Z;268.0
2003;ES617;46364;A;SOC_DIV;A;_Z;_Z;1.0
2003;ES617;46364;A;SOC_ESC;A;_Z;_Z;5.0
2003;ES617;46364;A;SOC_EXT;A;_Z;_Z;255.0
2003;ES617;46364;A;SOC_RED_CAP;A;_Z;_Z;275.0
2003;ES617;46364;A;SOC_TRANS;A;_Z;_Z;3.0
2003;ES617;46365;A;SM_ACR;A;_Z;_Z;0.0
2003;ES617;46365;A;SM_AMP_CAP;A;_Z;_Z;7.0
2003;ES617;46365;A;SM_FUS;A;_Z;_Z;1.0
2003;ES617;46365;A;SOC_CONST;A;_Z;_Z;14.0
2003;ES617;46365;A;SOC_DIS;A;_Z;_Z;2.0
2003;ES617;46365;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES617;46365;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES617;46365;A;SOC_EXT;A;_Z;_Z;2.0
2003;ES617;46365;A;SOC_RED_CAP;A;_Z;_Z;1.0
2003;ES617;46365;A;SOC_TRANS;A;_Z;_Z;1.0
2003;ES617;46367;A;SM_ACR;A;_Z;_Z;0.0
2003;ES617;46367;A;SM_AMP_CAP;A;_Z;_Z;1467.0
2003;ES617;46367;A;SM_FUS;A;_Z;_Z;17.0
2003;ES617;46367;A;SOC_CONST;A;_Z;_Z;7415.0
2003;ES617;46367;A;SOC_DIS;A;_Z;_Z;314.0
2003;ES617;46367;A;SOC_DIV;A;_Z;_Z;42.0
2003;ES617;46367;A;SOC_ESC;A;_Z;_Z;8.0
2003;ES617;46367;A;SOC_EXT;A;_Z;_Z;302.0
2003;ES617;46367;A;SOC_RED_CAP;A;_Z;_Z;348.0
2003;ES617;46367;A;SOC_TRANS;A;_Z;_Z;36.0
2003;ES618;46360;A;SM_ACR;A;_Z;_Z;0.0
2003;ES618;46360;A;SM_AMP_CAP;A;_Z;_Z;124.0
2003;ES618;46360;A;SM_FUS;A;_Z;_Z;10.0
2003;ES618;46360;A;SOC_CONST;A;_Z;_Z;74.0
2003;ES618;46360;A;SOC_DIS;A;_Z;_Z;45.0
2003;ES618;46360;A;SOC_DIV;A;_Z;_Z;49.0
2003;ES618;46360;A;SOC_ESC;A;_Z;_Z;4.0
2003;ES618;46360;A;SOC_EXT;A;_Z;_Z;33.0
2003;ES618;46360;A;SOC_RED_CAP;A;_Z;_Z;55.0
2003;ES618;46360;A;SOC_TRANS;A;_Z;_Z;30.0
2003;ES618;46362;A;SM_ACR;A;_Z;_Z;0.0
2003;ES618;46362;A;SM_AMP_CAP;A;_Z;_Z;0.0
2003;ES618;46362;A;SM_FUS;A;_Z;_Z;0.0
2003;ES618;46362;A;SOC_CONST;A;_Z;_Z;18.0
2003;ES618;46362;A;SOC_DIS;A;_Z;_Z;0.0
2003;ES618;46362;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES618;46362;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES618;46362;A;SOC_EXT;A;_Z;_Z;0.0
2003;ES618;46362;A;SOC_RED_CAP;A;_Z;_Z;0.0
2003;ES618;46362;A;SOC_TRANS;A;_Z;_Z;0.0
2003;ES618;46363;A;SM_ACR;A;_Z;_Z;0.0
2003;ES618;46363;A;SM_AMP_CAP;A;_Z;_Z;803.0
2003;ES618;46363;A;SM_FUS;A;_Z;_Z;13.0
2003;ES618;46363;A;SOC_CONST;A;_Z;_Z;3913.0
2003;ES618;46363;A;SOC_DIS;A;_Z;_Z;223.0
2003;ES618;46363;A;SOC_DIV;A;_Z;_Z;1.0
2003;ES618;46363;A;SOC_ESC;A;_Z;_Z;6.0
2003;ES618;46363;A;SOC_EXT;A;_Z;_Z;197.0
2003;ES618;46363;A;SOC_RED_CAP;A;_Z;_Z;63.0
2003;ES618;46363;A;SOC_TRANS;A;_Z;_Z;7.0
2003;ES618;46364;A;SM_ACR;A;_Z;_Z;0.0
2003;ES618;46364;A;SM_AMP_CAP;A;_Z;_Z;803.0
2003;ES618;46364;A;SM_FUS;A;_Z;_Z;13.0
2003;ES618;46364;A;SOC_CONST;A;_Z;_Z;3931.0
2003;ES618;46364;A;SOC_DIS;A;_Z;_Z;223.0
2003;ES618;46364;A;SOC_DIV;A;_Z;_Z;1.0
2003;ES618;46364;A;SOC_ESC;A;_Z;_Z;6.0
2003;ES618;46364;A;SOC_EXT;A;_Z;_Z;197.0
2003;ES618;46364;A;SOC_RED_CAP;A;_Z;_Z;63.0
2003;ES618;46364;A;SOC_TRANS;A;_Z;_Z;7.0
2003;ES618;46365;A;SM_ACR;A;_Z;_Z;0.0
2003;ES618;46365;A;SM_AMP_CAP;A;_Z;_Z;3.0
2003;ES618;46365;A;SM_FUS;A;_Z;_Z;0.0
2003;ES618;46365;A;SOC_CONST;A;_Z;_Z;24.0
2003;ES618;46365;A;SOC_DIS;A;_Z;_Z;1.0
2003;ES618;46365;A;SOC_DIV;A;_Z;_Z;0.0
2003;ES618;46365;A;SOC_ESC;A;_Z;_Z;0.0
2003;ES618;46365;A;SOC_EXT;A;_Z;_Z;1.0
2003;ES618;46365;A;SOC_RED_CAP;A;_Z;_Z;3.0
2003;ES618;46365;A;SOC_TRANS;A;_Z;_Z;1.0
2003;ES618;46367;A;SM_ACR;A;_Z;_Z;0.0
2003;ES618;46367;A;SM_AMP_CAP;A;_Z;_Z;930.0
2003;ES618;46367;A;SM_FUS;A;_Z;_Z;23.0
2003;ES618;46367;A;SOC_CONST;A;_Z;_Z;4029.0
2003;ES618;46367;A;SOC_DIS;A;_Z;_Z;269.0
2003;ES618;46367;A;SOC_DIV;A;_Z;_Z;50.0
2003;ES618;46367;A;SOC_ESC;A;_Z;_Z;10.0
2003;ES618;46367;A;SOC_EXT;A;_Z;_Z;231.0
2003;ES618;46367;A;SOC_RED_CAP;A;_Z;_Z;121.0
2003;ES618;46367;A;SOC_TRANS;A;_Z;_Z;38.0
2004;ES61;46360;A;SM_ACR;A;_Z;_Z;0.0
2004;ES61;46360;A;SM_AMP_CAP;A;_Z;_Z;472.0
2004;ES61;46360;A;SM_FUS;A;_Z;_Z;18.0
2004;ES61;46360;A;SOC_CONST;A;_Z;_Z;305.0
2004;ES61;46360;A;SOC_DIS;A;_Z;_Z;474.0
2004;ES61;46360;A;SOC_DIV;A;_Z;_Z;136.0
2004;ES61;46360;A;SOC_ESC;A;_Z;_Z;5.0
2004;ES61;46360;A;SOC_EXT;A;_Z;_Z;190.0
2004;ES61;46360;A;SOC_RED_CAP;A;_Z;_Z;142.0
2004;ES61;46360;A;SOC_TRANS;A;_Z;_Z;114.0
2004;ES61;46362;A;SM_ACR;A;_Z;_Z;0.0
2004;ES61;46362;A;SM_AMP_CAP;A;_Z;_Z;0.0
2004;ES61;46362;A;SM_FUS;A;_Z;_Z;0.0
2004;ES61;46362;A;SOC_CONST;A;_Z;_Z;143.0
2004;ES61;46362;A;SOC_DIS;A;_Z;_Z;0.0
2004;ES61;46362;A;SOC_DIV;A;_Z;_Z;0.0
2004;ES61;46362;A;SOC_ESC;A;_Z;_Z;0.0
2004;ES61;46362;A;SOC_EXT;A;_Z;_Z;0.0
2004;ES61;46362;A;SOC_RED_CAP;A;_Z;_Z;0.0
2004;ES61;46362;A;SOC_TRANS;A;_Z;_Z;0.0
2004;ES61;46363;A;SM_ACR;A;_Z;_Z;0.0
2004;ES61;46363;A;SM_AMP_CAP;A;_Z;_Z;4326.0
2004;ES61;46363;A;SM_FUS;A;_Z;_Z;34.0
2004;ES61;46363;A;SOC_CONST;A;_Z;_Z;21989.0
2004;ES61;46363;A;SOC_DIS;A;_Z;_Z;1312.0
2004;ES61;46363;A;SOC_DIV;A;_Z;_Z;2.0
2004;ES61;46363;A;SOC_ESC;A;_Z;_Z;18.0
2004;ES61;46363;A;SOC_EXT;A;_Z;_Z;1194.0
2004;ES61;46363;A;SOC_RED_CAP;A;_Z;_Z;638.0
2004;ES61;46363;A;SOC_TRANS;A;_Z;_Z;30.0
2004;ES61;46364;A;SM_ACR;A;_Z;_Z;0.0
2004;ES61;46364;A;SM_AMP_CAP;A;_Z;_Z;4326.0
2004;ES61;46364;A;SM_FUS;A;_Z;_Z;34.0
2004;ES61;46364;A;SOC_CONST;A;_Z;_Z;22132.0
2004;ES61;46364;A;SOC_DIS;A;_Z;_Z;1312.0
2004;ES61;46364;A;SOC_DIV;A;_Z;_Z;2.0
2004;ES61;46364;A;SOC_ESC;A;_Z;_Z;18.0
2004;ES61;46364;A;SOC_EXT;A;_Z;_Z;1194.0
2004;ES61;46364;A;SOC_RED_CAP;A;_Z;_Z;638.0
2004;ES61;46364;A;SOC_TRANS;A;_Z;_Z;30.0
2004;ES61;46365;A;SM_ACR;A;_Z;_Z;0.0
2004;ES61;46365;A;SM_AMP_CAP;A;_Z;_Z;10.0
2004;ES61;46365;A;SM_FUS;A;_Z;_Z;0.0
2004;ES61;46365;A;SOC_CONST;A;_Z;_Z;49.0
2004;ES61;46365;A;SOC_DIS;A;_Z;_Z;9.0
2004;ES61;46365;A;SOC_DIV;A;_Z;_Z;0.0
2004;ES61;46365;A;SOC_ESC;A;_Z;_Z;0.0
2004;ES61;46365;A;SOC_EXT;A;_Z;_Z;7.0
2004;ES61;46365;A;SOC_RED_CAP;A;_Z;_Z;7.0
2004;ES61;46365;A;SOC_TRANS;A;_Z;_Z;10.0
2004;ES61;46367;A;SM_ACR;A;_Z;_Z;0.0
2004;ES61;46367;A;SM_AMP_CAP;A;_Z;_Z;4808.0
2004;ES61;46367;A;SM_FUS;A;_Z;_Z;52.0
2004;ES61;46367;A;SOC_CONST;A;_Z;_Z;22486.0
2004;ES61;46367;A;SOC_DIS;A;_Z;_Z;1795.0
2004;ES61;46367;A;SOC_DIV;A;_Z;_Z;138.0
2004;ES61;46367;A;SOC_ESC;A;_Z;_Z;23.0
2004;ES61;46367;A;SOC_EXT;A;_Z;_Z;1391.0
2004;ES61;46367;A;SOC_RED_CAP;A;_Z;_Z;787.0
2004;ES61;46367;A;SOC_TRANS;A;_Z;_Z;154.0
2004;ES611;46360;A;SM_ACR;A;_Z;_Z;0.0
2004;ES611;46360;A;SM_AMP_CAP;A;_Z;_Z;26.0
2004;ES611;46360;A;SM_FUS;A;_Z;_Z;2.0
2004;ES611;46360;A;SOC_CONST;A;_Z;_Z;28.0
2004;ES611;46360;A;SOC_DIS;A;_Z;_Z;270.0
2004;ES611;46360;A;SOC_DIV;A;_Z;_Z;9.0
2004;ES611;46360;A;SOC_ESC;A;_Z;_Z;0.0
2004;ES611;46360;A;SOC_EXT;A;_Z;_Z;11.0
2004;ES611;46360;A;SOC_RED_CAP;A;_Z;_Z;4.0
2004;ES611;46360;A;SOC_TRANS;A;_Z;_Z;3.0
2004;ES611;46362;A;SM_ACR;A;_Z;_Z;0.0
2004;ES611;46362;A;SM_AMP_CAP;A;_Z;_Z;0.0
2004;ES611;46362;A;SM_FUS;A;_Z;_Z;0.0
2004;ES611;46362;A;SOC_CONST;A;_Z;_Z;21.0
2004;ES611;46362;A;SOC_DIS;A;_Z;_Z;0.0
2004;ES611;46362;A;SOC_DIV;A;_Z;_Z;0.0
2004;ES611;46362;A;SOC_ESC;A;_Z;_Z;0.0
2004;ES611;46362;A;SOC_EXT;A;_Z;_Z;0.0
2004;ES611;46362;A;SOC_RED_CAP;A;_Z;_Z;0.0
2004;ES611;46362;A;SOC_TRANS;A;_Z;_Z;0.0
2004;ES611;46363;A;SM_ACR;A;_Z;_Z;0.0
2004;ES611;46363;A;SM_AMP_CAP;A;_Z;_Z;406.0
2004;ES611;46363;A;SM_FUS;A;_Z;_Z;4.0
2004;ES611;46363;A;SOC_CONST;A;_Z;_Z;2140.0
2004;ES611;46363;A;SOC_DIS;A;_Z;_Z;91.0
2004;ES611;46363;A;SOC_DIV;A;_Z;_Z;1.0
2004;ES611;46363;A;SOC_ESC;A;_Z;_Z;1.0
2004;ES611;46363;A;SOC_EXT;A;_Z;_Z;88.0
2004;ES611;46363;A;SOC_RED_CAP;A;_Z;_Z;25.0
2004;ES611;46363;A;SOC_TRANS;A;_Z;_Z;2.0
2004;ES611;46364;A;SM_ACR;A;_Z;_Z;0.0
2004;ES611;46364;A;SM_AMP_CAP;A;_Z;_Z;406.0
2004;ES611;46364;A;SM_FUS;A;_Z;_Z;4.0
2004;ES611;46364;A;SOC_CONST;A;_Z;_Z;2161.0
2004;ES611;46364;A;SOC_DIS;A;_Z;_Z;91.0
2004;ES611;46364;A;SOC_DIV;A;_Z;_Z;1.0
2004;ES611;46364;A;SOC_ESC;A;_Z;_Z;1.0
2004;ES611;46364;A;SOC_EXT;A;_Z;_Z;88.0
2004;ES611;46364;A;SOC_RED_CAP;A;_Z;_Z;25.0
2004;ES611;46364;A;SOC_TRANS;A;_Z;_Z;2.0
2004;ES611;46365;A;SM_ACR;A;_Z;_Z;0.0
2004;ES611;46365;A;SM_AMP_CAP;A;_Z;_Z;2.0
2004;ES611;46365;A;SM_FUS;A;_Z;_Z;0.0
2004;ES611;46365;A;SOC_CONST;A;_Z;_Z;1.0
2004;ES611;46365;A;SOC_DIS;A;_Z;_Z;2.0
2004;ES611;46365;A;SOC_DIV;A;_Z;_Z;0.0
2004;ES611;46365;A;SOC_ESC;A;_Z;_Z;0.0
2004;ES611;46365;A;SOC_EXT;A;_Z;_Z;2.0
2004;ES611;46365;A;SOC_RED_CAP;A;_Z;_Z;0.0
2004;ES611;46365;A;SOC_TRANS;A;_Z;_Z;2.0
2004;ES611;46367;A;SM_ACR;A;_Z;_Z;0.0
2004;ES611;46367;A;SM_AMP_CAP;A;_Z;_Z;434.0
2004;ES611;46367;A;SM_FUS;A;_Z;_Z;6.0
2004;ES611;46367;A;SOC_CONST;A;_Z;_Z;2190.0
2004;ES611;46367;A;SOC_DIS;A;_Z;_Z;363.0
2004;ES611;46367;A;SOC_DIV;A;_Z;_Z;10.0
2004;ES611;46367;A;SOC_ESC;A;_Z;_Z;1.0
2004;ES611;46367;A;SOC_EXT;A;_Z;_Z;101.0
2004;ES611;46367;A;SOC_RED_CAP;A;_Z;_Z;29.0
2004;ES611;46367;A;SOC_TRANS;A;_Z;_Z;7.0
2004;ES612;46360;A;SM_ACR;A;_Z;_Z;0.0
2004;ES612;46360;A;SM_AMP_CAP;A;_Z;_Z;60.0
2004;ES612;46360;A;SM_FUS;A;_Z;_Z;2.0
2004;ES612;46360;A;SOC_CONST;A;_Z;_Z;29.0
2004;ES612;46360;A;SOC_DIS;A;_Z;_Z;21.0
2004;ES612;46360;A;SOC_DIV;A;_Z;_Z;14.0
2004;ES612;46360;A;SOC_ESC;A;_Z;_Z;0.0
2004;ES612;46360;A;SOC_EXT;A;_Z;_Z;15.0
2004;ES612;46360;A;SOC_RED_CAP;A;_Z;_Z;15.0
2004;ES612;46360;A;SOC_TRANS;A;_Z;_Z;22.0
2004;ES612;46362;A;SM_ACR;A;_Z;_Z;0.0
