D_TEMPORAL_0;D_TERRITORIO_0;D_FORMA_JUR_SOCMER_0;D_ESTADO_DATO_0;INDICATOR;FREQ;D_CNAE09_0;D_SEXO_SOCIOS_0;OBS_VALUE
2001;ES612;46364;A;SOC_TRANS;A;_Z;_Z;0.0
2001;ES612;46365;A;SM_ACR;A;_Z;_Z;0.0
2001;ES612;46365;A;SM_AMP_CAP;A;_Z;_Z;1.0
2001;ES612;46365;A;SM_FUS;A;_Z;_Z;0.0
2001;ES612;46365;A;SOC_CONST;A;_Z;_Z;5.0
2001;ES612;46365;A;SOC_DIS;A;_Z;_Z;0.0
2001;ES612;46365;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES612;46365;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES612;46365;A;SOC_EXT;A;_Z;_Z;0.0
2001;ES612;46365;A;SOC_RED_CAP;A;_Z;_Z;0.0
2001;ES612;46365;A;SOC_TRANS;A;_Z;_Z;0.0
2001;ES612;46367;A;SM_ACR;A;_Z;_Z;0.0
2001;ES612;46367;A;SM_AMP_CAP;A;_Z;_Z;533.0
2001;ES612;46367;A;SM_FUS;A;_Z;_Z;6.0
2001;ES612;46367;A;SOC_CONST;A;_Z;_Z;1878.0
2001;ES612;46367;A;SOC_DIS;A;_Z;_Z;86.0
2001;ES612;46367;A;SOC_DIV;A;_Z;_Z;20.0
2001;ES612;46367;A;SOC_ESC;A;_Z;_Z;4.0
2001;ES612;46367;A;SOC_EXT;A;_Z;_Z;67.0
2001;ES612;46367;A;SOC_RED_CAP;A;_Z;_Z;50.0
2001;ES612;46367;A;SOC_TRANS;A;_Z;_Z;14.0
2001;ES613;46360;A;SM_ACR;A;_Z;_Z;0.0
2001;ES613;46360;A;SM_AMP_CAP;A;_Z;_Z;83.0
2001;ES613;46360;A;SM_FUS;A;_Z;_Z;2.0
2001;ES613;46360;A;SOC_CONST;A;_Z;_Z;38.0
2001;ES613;46360;A;SOC_DIS;A;_Z;_Z;28.0
2001;ES613;46360;A;SOC_DIV;A;_Z;_Z;31.0
2001;ES613;46360;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES613;46360;A;SOC_EXT;A;_Z;_Z;7.0
2001;ES613;46360;A;SOC_RED_CAP;A;_Z;_Z;13.0
2001;ES613;46360;A;SOC_TRANS;A;_Z;_Z;9.0
2001;ES613;46363;A;SM_ACR;A;_Z;_Z;0.0
2001;ES613;46363;A;SM_AMP_CAP;A;_Z;_Z;357.0
2001;ES613;46363;A;SM_FUS;A;_Z;_Z;2.0
2001;ES613;46363;A;SOC_CONST;A;_Z;_Z;1165.0
2001;ES613;46363;A;SOC_DIS;A;_Z;_Z;57.0
2001;ES613;46363;A;SOC_DIV;A;_Z;_Z;1.0
2001;ES613;46363;A;SOC_ESC;A;_Z;_Z;3.0
2001;ES613;46363;A;SOC_EXT;A;_Z;_Z;51.0
2001;ES613;46363;A;SOC_RED_CAP;A;_Z;_Z;25.0
2001;ES613;46363;A;SOC_TRANS;A;_Z;_Z;3.0
2001;ES613;46364;A;SM_ACR;A;_Z;_Z;0.0
2001;ES613;46364;A;SM_AMP_CAP;A;_Z;_Z;357.0
2001;ES613;46364;A;SM_FUS;A;_Z;_Z;2.0
2001;ES613;46364;A;SOC_CONST;A;_Z;_Z;1165.0
2001;ES613;46364;A;SOC_DIS;A;_Z;_Z;57.0
2001;ES613;46364;A;SOC_DIV;A;_Z;_Z;1.0
2001;ES613;46364;A;SOC_ESC;A;_Z;_Z;3.0
2001;ES613;46364;A;SOC_EXT;A;_Z;_Z;51.0
2001;ES613;46364;A;SOC_RED_CAP;A;_Z;_Z;25.0
2001;ES613;46364;A;SOC_TRANS;A;_Z;_Z;3.0
2001;ES613;46365;A;SM_ACR;A;_Z;_Z;0.0
2001;ES613;46365;A;SM_AMP_CAP;A;_Z;_Z;3.0
2001;ES613;46365;A;SM_FUS;A;_Z;_Z;0.0
2001;ES613;46365;A;SOC_CONST;A;_Z;_Z;6.0
2001;ES613;46365;A;SOC_DIS;A;_Z;_Z;0.0
2001;ES613;46365;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES613;46365;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES613;46365;A;SOC_EXT;A;_Z;_Z;1.0
2001;ES613;46365;A;SOC_RED_CAP;A;_Z;_Z;0.0
2001;ES613;46365;A;SOC_TRANS;A;_Z;_Z;0.0
2001;ES613;46367;A;SM_ACR;A;_Z;_Z;0.0
2001;ES613;46367;A;SM_AMP_CAP;A;_Z;_Z;443.0
2001;ES613;46367;A;SM_FUS;A;_Z;_Z;4.0
2001;ES613;46367;A;SOC_CONST;A;_Z;_Z;1209.0
2001;ES613;46367;A;SOC_DIS;A;_Z;_Z;85.0
2001;ES613;46367;A;SOC_DIV;A;_Z;_Z;32.0
2001;ES613;46367;A;SOC_ESC;A;_Z;_Z;3.0
2001;ES613;46367;A;SOC_EXT;A;_Z;_Z;59.0
2001;ES613;46367;A;SOC_RED_CAP;A;_Z;_Z;38.0
2001;ES613;46367;A;SOC_TRANS;A;_Z;_Z;12.0
2001;ES614;46360;A;SM_ACR;A;_Z;_Z;0.0
2001;ES614;46360;A;SM_AMP_CAP;A;_Z;_Z;59.0
2001;ES614;46360;A;SM_FUS;A;_Z;_Z;1.0
2001;ES614;46360;A;SOC_CONST;A;_Z;_Z;22.0
2001;ES614;46360;A;SOC_DIS;A;_Z;_Z;25.0
2001;ES614;46360;A;SOC_DIV;A;_Z;_Z;19.0
2001;ES614;46360;A;SOC_ESC;A;_Z;_Z;1.0
2001;ES614;46360;A;SOC_EXT;A;_Z;_Z;9.0
2001;ES614;46360;A;SOC_RED_CAP;A;_Z;_Z;9.0
2001;ES614;46360;A;SOC_TRANS;A;_Z;_Z;13.0
2001;ES614;46363;A;SM_ACR;A;_Z;_Z;0.0
2001;ES614;46363;A;SM_AMP_CAP;A;_Z;_Z;395.0
2001;ES614;46363;A;SM_FUS;A;_Z;_Z;5.0
2001;ES614;46363;A;SOC_CONST;A;_Z;_Z;1729.0
2001;ES614;46363;A;SOC_DIS;A;_Z;_Z;51.0
2001;ES614;46363;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES614;46363;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES614;46363;A;SOC_EXT;A;_Z;_Z;40.0
2001;ES614;46363;A;SOC_RED_CAP;A;_Z;_Z;22.0
2001;ES614;46363;A;SOC_TRANS;A;_Z;_Z;2.0
2001;ES614;46364;A;SM_ACR;A;_Z;_Z;0.0
2001;ES614;46364;A;SM_AMP_CAP;A;_Z;_Z;395.0
2001;ES614;46364;A;SM_FUS;A;_Z;_Z;5.0
2001;ES614;46364;A;SOC_CONST;A;_Z;_Z;1729.0
2001;ES614;46364;A;SOC_DIS;A;_Z;_Z;51.0
2001;ES614;46364;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES614;46364;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES614;46364;A;SOC_EXT;A;_Z;_Z;40.0
2001;ES614;46364;A;SOC_RED_CAP;A;_Z;_Z;22.0
2001;ES614;46364;A;SOC_TRANS;A;_Z;_Z;2.0
2001;ES614;46365;A;SM_ACR;A;_Z;_Z;0.0
2001;ES614;46365;A;SM_AMP_CAP;A;_Z;_Z;2.0
2001;ES614;46365;A;SM_FUS;A;_Z;_Z;0.0
2001;ES614;46365;A;SOC_CONST;A;_Z;_Z;1.0
2001;ES614;46365;A;SOC_DIS;A;_Z;_Z;0.0
2001;ES614;46365;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES614;46365;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES614;46365;A;SOC_EXT;A;_Z;_Z;0.0
2001;ES614;46365;A;SOC_RED_CAP;A;_Z;_Z;0.0
2001;ES614;46365;A;SOC_TRANS;A;_Z;_Z;2.0
2001;ES614;46367;A;SM_ACR;A;_Z;_Z;0.0
2001;ES614;46367;A;SM_AMP_CAP;A;_Z;_Z;456.0
2001;ES614;46367;A;SM_FUS;A;_Z;_Z;6.0
2001;ES614;46367;A;SOC_CONST;A;_Z;_Z;1752.0
2001;ES614;46367;A;SOC_DIS;A;_Z;_Z;76.0
2001;ES614;46367;A;SOC_DIV;A;_Z;_Z;19.0
2001;ES614;46367;A;SOC_ESC;A;_Z;_Z;1.0
2001;ES614;46367;A;SOC_EXT;A;_Z;_Z;49.0
2001;ES614;46367;A;SOC_RED_CAP;A;_Z;_Z;31.0
2001;ES614;46367;A;SOC_TRANS;A;_Z;_Z;17.0
2001;ES615;46360;A;SM_ACR;A;_Z;_Z;0.0
2001;ES615;46360;A;SM_AMP_CAP;A;_Z;_Z;31.0
2001;ES615;46360;A;SM_FUS;A;_Z;_Z;0.0
2001;ES615;46360;A;SOC_CONST;A;_Z;_Z;18.0
2001;ES615;46360;A;SOC_DIS;A;_Z;_Z;5.0
2001;ES615;46360;A;SOC_DIV;A;_Z;_Z;11.0
2001;ES615;46360;A;SOC_ESC;A;_Z;_Z;1.0
2001;ES615;46360;A;SOC_EXT;A;_Z;_Z;3.0
2001;ES615;46360;A;SOC_RED_CAP;A;_Z;_Z;12.0
2001;ES615;46360;A;SOC_TRANS;A;_Z;_Z;6.0
2001;ES615;46363;A;SM_ACR;A;_Z;_Z;0.0
2001;ES615;46363;A;SM_AMP_CAP;A;_Z;_Z;147.0
2001;ES615;46363;A;SM_FUS;A;_Z;_Z;2.0
2001;ES615;46363;A;SOC_CONST;A;_Z;_Z;751.0
2001;ES615;46363;A;SOC_DIS;A;_Z;_Z;30.0
2001;ES615;46363;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES615;46363;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES615;46363;A;SOC_EXT;A;_Z;_Z;26.0
2001;ES615;46363;A;SOC_RED_CAP;A;_Z;_Z;10.0
2001;ES615;46363;A;SOC_TRANS;A;_Z;_Z;2.0
2001;ES615;46364;A;SM_ACR;A;_Z;_Z;0.0
2001;ES615;46364;A;SM_AMP_CAP;A;_Z;_Z;147.0
2001;ES615;46364;A;SM_FUS;A;_Z;_Z;2.0
2001;ES615;46364;A;SOC_CONST;A;_Z;_Z;751.0
2001;ES615;46364;A;SOC_DIS;A;_Z;_Z;30.0
2001;ES615;46364;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES615;46364;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES615;46364;A;SOC_EXT;A;_Z;_Z;26.0
2001;ES615;46364;A;SOC_RED_CAP;A;_Z;_Z;10.0
2001;ES615;46364;A;SOC_TRANS;A;_Z;_Z;2.0
2001;ES615;46365;A;SM_ACR;A;_Z;_Z;0.0
2001;ES615;46365;A;SM_AMP_CAP;A;_Z;_Z;0.0
2001;ES615;46365;A;SM_FUS;A;_Z;_Z;0.0
2001;ES615;46365;A;SOC_CONST;A;_Z;_Z;9.0
2001;ES615;46365;A;SOC_DIS;A;_Z;_Z;1.0
2001;ES615;46365;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES615;46365;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES615;46365;A;SOC_EXT;A;_Z;_Z;1.0
2001;ES615;46365;A;SOC_RED_CAP;A;_Z;_Z;0.0
2001;ES615;46365;A;SOC_TRANS;A;_Z;_Z;0.0
2001;ES615;46367;A;SM_ACR;A;_Z;_Z;0.0
2001;ES615;46367;A;SM_AMP_CAP;A;_Z;_Z;178.0
2001;ES615;46367;A;SM_FUS;A;_Z;_Z;2.0
2001;ES615;46367;A;SOC_CONST;A;_Z;_Z;778.0
2001;ES615;46367;A;SOC_DIS;A;_Z;_Z;36.0
2001;ES615;46367;A;SOC_DIV;A;_Z;_Z;11.0
2001;ES615;46367;A;SOC_ESC;A;_Z;_Z;1.0
2001;ES615;46367;A;SOC_EXT;A;_Z;_Z;30.0
2001;ES615;46367;A;SOC_RED_CAP;A;_Z;_Z;22.0
2001;ES615;46367;A;SOC_TRANS;A;_Z;_Z;8.0
2001;ES616;46360;A;SM_ACR;A;_Z;_Z;0.0
2001;ES616;46360;A;SM_AMP_CAP;A;_Z;_Z;30.0
2001;ES616;46360;A;SM_FUS;A;_Z;_Z;1.0
2001;ES616;46360;A;SOC_CONST;A;_Z;_Z;13.0
2001;ES616;46360;A;SOC_DIS;A;_Z;_Z;7.0
2001;ES616;46360;A;SOC_DIV;A;_Z;_Z;13.0
2001;ES616;46360;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES616;46360;A;SOC_EXT;A;_Z;_Z;6.0
2001;ES616;46360;A;SOC_RED_CAP;A;_Z;_Z;4.0
2001;ES616;46360;A;SOC_TRANS;A;_Z;_Z;3.0
2001;ES616;46363;A;SM_ACR;A;_Z;_Z;0.0
2001;ES616;46363;A;SM_AMP_CAP;A;_Z;_Z;174.0
2001;ES616;46363;A;SM_FUS;A;_Z;_Z;0.0
2001;ES616;46363;A;SOC_CONST;A;_Z;_Z;722.0
2001;ES616;46363;A;SOC_DIS;A;_Z;_Z;34.0
2001;ES616;46363;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES616;46363;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES616;46363;A;SOC_EXT;A;_Z;_Z;29.0
2001;ES616;46363;A;SOC_RED_CAP;A;_Z;_Z;4.0
2001;ES616;46363;A;SOC_TRANS;A;_Z;_Z;1.0
2001;ES616;46364;A;SM_ACR;A;_Z;_Z;0.0
2001;ES616;46364;A;SM_AMP_CAP;A;_Z;_Z;174.0
2001;ES616;46364;A;SM_FUS;A;_Z;_Z;0.0
2001;ES616;46364;A;SOC_CONST;A;_Z;_Z;722.0
2001;ES616;46364;A;SOC_DIS;A;_Z;_Z;34.0
2001;ES616;46364;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES616;46364;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES616;46364;A;SOC_EXT;A;_Z;_Z;29.0
2001;ES616;46364;A;SOC_RED_CAP;A;_Z;_Z;4.0
2001;ES616;46364;A;SOC_TRANS;A;_Z;_Z;1.0
2001;ES616;46365;A;SM_ACR;A;_Z;_Z;0.0
2001;ES616;46365;A;SM_AMP_CAP;A;_Z;_Z;0.0
2001;ES616;46365;A;SM_FUS;A;_Z;_Z;0.0
2001;ES616;46365;A;SOC_CONST;A;_Z;_Z;1.0
2001;ES616;46365;A;SOC_DIS;A;_Z;_Z;1.0
2001;ES616;46365;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES616;46365;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES616;46365;A;SOC_EXT;A;_Z;_Z;1.0
2001;ES616;46365;A;SOC_RED_CAP;A;_Z;_Z;0.0
2001;ES616;46365;A;SOC_TRANS;A;_Z;_Z;1.0
2001;ES616;46367;A;SM_ACR;A;_Z;_Z;0.0
2001;ES616;46367;A;SM_AMP_CAP;A;_Z;_Z;204.0
2001;ES616;46367;A;SM_FUS;A;_Z;_Z;1.0
2001;ES616;46367;A;SOC_CONST;A;_Z;_Z;736.0
2001;ES616;46367;A;SOC_DIS;A;_Z;_Z;42.0
2001;ES616;46367;A;SOC_DIV;A;_Z;_Z;13.0
2001;ES616;46367;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES616;46367;A;SOC_EXT;A;_Z;_Z;36.0
2001;ES616;46367;A;SOC_RED_CAP;A;_Z;_Z;8.0
2001;ES616;46367;A;SOC_TRANS;A;_Z;_Z;5.0
2001;ES617;46360;A;SM_ACR;A;_Z;_Z;0.0
2001;ES617;46360;A;SM_AMP_CAP;A;_Z;_Z;142.0
2001;ES617;46360;A;SM_FUS;A;_Z;_Z;5.0
2001;ES617;46360;A;SOC_CONST;A;_Z;_Z;105.0
2001;ES617;46360;A;SOC_DIS;A;_Z;_Z;38.0
2001;ES617;46360;A;SOC_DIV;A;_Z;_Z;59.0
2001;ES617;46360;A;SOC_ESC;A;_Z;_Z;1.0
2001;ES617;46360;A;SOC_EXT;A;_Z;_Z;31.0
2001;ES617;46360;A;SOC_RED_CAP;A;_Z;_Z;39.0
2001;ES617;46360;A;SOC_TRANS;A;_Z;_Z;50.0
2001;ES617;46363;A;SM_ACR;A;_Z;_Z;0.0
2001;ES617;46363;A;SM_AMP_CAP;A;_Z;_Z;1054.0
2001;ES617;46363;A;SM_FUS;A;_Z;_Z;9.0
2001;ES617;46363;A;SOC_CONST;A;_Z;_Z;5396.0
2001;ES617;46363;A;SOC_DIS;A;_Z;_Z;202.0
2001;ES617;46363;A;SOC_DIV;A;_Z;_Z;2.0
2001;ES617;46363;A;SOC_ESC;A;_Z;_Z;1.0
2001;ES617;46363;A;SOC_EXT;A;_Z;_Z;182.0
2001;ES617;46363;A;SOC_RED_CAP;A;_Z;_Z;87.0
2001;ES617;46363;A;SOC_TRANS;A;_Z;_Z;13.0
2001;ES617;46364;A;SM_ACR;A;_Z;_Z;0.0
2001;ES617;46364;A;SM_AMP_CAP;A;_Z;_Z;1054.0
2001;ES617;46364;A;SM_FUS;A;_Z;_Z;9.0
2001;ES617;46364;A;SOC_CONST;A;_Z;_Z;5396.0
2001;ES617;46364;A;SOC_DIS;A;_Z;_Z;202.0
2001;ES617;46364;A;SOC_DIV;A;_Z;_Z;2.0
2001;ES617;46364;A;SOC_ESC;A;_Z;_Z;1.0
2001;ES617;46364;A;SOC_EXT;A;_Z;_Z;182.0
2001;ES617;46364;A;SOC_RED_CAP;A;_Z;_Z;87.0
2001;ES617;46364;A;SOC_TRANS;A;_Z;_Z;13.0
2001;ES617;46365;A;SM_ACR;A;_Z;_Z;0.0
2001;ES617;46365;A;SM_AMP_CAP;A;_Z;_Z;1.0
2001;ES617;46365;A;SM_FUS;A;_Z;_Z;0.0
2001;ES617;46365;A;SOC_CONST;A;_Z;_Z;29.0
2001;ES617;46365;A;SOC_DIS;A;_Z;_Z;0.0
2001;ES617;46365;A;SOC_DIV;A;_Z;_Z;0.0
2001;ES617;46365;A;SOC_ESC;A;_Z;_Z;0.0
2001;ES617;46365;A;SOC_EXT;A;_Z;_Z;1.0
2001;ES617;46365;A;SOC_RED_CAP;A;_Z;_Z;1.0
2001;ES617;46365;A;SOC_TRANS;A;_Z;_Z;0.0
2001;ES617;46367;A;SM_ACR;A;_Z;_Z;0.0
2001;ES617;46367;A;SM_AMP_CAP;A;_Z;_Z;1197.0
2001;ES617;46367;A;SM_FUS;A;_Z;_Z;14.0
2001;ES617;46367;A;SOC_CONST;A;_Z;_Z;5530.0
2001;ES617;46367;A;SOC_DIS;A;_Z;_Z;240.0
2001;ES617;46367;A;SOC_DIV;A;_Z;_Z;61.0
2001;ES617;46367;A;SOC_ESC;A;_Z;_Z;2.0
2001;ES617;46367;A;SOC_EXT;A;_Z;_Z;214.0
2001;ES617;46367;A;SOC_RED_CAP;A;_Z;_Z;127.0
