ID;COD;NAME;DESCRIPTION;PARENTCODE;ORDER
30;Total;(Total) Años;Años;;0
5098;P1_00;(00) TOTAL;TOTAL;;1
53508;1850;(1850) 1850;1850;5098;1
53509;1851;(1851) 1851;1851;5098;2
53510;1852;(1852) 1852;1852;5098;3
53511;1853;(1853) 1853;1853;5098;4
53512;1854;(1854) 1854;1854;5098;5
53513;1855;(1855) 1855;1855;5098;6
53514;1856;(1856) 1856;1856;5098;7
53515;1857;(1857) 1857;1857;5098;8
53516;1858;(1858) 1858;1858;5098;9
53517;1859;(1859) 1859;1859;5098;10
53518;1860;(1860) 1860;1860;5098;11
53519;1861;(1861) 1861;1861;5098;12
53520;1862;(1862) 1862;1862;5098;13
53521;1863;(1863) 1863;1863;5098;14
53522;1864;(1864) 1864;1864;5098;15
53523;1865;(1865) 1865;1865;5098;16
53524;1866;(1866) 1866;1866;5098;17
53525;1867;(1867) 1867;1867;5098;18
53526;1868;(1868) 1868;1868;5098;19
53527;1869;(1869) 1869;1869;5098;20
53528;1870;(1870) 1870;1870;5098;21
53529;1871;(1871) 1871;1871;5098;22
53530;1872;(1872) 1872;1872;5098;23
53531;1873;(1873) 1873;1873;5098;24
53532;1874;(1874) 1874;1874;5098;25
53533;1875;(1875) 1875;1875;5098;26
53534;1876;(1876) 1876;1876;5098;27
53535;1877;(1877) 1877;1877;5098;28
53536;1878;(1878) 1878;1878;5098;29
53537;1879;(1879) 1879;1879;5098;30
53538;1880;(1880) 1880;1880;5098;31
53539;1881;(1881) 1881;1881;5098;32
53540;1882;(1882) 1882;1882;5098;33
53541;1883;(1883) 1883;1883;5098;34
53542;1884;(1884) 1884;1884;5098;35
53543;1885;(1885) 1885;1885;5098;36
53544;1886;(1886) 1886;1886;5098;37
53545;1887;(1887) 1887;1887;5098;38
53546;1888;(1888) 1888;1888;5098;39
53547;1889;(1889) 1889;1889;5098;40
53548;1890;(1890) 1890;1890;5098;41
53549;1891;(1891) 1891;1891;5098;42
53550;1892;(1892) 1892;1892;5098;43
53551;1893;(1893) 1893;1893;5098;44
53552;1894;(1894) 1894;1894;5098;45
53553;1895;(1895) 1895;1895;5098;46
53554;1896;(1896) 1896;1896;5098;47
53555;1897;(1897) 1897;1897;5098;48
53556;1898;(1898) 1898;1898;5098;49
53557;1899;(1899) 1899;1899;5098;50
4977;1900;(1900) 1900;1900;5098;51
4978;1901;(1901) 1901;1901;5098;52
4979;1902;(1902) 1902;1902;5098;53
4980;1903;(1903) 1903;1903;5098;54
4981;1904;(1904) 1904;1904;5098;55
4982;1905;(1905) 1905;1905;5098;56
4983;1906;(1906) 1906;1906;5098;57
4984;1907;(1907) 1907;1907;5098;58
4985;1908;(1908) 1908;1908;5098;59
4986;1909;(1909) 1909;1909;5098;60
4987;1910;(1910) 1910;1910;5098;61
4988;1911;(1911) 1911;1911;5098;62
4989;1912;(1912) 1912;1912;5098;63
4990;1913;(1913) 1913;1913;5098;64
4991;1914;(1914) 1914;1914;5098;65
4992;1915;(1915) 1915;1915;5098;66
4993;1916;(1916) 1916;1916;5098;67
4994;1917;(1917) 1917;1917;5098;68
4995;1918;(1918) 1918;1918;5098;69
4996;1919;(1919) 1919;1919;5098;70
4997;1920;(1920) 1920;1920;5098;71
4998;1921;(1921) 1921;1921;5098;72
4999;1922;(1922) 1922;1922;5098;73
5000;1923;(1923) 1923;1923;5098;74
5001;1924;(1924) 1924;1924;5098;75
5002;1925;(1925) 1925;1925;5098;76
5003;1926;(1926) 1926;1926;5098;77
5004;1927;(1927) 1927;1927;5098;78
5005;1928;(1928) 1928;1928;5098;79
5006;1929;(1929) 1929;1929;5098;80
5007;1930;(1930) 1930;1930;5098;81
5008;1931;(1931) 1931;1931;5098;82
5009;1932;(1932) 1932;1932;5098;83
5010;1933;(1933) 1933;1933;5098;84
5011;1934;(1934) 1934;1934;5098;85
5012;1935;(1935) 1935;1935;5098;86
5013;1936;(1936) 1936;1936;5098;87
5014;1937;(1937) 1937;1937;5098;88
5015;1938;(1938) 1938;1938;5098;89
5016;1939;(1939) 1939;1939;5098;90
5017;1940;(1940) 1940;1940;5098;91
5018;1941;(1941) 1941;1941;5098;92
5019;1942;(1942) 1942;1942;5098;93
5020;1943;(1943) 1943;1943;5098;94
5021;1944;(1944) 1944;1944;5098;95
5022;1945;(1945) 1945;1945;5098;96
5023;1946;(1946) 1946;1946;5098;97
5024;1947;(1947) 1947;1947;5098;98
5025;1948;(1948) 1948;1948;5098;99
5026;1949;(1949) 1949;1949;5098;100
5027;1950;(1950) 1950;1950;5098;101
5028;1951;(1951) 1951;1951;5098;102
5029;1952;(1952) 1952;1952;5098;103
5030;1953;(1953) 1953;1953;5098;104
5031;1954;(1954) 1954;1954;5098;105
5032;1955;(1955) 1955;1955;5098;106
5033;1956;(1956) 1956;1956;5098;107
5034;1957;(1957) 1957;1957;5098;108
5035;1958;(1958) 1958;1958;5098;109
5036;1959;(1959) 1959;1959;5098;110
5037;1960;(1960) 1960;1960;5098;111
5038;1961;(1961) 1961;1961;5098;112
5039;1962;(1962) 1962;1962;5098;113
5040;1963;(1963) 1963;1963;5098;114
5041;1964;(1964) 1964;1964;5098;115
5042;1965;(1965) 1965;1965;5098;116
5043;1966;(1966) 1966;1966;5098;117
5044;1967;(1967) 1967;1967;5098;118
5045;1968;(1968) 1968;1968;5098;119
5046;1969;(1969) 1969;1969;5098;120
5047;1970;(1970) 1970;1970;5098;121
5048;1971;(1971) 1971;1971;5098;122
5049;1972;(1972) 1972;1972;5098;123
5050;1973;(1973) 1973;1973;5098;124
5051;1974;(1974) 1974;1974;5098;125
5052;1975;(1975) 1975;1975;5098;128
5053;1976;(1976) 1976;1976;5098;129
5054;1977;(1977) 1977;1977;5098;130
5055;1978;(1978) 1978;1978;5098;131
5056;1979;(1979) 1979;1979;5098;132
5057;1980;(1980) 1980;1980;5098;133
5058;1981;(1981) 1981;1981;5098;134
5059;1982;(1982) 1982;1982;5098;135
5060;1983;(1983) 1983;1983;5098;136
5061;1984;(1984) 1984;1984;5098;137
5062;1985;(1985) 1985;1985;5098;138
5063;1986;(1986) 1986;1986;5098;139
5064;1987;(1987) 1987;1987;5098;140
5065;1988;(1988) 1988;1988;5098;141
5066;1989;(1989) 1989;1989;5098;142
5067;1990;(1990) 1990;1990;5098;143
5068;1991;(1991) 1991;1991;5098;144
5069;1992;(1992) 1992;1992;5098;145
5070;1993;(1993) 1993;1993;5098;146
5071;1994;(1994) 1994;1994;5098;147
