G102;EDAD;TERRITORIO;TEMPORAL;MES;SEXO;INDICATOR;OBS_VALUE;FREQ
57629;Y_LT1;ES61;2009;55920;_T;DEATHS;2.0;A
57629;Y_LT1;ES61;2009;55920;M;DEATHS;1.0;A
57629;Y_LT1;ES61;2009;55920;F;DEATHS;1.0;A
57629;Y_LT1;ES61;2009;07;_T;DEATHS;1.0;A
57629;Y_LT1;ES61;2009;07;M;DEATHS;1.0;A
57629;Y_LT1;ES61;2009;10;_T;DEATHS;1.0;A
57629;Y_LT1;ES61;2009;10;F;DEATHS;1.0;A
57629;Y_LT1;ES61;2007;55920;_T;DEATHS;1.0;A
57629;Y_LT1;ES61;2007;55920;M;DEATHS;1.0;A
57629;Y_LT1;ES61;2007;12;_T;DEATHS;1.0;A
57629;Y_LT1;ES61;2007;12;M;DEATHS;1.0;A
57629;Y_LT15;ES61;2009;55920;_T;DEATHS;2.0;A
57629;Y_LT15;ES61;2009;55920;M;DEATHS;2.0;A
57629;Y_LT15;ES61;2009;01;_T;DEATHS;1.0;A
57629;Y_LT15;ES61;2009;01;M;DEATHS;1.0;A
57629;Y_LT15;ES61;2009;09;_T;DEATHS;1.0;A
57629;Y_LT15;ES61;2009;09;M;DEATHS;1.0;A
57629;Y_LT15;ES61;2008;55920;_T;DEATHS;2.0;A
57629;Y_LT15;ES61;2008;55920;M;DEATHS;1.0;A
57629;Y_LT15;ES61;2008;55920;F;DEATHS;1.0;A
57629;Y_LT15;ES61;2008;02;_T;DEATHS;1.0;A
57629;Y_LT15;ES61;2008;02;F;DEATHS;1.0;A
57629;Y_LT15;ES61;2008;12;_T;DEATHS;1.0;A
57629;Y_LT15;ES61;2008;12;M;DEATHS;1.0;A
57629;Y50-54;ES61;2009;55920;_T;DEATHS;1.0;A
57629;Y50-54;ES61;2009;55920;F;DEATHS;1.0;A
57629;Y50-54;ES61;2009;08;_T;DEATHS;1.0;A
57629;Y50-54;ES61;2009;08;F;DEATHS;1.0;A
