EDCA_LUGDEF;MES;G102;SEXO;TEMPORAL;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
838408;09;838410;_T;2020;ES61;DEATHS;2.0;A
838408;09;57731;M;2020;ES61;DEATHS;169.0;A
838408;09;57731;F;2020;ES61;DEATHS;73.0;A
838408;09;57731;_T;2020;ES61;DEATHS;242.0;A
838408;09;583;M;2020;ES61;DEATHS;170.0;A
838408;09;583;F;2020;ES61;DEATHS;74.0;A
838408;09;583;_T;2020;ES61;DEATHS;244.0;A
838408;10;838410;F;2020;ES61;DEATHS;3.0;A
838408;10;838410;_T;2020;ES61;DEATHS;3.0;A
838408;10;57731;M;2020;ES61;DEATHS;199.0;A
838408;10;57731;F;2020;ES61;DEATHS;75.0;A
838408;10;57731;_T;2020;ES61;DEATHS;274.0;A
838408;10;583;M;2020;ES61;DEATHS;199.0;A
838408;10;583;F;2020;ES61;DEATHS;78.0;A
838408;10;583;_T;2020;ES61;DEATHS;277.0;A
838408;11;838410;M;2020;ES61;DEATHS;8.0;A
838408;11;838410;F;2020;ES61;DEATHS;1.0;A
838408;11;838410;_T;2020;ES61;DEATHS;9.0;A
838408;11;57731;M;2020;ES61;DEATHS;178.0;A
838408;11;57731;F;2020;ES61;DEATHS;61.0;A
838408;11;57731;_T;2020;ES61;DEATHS;239.0;A
838408;11;583;M;2020;ES61;DEATHS;186.0;A
838408;11;583;F;2020;ES61;DEATHS;62.0;A
838408;11;583;_T;2020;ES61;DEATHS;248.0;A
838408;12;838410;F;2020;ES61;DEATHS;3.0;A
838408;12;838410;_T;2020;ES61;DEATHS;3.0;A
838408;12;57731;M;2020;ES61;DEATHS;235.0;A
838408;12;57731;F;2020;ES61;DEATHS;73.0;A
838408;12;57731;_T;2020;ES61;DEATHS;308.0;A
838408;12;583;M;2020;ES61;DEATHS;235.0;A
838408;12;583;F;2020;ES61;DEATHS;76.0;A
838408;12;583;_T;2020;ES61;DEATHS;311.0;A
838408;55920;838410;M;2020;ES61;DEATHS;10.0;A
838408;55920;838410;F;2020;ES61;DEATHS;9.0;A
838408;55920;838410;_T;2020;ES61;DEATHS;19.0;A
838408;55920;838411;M;2020;ES61;DEATHS;4.0;A
838408;55920;838411;_T;2020;ES61;DEATHS;4.0;A
838408;55920;57731;M;2020;ES61;DEATHS;2245.0;A
838408;55920;57731;F;2020;ES61;DEATHS;769.0;A
838408;55920;57731;_T;2020;ES61;DEATHS;3014.0;A
838408;55920;583;M;2020;ES61;DEATHS;2259.0;A
838408;55920;583;F;2020;ES61;DEATHS;778.0;A
838408;55920;583;_T;2020;ES61;DEATHS;3037.0;A
838409;01;57731;M;2020;ES61;DEATHS;77.0;A
838409;01;57731;F;2020;ES61;DEATHS;47.0;A
838409;01;57731;_T;2020;ES61;DEATHS;124.0;A
838409;01;583;M;2020;ES61;DEATHS;77.0;A
838409;01;583;F;2020;ES61;DEATHS;47.0;A
838409;01;583;_T;2020;ES61;DEATHS;124.0;A
838409;02;57731;M;2020;ES61;DEATHS;98.0;A
838409;02;57731;F;2020;ES61;DEATHS;73.0;A
838409;02;57731;_T;2020;ES61;DEATHS;171.0;A
838409;02;583;M;2020;ES61;DEATHS;98.0;A
838409;02;583;F;2020;ES61;DEATHS;73.0;A
838409;02;583;_T;2020;ES61;DEATHS;171.0;A
838409;03;838410;M;2020;ES61;DEATHS;3.0;A
838409;03;838410;F;2020;ES61;DEATHS;2.0;A
838409;03;838410;_T;2020;ES61;DEATHS;5.0;A
838409;03;838411;M;2020;ES61;DEATHS;2.0;A
838409;03;838411;_T;2020;ES61;DEATHS;2.0;A
838409;03;57731;M;2020;ES61;DEATHS;62.0;A
838409;03;57731;F;2020;ES61;DEATHS;32.0;A
838409;03;57731;_T;2020;ES61;DEATHS;94.0;A
838409;03;583;M;2020;ES61;DEATHS;67.0;A
838409;03;583;F;2020;ES61;DEATHS;34.0;A
838409;03;583;_T;2020;ES61;DEATHS;101.0;A
838409;04;838410;M;2020;ES61;DEATHS;3.0;A
838409;04;838410;_T;2020;ES61;DEATHS;3.0;A
838409;04;838411;F;2020;ES61;DEATHS;3.0;A
838409;04;838411;_T;2020;ES61;DEATHS;3.0;A
838409;04;57731;M;2020;ES61;DEATHS;50.0;A
838409;04;57731;F;2020;ES61;DEATHS;39.0;A
838409;04;57731;_T;2020;ES61;DEATHS;89.0;A
838409;04;583;M;2020;ES61;DEATHS;53.0;A
838409;04;583;F;2020;ES61;DEATHS;42.0;A
838409;04;583;_T;2020;ES61;DEATHS;95.0;A
838409;05;838411;M;2020;ES61;DEATHS;1.0;A
838409;05;838411;_T;2020;ES61;DEATHS;1.0;A
838409;05;57731;M;2020;ES61;DEATHS;44.0;A
838409;05;57731;F;2020;ES61;DEATHS;34.0;A
838409;05;57731;_T;2020;ES61;DEATHS;78.0;A
838409;05;583;M;2020;ES61;DEATHS;45.0;A
838409;05;583;F;2020;ES61;DEATHS;34.0;A
838409;05;583;_T;2020;ES61;DEATHS;79.0;A
838409;06;838410;M;2020;ES61;DEATHS;1.0;A
838409;06;838410;_T;2020;ES61;DEATHS;1.0;A
838409;06;57731;M;2020;ES61;DEATHS;76.0;A
838409;06;57731;F;2020;ES61;DEATHS;52.0;A
838409;06;57731;_T;2020;ES61;DEATHS;128.0;A
838409;06;583;M;2020;ES61;DEATHS;77.0;A
838409;06;583;F;2020;ES61;DEATHS;52.0;A
838409;06;583;_T;2020;ES61;DEATHS;129.0;A
838409;07;838411;M;2020;ES61;DEATHS;1.0;A
838409;07;838411;_T;2020;ES61;DEATHS;1.0;A
838409;07;57731;M;2020;ES61;DEATHS;46.0;A
838409;07;57731;F;2020;ES61;DEATHS;40.0;A
838409;07;57731;_T;2020;ES61;DEATHS;86.0;A
838409;07;583;M;2020;ES61;DEATHS;47.0;A
838409;07;583;F;2020;ES61;DEATHS;40.0;A
838409;07;583;_T;2020;ES61;DEATHS;87.0;A
838409;08;838410;F;2020;ES61;DEATHS;1.0;A
838409;08;838410;_T;2020;ES61;DEATHS;1.0;A
838409;08;57731;M;2020;ES61;DEATHS;47.0;A
838409;08;57731;F;2020;ES61;DEATHS;35.0;A
838409;08;57731;_T;2020;ES61;DEATHS;82.0;A
838409;08;583;M;2020;ES61;DEATHS;47.0;A
838409;08;583;F;2020;ES61;DEATHS;36.0;A
838409;08;583;_T;2020;ES61;DEATHS;83.0;A
838409;09;838410;F;2020;ES61;DEATHS;1.0;A
838409;09;838410;_T;2020;ES61;DEATHS;1.0;A
838409;09;57731;M;2020;ES61;DEATHS;38.0;A
838409;09;57731;F;2020;ES61;DEATHS;25.0;A
838409;09;57731;_T;2020;ES61;DEATHS;63.0;A
838409;09;583;M;2020;ES61;DEATHS;38.0;A
838409;09;583;F;2020;ES61;DEATHS;26.0;A
838409;09;583;_T;2020;ES61;DEATHS;64.0;A
838409;10;838410;M;2020;ES61;DEATHS;6.0;A
838409;10;838410;F;2020;ES61;DEATHS;3.0;A
838409;10;838410;_T;2020;ES61;DEATHS;9.0;A
838409;10;57731;M;2020;ES61;DEATHS;31.0;A
838409;10;57731;F;2020;ES61;DEATHS;28.0;A
838409;10;57731;_T;2020;ES61;DEATHS;59.0;A
838409;10;583;M;2020;ES61;DEATHS;37.0;A
838409;10;583;F;2020;ES61;DEATHS;31.0;A
838409;10;583;_T;2020;ES61;DEATHS;68.0;A
838409;11;838410;M;2020;ES61;DEATHS;8.0;A
838409;11;838410;F;2020;ES61;DEATHS;4.0;A
838409;11;838410;_T;2020;ES61;DEATHS;12.0;A
838409;11;57731;M;2020;ES61;DEATHS;31.0;A
838409;11;57731;F;2020;ES61;DEATHS;31.0;A
838409;11;57731;_T;2020;ES61;DEATHS;62.0;A
838409;11;583;M;2020;ES61;DEATHS;39.0;A
838409;11;583;F;2020;ES61;DEATHS;35.0;A
838409;11;583;_T;2020;ES61;DEATHS;74.0;A
838409;12;838410;M;2020;ES61;DEATHS;2.0;A
838409;12;838410;F;2020;ES61;DEATHS;4.0;A
838409;12;838410;_T;2020;ES61;DEATHS;6.0;A
838409;12;57731;M;2020;ES61;DEATHS;48.0;A
838409;12;57731;F;2020;ES61;DEATHS;30.0;A
838409;12;57731;_T;2020;ES61;DEATHS;78.0;A
838409;12;583;M;2020;ES61;DEATHS;50.0;A
838409;12;583;F;2020;ES61;DEATHS;34.0;A
838409;12;583;_T;2020;ES61;DEATHS;84.0;A
838409;55920;838410;M;2020;ES61;DEATHS;23.0;A
838409;55920;838410;F;2020;ES61;DEATHS;15.0;A
838409;55920;838410;_T;2020;ES61;DEATHS;38.0;A
838409;55920;838411;M;2020;ES61;DEATHS;4.0;A
838409;55920;838411;F;2020;ES61;DEATHS;3.0;A
838409;55920;838411;_T;2020;ES61;DEATHS;7.0;A
838409;55920;57731;M;2020;ES61;DEATHS;648.0;A
838409;55920;57731;F;2020;ES61;DEATHS;466.0;A
838409;55920;57731;_T;2020;ES61;DEATHS;1114.0;A
838409;55920;583;M;2020;ES61;DEATHS;675.0;A
838409;55920;583;F;2020;ES61;DEATHS;484.0;A
838409;55920;583;_T;2020;ES61;DEATHS;1159.0;A
838403;01;57731;M;2020;ES61;DEATHS;3923.0;A
838403;01;57731;F;2020;ES61;DEATHS;3725.0;A
838403;01;57731;_T;2020;ES61;DEATHS;7648.0;A
838403;01;583;M;2020;ES61;DEATHS;3923.0;A
838403;01;583;F;2020;ES61;DEATHS;3725.0;A
838403;01;583;_T;2020;ES61;DEATHS;7648.0;A
838403;02;57731;M;2020;ES61;DEATHS;3219.0;A
838403;02;57731;F;2020;ES61;DEATHS;3162.0;A
838403;02;57731;_T;2020;ES61;DEATHS;6381.0;A
838403;02;583;M;2020;ES61;DEATHS;3219.0;A
838403;02;583;F;2020;ES61;DEATHS;3162.0;A
838403;02;583;_T;2020;ES61;DEATHS;6381.0;A
838403;03;838410;M;2020;ES61;DEATHS;255.0;A
838403;03;838410;F;2020;ES61;DEATHS;204.0;A
838403;03;838410;_T;2020;ES61;DEATHS;459.0;A
838403;03;838411;M;2020;ES61;DEATHS;66.0;A
838403;03;838411;F;2020;ES61;DEATHS;74.0;A
838403;03;838411;_T;2020;ES61;DEATHS;140.0;A
838403;03;57731;M;2020;ES61;DEATHS;3304.0;A
838403;03;57731;F;2020;ES61;DEATHS;3193.0;A
838403;03;57731;_T;2020;ES61;DEATHS;6497.0;A
838403;03;583;M;2020;ES61;DEATHS;3625.0;A
838403;03;583;F;2020;ES61;DEATHS;3471.0;A
838403;03;583;_T;2020;ES61;DEATHS;7096.0;A
838403;04;838410;M;2020;ES61;DEATHS;444.0;A
838403;04;838410;F;2020;ES61;DEATHS;413.0;A
838403;04;838410;_T;2020;ES61;DEATHS;857.0;A
838403;04;838411;M;2020;ES61;DEATHS;167.0;A
838403;04;838411;F;2020;ES61;DEATHS;180.0;A
838403;04;838411;_T;2020;ES61;DEATHS;347.0;A
838403;04;57731;M;2020;ES61;DEATHS;2722.0;A
838403;04;57731;F;2020;ES61;DEATHS;2770.0;A
838403;04;57731;_T;2020;ES61;DEATHS;5492.0;A
838403;04;583;M;2020;ES61;DEATHS;3333.0;A
838403;04;583;F;2020;ES61;DEATHS;3363.0;A
838403;04;583;_T;2020;ES61;DEATHS;6696.0;A
838403;05;838410;M;2020;ES61;DEATHS;51.0;A
838403;05;838410;F;2020;ES61;DEATHS;58.0;A
838403;05;838410;_T;2020;ES61;DEATHS;109.0;A
838403;05;838411;M;2020;ES61;DEATHS;36.0;A
838403;05;838411;F;2020;ES61;DEATHS;36.0;A
838403;05;838411;_T;2020;ES61;DEATHS;72.0;A
838403;05;57731;M;2020;ES61;DEATHS;2836.0;A
838403;05;57731;F;2020;ES61;DEATHS;2705.0;A
838403;05;57731;_T;2020;ES61;DEATHS;5541.0;A
838403;05;583;M;2020;ES61;DEATHS;2923.0;A
838403;05;583;F;2020;ES61;DEATHS;2799.0;A
838403;05;583;_T;2020;ES61;DEATHS;5722.0;A
838403;06;838410;M;2020;ES61;DEATHS;17.0;A
838403;06;838410;F;2020;ES61;DEATHS;3.0;A
838403;06;838410;_T;2020;ES61;DEATHS;20.0;A
838403;06;838411;M;2020;ES61;DEATHS;7.0;A
838403;06;838411;F;2020;ES61;DEATHS;5.0;A
838403;06;838411;_T;2020;ES61;DEATHS;12.0;A
838403;06;57731;M;2020;ES61;DEATHS;2697.0;A
838403;06;57731;F;2020;ES61;DEATHS;2496.0;A
838403;06;57731;_T;2020;ES61;DEATHS;5193.0;A
838403;06;583;M;2020;ES61;DEATHS;2721.0;A
838403;06;583;F;2020;ES61;DEATHS;2504.0;A
838403;06;583;_T;2020;ES61;DEATHS;5225.0;A
838403;07;838410;M;2020;ES61;DEATHS;5.0;A
838403;07;838410;F;2020;ES61;DEATHS;1.0;A
838403;07;838410;_T;2020;ES61;DEATHS;6.0;A
838403;07;838411;M;2020;ES61;DEATHS;9.0;A
838403;07;838411;F;2020;ES61;DEATHS;8.0;A
838403;07;838411;_T;2020;ES61;DEATHS;17.0;A
838403;07;57731;M;2020;ES61;DEATHS;3127.0;A
838403;07;57731;F;2020;ES61;DEATHS;2957.0;A
838403;07;57731;_T;2020;ES61;DEATHS;6084.0;A
838403;07;583;M;2020;ES61;DEATHS;3141.0;A
838403;07;583;F;2020;ES61;DEATHS;2966.0;A
838403;07;583;_T;2020;ES61;DEATHS;6107.0;A
838403;08;838410;M;2020;ES61;DEATHS;39.0;A
838403;08;838410;F;2020;ES61;DEATHS;27.0;A
838403;08;838410;_T;2020;ES61;DEATHS;66.0;A
838403;08;838411;M;2020;ES61;DEATHS;15.0;A
838403;08;838411;F;2020;ES61;DEATHS;11.0;A
838403;08;838411;_T;2020;ES61;DEATHS;26.0;A
838403;08;57731;M;2020;ES61;DEATHS;3001.0;A
838403;08;57731;F;2020;ES61;DEATHS;2933.0;A
838403;08;57731;_T;2020;ES61;DEATHS;5934.0;A
838403;08;583;M;2020;ES61;DEATHS;3055.0;A
838403;08;583;F;2020;ES61;DEATHS;2971.0;A
838403;08;583;_T;2020;ES61;DEATHS;6026.0;A
838403;09;838410;M;2020;ES61;DEATHS;227.0;A
838403;09;838410;F;2020;ES61;DEATHS;189.0;A
838403;09;838410;_T;2020;ES61;DEATHS;416.0;A
838403;09;838411;M;2020;ES61;DEATHS;11.0;A
838403;09;838411;F;2020;ES61;DEATHS;14.0;A
838403;09;838411;_T;2020;ES61;DEATHS;25.0;A
838403;09;57731;M;2020;ES61;DEATHS;2730.0;A
838403;09;57731;F;2020;ES61;DEATHS;2578.0;A
838403;09;57731;_T;2020;ES61;DEATHS;5308.0;A
838403;09;583;M;2020;ES61;DEATHS;2968.0;A
838403;09;583;F;2020;ES61;DEATHS;2781.0;A
838403;09;583;_T;2020;ES61;DEATHS;5749.0;A
838403;10;838410;M;2020;ES61;DEATHS;558.0;A
838403;10;838410;F;2020;ES61;DEATHS;505.0;A
838403;10;838410;_T;2020;ES61;DEATHS;1063.0;A
838403;10;838411;M;2020;ES61;DEATHS;10.0;A
838403;10;838411;F;2020;ES61;DEATHS;8.0;A
838403;10;838411;_T;2020;ES61;DEATHS;18.0;A
838403;10;57731;M;2020;ES61;DEATHS;3008.0;A
838403;10;57731;F;2020;ES61;DEATHS;2809.0;A
838403;10;57731;_T;2020;ES61;DEATHS;5817.0;A
838403;10;583;M;2020;ES61;DEATHS;3576.0;A
838403;10;583;F;2020;ES61;DEATHS;3322.0;A
838403;10;583;_T;2020;ES61;DEATHS;6898.0;A
838403;11;838410;M;2020;ES61;DEATHS;1113.0;A
838403;11;838410;F;2020;ES61;DEATHS;903.0;A
838403;11;838410;_T;2020;ES61;DEATHS;2016.0;A
838403;11;838411;M;2020;ES61;DEATHS;18.0;A
838403;11;838411;F;2020;ES61;DEATHS;13.0;A
838403;11;838411;_T;2020;ES61;DEATHS;31.0;A
838403;11;57731;M;2020;ES61;DEATHS;2962.0;A
838403;11;57731;F;2020;ES61;DEATHS;2788.0;A
838403;11;57731;_T;2020;ES61;DEATHS;5750.0;A
838403;11;583;M;2020;ES61;DEATHS;4093.0;A
838403;11;583;F;2020;ES61;DEATHS;3704.0;A
838403;11;583;_T;2020;ES61;DEATHS;7797.0;A
838403;12;838410;M;2020;ES61;DEATHS;456.0;A
838403;12;838410;F;2020;ES61;DEATHS;347.0;A
838403;12;838410;_T;2020;ES61;DEATHS;803.0;A
838403;12;838411;M;2020;ES61;DEATHS;16.0;A
838403;12;838411;F;2020;ES61;DEATHS;6.0;A
838403;12;838411;_T;2020;ES61;DEATHS;22.0;A
838403;12;57731;M;2020;ES61;DEATHS;3231.0;A
838403;12;57731;F;2020;ES61;DEATHS;3060.0;A
838403;12;57731;_T;2020;ES61;DEATHS;6291.0;A
838403;12;583;M;2020;ES61;DEATHS;3703.0;A
838403;12;583;F;2020;ES61;DEATHS;3413.0;A
838403;12;583;_T;2020;ES61;DEATHS;7116.0;A
838403;55920;838410;M;2020;ES61;DEATHS;3165.0;A
838403;55920;838410;F;2020;ES61;DEATHS;2650.0;A
838403;55920;838410;_T;2020;ES61;DEATHS;5815.0;A
838403;55920;838411;M;2020;ES61;DEATHS;355.0;A
838403;55920;838411;F;2020;ES61;DEATHS;355.0;A
838403;55920;838411;_T;2020;ES61;DEATHS;710.0;A
838403;55920;57731;M;2020;ES61;DEATHS;36760.0;A
838403;55920;57731;F;2020;ES61;DEATHS;35176.0;A
838403;55920;57731;_T;2020;ES61;DEATHS;71936.0;A
838403;55920;583;M;2020;ES61;DEATHS;40280.0;A
838403;55920;583;F;2020;ES61;DEATHS;38181.0;A
838403;55920;583;_T;2020;ES61;DEATHS;78461.0;A
