TEMPORAL;TERRITORIO;EDAD;G102;SEXO;INDICATOR;OBS_VALUE;FREQ
2011;ES616;Y60-64;583;M;DEATHS;145.0;A
2011;ES616;Y60-64;583;F;DEATHS;72.0;A
2011;ES616;Y60-64;583;_T;DEATHS;217.0;A
2011;ES616;Y65-69;57731;M;DEATHS;225.0;A
2011;ES616;Y65-69;57731;F;DEATHS;85.0;A
2011;ES616;Y65-69;57731;_T;DEATHS;310.0;A
2011;ES616;Y65-69;583;M;DEATHS;225.0;A
2011;ES616;Y65-69;583;F;DEATHS;85.0;A
2011;ES616;Y65-69;583;_T;DEATHS;310.0;A
2011;ES616;Y70-74;57731;M;DEATHS;336.0;A
2011;ES616;Y70-74;57731;F;DEATHS;191.0;A
2011;ES616;Y70-74;57731;_T;DEATHS;527.0;A
2011;ES616;Y70-74;583;M;DEATHS;336.0;A
2011;ES616;Y70-74;583;F;DEATHS;191.0;A
2011;ES616;Y70-74;583;_T;DEATHS;527.0;A
2011;ES616;Y75-79;57731;M;DEATHS;526.0;A
2011;ES616;Y75-79;57731;F;DEATHS;414.0;A
2011;ES616;Y75-79;57731;_T;DEATHS;940.0;A
2011;ES616;Y75-79;583;M;DEATHS;526.0;A
2011;ES616;Y75-79;583;F;DEATHS;414.0;A
2011;ES616;Y75-79;583;_T;DEATHS;940.0;A
2011;ES616;Y80-84;57731;M;DEATHS;741.0;A
2011;ES616;Y80-84;57731;F;DEATHS;664.0;A
2011;ES616;Y80-84;57731;_T;DEATHS;1405.0;A
2011;ES616;Y80-84;583;M;DEATHS;741.0;A
2011;ES616;Y80-84;583;F;DEATHS;664.0;A
2011;ES616;Y80-84;583;_T;DEATHS;1405.0;A
2011;ES616;Y85-89;57731;M;DEATHS;525.0;A
2011;ES616;Y85-89;57731;F;DEATHS;727.0;A
2011;ES616;Y85-89;57731;_T;DEATHS;1252.0;A
2011;ES616;Y85-89;583;M;DEATHS;525.0;A
2011;ES616;Y85-89;583;F;DEATHS;727.0;A
2011;ES616;Y85-89;583;_T;DEATHS;1252.0;A
2011;ES616;Y90-94;57731;M;DEATHS;239.0;A
2011;ES616;Y90-94;57731;F;DEATHS;458.0;A
2011;ES616;Y90-94;57731;_T;DEATHS;697.0;A
2011;ES616;Y90-94;583;M;DEATHS;239.0;A
2011;ES616;Y90-94;583;F;DEATHS;458.0;A
2011;ES616;Y90-94;583;_T;DEATHS;697.0;A
2011;ES616;Y95-99;57731;M;DEATHS;68.0;A
2011;ES616;Y95-99;57731;F;DEATHS;169.0;A
2011;ES616;Y95-99;57731;_T;DEATHS;237.0;A
2011;ES616;Y95-99;583;M;DEATHS;68.0;A
2011;ES616;Y95-99;583;F;DEATHS;169.0;A
2011;ES616;Y95-99;583;_T;DEATHS;237.0;A
2011;ES616;Y_GE100;57731;M;DEATHS;7.0;A
2011;ES616;Y_GE100;57731;F;DEATHS;24.0;A
2011;ES616;Y_GE100;57731;_T;DEATHS;31.0;A
2011;ES616;Y_GE100;583;M;DEATHS;7.0;A
2011;ES616;Y_GE100;583;F;DEATHS;24.0;A
2011;ES616;Y_GE100;583;_T;DEATHS;31.0;A
2011;ES616;TOTAL;57731;M;DEATHS;3299.0;A
2011;ES616;TOTAL;57731;F;DEATHS;3000.0;A
2011;ES616;TOTAL;57731;_T;DEATHS;6299.0;A
2011;ES616;TOTAL;583;M;DEATHS;3299.0;A
2011;ES616;TOTAL;583;F;DEATHS;3000.0;A
2011;ES616;TOTAL;583;_T;DEATHS;6299.0;A
2011;ES617;Y_LT1;57731;M;DEATHS;42.0;A
2011;ES617;Y_LT1;57731;F;DEATHS;20.0;A
2011;ES617;Y_LT1;57731;_T;DEATHS;62.0;A
2011;ES617;Y_LT1;583;M;DEATHS;42.0;A
2011;ES617;Y_LT1;583;F;DEATHS;20.0;A
2011;ES617;Y_LT1;583;_T;DEATHS;62.0;A
2011;ES617;Y_LT15;57731;M;DEATHS;18.0;A
2011;ES617;Y_LT15;57731;F;DEATHS;13.0;A
2011;ES617;Y_LT15;57731;_T;DEATHS;31.0;A
2011;ES617;Y_LT15;583;M;DEATHS;18.0;A
2011;ES617;Y_LT15;583;F;DEATHS;13.0;A
2011;ES617;Y_LT15;583;_T;DEATHS;31.0;A
2011;ES617;Y15-29;57731;M;DEATHS;46.0;A
2011;ES617;Y15-29;57731;F;DEATHS;19.0;A
2011;ES617;Y15-29;57731;_T;DEATHS;65.0;A
2011;ES617;Y15-29;583;M;DEATHS;46.0;A
2011;ES617;Y15-29;583;F;DEATHS;19.0;A
2011;ES617;Y15-29;583;_T;DEATHS;65.0;A
2011;ES617;Y30-44;57731;M;DEATHS;113.0;A
2011;ES617;Y30-44;57731;F;DEATHS;51.0;A
2011;ES617;Y30-44;57731;_T;DEATHS;164.0;A
2011;ES617;Y30-44;583;M;DEATHS;113.0;A
2011;ES617;Y30-44;583;F;DEATHS;51.0;A
2011;ES617;Y30-44;583;_T;DEATHS;164.0;A
2011;ES617;Y45-64;57731;M;DEATHS;116.0;A
2011;ES617;Y45-64;57731;F;DEATHS;53.0;A
2011;ES617;Y45-64;57731;_T;DEATHS;169.0;A
2011;ES617;Y45-64;583;M;DEATHS;116.0;A
2011;ES617;Y45-64;583;F;DEATHS;53.0;A
2011;ES617;Y45-64;583;_T;DEATHS;169.0;A
2011;ES617;Y65-100;57731;M;DEATHS;158.0;A
2011;ES617;Y65-100;57731;F;DEATHS;86.0;A
2011;ES617;Y65-100;57731;_T;DEATHS;244.0;A
2011;ES617;Y65-100;583;M;DEATHS;158.0;A
2011;ES617;Y65-100;583;F;DEATHS;86.0;A
2011;ES617;Y65-100;583;_T;DEATHS;244.0;A
2011;ES617;Y50-54;57731;M;DEATHS;234.0;A
2011;ES617;Y50-54;57731;F;DEATHS;117.0;A
2011;ES617;Y50-54;57731;_T;DEATHS;351.0;A
2011;ES617;Y50-54;583;M;DEATHS;234.0;A
2011;ES617;Y50-54;583;F;DEATHS;117.0;A
2011;ES617;Y50-54;583;_T;DEATHS;351.0;A
2011;ES617;Y55-59;57731;M;DEATHS;294.0;A
2011;ES617;Y55-59;57731;F;DEATHS;159.0;A
2011;ES617;Y55-59;57731;_T;DEATHS;453.0;A
2011;ES617;Y55-59;583;M;DEATHS;294.0;A
2011;ES617;Y55-59;583;F;DEATHS;159.0;A
2011;ES617;Y55-59;583;_T;DEATHS;453.0;A
2011;ES617;Y60-64;57731;M;DEATHS;442.0;A
2011;ES617;Y60-64;57731;F;DEATHS;189.0;A
2011;ES617;Y60-64;57731;_T;DEATHS;631.0;A
2011;ES617;Y60-64;583;M;DEATHS;442.0;A
2011;ES617;Y60-64;583;F;DEATHS;189.0;A
2011;ES617;Y60-64;583;_T;DEATHS;631.0;A
2011;ES617;Y65-69;57731;M;DEATHS;571.0;A
2011;ES617;Y65-69;57731;F;DEATHS;286.0;A
2011;ES617;Y65-69;57731;_T;DEATHS;857.0;A
2011;ES617;Y65-69;583;M;DEATHS;571.0;A
2011;ES617;Y65-69;583;F;DEATHS;286.0;A
2011;ES617;Y65-69;583;_T;DEATHS;857.0;A
2011;ES617;Y70-74;57731;M;DEATHS;722.0;A
2011;ES617;Y70-74;57731;F;DEATHS;403.0;A
2011;ES617;Y70-74;57731;_T;DEATHS;1125.0;A
2011;ES617;Y70-74;583;M;DEATHS;722.0;A
2011;ES617;Y70-74;583;F;DEATHS;403.0;A
2011;ES617;Y70-74;583;_T;DEATHS;1125.0;A
2011;ES617;Y75-79;57731;M;DEATHS;1015.0;A
2011;ES617;Y75-79;57731;F;DEATHS;735.0;A
2011;ES617;Y75-79;57731;_T;DEATHS;1750.0;A
2011;ES617;Y75-79;583;M;DEATHS;1015.0;A
2011;ES617;Y75-79;583;F;DEATHS;735.0;A
2011;ES617;Y75-79;583;_T;DEATHS;1750.0;A
2011;ES617;Y80-84;57731;M;DEATHS;1092.0;A
2011;ES617;Y80-84;57731;F;DEATHS;1095.0;A
2011;ES617;Y80-84;57731;_T;DEATHS;2187.0;A
2011;ES617;Y80-84;583;M;DEATHS;1092.0;A
2011;ES617;Y80-84;583;F;DEATHS;1095.0;A
2011;ES617;Y80-84;583;_T;DEATHS;2187.0;A
2011;ES617;Y85-89;57731;M;DEATHS;823.0;A
2011;ES617;Y85-89;57731;F;DEATHS;1212.0;A
2011;ES617;Y85-89;57731;_T;DEATHS;2035.0;A
2011;ES617;Y85-89;583;M;DEATHS;823.0;A
2011;ES617;Y85-89;583;F;DEATHS;1212.0;A
2011;ES617;Y85-89;583;_T;DEATHS;2035.0;A
2011;ES617;Y90-94;57731;M;DEATHS;353.0;A
2011;ES617;Y90-94;57731;F;DEATHS;718.0;A
2011;ES617;Y90-94;57731;_T;DEATHS;1071.0;A
2011;ES617;Y90-94;583;M;DEATHS;353.0;A
2011;ES617;Y90-94;583;F;DEATHS;718.0;A
2011;ES617;Y90-94;583;_T;DEATHS;1071.0;A
2011;ES617;Y95-99;57731;M;DEATHS;81.0;A
2011;ES617;Y95-99;57731;F;DEATHS;274.0;A
2011;ES617;Y95-99;57731;_T;DEATHS;355.0;A
2011;ES617;Y95-99;583;M;DEATHS;81.0;A
2011;ES617;Y95-99;583;F;DEATHS;274.0;A
2011;ES617;Y95-99;583;_T;DEATHS;355.0;A
2011;ES617;Y_GE100;57731;M;DEATHS;17.0;A
2011;ES617;Y_GE100;57731;F;DEATHS;55.0;A
2011;ES617;Y_GE100;57731;_T;DEATHS;72.0;A
2011;ES617;Y_GE100;583;M;DEATHS;17.0;A
2011;ES617;Y_GE100;583;F;DEATHS;55.0;A
2011;ES617;Y_GE100;583;_T;DEATHS;72.0;A
2011;ES617;TOTAL;57731;M;DEATHS;6137.0;A
2011;ES617;TOTAL;57731;F;DEATHS;5485.0;A
2011;ES617;TOTAL;57731;_T;DEATHS;11622.0;A
2011;ES617;TOTAL;583;M;DEATHS;6137.0;A
2011;ES617;TOTAL;583;F;DEATHS;5485.0;A
2011;ES617;TOTAL;583;_T;DEATHS;11622.0;A
2011;ES618;Y_LT1;57731;M;DEATHS;55.0;A
2011;ES618;Y_LT1;57731;F;DEATHS;45.0;A
2011;ES618;Y_LT1;57731;_T;DEATHS;100.0;A
2011;ES618;Y_LT1;583;M;DEATHS;55.0;A
2011;ES618;Y_LT1;583;F;DEATHS;45.0;A
2011;ES618;Y_LT1;583;_T;DEATHS;100.0;A
2011;ES618;Y_LT15;57731;M;DEATHS;19.0;A
2011;ES618;Y_LT15;57731;F;DEATHS;24.0;A
2011;ES618;Y_LT15;57731;_T;DEATHS;43.0;A
2011;ES618;Y_LT15;583;M;DEATHS;19.0;A
2011;ES618;Y_LT15;583;F;DEATHS;24.0;A
2011;ES618;Y_LT15;583;_T;DEATHS;43.0;A
2011;ES618;Y15-29;57731;M;DEATHS;72.0;A
2011;ES618;Y15-29;57731;F;DEATHS;51.0;A
2011;ES618;Y15-29;57731;_T;DEATHS;123.0;A
2011;ES618;Y15-29;583;M;DEATHS;72.0;A
2011;ES618;Y15-29;583;F;DEATHS;51.0;A
2011;ES618;Y15-29;583;_T;DEATHS;123.0;A
2011;ES618;Y30-44;57731;M;DEATHS;124.0;A
2011;ES618;Y30-44;57731;F;DEATHS;63.0;A
2011;ES618;Y30-44;57731;_T;DEATHS;187.0;A
2011;ES618;Y30-44;583;M;DEATHS;124.0;A
2011;ES618;Y30-44;583;F;DEATHS;63.0;A
2011;ES618;Y30-44;583;_T;DEATHS;187.0;A
2011;ES618;Y45-64;57731;M;DEATHS;136.0;A
2011;ES618;Y45-64;57731;F;DEATHS;87.0;A
2011;ES618;Y45-64;57731;_T;DEATHS;223.0;A
2011;ES618;Y45-64;583;M;DEATHS;136.0;A
2011;ES618;Y45-64;583;F;DEATHS;87.0;A
2011;ES618;Y45-64;583;_T;DEATHS;223.0;A
2011;ES618;Y65-100;57731;M;DEATHS;190.0;A
2011;ES618;Y65-100;57731;F;DEATHS;89.0;A
2011;ES618;Y65-100;57731;_T;DEATHS;279.0;A
2011;ES618;Y65-100;583;M;DEATHS;190.0;A
2011;ES618;Y65-100;583;F;DEATHS;89.0;A
2011;ES618;Y65-100;583;_T;DEATHS;279.0;A
2011;ES618;Y50-54;57731;M;DEATHS;288.0;A
2011;ES618;Y50-54;57731;F;DEATHS;147.0;A
2011;ES618;Y50-54;57731;_T;DEATHS;435.0;A
2011;ES618;Y50-54;583;M;DEATHS;288.0;A
2011;ES618;Y50-54;583;F;DEATHS;147.0;A
2011;ES618;Y50-54;583;_T;DEATHS;435.0;A
2011;ES618;Y55-59;57731;M;DEATHS;408.0;A
2011;ES618;Y55-59;57731;F;DEATHS;170.0;A
2011;ES618;Y55-59;57731;_T;DEATHS;578.0;A
2011;ES618;Y55-59;583;M;DEATHS;408.0;A
2011;ES618;Y55-59;583;F;DEATHS;170.0;A
2011;ES618;Y55-59;583;_T;DEATHS;578.0;A
2011;ES618;Y60-64;57731;M;DEATHS;494.0;A
2011;ES618;Y60-64;57731;F;DEATHS;206.0;A
2011;ES618;Y60-64;57731;_T;DEATHS;700.0;A
2011;ES618;Y60-64;583;M;DEATHS;494.0;A
2011;ES618;Y60-64;583;F;DEATHS;206.0;A
2011;ES618;Y60-64;583;_T;DEATHS;700.0;A
2011;ES618;Y65-69;57731;M;DEATHS;688.0;A
2011;ES618;Y65-69;57731;F;DEATHS;326.0;A
2011;ES618;Y65-69;57731;_T;DEATHS;1014.0;A
2011;ES618;Y65-69;583;M;DEATHS;688.0;A
2011;ES618;Y65-69;583;F;DEATHS;326.0;A
2011;ES618;Y65-69;583;_T;DEATHS;1014.0;A
2011;ES618;Y70-74;57731;M;DEATHS;830.0;A
2011;ES618;Y70-74;57731;F;DEATHS;427.0;A
2011;ES618;Y70-74;57731;_T;DEATHS;1257.0;A
2011;ES618;Y70-74;583;M;DEATHS;830.0;A
2011;ES618;Y70-74;583;F;DEATHS;427.0;A
2011;ES618;Y70-74;583;_T;DEATHS;1257.0;A
2011;ES618;Y75-79;57731;M;DEATHS;1280.0;A
2011;ES618;Y75-79;57731;F;DEATHS;994.0;A
2011;ES618;Y75-79;57731;_T;DEATHS;2274.0;A
2011;ES618;Y75-79;583;M;DEATHS;1280.0;A
2011;ES618;Y75-79;583;F;DEATHS;994.0;A
2011;ES618;Y75-79;583;_T;DEATHS;2274.0;A
2011;ES618;Y80-84;57731;M;DEATHS;1301.0;A
2011;ES618;Y80-84;57731;F;DEATHS;1416.0;A
2011;ES618;Y80-84;57731;_T;DEATHS;2717.0;A
2011;ES618;Y80-84;583;M;DEATHS;1301.0;A
2011;ES618;Y80-84;583;F;DEATHS;1416.0;A
2011;ES618;Y80-84;583;_T;DEATHS;2717.0;A
2011;ES618;Y85-89;57731;M;DEATHS;1041.0;A
2011;ES618;Y85-89;57731;F;DEATHS;1680.0;A
2011;ES618;Y85-89;57731;_T;DEATHS;2721.0;A
2011;ES618;Y85-89;583;M;DEATHS;1041.0;A
2011;ES618;Y85-89;583;F;DEATHS;1680.0;A
2011;ES618;Y85-89;583;_T;DEATHS;2721.0;A
2011;ES618;Y90-94;57731;M;DEATHS;444.0;A
2011;ES618;Y90-94;57731;F;DEATHS;1062.0;A
2011;ES618;Y90-94;57731;_T;DEATHS;1506.0;A
2011;ES618;Y90-94;583;M;DEATHS;444.0;A
2011;ES618;Y90-94;583;F;DEATHS;1062.0;A
2011;ES618;Y90-94;583;_T;DEATHS;1506.0;A
2011;ES618;Y95-99;57731;M;DEATHS;109.0;A
2011;ES618;Y95-99;57731;F;DEATHS;397.0;A
2011;ES618;Y95-99;57731;_T;DEATHS;506.0;A
2011;ES618;Y95-99;583;M;DEATHS;109.0;A
2011;ES618;Y95-99;583;F;DEATHS;397.0;A
2011;ES618;Y95-99;583;_T;DEATHS;506.0;A
2011;ES618;Y_GE100;57731;M;DEATHS;15.0;A
2011;ES618;Y_GE100;57731;F;DEATHS;69.0;A
2011;ES618;Y_GE100;57731;_T;DEATHS;84.0;A
2011;ES618;Y_GE100;583;M;DEATHS;15.0;A
2011;ES618;Y_GE100;583;F;DEATHS;69.0;A
2011;ES618;Y_GE100;583;_T;DEATHS;84.0;A
2011;ES618;TOTAL;57731;M;DEATHS;7494.0;A
2011;ES618;TOTAL;57731;F;DEATHS;7253.0;A
2011;ES618;TOTAL;57731;_T;DEATHS;14747.0;A
2011;ES618;TOTAL;583;M;DEATHS;7494.0;A
2011;ES618;TOTAL;583;F;DEATHS;7253.0;A
2011;ES618;TOTAL;583;_T;DEATHS;14747.0;A
2010;ES61;Y_LT1;57731;M;DEATHS;197.0;A
2010;ES61;Y_LT1;57731;F;DEATHS;151.0;A
2010;ES61;Y_LT1;57731;_T;DEATHS;348.0;A
2010;ES61;Y_LT1;583;M;DEATHS;197.0;A
2010;ES61;Y_LT1;583;F;DEATHS;151.0;A
2010;ES61;Y_LT1;583;_T;DEATHS;348.0;A
2010;ES61;Y_LT15;57731;M;DEATHS;89.0;A
2010;ES61;Y_LT15;57731;F;DEATHS;89.0;A
2010;ES61;Y_LT15;57731;_T;DEATHS;178.0;A
2010;ES61;Y_LT15;583;M;DEATHS;89.0;A
2010;ES61;Y_LT15;583;F;DEATHS;89.0;A
2010;ES61;Y_LT15;583;_T;DEATHS;178.0;A
2010;ES61;Y15-29;57731;M;DEATHS;335.0;A
2010;ES61;Y15-29;57731;F;DEATHS;126.0;A
2010;ES61;Y15-29;57731;_T;DEATHS;461.0;A
2010;ES61;Y15-29;583;M;DEATHS;335.0;A
2010;ES61;Y15-29;583;F;DEATHS;126.0;A
2010;ES61;Y15-29;583;_T;DEATHS;461.0;A
2010;ES61;Y30-44;57731;M;DEATHS;579.0;A
2010;ES61;Y30-44;57731;F;DEATHS;277.0;A
2010;ES61;Y30-44;57731;_T;DEATHS;856.0;A
2010;ES61;Y30-44;583;M;DEATHS;579.0;A
2010;ES61;Y30-44;583;F;DEATHS;277.0;A
2010;ES61;Y30-44;583;_T;DEATHS;856.0;A
2010;ES61;Y45-64;57731;M;DEATHS;637.0;A
2010;ES61;Y45-64;57731;F;DEATHS;296.0;A
2010;ES61;Y45-64;57731;_T;DEATHS;933.0;A
2010;ES61;Y45-64;583;M;DEATHS;637.0;A
2010;ES61;Y45-64;583;F;DEATHS;296.0;A
2010;ES61;Y45-64;583;_T;DEATHS;933.0;A
2010;ES61;Y65-100;57731;M;DEATHS;955.0;A
2010;ES61;Y65-100;57731;F;DEATHS;429.0;A
2010;ES61;Y65-100;57731;_T;DEATHS;1384.0;A
2010;ES61;Y65-100;583;M;DEATHS;955.0;A
2010;ES61;Y65-100;583;F;DEATHS;429.0;A
2010;ES61;Y65-100;583;_T;DEATHS;1384.0;A
2010;ES61;Y50-54;57731;M;DEATHS;1322.0;A
2010;ES61;Y50-54;57731;F;DEATHS;538.0;A
2010;ES61;Y50-54;57731;_T;DEATHS;1860.0;A
2010;ES61;Y50-54;583;M;DEATHS;1322.0;A
2010;ES61;Y50-54;583;F;DEATHS;538.0;A
2010;ES61;Y50-54;583;_T;DEATHS;1860.0;A
2010;ES61;Y55-59;57731;M;DEATHS;1532.0;A
2010;ES61;Y55-59;57731;F;DEATHS;649.0;A
2010;ES61;Y55-59;57731;_T;DEATHS;2181.0;A
2010;ES61;Y55-59;583;M;DEATHS;1532.0;A
2010;ES61;Y55-59;583;F;DEATHS;649.0;A
2010;ES61;Y55-59;583;_T;DEATHS;2181.0;A
2010;ES61;Y60-64;57731;M;DEATHS;2275.0;A
2010;ES61;Y60-64;57731;F;DEATHS;918.0;A
2010;ES61;Y60-64;57731;_T;DEATHS;3193.0;A
2010;ES61;Y60-64;583;M;DEATHS;2275.0;A
2010;ES61;Y60-64;583;F;DEATHS;918.0;A
2010;ES61;Y60-64;583;_T;DEATHS;3193.0;A
2010;ES61;Y65-69;57731;M;DEATHS;2855.0;A
2010;ES61;Y65-69;57731;F;DEATHS;1322.0;A
2010;ES61;Y65-69;57731;_T;DEATHS;4177.0;A
2010;ES61;Y65-69;583;M;DEATHS;2855.0;A
2010;ES61;Y65-69;583;F;DEATHS;1322.0;A
2010;ES61;Y65-69;583;_T;DEATHS;4177.0;A
2010;ES61;Y70-74;57731;M;DEATHS;3881.0;A
2010;ES61;Y70-74;57731;F;DEATHS;2129.0;A
2010;ES61;Y70-74;57731;_T;DEATHS;6010.0;A
2010;ES61;Y70-74;583;M;DEATHS;3881.0;A
2010;ES61;Y70-74;583;F;DEATHS;2129.0;A
2010;ES61;Y70-74;583;_T;DEATHS;6010.0;A
2010;ES61;Y75-79;57731;M;DEATHS;5777.0;A
2010;ES61;Y75-79;57731;F;DEATHS;4352.0;A
2010;ES61;Y75-79;57731;_T;DEATHS;10129.0;A
2010;ES61;Y75-79;583;M;DEATHS;5777.0;A
2010;ES61;Y75-79;583;F;DEATHS;4352.0;A
2010;ES61;Y75-79;583;_T;DEATHS;10129.0;A
2010;ES61;Y80-84;57731;M;DEATHS;6127.0;A
2010;ES61;Y80-84;57731;F;DEATHS;6255.0;A
2010;ES61;Y80-84;57731;_T;DEATHS;12382.0;A
2010;ES61;Y80-84;583;M;DEATHS;6127.0;A
2010;ES61;Y80-84;583;F;DEATHS;6255.0;A
2010;ES61;Y80-84;583;_T;DEATHS;12382.0;A
2010;ES61;Y85-89;57731;M;DEATHS;4691.0;A
2010;ES61;Y85-89;57731;F;DEATHS;6810.0;A
2010;ES61;Y85-89;57731;_T;DEATHS;11501.0;A
2010;ES61;Y85-89;583;M;DEATHS;4691.0;A
2010;ES61;Y85-89;583;F;DEATHS;6810.0;A
2010;ES61;Y85-89;583;_T;DEATHS;11501.0;A
2010;ES61;Y90-94;57731;M;DEATHS;2012.0;A
2010;ES61;Y90-94;57731;F;DEATHS;4315.0;A
2010;ES61;Y90-94;57731;_T;DEATHS;6327.0;A
2010;ES61;Y90-94;583;M;DEATHS;2012.0;A
2010;ES61;Y90-94;583;F;DEATHS;4315.0;A
2010;ES61;Y90-94;583;_T;DEATHS;6327.0;A
2010;ES61;Y95-99;57731;M;DEATHS;572.0;A
2010;ES61;Y95-99;57731;F;DEATHS;1595.0;A
2010;ES61;Y95-99;57731;_T;DEATHS;2167.0;A
2010;ES61;Y95-99;583;M;DEATHS;572.0;A
2010;ES61;Y95-99;583;F;DEATHS;1595.0;A
2010;ES61;Y95-99;583;_T;DEATHS;2167.0;A
2010;ES61;Y_GE100;57731;M;DEATHS;75.0;A
2010;ES61;Y_GE100;57731;F;DEATHS;309.0;A
2010;ES61;Y_GE100;57731;_T;DEATHS;384.0;A
2010;ES61;Y_GE100;583;M;DEATHS;75.0;A
2010;ES61;Y_GE100;583;F;DEATHS;309.0;A
2010;ES61;Y_GE100;583;_T;DEATHS;384.0;A
2010;ES61;TOTAL;57731;M;DEATHS;33911.0;A
2010;ES61;TOTAL;57731;F;DEATHS;30560.0;A
2010;ES61;TOTAL;57731;_T;DEATHS;64471.0;A
2010;ES61;TOTAL;583;M;DEATHS;33911.0;A
2010;ES61;TOTAL;583;F;DEATHS;30560.0;A
2010;ES61;TOTAL;583;_T;DEATHS;64471.0;A
2010;ES611;Y_LT1;57731;M;DEATHS;21.0;A
2010;ES611;Y_LT1;57731;F;DEATHS;11.0;A
2010;ES611;Y_LT1;57731;_T;DEATHS;32.0;A
2010;ES611;Y_LT1;583;M;DEATHS;21.0;A
2010;ES611;Y_LT1;583;F;DEATHS;11.0;A
2010;ES611;Y_LT1;583;_T;DEATHS;32.0;A
2010;ES611;Y_LT15;57731;M;DEATHS;8.0;A
2010;ES611;Y_LT15;57731;F;DEATHS;10.0;A
2010;ES611;Y_LT15;57731;_T;DEATHS;18.0;A
2010;ES611;Y_LT15;583;M;DEATHS;8.0;A
2010;ES611;Y_LT15;583;F;DEATHS;10.0;A
2010;ES611;Y_LT15;583;_T;DEATHS;18.0;A
2010;ES611;Y15-29;57731;M;DEATHS;20.0;A
2010;ES611;Y15-29;57731;F;DEATHS;14.0;A
2010;ES611;Y15-29;57731;_T;DEATHS;34.0;A
2010;ES611;Y15-29;583;M;DEATHS;20.0;A
2010;ES611;Y15-29;583;F;DEATHS;14.0;A
2010;ES611;Y15-29;583;_T;DEATHS;34.0;A
2010;ES611;Y30-44;57731;M;DEATHS;57.0;A
2010;ES611;Y30-44;57731;F;DEATHS;28.0;A
2010;ES611;Y30-44;57731;_T;DEATHS;85.0;A
2010;ES611;Y30-44;583;M;DEATHS;57.0;A
2010;ES611;Y30-44;583;F;DEATHS;28.0;A
2010;ES611;Y30-44;583;_T;DEATHS;85.0;A
2010;ES611;Y45-64;57731;M;DEATHS;49.0;A
2010;ES611;Y45-64;57731;F;DEATHS;25.0;A
2010;ES611;Y45-64;57731;_T;DEATHS;74.0;A
2010;ES611;Y45-64;583;M;DEATHS;49.0;A
2010;ES611;Y45-64;583;F;DEATHS;25.0;A
2010;ES611;Y45-64;583;_T;DEATHS;74.0;A
2010;ES611;Y65-100;57731;M;DEATHS;58.0;A
2010;ES611;Y65-100;57731;F;DEATHS;34.0;A
2010;ES611;Y65-100;57731;_T;DEATHS;92.0;A
2010;ES611;Y65-100;583;M;DEATHS;58.0;A
2010;ES611;Y65-100;583;F;DEATHS;34.0;A
2010;ES611;Y65-100;583;_T;DEATHS;92.0;A
2010;ES611;Y50-54;57731;M;DEATHS;105.0;A
2010;ES611;Y50-54;57731;F;DEATHS;50.0;A
2010;ES611;Y50-54;57731;_T;DEATHS;155.0;A
2010;ES611;Y50-54;583;M;DEATHS;105.0;A
2010;ES611;Y50-54;583;F;DEATHS;50.0;A
2010;ES611;Y50-54;583;_T;DEATHS;155.0;A
2010;ES611;Y55-59;57731;M;DEATHS;127.0;A
2010;ES611;Y55-59;57731;F;DEATHS;40.0;A
2010;ES611;Y55-59;57731;_T;DEATHS;167.0;A
2010;ES611;Y55-59;583;M;DEATHS;127.0;A
2010;ES611;Y55-59;583;F;DEATHS;40.0;A
2010;ES611;Y55-59;583;_T;DEATHS;167.0;A
2010;ES611;Y60-64;57731;M;DEATHS;161.0;A
2010;ES611;Y60-64;57731;F;DEATHS;75.0;A
2010;ES611;Y60-64;57731;_T;DEATHS;236.0;A
2010;ES611;Y60-64;583;M;DEATHS;161.0;A
2010;ES611;Y60-64;583;F;DEATHS;75.0;A
2010;ES611;Y60-64;583;_T;DEATHS;236.0;A
2010;ES611;Y65-69;57731;M;DEATHS;190.0;A
2010;ES611;Y65-69;57731;F;DEATHS;91.0;A
2010;ES611;Y65-69;57731;_T;DEATHS;281.0;A
2010;ES611;Y65-69;583;M;DEATHS;190.0;A
2010;ES611;Y65-69;583;F;DEATHS;91.0;A
2010;ES611;Y65-69;583;_T;DEATHS;281.0;A
2010;ES611;Y70-74;57731;M;DEATHS;253.0;A
2010;ES611;Y70-74;57731;F;DEATHS;136.0;A
2010;ES611;Y70-74;57731;_T;DEATHS;389.0;A
2010;ES611;Y70-74;583;M;DEATHS;253.0;A
2010;ES611;Y70-74;583;F;DEATHS;136.0;A
2010;ES611;Y70-74;583;_T;DEATHS;389.0;A
2010;ES611;Y75-79;57731;M;DEATHS;417.0;A
2010;ES611;Y75-79;57731;F;DEATHS;293.0;A
2010;ES611;Y75-79;57731;_T;DEATHS;710.0;A
2010;ES611;Y75-79;583;M;DEATHS;417.0;A
2010;ES611;Y75-79;583;F;DEATHS;293.0;A
2010;ES611;Y75-79;583;_T;DEATHS;710.0;A
2010;ES611;Y80-84;57731;M;DEATHS;445.0;A
2010;ES611;Y80-84;57731;F;DEATHS;429.0;A
2010;ES611;Y80-84;57731;_T;DEATHS;874.0;A
2010;ES611;Y80-84;583;M;DEATHS;445.0;A
2010;ES611;Y80-84;583;F;DEATHS;429.0;A
2010;ES611;Y80-84;583;_T;DEATHS;874.0;A
2010;ES611;Y85-89;57731;M;DEATHS;354.0;A
2010;ES611;Y85-89;57731;F;DEATHS;470.0;A
