TEMPORAL;TERRITORIO;EDAD;G102;SEXO;INDICATOR;OBS_VALUE;FREQ
2015;ES612;Y65-69;583;F;DEATHS;202.0;A
2015;ES612;Y65-69;583;_T;DEATHS;726.0;A
2015;ES612;Y70-74;57731;M;DEATHS;607.0;A
2015;ES612;Y70-74;57731;F;DEATHS;351.0;A
2015;ES612;Y70-74;57731;_T;DEATHS;958.0;A
2015;ES612;Y70-74;583;M;DEATHS;607.0;A
2015;ES612;Y70-74;583;F;DEATHS;351.0;A
2015;ES612;Y70-74;583;_T;DEATHS;958.0;A
2015;ES612;Y75-79;57731;M;DEATHS;796.0;A
2015;ES612;Y75-79;57731;F;DEATHS;574.0;A
2015;ES612;Y75-79;57731;_T;DEATHS;1370.0;A
2015;ES612;Y75-79;583;M;DEATHS;796.0;A
2015;ES612;Y75-79;583;F;DEATHS;574.0;A
2015;ES612;Y75-79;583;_T;DEATHS;1370.0;A
2015;ES612;Y80-84;57731;M;DEATHS;969.0;A
2015;ES612;Y80-84;57731;F;DEATHS;1044.0;A
2015;ES612;Y80-84;57731;_T;DEATHS;2013.0;A
2015;ES612;Y80-84;583;M;DEATHS;969.0;A
2015;ES612;Y80-84;583;F;DEATHS;1044.0;A
2015;ES612;Y80-84;583;_T;DEATHS;2013.0;A
2015;ES612;Y85-89;57731;M;DEATHS;693.0;A
2015;ES612;Y85-89;57731;F;DEATHS;1102.0;A
2015;ES612;Y85-89;57731;_T;DEATHS;1795.0;A
2015;ES612;Y85-89;583;M;DEATHS;693.0;A
2015;ES612;Y85-89;583;F;DEATHS;1102.0;A
2015;ES612;Y85-89;583;_T;DEATHS;1795.0;A
2015;ES612;Y90-94;57731;M;DEATHS;351.0;A
2015;ES612;Y90-94;57731;F;DEATHS;791.0;A
2015;ES612;Y90-94;57731;_T;DEATHS;1142.0;A
2015;ES612;Y90-94;583;M;DEATHS;351.0;A
2015;ES612;Y90-94;583;F;DEATHS;791.0;A
2015;ES612;Y90-94;583;_T;DEATHS;1142.0;A
2015;ES612;Y95-99;57731;M;DEATHS;77.0;A
2015;ES612;Y95-99;57731;F;DEATHS;248.0;A
2015;ES612;Y95-99;57731;_T;DEATHS;325.0;A
2015;ES612;Y95-99;583;M;DEATHS;77.0;A
2015;ES612;Y95-99;583;F;DEATHS;248.0;A
2015;ES612;Y95-99;583;_T;DEATHS;325.0;A
2015;ES612;Y_GE100;57731;M;DEATHS;11.0;A
2015;ES612;Y_GE100;57731;F;DEATHS;47.0;A
2015;ES612;Y_GE100;57731;_T;DEATHS;58.0;A
2015;ES612;Y_GE100;583;M;DEATHS;11.0;A
2015;ES612;Y_GE100;583;F;DEATHS;47.0;A
2015;ES612;Y_GE100;583;_T;DEATHS;58.0;A
2015;ES612;TOTAL;57731;M;DEATHS;5194.0;A
2015;ES612;TOTAL;57731;F;DEATHS;4927.0;A
2015;ES612;TOTAL;57731;_T;DEATHS;10121.0;A
2015;ES612;TOTAL;583;M;DEATHS;5194.0;A
2015;ES612;TOTAL;583;F;DEATHS;4927.0;A
2015;ES612;TOTAL;583;_T;DEATHS;10121.0;A
2015;ES613;Y_LT1;57731;M;DEATHS;7.0;A
2015;ES613;Y_LT1;57731;F;DEATHS;12.0;A
2015;ES613;Y_LT1;57731;_T;DEATHS;19.0;A
2015;ES613;Y_LT1;583;M;DEATHS;7.0;A
2015;ES613;Y_LT1;583;F;DEATHS;12.0;A
2015;ES613;Y_LT1;583;_T;DEATHS;19.0;A
2015;ES613;Y_LT15;57731;M;DEATHS;2.0;A
2015;ES613;Y_LT15;57731;F;DEATHS;4.0;A
2015;ES613;Y_LT15;57731;_T;DEATHS;6.0;A
2015;ES613;Y_LT15;583;M;DEATHS;2.0;A
2015;ES613;Y_LT15;583;F;DEATHS;4.0;A
2015;ES613;Y_LT15;583;_T;DEATHS;6.0;A
2015;ES613;Y15-29;57731;M;DEATHS;22.0;A
2015;ES613;Y15-29;57731;F;DEATHS;5.0;A
2015;ES613;Y15-29;57731;_T;DEATHS;27.0;A
2015;ES613;Y15-29;583;M;DEATHS;22.0;A
2015;ES613;Y15-29;583;F;DEATHS;5.0;A
2015;ES613;Y15-29;583;_T;DEATHS;27.0;A
2015;ES613;Y30-44;57731;M;DEATHS;31.0;A
2015;ES613;Y30-44;57731;F;DEATHS;15.0;A
2015;ES613;Y30-44;57731;_T;DEATHS;46.0;A
2015;ES613;Y30-44;583;M;DEATHS;31.0;A
2015;ES613;Y30-44;583;F;DEATHS;15.0;A
2015;ES613;Y30-44;583;_T;DEATHS;46.0;A
2015;ES613;Y45-64;57731;M;DEATHS;47.0;A
2015;ES613;Y45-64;57731;F;DEATHS;23.0;A
2015;ES613;Y45-64;57731;_T;DEATHS;70.0;A
2015;ES613;Y45-64;583;M;DEATHS;47.0;A
2015;ES613;Y45-64;583;F;DEATHS;23.0;A
2015;ES613;Y45-64;583;_T;DEATHS;70.0;A
2015;ES613;Y65-100;57731;M;DEATHS;85.0;A
2015;ES613;Y65-100;57731;F;DEATHS;45.0;A
2015;ES613;Y65-100;57731;_T;DEATHS;130.0;A
2015;ES613;Y65-100;583;M;DEATHS;85.0;A
2015;ES613;Y65-100;583;F;DEATHS;45.0;A
2015;ES613;Y65-100;583;_T;DEATHS;130.0;A
2015;ES613;Y50-54;57731;M;DEATHS;128.0;A
2015;ES613;Y50-54;57731;F;DEATHS;56.0;A
2015;ES613;Y50-54;57731;_T;DEATHS;184.0;A
2015;ES613;Y50-54;583;M;DEATHS;128.0;A
2015;ES613;Y50-54;583;F;DEATHS;56.0;A
2015;ES613;Y50-54;583;_T;DEATHS;184.0;A
2015;ES613;Y55-59;57731;M;DEATHS;172.0;A
2015;ES613;Y55-59;57731;F;DEATHS;73.0;A
2015;ES613;Y55-59;57731;_T;DEATHS;245.0;A
2015;ES613;Y55-59;583;M;DEATHS;172.0;A
2015;ES613;Y55-59;583;F;DEATHS;73.0;A
2015;ES613;Y55-59;583;_T;DEATHS;245.0;A
2015;ES613;Y60-64;57731;M;DEATHS;206.0;A
2015;ES613;Y60-64;57731;F;DEATHS;82.0;A
2015;ES613;Y60-64;57731;_T;DEATHS;288.0;A
2015;ES613;Y60-64;583;M;DEATHS;206.0;A
2015;ES613;Y60-64;583;F;DEATHS;82.0;A
2015;ES613;Y60-64;583;_T;DEATHS;288.0;A
2015;ES613;Y65-69;57731;M;DEATHS;272.0;A
2015;ES613;Y65-69;57731;F;DEATHS;109.0;A
2015;ES613;Y65-69;57731;_T;DEATHS;381.0;A
2015;ES613;Y65-69;583;M;DEATHS;272.0;A
2015;ES613;Y65-69;583;F;DEATHS;109.0;A
2015;ES613;Y65-69;583;_T;DEATHS;381.0;A
2015;ES613;Y70-74;57731;M;DEATHS;399.0;A
2015;ES613;Y70-74;57731;F;DEATHS;200.0;A
2015;ES613;Y70-74;57731;_T;DEATHS;599.0;A
2015;ES613;Y70-74;583;M;DEATHS;399.0;A
2015;ES613;Y70-74;583;F;DEATHS;200.0;A
2015;ES613;Y70-74;583;_T;DEATHS;599.0;A
2015;ES613;Y75-79;57731;M;DEATHS;494.0;A
2015;ES613;Y75-79;57731;F;DEATHS;361.0;A
2015;ES613;Y75-79;57731;_T;DEATHS;855.0;A
2015;ES613;Y75-79;583;M;DEATHS;494.0;A
2015;ES613;Y75-79;583;F;DEATHS;361.0;A
2015;ES613;Y75-79;583;_T;DEATHS;855.0;A
2015;ES613;Y80-84;57731;M;DEATHS;812.0;A
2015;ES613;Y80-84;57731;F;DEATHS;761.0;A
2015;ES613;Y80-84;57731;_T;DEATHS;1573.0;A
2015;ES613;Y80-84;583;M;DEATHS;812.0;A
2015;ES613;Y80-84;583;F;DEATHS;761.0;A
2015;ES613;Y80-84;583;_T;DEATHS;1573.0;A
2015;ES613;Y85-89;57731;M;DEATHS;729.0;A
2015;ES613;Y85-89;57731;F;DEATHS;1048.0;A
2015;ES613;Y85-89;57731;_T;DEATHS;1777.0;A
2015;ES613;Y85-89;583;M;DEATHS;729.0;A
2015;ES613;Y85-89;583;F;DEATHS;1048.0;A
2015;ES613;Y85-89;583;_T;DEATHS;1777.0;A
2015;ES613;Y90-94;57731;M;DEATHS;421.0;A
2015;ES613;Y90-94;57731;F;DEATHS;814.0;A
2015;ES613;Y90-94;57731;_T;DEATHS;1235.0;A
2015;ES613;Y90-94;583;M;DEATHS;421.0;A
2015;ES613;Y90-94;583;F;DEATHS;814.0;A
2015;ES613;Y90-94;583;_T;DEATHS;1235.0;A
2015;ES613;Y95-99;57731;M;DEATHS;103.0;A
2015;ES613;Y95-99;57731;F;DEATHS;265.0;A
2015;ES613;Y95-99;57731;_T;DEATHS;368.0;A
2015;ES613;Y95-99;583;M;DEATHS;103.0;A
2015;ES613;Y95-99;583;F;DEATHS;265.0;A
2015;ES613;Y95-99;583;_T;DEATHS;368.0;A
2015;ES613;Y_GE100;57731;M;DEATHS;12.0;A
2015;ES613;Y_GE100;57731;F;DEATHS;58.0;A
2015;ES613;Y_GE100;57731;_T;DEATHS;70.0;A
2015;ES613;Y_GE100;583;M;DEATHS;12.0;A
2015;ES613;Y_GE100;583;F;DEATHS;58.0;A
2015;ES613;Y_GE100;583;_T;DEATHS;70.0;A
2015;ES613;TOTAL;57731;M;DEATHS;3942.0;A
2015;ES613;TOTAL;57731;F;DEATHS;3931.0;A
2015;ES613;TOTAL;57731;_T;DEATHS;7873.0;A
2015;ES613;TOTAL;583;M;DEATHS;3942.0;A
2015;ES613;TOTAL;583;F;DEATHS;3931.0;A
2015;ES613;TOTAL;583;_T;DEATHS;7873.0;A
2015;ES614;Y_LT1;57731;M;DEATHS;12.0;A
2015;ES614;Y_LT1;57731;F;DEATHS;13.0;A
2015;ES614;Y_LT1;57731;_T;DEATHS;25.0;A
2015;ES614;Y_LT1;583;M;DEATHS;12.0;A
2015;ES614;Y_LT1;583;F;DEATHS;13.0;A
2015;ES614;Y_LT1;583;_T;DEATHS;25.0;A
2015;ES614;Y_LT15;57731;M;DEATHS;5.0;A
2015;ES614;Y_LT15;57731;F;DEATHS;5.0;A
2015;ES614;Y_LT15;57731;_T;DEATHS;10.0;A
2015;ES614;Y_LT15;583;M;DEATHS;5.0;A
2015;ES614;Y_LT15;583;F;DEATHS;5.0;A
2015;ES614;Y_LT15;583;_T;DEATHS;10.0;A
2015;ES614;Y15-29;57731;M;DEATHS;30.0;A
2015;ES614;Y15-29;57731;F;DEATHS;15.0;A
2015;ES614;Y15-29;57731;_T;DEATHS;45.0;A
2015;ES614;Y15-29;583;M;DEATHS;30.0;A
2015;ES614;Y15-29;583;F;DEATHS;15.0;A
2015;ES614;Y15-29;583;_T;DEATHS;45.0;A
2015;ES614;Y30-44;57731;M;DEATHS;56.0;A
2015;ES614;Y30-44;57731;F;DEATHS;24.0;A
2015;ES614;Y30-44;57731;_T;DEATHS;80.0;A
2015;ES614;Y30-44;583;M;DEATHS;56.0;A
2015;ES614;Y30-44;583;F;DEATHS;24.0;A
2015;ES614;Y30-44;583;_T;DEATHS;80.0;A
2015;ES614;Y45-64;57731;M;DEATHS;42.0;A
2015;ES614;Y45-64;57731;F;DEATHS;32.0;A
2015;ES614;Y45-64;57731;_T;DEATHS;74.0;A
2015;ES614;Y45-64;583;M;DEATHS;42.0;A
2015;ES614;Y45-64;583;F;DEATHS;32.0;A
2015;ES614;Y45-64;583;_T;DEATHS;74.0;A
2015;ES614;Y65-100;57731;M;DEATHS;73.0;A
2015;ES614;Y65-100;57731;F;DEATHS;39.0;A
2015;ES614;Y65-100;57731;_T;DEATHS;112.0;A
2015;ES614;Y65-100;583;M;DEATHS;73.0;A
2015;ES614;Y65-100;583;F;DEATHS;39.0;A
2015;ES614;Y65-100;583;_T;DEATHS;112.0;A
2015;ES614;Y50-54;57731;M;DEATHS;172.0;A
2015;ES614;Y50-54;57731;F;DEATHS;72.0;A
2015;ES614;Y50-54;57731;_T;DEATHS;244.0;A
2015;ES614;Y50-54;583;M;DEATHS;172.0;A
2015;ES614;Y50-54;583;F;DEATHS;72.0;A
2015;ES614;Y50-54;583;_T;DEATHS;244.0;A
2015;ES614;Y55-59;57731;M;DEATHS;197.0;A
2015;ES614;Y55-59;57731;F;DEATHS;94.0;A
2015;ES614;Y55-59;57731;_T;DEATHS;291.0;A
2015;ES614;Y55-59;583;M;DEATHS;197.0;A
2015;ES614;Y55-59;583;F;DEATHS;94.0;A
2015;ES614;Y55-59;583;_T;DEATHS;291.0;A
2015;ES614;Y60-64;57731;M;DEATHS;249.0;A
2015;ES614;Y60-64;57731;F;DEATHS;114.0;A
2015;ES614;Y60-64;57731;_T;DEATHS;363.0;A
2015;ES614;Y60-64;583;M;DEATHS;249.0;A
2015;ES614;Y60-64;583;F;DEATHS;114.0;A
2015;ES614;Y60-64;583;_T;DEATHS;363.0;A
2015;ES614;Y65-69;57731;M;DEATHS;331.0;A
2015;ES614;Y65-69;57731;F;DEATHS;159.0;A
2015;ES614;Y65-69;57731;_T;DEATHS;490.0;A
2015;ES614;Y65-69;583;M;DEATHS;331.0;A
2015;ES614;Y65-69;583;F;DEATHS;159.0;A
2015;ES614;Y65-69;583;_T;DEATHS;490.0;A
2015;ES614;Y70-74;57731;M;DEATHS;436.0;A
2015;ES614;Y70-74;57731;F;DEATHS;207.0;A
2015;ES614;Y70-74;57731;_T;DEATHS;643.0;A
2015;ES614;Y70-74;583;M;DEATHS;436.0;A
2015;ES614;Y70-74;583;F;DEATHS;207.0;A
2015;ES614;Y70-74;583;_T;DEATHS;643.0;A
2015;ES614;Y75-79;57731;M;DEATHS;612.0;A
2015;ES614;Y75-79;57731;F;DEATHS;450.0;A
2015;ES614;Y75-79;57731;_T;DEATHS;1062.0;A
2015;ES614;Y75-79;583;M;DEATHS;612.0;A
2015;ES614;Y75-79;583;F;DEATHS;450.0;A
2015;ES614;Y75-79;583;_T;DEATHS;1062.0;A
2015;ES614;Y80-84;57731;M;DEATHS;844.0;A
2015;ES614;Y80-84;57731;F;DEATHS;875.0;A
2015;ES614;Y80-84;57731;_T;DEATHS;1719.0;A
2015;ES614;Y80-84;583;M;DEATHS;844.0;A
2015;ES614;Y80-84;583;F;DEATHS;875.0;A
2015;ES614;Y80-84;583;_T;DEATHS;1719.0;A
2015;ES614;Y85-89;57731;M;DEATHS;694.0;A
2015;ES614;Y85-89;57731;F;DEATHS;1098.0;A
2015;ES614;Y85-89;57731;_T;DEATHS;1792.0;A
2015;ES614;Y85-89;583;M;DEATHS;694.0;A
2015;ES614;Y85-89;583;F;DEATHS;1098.0;A
2015;ES614;Y85-89;583;_T;DEATHS;1792.0;A
2015;ES614;Y90-94;57731;M;DEATHS;373.0;A
2015;ES614;Y90-94;57731;F;DEATHS;747.0;A
2015;ES614;Y90-94;57731;_T;DEATHS;1120.0;A
2015;ES614;Y90-94;583;M;DEATHS;373.0;A
2015;ES614;Y90-94;583;F;DEATHS;747.0;A
2015;ES614;Y90-94;583;_T;DEATHS;1120.0;A
2015;ES614;Y95-99;57731;M;DEATHS;90.0;A
2015;ES614;Y95-99;57731;F;DEATHS;231.0;A
2015;ES614;Y95-99;57731;_T;DEATHS;321.0;A
2015;ES614;Y95-99;583;M;DEATHS;90.0;A
2015;ES614;Y95-99;583;F;DEATHS;231.0;A
2015;ES614;Y95-99;583;_T;DEATHS;321.0;A
2015;ES614;Y_GE100;57731;M;DEATHS;14.0;A
2015;ES614;Y_GE100;57731;F;DEATHS;49.0;A
2015;ES614;Y_GE100;57731;_T;DEATHS;63.0;A
2015;ES614;Y_GE100;583;M;DEATHS;14.0;A
2015;ES614;Y_GE100;583;F;DEATHS;49.0;A
2015;ES614;Y_GE100;583;_T;DEATHS;63.0;A
2015;ES614;TOTAL;57731;M;DEATHS;4230.0;A
2015;ES614;TOTAL;57731;F;DEATHS;4224.0;A
2015;ES614;TOTAL;57731;_T;DEATHS;8454.0;A
2015;ES614;TOTAL;583;M;DEATHS;4230.0;A
2015;ES614;TOTAL;583;F;DEATHS;4224.0;A
2015;ES614;TOTAL;583;_T;DEATHS;8454.0;A
2015;ES615;Y_LT1;57731;M;DEATHS;8.0;A
2015;ES615;Y_LT1;57731;F;DEATHS;5.0;A
2015;ES615;Y_LT1;57731;_T;DEATHS;13.0;A
2015;ES615;Y_LT1;583;M;DEATHS;8.0;A
2015;ES615;Y_LT1;583;F;DEATHS;5.0;A
2015;ES615;Y_LT1;583;_T;DEATHS;13.0;A
2015;ES615;Y_LT15;57731;M;DEATHS;4.0;A
2015;ES615;Y_LT15;57731;F;DEATHS;4.0;A
2015;ES615;Y_LT15;57731;_T;DEATHS;8.0;A
2015;ES615;Y_LT15;583;M;DEATHS;4.0;A
2015;ES615;Y_LT15;583;F;DEATHS;4.0;A
2015;ES615;Y_LT15;583;_T;DEATHS;8.0;A
2015;ES615;Y15-29;57731;M;DEATHS;11.0;A
2015;ES615;Y15-29;57731;F;DEATHS;4.0;A
2015;ES615;Y15-29;57731;_T;DEATHS;15.0;A
2015;ES615;Y15-29;583;M;DEATHS;11.0;A
2015;ES615;Y15-29;583;F;DEATHS;4.0;A
2015;ES615;Y15-29;583;_T;DEATHS;15.0;A
2015;ES615;Y30-44;57731;M;DEATHS;27.0;A
2015;ES615;Y30-44;57731;F;DEATHS;14.0;A
2015;ES615;Y30-44;57731;_T;DEATHS;41.0;A
2015;ES615;Y30-44;583;M;DEATHS;27.0;A
2015;ES615;Y30-44;583;F;DEATHS;14.0;A
2015;ES615;Y30-44;583;_T;DEATHS;41.0;A
2015;ES615;Y45-64;57731;M;DEATHS;22.0;A
2015;ES615;Y45-64;57731;F;DEATHS;11.0;A
2015;ES615;Y45-64;57731;_T;DEATHS;33.0;A
2015;ES615;Y45-64;583;M;DEATHS;22.0;A
2015;ES615;Y45-64;583;F;DEATHS;11.0;A
2015;ES615;Y45-64;583;_T;DEATHS;33.0;A
2015;ES615;Y65-100;57731;M;DEATHS;50.0;A
2015;ES615;Y65-100;57731;F;DEATHS;28.0;A
2015;ES615;Y65-100;57731;_T;DEATHS;78.0;A
2015;ES615;Y65-100;583;M;DEATHS;50.0;A
2015;ES615;Y65-100;583;F;DEATHS;28.0;A
2015;ES615;Y65-100;583;_T;DEATHS;78.0;A
2015;ES615;Y50-54;57731;M;DEATHS;97.0;A
2015;ES615;Y50-54;57731;F;DEATHS;39.0;A
2015;ES615;Y50-54;57731;_T;DEATHS;136.0;A
2015;ES615;Y50-54;583;M;DEATHS;97.0;A
2015;ES615;Y50-54;583;F;DEATHS;39.0;A
2015;ES615;Y50-54;583;_T;DEATHS;136.0;A
2015;ES615;Y55-59;57731;M;DEATHS;100.0;A
2015;ES615;Y55-59;57731;F;DEATHS;52.0;A
2015;ES615;Y55-59;57731;_T;DEATHS;152.0;A
2015;ES615;Y55-59;583;M;DEATHS;100.0;A
2015;ES615;Y55-59;583;F;DEATHS;52.0;A
2015;ES615;Y55-59;583;_T;DEATHS;152.0;A
2015;ES615;Y60-64;57731;M;DEATHS;141.0;A
2015;ES615;Y60-64;57731;F;DEATHS;66.0;A
2015;ES615;Y60-64;57731;_T;DEATHS;207.0;A
2015;ES615;Y60-64;583;M;DEATHS;141.0;A
2015;ES615;Y60-64;583;F;DEATHS;66.0;A
2015;ES615;Y60-64;583;_T;DEATHS;207.0;A
2015;ES615;Y65-69;57731;M;DEATHS;178.0;A
2015;ES615;Y65-69;57731;F;DEATHS;88.0;A
2015;ES615;Y65-69;57731;_T;DEATHS;266.0;A
2015;ES615;Y65-69;583;M;DEATHS;178.0;A
2015;ES615;Y65-69;583;F;DEATHS;88.0;A
2015;ES615;Y65-69;583;_T;DEATHS;266.0;A
2015;ES615;Y70-74;57731;M;DEATHS;250.0;A
2015;ES615;Y70-74;57731;F;DEATHS;120.0;A
2015;ES615;Y70-74;57731;_T;DEATHS;370.0;A
2015;ES615;Y70-74;583;M;DEATHS;250.0;A
2015;ES615;Y70-74;583;F;DEATHS;120.0;A
2015;ES615;Y70-74;583;_T;DEATHS;370.0;A
2015;ES615;Y75-79;57731;M;DEATHS;311.0;A
2015;ES615;Y75-79;57731;F;DEATHS;224.0;A
2015;ES615;Y75-79;57731;_T;DEATHS;535.0;A
2015;ES615;Y75-79;583;M;DEATHS;311.0;A
2015;ES615;Y75-79;583;F;DEATHS;224.0;A
2015;ES615;Y75-79;583;_T;DEATHS;535.0;A
2015;ES615;Y80-84;57731;M;DEATHS;464.0;A
2015;ES615;Y80-84;57731;F;DEATHS;432.0;A
2015;ES615;Y80-84;57731;_T;DEATHS;896.0;A
2015;ES615;Y80-84;583;M;DEATHS;464.0;A
2015;ES615;Y80-84;583;F;DEATHS;432.0;A
2015;ES615;Y80-84;583;_T;DEATHS;896.0;A
2015;ES615;Y85-89;57731;M;DEATHS;357.0;A
2015;ES615;Y85-89;57731;F;DEATHS;475.0;A
2015;ES615;Y85-89;57731;_T;DEATHS;832.0;A
2015;ES615;Y85-89;583;M;DEATHS;357.0;A
2015;ES615;Y85-89;583;F;DEATHS;475.0;A
2015;ES615;Y85-89;583;_T;DEATHS;832.0;A
2015;ES615;Y90-94;57731;M;DEATHS;192.0;A
2015;ES615;Y90-94;57731;F;DEATHS;396.0;A
2015;ES615;Y90-94;57731;_T;DEATHS;588.0;A
2015;ES615;Y90-94;583;M;DEATHS;192.0;A
2015;ES615;Y90-94;583;F;DEATHS;396.0;A
2015;ES615;Y90-94;583;_T;DEATHS;588.0;A
2015;ES615;Y95-99;57731;M;DEATHS;45.0;A
2015;ES615;Y95-99;57731;F;DEATHS;128.0;A
2015;ES615;Y95-99;57731;_T;DEATHS;173.0;A
2015;ES615;Y95-99;583;M;DEATHS;45.0;A
2015;ES615;Y95-99;583;F;DEATHS;128.0;A
2015;ES615;Y95-99;583;_T;DEATHS;173.0;A
2015;ES615;Y_GE100;57731;M;DEATHS;6.0;A
2015;ES615;Y_GE100;57731;F;DEATHS;20.0;A
2015;ES615;Y_GE100;57731;_T;DEATHS;26.0;A
2015;ES615;Y_GE100;583;M;DEATHS;6.0;A
2015;ES615;Y_GE100;583;F;DEATHS;20.0;A
2015;ES615;Y_GE100;583;_T;DEATHS;26.0;A
2015;ES615;TOTAL;57731;M;DEATHS;2263.0;A
2015;ES615;TOTAL;57731;F;DEATHS;2106.0;A
2015;ES615;TOTAL;57731;_T;DEATHS;4369.0;A
2015;ES615;TOTAL;583;M;DEATHS;2263.0;A
2015;ES615;TOTAL;583;F;DEATHS;2106.0;A
2015;ES615;TOTAL;583;_T;DEATHS;4369.0;A
2015;ES616;Y_LT1;57731;M;DEATHS;9.0;A
2015;ES616;Y_LT1;57731;F;DEATHS;9.0;A
2015;ES616;Y_LT1;57731;_T;DEATHS;18.0;A
2015;ES616;Y_LT1;583;M;DEATHS;9.0;A
2015;ES616;Y_LT1;583;F;DEATHS;9.0;A
2015;ES616;Y_LT1;583;_T;DEATHS;18.0;A
2015;ES616;Y_LT15;57731;M;DEATHS;5.0;A
2015;ES616;Y_LT15;57731;F;DEATHS;1.0;A
2015;ES616;Y_LT15;57731;_T;DEATHS;6.0;A
2015;ES616;Y_LT15;583;M;DEATHS;5.0;A
2015;ES616;Y_LT15;583;F;DEATHS;1.0;A
2015;ES616;Y_LT15;583;_T;DEATHS;6.0;A
2015;ES616;Y15-29;57731;M;DEATHS;22.0;A
2015;ES616;Y15-29;57731;F;DEATHS;13.0;A
2015;ES616;Y15-29;57731;_T;DEATHS;35.0;A
2015;ES616;Y15-29;583;M;DEATHS;22.0;A
2015;ES616;Y15-29;583;F;DEATHS;13.0;A
2015;ES616;Y15-29;583;_T;DEATHS;35.0;A
2015;ES616;Y30-44;57731;M;DEATHS;38.0;A
2015;ES616;Y30-44;57731;F;DEATHS;14.0;A
2015;ES616;Y30-44;57731;_T;DEATHS;52.0;A
2015;ES616;Y30-44;583;M;DEATHS;38.0;A
2015;ES616;Y30-44;583;F;DEATHS;14.0;A
2015;ES616;Y30-44;583;_T;DEATHS;52.0;A
2015;ES616;Y45-64;57731;M;DEATHS;25.0;A
2015;ES616;Y45-64;57731;F;DEATHS;21.0;A
2015;ES616;Y45-64;57731;_T;DEATHS;46.0;A
2015;ES616;Y45-64;583;M;DEATHS;25.0;A
2015;ES616;Y45-64;583;F;DEATHS;21.0;A
2015;ES616;Y45-64;583;_T;DEATHS;46.0;A
2015;ES616;Y65-100;57731;M;DEATHS;62.0;A
2015;ES616;Y65-100;57731;F;DEATHS;32.0;A
2015;ES616;Y65-100;57731;_T;DEATHS;94.0;A
2015;ES616;Y65-100;583;M;DEATHS;62.0;A
2015;ES616;Y65-100;583;F;DEATHS;32.0;A
2015;ES616;Y65-100;583;_T;DEATHS;94.0;A
2015;ES616;Y50-54;57731;M;DEATHS;119.0;A
2015;ES616;Y50-54;57731;F;DEATHS;50.0;A
2015;ES616;Y50-54;57731;_T;DEATHS;169.0;A
2015;ES616;Y50-54;583;M;DEATHS;119.0;A
2015;ES616;Y50-54;583;F;DEATHS;50.0;A
2015;ES616;Y50-54;583;_T;DEATHS;169.0;A
2015;ES616;Y55-59;57731;M;DEATHS;153.0;A
2015;ES616;Y55-59;57731;F;DEATHS;61.0;A
2015;ES616;Y55-59;57731;_T;DEATHS;214.0;A
2015;ES616;Y55-59;583;M;DEATHS;153.0;A
2015;ES616;Y55-59;583;F;DEATHS;61.0;A
2015;ES616;Y55-59;583;_T;DEATHS;214.0;A
2015;ES616;Y60-64;57731;M;DEATHS;164.0;A
2015;ES616;Y60-64;57731;F;DEATHS;63.0;A
2015;ES616;Y60-64;57731;_T;DEATHS;227.0;A
2015;ES616;Y60-64;583;M;DEATHS;164.0;A
2015;ES616;Y60-64;583;F;DEATHS;63.0;A
2015;ES616;Y60-64;583;_T;DEATHS;227.0;A
2015;ES616;Y65-69;57731;M;DEATHS;219.0;A
2015;ES616;Y65-69;57731;F;DEATHS;101.0;A
2015;ES616;Y65-69;57731;_T;DEATHS;320.0;A
2015;ES616;Y65-69;583;M;DEATHS;219.0;A
2015;ES616;Y65-69;583;F;DEATHS;101.0;A
2015;ES616;Y65-69;583;_T;DEATHS;320.0;A
2015;ES616;Y70-74;57731;M;DEATHS;276.0;A
2015;ES616;Y70-74;57731;F;DEATHS;155.0;A
2015;ES616;Y70-74;57731;_T;DEATHS;431.0;A
2015;ES616;Y70-74;583;M;DEATHS;276.0;A
2015;ES616;Y70-74;583;F;DEATHS;155.0;A
2015;ES616;Y70-74;583;_T;DEATHS;431.0;A
2015;ES616;Y75-79;57731;M;DEATHS;478.0;A
2015;ES616;Y75-79;57731;F;DEATHS;340.0;A
2015;ES616;Y75-79;57731;_T;DEATHS;818.0;A
2015;ES616;Y75-79;583;M;DEATHS;478.0;A
2015;ES616;Y75-79;583;F;DEATHS;340.0;A
2015;ES616;Y75-79;583;_T;DEATHS;818.0;A
2015;ES616;Y80-84;57731;M;DEATHS;718.0;A
2015;ES616;Y80-84;57731;F;DEATHS;660.0;A
2015;ES616;Y80-84;57731;_T;DEATHS;1378.0;A
2015;ES616;Y80-84;583;M;DEATHS;718.0;A
2015;ES616;Y80-84;583;F;DEATHS;660.0;A
2015;ES616;Y80-84;583;_T;DEATHS;1378.0;A
2015;ES616;Y85-89;57731;M;DEATHS;682.0;A
2015;ES616;Y85-89;57731;F;DEATHS;901.0;A
2015;ES616;Y85-89;57731;_T;DEATHS;1583.0;A
2015;ES616;Y85-89;583;M;DEATHS;682.0;A
2015;ES616;Y85-89;583;F;DEATHS;901.0;A
2015;ES616;Y85-89;583;_T;DEATHS;1583.0;A
2015;ES616;Y90-94;57731;M;DEATHS;382.0;A
2015;ES616;Y90-94;57731;F;DEATHS;631.0;A
2015;ES616;Y90-94;57731;_T;DEATHS;1013.0;A
2015;ES616;Y90-94;583;M;DEATHS;382.0;A
2015;ES616;Y90-94;583;F;DEATHS;631.0;A
