G102;EDAD;TERRITORIO;TEMPORAL;MES;SEXO;INDICATOR;OBS_VALUE;FREQ
518592;Y45-64;ES61;2020;55920;_T;DEATHS;18.0;A
518592;Y45-64;ES61;2020;55920;M;DEATHS;12.0;A
518592;Y45-64;ES61;2020;55920;F;DEATHS;6.0;A
518592;Y45-64;ES61;2020;03;_T;DEATHS;3.0;A
518592;Y45-64;ES61;2020;03;M;DEATHS;2.0;A
518592;Y45-64;ES61;2020;03;F;DEATHS;1.0;A
518592;Y45-64;ES61;2020;06;_T;DEATHS;1.0;A
518592;Y45-64;ES61;2020;06;M;DEATHS;1.0;A
518592;Y45-64;ES61;2020;08;_T;DEATHS;1.0;A
518592;Y45-64;ES61;2020;08;F;DEATHS;1.0;A
518592;Y45-64;ES61;2020;09;_T;DEATHS;4.0;A
518592;Y45-64;ES61;2020;09;M;DEATHS;1.0;A
518592;Y45-64;ES61;2020;09;F;DEATHS;3.0;A
518592;Y45-64;ES61;2020;10;_T;DEATHS;1.0;A
518592;Y45-64;ES61;2020;10;M;DEATHS;1.0;A
518592;Y45-64;ES61;2020;11;_T;DEATHS;7.0;A
518592;Y45-64;ES61;2020;11;M;DEATHS;6.0;A
518592;Y45-64;ES61;2020;11;F;DEATHS;1.0;A
518592;Y45-64;ES61;2020;12;_T;DEATHS;1.0;A
518592;Y45-64;ES61;2020;12;M;DEATHS;1.0;A
518592;Y65-100;ES61;2020;55920;_T;DEATHS;55.0;A
518592;Y65-100;ES61;2020;55920;M;DEATHS;38.0;A
518592;Y65-100;ES61;2020;55920;F;DEATHS;17.0;A
518592;Y65-100;ES61;2020;03;_T;DEATHS;4.0;A
518592;Y65-100;ES61;2020;03;M;DEATHS;3.0;A
518592;Y65-100;ES61;2020;03;F;DEATHS;1.0;A
518592;Y65-100;ES61;2020;04;_T;DEATHS;8.0;A
518592;Y65-100;ES61;2020;04;M;DEATHS;6.0;A
518592;Y65-100;ES61;2020;04;F;DEATHS;2.0;A
518592;Y65-100;ES61;2020;05;_T;DEATHS;2.0;A
518592;Y65-100;ES61;2020;05;M;DEATHS;2.0;A
518592;Y65-100;ES61;2020;08;_T;DEATHS;1.0;A
518592;Y65-100;ES61;2020;08;M;DEATHS;1.0;A
518592;Y65-100;ES61;2020;09;_T;DEATHS;3.0;A
518592;Y65-100;ES61;2020;09;F;DEATHS;3.0;A
518592;Y65-100;ES61;2020;10;_T;DEATHS;11.0;A
518592;Y65-100;ES61;2020;10;M;DEATHS;6.0;A
518592;Y65-100;ES61;2020;10;F;DEATHS;5.0;A
518592;Y65-100;ES61;2020;11;_T;DEATHS;18.0;A
518592;Y65-100;ES61;2020;11;M;DEATHS;15.0;A
518592;Y65-100;ES61;2020;11;F;DEATHS;3.0;A
518592;Y65-100;ES61;2020;12;_T;DEATHS;8.0;A
518592;Y65-100;ES61;2020;12;M;DEATHS;5.0;A
518592;Y65-100;ES61;2020;12;F;DEATHS;3.0;A
518592;Y50-54;ES61;2020;55920;_T;DEATHS;85.0;A
518592;Y50-54;ES61;2020;55920;M;DEATHS;70.0;A
518592;Y50-54;ES61;2020;55920;F;DEATHS;15.0;A
518592;Y50-54;ES61;2020;03;_T;DEATHS;8.0;A
518592;Y50-54;ES61;2020;03;M;DEATHS;5.0;A
518592;Y50-54;ES61;2020;03;F;DEATHS;3.0;A
518592;Y50-54;ES61;2020;04;_T;DEATHS;10.0;A
518592;Y50-54;ES61;2020;04;M;DEATHS;10.0;A
518592;Y50-54;ES61;2020;05;_T;DEATHS;1.0;A
518592;Y50-54;ES61;2020;05;M;DEATHS;1.0;A
518592;Y50-54;ES61;2020;06;_T;DEATHS;1.0;A
518592;Y50-54;ES61;2020;06;M;DEATHS;1.0;A
518592;Y50-54;ES61;2020;08;_T;DEATHS;2.0;A
518592;Y50-54;ES61;2020;08;M;DEATHS;1.0;A
518592;Y50-54;ES61;2020;08;F;DEATHS;1.0;A
518592;Y50-54;ES61;2020;09;_T;DEATHS;12.0;A
518592;Y50-54;ES61;2020;09;M;DEATHS;10.0;A
518592;Y50-54;ES61;2020;09;F;DEATHS;2.0;A
518592;Y50-54;ES61;2020;10;_T;DEATHS;13.0;A
518592;Y50-54;ES61;2020;10;M;DEATHS;12.0;A
518592;Y50-54;ES61;2020;10;F;DEATHS;1.0;A
518592;Y50-54;ES61;2020;11;_T;DEATHS;26.0;A
518592;Y50-54;ES61;2020;11;M;DEATHS;19.0;A
518592;Y50-54;ES61;2020;11;F;DEATHS;7.0;A
518592;Y50-54;ES61;2020;12;_T;DEATHS;12.0;A
518592;Y50-54;ES61;2020;12;M;DEATHS;11.0;A
518592;Y50-54;ES61;2020;12;F;DEATHS;1.0;A
518592;Y55-59;ES61;2020;55920;_T;DEATHS;151.0;A
518592;Y55-59;ES61;2020;55920;M;DEATHS;106.0;A
518592;Y55-59;ES61;2020;55920;F;DEATHS;45.0;A
518592;Y55-59;ES61;2020;03;_T;DEATHS;12.0;A
518592;Y55-59;ES61;2020;03;M;DEATHS;8.0;A
518592;Y55-59;ES61;2020;03;F;DEATHS;4.0;A
518592;Y55-59;ES61;2020;04;_T;DEATHS;27.0;A
518592;Y55-59;ES61;2020;04;M;DEATHS;20.0;A
518592;Y55-59;ES61;2020;04;F;DEATHS;7.0;A
518592;Y55-59;ES61;2020;05;_T;DEATHS;2.0;A
518592;Y55-59;ES61;2020;05;F;DEATHS;2.0;A
518592;Y55-59;ES61;2020;08;_T;DEATHS;3.0;A
518592;Y55-59;ES61;2020;08;M;DEATHS;2.0;A
518592;Y55-59;ES61;2020;08;F;DEATHS;1.0;A
518592;Y55-59;ES61;2020;09;_T;DEATHS;14.0;A
518592;Y55-59;ES61;2020;09;M;DEATHS;10.0;A
518592;Y55-59;ES61;2020;09;F;DEATHS;4.0;A
518592;Y55-59;ES61;2020;10;_T;DEATHS;13.0;A
518592;Y55-59;ES61;2020;10;M;DEATHS;9.0;A
518592;Y55-59;ES61;2020;10;F;DEATHS;4.0;A
518592;Y55-59;ES61;2020;11;_T;DEATHS;45.0;A
518592;Y55-59;ES61;2020;11;M;DEATHS;35.0;A
518592;Y55-59;ES61;2020;11;F;DEATHS;10.0;A
518592;Y55-59;ES61;2020;12;_T;DEATHS;35.0;A
518592;Y55-59;ES61;2020;12;M;DEATHS;22.0;A
518592;Y55-59;ES61;2020;12;F;DEATHS;13.0;A
518592;Y60-64;ES61;2020;55920;_T;DEATHS;289.0;A
518592;Y60-64;ES61;2020;55920;M;DEATHS;192.0;A
518592;Y60-64;ES61;2020;55920;F;DEATHS;97.0;A
518592;Y60-64;ES61;2020;03;_T;DEATHS;20.0;A
518592;Y60-64;ES61;2020;03;M;DEATHS;10.0;A
518592;Y60-64;ES61;2020;03;F;DEATHS;10.0;A
518592;Y60-64;ES61;2020;04;_T;DEATHS;45.0;A
518592;Y60-64;ES61;2020;04;M;DEATHS;33.0;A
518592;Y60-64;ES61;2020;04;F;DEATHS;12.0;A
518592;Y60-64;ES61;2020;05;_T;DEATHS;11.0;A
518592;Y60-64;ES61;2020;05;M;DEATHS;8.0;A
518592;Y60-64;ES61;2020;05;F;DEATHS;3.0;A
518592;Y60-64;ES61;2020;06;_T;DEATHS;4.0;A
518592;Y60-64;ES61;2020;06;M;DEATHS;4.0;A
518592;Y60-64;ES61;2020;07;_T;DEATHS;2.0;A
518592;Y60-64;ES61;2020;07;M;DEATHS;2.0;A
518592;Y60-64;ES61;2020;08;_T;DEATHS;5.0;A
518592;Y60-64;ES61;2020;08;M;DEATHS;4.0;A
518592;Y60-64;ES61;2020;08;F;DEATHS;1.0;A
518592;Y60-64;ES61;2020;09;_T;DEATHS;17.0;A
518592;Y60-64;ES61;2020;09;M;DEATHS;12.0;A
518592;Y60-64;ES61;2020;09;F;DEATHS;5.0;A
518592;Y60-64;ES61;2020;10;_T;DEATHS;49.0;A
518592;Y60-64;ES61;2020;10;M;DEATHS;32.0;A
518592;Y60-64;ES61;2020;10;F;DEATHS;17.0;A
518592;Y60-64;ES61;2020;11;_T;DEATHS;76.0;A
518592;Y60-64;ES61;2020;11;M;DEATHS;49.0;A
518592;Y60-64;ES61;2020;11;F;DEATHS;27.0;A
518592;Y60-64;ES61;2020;12;_T;DEATHS;60.0;A
518592;Y60-64;ES61;2020;12;M;DEATHS;38.0;A
518592;Y60-64;ES61;2020;12;F;DEATHS;22.0;A
518592;Y65-69;ES61;2020;55920;_T;DEATHS;371.0;A
518592;Y65-69;ES61;2020;55920;M;DEATHS;283.0;A
518592;Y65-69;ES61;2020;55920;F;DEATHS;88.0;A
518592;Y65-69;ES61;2020;03;_T;DEATHS;27.0;A
518592;Y65-69;ES61;2020;03;M;DEATHS;18.0;A
518592;Y65-69;ES61;2020;03;F;DEATHS;9.0;A
518592;Y65-69;ES61;2020;04;_T;DEATHS;48.0;A
518592;Y65-69;ES61;2020;04;M;DEATHS;34.0;A
518592;Y65-69;ES61;2020;04;F;DEATHS;14.0;A
518592;Y65-69;ES61;2020;05;_T;DEATHS;7.0;A
518592;Y65-69;ES61;2020;05;M;DEATHS;6.0;A
518592;Y65-69;ES61;2020;05;F;DEATHS;1.0;A
518592;Y65-69;ES61;2020;08;_T;DEATHS;3.0;A
518592;Y65-69;ES61;2020;08;M;DEATHS;3.0;A
518592;Y65-69;ES61;2020;09;_T;DEATHS;21.0;A
518592;Y65-69;ES61;2020;09;M;DEATHS;17.0;A
518592;Y65-69;ES61;2020;09;F;DEATHS;4.0;A
518592;Y65-69;ES61;2020;10;_T;DEATHS;54.0;A
518592;Y65-69;ES61;2020;10;M;DEATHS;44.0;A
518592;Y65-69;ES61;2020;10;F;DEATHS;10.0;A
518592;Y65-69;ES61;2020;11;_T;DEATHS;129.0;A
518592;Y65-69;ES61;2020;11;M;DEATHS;100.0;A
518592;Y65-69;ES61;2020;11;F;DEATHS;29.0;A
518592;Y65-69;ES61;2020;12;_T;DEATHS;82.0;A
518592;Y65-69;ES61;2020;12;M;DEATHS;61.0;A
518592;Y65-69;ES61;2020;12;F;DEATHS;21.0;A
518592;Y70-74;ES61;2020;55920;_T;DEATHS;517.0;A
518592;Y70-74;ES61;2020;55920;M;DEATHS;339.0;A
518592;Y70-74;ES61;2020;55920;F;DEATHS;178.0;A
518592;Y70-74;ES61;2020;03;_T;DEATHS;48.0;A
518592;Y70-74;ES61;2020;03;M;DEATHS;35.0;A
518592;Y70-74;ES61;2020;03;F;DEATHS;13.0;A
518592;Y70-74;ES61;2020;04;_T;DEATHS;71.0;A
518592;Y70-74;ES61;2020;04;M;DEATHS;40.0;A
518592;Y70-74;ES61;2020;04;F;DEATHS;31.0;A
518592;Y70-74;ES61;2020;05;_T;DEATHS;13.0;A
518592;Y70-74;ES61;2020;05;M;DEATHS;5.0;A
518592;Y70-74;ES61;2020;05;F;DEATHS;8.0;A
518592;Y70-74;ES61;2020;06;_T;DEATHS;2.0;A
518592;Y70-74;ES61;2020;06;M;DEATHS;2.0;A
518592;Y70-74;ES61;2020;07;_T;DEATHS;2.0;A
518592;Y70-74;ES61;2020;07;M;DEATHS;2.0;A
518592;Y70-74;ES61;2020;08;_T;DEATHS;7.0;A
518592;Y70-74;ES61;2020;08;M;DEATHS;5.0;A
518592;Y70-74;ES61;2020;08;F;DEATHS;2.0;A
518592;Y70-74;ES61;2020;09;_T;DEATHS;29.0;A
518592;Y70-74;ES61;2020;09;M;DEATHS;20.0;A
518592;Y70-74;ES61;2020;09;F;DEATHS;9.0;A
518592;Y70-74;ES61;2020;10;_T;DEATHS;85.0;A
518592;Y70-74;ES61;2020;10;M;DEATHS;54.0;A
518592;Y70-74;ES61;2020;10;F;DEATHS;31.0;A
518592;Y70-74;ES61;2020;11;_T;DEATHS;170.0;A
518592;Y70-74;ES61;2020;11;M;DEATHS;114.0;A
518592;Y70-74;ES61;2020;11;F;DEATHS;56.0;A
518592;Y70-74;ES61;2020;12;_T;DEATHS;90.0;A
518592;Y70-74;ES61;2020;12;M;DEATHS;62.0;A
518592;Y70-74;ES61;2020;12;F;DEATHS;28.0;A
518592;Y75-79;ES61;2020;55920;_T;DEATHS;836.0;A
518592;Y75-79;ES61;2020;55920;M;DEATHS;526.0;A
518592;Y75-79;ES61;2020;55920;F;DEATHS;310.0;A
518592;Y75-79;ES61;2020;03;_T;DEATHS;75.0;A
518592;Y75-79;ES61;2020;03;M;DEATHS;56.0;A
518592;Y75-79;ES61;2020;03;F;DEATHS;19.0;A
518592;Y75-79;ES61;2020;04;_T;DEATHS;135.0;A
518592;Y75-79;ES61;2020;04;M;DEATHS;90.0;A
518592;Y75-79;ES61;2020;04;F;DEATHS;45.0;A
518592;Y75-79;ES61;2020;05;_T;DEATHS;10.0;A
518592;Y75-79;ES61;2020;05;M;DEATHS;6.0;A
518592;Y75-79;ES61;2020;05;F;DEATHS;4.0;A
518592;Y75-79;ES61;2020;06;_T;DEATHS;2.0;A
518592;Y75-79;ES61;2020;06;M;DEATHS;2.0;A
518592;Y75-79;ES61;2020;08;_T;DEATHS;7.0;A
518592;Y75-79;ES61;2020;08;M;DEATHS;4.0;A
518592;Y75-79;ES61;2020;08;F;DEATHS;3.0;A
518592;Y75-79;ES61;2020;09;_T;DEATHS;48.0;A
518592;Y75-79;ES61;2020;09;M;DEATHS;33.0;A
518592;Y75-79;ES61;2020;09;F;DEATHS;15.0;A
518592;Y75-79;ES61;2020;10;_T;DEATHS;144.0;A
518592;Y75-79;ES61;2020;10;M;DEATHS;85.0;A
518592;Y75-79;ES61;2020;10;F;DEATHS;59.0;A
518592;Y75-79;ES61;2020;11;_T;DEATHS;314.0;A
518592;Y75-79;ES61;2020;11;M;DEATHS;194.0;A
518592;Y75-79;ES61;2020;11;F;DEATHS;120.0;A
518592;Y75-79;ES61;2020;12;_T;DEATHS;101.0;A
518592;Y75-79;ES61;2020;12;M;DEATHS;56.0;A
518592;Y75-79;ES61;2020;12;F;DEATHS;45.0;A
518592;Y80-84;ES61;2020;55920;_T;DEATHS;1057.0;A
518592;Y80-84;ES61;2020;55920;M;DEATHS;578.0;A
518592;Y80-84;ES61;2020;55920;F;DEATHS;479.0;A
518592;Y80-84;ES61;2020;03;_T;DEATHS;113.0;A
518592;Y80-84;ES61;2020;03;M;DEATHS;65.0;A
518592;Y80-84;ES61;2020;03;F;DEATHS;48.0;A
518592;Y80-84;ES61;2020;04;_T;DEATHS;139.0;A
518592;Y80-84;ES61;2020;04;M;DEATHS;73.0;A
518592;Y80-84;ES61;2020;04;F;DEATHS;66.0;A
518592;Y80-84;ES61;2020;05;_T;DEATHS;16.0;A
518592;Y80-84;ES61;2020;05;M;DEATHS;5.0;A
518592;Y80-84;ES61;2020;05;F;DEATHS;11.0;A
518592;Y80-84;ES61;2020;06;_T;DEATHS;4.0;A
518592;Y80-84;ES61;2020;06;M;DEATHS;3.0;A
518592;Y80-84;ES61;2020;06;F;DEATHS;1.0;A
518592;Y80-84;ES61;2020;08;_T;DEATHS;12.0;A
518592;Y80-84;ES61;2020;08;M;DEATHS;7.0;A
518592;Y80-84;ES61;2020;08;F;DEATHS;5.0;A
518592;Y80-84;ES61;2020;09;_T;DEATHS;75.0;A
518592;Y80-84;ES61;2020;09;M;DEATHS;38.0;A
518592;Y80-84;ES61;2020;09;F;DEATHS;37.0;A
518592;Y80-84;ES61;2020;10;_T;DEATHS;196.0;A
518592;Y80-84;ES61;2020;10;M;DEATHS;106.0;A
518592;Y80-84;ES61;2020;10;F;DEATHS;90.0;A
518592;Y80-84;ES61;2020;11;_T;DEATHS;373.0;A
518592;Y80-84;ES61;2020;11;M;DEATHS;210.0;A
518592;Y80-84;ES61;2020;11;F;DEATHS;163.0;A
518592;Y80-84;ES61;2020;12;_T;DEATHS;129.0;A
518592;Y80-84;ES61;2020;12;M;DEATHS;71.0;A
518592;Y80-84;ES61;2020;12;F;DEATHS;58.0;A
518592;Y85-89;ES61;2020;55920;_T;DEATHS;1321.0;A
518592;Y85-89;ES61;2020;55920;M;DEATHS;627.0;A
518592;Y85-89;ES61;2020;55920;F;DEATHS;694.0;A
518592;Y85-89;ES61;2020;03;_T;DEATHS;86.0;A
518592;Y85-89;ES61;2020;03;M;DEATHS;38.0;A
518592;Y85-89;ES61;2020;03;F;DEATHS;48.0;A
518592;Y85-89;ES61;2020;04;_T;DEATHS;182.0;A
518592;Y85-89;ES61;2020;04;M;DEATHS;75.0;A
518592;Y85-89;ES61;2020;04;F;DEATHS;107.0;A
518592;Y85-89;ES61;2020;05;_T;DEATHS;25.0;A
518592;Y85-89;ES61;2020;05;M;DEATHS;11.0;A
518592;Y85-89;ES61;2020;05;F;DEATHS;14.0;A
518592;Y85-89;ES61;2020;06;_T;DEATHS;3.0;A
518592;Y85-89;ES61;2020;06;M;DEATHS;2.0;A
518592;Y85-89;ES61;2020;06;F;DEATHS;1.0;A
518592;Y85-89;ES61;2020;07;_T;DEATHS;2.0;A
518592;Y85-89;ES61;2020;07;M;DEATHS;1.0;A
518592;Y85-89;ES61;2020;07;F;DEATHS;1.0;A
518592;Y85-89;ES61;2020;08;_T;DEATHS;12.0;A
518592;Y85-89;ES61;2020;08;M;DEATHS;5.0;A
518592;Y85-89;ES61;2020;08;F;DEATHS;7.0;A
518592;Y85-89;ES61;2020;09;_T;DEATHS;102.0;A
518592;Y85-89;ES61;2020;09;M;DEATHS;49.0;A
518592;Y85-89;ES61;2020;09;F;DEATHS;53.0;A
518592;Y85-89;ES61;2020;10;_T;DEATHS;270.0;A
518592;Y85-89;ES61;2020;10;M;DEATHS;138.0;A
518592;Y85-89;ES61;2020;10;F;DEATHS;132.0;A
518592;Y85-89;ES61;2020;11;_T;DEATHS;468.0;A
518592;Y85-89;ES61;2020;11;M;DEATHS;221.0;A
518592;Y85-89;ES61;2020;11;F;DEATHS;247.0;A
518592;Y85-89;ES61;2020;12;_T;DEATHS;171.0;A
518592;Y85-89;ES61;2020;12;M;DEATHS;87.0;A
518592;Y85-89;ES61;2020;12;F;DEATHS;84.0;A
518592;Y90-94;ES61;2020;55920;_T;DEATHS;772.0;A
518592;Y90-94;ES61;2020;55920;M;DEATHS;284.0;A
518592;Y90-94;ES61;2020;55920;F;DEATHS;488.0;A
518592;Y90-94;ES61;2020;03;_T;DEATHS;45.0;A
518592;Y90-94;ES61;2020;03;M;DEATHS;11.0;A
518592;Y90-94;ES61;2020;03;F;DEATHS;34.0;A
518592;Y90-94;ES61;2020;04;_T;DEATHS;134.0;A
518592;Y90-94;ES61;2020;04;M;DEATHS;44.0;A
518592;Y90-94;ES61;2020;04;F;DEATHS;90.0;A
518592;Y90-94;ES61;2020;05;_T;DEATHS;17.0;A
518592;Y90-94;ES61;2020;05;M;DEATHS;7.0;A
518592;Y90-94;ES61;2020;05;F;DEATHS;10.0;A
518592;Y90-94;ES61;2020;08;_T;DEATHS;10.0;A
518592;Y90-94;ES61;2020;08;M;DEATHS;5.0;A
518592;Y90-94;ES61;2020;08;F;DEATHS;5.0;A
518592;Y90-94;ES61;2020;09;_T;DEATHS;71.0;A
518592;Y90-94;ES61;2020;09;M;DEATHS;31.0;A
518592;Y90-94;ES61;2020;09;F;DEATHS;40.0;A
518592;Y90-94;ES61;2020;10;_T;DEATHS;146.0;A
518592;Y90-94;ES61;2020;10;M;DEATHS;44.0;A
518592;Y90-94;ES61;2020;10;F;DEATHS;102.0;A
518592;Y90-94;ES61;2020;11;_T;DEATHS;272.0;A
518592;Y90-94;ES61;2020;11;M;DEATHS;111.0;A
518592;Y90-94;ES61;2020;11;F;DEATHS;161.0;A
518592;Y90-94;ES61;2020;12;_T;DEATHS;77.0;A
518592;Y90-94;ES61;2020;12;M;DEATHS;31.0;A
518592;Y90-94;ES61;2020;12;F;DEATHS;46.0;A
518592;Y95-99;ES61;2020;55920;_T;DEATHS;278.0;A
518592;Y95-99;ES61;2020;55920;M;DEATHS;82.0;A
518592;Y95-99;ES61;2020;55920;F;DEATHS;196.0;A
518592;Y95-99;ES61;2020;03;_T;DEATHS;16.0;A
518592;Y95-99;ES61;2020;03;M;DEATHS;3.0;A
518592;Y95-99;ES61;2020;03;F;DEATHS;13.0;A
518592;Y95-99;ES61;2020;04;_T;DEATHS;50.0;A
518592;Y95-99;ES61;2020;04;M;DEATHS;14.0;A
518592;Y95-99;ES61;2020;04;F;DEATHS;36.0;A
518592;Y95-99;ES61;2020;05;_T;DEATHS;4.0;A
518592;Y95-99;ES61;2020;05;F;DEATHS;4.0;A
518592;Y95-99;ES61;2020;06;_T;DEATHS;1.0;A
518592;Y95-99;ES61;2020;06;F;DEATHS;1.0;A
518592;Y95-99;ES61;2020;08;_T;DEATHS;3.0;A
518592;Y95-99;ES61;2020;08;M;DEATHS;2.0;A
518592;Y95-99;ES61;2020;08;F;DEATHS;1.0;A
518592;Y95-99;ES61;2020;09;_T;DEATHS;17.0;A
518592;Y95-99;ES61;2020;09;M;DEATHS;5.0;A
518592;Y95-99;ES61;2020;09;F;DEATHS;12.0;A
518592;Y95-99;ES61;2020;10;_T;DEATHS;66.0;A
518592;Y95-99;ES61;2020;10;M;DEATHS;21.0;A
518592;Y95-99;ES61;2020;10;F;DEATHS;45.0;A
518592;Y95-99;ES61;2020;11;_T;DEATHS;92.0;A
518592;Y95-99;ES61;2020;11;M;DEATHS;27.0;A
518592;Y95-99;ES61;2020;11;F;DEATHS;65.0;A
518592;Y95-99;ES61;2020;12;_T;DEATHS;29.0;A
518592;Y95-99;ES61;2020;12;M;DEATHS;10.0;A
518592;Y95-99;ES61;2020;12;F;DEATHS;19.0;A
518592;Y_GE100;ES61;2020;55920;_T;DEATHS;37.0;A
518592;Y_GE100;ES61;2020;55920;M;DEATHS;9.0;A
518592;Y_GE100;ES61;2020;55920;F;DEATHS;28.0;A
518592;Y_GE100;ES61;2020;03;_T;DEATHS;1.0;A
518592;Y_GE100;ES61;2020;03;F;DEATHS;1.0;A
518592;Y_GE100;ES61;2020;04;_T;DEATHS;2.0;A
518592;Y_GE100;ES61;2020;04;F;DEATHS;2.0;A
518592;Y_GE100;ES61;2020;05;_T;DEATHS;1.0;A
518592;Y_GE100;ES61;2020;05;F;DEATHS;1.0;A
518592;Y_GE100;ES61;2020;06;_T;DEATHS;1.0;A
518592;Y_GE100;ES61;2020;06;M;DEATHS;1.0;A
518592;Y_GE100;ES61;2020;09;_T;DEATHS;2.0;A
518592;Y_GE100;ES61;2020;09;F;DEATHS;2.0;A
518592;Y_GE100;ES61;2020;10;_T;DEATHS;9.0;A
518592;Y_GE100;ES61;2020;10;M;DEATHS;2.0;A
518592;Y_GE100;ES61;2020;10;F;DEATHS;7.0;A
518592;Y_GE100;ES61;2020;11;_T;DEATHS;18.0;A
518592;Y_GE100;ES61;2020;11;M;DEATHS;5.0;A
518592;Y_GE100;ES61;2020;11;F;DEATHS;13.0;A
518592;Y_GE100;ES61;2020;12;_T;DEATHS;3.0;A
518592;Y_GE100;ES61;2020;12;M;DEATHS;1.0;A
518592;Y_GE100;ES61;2020;12;F;DEATHS;2.0;A
518592;TOTAL;ES61;2020;55920;_T;DEATHS;5815.0;A
518592;TOTAL;ES61;2020;55920;M;DEATHS;3165.0;A
518592;TOTAL;ES61;2020;55920;F;DEATHS;2650.0;A
518592;TOTAL;ES61;2020;03;_T;DEATHS;459.0;A
518592;TOTAL;ES61;2020;03;M;DEATHS;255.0;A
518592;TOTAL;ES61;2020;03;F;DEATHS;204.0;A
518592;TOTAL;ES61;2020;04;_T;DEATHS;857.0;A
518592;TOTAL;ES61;2020;04;M;DEATHS;444.0;A
518592;TOTAL;ES61;2020;04;F;DEATHS;413.0;A
518592;TOTAL;ES61;2020;05;_T;DEATHS;109.0;A
518592;TOTAL;ES61;2020;05;M;DEATHS;51.0;A
518592;TOTAL;ES61;2020;05;F;DEATHS;58.0;A
518592;TOTAL;ES61;2020;06;_T;DEATHS;20.0;A
518592;TOTAL;ES61;2020;06;M;DEATHS;17.0;A
518592;TOTAL;ES61;2020;06;F;DEATHS;3.0;A
518592;TOTAL;ES61;2020;07;_T;DEATHS;6.0;A
518592;TOTAL;ES61;2020;07;M;DEATHS;5.0;A
518592;TOTAL;ES61;2020;07;F;DEATHS;1.0;A
518592;TOTAL;ES61;2020;08;_T;DEATHS;66.0;A
518592;TOTAL;ES61;2020;08;M;DEATHS;39.0;A
518592;TOTAL;ES61;2020;08;F;DEATHS;27.0;A
518592;TOTAL;ES61;2020;09;_T;DEATHS;416.0;A
518592;TOTAL;ES61;2020;09;M;DEATHS;227.0;A
518592;TOTAL;ES61;2020;09;F;DEATHS;189.0;A
518592;TOTAL;ES61;2020;10;_T;DEATHS;1063.0;A
518592;TOTAL;ES61;2020;10;M;DEATHS;558.0;A
518592;TOTAL;ES61;2020;10;F;DEATHS;505.0;A
518592;TOTAL;ES61;2020;11;_T;DEATHS;2016.0;A
518592;TOTAL;ES61;2020;11;M;DEATHS;1113.0;A
518592;TOTAL;ES61;2020;11;F;DEATHS;903.0;A
518592;TOTAL;ES61;2020;12;_T;DEATHS;803.0;A
518592;TOTAL;ES61;2020;12;M;DEATHS;456.0;A
518592;TOTAL;ES61;2020;12;F;DEATHS;347.0;A
518593;Y_LT15;ES61;2020;55920;_T;DEATHS;1.0;A
518593;Y_LT15;ES61;2020;55920;M;DEATHS;1.0;A
518593;Y_LT15;ES61;2020;04;_T;DEATHS;1.0;A
518593;Y_LT15;ES61;2020;04;M;DEATHS;1.0;A
518593;Y15-29;ES61;2020;55920;_T;DEATHS;3.0;A
518593;Y15-29;ES61;2020;55920;M;DEATHS;2.0;A
518593;Y15-29;ES61;2020;55920;F;DEATHS;1.0;A
518593;Y15-29;ES61;2020;03;_T;DEATHS;1.0;A
